Id;Label;Contribution;Weight;Weighted Degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;eigencentrality;Degree;;
302;Ekkehard Arendt;Darsteller;3;42;4;0.399578;0.428991;1764.305201;0.172638;39;;
303;Else Reval;Darsteller;3;40;4;0.390915;0.420114;4776.287102;0.178162;38;;
304;Lothar Philipp August Mayring;Drehbuch/Regie;3;44;4;0.391185;0.41674;202.173252;0.197895;27;;
305;Lissy Arna;Darsteller;3;48;4;0.413693;0.443809;2674.766044;0.261105;42;;
306;Lilian Ellis;Darsteller;3;39;4;0.4;0.429724;1139.730554;0.250086;39;;
307;Alfred Hansen;Kamera;3;46;4;0.390915;0.419894;321.937154;0.262432;37;;
308;Elga Brink;Darsteller;3;33;4;0.40113;0.427817;3013.216931;0.228532;31;;
309;Mady Berry;Darsteller;3;40;4;0.389174;0.419674;1721.25311;0.196885;39;;
310;Ludwig Stössel;Darsteller;3;44;4;0.41475;0.444175;1329.589115;0.253624;41;;
311;Lil Dagover;Darsteller;3;37;4;0.402694;0.431778;2003.684019;0.233037;37;;
312;Walter C. Mycroft;Drehbuch;2;27;4;0.36052;0.381015;455.692132;0.12519;20;;
313;Hedwig Wangel;Darsteller;2;26;4;0.40298;0.428624;670.129717;0.176277;26;;
314;Kurt Siodmak;Drehbuch;2;32;4;0.377033;0.403609;504.958364;0.182513;30;;
315;Peter Kreuder Jr.;Musik;2;27;4;0.383395;0.40779;338.008764;0.155894;27;;
1208;Jean Boyer;Darsteller/Regie;2;30;4;0.383525;0.408377;427.890843;0.196969;29;;
317;Peter Lorre;Darsteller;2;27;4;0.384173;0.408671;335.568154;0.124377;24;;
318;Lucie Mannheim;Darsteller;2;27;4;0.388376;0.413806;385.941933;0.145052;26;;
319;Philipp Manning;Darsteller;2;30;4;0.377283;0.403536;270.515854;0.157467;26;;
320;Willy Schmidt-Gentner;Musik;2;29;4;0.389842;0.414979;311.962576;0.18137;27;;
321;Pierre Braunberger;Produzent;2;36;4;0.390781;0.419674;1445.744188;0.193799;35;;
322;Pierre Richard-Willm;Darsteller;2;26;4;0.354115;0.377054;199.564156;0.151533;25;;
323;Rachel Devirys;Darsteller;2;28;4;0.368831;0.390405;39.801756;0.158185;20;;
324;Viktor Skutetzky;Produzent;2;34;4;0.360864;0.383216;64.16707;0.097886;24;;
325;Willy Stettner;Darsteller;2;27;4;0.384824;0.408011;175.056378;0.146161;22;;
326;Kurt Vespermann;Darsteller;2;26;4;0.391994;0.41762;187.37718;0.247417;26;;
328;Heinz Könecke;Darsteller;2;26;4;0.375537;0.398914;307.058967;0.166499;24;;
329;Willy Schiller;Bauten;2;27;4;0.385215;0.410945;464.225322;0.149149;26;;
331;Hedy Knorr;Drehbuch;2;25;4;0.344034;0.361869;64.817213;0.042461;17;;
332;Peggy Norman;Darsteller;2;30;4;0.404127;0.429798;676.445259;0.207728;28;;
333;Heinrich Balasch;Kamera;2;33;4;0.373316;0.398181;485.289536;0.122179;30;;
334;Hansom Milde-Meißner;Musik;2;28;4;0.368114;0.391065;972.547035;0.105248;27;;
335;Ludwig Lajtai;Musik;2;30;4;0.385739;0.408084;32.490215;0.142564;21;;
336;Heinrich George;Darsteller;2;30;4;0.372826;0.398401;1325.624422;0.124423;30;;
337;Viktor de Kowa;Darsteller;2;25;4;0.391859;0.41608;695.281492;0.149761;25;;
338;Vlasta Burian;Darsteller;2;22;4;0.327283;0.343603;40.421612;0.040159;16;;
339;Kurt Reichmann;Produzent;2;27;4;0.394719;0.419381;96.00297;0.22035;24;;
340;Paul Richter;Darsteller;2;28;4;0.385215;0.411018;432.311746;0.177427;27;;
341;Walter Edthofer;Darsteller;2;27;4;0.376408;0.402142;1240.8207;0.122555;27;;
342;Václav Wasserman;Drehbuch;2;22;4;0.327283;0.343603;40.421612;0.040159;16;;
343;Maria Meißner;Darsteller;2;17;4;0.361899;0.380648;74.281577;0.089456;15;;
344;Walther Stern;Schnitt;2;28;4;0.362823;0.38681;1285.706239;0.082387;25;;
345;Ralph Benatzky;Musik;2;25;4;0.386132;0.410798;120.112236;0.153587;22;;
346;Theo Mackeben;Musik;2;30;4;0.395819;0.419014;66.086665;0.178272;22;;
347;Robert Wiene;Regie;2;25;4;0.384043;0.409844;724.233752;0.133495;25;;
348;Leberecht von Guaita;Schnitt;2;28;4;0.362823;0.38681;1285.706239;0.082387;25;;
349;Robert Wuellner;Produzent;2;30;4;0.380825;0.404196;125.594381;0.150769;25;;
350;Roger Hubert;Kamera;2;31;4;0.36052;0.38395;820.008277;0.09245;29;;
351;Hans Behal;Darsteller;2;27;5;0.334314;0.350983;0;0.043492;11;;
352;Roger Le Bon;Regie;2;28;4;0.371849;0.39576;183.334858;0.137014;24;;
353;Rolf Marbot;Musik;2;29;4;0.35938;0.381896;83.288999;0.125741;23;;
354;Rolf von Goth;Darsteller;2;21;4;0.356896;0.378815;447.93184;0.079084;21;;
356;Hanne Kuyt;Schnitt;2;30;4;0.385477;0.411605;495.367442;0.175069;30;;
357;Theodor Sparkuhl;Kamera;2;31;4;0.36052;0.38395;820.008277;0.09245;29;;
358;Wolfgang Wilhelm;Drehbuch;2;30;4;0.38006;0.405223;676.131679;0.140418;29;;
359;Rudolf Oesterreicher;Drehbuch;2;27;4;0.403839;0.428991;197.670464;0.209906;25;;
360;Sepp Allgeier;Kamera;2;37;4;0.356001;0.3761;50.231077;0.072057;21;;
361;Theo Shall;Darsteller;2;28;4;0.387978;0.413292;418.318693;0.192052;27;;
362;Willy Zeyn jun.;Schnitt;2;28;4;0.387449;0.411165;52.565037;0.215546;23;;
363;Tino Pattiera;Darsteller;2;25;4;0.344034;0.361869;64.817213;0.042461;17;;
364;Kurt Weill;Musik;2;33;4;0.362592;0.387471;110.343469;0.11372;26;;
365;Robert Pizani;Darsteller;2;24;4;0.360635;0.383729;1020.21167;0.115799;23;;
1214;Fred Sauer;Regie/Drehbuch;2;26;4;0.364219;0.384023;0;0.090975;13;;
367;Ralph Scotoni;Produzent;2;34;4;0.38587;0.411238;434.909057;0.146035;30;;
368;Raymond Agnel;Kamera;2;21;5;0.306199;0.323034;171.356306;0.020873;15;;
369;Reinhold Bernt;Darsteller;2;32;4;0.407753;0.435226;1120.566559;0.231223;32;;
370;René Le Hénaff;Schnitt;2;30;4;0.376034;0.400381;128.895087;0.146404;25;;
371;Walter Steinbeck;Darsteller;2;26;4;0.401839;0.42679;253.145977;0.191424;25;;
372;Lotte Stein;Darsteller;2;29;4;0.377911;0.403096;1147.375993;0.131694;29;;
373;Richard Arvay;Drehbuch;2;26;4;0.394171;0.418867;249.287295;0.204754;25;;
374;Victor Kendall;Drehbuch;2;20;5;0.296916;0.312793;2.666667;0.024643;13;;
375;Laaser;Bauten;2;30;4;0.385739;0.408084;32.490215;0.142564;21;;
376;Robert Arnoux;Darsteller;2;29;4;0.352686;0.37654;47.328884;0.169903;25;;
377;Hans Oser;Schnitt;2;33;4;0.372703;0.39598;251.842373;0.122327;29;;
378;Ursula Grabley;Darsteller;2;27;4;0.383137;0.408891;348.404461;0.180152;26;;
379;Hans Minzloff;Bauten;2;32;4;0.378793;0.404783;229.167246;0.184966;28;;
380;Tonka Taldy;Schnitt;2;25;4;0.368951;0.391652;969.507882;0.102842;25;;
381;Heinz Paul;Regie;2;22;4;0.370153;0.391505;295.231281;0.088281;21;;
383;Paul Abraham;Musik;2;29;4;0.366807;0.391285;2157.023434;0.10038;28;;
384;Jane Bess;Drehbuch;2;28;4;0.396233;0.421582;376.104329;0.183016;26;;
387;Jenny Jugo;Darsteller;2;25;4;0.378667;0.402802;391.503803;0.143832;25;;
388;Jean Toulout;Drehbuch;2;21;5;0.306199;0.323034;171.356306;0.020873;15;;
390;Jean Murat;Darsteller;2;29;4;0.384433;0.409111;424.921621;0.186279;28;;
391;Jean Gilbert;Musik;2;28;4;0.368711;0.393192;927.08441;0.117392;26;;
392;Jakob Tiedtke;Darsteller;2;15;4;0.354778;0.372433;188.578788;0.063009;15;;
1204;Eugen Schüfftan;Kamera/Regie;5;66;4;0.397203;0.429944;3512.72577;0.210891;46;;
394;Jakob Fleck;Regie;2;19;4;0.37766;0.400161;331.26185;0.124377;18;;
395;Max Pohl;Darsteller;2;30;4;0.364103;0.38505;43.049609;0.080887;18;;
396;Jacques Maury;Darsteller;2;25;4;0.356113;0.378301;353.131699;0.139967;25;;
397;Gustave Gallet;Darsteller;2;27;4;0.384563;0.409184;751.065974;0.190386;27;;
398;Jacob Brodsky;Produzent;2;26;4;0.386921;0.412119;81.531475;0.208561;23;;
399;Jack Mylong-Münz;Darsteller;2;27;4;0.372337;0.395246;725.353676;0.085252;27;;
400;Walter Rilla;Darsteller;2;28;4;0.401413;0.426937;440.38803;0.204183;27;;
401;Max Jungk;Drehbuch;2;26;4;0.402551;0.428184;295.424975;0.254984;26;;
1187;Richard Oswald;Produzent/Regie;8;94;4;0.411445;0.441608;1250.994248;0.253706;42;;
403;Max Glass;Produzent;2;27;4;0.394719;0.419381;96.00297;0.22035;24;;
404;Johannes Guter;Regie;2;28;4;0.393352;0.421141;396.739953;0.24941;28;;
406;Karl Grune;Regie;2;29;4;0.35938;0.381896;83.288999;0.125741;23;;
407;Maria Matray;Darsteller;2;30;4;0.407899;0.434786;552.560231;0.223519;30;;
408;Marianne Winkelstern;Darsteller;2;32;4;0.395819;0.421655;576.35676;0.198506;30;;
409;Marie-Antoinette Buzet;Darsteller;2;36;4;0.39513;0.422902;1439.220675;0.181492;33;;
411;Julius Urgiß;Drehbuch;2;26;4;0.388775;0.413366;328.458752;0.150687;24;;
1216;Fritz Lang;Regie/Drehbuch;2;22;4;0.354557;0.372506;0;0.062999;11;;
413;Mark Sorkin;Schnitt;2;37;4;0.356001;0.3761;50.231077;0.072057;21;;
414;Julia Serda;Darsteller;2;25;4;0.387846;0.412412;438.840361;0.158219;25;;
415;Josef Than;Drehbuch;2;29;4;0.377033;0.402802;435.070407;0.169103;27;;
416;Martin Frič;Regie;2;32;4;0.379933;0.404343;1250.766093;0.142303;28;;
417;Karl Huszar-Puffy;Darsteller;2;27;4;0.399578;0.424442;636.523558;0.206205;26;;
418;Wilhelm Speyer;Drehbuch;2;30;4;0.395819;0.419014;66.086665;0.178272;22;;
419;Margot Walter;Darsteller;2;26;4;0.401839;0.42723;216.599222;0.256626;26;;
420;Max de Vaucorbeil;Regie;2;28;4;0.353894;0.375587;63.526176;0.15209;23;;
421;Michael von Newlinski;Darsteller;2;23;4;0.372581;0.398034;651.684976;0.158466;23;;
422;Michel Michelet;Musik;2;23;4;0.354667;0.374633;46.153476;0.074809;15;;
423;Hermann Haller;Schnitt;2;27;4;0.376408;0.400528;61.144351;0.118521;20;;
425;Herbert Rosenfeld;Drehbuch;2;28;4;0.386263;0.414099;378.723217;0.207848;28;;
426;Olga Tschechowa;Darsteller;2;26;4;0.38172;0.408377;1025.185491;0.12349;26;;
427;Olly Gebauer;Darsteller;2;27;4;0.399578;0.424736;505.049308;0.222584;26;;
428;Herbert Juttke;Drehbuch;2;26;4;0.355556;0.380428;778.819569;0.071015;26;;
429;Karl Schulz;Produzent;2;30;4;0.380825;0.404196;125.594381;0.150769;25;;
430;Henry Gilbert;Drehbuch;2;29;4;0.365273;0.386224;106.415906;0.110241;22;;
431;Karl Weber;Bauten;2;33;4;0.397064;0.422755;660.00495;0.191637;29;;
433;Otto Eis;Drehbuch;2;28;4;0.385608;0.409478;200.395634;0.167204;25;;
434;Luise Fleck;Regie;2;19;4;0.37766;0.400161;331.26185;0.124377;18;;
435;Kurt Bernhardt;Regie;2;34;4;0.360864;0.383216;64.16707;0.097886;24;;
436;Henri Barreyre;Kamera;2;21;5;0.306199;0.323034;171.356306;0.020873;15;;
1193;Richard Tauber;Darsteller/Produzent;2;34;4;0.365039;0.384243;0;0.096869;17;;
1202;Heinz Hilpert;Drehbuch/Regie;2;24;4;0.346236;0.365317;0;0.055061;12;;
440;Leonhard Frank;Drehbuch;2;30;4;0.364103;0.38505;43.049609;0.080887;18;;
441;Marcel Hellmann;Produzent;2;25;4;0.382492;0.405516;63.379706;0.127658;19;;
442;Noé Bloch;Produzent;2;31;4;0.387846;0.414173;167.202584;0.200684;27;;
443;Wilhelm von Kaufmann;Produzent;2;30;4;0.381849;0.406177;119.608494;0.137322;23;;
444;Irma von Cube;Drehbuch;2;32;4;0.391994;0.419674;233.408591;0.257605;31;;
445;Irene Eisinger;Darsteller;2;28;4;0.37467;0.399281;294.22736;0.143423;27;;
446;Irene Ambrus;Darsteller;2;29;4;0.402124;0.42745;312.92965;0.220698;27;;
447;Inge Landgut;Darsteller;2;23;4;0.37766;0.400748;493.70406;0.113441;22;;
448;Mischa Spoliansky;Musik;2;27;4;0.382234;0.406984;975.357911;0.169777;26;;
449;Hugo Fischer-Köppe;Darsteller;2;27;4;0.403552;0.429211;265.272075;0.223992;26;;
450;Hildegard Grebner;Schnitt;2;29;4;0.387449;0.411458;19.623778;0.248876;22;;
451;Hermine Sterler;Darsteller;2;31;4;0.411893;0.438454;338.733848;0.252428;30;;
452;Mutz Greenbaum;Kamera;2;26;4;0.387317;0.411385;478.740536;0.145247;25;;
453;Nicholas Brodszky;Musik;2;31;4;0.382492;0.407057;570.527201;0.140706;28;;
454;Nikolaus Nowik;Produzent;2;29;4;0.365273;0.386224;106.415906;0.110241;22;;
455;Willi Forst;Darsteller;2;26;4;0.375661;0.396787;55.082715;0.116624;20;;
456;Norbert Falk;Drehbuch;2;29;4;0.367995;0.389451;51.414973;0.151381;20;;
457;Willi Schur;Darsteller;2;26;4;0.383395;0.408524;518.551202;0.131086;25;;
458;Nunzio Malasomma;Drehbuch;2;25;4;0.344034;0.361869;64.817213;0.042461;17;;
459;A. C. Hammond;Schnitt;2;20;5;0.296916;0.312793;2.666667;0.024643;13;;
460;Emilie Unda;Darsteller;2;28;4;0.370153;0.393779;1125.38341;0.10877;27;;
461;Curt von Molo;Schnitt;2;29;4;0.390244;0.415713;505.025454;0.203739;28;;
462;Else Elster;Darsteller;2;27;4;0.389441;0.41564;638.538337;0.158957;26;;
463;Allan Gray;Musik;2;24;4;0.364921;0.389671;1467.660832;0.093343;24;;
464;Camilla Horn;Darsteller;2;28;4;0.406295;0.431411;260.755511;0.241272;26;;
466;Fritz Zeckendorf;Drehbuch;2;31;4;0.391185;0.41674;202.173252;0.197895;27;;
467;Else Baum;Schnitt;2;27;4;0.392944;0.41784;473.042772;0.190975;26;;
468;Ellen Schwanneke;Darsteller;2;26;4;0.373071;0.39598;579.758827;0.113566;25;;
469;Béla Balázs;Drehbuch;2;33;4;0.362592;0.387471;110.343469;0.11372;26;;
470;Gabriel Pellon;Bauten;2;26;4;0.387581;0.414026;376.225013;0.199053;26;;
471;Constantin J. David;Drehbuch/Regie;2;32;4;0.330041;0.346391;0;0.038822;16;;
472;Alfred Beierle;Darsteller;2;25;4;0.36352;0.38549;2267.862666;0.120769;24;;
473;Alf Zengerling;Regie;2;0;0;0;0;0;0;0;;
1196;Kurt Gerron;Darsteller/Regie;5;76;4;0.453493;0.487823;4616.443078;0.552422;72;;
475;Eva Schmid-Kayser;Darsteller;2;24;4;0.377911;0.400015;75.996607;0.149987;21;;
476;Franz Koch;Kamera;2;31;4;0.379172;0.402582;932.215926;0.130338;28;;
477;Evelyn Holt;Darsteller;2;28;4;0.367162;0.390918;917.712649;0.104876;25;;
478;Elisabeth Pinajeff;Darsteller;2;27;5;0.334314;0.350983;0;0.043492;11;;
479;Elisabeth Bergner;Darsteller;2;26;4;0.355222;0.376761;1881.666667;0.091422;22;;
480;Alexander Granach;Darsteller;2;29;4;0.388111;0.413586;1128.378717;0.147758;29;;
1206;Karl Hartl;Drehbuch/Schnitt/Regie;5;85;4;0.356001;0.3761;50.231077;0.072057;21;;
482;Franz Wenzler;Regie;2;27;4;0.382106;0.408377;285.043118;0.176968;25;;
483;Claude Friese-Greene;Kamera;2;20;5;0.296916;0.312793;2.666667;0.024643;13;;
484;Fritz Alberti;Darsteller;2;33;4;0.374794;0.400602;1793.765427;0.13753;30;;
485;Erik Charell;Regie;2;29;4;0.367995;0.389451;51.414973;0.151381;20;;
486;Carmine Gallone;Regie;2;29;4;0.36657;0.389891;1141.004842;0.104523;27;;
487;Carl Mayer;Drehbuch;2;26;4;0.355222;0.376761;1881.666667;0.091422;22;;
488;André Roanne;Darsteller;2;25;4;0.384563;0.407937;289.487008;0.1465;24;;
489;Erich Engels;Produzent;2;28;4;0.37854;0.401995;48.865044;0.193177;22;;
490;Erich Dunskus;Darsteller;2;27;4;0.349323;0.36539;0.612249;0.057561;12;;
491;Charles Redgie;Darsteller;2;27;4;0.352576;0.372873;12.908521;0.122524;19;;
492;Erich Czerwonski;Bauten;2;29;4;0.386263;0.412339;349.531441;0.150005;27;;
493;Charlie K. Roellinghoff;Drehbuch;2;24;4;0.371728;0.395173;171.871139;0.153321;23;;
494;Anatol Potok;Produzent;2;30;4;0.404703;0.430604;160.173887;0.277725;28;;
495;Bernhard Homola;Musik;2;28;4;0.374794;0.399428;447.695828;0.164166;26;;
497;Christian-Jaque;Bauten;2;21;5;0.306199;0.323034;171.356306;0.020873;15;;
498;Fritz Goldschmidt;Musik;2;28;4;0.365862;0.389525;1493.171248;0.106016;26;;
499;Clara Tambour;Darsteller;2;28;4;0.367519;0.392019;897.046853;0.149683;28;;
500;Anatole Litvak;Drehbuch/Regie;2;34;4;0.369311;0.390258;0;0.140252;17;;
501;Clarence Elder;Bauten;2;27;4;0.36052;0.381015;455.692132;0.12519;20;;
502;Ernst Stahl-Nachbaur;Darsteller;2;27;4;0.365039;0.388644;1065.902347;0.104176;24;;
503;Alexander Ferenczy;Bauten;2;26;4;0.387449;0.411165;164.445019;0.166065;23;;
504;Alexis Granowsky;Drehbuch/Regie;2;28;4;0.358812;0.377567;0;0.069293;14;;
505;Blandine Ebinger;Darsteller;2;28;4;0.389174;0.414906;351.068939;0.229052;28;;
506;Daniel Mendaille;Darsteller;2;35;4;0.396371;0.424076;1817.577849;0.198511;35;;
507;Daniela Parola;Darsteller;2;33;4;0.395681;0.422168;979.828332;0.187862;32;;
508;Albert Benitz;Kamera;2;37;4;0.356001;0.3761;50.231077;0.072057;21;;
509;Fee Malten;Darsteller;2;25;4;0.396787;0.421655;367.082341;0.220701;25;;
510;Gregor Rabinowitsch;Produzent;2;31;4;0.387846;0.414173;167.202584;0.200684;27;;
511;Dary Holm;Darsteller;2;27;5;0.334314;0.350983;0;0.043492;11;;
512;Eduard von Winterstein;Darsteller;2;15;5;0.345289;0.364158;170.919717;0.046632;15;;
513;Eduard von Borsody;Schnitt;2;29;4;0.368951;0.394953;208.350118;0.173873;28;;
514;Adolf Trotz;Regie;2;14;4;0.369191;0.389451;0;0.088598;14;;
515;E. W. Emo;Regie;2;28;4;0.389976;0.41542;199.691154;0.24573;28;;
516;Berthold Viertel;Drehbuch/Regie;2;20;5;0.314507;0.331089;0;0.019499;10;;
517;Bert Reisfeld;Musik;2;29;4;0.381977;0.409184;184.008875;0.219312;29;;
518;Gustav Althoff;Produzent;2;29;4;0.387846;0.411018;14.62364;0.242699;21;;
1184;Lazar Wechsler;Produzent/Drehbuch;2;28;5;0.264309;0.276585;0;0.006927;10;;
520;Gustav Ucicky;Regie;2;28;4;0.373071;0.3973;105.881071;0.148785;24;;
521;Edith Méra;Darsteller;2;30;4;0.355667;0.379768;1160.80099;0.095307;30;;
522;Gertrud Wolle;Darsteller;2;30;3;0.401982;0.42723;609.825322;0.184233;29;;
523;Frederick J. Jackson;Drehbuch;2;27;4;0.36052;0.381015;455.692132;0.12519;20;;
524;Gerhard Lamprecht;Regie;2;23;4;0.366215;0.389525;836.42007;0.083999;23;;
525;Florimond Hervé;Musik;2;23;4;0.35203;0.373386;362.237098;0.075378;20;;
526;Arno Richter;Bauten;2;34;4;0.360864;0.383216;64.16707;0.097886;24;;
529;Bronislau Kaper;Musik;2;35;4;0.393624;0.419968;591.662502;0.213802;33;;
530;Carl Zuckmayer;Drehbuch;1;13;4;0.353014;0.372579;0;0.066319;12;;
531;Paul Hühn;Musik;1;16;4;0.376034;0.396053;0;0.120575;15;;
532;Betty Stockfeld;Darsteller;1;16;5;0.312431;0.330692;0;0.033242;16;;
533;Carl Goetz;Darsteller;1;12;4;0.35757;0.375734;0;0.080188;12;;
534;Carl Günther;Darsteller;1;16;4;0.358247;0.378374;0;0.112642;16;;
535;Rene Marrison;Schnitt;1;14;4;0.336992;0.355267;0;0.039793;14;;
536;Carl-Heinz Schroth;Darsteller;1;14;4;0.362708;0.381675;0;0.124618;14;;
537;Paul Martin;Schnitt;1;15;4;0.379299;0.399575;0;0.119774;15;;
538;René Donnio;Darsteller;1;12;4;0.33304;0.350059;0;0.039214;12;;
539;Pierre Magnier;Darsteller;1;15;4;0.339713;0.357835;0;0.110555;15;;
1210;Leo Lasko;Drehbuch/Regie;3;38;4;0.379552;0.402876;3097.643296;0.12779;25;;
541;Pierre Noyelle;Darsteller;1;13;4;0.363869;0.382409;0;0.087483;13;;
542;Renée Héribel;Darsteller;1;13;4;0.339408;0.356661;0;0.066079;13;;
543;Pierre-Gilles Veber;Drehbuch;1;13;5;0.328039;0.344968;0;0.03584;13;;
544;Bruno Leubner;Kamera;1;16;5;0.318118;0.334595;0;0.028231;14;;
545;Carl Jöken;Darsteller;1;14;4;0.372581;0.391799;0;0.111144;13;;
546;Paul Wagner;Darsteller;1;13;4;0.353014;0.372579;0;0.066319;12;;
1192;Henny Porten;Darsteller/Produzent;4;56;4;0.381849;0.406177;119.608494;0.137322;23;;
548;Carl Ludwig Kirmse;Bauten;1;18;4;0.351376;0.369645;0;0.066412;17;;
549;Renée Rysor;Darsteller;1;14;4;0.350077;0.369278;0;0.106911;14;;
550;Raimondo van Riel;Darsteller;1;13;5;0.335896;0.353844;0;0.054313;12;;
551;Renée Stobrawa;Darsteller;1;14;4;0.32154;0.338615;0;0.025681;13;;
552;Carl de Vogt;Darsteller;1;13;5;0.305952;0.321714;0;0.019436;12;;
553;Carl Walther Meyer;Darsteller;1;17;4;0.330041;0.346391;0;0.038822;16;;
554;Paul Samson-Körner;Darsteller;1;13;4;0.346236;0.365317;0;0.055061;12;;
555;Carl Behr;Drehbuch;1;18;4;0.351376;0.369645;0;0.066412;17;;
556;Betty Werner;Darsteller;1;13;4;0.351812;0.370672;0;0.069759;12;;
557;Pierre Billon;Regie;1;10;4;0.327378;0.343383;0;0.040502;10;;
558;Carla Bartheel;Darsteller;1;12;4;0.332164;0.348151;0;0.04113;11;;
559;Raimund Janitschek;Darsteller;1;17;4;0.350077;0.371332;0;0.110747;15;;
560;C. Hooper Trask;Darsteller;1;13;4;0.34772;0.365537;0;0.097024;13;;
561;Brigitte Horney;Darsteller;1;12;5;0.331099;0.347785;0;0.030037;11;;
562;Philipp Braham;Musik;1;16;5;0.312431;0.330692;0;0.033242;16;;
563;Philip Easton;Darsteller;1;16;5;0.312431;0.330692;0;0.033242;16;;
564;Raimu;Darsteller;1;13;4;0.315556;0.33194;0;0.030747;13;;
565;Phil Jutzi;Regie;1;13;5;0.333627;0.351834;0;0.04257;13;;
566;Peter Wolff;Darsteller;1;13;5;0.343618;0.35983;0;0.052675;12;;
567;Pierre Batcheff;Darsteller;1;18;4;0.351376;0.369645;0;0.066412;17;;
568;Peter Martin Lampel;Drehbuch;1;17;4;0.348787;0.367077;0;0.071218;17;;
569;Camilla Spira;Darsteller;1;12;4;0.370274;0.390332;0;0.105435;12;;
1200;Ernst Wolff;Produzent/Drehbuch;3;50;4;0.413994;0.445863;2236.33576;0.294062;47;;
571;Boulant;Darsteller;1;12;4;0.36236;0.380722;0;0.077688;12;;
572;Bohumil Heš;Bauten;1;12;5;0.330329;0.345217;0;0.028281;9;;
573;Pietro Sassoli;Musik;1;17;4;0.330041;0.346391;0;0.038822;16;;
574;Raoul Aslan;Darsteller;1;15;4;0.35203;0.371846;0;0.097236;15;;
575;Peter Ihle;Darsteller;1;13;5;0.305952;0.321714;0;0.019436;12;;
576;Blanche Montel;Darsteller;1;14;4;0.350077;0.369278;0;0.106911;14;;
577;Bruno Timm;Kamera;1;12;4;0.351268;0.368031;0;0.062457;12;;
578;Percy Marmont;Darsteller;1;8;5;0.262538;0.272565;0;0.009012;7;;
579;Bill-Bocketts;Darsteller;1;14;5;0.328989;0.347799;0;0.092929;14;;
580;Big und Doug;Musik;1;13;4;0.351485;0.368325;0;0.06459;12;;
581;Philippe Parès;Musik;1;18;4;0.351376;0.369645;0;0.066412;17;;
582;R. Bleines;Schnitt;1;14;4;0.383137;0.403683;0;0.145647;14;;
583;Gustav von Wangenheim;Darsteller;1;12;4;0.369431;0.387691;0;0.079849;12;;
584;Paul Biensfeldt;Darsteller;1;15;4;0.362592;0.381382;0;0.098274;14;;
1189;Fedor Ozep;Regie/Drehbuch/Schnitt;5;69;4;0.364103;0.38505;43.049609;0.080887;18;;
586;Max Knaake;Bauten;1;14;4;0.364687;0.38527;0;0.092839;14;;
587;Max Maxudian;Darsteller;1;17;4;0.341449;0.360475;0;0.066894;17;;
588;Max Mellin;Bauten;1;17;4;0.330041;0.346391;0;0.038822;16;;
1199;Carl Froelich;Regie/Produzent;3;48;4;0.369551;0.393706;354.042209;0.120669;29;;
590;Dajos Bela;Musik;1;16;4;0.376034;0.396053;0;0.120575;15;;
591;Max Niederberger;Musik;1;13;4;0.344034;0.361429;0;0.04994;13;;
592;Max Nosseck;Regie;1;9;5;0.330906;0.346919;0;0.033097;9;;
593;Max Pallenberg;Darsteller;1;13;5;0.343618;0.35983;0;0.052675;12;;
594;Max Gülstorff;Darsteller;1;13;4;0.35757;0.37588;0;0.077846;13;;
595;Curt Lewinnek;Musik;1;14;4;0.370757;0.389671;0;0.125437;14;;
596;Max Reichmann;Regie;1;18;4;0.365039;0.384243;0;0.096869;17;;
597;Curt Fuß;Darsteller;1;12;4;0.367757;0.386444;0;0.120989;12;;
598;Max Schreck;Darsteller;1;5;5;0.295295;0.306763;0;0.010385;5;;
599;Max Susmann;Produzent;1;16;4;0.358699;0.379988;0;0.101771;14;;
600;Curt Bois;Darsteller;1;9;5;0.330906;0.346919;0;0.033097;9;;
601;Max van Embden;Darsteller;1;16;4;0.358699;0.379988;0;0.101771;14;;
602;Max Hansen;Darsteller;1;13;4;0.359494;0.377861;0;0.067651;13;;
603;Daniele Crespi;Bauten;1;12;4;0.353234;0.370599;0;0.069323;12;;
604;Paul Beyer;Drehbuch;1;13;4;0.35938;0.379548;0;0.078923;13;;
605;Martha Ziegler;Darsteller;1;14;4;0.354778;0.375367;0;0.107417;14;;
606;Marie Glory;Darsteller;1;15;4;0.372948;0.391945;0;0.097979;15;;
607;Dr. Martin Jacob;Darsteller;1;12;4;0.339003;0.356221;0;0.040404;11;;
608;Dr. Bernard Grün;Musik;1;10;4;0.330041;0.344997;0;0.034564;10;;
609;Dorothea Wieck;Darsteller;1;14;5;0.337192;0.353697;0;0.035414;14;;
610;Dorit Ina;Darsteller;1;12;5;0.328039;0.345965;0;0.033006;12;;
611;Marte Hein;Darsteller;1;14;5;0.337192;0.353697;0;0.035414;14;;
612;Martha Dübber;Schnitt;1;16;4;0.376034;0.39708;0;0.111088;15;;
613;Donald Calthrop;Darsteller;1;10;5;0.296606;0.311033;0;0.02165;9;;
614;Max Deppe;Darsteller;1;12;4;0.339003;0.356221;0;0.040404;11;;
615;Martin Mahlmann;Produzent;1;13;4;0.365626;0.38615;0;0.101508;13;;
616;Martin Zickel;Drehbuch;1;12;4;0.33304;0.350059;0;0.039214;12;;
617;Massimo Terzano;Kamera;1;17;4;0.330041;0.346391;0;0.038822;16;;
618;Mathieu Oostermann;Bauten;1;12;4;0.332164;0.348151;0;0.04113;11;;
