Source,Target,Type,Id,Label,Weight
928,0,Undirected,12351,,1
41,137,Undirected,12352,,1
886,185,Undirected,12353,,1
886,40,Undirected,12354,,1
912,17,Undirected,12355,,1
159,67,Undirected,12356,,1
92,1041,Undirected,12357,,1
233,273,Undirected,12358,,2
80,440,Undirected,12359,,1
6,1142,Undirected,12360,,7
14,229,Undirected,12361,,3
757,93,Undirected,12362,,1
335,277,Undirected,12363,,1
271,93,Undirected,12364,,1
317,45,Undirected,12365,,1
142,178,Undirected,12366,,1
168,496,Undirected,12367,,1
344,224,Undirected,12368,,1
1058,77,Undirected,12369,,1
386,222,Undirected,12370,,1
351,5,Undirected,12371,,1
47,57,Undirected,12372,,2
1101,7,Undirected,12373,,1
157,68,Undirected,12374,,2
787,272,Undirected,12375,,1
269,374,Undirected,12376,,1
160,1062,Undirected,12377,,1
293,331,Undirected,12378,,1
351,236,Undirected,12379,,2
787,425,Undirected,12380,,1
1146,78,Undirected,12381,,2
393,249,Undirected,12382,,1
32,572,Undirected,12383,,1
39,143,Undirected,12384,,1
816,911,Undirected,12385,,1
144,272,Undirected,12386,,2
232,158,Undirected,12387,,1
815,40,Undirected,12388,,1
981,176,Undirected,12389,,1
149,109,Undirected,12390,,1
355,23,Undirected,12391,,2
73,1142,Undirected,12392,,7
37,489,Undirected,12393,,1
145,649,Undirected,12394,,1
150,698,Undirected,12395,,1
153,25,Undirected,12396,,1
159,27,Undirected,12397,,1
1087,31,Undirected,12398,,1
814,1125,Undirected,12399,,3
76,49,Undirected,12400,,1
1012,912,Undirected,12401,,1
834,570,Undirected,12402,,1
220,477,Undirected,12403,,1
826,1125,Undirected,12404,,1
733,929,Undirected,12405,,1
1057,108,Undirected,12406,,1
96,274,Undirected,12407,,1
105,6,Undirected,12408,,2
857,11,Undirected,12409,,1
453,148,Undirected,12410,,2
150,138,Undirected,12411,,1
450,401,Undirected,12412,,1
889,690,Undirected,12413,,1
195,231,Undirected,12414,,2
243,778,Undirected,12415,,1
180,174,Undirected,12416,,1
922,217,Undirected,12417,,1
27,49,Undirected,12418,,1
308,11,Undirected,12419,,1
393,215,Undirected,12420,,1
1134,32,Undirected,12421,,2
77,440,Undirected,12422,,1
18,77,Undirected,12423,,1
252,539,Undirected,12424,,1
440,23,Undirected,12425,,1
135,312,Undirected,12426,,3
246,119,Undirected,12427,,1
871,103,Undirected,12428,,1
7,32,Undirected,12429,,1
374,597,Undirected,12430,,1
62,0,Undirected,12431,,1
96,101,Undirected,12432,,1
212,522,Undirected,12433,,1
871,1116,Undirected,12434,,2
172,72,Undirected,12435,,2
253,571,Undirected,12436,,1
789,978,Undirected,12437,,1
61,476,Undirected,12438,,1
237,288,Undirected,12439,,2
1058,30,Undirected,12440,,1
160,626,Undirected,12441,,1
356,47,Undirected,12442,,1
95,551,Undirected,12443,,1
940,5,Undirected,12444,,1
224,648,Undirected,12445,,1
1150,398,Undirected,12446,,1
467,268,Undirected,12447,,1
828,35,Undirected,12448,,1
755,82,Undirected,12449,,1
40,382,Undirected,12450,,1
105,32,Undirected,12451,,1
80,493,Undirected,12452,,1
990,3,Undirected,12453,,1
1026,559,Undirected,12454,,1
164,29,Undirected,12455,,1
52,21,Undirected,12456,,5
35,155,Undirected,12457,,1
159,1147,Undirected,12458,,2
846,521,Undirected,12459,,1
43,50,Undirected,12460,,1
13,293,Undirected,12461,,1
39,59,Undirected,12462,,1
134,164,Undirected,12463,,1
91,602,Undirected,12464,,1
58,613,Undirected,12465,,1
214,33,Undirected,12466,,1
424,91,Undirected,12467,,1
132,103,Undirected,12468,,2
221,164,Undirected,12469,,1
173,29,Undirected,12470,,4
1,74,Undirected,12471,,1
132,1116,Undirected,12472,,3
867,385,Undirected,12473,,1
1087,360,Undirected,12474,,1
18,155,Undirected,12475,,2
91,573,Undirected,12476,,1
969,298,Undirected,12477,,1
90,960,Undirected,12478,,1
897,1127,Undirected,12479,,2
416,860,Undirected,12480,,1
772,961,Undirected,12481,,1
872,61,Undirected,12482,,1
1127,362,Undirected,12483,,1
226,8,Undirected,12484,,1
282,202,Undirected,12485,,1
452,71,Undirected,12486,,1
195,124,Undirected,12487,,1
319,663,Undirected,12488,,1
244,330,Undirected,12489,,1
551,614,Undirected,12490,,1
81,952,Undirected,12491,,1
51,14,Undirected,12492,,2
1135,1027,Undirected,12493,,2
857,1151,Undirected,12494,,3
815,63,Undirected,12495,,1
252,0,Undirected,12496,,1
514,137,Undirected,12497,,1
934,254,Undirected,12498,,1
557,0,Undirected,12499,,1
245,559,Undirected,12500,,1
21,9,Undirected,12501,,1
221,867,Undirected,12502,,1
86,111,Undirected,12503,,1
787,175,Undirected,12504,,1
4,108,Undirected,12505,,1
60,9,Undirected,12506,,1
149,124,Undirected,12507,,1
896,258,Undirected,12508,,1
778,449,Undirected,12509,,1
299,135,Undirected,12510,,3
218,907,Undirected,12511,,1
221,90,Undirected,12512,,1
718,29,Undirected,12513,,1
140,280,Undirected,12514,,1
1051,524,Undirected,12515,,1
7,332,Undirected,12516,,1
893,45,Undirected,12517,,1
841,138,Undirected,12518,,1
433,3,Undirected,12519,,1
1029,133,Undirected,12520,,1
895,6,Undirected,12521,,1
297,62,Undirected,12522,,1
832,4,Undirected,12523,,1
290,346,Undirected,12524,,1
1130,538,Undirected,12525,,2
16,161,Undirected,12526,,2
1138,447,Undirected,12527,,2
730,353,Undirected,12528,,1
252,251,Undirected,12529,,1
842,80,Undirected,12530,,1
1047,1003,Undirected,12531,,1
3,9,Undirected,12532,,1
16,302,Undirected,12533,,1
1115,118,Undirected,12534,,2
803,45,Undirected,12535,,1
310,515,Undirected,12536,,1
87,64,Undirected,12537,,1
1095,527,Undirected,12538,,1
199,78,Undirected,12539,,1
153,6,Undirected,12540,,1
1077,1113,Undirected,12541,,1
966,264,Undirected,12542,,1
315,339,Undirected,12543,,1
749,478,Undirected,12544,,1
149,178,Undirected,12545,,1
289,111,Undirected,12546,,1
887,614,Undirected,12547,,1
69,247,Undirected,12548,,1
40,182,Undirected,12549,,1
317,959,Undirected,12550,,1
251,33,Undirected,12551,,1
76,305,Undirected,12552,,1
1103,525,Undirected,12553,,1
501,98,Undirected,12554,,1
429,977,Undirected,12555,,1
147,68,Undirected,12556,,1
149,399,Undirected,12557,,1
986,1139,Undirected,12558,,1
210,95,Undirected,12559,,1
1114,577,Undirected,12560,,1
583,481,Undirected,12561,,1
140,272,Undirected,12562,,1
292,359,Undirected,12563,,1
446,997,Undirected,12564,,2
258,1086,Undirected,12565,,1
772,1095,Undirected,12566,,1
233,915,Undirected,12567,,1
85,311,Undirected,12568,,1
229,23,Undirected,12569,,3
351,964,Undirected,12570,,1
150,24,Undirected,12571,,1
454,366,Undirected,12572,,1
75,217,Undirected,12573,,1
95,72,Undirected,12574,,1
705,61,Undirected,12575,,1
169,444,Undirected,12576,,1
15,1154,Undirected,12577,,1
226,75,Undirected,12578,,1
32,262,Undirected,12579,,1
97,180,Undirected,12580,,1
777,679,Undirected,12581,,1
594,628,Undirected,12582,,1
897,76,Undirected,12583,,1
698,618,Undirected,12584,,1
145,584,Undirected,12585,,1
133,441,Undirected,12586,,1
58,489,Undirected,12587,,1
760,91,Undirected,12588,,1
905,989,Undirected,12589,,1
1112,24,Undirected,12590,,1
316,282,Undirected,12591,,1
231,1140,Undirected,12592,,2
484,444,Undirected,12593,,1
111,910,Undirected,12594,,1
39,33,Undirected,12595,,4
134,348,Undirected,12596,,1
18,68,Undirected,12597,,1
902,909,Undirected,12598,,1
630,500,Undirected,12599,,1
4,502,Undirected,12600,,1
621,201,Undirected,12601,,2
91,108,Undirected,12602,,5
1150,112,Undirected,12603,,1
868,598,Undirected,12604,,1
1054,1111,Undirected,12605,,1
1119,47,Undirected,12606,,1
21,97,Undirected,12607,,5
902,766,Undirected,12608,,1
15,1153,Undirected,12609,,1
221,498,Undirected,12610,,1
110,487,Undirected,12611,,1
144,147,Undirected,12612,,1
853,11,Undirected,12613,,1
589,366,Undirected,12614,,1
829,247,Undirected,12615,,1
890,588,Undirected,12616,,1
59,687,Undirected,12617,,1
289,331,Undirected,12618,,2
704,139,Undirected,12619,,1
1151,595,Undirected,12620,,3
209,392,Undirected,12621,,1
49,555,Undirected,12622,,1
152,104,Undirected,12623,,1
273,367,Undirected,12624,,1
325,167,Undirected,12625,,1
258,106,Undirected,12626,,1
160,531,Undirected,12627,,1
719,78,Undirected,12628,,1
427,797,Undirected,12629,,1
163,130,Undirected,12630,,2
774,551,Undirected,12631,,1
1131,992,Undirected,12632,,1
51,238,Undirected,12633,,1
271,349,Undirected,12634,,1
287,272,Undirected,12635,,1
160,14,Undirected,12636,,1
251,295,Undirected,12637,,1
35,179,Undirected,12638,,2
136,118,Undirected,12639,,1
996,168,Undirected,12640,,1
210,46,Undirected,12641,,1
229,334,Undirected,12642,,3
413,40,Undirected,12643,,1
141,161,Undirected,12644,,2
900,1101,Undirected,12645,,1
897,63,Undirected,12646,,1
447,8,Undirected,12647,,1
4,1121,Undirected,12648,,4
31,103,Undirected,12649,,1
206,182,Undirected,12650,,1
156,230,Undirected,12651,,2
760,14,Undirected,12652,,1
251,940,Undirected,12653,,1
784,111,Undirected,12654,,1
151,946,Undirected,12655,,1
1148,1099,Undirected,12656,,1
62,557,Undirected,12657,,1
700,611,Undirected,12658,,1
78,204,Undirected,12659,,1
569,108,Undirected,12660,,1
199,647,Undirected,12661,,1
241,184,Undirected,12662,,1
155,528,Undirected,12663,,1
52,908,Undirected,12664,,1
140,138,Undirected,12665,,1
326,606,Undirected,12666,,1
128,222,Undirected,12667,,1
140,136,Undirected,12668,,1
828,47,Undirected,12669,,1
846,65,Undirected,12670,,1
1068,46,Undirected,12671,,1
8,449,Undirected,12672,,1
232,49,Undirected,12673,,1
362,488,Undirected,12674,,1
740,39,Undirected,12675,,1
293,392,Undirected,12676,,1
468,1144,Undirected,12677,,1
808,363,Undirected,12678,,1
55,755,Undirected,12679,,1
230,222,Undirected,12680,,1
690,254,Undirected,12681,,1
16,4,Undirected,12682,,2
1143,193,Undirected,12683,,1
213,437,Undirected,12684,,2
105,1022,Undirected,12685,,1
1011,59,Undirected,12686,,1
111,146,Undirected,12687,,1
701,0,Undirected,12688,,1
52,970,Undirected,12689,,1
281,138,Undirected,12690,,1
886,1125,Undirected,12691,,3
1088,978,Undirected,12692,,1
955,164,Undirected,12693,,1
323,211,Undirected,12694,,1
983,695,Undirected,12695,,1
59,439,Undirected,12696,,1
85,1143,Undirected,12697,,1
1133,791,Undirected,12698,,1
919,98,Undirected,12699,,1
59,579,Undirected,12700,,1
73,755,Undirected,12701,,1
1080,98,Undirected,12702,,1
883,1040,Undirected,12703,,1
31,11,Undirected,12704,,1
199,228,Undirected,12705,,1
151,182,Undirected,12706,,1
157,61,Undirected,12707,,1
37,248,Undirected,12708,,1
409,583,Undirected,12709,,1
889,254,Undirected,12710,,1
884,1125,Undirected,12711,,1
224,524,Undirected,12712,,1
842,4,Undirected,12713,,1
41,1139,Undirected,12714,,5
1000,103,Undirected,12715,,1
453,14,Undirected,12716,,1
341,29,Undirected,12717,,1
1117,19,Undirected,12718,,5
933,22,Undirected,12719,,1
30,220,Undirected,12720,,1
701,62,Undirected,12721,,1
855,922,Undirected,12722,,2
398,145,Undirected,12723,,1
145,290,Undirected,12724,,1
868,81,Undirected,12725,,1
149,274,Undirected,12726,,1
709,70,Undirected,12727,,1
367,198,Undirected,12728,,1
1089,442,Undirected,12729,,1
81,1,Undirected,12730,,4
395,281,Undirected,12731,,1
1139,46,Undirected,12732,,5
851,567,Undirected,12733,,1
742,15,Undirected,12734,,1
938,923,Undirected,12735,,1
53,348,Undirected,12736,,1
134,74,Undirected,12737,,1
454,466,Undirected,12738,,1
1140,650,Undirected,12739,,1
743,301,Undirected,12740,,1
327,313,Undirected,12741,,2
377,45,Undirected,12742,,1
446,196,Undirected,12743,,2
763,191,Undirected,12744,,1
351,7,Undirected,12745,,1
811,9,Undirected,12746,,1
1150,1144,Undirected,12747,,2
286,972,Undirected,12748,,1
310,63,Undirected,12749,,1
744,583,Undirected,12750,,1
429,136,Undirected,12751,,1
19,6,Undirected,12752,,1
317,22,Undirected,12753,,1
816,892,Undirected,12754,,1
78,139,Undirected,12755,,1
885,385,Undirected,12756,,1
921,20,Undirected,12757,,1
910,1154,Undirected,12758,,2
317,1140,Undirected,12759,,1
8,260,Undirected,12760,,1
453,358,Undirected,12761,,1
417,1113,Undirected,12762,,1
319,107,Undirected,12763,,1
1130,159,Undirected,12764,,2
1076,278,Undirected,12765,,1
4,111,Undirected,12766,,1
354,147,Undirected,12767,,1
90,104,Undirected,12768,,1
766,909,Undirected,12769,,1
269,171,Undirected,12770,,1
92,467,Undirected,12771,,1
227,644,Undirected,12772,,1
362,543,Undirected,12773,,1
827,629,Undirected,12774,,1
1118,1038,Undirected,12775,,1
730,1142,Undirected,12776,,4
1103,480,Undirected,12777,,1
118,207,Undirected,12778,,2
1134,1126,Undirected,12779,,2
714,534,Undirected,12780,,1
1147,539,Undirected,12781,,2
158,75,Undirected,12782,,1
85,676,Undirected,12783,,1
32,1123,Undirected,12784,,2
40,204,Undirected,12785,,1
773,1019,Undirected,12786,,1
457,482,Undirected,12787,,1
1070,236,Undirected,12788,,1
181,72,Undirected,12789,,1
277,70,Undirected,12790,,1
562,167,Undirected,12791,,1
466,98,Undirected,12792,,1
880,627,Undirected,12793,,1
111,312,Undirected,12794,,2
21,82,Undirected,12795,,1
78,203,Undirected,12796,,1
619,436,Undirected,12797,,1
48,501,Undirected,12798,,1
56,370,Undirected,12799,,2
20,0,Undirected,12800,,2
151,28,Undirected,12801,,1
354,24,Undirected,12802,,1
412,558,Undirected,12803,,1
16,27,Undirected,12804,,1
773,166,Undirected,12805,,1
1074,103,Undirected,12806,,1
443,412,Undirected,12807,,2
156,146,Undirected,12808,,1
185,406,Undirected,12809,,2
139,230,Undirected,12810,,2
102,537,Undirected,12811,,1
24,490,Undirected,12812,,1
103,392,Undirected,12813,,1
355,344,Undirected,12814,,1
872,667,Undirected,12815,,1
1079,167,Undirected,12816,,1
273,674,Undirected,12817,,1
132,382,Undirected,12818,,1
282,507,Undirected,12819,,1
159,539,Undirected,12820,,1
706,17,Undirected,12821,,2
879,570,Undirected,12822,,1
55,653,Undirected,12823,,1
857,472,Undirected,12824,,1
1141,273,Undirected,12825,,2
991,194,Undirected,12826,,1
204,116,Undirected,12827,,1
1015,169,Undirected,12828,,1
19,211,Undirected,12829,,3
27,9,Undirected,12830,,1
55,61,Undirected,12831,,1
459,342,Undirected,12832,,1
90,1010,Undirected,12833,,1
4,331,Undirected,12834,,1
147,653,Undirected,12835,,1
1145,1100,Undirected,12836,,2
