Source,Target,Type,Id,Label,Weight
1128,882,Undirected,13705,,1
203,378,Undirected,13706,,2
241,318,Undirected,13707,,1
170,277,Undirected,13708,,1
99,227,Undirected,13709,,1
280,911,Undirected,13710,,1
1139,1095,Undirected,13711,,1
720,50,Undirected,13712,,1
1557,708,Undirected,13713,,1
1158,890,Undirected,13714,,1
1266,982,Undirected,13715,,1
279,1078,Undirected,13716,,1
580,1031,Undirected,13717,,1
1616,124,Undirected,13718,,4
183,247,Undirected,13719,,1
1242,483,Undirected,13720,,1
207,227,Undirected,13721,,1
742,182,Undirected,13722,,1
1672,739,Undirected,13723,,4
166,783,Undirected,13724,,1
209,952,Undirected,13725,,1
355,328,Undirected,13726,,1
241,336,Undirected,13727,,1
189,7,Undirected,13728,,2
293,1662,Undirected,13729,,3
64,416,Undirected,13730,,1
332,330,Undirected,13731,,1
1493,1552,Undirected,13732,,1
806,559,Undirected,13733,,1
122,196,Undirected,13734,,1
1480,1075,Undirected,13735,,1
737,982,Undirected,13736,,2
129,1081,Undirected,13737,,1
630,7,Undirected,13738,,2
1192,151,Undirected,13739,,1
52,544,Undirected,13740,,1
1568,757,Undirected,13741,,1
328,45,Undirected,13742,,1
88,1581,Undirected,13743,,1
306,613,Undirected,13744,,1
1106,190,Undirected,13745,,1
1629,814,Undirected,13746,,1
25,261,Undirected,13747,,2
424,226,Undirected,13748,,1
59,329,Undirected,13749,,1
631,1588,Undirected,13750,,1
1515,1077,Undirected,13751,,1
26,290,Undirected,13752,,1
1481,92,Undirected,13753,,1
177,22,Undirected,13754,,1
128,508,Undirected,13755,,1
141,50,Undirected,13756,,1
1669,1058,Undirected,13757,,2
59,445,Undirected,13758,,1
1497,619,Undirected,13759,,1
384,89,Undirected,13760,,1
209,424,Undirected,13761,,1
365,66,Undirected,13762,,1
36,1658,Undirected,13763,,1
470,496,Undirected,13764,,1
486,579,Undirected,13765,,2
25,799,Undirected,13766,,1
4,1516,Undirected,13767,,1
323,1627,Undirected,13768,,2
1151,247,Undirected,13769,,1
177,553,Undirected,13770,,1
394,117,Undirected,13771,,1
149,403,Undirected,13772,,1
2,277,Undirected,13773,,1
531,372,Undirected,13774,,1
20,9,Undirected,13775,,10
190,199,Undirected,13776,,1
22,886,Undirected,13777,,1
12,827,Undirected,13778,,1
1246,91,Undirected,13779,,1
627,169,Undirected,13780,,2
711,1385,Undirected,13781,,1
19,606,Undirected,13782,,1
1233,1482,Undirected,13783,,1
655,445,Undirected,13784,,1
49,1631,Undirected,13785,,1
1311,910,Undirected,13786,,1
1283,147,Undirected,13787,,1
1174,226,Undirected,13788,,1
51,1178,Undirected,13789,,1
1334,36,Undirected,13790,,1
1335,1197,Undirected,13791,,1
667,1018,Undirected,13792,,1
30,9,Undirected,13793,,1
16,198,Undirected,13794,,1
585,1164,Undirected,13795,,1
61,200,Undirected,13796,,4
680,119,Undirected,13797,,1
544,172,Undirected,13798,,1
341,702,Undirected,13799,,1
1646,1054,Undirected,13800,,1
1662,552,Undirected,13801,,1
344,164,Undirected,13802,,1
1056,305,Undirected,13803,,1
47,975,Undirected,13804,,1
375,1661,Undirected,13805,,2
1664,897,Undirected,13806,,2
12,7,Undirected,13807,,1
1107,1367,Undirected,13808,,1
540,500,Undirected,13809,,3
727,204,Undirected,13810,,1
230,72,Undirected,13811,,1
42,7,Undirected,13812,,1
1543,201,Undirected,13813,,1
1154,653,Undirected,13814,,1
788,735,Undirected,13815,,1
329,1647,Undirected,13816,,1
443,417,Undirected,13817,,2
30,1142,Undirected,13818,,1
1183,1346,Undirected,13819,,1
25,93,Undirected,13820,,1
1131,327,Undirected,13821,,1
1026,416,Undirected,13822,,1
363,109,Undirected,13823,,1
611,692,Undirected,13824,,1
1017,984,Undirected,13825,,1
710,4,Undirected,13826,,1
4,3,Undirected,13827,,2
140,15,Undirected,13828,,2
32,536,Undirected,13829,,1
23,1002,Undirected,13830,,1
43,179,Undirected,13831,,1
655,142,Undirected,13832,,2
484,471,Undirected,13833,,3
4,29,Undirected,13834,,3
1604,854,Undirected,13835,,1
801,387,Undirected,13836,,1
271,773,Undirected,13837,,1
284,178,Undirected,13838,,3
230,550,Undirected,13839,,1
1616,199,Undirected,13840,,2
727,783,Undirected,13841,,1
74,536,Undirected,13842,,1
710,97,Undirected,13843,,1
150,1652,Undirected,13844,,1
1622,132,Undirected,13845,,12
23,54,Undirected,13846,,1
1037,1623,Undirected,13847,,1
88,47,Undirected,13848,,1
320,338,Undirected,13849,,1
76,282,Undirected,13850,,1
1259,1488,Undirected,13851,,1
141,93,Undirected,13852,,1
1268,951,Undirected,13853,,1
175,22,Undirected,13854,,1
145,1641,Undirected,13855,,1
433,3,Undirected,13856,,1
527,443,Undirected,13857,,1
111,709,Undirected,13858,,2
527,478,Undirected,13859,,1
618,192,Undirected,13860,,1
477,1024,Undirected,13861,,1
1464,1660,Undirected,13862,,3
1336,58,Undirected,13863,,1
1412,866,Undirected,13864,,1
36,759,Undirected,13865,,1
242,765,Undirected,13866,,1
6,207,Undirected,13867,,2
50,65,Undirected,13868,,2
644,986,Undirected,13869,,1
59,33,Undirected,13870,,1
148,1652,Undirected,13871,,2
1301,152,Undirected,13872,,1
221,437,Undirected,13873,,1
1229,75,Undirected,13874,,1
38,1348,Undirected,13875,,1
1191,333,Undirected,13876,,1
1144,323,Undirected,13877,,1
282,606,Undirected,13878,,1
389,14,Undirected,13879,,1
845,1608,Undirected,13880,,2
1145,255,Undirected,13881,,1
44,733,Undirected,13882,,1
47,151,Undirected,13883,,1
320,926,Undirected,13884,,1
562,226,Undirected,13885,,1
188,57,Undirected,13886,,1
310,567,Undirected,13887,,2
24,326,Undirected,13888,,1
1284,1367,Undirected,13889,,1
143,333,Undirected,13890,,3
1171,785,Undirected,13891,,1
186,848,Undirected,13892,,1
32,612,Undirected,13893,,1
1686,194,Undirected,13894,,3
518,83,Undirected,13895,,1
59,1636,Undirected,13896,,2
1151,381,Undirected,13897,,1
16,159,Undirected,13898,,2
65,970,Undirected,13899,,1
55,244,Undirected,13900,,1
168,559,Undirected,13901,,1
1245,438,Undirected,13902,,1
490,214,Undirected,13903,,1
107,13,Undirected,13904,,1
197,7,Undirected,13905,,1
1630,72,Undirected,13906,,1
4,53,Undirected,13907,,1
1025,971,Undirected,13908,,1
755,408,Undirected,13909,,2
700,354,Undirected,13910,,1
644,998,Undirected,13911,,1
1637,1293,Undirected,13912,,1
700,420,Undirected,13913,,1
30,14,Undirected,13914,,1
1097,794,Undirected,13915,,1
161,261,Undirected,13916,,2
54,13,Undirected,13917,,1
4,132,Undirected,13918,,5
122,578,Undirected,13919,,2
760,1013,Undirected,13920,,1
655,1636,Undirected,13921,,2
586,917,Undirected,13922,,2
501,7,Undirected,13923,,2
633,321,Undirected,13924,,2
888,330,Undirected,13925,,1
78,24,Undirected,13926,,2
742,265,Undirected,13927,,1
747,986,Undirected,13928,,1
687,981,Undirected,13929,,1
349,1647,Undirected,13930,,2
618,1057,Undirected,13931,,1
105,809,Undirected,13932,,2
192,1650,Undirected,13933,,1
759,512,Undirected,13934,,1
167,135,Undirected,13935,,1
570,668,Undirected,13936,,1
38,57,Undirected,13937,,1
38,975,Undirected,13938,,1
638,72,Undirected,13939,,1
145,104,Undirected,13940,,1
1682,328,Undirected,13941,,2
65,1648,Undirected,13942,,1
1566,524,Undirected,13943,,1
66,3,Undirected,13944,,1
1656,1008,Undirected,13945,,1
650,7,Undirected,13946,,2
1559,550,Undirected,13947,,1
24,136,Undirected,13948,,2
502,386,Undirected,13949,,1
1321,69,Undirected,13950,,1
357,1382,Undirected,13951,,1
90,190,Undirected,13952,,1
1686,301,Undirected,13953,,3
1401,1420,Undirected,13954,,1
1015,256,Undirected,13955,,1
1621,129,Undirected,13956,,4
569,359,Undirected,13957,,1
1674,354,Undirected,13958,,1
379,27,Undirected,13959,,1
353,1459,Undirected,13960,,1
237,385,Undirected,13961,,1
59,705,Undirected,13962,,2
483,32,Undirected,13963,,1
34,1650,Undirected,13964,,1
141,1572,Undirected,13965,,1
669,502,Undirected,13966,,1
361,542,Undirected,13967,,1
55,9,Undirected,13968,,5
697,264,Undirected,13969,,1
274,623,Undirected,13970,,1
570,539,Undirected,13971,,1
1684,157,Undirected,13972,,2
207,334,Undirected,13973,,1
149,1650,Undirected,13974,,1
272,14,Undirected,13975,,1
71,492,Undirected,13976,,1
61,771,Undirected,13977,,2
56,821,Undirected,13978,,1
1618,1011,Undirected,13979,,2
349,1638,Undirected,13980,,2
239,752,Undirected,13981,,1
229,72,Undirected,13982,,1
61,309,Undirected,13983,,1
1128,1146,Undirected,13984,,1
1524,522,Undirected,13985,,1
355,19,Undirected,13986,,1
53,434,Undirected,13987,,1
593,1402,Undirected,13988,,1
1300,1622,Undirected,13989,,1
160,63,Undirected,13990,,5
1025,996,Undirected,13991,,1
158,467,Undirected,13992,,1
1631,800,Undirected,13993,,1
12,39,Undirected,13994,,3
1127,542,Undirected,13995,,1
49,691,Undirected,13996,,1
88,1495,Undirected,13997,,1
122,136,Undirected,13998,,1
258,10,Undirected,13999,,2
631,256,Undirected,14000,,1
125,719,Undirected,14001,,2
394,17,Undirected,14002,,1
30,87,Undirected,14003,,1
1167,744,Undirected,14004,,1
830,182,Undirected,14005,,1
338,1425,Undirected,14006,,1
90,296,Undirected,14007,,1
329,1659,Undirected,14008,,1
1013,130,Undirected,14009,,1
1155,17,Undirected,14010,,1
1410,29,Undirected,14011,,2
351,170,Undirected,14012,,2
1101,183,Undirected,14013,,2
334,1652,Undirected,14014,,2
73,17,Undirected,14015,,3
1170,78,Undirected,14016,,1
461,108,Undirected,14017,,2
42,709,Undirected,14018,,1
1603,546,Undirected,14019,,2
49,57,Undirected,14020,,2
56,1209,Undirected,14021,,1
1618,707,Undirected,14022,,2
413,246,Undirected,14023,,1
51,242,Undirected,14024,,1
136,576,Undirected,14025,,1
652,474,Undirected,14026,,1
1135,693,Undirected,14027,,2
34,24,Undirected,14028,,1
172,322,Undirected,14029,,1
389,512,Undirected,14030,,1
760,589,Undirected,14031,,1
177,35,Undirected,14032,,1
337,589,Undirected,14033,,1
4,682,Undirected,14034,,1
