Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree
66,Gotthardt Wolf,Kamera,6,73,4,0.426392,0.458092,2232.831408,0.267047,46
68,Jack Trevor,Darsteller,6,69,4,0.433725,0.468972,2931.896888,0.305931,59
69,Igo Sym,Darsteller,6,65,4,0.446459,0.480416,2610.132009,0.376386,59
70,Guido Seeber,Kamera,6,72,4,0.412116,0.44294,537.035208,0.247891,40
71,Franz Koch,Kamera,6,53,4,0.387556,0.416103,904.951643,0.115671,34
72,Fritz Kortner,Darsteller,6,70,4,0.450741,0.485413,4782.340826,0.360372,65
73,Gustave Preiß,Kamera,6,72,4,0.431013,0.46607,3377.098251,0.335879,54
74,Robert Liebmann,Drehbuch,6,77,4,0.42325,0.461718,2220.559413,0.349022,62
75,Curt J. Braun,Drehbuch,5,60,4,0.448007,0.480658,3796.8949,0.351987,58
76,Richard Eichberg,Produzent/Regie,5,72,5,0.375045,0.405077,385.854223,0.137681,35
78,Erich Schönfelder,Regie,5,58,4,0.433725,0.465103,1398.614255,0.316317,47
79,Karl Huszar-Puffy,Darsteller,5,60,4,0.417778,0.449146,847.837347,0.243763,41
80,Marie-Louise Droop,Drehbuch,5,52,4,0.429938,0.460509,1333.710141,0.279118,44
81,Friedrich Raff,Drehbuch,5,61,4,0.449565,0.479288,2250.771536,0.350787,51
82,Grit Haid,Darsteller,5,57,4,0.416264,0.447695,2980.05938,0.235118,45
83,Otto Wallburg,Darsteller,5,63,4,0.42569,0.460671,2384.952184,0.343333,55
84,Karl Platen,Darsteller,5,58,4,0.441692,0.474613,4797.394888,0.311667,55
85,Bruno Ziener,Darsteller,5,64,4,0.439066,0.471631,1965.887222,0.336658,52
86,Iwan Kowal-Samborskij,Darsteller,5,62,4,0.430654,0.46462,2594.653609,0.335558,54
87,Ida Wüst,Darsteller,5,60,4,0.450152,0.482834,4035.714775,0.321499,57
89,Eduardo Lamberti,Kamera,5,61,4,0.409505,0.439394,433.561132,0.23817,37
90,Hans Sohnle,Bauten,5,65,4,0.42869,0.462766,2839.146028,0.29601,56
91,Maly Delschaft,Darsteller,5,49,4,0.423597,0.454948,5236.000815,0.201833,46
92,Georgia Lind,Darsteller,5,53,4,0.441503,0.471631,2241.698558,0.306822,47
93,Hans Stüwe,Darsteller,5,65,4,0.427449,0.463088,1686.37076,0.334337,56
94,Eddie Polo,Darsteller,5,56,4,0.406766,0.438346,2619.271029,0.197527,43
95,Georg Bruckbauer,Kamera,5,54,4,0.426392,0.458656,3146.954204,0.260375,49
96,Valerie Boothby,Darsteller,5,54,4,0.441126,0.47284,2395.041571,0.326135,51
97,Heinz Fenchel,Bauten,5,59,4,0.411133,0.445358,973.590957,0.244474,47
98,Wolfgang Zilzer,Darsteller,5,53,4,0.430833,0.462927,1519.367441,0.294596,46
99,Otto Erdmann,Bauten,5,65,4,0.42869,0.462766,2839.146028,0.29601,56
100,Carl de Vogt,Darsteller,5,55,4,0.417947,0.451725,8502.790937,0.217869,52
101,Walter Janssen,Darsteller,5,55,4,0.421525,0.455271,2415.88243,0.242905,51
102,Rudolf Lettinger,Darsteller,5,50,4,0.406766,0.439072,1144.016162,0.245715,41
103,Axel Graatkjær,Kamera,5,56,4,0.427449,0.459784,2147.484065,0.256348,48
104,Franz Schulz,Drehbuch,5,59,4,0.42569,0.457447,1490.49255,0.278801,46
105,André Mattoni,Darsteller,5,52,4,0.415428,0.446567,2718.780435,0.256132,44
106,Willi Forst,Darsteller,5,63,4,0.445114,0.475983,1555.595639,0.366812,51
107,Ernö Metzner,Bauten/Drehbuch/Regie,5,58,5,0.382821,0.41225,1315.321652,0.130554,33
108,Paul Hörbiger,Darsteller,5,65,4,0.434089,0.468569,2935.27612,0.348435,56
109,Ernst Stahl-Nachbaur,Darsteller,5,54,4,0.437209,0.469133,2282.273392,0.302573,50
110,Leopold von Ledebur,Darsteller,5,48,4,0.422731,0.453498,3277.163129,0.223421,42
111,Seymour Nebenzahl,Produzent,5,61,4,0.44075,0.473646,2276.931578,0.369177,54
112,Hans Adalbert Schlettow,Darsteller,5,63,4,0.427273,0.462363,4558.445367,0.271691,56
113,Eugen Burg,Darsteller,5,53,3,0.45331,0.481786,2473.706691,0.340926,50
114,Walter Rilla,Darsteller,5,56,4,0.430475,0.463975,2121.715831,0.360443,52
115,Hermann Picha,Darsteller,5,57,4,0.39892,0.428836,569.182347,0.208313,36
116,Jacek Rotmil,Bauten,5,59,4,0.411133,0.445358,973.590957,0.244474,47
117,Hermann Warm,Bauten,5,50,4,0.41261,0.443827,1384.4801,0.225217,41
118,Gustav Diessl,Darsteller,5,66,4,0.441692,0.476547,5143.395146,0.335921,61
119,Karl Hasselmann,Kamera,5,58,3,0.466817,0.493714,2731.205398,0.3836,54
120,Werner Fuetterer,Darsteller,5,53,4,0.442448,0.474291,2592.240378,0.301842,53
121,Karl Heinz Rudolph,Regie/Produzent,5,24,4,0.327734,0.341151,0,0.019991,8
122,Robert A. Dietrich,Bauten,5,54,4,0.396929,0.431173,2931.458776,0.168968,48
123,Nikolai Malikoff,Darsteller,5,55,4,0.426216,0.459381,2960.509736,0.256602,51
124,Angelo Ferrari,Darsteller,5,51,4,0.4166,0.448098,2489.216175,0.240299,44
126,Evelyn Holt,Darsteller,4,45,4,0.418793,0.448985,966.239001,0.269562,41
127,Eva Speyer,Darsteller,4,43,4,0.418454,0.448179,1550.449714,0.22405,38
128,Rina Marsa,Darsteller,4,45,4,0.390483,0.418198,787.159273,0.176836,33
129,Julius Urgiß,Drehbuch,4,47,4,0.412939,0.443182,994.159382,0.245842,39
131,Daisy d'Ora,Darsteller,4,45,3,0.422558,0.451483,1137.56802,0.26533,39
132,Gaston Modot,Darsteller,4,46,4,0.420496,0.451564,1283.600124,0.250568,41
133,Harry Halm,Darsteller,4,49,5,0.395714,0.430061,1411.286882,0.188333,42
134,Georg Alexander,Darsteller,4,42,4,0.401242,0.432544,1013.015839,0.190918,38
135,Philipp Manning,Darsteller,4,47,4,0.424292,0.454787,1935.613169,0.23012,41
136,F.W. Krohn,Bauten,4,41,4,0.400775,0.430609,3815.828476,0.142833,38
137,Clifford Mc,Darsteller,4,45,4,0.414595,0.447534,3640.079455,0.199854,44
138,Günther Krampf,Kamera,4,48,3,0.441315,0.469858,2627.439701,0.254816,44
139,Rudolf Biebrach,Darsteller,4,46,4,0.44,0.469052,1665.924903,0.271477,43
140,Rudolf Meinert,Regie/Drehbuch,4,42,4,0.408212,0.436251,515.932303,0.187263,31
141,Truus van Aalten,Darsteller,4,45,4,0.399228,0.430126,3630.913357,0.162889,40
142,Dina Gralla,Darsteller,4,52,4,0.406926,0.438185,1336.202158,0.194221,39
143,Marlene Dietrich,Darsteller,4,49,4,0.408696,0.441489,1301.303282,0.229177,44
144,Erich Waschneck,Regie,4,44,4,0.42101,0.450032,813.442656,0.223606,37
145,Gräfin Agnes Esterhazy,Darsteller,4,43,4,0.408857,0.439797,1924.799846,0.208584,41
146,Sophie Pagay,Darsteller,4,50,4,0.420496,0.454062,2662.98221,0.245739,48
147,Rolf Randolf,Drehbuch/Regie,4,34,4,0.369682,0.390796,283.430567,0.087587,17
148,Hans Junkermann,Darsteller,4,44,4,0.419984,0.450193,1179.290664,0.252608,41
149,Franz Rauch,Drehbuch,4,48,4,0.399382,0.427144,237.207635,0.201135,31
150,Friedrich Zelnik,Produzent/Regie,4,44,5,0.365242,0.389442,111.6152,0.097069,20
151,Elga Brink,Darsteller,4,50,4,0.442637,0.473162,4054.477465,0.346839,50
152,Fritz Alberti,Darsteller,4,44,4,0.429759,0.459945,1193.193733,0.283314,42
153,Franz Planer,Kamera,4,44,4,0.432636,0.461557,970.034359,0.270301,39
154,Eduard Hoesch,Kamera,4,45,4,0.419473,0.449871,1765.997876,0.210426,40
155,Otto Heller,Kamera,4,41,4,0.40062,0.428191,463.65773,0.176243,29
156,Hans Wilhelm,Drehbuch,4,49,4,0.423423,0.454223,1412.275075,0.27091,43
157,Peter Voss,Darsteller,4,46,4,0.417104,0.447937,2469.321717,0.208609,42
158,Dolly Davis,Darsteller,4,43,4,0.409667,0.441489,1593.645715,0.222098,42
159,Fritz Rasp,Darsteller,4,49,4,0.437394,0.468005,3921.273238,0.309608,46
161,Margarete Kupfer,Darsteller,4,47,4,0.423077,0.454868,1883.833016,0.294591,46
162,Wilhelm von Kaufmann,Produzent,4,55,4,0.42101,0.450032,330.172137,0.283929,35
163,Akos Farkas,Kamera,4,43,4,0.40983,0.440764,1598.108494,0.175567,38
164,Mutz Greenbaum,Kamera,4,50,4,0.426568,0.457124,798.066551,0.288503,42
165,Willy Hameister,Kamera,4,44,4,0.418793,0.447211,1333.802498,0.186459,34
166,Hugo Werner-Kahle,Darsteller,4,44,4,0.411788,0.441489,968.549864,0.225485,36
167,Alfred Schirokauer,Drehbuch,4,43,4,0.417104,0.449387,1526.372312,0.229273,41
168,Carl Lamač,Regie,4,41,4,0.40062,0.428191,463.65773,0.176243,29
169,László Schäffer,Kamera,4,44,4,0.395109,0.426257,1527.638644,0.178222,39
170,Alice Roberts,Darsteller,4,51,4,0.430295,0.461879,1123.750267,0.314157,44
171,Bruno Mondi,Kamera,4,50,4,0.393455,0.42658,1349.321432,0.168868,42
172,Leo Peukert,Darsteller,4,43,4,0.42692,0.456077,713.724714,0.279428,38
173,Artur Guttmann,Musik,4,44,4,0.395714,0.426821,885.715661,0.197843,39
174,Walter Winnig,Musik,4,49,4,0.424815,0.456963,1170.570366,0.280688,45
1150,Werner Hochbaum,Regie/Produzent/Drehbuch,3,15,1,1,1,0,0.001734,5
177,Yvette Darnys,Darsteller,4,43,4,0.415094,0.444874,821.63785,0.226172,38
178,Adele Sandrock,Darsteller,4,47,4,0.422558,0.452692,1057.002624,0.246304,40
179,Lil Dagover,Darsteller,4,49,4,0.419813,0.451966,3206.08706,0.257655,46
180,Anita Dorris,Darsteller,4,41,4,0.407729,0.439233,2701.291097,0.195788,40
181,Olga Engl,Darsteller,4,44,4,0.428157,0.457527,3219.00363,0.217566,39
182,Inge Landgut,Darsteller,4,45,4,0.431913,0.462202,1333.646998,0.312148,43
1159,Willi Wolff,Drehbuch/Regie,4,42,5,0.376274,0.397985,69.335808,0.078193,16
186,Lien Deyers,Darsteller,3,36,4,0.402962,0.430448,514.513421,0.202053,29
187,Géza von Bolváry,Regie,3,37,4,0.382396,0.409252,5294.408632,0.120111,31
188,Anny Ondra,Darsteller,3,31,4,0.395714,0.420777,82.628201,0.154563,22
189,Ferdinand Martini,Darsteller,3,29,5,0.340132,0.362524,682.740097,0.050377,24
190,Rolf E. Vanloo,Drehbuch,3,42,4,0.406127,0.436573,1103.853496,0.215052,39
191,Robin Irvine,Darsteller,3,33,4,0.403433,0.430448,524.778877,0.148101,25
193,Heinrich George,Darsteller,3,37,4,0.390483,0.419246,757.036502,0.160986,33
194,Arnold Fanck,Drehbuch/Regie/Schnitt,3,51,5,0.360908,0.384848,0,0.081981,17
195,Walter Supper,Drehbuch,3,40,4,0.393605,0.421502,720.898806,0.149025,31
196,Betty Astor,Darsteller,3,27,4,0.355571,0.378224,489.48152,0.062311,21
197,Hans Behrendt,Regie,3,33,4,0.398305,0.423598,87.860328,0.145153,22
198,Walter Reimann,Bauten,3,27,4,0.389161,0.412556,222.584343,0.10294,20
199,Sepp Allgeier,Kamera,3,46,4,0.392112,0.422389,771.856051,0.172857,38
200,Ernst Rückert,Darsteller,3,31,4,0.387411,0.413362,434.49077,0.155841,26
201,Walter Röhrig,Bauten,3,43,4,0.382963,0.410783,237.986282,0.152656,33
202,Hanns Schwarz,Regie,3,26,4,0.358903,0.382576,303.109766,0.092546,23
203,Charlotte Hagenbruch,Drehbuch,3,37,4,0.397845,0.423759,562.53485,0.130453,26
204,Hermine Sterler,Darsteller,3,31,4,0.392708,0.421422,822.371542,0.15978,30
205,Aruth Wartan,Darsteller,3,36,4,0.408696,0.435042,555.667758,0.20566,26
206,Rudolf Katscher,Drehbuch,3,35,4,0.419813,0.448985,844.180044,0.222469,35
207,Eva von Berne,Darsteller,3,37,4,0.420667,0.449629,1182.059416,0.211923,36
208,Luise Fleck,Regie,3,31,4,0.390779,0.417231,251.292659,0.137909,25
209,Ewald Daub,Kamera,3,40,4,0.39632,0.421825,256.341032,0.150736,24
210,Jakob Fleck,Regie,3,31,4,0.390779,0.417231,251.292659,0.137909,25
211,Hertha von Walther,Darsteller,3,30,4,0.389454,0.416908,2135.115585,0.121393,28
212,Paul Otto,Darsteller,3,34,4,0.422731,0.450758,621.390619,0.246103,33
213,André Roanne,Darsteller,3,34,4,0.418285,0.446406,1289.073398,0.226413,33
1135,Franz Osten,Regie/Produzent,2,23,5,0.355816,0.380335,730.185929,0.048955,21
215,Martin Berger,Regie/Produzent,3,32,4,0.372478,0.396357,264.002347,0.097552,22
216,Fritz Arno Wagner,Kamera,3,44,4,0.405968,0.437218,1545.021688,0.188862,41
217,Fritz Falkenstein,Drehbuch,3,34,4,0.395865,0.421341,314.780014,0.171864,26
218,Lucie Englisch,Darsteller,3,38,4,0.42499,0.453014,761.33383,0.237842,35
219,Fritz Maurischat,Bauten,3,41,4,0.419984,0.449146,1325.46002,0.221141,36
220,Michael Buchstab,Musik,3,31,4,0.37945,0.406028,455.98497,0.13823,28
221,Renée Héribel,Darsteller,3,39,4,0.396169,0.425854,348.085421,0.217038,34
222,Albert Steinrück,Darsteller,3,43,4,0.409505,0.439152,1433.40941,0.180456,37
224,Reimar Kuntze,Kamera,3,41,4,0.405968,0.433511,982.022985,0.180363,32
225,Gaston Jacquet,Darsteller,3,34,4,0.384101,0.411992,623.812502,0.135186,30
226,Adolf Trotz,Regie,3,32,4,0.403276,0.429965,204.178598,0.177731,25
227,Adolf Otto Weitzenberg,Kamera,3,33,4,0.395411,0.423839,1140.003746,0.129224,30
228,Georg Jacoby,Regie,3,38,4,0.42604,0.454304,434.075407,0.317827,35
229,Julius Haimann,Produzent,3,41,4,0.390189,0.416989,87.79722,0.163095,25
230,Gernot Bock-Stieber,Drehbuch,3,31,4,0.418623,0.446083,5459.151916,0.181205,30
231,Iwa Wanja,Darsteller,3,35,4,0.42692,0.454142,609.812451,0.274976,34
232,Alfons Fryland,Darsteller,3,25,4,0.38155,0.406351,1292.463909,0.08495,23
233,Karl Falkenberg,Darsteller,3,28,4,0.371408,0.394423,492.895687,0.082153,24
234,Friedrich Stein,Drehbuch,3,36,4,0.392559,0.421341,807.726636,0.181468,34
235,Robert Herlth,Bauten,3,43,4,0.382963,0.410783,237.986282,0.152656,33
236,Franz Lederer,Darsteller,3,40,4,0.412116,0.442134,798.348944,0.238302,35
237,Paul Dessau,Musik,3,38,4,0.397081,0.425854,2027.88957,0.189001,34
238,Willi Münzenberg,Produzent,3,44,4,0.393605,0.422711,1437.069179,0.136681,36
239,Gustav Fröhlich,Darsteller,3,41,4,0.410643,0.441328,826.258253,0.193878,38
240,Franz Seitz Sr.,Regie,3,30,4,0.380987,0.405464,448.807412,0.095421,24
241,Peggy Norman,Darsteller,3,36,4,0.395411,0.424001,483.993341,0.227968,33
242,Franz Weihmayr,Kamera,3,33,4,0.380847,0.407237,1774.470212,0.090772,30
243,Fred Grosser,Darsteller,3,32,4,0.392708,0.41852,267.2337,0.175283,25
244,Fred Louis Lerch,Darsteller,3,34,4,0.385246,0.412073,514.758878,0.1335,29
245,Fred Sauer,Regie,3,34,4,0.40983,0.438104,365.902297,0.201636,29
246,Karl Attenberger,Kamera,3,30,5,0.348148,0.368972,1543.276233,0.043744,23
247,Alfred Junge,Bauten,3,37,4,0.416097,0.445035,635.105837,0.215528,34
248,Guido Brignone,Regie,3,31,4,0.402022,0.431093,524.064555,0.197924,30
249,Lissy Arna,Darsteller,3,36,4,0.409505,0.43883,1864.455871,0.173313,35
250,Walter Jerven,Drehbuch/Produzent/Regie,3,30,5,0.315052,0.331883,0,0.016929,10
251,Ernö Verebes,Darsteller,3,38,4,0.395714,0.424887,1322.716929,0.175463,33
252,Hans Mierendorff,Darsteller,3,32,4,0.401242,0.42932,1001.673272,0.162031,30
253,Boris de Fast,Darsteller,3,34,4,0.392112,0.419084,559.711263,0.165653,30
254,Emil Hasler,Bauten,3,38,4,0.387702,0.417876,1289.203042,0.134346,34
255,Carl Ludwig Achaz-Duisberg,Drehbuch/Produzent/Regie,3,30,5,0.34318,0.361879,0,0.041139,10
257,Emanuel Alfieri,Drehbuch,3,31,4,0.408696,0.435445,758.442933,0.180358,28
258,Elza Temáry,Darsteller,3,31,4,0.399382,0.428272,583.364817,0.218333,31
259,Henry Bender,Darsteller,3,36,4,0.414097,0.442376,799.186618,0.208018,33
260,Jaro Fürth,Darsteller,3,36,4,0.423597,0.450758,548.39139,0.25734,31
261,Else Heller,Darsteller,3,42,4,0.426744,0.455271,1813.971135,0.222796,36
262,Carl Hoffmann,Kamera,3,38,4,0.382396,0.410139,348.935502,0.145931,31
263,Victor Trivas,Bauten/Drehbuch/Regie,3,18,5,0.30783,0.320374,0,0.012422,6
264,Marcel Vibert,Darsteller,3,38,4,0.388576,0.415216,248.128204,0.160796,27
265,Sybil Morel,Darsteller,3,26,4,0.388138,0.413765,882.39581,0.103146,26
267,Mady Christians,Darsteller,3,39,4,0.431013,0.459784,1260.116483,0.240267,38
268,Edgar S. Ziesemer,Kamera,3,28,4,0.385965,0.411992,451.832095,0.126057,25
269,Ekkehard Arendt,Darsteller,3,36,4,0.41146,0.4402,946.123886,0.197189,34
270,Maria Forescu,Darsteller,3,29,4,0.402805,0.43077,987.514558,0.176573,28
271,Curt Courant,Kamera,3,41,5,0.396017,0.427805,1005.399088,0.159252,37
272,La Jana,Darsteller,3,41,4,0.420667,0.45108,1085.851211,0.279848,38
273,Hans Schneeberger,Kamera,3,45,4,0.378339,0.408607,1172.334516,0.151019,39
274,Hans Székely,Drehbuch,3,43,4,0.381409,0.40901,767.003073,0.141352,33
275,Otto Kanturek,Kamera,3,46,4,0.383673,0.415055,4464.313639,0.129675,42
276,Viola Garden,Darsteller,3,40,4,0.400931,0.430126,1437.716563,0.15486,36
277,Margot Walter,Darsteller,3,32,4,0.385533,0.413524,2150.444947,0.123275,31
279,Victor Langer,Musik,3,34,4,0.414429,0.442779,754.480341,0.23565,33
280,Lydia Potechina,Darsteller,3,36,4,0.398612,0.427708,987.570212,0.167521,33
281,Hans Vietzke,Drehbuch,3,31,4,0.363828,0.387089,230.221862,0.085391,24
282,Toni Dathe,Drehbuch,3,33,4,0.397081,0.423195,239.051524,0.176032,24
285,Otto Gülstorff,Bauten,3,25,5,0.362807,0.384284,313.836043,0.069657,18
286,Hans H. Zerlett,Drehbuch,3,32,4,0.409019,0.436412,284.732567,0.212792,30
287,Erich Kettelhut,Bauten,3,43,4,0.399691,0.428756,2051.014475,0.155719,35
288,Käthe von Nagy,Darsteller,3,33,4,0.412774,0.441086,1362.767593,0.206708,33
289,Siegfried Philippi,Regie/Drehbuch,3,28,4,0.37931,0.400629,46.069353,0.126102,16
290,Jenny Jugo,Darsteller,3,33,4,0.398305,0.423598,87.860328,0.145153,22
291,Toni Tetzlaff,Darsteller,3,31,4,0.415929,0.444874,417.039254,0.2501,31
292,Enrico Benfer,Darsteller,3,33,4,0.398305,0.423598,87.860328,0.145153,22
294,Henry Kosterlitz,Drehbuch,3,38,4,0.404697,0.433833,499.798988,0.22054,32
296,Kurt Gerron,Darsteller,3,32,4,0.419473,0.4456,731.117142,0.184983,27
298,E. W. Emo,Regie,3,32,4,0.397387,0.425774,1357.439942,0.156669,32
299,Walter Grüters,Darsteller,3,27,4,0.376685,0.399178,352.671701,0.083895,20
300,Karl Machus,Bauten,3,30,4,0.385821,0.412556,1307.5657,0.12022,28
301,Victor Janson,Regie,3,37,4,0.400465,0.428917,431.379823,0.197009,32
302,Erich Pommer,Produzent,3,43,4,0.381409,0.40901,767.003073,0.141352,33
303,Otto Gebühr,Darsteller,2,24,4,0.385677,0.410219,313.15141,0.102626,23
304,Michael Tschechow,Darsteller,2,22,5,0.361034,0.383881,68.084499,0.09976,19
305,Hansom Milde-Meißner,Musik,2,29,4,0.371408,0.393456,87.32659,0.096113,20
306,Gritta Ley,Darsteller,2,18,4,0.362172,0.380642,1941.908237,0.073956,15
307,Hugo von Kaweczynski,Kamera,2,29,5,0.378477,0.406286,468.244365,0.12955,29
308,Jeanne Helbling,Darsteller,2,26,4,0.391815,0.418037,173.925091,0.169552,25
309,Grete Reinwald,Darsteller,2,23,4,0.391667,0.415135,838.835729,0.112186,20
310,Josef Medeotti-Bohác,Regie,2,20,5,0.323833,0.341006,2046,0.023699,17
311,Michael Dubson,Regie,2,18,4,0.380987,0.403208,248.337934,0.090411,16
312,Mathilde Sussin,Darsteller,2,24,4,0.388576,0.413121,326.549857,0.128772,23
313,Ada van Roon,Drehbuch,2,22,4,0.412116,0.436896,132.629103,0.166131,21
314,Julius Brandt,Darsteller,2,22,5,0.357785,0.377837,92.604878,0.062132,16
315,Mary Kid,Darsteller,2,23,4,0.396929,0.423034,211.946333,0.162723,22
316,Gertrud Arnold,Darsteller,2,25,5,0.380007,0.405319,439.14136,0.122419,22
317,Maximilian Nekut,Kamera,2,24,4,0.376274,0.399742,211.45734,0.108639,21
318,Heinrich Gotho,Darsteller,2,20,5,0.369022,0.393069,286.683438,0.111277,18
1169,Carl Boese,Regie/Produzent,4,41,4,0.407247,0.435525,764.905233,0.169798,29
1134,Robert Land,Regie/Produzent,7,86,4,0.402178,0.432382,614.290904,0.200258,35
