Source,Target,Type,Id,Label,Weight
56,28,Undirected,0,,1
609,348,Undirected,1,,1
556,221,Undirected,2,,1
171,175,Undirected,3,,2
106,69,Undirected,4,,1
561,120,Undirected,5,,1
147,373,Undirected,7,,1
254,284,Undirected,8,,2
244,445,Undirected,9,,1
111,283,Undirected,10,,1
370,411,Undirected,11,,1
687,96,Undirected,12,,1
98,122,Undirected,13,,1
274,262,Undirected,14,,1
191,498,Undirected,15,,1
68,41,Undirected,16,,1
110,181,Undirected,17,,1
830,3,Undirected,9594,,3
115,189,Undirected,19,,2
554,561,Undirected,20,,1
286,117,Undirected,21,,1
175,296,Undirected,22,,1
608,2,Undirected,23,,1
42,377,Undirected,24,,1
678,435,Undirected,25,,1
501,2,Undirected,26,,1
372,492,Undirected,27,,1
840,497,Undirected,9878,,2
12,365,Undirected,29,,2
694,275,Undirected,30,,1
636,118,Undirected,31,,1
204,246,Undirected,32,,1
177,224,Undirected,33,,1
93,196,Undirected,34,,1
335,405,Undirected,35,,1
5,155,Undirected,36,,1
235,490,Undirected,37,,1
769,85,Undirected,38,,1
833,691,Undirected,9697,,3
166,713,Undirected,40,,1
564,71,Undirected,41,,1
495,387,Undirected,42,,1
150,577,Undirected,43,,1
789,33,Undirected,44,,1
25,285,Undirected,45,,1
195,219,Undirected,46,,1
261,157,Undirected,47,,1
80,122,Undirected,48,,1
288,124,Undirected,49,,2
67,106,Undirected,50,,1
699,202,Undirected,51,,1
300,71,Undirected,52,,1
183,10,Undirected,53,,3
18,275,Undirected,54,,1
380,415,Undirected,55,,1
660,108,Undirected,56,,1
571,337,Undirected,57,,1
733,20,Undirected,58,,1
178,505,Undirected,59,,1
472,198,Undirected,60,,1
9,398,Undirected,61,,1
110,557,Undirected,62,,1
749,468,Undirected,63,,1
603,441,Undirected,64,,1
94,191,Undirected,65,,1
838,188,Undirected,9837,,4
748,1,Undirected,67,,1
348,385,Undirected,68,,1
628,39,Undirected,69,,1
139,212,Undirected,70,,1
803,497,Undirected,71,,1
110,159,Undirected,72,,1
282,377,Undirected,73,,1
2,332,Undirected,74,,1
47,709,Undirected,75,,1
833,443,Undirected,9708,,3
42,731,Undirected,77,,1
769,3,Undirected,78,,1
557,35,Undirected,79,,1
52,72,Undirected,80,,1
719,732,Undirected,81,,1
247,234,Undirected,82,,2
817,377,Undirected,83,,1
163,49,Undirected,84,,1
355,72,Undirected,85,,1
158,96,Undirected,86,,1
116,20,Undirected,87,,1
22,160,Undirected,88,,1
550,41,Undirected,89,,1
537,195,Undirected,90,,1
754,347,Undirected,91,,1
830,92,Undirected,9595,,2
264,15,Undirected,93,,1
285,569,Undirected,94,,1
678,414,Undirected,95,,1
64,255,Undirected,96,,1
363,400,Undirected,97,,1
628,571,Undirected,98,,1
86,193,Undirected,99,,1
362,168,Undirected,100,,1
362,71,Undirected,101,,1
160,161,Undirected,102,,2
326,107,Undirected,103,,1
624,17,Undirected,104,,1
100,24,Undirected,105,,1
35,48,Undirected,106,,1
7,21,Undirected,107,,1
287,40,Undirected,108,,1
126,524,Undirected,109,,1
548,111,Undirected,110,,1
25,174,Undirected,111,,1
38,17,Undirected,112,,1
15,117,Undirected,113,,1
68,93,Undirected,114,,2
121,165,Undirected,115,,2
158,63,Undirected,116,,1
58,122,Undirected,117,,1
353,6,Undirected,118,,1
126,106,Undirected,119,,1
58,263,Undirected,120,,1
201,496,Undirected,121,,1
50,754,Undirected,122,,1
491,157,Undirected,123,,1
176,778,Undirected,124,,1
125,251,Undirected,125,,1
124,27,Undirected,126,,1
112,134,Undirected,127,,1
133,49,Undirected,128,,3
210,27,Undirected,129,,1
46,502,Undirected,130,,1
44,41,Undirected,131,,1
181,747,Undirected,132,,1
143,122,Undirected,133,,1
96,432,Undirected,134,,1
171,4,Undirected,135,,1
660,260,Undirected,136,,1
57,410,Undirected,137,,1
201,788,Undirected,138,,1
7,66,Undirected,139,,1
33,447,Undirected,140,,1
638,34,Undirected,141,,1
84,89,Undirected,142,,1
609,274,Undirected,143,,1
151,96,Undirected,144,,1
144,740,Undirected,145,,1
29,255,Undirected,146,,1
97,494,Undirected,147,,1
204,697,Undirected,148,,1
834,21,Undirected,9712,,6
287,13,Undirected,150,,1
607,7,Undirected,151,,1
752,40,Undirected,152,,1
142,693,Undirected,153,,1
55,719,Undirected,154,,1
638,5,Undirected,155,,1
10,207,Undirected,156,,1
125,223,Undirected,157,,2
