Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree
192,Anatol Potok,Produzent,3,43,4,0.419383,0.449813,1398.596135,0.302839,38
193,Gustav Ucicky,Regie,3,40,4,0.38748,0.414792,283.017706,0.169196,28
195,Harald Paulsen,Darsteller,3,37,3,0.410235,0.436946,153.526831,0.345222,29
196,Günther Rittau,Kamera,3,47,4,0.40082,0.43243,911.26845,0.279289,41
197,Hanns Beck-Gaden,Darsteller/Regie,3,26,4,0.373282,0.39758,421.965236,0.115841,23
198,Hans Adalbert Schlettow,Darsteller,3,36,4,0.396594,0.425613,882.37647,0.193958,33
199,Hans Albers,Darsteller,3,44,3,0.428759,0.45893,1522.909124,0.347519,42
200,Hans Stüwe,Darsteller,3,38,4,0.396112,0.425102,660.244756,0.234555,34
201,Hans Schneeberger,Kamera,3,50,4,0.372856,0.400733,1513.286764,0.134326,37
202,Benno von Arent,Bauten,3,37,4,0.411963,0.440695,457.760413,0.303613,34
203,Hermann Haller,Schnitt,3,46,3,0.40767,0.437457,2815.484588,0.237229,38
204,Hermann Speelmans,Darsteller,3,42,3,0.413531,0.444274,2577.188778,0.275274,41
206,Allan Gray,Musik,3,42,4,0.401148,0.432771,1950.875847,0.229062,41
207,Willy Schmidt-Gentner,Musik,3,41,4,0.375576,0.40184,412.12026,0.167515,30
208,Fritz Rasp,Darsteller,3,26,4,0.373282,0.39758,421.965236,0.115841,23
209,Jessie Vihrog,Darsteller,3,43,3,0.418485,0.449387,806.22894,0.392538,42
210,Jenny Jugo,Darsteller,3,44,3,0.418127,0.449387,879.018218,0.384444,43
211,Willy Engel-Berger,Musik,3,40,4,0.428196,0.457566,615.310398,0.415843,37
212,Gabriel Pellon,Bauten,3,40,4,0.390731,0.418626,1171.529481,0.183767,32
213,Jean Gabin,Darsteller,3,39,4,0.398533,0.429277,1256.380785,0.219721,36
214,Iván Petrovich,Darsteller,3,39,4,0.402635,0.43226,651.607753,0.268306,35
215,Georg Krause,Kamera,3,37,4,0.403799,0.430982,685.944579,0.217151,29
217,Irma von Cube,Drehbuch,3,49,4,0.389176,0.419138,578.157673,0.249232,34
218,Gerhard Bienert,Darsteller,3,35,4,0.40733,0.436009,750.264764,0.273288,32
1055,Karl Hartl,"Regie, Drehbuch",5,66,4,0.388712,0.418115,1445.831317,0.217723,37
221,Betty Amann,Darsteller,3,39,3,0.413356,0.441718,2331.383206,0.312534,34
222,Gerhard Menzel,Drehbuch,3,40,4,0.38748,0.414792,283.017706,0.169196,28
223,Hubert von Meyerinck,Darsteller,3,43,4,0.404969,0.437457,1271.620042,0.296065,40
224,Max Heilbronner,Bauten,3,36,3,0.406484,0.434219,344.769828,0.303321,32
226,Paul Heidemann,Darsteller,3,45,4,0.419203,0.451602,993.384733,0.409893,44
227,Peter Francke,Drehbuch,3,41,3,0.412484,0.440184,468.370212,0.304158,32
228,Walter Gronostay,Musik,3,44,3,0.412484,0.440866,1384.088234,0.209581,34
229,Erich Kestin,Darsteller,3,37,4,0.392141,0.420671,1292.091464,0.219654,34
230,Otto Wernicke,Darsteller,3,44,4,0.37371,0.400562,626.357916,0.160576,31
231,Vittorio De Sica,Darsteller,3,40,4,0.372998,0.39954,4083.610392,0.1556,33
232,Charlotte Ander,Darsteller,3,37,3,0.421734,0.449387,670.866646,0.33146,33
233,Paul May,Schnitt,3,38,4,0.398533,0.428596,1895.524327,0.186305,36
234,Emil Palm,Musik,3,34,4,0.326762,0.345603,8.901494,0.056626,15
235,Trude Hesterberg,Darsteller,3,47,3,0.413531,0.444615,1224.268971,0.365173,42
236,Trude Brionne,Darsteller,3,38,4,0.41127,0.441036,1635.998494,0.274561,37
237,Paul Richter,Darsteller,3,35,4,0.370735,0.396302,748.438851,0.12279,25
238,Else Elster,Darsteller,3,35,4,0.383379,0.414196,1155.31984,0.176368,34
239,Oskar Karlweis,Darsteller,3,37,3,0.411963,0.441377,527.885251,0.363083,37
240,Thea von Harbou,Drehbuch,3,44,3,0.401643,0.4303,1205.082905,0.2036,35
241,Stefan Eiben,Kamera,3,34,4,0.381138,0.408487,699.149591,0.144711,28
242,Curt J. Braun,Drehbuch,3,43,3,0.417414,0.447001,474.73244,0.331461,38
243,Will Meisel,Musik,3,40,4,0.388403,0.41999,1718.053896,0.213841,38
244,Rose Barsony,Darsteller,3,40,3,0.413181,0.443252,1355.60332,0.307947,39
245,Rolf von Goth,Darsteller,3,37,4,0.388403,0.414281,419.234254,0.176357,25
246,Reinhart Steinbicker,Drehbuch,3,44,4,0.397561,0.427573,852.533651,0.196761,35
247,Elga Brink,Darsteller,3,42,4,0.415463,0.446063,1541.978965,0.259785,38
248,Robert Wuellner,Produzent,3,46,3,0.402469,0.43047,160.832312,0.318155,33
249,Robert Stolz,Musik,3,38,4,0.396755,0.425443,760.733463,0.205203,33
250,Erich Schicker,Produzent,3,46,3,0.402469,0.43047,160.832312,0.318155,33
251,Robert A. Stemmle,Drehbuch,3,41,3,0.415993,0.443252,974.762403,0.277417,31
252,Walter Schlee,Drehbuch,3,39,4,0.401808,0.428766,181.595469,0.340118,29
253,Adolf Wohlbrück,Darsteller,3,41,3,0.42301,0.451943,606.719703,0.348999,37
254,Walter Rilla,Darsteller,3,36,3,0.411789,0.439843,1079.963963,0.241719,33
256,Max Obal,Regie,3,42,4,0.393403,0.421609,234.946876,0.236715,31
257,Walter Steinbeck,Darsteller,3,39,4,0.393561,0.42229,1433.20151,0.205994,34
258,Camilla Spira,Darsteller,3,40,4,0.406822,0.437883,2344.149404,0.214986,39
259,Oscar Sabo,Darsteller,3,38,4,0.400655,0.431152,1447.515051,0.330489,37
260,Andrew Marton,Regie/Schnitt,2,29,4,0.332766,0.354209,41.769791,0.069916,22
261,Sepp Rist,Darsteller,2,39,4,0.341242,0.364519,61.789914,0.089838,26
262,Rudolf Klein-Rogge,Darsteller,2,31,4,0.361419,0.38318,65.406857,0.100519,22
263,Walter Sieber,Musik,2,29,4,0.379953,0.406101,703.470125,0.144685,28
264,Rudolf Bernauer,Drehbuch,2,36,4,0.383529,0.409424,49.787805,0.216687,24
265,Willy Zeunert,Schnitt,2,27,4,0.377024,0.402607,227.310471,0.161925,25
266,Rose Stradner,Darsteller,2,26,4,0.394355,0.421012,504.064955,0.19416,26
267,Herbert Rosenfeld,Drehbuch,2,24,4,0.370455,0.39136,80.326022,0.130127,19
268,Alois Melichar,Musik,2,29,4,0.374713,0.397239,58.713807,0.150113,21
269,Hans Sommer,Musik,2,25,4,0.389797,0.416837,524.446993,0.164909,25
270,Hilde von Stolz,Darsteller,2,24,4,0.367531,0.389911,712.88103,0.105557,23
271,Hermann Schulenburg,Musik,2,27,4,0.372856,0.396302,31.93425,0.144867,20
272,Walter Haag,Bauten,2,31,4,0.380841,0.40593,85.781183,0.192577,23
273,Herbert Lippschitz,Bauten,2,29,4,0.371017,0.397495,718.186268,0.111606,28
274,Hans Ritter,Darsteller/Drehbuch,2,28,3,0.395951,0.420927,204.524208,0.213072,25
275,Wera Liessem,Darsteller,2,31,3,0.401478,0.428425,723.482844,0.236039,30
276,Hans Müller,Drehbuch,2,29,4,0.374713,0.397239,58.713807,0.150113,21
277,Hans Junkermann,Darsteller,2,27,4,0.391513,0.417519,418.871834,0.221475,26
278,Robert Siodmak,Regie,2,27,4,0.370174,0.394427,2390.031859,0.098999,27
279,Robert Neppach,Produzent,2,25,4,0.402138,0.428511,342.301269,0.189633,23
280,Hugo Fischer-Köppe,Darsteller,2,23,4,0.326544,0.344581,5.725435,0.05289,13
281,Hugo Schrader,Darsteller,2,24,4,0.384585,0.409935,237.455803,0.20237,24
282,Adolf Gondrell,Darsteller,2,26,4,0.347178,0.36665,54.11936,0.080101,18
283,Alice Ludwig,Schnitt,2,30,4,0.3685,0.393405,758.647385,0.115449,27
284,Inez Allegri,Darsteller,2,27,4,0.382929,0.40968,411.951078,0.159377,26
285,Robert Küssel,Musik,2,27,4,0.375288,0.397921,41.768647,0.148394,19
286,Albert Lieven,Darsteller,2,30,3,0.396594,0.422631,444.280101,0.203568,28
287,Roger Dann,Darsteller,2,26,4,0.378337,0.403715,574.188371,0.137153,24
288,Theo Knobel,Musik,2,27,4,0.391513,0.416667,58.908201,0.26911,24
289,Hans Söhnker,Darsteller,2,29,4,0.392613,0.42016,264.052305,0.237989,28
290,Heinz Goldberg,Drehbuch,2,24,4,0.376733,0.400222,58.005557,0.138925,18
291,Harry Gondi,Darsteller,2,25,4,0.394037,0.420245,420.595784,0.231103,25
294,Harald Böhmelt,Musik,2,27,3,0.412137,0.437457,270.740143,0.227247,25
295,Walter Janssen,Darsteller,2,24,3,0.385799,0.409509,256.048197,0.168833,24
1058,Heinrich George,Darsteller/Regie,5,64,3,0.428947,0.461486,3980.332149,0.269769,49
297,Hansom Milde-Meißner,Musik,2,23,4,0.366429,0.388889,224.599745,0.098636,20
298,Walter Forster,Drehbuch,2,24,4,0.363839,0.389656,754.374273,0.105216,24
299,Heinrich Heilinger,Darsteller,2,26,4,0.366567,0.390252,571.374703,0.121305,26
300,Viktor Klein,Produzent,2,27,3,0.414582,0.440525,211.816588,0.304615,27
301,Heinrich Richter,Bauten,2,27,3,0.396433,0.421779,214.861609,0.24092,26
302,Viktor Gertler,Schnitt,2,28,4,0.379511,0.403971,247.170076,0.162749,26
303,Heinz Hilpert,Regie,2,30,4,0.361152,0.384373,30.488191,0.122232,21
304,Harry Frank,Darsteller,2,24,4,0.37907,0.402693,654.668842,0.123423,24
305,Hansi Niese,Darsteller,2,22,4,0.3912,0.41607,288.652033,0.179364,22
306,Robert Ernst,Produzent,2,29,4,0.375576,0.39971,195.19114,0.145097,25
307,Hansi Arnstaedt,Darsteller,2,25,4,0.370314,0.396217,591.727265,0.137913,25
308,Walter Kiesow,Musik,2,27,4,0.391513,0.416667,58.908201,0.26911,24
309,Alwin Elling,Schnitt,2,24,4,0.390575,0.414963,146.142452,0.190727,21
310,Hans von Wolzogen,Drehbuch/Regie,2,25,4,0.375576,0.401244,400.95614,0.133348,24
311,Walter Riml,Darsteller,2,29,4,0.332766,0.354209,41.769791,0.069916,22
312,Werner Hochbaum,Regie,2,24,4,0.355507,0.376789,606.107338,0.073869,23
313,Theo Ober,Bauten,2,30,4,0.361152,0.384373,30.488191,0.122232,21
314,Theo Mackeben,Musik,2,28,4,0.394037,0.42016,239.409661,0.196642,26
315,Werner Richard Heymann,Musik,2,25,4,0.349535,0.37074,11.554645,0.110337,17
316,Herbert Juttke,Drehbuch,2,28,3,0.415287,0.441547,294.822061,0.281578,28
317,Max Holsboer,Darsteller,2,39,4,0.341242,0.364519,61.789914,0.089838,26
319,István Székely,Regie,2,20,4,0.361286,0.381305,21.501231,0.08632,14
