Id;Label;Contribution;Weight;Weighted Degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;eigencentrality;Degree;;
304;Willi Forst;Darsteller;3;41;4;0.408115;0.436982;815.752135;0.287416;36;;
305;Robert Wohlmuth;Regie;3;21;4;0.37264;0.394997;150.52562;0.093664;18;;
306;Seymour Nebenzahl;Produzent;3;44;5;0.353617;0.374156;56.57117;0.063449;21;;
307;Carl Otto Bartning;Schnitt;3;41;4;0.420587;0.44941;951.769796;0.258147;38;;
309;Walter Steinbeck;Darsteller;3;41;4;0.401227;0.431804;850.710471;0.244787;37;;
310;Erich Zander;Bauten;3;36;4;0.351952;0.373885;1982.330547;0.05104;27;;
311;Serge de Poligny;Regie;3;42;4;0.377209;0.406788;363.812802;0.197787;34;;
312;Sepp Allgeier;Kamera;3;57;4;0.381334;0.409576;917.487819;0.13979;36;;
315;Walter Schlee;Drehbuch;3;35;3;0.412298;0.438974;222.572007;0.282166;31;;
316;Erich Schmidt;Schnitt;3;48;4;0.393974;0.42312;7624.784673;0.15664;37;;
317;Artur Günther;Bauten;3;41;4;0.406687;0.43515;658.030013;0.214304;36;;
318;Walter Robert Lach;Kamera;3;33;4;0.389572;0.416826;887.444929;0.15578;31;;
319;Trude von Molo;Darsteller;3;32;4;0.394717;0.422323;2333.275738;0.216964;31;;
320;Artur Berger;Bauten;3;51;4;0.385693;0.413799;282.629321;0.188391;36;;
321;Conrad Veidt;Darsteller;3;42;4;0.408275;0.438018;1694.799238;0.245073;40;;
322;Arno Richter;Bauten;3;51;4;0.389717;0.417463;836.959675;0.153064;34;;
323;Felix Pfitzner;Produzent;3;43;4;0.428162;0.456979;901.970918;0.3118;40;;
324;Robert Stolz;Musik;3;38;4;0.415409;0.44232;391.80105;0.222627;30;;
325;Robert Siodmak;Regie;3;44;4;0.37653;0.401928;200.380776;0.176917;28;;
326;Bruno Lutz;Bauten;3;46;4;0.417065;0.447578;3401.742753;0.236617;43;;
327;Herbert Rosenfeld;Drehbuch;2;29;4;0.4;0.427103;389.799731;0.195386;29;;
328;Hans Karl Gottschalk;Kamera;2;25;4;0.359203;0.382489;49.166586;0.117673;21;;
329;Emil Schünemann;Kamera;2;30;4;0.38259;0.405832;92.459608;0.144785;22;;
330;Veit Harlan;Darsteller;2;27;4;0.38245;0.407027;663.43143;0.106553;25;;
331;Hans Hinrich;Regie;2;29;4;0.36909;0.39189;25.678238;0.15736;20;;
332;Ludwig van Beethoven;Musik;2;29;5;0.307105;0.327263;40.200577;0.026691;20;;
333;Hans J. Salter;Musik;2;27;4;0.389862;0.415153;197.778464;0.154286;25;;
334;Alwin Elling;Schnitt;2;27;4;0.380502;0.405274;266.993598;0.14839;26;;
1112;Erich Kober;Drehbuch/Produzent/Regie;3;51;4;0.33895;0.357871;0;0.052774;16;;
336;Charlotte Susa;Darsteller;2;28;4;0.408753;0.434672;271.073553;0.231931;28;;
337;Viktor Klein;Produzent;2;29;4;0.384842;0.410373;93.068429;0.157639;23;;
338;Alice Treff;Darsteller;2;27;4;0.377481;0.403521;209.178403;0.153356;25;;
339;Hans Moser;Darsteller;2;28;3;0.407321;0.433078;119.925609;0.276607;28;;
341;Johannes Riemann;Darsteller;2;26;4;0.403083;0.428298;291.947277;0.185846;25;;
342;Hans Rehmann;Darsteller;2;24;4;0.383431;0.407505;295.502563;0.131605;23;;
343;Hans Schneeberger;Kamera;2;32;4;0.364079;0.387747;702.511118;0.078783;27;;
344;Hans Steinhoff;Regie;2;31;4;0.399237;0.424315;117.948489;0.21361;26;;
345;Emil Stepanek;Bauten;2;35;4;0.403549;0.431804;885.559654;0.24378;35;;
346;Max Nosseck;Regie;2;26;4;0.378848;0.403601;174.588543;0.133376;24;;
348;Victor Francen;Darsteller;2;22;5;0.306116;0.325908;157.171578;0.023892;17;;
349;Géza Pollatschik;Schnitt;2;28;4;0.401998;0.428776;434.635323;0.212439;28;;
350;José Wedorn;Darsteller;2;26;4;0.402772;0.427661;105.814748;0.199206;24;;
352;Erich Kestin;Darsteller;2;29;4;0.398173;0.424474;237.906817;0.223454;28;;
353;Ilse Korseck;Darsteller;2;22;4;0.375988;0.39906;138.497463;0.156357;21;;
354;Günther Vogdt;Darsteller;2;26;4;0.387407;0.41348;732.047866;0.133985;26;;
355;Rudolf Walther-Fein;Drehbuch/Regie;2;30;4;0.387407;0.408142;0;0.155008;15;;
356;Paul Frank;Drehbuch;2;30;4;0.384417;0.410453;75.530798;0.170698;23;;
357;Max Brenner;Schnitt;2;30;4;0.38301;0.409257;66.149408;0.162992;23;;
358;Conrad von Molo;Schnitt;2;29;4;0.394717;0.419853;773.577876;0.138504;27;;
359;Alberto Giacalone;Produzent;2;28;4;0.415244;0.442161;226.233185;0.253831;28;;
1107;Carl Froelich;Regie/Produzent;6;67;4;0.39279;0.420411;640.884585;0.172406;31;;
361;Hans Androschin;Kamera;2;31;4;0.399237;0.424315;117.948489;0.21361;26;;
362;Joseph Dalmann;Drehbuch;2;26;4;0.345671;0.365679;38.644583;0.058306;18;;
363;Viktor Gluck;Kamera;2;27;4;0.378848;0.401131;469.288809;0.091035;23;;
364;Curt Alexander;Drehbuch;2;27;4;0.373039;0.398104;183.520816;0.119466;24;;
365;Ludwig Scheer;Produzent;2;29;4;0.384417;0.411329;261.811855;0.154489;27;;
1106;Erich Engels;Regie/Produzent;5;57;4;0.406529;0.433795;300.952857;0.204768;29;;
367;Paul Bildt;Darsteller;2;31;4;0.395164;0.422084;394.264812;0.1689;28;;
368;Hans Fritz Köllner;Drehbuch;2;33;4;0.368699;0.3942;822.251382;0.094962;29;;
369;Wladimir Sokoloff;Darsteller;2;30;5;0.350067;0.370172;43.512097;0.058781;19;;
370;Alice Ludwig;Schnitt;2;31;4;0.373039;0.398662;839.598052;0.098222;28;;
371;Alfred Zeisler;Regie;2;31;4;0.399847;0.427263;83.005961;0.257939;27;;
372;Ali Ghito;Darsteller;2;24;4;0.387695;0.41356;645.374732;0.121346;23;;
373;Marie Glory;Darsteller;2;26;4;0.379536;0.402964;275.510045;0.152729;23;;
374;Albert Berthold Henninger;Bauten;2;32;4;0.356997;0.381453;19.67246;0.147649;22;;
375;Heinz Salfner;Darsteller;2;30;4;0.40169;0.428378;84.944409;0.275215;28;;
376;Attila Hörbiger;Darsteller;2;34;4;0.3847;0.410453;193.266292;0.171113;29;;
377;Olga Engl;Darsteller;2;39;4;0.372242;0.39675;5.222399;0.118425;23;;
378;Margo Lion;Darsteller;2;27;4;0.389427;0.415312;363.959281;0.171101;26;;
379;Helmut Kionka;Darsteller;2;27;4;0.388559;0.41356;293.020796;0.130848;24;;
380;Helmut Wolfes;Musik;2;25;4;0.393085;0.416746;194.222353;0.150754;21;;
381;Marguerite Templey;Darsteller;2;28;4;0.387838;0.413799;597.86041;0.193245;28;;
382;Maria Fromet;Darsteller;2;22;5;0.306116;0.325908;157.171578;0.023892;17;;
383;Henri Barreyre;Kamera;2;28;4;0.363826;0.385357;118.060889;0.080744;20;;
384;Hermann Rosenfeld;Produzent;2;29;4;0.384417;0.411329;261.811855;0.154489;27;;
385;Henri Garat;Darsteller;2;29;4;0.369481;0.393324;112.902334;0.17765;26;;
386;Therese Giehse;Darsteller;2;20;4;0.37264;0.394997;150.52562;0.093664;18;;
388;Toni van Eyck;Darsteller;2;31;4;0.398324;0.424156;102.382046;0.237612;27;;
389;Claude Heymann;Regie;2;29;4;0.3783;0.405035;457.678867;0.145264;28;;
390;Daniela Parola;Darsteller;2;30;4;0.365862;0.39173;137.89328;0.216797;29;;
391;Max W. Kimmich;Drehbuch;2;28;4;0.408434;0.434194;427.662265;0.18654;27;;
392;Jacques Bachrach;Drehbuch;2;29;4;0.397719;0.423757;497.211107;0.173953;28;;
393;Herbert Lichtenstein;Musik;2;36;4;0.35945;0.384879;366.574923;0.093622;31;;
394;Albert Lieven;Darsteller;2;28;4;0.405269;0.432521;633.73372;0.220818;28;;
395;Eberhard Frowein;Drehbuch/Regie;2;18;5;0.31402;0.327502;0;0.014077;9;;
396;Daniel Lecourtois;Darsteller;2;29;4;0.374374;0.397865;199.16031;0.145734;27;;
397;Claire Rommer;Darsteller;2;26;3;0.4;0.424634;408.972655;0.208701;25;;
398;Egon Brosig;Darsteller;2;26;4;0.390153;0.41595;248.67389;0.16566;26;;
400;Joe Hajos;Musik;2;29;4;0.399542;0.425271;352.234132;0.198055;28;;
401;Jim Gérald;Darsteller;2;30;4;0.38217;0.411329;820.389663;0.189299;30;;
402;Jenny Jugo;Darsteller;2;24;4;0.378986;0.403282;208.513117;0.140488;23;;
403;Hertha von Walther;Darsteller;2;15;4;0.340384;0.356915;242.380849;0.039314;14;;
404;Jeanne Marie-Laurent;Darsteller;2;28;4;0.361063;0.38464;92.811538;0.209307;27;;
405;Jack Hulbert;Darsteller/Drehbuch;2;28;5;0.326467;0.3471;0;0.093864;14;;
406;Mady Christians;Darsteller;2;25;4;0.378986;0.402565;451.605221;0.127306;24;;
407;Harry Halm;Darsteller;2;30;4;0.404329;0.430848;384.870535;0.256868;30;;
408;Stephan Samek;Musik;2;30;4;0.384417;0.410453;75.530798;0.170698;23;;
409;Jacob Brodsky;Produzent;2;30;4;0.376124;0.400653;76.496749;0.121284;23;;
410;Walter Haag;Bauten;2;30;4;0.38827;0.414356;219.142329;0.176105;27;;
411;Hermann Warm;Bauten;2;31;4;0.396212;0.422642;701.703077;0.168011;28;;
412;Eduard von Borsody;Schnitt;2;25;4;0.39059;0.415472;83.669705;0.159575;21;;
413;Eduard Hoesch;Kamera;2;28;4;0.387121;0.412285;273.006705;0.131979;25;;
414;Jules Krüger;Kamera;2;29;5;0.307105;0.327263;40.200577;0.026691;20;;
415;Max Schreck;Darsteller;2;15;4;0.353498;0.371415;55.309029;0.063226;14;;
416;Olly Gebauer;Darsteller;2;15;4;0.375449;0.396989;46.056921;0.118762;14;;
417;Heinz Hille;Regie;2;30;4;0.39059;0.418579;366.998855;0.18698;28;;
418;Heinz Klingenberg;Darsteller;2;30;4;0.385551;0.411966;895.394869;0.12122;29;;
419;Edmund Gwenn;Darsteller;2;25;4;0.384842;0.408779;316.125293;0.149306;24;;
420;Hanns Schwarz;Regie;2;27;4;0.404799;0.430768;254.854159;0.192999;26;;
421;Andrej Andrejew;Bauten;2;28;4;0.363826;0.385357;118.060889;0.080744;20;;
422;Carl Behr;Schnitt;2;24;4;0.383572;0.406389;4065.225035;0.134453;22;;
423;Willy Schiller;Bauten;2;26;4;0.368959;0.394041;2658.843979;0.086758;24;;
424;Fritz Fischer;Darsteller;2;26;4;0.388126;0.412843;129.238184;0.167412;24;;
425;Roger Tréville;Darsteller;2;28;4;0.374776;0.401211;1456.685562;0.132169;28;;
426;Liane Haid;Darsteller;2;27;4;0.393974;0.419614;127.746675;0.170324;24;;
427;Willy Schmidt-Gentner;Musik;2;33;4;0.407638;0.434353;777.215065;0.198511;30;;
428;Wilhelm Thiele;Regie;2;27;4;0.388559;0.413161;212.835274;0.157278;25;;
429;Eugen Burg;Darsteller;2;26;4;0.383291;0.407584;284.850858;0.137888;24;;
430;Fritz Kortner;Drehbuch/Regie;2;24;4;0.381195;0.400494;0;0.126008;12;;
431;Ery Bos;Darsteller;2;26;4;0.395912;0.421925;486.117419;0.183969;25;;
432;Arnold Jenssen;Bauten;2;28;4;0.374374;0.397307;138.422719;0.083001;18;;
1108;Ernst Wolff;Drehbuch/Produzent;4;48;4;0.413439;0.445746;2603.805084;0.249542;46;;
434;Adolf Lantz;Drehbuch;2;25;4;0.380779;0.406867;373.629724;0.13558;25;;
435;Weiß-Ferdl;Darsteller;2;26;4;0.345671;0.365679;38.644583;0.058306;18;;
436;Pierre Sergeol;Darsteller;2;27;4;0.360193;0.383365;72.386398;0.120932;22;;
437;Gaby Morlay;Darsteller;2;22;5;0.306116;0.325908;157.171578;0.023892;17;;
438;Gaston Jacquet;Darsteller;2;29;4;0.373172;0.400016;627.176371;0.171075;29;;
440;Liselotte Schaak;Darsteller;2;28;4;0.395314;0.422642;276.006903;0.197209;27;;
441;Will Meisel;Musik;2;30;4;0.376124;0.400653;76.496749;0.121284;23;;
442;Georg Bruckbauer;Kamera;2;28;4;0.391614;0.416667;560.960408;0.136912;23;;
443;Georg C. Klaren;Drehbuch/Regie;2;29;4;0.396813;0.422881;361.720787;0.194908;26;;
444;Ernst Neubach;Drehbuch/Regie;2;28;4;0.384135;0.40615;0;0.115994;13;;
445;Pierre Blanchar;Darsteller;2;30;4;0.344646;0.36783;1509.846564;0.060064;29;;
1105;Max Neufeld;Regie/Drehbuch;9;120;4;0.441164;0.479605;4410.955884;0.447034;74;;
447;Friedrich Kohner;Drehbuch;2;33;4;0.396964;0.423757;1060.716651;0.175889;29;;
448;Lissy Arna;Darsteller;2;22;4;0.367146;0.392049;195.234367;0.117563;21;;
449;Kurt Horwitz;Darsteller;2;26;4;0.370004;0.394041;1003.466504;0.094508;23;;
450;Leo Lasko;Regie;2;12;4;0.349482;0.365599;0;0.052173;11;;
451;Leo Leux;Musik;2;24;4;0.38217;0.407027;608.402052;0.121044;24;;
452;Franz Doelle;Musik;2;26;4;0.384842;0.409337;268.070768;0.150084;24;;
453;Fernando Tropea;Schnitt;2;29;4;0.399237;0.427103;375.365043;0.210287;29;;
454;Betty Bird;Darsteller;2;23;4;0.382031;0.407425;259.625707;0.137772;23;;
455;Franz Lehár;Musik;2;25;4;0.393825;0.41834;539.002943;0.171888;24;;
456;Robert A. Stemmle;Drehbuch;2;36;4;0.409554;0.438337;1138.896917;0.206682;34;;
457;Fernand Gravey;Darsteller;2;26;4;0.360069;0.381533;11.305142;0.102081;19;;
458;Richard Wagner;Musik;2;29;5;0.307105;0.327263;40.200577;0.026691;20;;
459;Berthe Ostyn;Darsteller;2;26;4;0.370004;0.394678;476.918803;0.118266;23;;
460;Felix Bressart;Darsteller;2;27;4;0.389862;0.415153;197.778464;0.154286;25;;
461;Fedor Ozep;Regie;2;28;4;0.363826;0.385357;118.060889;0.080744;20;;
462;Leonhard Frank;Drehbuch;2;29;4;0.36909;0.39189;25.678238;0.15736;20;;
463;Werner Schmidt-Boelcke;Musik;2;26;4;0.375718;0.40137;665.362494;0.116894;25;;
464;Richard Fall;Musik;2;33;4;0.375583;0.398024;33.392908;0.142208;23;;
465;Richard Eichberg;Produzent/Regie;2;28;4;0.37424;0.395236;0;0.100665;14;;
466;Richard Angst;Kamera;2;37;4;0.365862;0.392288;1195.128449;0.105612;34;;
467;René Ribault;Kamera;2;29;5;0.307105;0.327263;40.200577;0.026691;20;;
468;Frida Richard;Darsteller;2;25;4;0.370134;0.394519;1871.516823;0.144091;24;;
469;Kurt Lilien;Darsteller;2;24;4;0.393233;0.418101;846.867225;0.148252;24;;
470;Anton Pucher;Kamera;2;33;4;0.375583;0.398024;33.392908;0.142208;23;;
471;Carl Balhaus;Darsteller;2;24;4;0.364206;0.387269;204.86459;0.081572;20;;
472;Eugen Thiele;Regie;2;24;4;0.385835;0.41117;345.205865;0.126506;23;;
473;Adolf Otto Weitzenberg;Kamera;2;21;4;0.358465;0.37978;1748.23258;0.066663;20;;
474;Karl Stepanek;Darsteller;2;24;4;0.354096;0.375398;149.598736;0.076249;21;;
475;George Freedland;Schnitt;2;28;4;0.363826;0.385357;118.060889;0.080744;20;;
476;Grigori Chmara;Darsteller;2;29;4;0.395164;0.42057;377.646183;0.183245;28;;
477;Karl Farkas;Drehbuch;2;33;4;0.375583;0.398024;33.392908;0.142208;23;;
478;Lotte Spira;Darsteller;2;20;4;0.367533;0.389659;480.468232;0.086461;20;;
479;Gibb Mc;Darsteller;2;28;4;0.375314;0.400335;1118.817888;0.138763;28;;
480;George Schnéevoigt;Drehbuch/Regie;2;12;5;0.275336;0.2866;0;0.005884;6;;
481;Paula Menari;Darsteller;2;26;4;0.345671;0.365679;38.644583;0.058306;18;;
482;Rudolf Bernauer;Drehbuch/Regie;2;26;4;0.360939;0.379541;0;0.071178;13;;
483;Erna Morena;Darsteller;2;18;4;0.372375;0.392846;481.831442;0.089635;18;;
484;Rudolf Forster;Darsteller;2;27;4;0.37424;0.398502;3399.242356;0.097961;26;;
485;Gitta Alpár;Darsteller;2;28;4;0.37789;0.400494;69.799683;0.131087;21;;
486;Erika Glässner;Darsteller;2;25;4;0.392201;0.419136;392.176963;0.167808;25;;
487;Lucie Englisch;Darsteller;2;23;4;0.398021;0.422562;577.806746;0.151765;23;;
488;Paul Michael Bünger;Drehbuch/Produzent;2;26;4;0.368569;0.389101;0;0.086694;13;;
489;Gerhard Bienert;Darsteller;2;28;4;0.397719;0.423598;433.776041;0.185645;27;;
490;Julius Haimann;Produzent;2;26;4;0.402617;0.426944;179.801723;0.166903;21;;
491;Adrien Le Gallo;Darsteller;2;28;4;0.363953;0.387827;55.49266;0.154733;25;;
492;Gustaf Gründgens;Darsteller;2;27;4;0.383994;0.409815;390.756155;0.13566;25;;
493;André Roanne;Darsteller;2;18;4;0.354697;0.375159;564598;0.07332;17;;
494;Rudolf Meinert;Drehbuch/Regie;2;28;4;0.368051;0.387508;0;0.070871;14;;
496;Erich Schönfelder;Regie;2;19;4;0.375988;0.398263;294.063929;0.099983;18;;
497;Gustav Ucicky;Regie;2;23;4;0.36446;0.386472;137.91956;0.088504;18;;
498;Lucien Aguettand;Bauten;2;28;4;0.363826;0.385357;118.060889;0.080744;20;;
499;Charles Redgie;Darsteller;2;27;4;0.370265;0.39675;1217.584973;0.151789;26;;
500;Gustl Stark-Gstettenbaur;Darsteller;2;30;4;0.39279;0.420013;368.039567;0.246851;30;;
501;Ernst Ensink;Schnitt;2;26;4;0.408913;0.433556;37.740293;0.243219;23;;
502;Max Douy;Bauten;2;28;4;0.363826;0.385357;118.060889;0.080744;20;;
503;Willy Winterstein;Kamera;2;23;4;0.37211;0.395873;413.32862;0.100077;22;;
504;Walter Supper;Drehbuch;2;18;4;0.367404;0.388145;94.451017;0.093456;15;;
505;Carl Meinhard;Darsteller;2;29;4;0.391467;0.417862;601.401786;0.196958;28;;
506;Lizzi Natzler;Darsteller;1;13;4;0.379536;0.399857;0;0.137354;13;;
507;Luise Ullrich;Darsteller;1;21;4;0.371845;0.395315;0;0.110474;20;;
508;Viktor de Kowa;Darsteller;1;15;4;0.371185;0.391571;0;0.100047;14;;
510;Magda Kun;Darsteller;1;14;4;0.349833;0.368706;0;0.062446;14;;
511;Martha Mair;Martha Mair;;Darsteller;1;14;4;0.337855;0.353569;0;0.029465;10
512;Walter Hoffmann;Produzent;1;13;4;0.358097;0.376514;0;0.062104;13;;
513;Martha Wolter;Darsteller;1;15;5;0.309834;0.326801;0;0.020428;15;;
514;Magda Sonja;Darsteller;1;11;4;0.346243;0.362492;0;0.047964;9;;
515;Walter Lesch;Drehbuch;1;14;4;0.348318;0.365679;0;0.044463;13;;
516;Wera Liessem;Darsteller;1;13;5;0.351833;0.370682;0;0.063665;12;;
517;Walter Schmidkunz;Drehbuch;1;21;4;0.371845;0.395315;0;0.110474;20;;
518;Martha Dübber;Schnitt;1;13;4;0.363068;0.383445;0;0.09815;13;;
519;Walter Riml;Darsteller;1;18;4;0.341384;0.36058;0;0.055414;18;;
520;Leo Slezak;Darsteller;1;13;4;0.379949;0.401689;0;0.141903;13;;
521;Martha Ziegler;Darsteller;1;12;4;0.351007;0.368149;0;0.045722;11;;
522;Walter Edthofer;Darsteller;1;19;4;0.33895;0.357871;0;0.052774;16;;
523;Ludwig Landshoff;Musik;1;10;5;0.31402;0.327502;0;0.014077;9;;
524;Madeleine Guitty;Darsteller;1;15;5;0.354096;0.376338;0;0.120677;15;;
525;Wolfgang Staudte;Darsteller;1;13;4;0.374642;0.394997;0;0.093002;12;;
526;Willi Domgraf-Faßbaender;Darsteller;1;12;4;0.350067;0.37014;0;0.07501;12;;
527;Leo Peukert;Darsteller;1;13;4;0.36844;0.387827;0;0.073215;11;;
528;Madeleine Ozeray;Darsteller;1;17;4;0.361687;0.380975;0;0.09895;17;;
529;Léon Larive;Darsteller;1;12;4;0.328931;0.34616;0;0.061067;12;;
1104;Kurt Gerron;Regie/Darsteller;6;89;3;0.452814;0.48566;2774.904945;0.538592;64;;
531;Lydia Newerowskaja;Darsteller;1;4;5;0.294648;0.30674;0;0.008296;4;;
532;Walter Ulfig;Musik;1;11;4;0.356267;0.373008;0;0.051976;11;;
533;Maurice Pivar;Schnitt;1;18;4;0.323539;0.34138;0;0.042832;17;;
534;Wolfgang Zilzer;Darsteller;1;11;5;0.295313;0.308779;0;0.011264;10;;
535;Wolfgang Wilhelm;Drehbuch;1;17;4;0.339831;0.35819;0;0.051183;17;;
536;Mary Parker;Darsteller;1;17;4;0.360441;0.383206;0;0.105102;16;;
537;Max Brinck;Kamera;1;12;4;0.335579;0.352852;0;0.036291;11;;
538;Ludwig Stössel;Darsteller;1;21;4;0.371845;0.395315;0;0.110474;20;;
539;Mark Sorkin;Regie;1;14;4;0.35651;0.373407;0;0.063521;13;;
540;Lizzi Waldmüller;Darsteller;1;5;4;0.326875;0.341221;0;0.026579;5;;
541;Margarete Schlegel;Darsteller;1;13;4;0.377209;0.398901;0;0.146004;13;;
542;Ludwig von Wohl;Drehbuch;1;18;4;0.341384;0.36058;0;0.055414;18;;
543;Wäscherin;Darsteller;1;17;4;0.386977;0.408381;0;0.158921;17;;
544;Lothar Wolff;Schnitt;1;11;4;0.351597;0.369184;0;0.061597;11;;
545;Margot Walter;Darsteller;1;13;4;0.367018;0.386711;0;0.088686;13;;
546;Walter R. Koessler;Bauten;1;18;4;0.323539;0.34138;0;0.042832;17;;
547;Vladimir Striževskij;Regie;1;4;5;0.294648;0.30674;0;0.008296;4;;
548;Luise Rainer;Darsteller;1;16;4;0.374642;0.394678;0;0.12493;16;;
549;Marie-Laure;Darsteller;1;12;4;0.341384;0.359305;0;0.058808;11;;
550;Wolfgang von Schwindt;Darsteller;1;12;4;0.350067;0.37014;0;0.07501;12;;
551;Wera Engels;Darsteller;1;16;4;0.340717;0.359385;0;0.065699;15;;
552;Margarete Sachse;Darsteller;1;14;4;0.346702;0.364563;0;0.051827;11;;
553;Lothar Bühle;Schnitt;1;15;4;0.38245;0.402645;0;0.115114;14;;
554;Margarete Hruby;Darsteller;1;14;5;0.303805;0.320491;0;0.019441;13;;
555;Walter Winnig;Musik;1;9;4;0.332063;0.347514;0;0.026801;9;;
556;Maria Bard;Darsteller;1;11;4;0.362691;0.382011;0;0.075717;11;;
557;Marcelle Praince;Darsteller;1;18;4;0.341718;0.362412;0;0.105877;16;;
558;Louis Verneuil;Drehbuch;1;15;4;0.373972;0.396112;0;0.112511;15;;
559;Lilli Schoenborn;Darsteller;1;15;5;0.309834;0.326801;0;0.020428;15;;
560;Maria Janowska;Darsteller;1;15;4;0.367921;0.388703;0;0.082359;14;;
561;Ludwig Gottschalk;Produzent;1;15;4;0.359697;0.379222;0;0.081546;15;;
562;Maria Matray;Darsteller;1;16;4;0.340717;0.359385;0;0.065699;15;;
563;Vilma Bánky;Darsteller;1;18;4;0.365223;0.386552;0;0.083847;15;;
564;Marcel Vallée;Darsteller;1;14;4;0.322939;0.341061;0;0.037682;14;;
565;Maria Meißner;Darsteller;1;12;4;0.350067;0.37014;0;0.07501;12;;
566;Marcel Carpentier;Darsteller;1;6;4;0.313361;0.327836;0;0.027383;6;;
567;W. Solsky;Drehbuch;1;14;4;0.354817;0.373327;0;0.087034;14;;
568;Maria Murmann;Darsteller;1;14;5;0.31506;0.331198;0;0.022953;12;;
569;Manfred von Brauchitsch;Darsteller;1;9;4;0.335364;0.350223;0;0.031099;9;;
570;Mammey Terja-Basa;Darsteller;1;13;4;0.358097;0.376514;0;0.062104;13;;
571;Leopold Kramer;Darsteller;1;16;4;0.340717;0.359385;0;0.065699;15;;
572;Luciano Albertini;Darsteller;1;10;4;0.346587;0.363289;0;0.057928;10;;
573;Lia Eibenschütz;Darsteller;1;14;4;0.359945;0.379939;0;0.077599;14;;
574;Willy Ostermann;Musik;1;16;4;0.365351;0.386154;0;0.091267;16;;
575;Willi Münzenberg;Produzent;1;15;5;0.309834;0.326801;0;0.020428;15;;
576;Paul Oskar Höcker;Drehbuch;1;13;4;0.328208;0.343133;0;0.032678;12;;
578;Pia van Hoeven;Darsteller;1;9;4;0.332063;0.347514;0;0.026801;9;;
579;Philipp Manning;Darsteller;1;14;4;0.354817;0.373088;0;0.04936;11;;
580;Petra Unkel;Darsteller;1;14;4;0.351125;0.369344;0;0.078932;14;;
581;Peter Wolff;Darsteller;1;13;4;0.374642;0.394997;0;0.093002;12;;
582;Peter Meyrowitz;Schnitt;1;15;5;0.309834;0.326801;0;0.020428;15;;
583;Rose Barsony;Darsteller;1;13;4;0.368569;0.38942;0;0.105012;12;;
584;Peter Kröger;Darsteller;1;14;5;0.303805;0.320491;0;0.019441;13;;
585;Percy Parsons;Darsteller;1;15;5;0.326467;0.3471;0;0.093864;14;;
586;Rotraut Richter;Darsteller;1;15;4;0.372906;0.394359;0;0.10933;14;;
587;Paulette Duvernet;Darsteller;1;15;5;0.327592;0.348853;0;0.102965;15;;
588;Paule Andral;Darsteller;1;12;4;0.341384;0.359305;0;0.058808;11;;
589;Paul Rehkopf;Darsteller;1;14;4;0.354817;0.373088;0;0.04936;11;;
590;Wladimir Gaidarow;Darsteller;1;13;4;0.358834;0.377629;0;0.076772;12;;
591;Paul Morgan;Darsteller;1;15;4;0.377481;0.398263;0;0.146877;15;;
592;Pierre Finaly;Darsteller;1;15;5;0.327592;0.348853;0;0.102965;15;;
1111;Luis Trenker;Darsteller/Drehbuch/Regie;7;122;4;0.381334;0.409576;917.487819;0.13979;36;;
594;Paul Merzbach;Drehbuch;1;16;4;0.366889;0.385755;0;0.095837;13;;
595;Rudolf Klein-Rogge;Darsteller;1;7;5;0.275336;0.2866;0;0.005884;6;;
596;Wladimir Metzl;Musik;1;15;4;0.359697;0.379222;0;0.081546;15;;
597;Paul Mann;Musik;1;15;4;0.35136;0.37269;0;0.125844;15;;
598;Paul Kohner;Produzent;1;21;4;0.371845;0.395315;0;0.110474;20;;
599;Paul Hühn;Musik;1;14;4;0.359945;0.379939;0;0.077599;14;;
600;Rudolf Oesterreicher;Drehbuch;1;14;4;0.360939;0.379541;0;0.071178;13;;
601;Rudolf Platte;Darsteller;1;5;4;0.326875;0.341221;0;0.026579;5;;
602;Rudolf Schaad;Schnitt;1;13;4;0.366246;0.385357;0;0.080815;13;;
603;Paul Hartmann;Darsteller;1;16;4;0.355178;0.377151;0;0.123069;16;;
604;Paul Georg;Drehbuch;1;13;4;0.38245;0.404238;0;0.13064;13;;
605;Paul Dessau;Musik;1;18;4;0.341384;0.36058;0;0.055414;18;;
606;Sergio Tofano;Darsteller;1;15;4;0.360939;0.382091;0;0.091025;15;;
1129;Hans Behrendt;Drehbuch/Regie;2;26;4;0.390882;0.416029;545.544347;0.126694;25;;
608;Pierre Piérade;Darsteller;1;16;4;0.3395;0.361855;0;0.109785;16;;
609;Max Holsboer;Darsteller;1;14;4;0.337855;0.353569;0;0.029465;10;;
610;Renato Cialente;Darsteller;1;15;4;0.360939;0.382091;0;0.091025;15;;
611;Robert Goupil;Darsteller;1;12;4;0.330281;0.34855;0;0.052073;12;;
612;Robert Fürst;Regie;1;0;0;0;0;0;0;0;;
613;Robert Eckert;Darsteller;1;13;4;0.358097;0.376514;0;0.062104;13;;
614;Robert Arnoux;Darsteller;1;14;4;0.363194;0.381294;0;0.108933;14;;
615;Robert Moor;Darsteller;1;17;4;0.361687;0.380975;0;0.09895;17;;
616;Willy Grill;Darsteller;1;14;4;0.360193;0.377549;0;0.083049;14;;
617;Robert Pizani;Darsteller;1;6;4;0.313361;0.327836;0;0.027383;6;;
618;Robert Scharfenberg;Bauten;1;15;5;0.309834;0.326801;0;0.020428;15;;
