Id;Label;Contribution;Weight;Weighted Degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;eigencentrality;Degree;;
61;Hans-Otto Borgmann;Musik;7;103;4;0.424858;0.463193;2886.150843;0.481507;69;;
62;Otto Stransky;Musik;7;83;3;0.451836;0.488368;7292.054558;0.44096;75;;
63;Hans Junkermann;Darsteller;7;81;3;0.460387;0.49522;5361.204786;0.522004;75;;
64;Billy Wilder;Drehbuch;7;102;4;0.44912;0.485978;4369.754064;0.593902;74;;
65;Gustav A. Knauer;Bauten;7;97;4;0.438207;0.47594;3667.646882;0.400921;71;;
67;Gregor Rabinowitsch;Produzent;7;104;4;0.425203;0.463591;3839.248793;0.350265;67;;
68;Paul Otto;Darsteller;7;92;3;0.457368;0.496017;8523.151293;0.553098;85;;
69;Giuseppe Becce;Musik;7;114;3;0.442845;0.482473;11608.971186;0.339947;80;;
70;Paul May;Schnitt;6;73;4;0.43547;0.469806;4713.620521;0.315016;60;;
71;Jacek Rotmil;Bauten;6;79;3;0.439865;0.473869;1779.844339;0.45776;61;;
72;Bronislau Kaper;Musik;6;82;3;0.445865;0.481836;3130.175354;0.538871;70;;
73;Karl Ludwig Diehl;Darsteller;6;97;3;0.466548;0.503187;7700.129481;0.569886;85;;
74;Bruno Granichstaedten;Musik/Drehbuch;6;90;3;0.44247;0.473231;2092.792328;0.342673;52;;
75;Julius von Borsody;Bauten;6;85;3;0.44191;0.474984;1518.820962;0.499919;59;;
76;Ludwig Reiber;Bauten;6;72;4;0.419071;0.453713;3267.43232;0.261688;56;;
77;Margarete Kupfer;Darsteller;6;83;3;0.45837;0.494264;5044.872855;0.559299;77;;
78;Ferdinand von Alten;Darsteller;6;74;4;0.438943;0.474187;2936.238423;0.402985;64;;
79;Mathias Wieman;Darsteller;6;82;4;0.419912;0.453155;5133.545289;0.211658;51;;
80;Gustav Fröhlich;Darsteller;6;78;4;0.458169;0.49044;3443.856535;0.425852;64;;
81;Walter Reimann;Bauten;6;86;3;0.440421;0.478489;4229.051354;0.432465;74;;
82;Viktor Gertler;Schnitt;6;87;4;0.406371;0.4424;1289.655237;0.31759;57;;
83;Hugo Fischer-Köppe;Darsteller;6;81;4;0.435289;0.469089;3627.027129;0.323709;58;;
84;Trude Berliner;Darsteller;6;74;3;0.454783;0.489165;5409.380861;0.473995;70;;
85;Ewald Daub;Kamera;6;78;4;0.43134;0.466141;3831.701952;0.293365;56;;
86;Fritz Grünbaum;Darsteller/Drehbuch;6;82;4;0.447009;0.482473;3710.075932;0.485462;67;;
87;Hans May;Musik;6;79;4;0.452618;0.486297;3349.732756;0.482121;66;;
88;E. W. Emo;Regie;6;60;3;0.437474;0.467017;1113.667789;0.397197;46;;
89;Gabriel Levy;Produzent;6;83;4;0.431162;0.467097;4744.880629;0.389454;63;;
90;Willy Zeunert;Schnitt;6;81;4;0.4472;0.483748;4410.304169;0.448454;72;;
91;Willy Hameister;Kamera;6;74;4;0.421944;0.455386;1744.375524;0.295461;53;;
92;Alfred Abel;Darsteller;6;76;4;0.440236;0.477055;5071.555649;0.42224;68;;
93;Leni Riefenstahl;Darsteller/Drehbuch/Produzent/Regie/Schnitt;5;50;4;0.337855;0.353569;0;0.029465;10;;
94;Walter Jurmann;Musik;5;73;3;0.437291;0.471638;1702.257525;0.497097;61;;
95;Wolfgang Zeller;Musik;5;65;4;0.389862;0.419375;1921.227786;0.129367;38;;
96;Otto Wallburg;Darsteller;5;62;4;0.435833;0.468372;2025.807411;0.37228;54;;
97;Otto Wernicke;Darsteller;5;62;4;0.426939;0.462157;3930.124709;0.31505;55;;
98;Paul Abraham;Musik;5;63;4;0.426069;0.457855;1141.673429;0.367088;47;;
99;Marc Roland;Musik;5;55;3;0.423997;0.457138;4215.219735;0.264892;53;;
100;Paul Henckels;Darsteller;5;64;4;0.410196;0.4471;4195.225052;0.298003;59;;
102;Allan Gray;Musik;5;68;4;0.405741;0.439054;1896.012094;0.27546;48;;
103;Tibor von Halmay;Darsteller;5;66;3;0.449699;0.482473;4430.540062;0.399162;62;;
104;Walter Reisch;Drehbuch;5;75;4;0.409554;0.441922;1317.389582;0.307819;47;;
105;Andrew Marton;Schnitt;5;79;4;0.406056;0.44232;2174.408246;0.247447;55;;
106;Gustav Diessl;Darsteller;5;71;4;0.405898;0.441762;5984.083711;0.202336;55;;
107;Emil Hasler;Bauten;5;73;3;0.438943;0.473072;2990.503981;0.388294;61;;
108;Max Gülstorff;Darsteller;5;71;3;0.447391;0.481198;3275.126656;0.514005;64;;
109;Brigitte Helm;Darsteller;5;71;4;0.40748;0.43985;2585.266905;0.202093;46;;
110;Else Elster;Darsteller;5;68;4;0.438758;0.474187;3295.003974;0.39921;63;;
111;Max Kolpé;Drehbuch;5;70;4;0.438758;0.473072;2561.828217;0.449113;61;;
112;Hugo von Kaweczynski;Kamera;5;71;3;0.449892;0.481995;3015.141917;0.427625;60;;
113;Elga Brink;Darsteller;5;60;4;0.428337;0.463512;3882.267606;0.303195;58;;
114;Curt Courant;Kamera;5;73;4;0.432053;0.468133;2525.543892;0.410639;64;;
115;Robert Herlth;Bauten;5;63;4;0.414257;0.447817;2095.580547;0.277985;49;;
116;Hildegard Grebner;Schnitt;5;68;4;0.43241;0.464946;1837.360108;0.336936;53;;
117;Hertha Thiele;Darsteller;5;56;4;0.417065;0.45204;11122.816108;0.223208;55;;
118;Ursula Grabley;Darsteller;5;55;4;0.413602;0.448215;4314.796449;0.280123;54;;
119;Hermann Speelmans;Darsteller;5;69;4;0.431874;0.469089;3037.220026;0.4463;64;;
120;Hermann Haller;Schnitt;5;79;3;0.448158;0.484385;4392.543866;0.467278;72;;
121;Theo Mackeben;Musik;5;67;4;0.427113;0.462396;2541.826654;0.328043;58;;
122;Dolly Haas;Darsteller;5;73;4;0.442845;0.478808;3843.200852;0.50777;68;;
123;Walter Röhrig;Bauten;5;63;4;0.414257;0.447817;2095.580547;0.277985;49;;
124;Paul Martin;Regie;5;74;4;0.392054;0.422004;478.886595;0.269566;41;;
125;Konstantin Mick;Schnitt;5;72;4;0.418567;0.451083;638.07976;0.395494;48;;
126;Walter Wassermann;Drehbuch;5;71;3;0.422626;0.455545;1601.009746;0.400396;52;;
127;Friedrich Kayßler;Darsteller;5;66;4;0.439865;0.474426;10160.280375;0.269299;60;;
129;Käthe von Nagy;Darsteller;5;68;4;0.409073;0.443117;1389.503905;0.323261;48;;
130;Pierre Brasseur;Darsteller;5;74;4;0.388414;0.423598;1571.45978;0.309079;54;;
131;Leonard Steckel;Darsteller;5;63;4;0.413766;0.448215;1754.633928;0.284361;50;;
132;Fritz Falkenstein;Drehbuch;5;63;4;0.4184;0.450924;1358.063449;0.298747;48;;
133;Camilla Spira;Darsteller;5;59;4;0.419743;0.453633;3148.995701;0.273262;54;;
134;Bruno Timm;Kamera;5;75;3;0.447774;0.481517;2381.891777;0.428268;64;;
135;Reinhold Schünzel;Regie/Drehbuch;5;57;4;0.392643;0.417941;216.930236;0.174918;26;;
136;Franz Wachsmann;Musik;5;74;4;0.445675;0.48088;4474.863621;0.437755;67;;
137;Werner Brandes;Kamera;5;73;4;0.416899;0.454669;2306.077177;0.385636;60;;
138;Friedel Buckow;Schnitt;4;57;4;0.416401;0.448932;1164.493539;0.289488;46;;
139;Franz Wenzler;Regie;4;43;4;0.413602;0.443196;622.932515;0.310914;39;;
140;Willy Reiber;Bauten;4;50;4;0.407321;0.438416;3210.52671;0.199102;41;;
141;Hedwig Wangel;Darsteller;4;47;4;0.417732;0.449171;2228.031552;0.30104;43;;
142;Franz Seitz Sr.;Regie/Drehbuch/Produzent;4;48;4;0.345671;0.365679;38.644583;0.058306;18;;
143;Szöke Szakall;Darsteller;4;53;3;0.425896;0.457616;1310.439341;0.3407;49;;
144;Franz Planer;Kamera;4;53;4;0.422968;0.455465;2928.381576;0.255033;48;;
145;Theo Lingen;Darsteller;4;56;3;0.436015;0.466699;4020.733419;0.377965;49;;
146;Heinz Rühmann;Darsteller;4;56;3;0.442658;0.472753;1036.147613;0.470769;50;;
147;Mischa Spoliansky;Musik;4;56;4;0.401844;0.431565;1062.451602;0.219461;38;;
148;Franz Koch;Kamera;4;51;4;0.397719;0.428458;1773.431573;0.157999;40;;
149;Ella Ensink;Schnitt;4;69;3;0.408434;0.439611;1329.644217;0.284099;45;;
150;Erika Dannhoff;Darsteller;4;62;4;0.389717;0.422482;2023.349348;0.174667;44;;
151;Hans Wilhelm;Drehbuch;4;58;3;0.443973;0.474506;1921.969935;0.420496;52;;
152;Fritz Wenneis;Musik;4;56;4;0.404642;0.434592;1108.729011;0.184326;38;;
153;Paul Westermeier;Darsteller;4;53;4;0.43547;0.467495;3005.705456;0.363275;51;;
154;Peter Kreuder Jr.;Musik;4;51;4;0.394419;0.42551;2968.865513;0.159842;41;;
155;Gerhard Dammann;Darsteller;4;35;4;0.407004;0.43499;678.667932;0.231643;33;;
156;Rosa Valetti;Darsteller;4;50;4;0.433306;0.464388;2005.735618;0.327401;48;;
1115;Karl Hartl;Regie/Drehbuch;4;63;4;0.400459;0.433716;5004.031264;0.247635;50;;
158;Paul Heidemann;Darsteller;4;58;4;0.424341;0.456342;2331.641757;0.313099;49;;
159;Hans Albers;Darsteller;4;59;4;0.411811;0.444391;895.009614;0.379084;49;;
160;Senta Söneland;Darsteller;4;49;3;0.431162;0.46144;1447.658468;0.32233;46;;
161;Gretl Theimer;Darsteller;4;57;4;0.420756;0.455386;3398.046511;0.308336;53;;
162;Erich Czerwonski;Bauten;4;53;4;0.408434;0.440886;2051.339458;0.231624;44;;
163;Hans Brausewetter;Darsteller;4;56;4;0.445675;0.477374;3136.194732;0.409039;55;;
164;Ernö Hajos;Schnitt;4;61;4;0.427637;0.460644;1477.167564;0.384607;51;;
165;Willy Fritsch;Darsteller;4;61;4;0.434025;0.467336;1445.06887;0.479617;56;;
166;Fritz Odemar;Darsteller;4;49;4;0.424858;0.455226;2119.952369;0.288751;44;;
167;Ralph Erwin;Musik;4;50;4;0.427462;0.456501;1471.268168;0.316282;40;;
168;Wolf Albach-Retty;Darsteller;4;52;4;0.420249;0.451721;1113.921908;0.304674;45;;
169;Dorothea Wieck;Darsteller;4;57;4;0.438574;0.470045;1908.258593;0.399476;52;;
170;Robert Baberske;Kamera;4;54;4;0.425203;0.456342;876.32015;0.396796;46;;
171;Albert Paulig;Darsteller;4;50;3;0.431696;0.462874;1863.611376;0.365399;49;;
172;Kurt Siodmak;Drehbuch;4;49;4;0.404017;0.434114;1064.410241;0.253851;38;;
173;Lien Deyers;Darsteller;4;49;3;0.419575;0.451083;1399.423686;0.316127;47;;
174;Bernhard Goetzke;Darsteller;4;49;4;0.420249;0.451562;1747.943803;0.286175;46;;
176;Victor Janson;Regie;4;50;3;0.421774;0.450924;610.83024;0.318769;40;;
177;Max Heilbronner;Bauten;4;52;4;0.437657;0.46869;1398.119439;0.411189;50;;
178;Hilde Hildebrand;Darsteller;4;46;4;0.427987;0.458413;694.074001;0.337425;41;;
179;Josef Eichheim;Darsteller;4;41;4;0.386263;0.414516;1287.044344;0.158248;34;;
181;Leopold Blonder;Bauten;4;68;4;0.410518;0.442479;2927.493198;0.208161;46;;
182;Werner Fuetterer;Darsteller;4;59;4;0.421265;0.455784;2336.124846;0.351747;53;;
1103;Werner Hochbaum;Drehbuch/Regie;2;20;5;0.295313;0.308779;0;0.011264;10;;
184;Herbert Körner;Kamera;4;65;4;0.380502;0.412046;1881.11686;0.143538;47;;
185;Charlotte Ander;Darsteller;4;52;4;0.412461;0.444949;2136.441817;0.254232;47;;
186;Henry Kosterlitz;Drehbuch/Regie;4;58;4;0.419575;0.453474;1860.287193;0.300719;53;;
187;Bruno Mondi;Kamera;4;51;4;0.416401;0.447658;1380.842725;0.247297;45;;
188;Kardosch-Sänger;Musik;4;39;4;0.425549;0.454589;2414.861108;0.269234;39;;
189;Johannes Guter;Regie;4;42;4;0.385693;0.414834;2716.501833;0.145544;34;;
190;Georg Jacoby;Regie;3;26;4;0.392938;0.418977;510.711271;0.173499;26;;
191;Georg Krause;Kamera;3;44;4;0.397719;0.42559;1229.203092;0.158995;35;;
192;Pierre Billon;Regie;3;36;4;0.352545;0.376912;225.277617;0.125698;25;;
193;Willy Stettner;Darsteller;3;45;4;0.425722;0.456023;1849.030066;0.332025;44;;
194;Gabriel Pascal;Produzent;3;42;4;0.398173;0.426546;757.97367;0.193977;33;;
195;Karl M. May;Musik;3;42;4;0.405898;0.435787;1139.683972;0.205133;39;;
196;Michael Varkonyi;Darsteller;3;57;4;0.381334;0.409576;917.487819;0.13979;36;;
197;Peter Voss;Darsteller;3;28;4;0.375718;0.401131;1380.769751;0.104901;27;;
198;Karl Hasselmann;Kamera;3;44;4;0.416401;0.4471;2129.109147;0.247498;42;;
199;Peter Lorre;Darsteller;3;45;4;0.399389;0.430927;565.567704;0.340925;43;;
200;G. W. Pabst;Regie;3;44;5;0.353617;0.374156;56.57117;0.063449;21;;
201;Gertrud Wolle;Darsteller;3;42;4;0.412623;0.444391;1479.57121;0.298149;42;;
202;Karin Hardt;Darsteller;3;32;4;0.390882;0.417702;924.000261;0.125278;28;;
203;Paul Wegener;Darsteller;3;47;3;0.413275;0.443435;1785.924609;0.259157;42;;
204;Paul Richter;Darsteller;3;39;4;0.379123;0.406628;6633.403434;0.16039;34;;
205;Adolf Wohlbrück;Darsteller;3;37;4;0.406687;0.43499;897.660916;0.196761;33;;
206;Willy Zeyn jun.;Schnitt;3;47;4;0.381473;0.409337;170.002998;0.228202;31;;
208;Karol Rathaus;Musik;3;40;4;0.379398;0.405991;1244.799496;0.1144;31;;
209;Karl Machus;Bauten;3;51;4;0.38064;0.412683;1740.520579;0.181195;45;;
210;Friedrich Fehér;Drehbuch/Musik/Regie;3;27;4;0.346243;0.362492;0;0.047964;9;;
211;Ladislaus Vajda;Drehbuch;3;44;5;0.353617;0.374156;56.57117;0.063449;21;;
212;Robert A. Dietrich;Bauten;3;41;4;0.410679;0.438815;1497.31715;0.208157;35;;
213;Ladislao Vajda;Schnitt;3;42;4;0.415409;0.443515;322.142453;0.318648;35;;
214;Franz Rauch;Drehbuch;3;41;4;0.418903;0.447498;621.578376;0.305164;37;;
215;Kurt Vespermann;Darsteller;3;26;4;0.39059;0.414675;652.829556;0.137261;25;;
216;Franz Schulz;Drehbuch;3;42;4;0.412461;0.442639;811.097447;0.264275;40;;
217;Franz Winterstein;Drehbuch;3;33;4;0.383853;0.40862;388.778521;0.106675;26;;
1100;James Bauer;Regie/Produzent;3;37;4;0.388703;0.414516;296.480114;0.171361;25;;
220;Leopold von Ledebur;Darsteller;3;36;4;0.399694;0.427103;485.170554;0.220786;33;;
221;Renate Müller;Darsteller;3;42;4;0.399084;0.429254;566.686111;0.283525;40;;
222;Karl Noti;Drehbuch;3;41;4;0.417398;0.44463;394.357079;0.261737;33;;
223;Reinhold Bernt;Darsteller;3;36;4;0.390299;0.417543;354.073774;0.13831;27;;
224;Lil Dagover;Darsteller;3;42;4;0.413766;0.443913;1595.572706;0.240629;40;;
225;Fritz Friedmann-Frederich;Drehbuch/Regie;3;35;4;0.380779;0.404876;261.210016;0.131029;22;;
226;Ralph Arthur Roberts;Darsteller;3;36;4;0.404642;0.434911;831.387107;0.258068;35;;
227;Fritz Maurischat;Bauten;3;56;4;0.3847;0.41587;1589.877008;0.165795;40;;
228;Lucien Baroux;Darsteller;3;40;4;0.387551;0.416029;737.576884;0.207002;36;;
229;Fritz Rasp;Darsteller;3;49;4;0.395463;0.426944;1534.195665;0.235705;40;;
230;Karl Weber;Bauten;3;47;4;0.350889;0.378585;2330.389042;0.079938;38;;
231;Fritz Schulz;Darsteller;3;44;4;0.412623;0.442639;712.250236;0.290694;40;;
232;Karl Puth;Kamera;3;35;4;0.400306;0.428298;2142.135742;0.18168;35;;
233;Lucie Höflich;Darsteller;3;36;4;0.393381;0.421128;1187.871371;0.216988;35;;
234;Gustav Püttjer;Darsteller;3;24;4;0.395762;0.420969;400.362831;0.165357;22;;
235;Guido Seeber;Kamera;3;41;3;0.414422;0.44232;492.664521;0.263614;35;;
236;Wolfgang Becker;Schnitt;3;48;4;0.399084;0.432839;2493.032123;0.24621;47;;
237;Alfred Strasser;Musik;3;43;4;0.412136;0.439372;563.813006;0.230204;32;;
238;Hansi Niese;Darsteller;3;41;4;0.410518;0.441284;1126.721742;0.229743;37;;
239;Albrecht Joseph;Drehbuch;3;40;4;0.373305;0.396192;47.986761;0.132868;22;;
240;Hansom Milde-Meißner;Schnitt/Musik;3;38;4;0.389862;0.416268;372.447773;0.163275;28;;
241;Alfred Junge;Bauten;3;40;4;0.39878;0.42798;1083.500845;0.1728;37;;
242;Harry Hardt;Darsteller;3;35;4;0.399237;0.428697;842.487692;0.188324;34;;
245;Hubert von Meyerinck;Darsteller;3;43;4;0.412623;0.443435;831.376736;0.29344;42;;
247;Hermann Oberländer;Drehbuch;3;44;5;0.353617;0.374156;56.57117;0.063449;21;;
248;Heinrich Balasch;Kamera;3;40;4;0.3847;0.414117;927.769707;0.153779;35;;
249;Hermann Millakowsky;Produzent;3;38;4;0.414257;0.441603;303.736093;0.239634;31;;
250;Heinz Fenchel;Bauten;3;41;4;0.369873;0.39675;393.825738;0.136815;29;;
251;Heinz Goldberg;Drehbuch;3;43;3;0.413275;0.441842;577.722084;0.248887;37;;
252;Heinz Gordon;Darsteller/Drehbuch;3;43;4;0.406687;0.433078;378.910098;0.229544;29;;
253;Heinz Letton;Musik;3;36;4;0.406529;0.433795;300.952857;0.204768;29;;
1099;Richard Oswald;Regie/Produzent;6;84;4;0.404329;0.432043;267.481172;0.214483;32;;
256;Herbert Juttke;Drehbuch/Regie;3;35;4;0.393974;0.417463;793.064212;0.137998;21;;
257;Herbert B. Fredersdorf;Schnitt;3;40;4;0.421944;0.451322;1098.021577;0.264265;38;;
258;Olga Tschechowa;Darsteller;3;41;4;0.420756;0.449012;979.181768;0.255307;36;;
259;Henry Sokal;Produzent;3;47;4;0.39878;0.429653;2832.157152;0.174878;41;;
260;Otto Eis;Drehbuch;3;42;4;0.400766;0.429414;634.535701;0.208849;33;;
261;Hans Székely;Drehbuch;3;41;4;0.371845;0.396909;61.29878;0.146237;27;;
262;Gustav Althoff;Produzent;3;41;4;0.396813;0.426147;224.098518;0.213196;31;;
263;Hans Stüwe;Darsteller;3;43;4;0.411002;0.441045;1828.206481;0.209896;37;;
264;Ludwig Berger;Regie;3;41;4;0.371845;0.396909;61.29878;0.146237;27;;
265;Josef Than;Drehbuch;3;26;4;0.398476;0.424793;781.647218;0.152221;26;;
266;Anatole Litvak;Regie;3;40;4;0.373305;0.396192;47.986761;0.132868;22;;
267;Gérard Jacobson;Musik;3;45;4;0.377617;0.402804;138.897559;0.196419;28;;
268;Géza von Bolváry;Regie;3;38;4;0.415409;0.44232;391.80105;0.222627;30;;
269;Johannes Meyer;Regie;3;37;4;0.425203;0.453075;1221.436494;0.237579;36;;
270;Anatol Potok;Produzent;3;53;3;0.401227;0.429095;434.924306;0.250342;35;;
271;Hanne Kuyt;Schnitt;3;48;4;0.408434;0.440727;2580.662772;0.191897;44;;
272;Hans Adalbert Schlettow;Darsteller;3;32;4;0.405898;0.432839;648.038109;0.179206;30;;
273;Johannes Brandt;Drehbuch;3;41;4;0.412949;0.440408;793.364241;0.207373;33;;
274;Albert Benitz;Kamera;3;57;4;0.381334;0.409576;917.487819;0.13979;36;;
1126;Ferruccio Biancini;Produzent/Regie;2;20;4;0.371845;0.395634;194.993915;0.122772;20;;
277;Jean Murat;Darsteller;3;44;4;0.368959;0.397706;251.528918;0.261694;37;;
278;Jean Dax;Darsteller;3;31;4;0.363953;0.390217;3305.594824;0.116964;27;;
279;Jean Bachelet;Kamera;3;47;4;0.407321;0.436106;1889.45338;0.209744;37;;
280;Jan Kiepura;Darsteller;3;40;4;0.373305;0.396192;47.986761;0.132868;22;;
281;Hans Jacoby;Bauten;3;39;4;0.400766;0.431007;1410.245421;0.197178;38;;
282;Iván Petrovich;Darsteller;3;38;4;0.404955;0.434751;1010.241896;0.222937;37;;
283;Max Adalbert;Darsteller;3;41;4;0.403238;0.43268;1941.70301;0.255912;39;;
284;Max Hansen;Darsteller;3;42;4;0.420926;0.450605;963.535691;0.304896;41;;
285;Hans Müller;Drehbuch;3;44;4;0.37653;0.401928;200.380776;0.176917;28;;
286;Hans Oser;Schnitt;3;44;5;0.353617;0.374156;56.57117;0.063449;21;;
1120;Jean Boyer;Drehbuch/Regie;2;22;4;0.352782;0.371813;0;0.063034;10;;
288;Werner Scheff;Drehbuch;3;41;4;0.386548;0.412604;290.859879;0.115596;24;;
289;Grete Walter;Musik;3;38;4;0.394717;0.423757;988.445888;0.158916;36;;
290;Ernst Busch;Darsteller;3;38;4;0.393381;0.423518;5783.432376;0.143499;38;;
291;Eugen Szatmári;Drehbuch;3;41;4;0.399847;0.431724;1304.094717;0.217239;40;;
292;Trude Hesterberg;Darsteller;3;39;4;0.393085;0.421526;1191.459298;0.23763;35;;
293;Roger Le Bon;Regie;3;38;4;0.37264;0.400096;730.783841;0.208703;36;;
294;Arnold Lippschitz;Drehbuch;3;36;4;0.406529;0.433795;300.952857;0.204768;29;;
295;Arthur Hohenberg;Produzent;3;52;4;0.360441;0.387428;152.171208;0.160205;31;;
296;Tela Tschai;Darsteller;3;44;5;0.353617;0.374156;56.57117;0.063449;21;;
298;Rolf von Goth;Darsteller;3;41;4;0.41607;0.446224;1311.787011;0.30942;41;;
299;Eduard von Winterstein;Darsteller;3;35;4;0.382031;0.408222;628.199641;0.118562;29;;
300;Egon Eis;Drehbuch;3;42;4;0.400766;0.429414;634.535701;0.208849;33;;
301;Ernst Marischka;Drehbuch;3;46;3;0.424858;0.453155;729.923415;0.268977;38;;
302;Sonnie Hale;Darsteller;3;40;4;0.387551;0.415631;919.397208;0.214569;36;;
303;Ernst Erich Buder;Musik;3;40;4;0.384135;0.413161;1543.793739;0.152523;37;;
