Id;Label;Contribution;Weight;Weighted Degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;eigencentrality;Degree
0;Olga Engl;Darsteller;28;218;4;0.446972;0.498223;60798.067047;0.961043;152
1;Reinhold Schünzel;Darsteller/Regie;26;203;4;0.444648;0.492148;38398.396232;1;131
2;Curt Courant;Kamera;26;136;5;0.385166;0.417217;2113.139757;0.358981;42
3;Kurt Richter;Bauten;21;201;5;0.413891;0.460993;17742.965046;0.773576;106
5;Friedrich Zelnik;Regie/Darsteller;19;116;5;0.387114;0.425481;6794.91697;0.367131;60
6;Erik Lund;Regie;19;126;5;0.380529;0.411486;1460.3026;0.3379;39
7;Artur Günther;Bauten;19;133;5;0.396618;0.4366;13910.816827;0.377586;74
8;Leopold von Ledebur;Darsteller;18;144;5;0.413656;0.454803;14655.367656;0.634464;83
9;Ernst Pittschau;Darsteller;17;125;5;0.416142;0.462254;34269.467969;0.540103;105
10;Willi A. Herrmann;Bauten;17;161;5;0.413068;0.458127;25964.123665;0.551981;103
11;Robert Heymann;Drehbuch;16;90;5;0.414599;0.45102;31245.159346;0.436699;68
12;Rudolf Klein-Rohden;Darsteller;16;120;4;0.429415;0.467905;31562.840046;0.509815;90
14;Hermann Vallentin;Darsteller;15;119;5;0.418177;0.463148;25457.274265;0.566548;100
15;Giuseppe Becce;Musik;15;128;5;0.39956;0.442836;14949.312036;0.525153;84
16;Carl Hoffmann;Kamera;15;116;5;0.391492;0.436279;21465.864026;0.437637;86
17;Eduard von Winterstein;Darsteller;15;131;4;0.420353;0.463205;25688.97813;0.737371;99
18;Paul von Woringen;Regie/Drehbuch;15;64;5;0.361512;0.388377;3270.383143;0.138391;30
19;Magnus Stifter;Darsteller;15;131;5;0.424154;0.46936;20820.230538;0.779291;101
20;Rudolf Biebrach;Regie/Darsteller;14;125;5;0.391176;0.429356;5022.497184;0.527009;67
21;Richard Hutter;Drehbuch;14;130;5;0.375808;0.409835;3855.739118;0.344876;48
22;Friedrich Kühne;Darsteller;14;106;5;0.409577;0.453542;17203.373779;0.505655;84
23;Ria Jende;Darsteller;14;109;5;0.393718;0.437483;12400.05177;0.605234;80
24;Hedda Vernon;Darsteller;14;78;5;0.388458;0.421045;5932.942152;0.339906;45
25;Karl Platen;Darsteller;14;121;4;0.410155;0.448189;14690.168946;0.569714;76
27;Charles Willy Kayser;Darsteller/Regie;14;84;5;0.38794;0.424817;13568.271319;0.320434;60
29;Hans Karl Gottschalk;Kamera;13;94;5;0.396726;0.435591;12119.527325;0.385488;64
30;Emil Rameau;Darsteller;13;108;5;0.404788;0.448739;15984.892499;0.622357;85
31;Gertrud Welcker;Darsteller;13;93;5;0.398793;0.436348;5583.324789;0.511261;64
32;Bruno Kastner;Darsteller/Drehbuch;13;91;5;0.370163;0.397788;816.172381;0.258216;28
33;Harry Liedtke;Darsteller;13;122;5;0.411665;0.451261;9754.639545;0.629112;76
35;Ernst Stahl-Nachbaur;Darsteller;13;98;5;0.40774;0.448097;20346.819571;0.420661;80
36;Wilhelm Diegelmann;Darsteller;13;104;5;0.415547;0.458093;21195.795946;0.584154;87
37;Marga Köhler;Darsteller;13;105;5;0.407397;0.450367;22019.219953;0.515664;86
38;Paul Hartmann;Darsteller;13;112;4;0.40524;0.445094;11720.052411;0.61175;77
39;Ernst Krohn;Kamera/Drehbuch/Regie;13;89;5;0.399012;0.43354;20218.740667;0.33388;61
40;Ruth Goetz;Drehbuch;13;127;4;0.391597;0.429218;10235.401672;0.442638;64
41;Siegfried Wroblewsky;Bauten;13;112;5;0.391492;0.427293;4985.173847;0.425998;56
42;Heinrich Peer;Darsteller;12;77;5;0.376684;0.410912;8130.270976;0.26078;51
43;Hans Gaus;Drehbuch;12;94;4;0.410271;0.450596;15433.3774;0.504258;80
44;Walter Schmidthässler;Regie/Drehbuch/Darsteller;12;60;5;0.379734;0.410786;4952.275487;0.219728;38
45;Ferdinand Bonn;Darsteller/Drehbuch;12;83;5;0.390126;0.426868;16840.955355;0.301467;54
46;Victor Janson;Darsteller/Regie;12;103;5;0.390336;0.427487;7108.196522;0.43929;60
47;Max Lutze;Kamera;12;83;5;0.383742;0.418122;4020.523456;0.379396;49
48;Fred Immler;Darsteller;12;99;5;0.385984;0.427132;21025.111057;0.362878;73
49;Frida Richard;Darsteller;12;104;5;0.414718;0.457439;11869.296687;0.672176;87
50;Paul Davidson;Produzent;11;116;5;0.390755;0.427006;4263.400329;0.498087;60
51;Käte Haack;Darsteller;11;88;5;0.408198;0.444211;15698.757001;0.421855;66
52;Hanns Kräly;Drehbuch;11;115;5;0.394787;0.434342;7610.585819;0.574936;75
53;Ernst Deutsch;Darsteller;11;90;5;0.394894;0.433093;9101.677872;0.526958;68
54;Georg Alexander;Darsteller/Regie/Drehbuch;11;42;6;0.339402;0.366919;1544.847771;0.142428;21
55;Esther Carena;Darsteller;11;63;5;0.365143;0.395358;3165.431187;0.151227;35
