Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree,Column,Column2
218,Ludolf Grisebach,Schnitt,2,24,4,0.388512,0.417899,514.847204,0.244849,22,,
219,Kurt Waitzmann,Darsteller,2,26,4,0.382716,0.414651,628.220825,0.285033,25,,
220,La Jana,Darsteller,2,23,4,0.379205,0.406698,2470.819663,0.222989,21,,
221,Pola Negri,Darsteller,2,26,4,0.382126,0.411514,1643.225159,0.261032,25,,
222,Peter Voss,Darsteller,2,27,4,0.382913,0.414427,544.270882,0.264875,25,,
223,Lil Dagover,Darsteller,2,29,4,0.37998,0.411066,358.805319,0.285546,28,,
224,Peter Ostermayr,Produzent,2,29,4,0.379012,0.40905,153.617061,0.344146,25,,
225,Lilian Harvey,Darsteller,2,24,5,0.360815,0.387433,107.398473,0.20853,18,,
226,Lina Carstens,Darsteller,2,28,4,0.381343,0.411962,582.132224,0.291575,26,,
227,Peter Fényes,Musik,2,24,4,0.370887,0.399754,1410.271959,0.199641,24,,
228,Peter Bosse,Darsteller,2,29,4,0.395324,0.427195,718.830744,0.311732,28,,
229,Paul Wegener,Regie,2,27,4,0.390962,0.423387,272.631044,0.363005,26,,
230,Paul Richter,Darsteller,2,26,5,0.349788,0.38022,907.235445,0.238359,26,,
231,Paul Otto,Darsteller,2,26,4,0.393651,0.425627,374.648677,0.35133,24,,
233,Ludwig Reiber,Bauten,2,28,4,0.400215,0.4319,636.851188,0.333168,27,,
234,Ralph Benatzky,Musik,2,20,4,0.365243,0.391129,472.333945,0.167648,18,,
813,Jean Grémillon,Schnitt/Regie,2,20,4,0.321244,0.338822,0,0.062611,10,,
802,Hans H. Zerlett,Drehbuch/Regie,7,83,4,0.419391,0.453965,1240.457695,0.47128,37,,
237,Marc Allégret,Regie,2,20,5,0.315522,0.341241,7340,0.053028,20,,
238,Maria Cebotari,Darsteller,2,31,5,0.380563,0.414203,654.434696,0.321461,31,,
239,Maria Koppenhöfer,Darsteller,2,27,4,0.396588,0.429435,822.784972,0.334293,27,,
240,Marianne Behr,Schnitt,2,25,4,0.390142,0.418235,140.109617,0.290608,21,,
241,Paul Bildt,Darsteller,2,23,4,0.363814,0.391129,319.129303,0.171958,22,,
242,Otto Tressler,Darsteller,2,24,4,0.3589,0.386873,1112.177474,0.150137,24,,
243,Marina von Ditmar,Darsteller,2,30,4,0.388918,0.421819,479.097966,0.349735,28,,
244,Otto Linnekogel,Drehbuch,2,27,4,0.380174,0.409722,119.943242,0.29016,23,,
246,Max Knaake,Bauten,2,27,4,0.396588,0.428539,378.961646,0.345899,26,,
247,Otto Gebühr,Darsteller,2,33,4,0.398714,0.433244,796.863198,0.446747,33,,
248,Max Seefelder,Bauten,2,26,5,0.369048,0.399306,337.951357,0.195807,23,,
249,Kurt Seifert,Darsteller,2,28,4,0.3985,0.428763,534.666398,0.406699,28,,
250,Reinhold Meißner,Drehbuch,2,26,5,0.336043,0.364225,139.014799,0.146666,21,,
251,Jack Trevor,Darsteller,2,30,4,0.387097,0.419579,993.058012,0.356265,28,,
252,Rotraut Richter,Darsteller,2,27,4,0.388715,0.420363,268.215498,0.335177,25,,
253,Jacob Geis,Drehbuch,2,25,5,0.355131,0.384633,868.474341,0.133593,24,,
254,Jadwiga Kenda,Darsteller,2,25,4,0.36275,0.390345,304.506954,0.229218,21,,
255,Jakob Tiedtke,Darsteller,2,27,4,0.385492,0.414651,365.046653,0.285843,24,,
258,Johannes Heesters,Darsteller,2,27,4,0.383505,0.414091,388.198765,0.312555,26,,
259,Johannes Meyer,Regie,2,29,4,0.388106,0.421147,271.707846,0.331353,27,,
260,Milton Rosmer,Drehbuch/Regie,2,34,6,0.259414,0.280287,0,0.041872,15,,
827,Frank Wysbar,Regie/Drehbuch,3,31,4,0.363636,0.388665,335.003291,0.145628,18,,
262,Josef Eichheim,Darsteller,2,27,5,0.364885,0.398813,498.094692,0.26212,26,,
263,Josef Franz Strobl,Bauten,2,26,5,0.369048,0.399306,337.951357,0.195807,23,,
264,Rudo Ritter,Drehbuch,2,27,4,0.383505,0.414091,388.198765,0.312555,26,,
265,Rudi Godden,Darsteller,2,29,4,0.4,0.432236,742.801635,0.355888,27,,
266,Josef Rovenský,Drehbuch/Regie,2,28,5,0.330961,0.35513,0,0.088595,13,,
267,Rolf Pinegger,Darsteller,2,26,5,0.344444,0.371707,24.641244,0.207738,19,,
268,Kurt Heuser,Drehbuch,2,29,4,0.366683,0.398746,3243.966609,0.196234,26,,
269,Jutta Freybe,Darsteller,2,27,4,0.375947,0.407594,449.905456,0.262222,27,,
270,Karin Hardt,Darsteller,2,24,4,0.387702,0.417003,330.411633,0.295738,22,,
271,Karl Attenberger,Kamera,2,26,5,0.344444,0.371707,24.641244,0.207738,19,,
273,Karl Hasselmann,Kamera,2,25,4,0.386293,0.415883,329.869344,0.280928,24,,
274,Robert Stolz,Musik,2,23,4,0.380757,0.41073,220.358212,0.281249,23,,
275,Robert Herlth,Bauten,2,27,4,0.382519,0.41241,125.117732,0.302746,23,,
277,Karl Schönböck,Darsteller,2,25,4,0.371443,0.402218,279.322795,0.22813,24,,
278,Richard Schneider-Edenkoben,Drehbuch/Regie,2,18,5,0.33574,0.353607,0,0.06319,9,,
279,Konrad Tom,Drehbuch,2,25,4,0.36275,0.390345,304.506954,0.229218,21,,
280,Richard Häußler,Darsteller,2,24,4,0.373682,0.40121,59.302172,0.247443,19,,
281,Richard Eichberg,Produzent/Regie,2,16,5,0.297838,0.313642,0,0.02235,8,,
282,Reinhold Schünzel,Drehbuch/Regie,2,28,5,0.369598,0.396057,0,0.19518,14,,
283,Hilde Weissner,Darsteller,2,28,4,0.38311,0.413418,645.37097,0.237345,26,,
284,Zarah Leander,Darsteller,2,26,4,0.367589,0.396169,160.284377,0.188013,21,,
285,Anton Weber,Bauten,2,26,4,0.369231,0.397289,568.308631,0.190551,25,,
286,Ernst H. Albrecht,Bauten,2,26,4,0.367589,0.396169,160.284377,0.188013,21,,
287,Georges Neveux,Drehbuch/Regie,2,14,5,0.263923,0.276187,0,0.010683,7,,
289,Christian Kayßler,Darsteller,2,28,4,0.371814,0.40457,888.646825,0.240291,25,,
290,Beniamino Gigli,Darsteller,2,30,5,0.377665,0.411514,960.939077,0.25962,30,,
291,Bernhard Minetti,Darsteller,2,29,4,0.383505,0.415659,428.859275,0.328486,28,,
292,Elisabeth Flickenschildt,Darsteller,2,28,4,0.386895,0.417451,1074.81677,0.294847,27,,
293,Charlott Daudert,Darsteller,2,25,4,0.391785,0.422267,642.756813,0.272371,24,,
294,Charles Amberg,Drehbuch,2,26,4,0.375758,0.40625,308.449473,0.297669,25,,
295,Ernst W. Fiedler,Kamera,2,23,4,0.372186,0.401434,602.24403,0.207824,23,,
297,Alois Melichar,Musik,2,32,5,0.389937,0.426075,718.797548,0.341109,31,,
298,Carola Höhn,Darsteller,2,28,4,0.397012,0.427755,756.400719,0.363977,27,,
299,Gerhard Lamprecht,Regie,2,24,4,0.369414,0.398185,153.859774,0.226443,23,,
300,Friedrich Kayßler,Darsteller,2,27,4,0.381538,0.413642,549.864682,0.28849,26,,
301,Elsa Wagner,Darsteller,2,26,4,0.377665,0.40737,387.902304,0.222553,24,,
302,Anton Pointner,Darsteller,2,25,4,0.391579,0.421595,633.078547,0.273397,24,,
303,Franz Doelle,Musik,2,28,4,0.400862,0.433468,342.122815,0.435843,27,,
304,Fritz Kampers,Darsteller,2,26,4,0.389325,0.423051,633.781409,0.331517,26,,
305,Aribert Wäscher,Darsteller,2,23,4,0.389325,0.417115,687.691209,0.254255,23,,
307,Dorothea Wieck,Darsteller,2,27,4,0.385492,0.417227,566.990034,0.292766,27,,
308,Artur Schwarz,Bauten,2,28,4,0.382913,0.414427,187.76187,0.360964,26,,
309,Arnfried Heyne,Schnitt,2,28,5,0.3875,0.420811,417.658222,0.328829,27,,
310,Fritz Stapenhorst,Schnitt,2,34,4,0.387904,0.421371,3099.070721,0.314831,31,,
312,F. D. Andam,Drehbuch,2,21,5,0.34946,0.376635,257.625264,0.115268,18,,
313,Fritz Rasp,Darsteller,2,29,4,0.381734,0.414651,493.006566,0.30386,27,,
314,Edgar Kahn,Drehbuch,2,27,4,0.398074,0.428203,247.75065,0.384865,26,,
315,F. B. Cortan,Drehbuch,2,25,4,0.383505,0.414427,530.529753,0.316843,25,,
316,Georg Witt,Produzent,2,27,4,0.392198,0.423499,287.038756,0.301833,25,,
317,Ewald Daub,Kamera,2,25,4,0.366142,0.394153,442.229693,0.205644,22,,
318,Georg Zoch,Drehbuch,2,29,4,0.401078,0.432124,718.645751,0.333336,26,,
319,Anton Profes,Musik,2,22,4,0.368317,0.396057,568.671179,0.21294,21,,
320,Franz Schafheitlin,Darsteller,2,24,4,0.359073,0.386089,1288.916143,0.14932,23,,
321,Carmine Gallone,Regie,2,31,4,0.386895,0.419019,562.393672,0.359296,31,,
323,Albrecht Schoenhals,Darsteller,2,27,4,0.377857,0.407034,555.634899,0.287836,26,,
324,Carl Drews,Kamera,2,21,4,0.380952,0.410058,147.724569,0.28815,20,,
325,Gustaf Gründgens,Darsteller/Regie,2,30,5,0.319313,0.341823,0,0.077119,14,,
810,Joe Stöckel,Darsteller/Regie/Drehbuch,5,46,4,0.397012,0.431116,1827.843179,0.326655,33,,
327,Aldo von Pinelli,Drehbuch,2,30,4,0.372745,0.403562,331.050296,0.269024,24,,
328,Gustav Fröhlich,Darsteller,2,26,4,0.379205,0.410842,588.301502,0.249907,25,,
329,Camilla Horn,Darsteller,2,22,5,0.348641,0.378427,689.938074,0.116929,21,,
330,Emil Jannings,Darsteller,2,27,4,0.382519,0.41241,125.117732,0.302746,23,,
331,Brigitte Horney,Darsteller,2,25,4,0.360291,0.385193,35.39092,0.201969,18,,
332,Blandine Ebinger,Darsteller,2,26,5,0.363459,0.392249,1224.670405,0.172064,23,,
333,Franz Schroedter,Bauten,2,27,4,0.392819,0.423611,590.739126,0.335942,26,,
334,Emil Burri,Drehbuch,2,22,4,0.377282,0.40513,2805.385184,0.199505,22,,
335,Carla Rust,Darsteller,2,25,4,372,0.400986,668.603074,0.248458,23,,
336,Alfred Bütow,Bauten,2,23,4,0.366683,0.393033,421.601053,0.15883,20,,
337,Erich Grave,Bauten,2,35,5,0.345564,0.376008,440.555618,0.149907,27,,
338,Fred Hildenbrandt,Drehbuch,2,23,4,0.368865,0.399082,560.191298,0.21571,21,,
340,Ernst Behmer,Darsteller,2,28,4,0.400215,0.431676,489.620695,0.36076,25,,
342,Gustav Lohse,Schnitt,2,27,4,0.376518,0.408042,671.34193,0.230923,26,,
343,Richard Korn,Darsteller,1,13,5,0.350613,0.377979,0,0.155329,12,,
344,Richard Ralf,Musik,1,8,5,0.281179,0.29832,0,0.01791,8,,
345,Carla von Stackelberg,Drehbuch,1,14,4,0.356151,0.37892,0,0.153786,13,,
346,Paula Wessely,Darsteller,1,6,5,0.313924,0.329391,0,0.031574,5,,
347,Richard Romanowsky,Darsteller,1,12,4,0.356835,0.379368,0,0.169209,12,,
348,Curt Ackermann,Darsteller,1,10,5,0.33574,0.353607,0,0.06319,9,,
349,Carl Michael Ziehrer,Musik,1,9,5,0.350282,0.370184,0,0.090713,9,,
350,Denise Jovelet,Darsteller,1,7,1,1,1,0,0.003578,6,,
351,Paul Wagner,Darsteller,1,14,4,0.373307,0.398409,0,0.227708,14,,
352,Czesław Piaskowski,Bauten,1,13,5,0.31945,0.339942,0,0.094903,13,,
353,Richard Billinger,Drehbuch,1,20,5,0.339571,0.364695,0,0.121181,17,,
354,Carl-Heinz Schroth,Darsteller,1,13,4,0.354623,0.376344,0,0.165083,13,,
355,Clemens Schmalstich,Musik,1,13,4,0.362044,0.382056,0,0.121298,12,,
356,Renate Müller,Darsteller,1,13,4,0.368682,0.392249,0,0.216498,13,,
357,Carmen Lahrmann,Darsteller,1,9,4,0.350447,0.367384,0,0.085206,8,,
358,René Deltgen,Darsteller,1,14,5,0.359942,0.381496,0,0.175024,14,,
359,René Lefèvre,Darsteller,1,11,4,0.321244,0.338822,0,0.062611,10,,
360,Reine Paulet,Darsteller,1,7,1,1,1,0,0.003578,6,,
361,Paul Rischke,Kamera,1,14,5,0.347177,0.374395,0,0.161334,14,,
362,Cesare Andrea Bixio,Musik,1,17,5,0.353276,0.377464,0,0.155893,17,,
363,Carla Sveva,Darsteller,1,15,5,0.302808,0.325986,0,0.061344,13,,
364,Raimu,Darsteller,1,10,6,0.240621,0.25578,0,0.011635,10,,
366,Pierre Larquey,Darsteller,1,7,1,1,1,0,0.003578,6,,
818,Karl Anton,Regie/Drehbuch,2,34,4,0.360815,0.386873,0,0.226235,17,,
368,Charlotte Susa,Darsteller,1,12,4,0.362927,0.386537,0,0.184386,12,,
369,Renée Devillers,Darsteller,1,8,5,0.263923,0.276187,0,0.010683,7,,
370,Peter Stanchina,Regie,1,10,5,0.333184,0.355018,0,0.079568,10,,
371,Peter Petersen,Darsteller,1,12,4,0.351275,0.370856,0,0.12722,12,,
372,Christian Hallig,Drehbuch,1,13,4,0.346047,0.367047,0,0.116208,13,,
373,Renée Stobrawa,Regie,1,1,5,0.283537,0.293795,0,0.010173,1,,
374,Claire Winter,Darsteller,1,12,4,0.355131,0.377128,0,0.118796,11,,
375,Paul Verhoeven,Regie,1,12,5,0.358037,0.383065,0,0.1647,12,,
376,Gustav Püttjer,Darsteller,1,6,5,0.332143,0.348454,0,0.056347,6,,
825,Fred Sauer,Regie/Drehbuch,3,37,5,0.336043,0.364225,139.014799,0.146666,21,,
378,Oswald Hafenrichter,Schnitt,1,17,5,0.353276,0.377464,0,0.155893,17,,
379,Oléo,Darsteller,1,10,6,0.240621,0.25578,0,0.011635,10,,
380,Else Kündinger,Darsteller,1,13,4,0.348478,0.369064,0,0.156821,13,,
381,Olga Limburg,Darsteller,1,14,4,0.374622,0.399754,0,0.221295,13,,
815,Fritz Genschow,Darsteller/Regie,3,27,4,0.395534,0.425851,1075.909577,0.336887,26,,
384,O. E. Hasse,Darsteller,1,13,5,0.338798,0.360439,0,0.105742,12,,
385,Ninon Weber,Darsteller,1,16,4,0.358727,0.383737,0,0.206024,14,,
386,Nikolaj Kolin,Darsteller,1,14,4,0.354623,0.37668,0,0.21506,14,,
387,Márton Vincze,Bauten,1,11,5,0.305043,0.326299,0,0.038542,11,,
388,Mirko Jelusich,Drehbuch,1,15,5,0.302808,0.325986,0,0.061344,13,,
389,Mireille Balin,Darsteller,1,11,4,0.321244,0.338822,0,0.062611,10,,
390,Emeric Pressburger,Drehbuch,1,18,6,0.259414,0.280287,0,0.041872,15,,
391,Mila de la Chapelle,Drehbuch,1,10,5,0.333184,0.355018,0,0.079568,10,,
392,Mieczyslawa Cwiklinska,Darsteller,1,13,5,0.31945,0.339942,0,0.094903,13,,
393,Mieczyslaw Krawicz,Regie,1,13,5,0.31945,0.339942,0,0.094903,13,,
394,Michèle Morgan,Darsteller,1,10,6,0.240621,0.25578,0,0.011635,10,,
395,Michael von Newlinski,Darsteller,1,13,5,0.300242,0.321774,0,0.084804,13,,
396,Michael Bohnen,Darsteller,1,17,5,0.353276,0.377464,0,0.155893,17,,
397,Max Wallner,Drehbuch,1,14,5,0.347177,0.374395,0,0.161334,14,,
398,Max W. Kimmich,Drehbuch,1,13,4,0.367953,0.392473,0,0.18409,13,,
399,Enrico Benfer,Darsteller,1,12,4,0.355811,0.376232,0,0.14721,11,,
400,Erich Claunigk,Kamera,1,14,5,0.349788,0.370453,0,0.110562,13,,
401,Erich Engel,Regie,1,13,4,0.349953,0.370296,0,0.116445,13,,
402,Max Gülstorff,Darsteller,1,13,5,0.345725,0.369624,0,0.143102,13,,
403,Matthias Perl,Musik,1,14,4,0.372372,0.396393,0,0.207135,13,,
404,Oskar Homolka,Darsteller,1,3,1,1,1,0,0.001259,3,,
405,Ellen Hille,Darsteller,1,13,5,0.300242,0.321774,0,0.084804,13,,
820,Carl Lamač,Regie/Produzent,7,91,4,0.404348,0.44254,1613.968926,0.399057,40,,
407,Otto Bernhard Wendler,Drehbuch,1,12,4,0.35244,0.375112,0,0.118665,11,,
408,E. W. Emo,Regie,1,14,4,0.365962,0.389337,0,0.170775,14,,
409,Eberhard Bartke,Darsteller,1,13,4,0.362044,0.382056,0,0.121298,12,,
410,Eberhard Klagemann,Produzent,1,13,4,0.349953,0.370296,0,0.116445,13,,
411,Paul Knudsen,Drehbuch,1,15,5,0.330961,0.35513,0,0.088595,13,,
412,Carl Ludwig Kirmse,Bauten,1,13,4,0.346047,0.367047,0,0.116208,13,,
413,Paul Hühn,Musik,1,14,4,0.356151,0.37892,0,0.153786,13,,
800,Herbert Maisch,Regie/Drehbuch,3,42,5,0.379012,0.409498,261.01628,0.31091,26,,
415,Edith Schollwer,Darsteller,1,14,5,0.345725,0.369736,0,0.163685,14,,
416,Edna Greyff,Darsteller,1,17,4,0.366142,0.388665,0,0.177114,14,,
417,Eduard Daub,Kamera,1,9,5,0.297838,0.313642,0,0.02235,8,,
418,Paul Heidemann,Darsteller,1,13,5,0.331403,0.354368,0,0.108533,12,,
419,Eduard Hoesch,Kamera,1,12,4,0.356835,0.379368,0,0.169209,12,,
420,Eduard Köck,Darsteller,1,12,4,0.352941,0.373768,0,0.133238,11,,
421,Paul Buschenhagen,Darsteller,1,10,5,0.317949,0.336649,0,0.049977,9,,
422,Eduard Künneke,Musik,1,14,4,0.371814,0.395497,0,0.203083,14,,
423,Patrick Kirwan,Drehbuch,1,18,6,0.259414,0.280287,0,0.041872,15,,
424,Eduard von Borsody,Regie,1,12,4,0.36275,0.384409,0,0.161958,12,,
425,Edward B. Jarvis,Schnitt,1,18,6,0.259414,0.280287,0,0.041872,15,,
426,Otto Martini,Kamera,1,20,5,0.339571,0.364695,0,0.121181,17,,
427,Elisabeth Neumann,Schnitt,1,13,5,0.345886,0.36884,0,0.111636,13,,
428,Elisabeth Ried,Darsteller,1,14,4,0.372372,0.394153,0,0.191555,12,,
429,Otto Gülstorff,Bauten,1,14,5,0.343015,0.365367,0,0.099434,13,,
430,Otto Graf,Darsteller,1,13,4,0.354793,0.378696,0,0.158834,12,,
431,Elisabeth Wendt,Darsteller,1,12,5,0.334532,0.355376,0,0.064437,10,,
432,Ellen Frank,Darsteller,1,12,5,0.360815,0.385305,0,0.190943,12,,
433,Richard Stauch,Musik,1,12,4,0.357349,0.379256,0,0.160855,12,,
434,Bruno Lutz,Bauten,1,15,5,0.330961,0.35513,0,0.088595,13,,
435,Carl Günther,Darsteller,1,11,5,0.340815,0.363754,0,0.082253,10,,
436,Angela Salloker,Darsteller,1,13,5,0.345725,0.369624,0,0.143102,13,,
437,Werner Scharf,Darsteller,1,11,4,0.340659,0.362231,0,0.09976,11,,
438,Werner P. Zibaso,Drehbuch,1,13,5,0.300242,0.321774,0,0.084804,13,,
439,Werner Klingler,Regie,1,15,5,0.302808,0.325986,0,0.061344,13,,
824,Detlef Sierck,Regie/Drehbuch,3,38,4,0.367589,0.396169,160.284377,0.188013,21,,
442,Werner Hinz,Darsteller,1,12,4,0.355131,0.377128,0,0.118796,11,,
443,Werner Fuetterer,Darsteller,1,14,5,0.343015,0.365367,0,0.099434,13,,
444,Werner Eplinius,Drehbuch,1,14,5,0.345725,0.369736,0,0.163685,14,,
445,Allan Gray,Musik,1,18,6,0.259414,0.280287,0,0.041872,15,,
817,René Pujol,Drehbuch/Regie,2,12,1,1,1,0,0.003578,6,,
447,Werner Adomatis,Schnitt,1,14,4,0.360291,0.383849,0,0.153765,14,,
448,Anderl Kern,Drehbuch,1,14,5,0.347177,0.374395,0,0.161334,14,,
449,Wanda Jarszewska,Darsteller,1,13,5,0.31945,0.339942,0,0.094903,13,,
450,Werner Schott,Darsteller,1,12,4,0.366322,0.387321,0,0.185535,11,,
451,Waltraut Klein,Darsteller,1,15,5,0.302808,0.325986,0,0.061344,13,,
452,Walther von Hollander,Drehbuch,1,11,5,0.340815,0.363754,0,0.082253,10,,
453,Walter von Molo,Drehbuch,1,17,4,0.360291,0.384633,0,0.190764,17,,
454,Anneliese Uhlig,Darsteller,1,14,4,0.369598,0.393369,0,0.213832,14,,
455,Walter Zerlett-Olfenius,Drehbuch,1,13,4,0.353949,0.376008,0,0.118903,12,,
456,Annemarie Steinsieck,Darsteller,1,10,5,0.314189,0.334521,0,0.043527,10,,
457,Walter Werner,Darsteller,1,12,4,0.351275,0.370856,0,0.12722,12,,
458,Anni Seitz,Darsteller,1,13,5,0.338028,0.361066,0,0.159564,13,,
459,Walter Tuch,Kamera,1,16,5,0.319313,0.341823,0,0.077119,14,,
460,Anton Graf Bossi-Fedrigotti,Drehbuch,1,13,5,0.338028,0.361066,0,0.159564,13,,
461,Walter Sieber,Musik,1,14,5,0.347177,0.374395,0,0.161334,14,,
462,Walter Riml,Kamera,1,20,5,0.339571,0.364695,0,0.121181,17,,
463,Alice Ludwig,Schnitt,1,14,4,0.369598,0.393369,0,0.213832,14,,
464,Werner Stock,Darsteller,1,15,5,0.349132,0.372648,0,0.171191,14,,
797,Hans Steinhoff,Regie/Drehbuch,2,24,4,0.362044,0.382056,0,0.121298,12,,
466,Willy Engel-Berger,Musik,1,18,4,0.360815,0.386873,0,0.226235,17,,
467,Yvonne Martin,Schnitt,1,10,6,0.240621,0.25578,0,0.011635,10,,
468,Albert Florath,Darsteller,1,14,4,0.365962,0.389337,0,0.170775,14,,
469,Wolfgang Wehrum,Schnitt,1,14,4,0.353949,0.377352,0,0.191923,14,,
470,Alberto Giacalone,Produzent,1,17,5,0.353276,0.377464,0,0.155893,17,,
471,Wolfgang Kieling,Darsteller,1,12,4,0.351275,0.370856,0,0.12722,12,,
472,Wolff von Gordon,Drehbuch,1,15,5,0.351441,0.37612,0,0.158945,14,,
473,Willy Zeyn jun.,Schnitt,1,15,5,0.302808,0.325986,0,0.061344,13,,
474,Alexa von Porembsky,Darsteller,1,14,5,0.343015,0.365367,0,0.099434,13,,
475,Alexander Engel,Darsteller,1,11,4,0.340659,0.362231,0,0.09976,11,,
476,Willy Schaeffers,Darsteller,1,9,4,0.350447,0.367384,0,0.085206,8,,
477,Willy Gerlach,Kamera,1,14,4,0.360291,0.383849,0,0.153765,14,,
478,Alexander Golling,Darsteller,1,9,5,0.297838,0.313642,0,0.02235,8,,
479,Alexander Koltay,Darsteller,1,11,5,0.305043,0.326299,0,0.038542,11,,
480,Alice Brandt,Darsteller,1,14,4,0.356151,0.37892,0,0.153786,13,,
481,Willi Volker,Darsteller,1,14,5,0.331256,0.353786,0,0.097766,12,,
482,Willi Schur,Darsteller,1,13,4,0.348478,0.369064,0,0.156821,13,,
805,Karl Hartl,Regie/Drehbuch,2,26,4,0.355981,0.37948,0,0.133953,13,,
822,Karl Ritter,Regie/Drehbuch,3,38,4,0.375758,0.40569,153.142525,0.299873,22,,
487,Alexander Korda,Regie 3,1,18,6,0.259414,0.280287,0,0.041872,15,,
488,Alexander Lang,Schnitt,1,17,4,0.360291,0.384633,0,0.190764,17,,
489,Alexander Lix,Drehbuch,1,14,4,0.353949,0.377352,0,0.191923,14,,
490,Alexandra Anatra,Schnitt,1,13,5,0.300242,0.321774,0,0.084804,13,,
491,Alfred Stöger,Regie,1,10,5,0.314189,0.334521,0,0.043527,10,,
492,Wilhelm H. König,Darsteller,1,13,4,0.354623,0.376344,0,0.165083,13,,
493,Walter Kollo,Musik,1,14,5,0.349788,0.370453,0,0.110562,13,,
494,Walter Janssen,Darsteller,1,11,5,0.346208,0.367832,0,0.111406,10,,
495,Walter Haag,Bauten,1,13,4,0.354455,0.377016,0,0.138425,13,,
496,Rudolf Klein-Rogge,Darsteller,1,13,4,0.350943,0.373992,0,0.147613,13,,
497,Stepán Kopecký,Bauten,1,14,5,0.331256,0.353786,0,0.097766,12,,
498,Stefan Eiben,Kamera,1,11,5,0.305043,0.326299,0,0.038542,11,,
499,Sigrid Engström,Darsteller,1,15,5,0.330961,0.35513,0,0.088595,13,,
500,Berthold Ebbecke,Darsteller,1,14,4,0.36417,0.388665,0,0.209283,14,,
501,Sepp Allgeier,Kamera,1,20,5,0.339571,0.364695,0,0.121181,17,,
502,Bertram Millhauser,Drehbuch,1,3,1,1,1,0,0.001259,3,,
503,Régine Poncet,Darsteller,1,8,5,0.263923,0.276187,0,0.010683,7,,
504,Ruth Eweler,Darsteller,1,14,5,0.331256,0.353786,0,0.097766,12,,
505,Rudolf van der Noss,Regie,1,11,5,0.305043,0.326299,0,0.038542,11,,
506,Rudolf Schündler,Darsteller,1,18,4,0.360815,0.386873,0,0.226235,17,,
507,Betty Sedlmayr,Darsteller,1,13,5,0.331403,0.354368,0,0.108533,12,,
508,Rudolf Perak,Musik,1,10,5,0.33574,0.353607,0,0.06319,9,,
509,Rudolf Forster,Darsteller,1,6,5,0.313924,0.329391,0,0.031574,5,,
510,Antonie Jaeckel,Darsteller,1,15,5,0.330961,0.35513,0,0.088595,13,,
511,Bruno Güttner,Darsteller,1,14,4,0.356151,0.37892,0,0.153786,13,,
512,Bruno Hübner,Darsteller,1,14,4,0.354623,0.37668,0,0.21506,14,,
514,Rolf Moebius,Darsteller,1,12,5,0.334082,0.355399,0,0.110593,11,,
515,Bruno Timm,Kamera,1,15,5,0.330961,0.35513,0,0.088595,13,,
516,Rolf Lauckner,Drehbuch,1,13,4,0.367953,0.392473,0,0.18409,13,,
517,Rolf Hansen,Regie,1,13,4,0.354455,0.377016,0,0.138425,13,,
809,Erich Waschneck,Produzent/Regie,4,53,4,0.414716,0.450269,1022.073387,0.47116,36,,
519,Carl Balhaus,Darsteller,1,15,5,0.351441,0.37612,0,0.158945,14,,
520,Robert Neppach,Produzent,1,14,5,0.365962,0.391465,0,0.233271,14,,
521,Carl Forcht,Schnitt,1,8,5,0.281179,0.29832,0,0.01791,8,,
522,Robert Douglas,Darsteller,1,18,6,0.259414,0.280287,0,0.041872,15,,
523,Suse Graf,Darsteller,1,18,4,0.360815,0.386873,0,0.226235,17,,
524,Susi Lanner,Darsteller,1,14,5,0.347177,0.374395,0,0.161334,14,,
525,Suzy Prim,Darsteller,1,8,5,0.263923,0.276187,0,0.010683,7,,
526,Tatjana Sais,Darsteller,1,18,4,0.360815,0.386873,0,0.226235,17,,
527,Walter Franck,Darsteller,1,12,4,0.368865,0.392921,0,0.21354,12,,
528,Aribert Mog,Darsteller,1,13,5,0.350613,0.377979,0,0.155329,12,,
529,Walter Espe,Musik,1,13,5,0.300242,0.321774,0,0.084804,13,,
530,Waldemar Leitgeb,Darsteller,1,15,4,0.356151,0.377464,0,0.168992,14,,
531,Václav Wasserman,Drehbuch,1,14,5,0.331256,0.353786,0,0.097766,12,,
532,Volker von Collande,Darsteller,1,16,5,0.319313,0.341823,0,0.077119,14,,
533,Vincent Korda,Bauten,1,18,6,0.259414,0.280287,0,0.041872,15,,
534,Attila Hörbiger,Darsteller,1,14,4,0.369598,0.393369,0,0.213832,14,,
535,Viktor Bánky,Schnitt,1,11,5,0.305043,0.326299,0,0.038542,11,,
536,Victor Schamoni,Darsteller,1,15,4,0.356151,0.377464,0,0.168992,14,,
537,August Eichhorn,Darsteller,1,15,5,0.302808,0.325986,0,0.061344,13,,
538,Auguste Barth,Schnitt,1,17,4,0.360291,0.384633,0,0.190764,17,,
539,Valérie von Martens,Darsteller,1,15,5,0.369598,0.396057,0,0.19518,14,,
540,Ursula Herking,Darsteller,1,8,5,0.281179,0.29832,0,0.01791,8,,
541,Ursula Grabley,Darsteller,1,14,5,0.376328,0.40345,0,0.223513,14,,
542,Trude Marlen,Darsteller,1,12,5,0.334532,0.355376,0,0.064437,10,,
799,Paul Hörbiger,Darsteller/Produzent,4,52,4,0.413104,0.454413,2678.731557,0.454334,47,,
