Id;Label;Contribution;Weight;Weighted Degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;eigencentrality;Degree;;
306;Siegfried Schürenberg;Darsteller;2;29;4;0.394578;0.425573;443.468841;0.2741;29;;
307;Serge Pimenoff;Bauten;2;23;5;0.328733;0.349915;168.766159;0.046634;16;;
308;Sepp Allgeier;Kamera;2;15;4;0.338501;0.358779;545.377876;0.039513;15;;
309;Erich Kestin;Darsteller;2;31;4;0.409375;0.439567;442.845333;0.336718;30;;
310;Erich Palme;Schnitt;2;25;4;0.40102;0.430556;387.580949;0.283791;24;;
311;Erich Schicker;Produzent;2;33;4;0.405573;0.437023;337.564484;0.372057;31;;
312;Rudolf Perak;Musik;2;19;4;0.3498;0.370653;5.856103;0.111993;13;;
313;Ernest Ferny;Darsteller;2;26;4;0.362713;0.391433;286.575772;0.178961;25;;
314;Rose Stradner;Darsteller;2;26;4;0.402664;0.43151;138.090568;0.322228;25;;
315;Rolf Wanka;Darsteller;2;26;4;0.404321;0.436069;440.211342;0.297773;26;;
316;Ernst Dumcke;Darsteller;2;25;4;0.388724;0.416031;372.029325;0.224821;25;;
317;Charles Willy Kayser;Regie;2;14;4;0.373574;0.39525;192.848343;0.116958;13;;
318;Carl Müller-Hagens;Drehbuch/Regie;2;22;4;0.368841;0.389207;0;0.104914;11;;
319;Rolf E. Vanloo;Drehbuch;2;23;5;0.328733;0.349915;168.766159;0.046634;16;;
320;Annabella;Darsteller;2;23;5;0.328733;0.349915;168.766159;0.046634;16;;
321;Adolf Perris;Musik;2;16;4;0.384164;0.408185;122.986834;0.147072;15;;
322;Wolfgang Wehrum;Schnitt;2;31;4;0.391825;0.423134;1804.698841;0.230872;29;;
323;Albert Valentin;Regie;2;27;4;0.372335;0.400127;803.957441;0.206615;26;;
324;Alberto Giacalone;Produzent;2;30;4;0.409802;0.439673;222.693494;0.306373;27;;
325;Alexander Golling;Darsteller;2;26;4;0.376437;0.40458;441.303525;0.167325;23;;
326;Alexander von Lagorio;Kamera;2;24;5;0.371983;0.401124;543.905805;0.130057;23;;
327;Alexandre Trauner;Bauten;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
328;Wolfgang Becker;Schnitt;2;24;4;0.379344;0.407231;1519.177685;0.156862;24;;
329;Alfred Bütow;Bauten;2;29;4;0.39697;0.425785;447.737921;0.273849;27;;
331;Willy Zeunert;Schnitt;2;26;4;0.382854;0.412426;240.739074;0.188311;24;;
332;Willy Schiller;Bauten;2;28;4;0.394776;0.424936;297.86455;0.257506;26;;
333;André Thomas;Kamera;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
334;Willy Fritsch;Darsteller;2;29;4;0.375179;0.40617;254.493942;0.208819;25;;
335;Carl Junghans;Drehbuch;2;30;4;0.373397;0.403626;940.044513;0.162444;30;;
837;Erich Waschneck;Regie/Drehbuch/Produzent;5;61;4;0.403284;0.436493;858.200962;0.268946;34;;
337;Willi Geisler;Musik;2;26;4;0.379344;0.408609;753.153356;0.178235;24;;
338;Arsen von Cserépy;Produzent/Regie;2;24;4;0.320293;0.340437;0;0.03631;12;;
339;Will Dohm;Darsteller;2;28;4;0.392411;0.422498;1732.250478;0.217266;27;;
340;Attila Hörbiger;Darsteller;2;25;4;0.384917;0.41338;1453.290159;0.175084;24;;
341;Wilhelm P. Krüger;Darsteller;2;29;4;0.403905;0.434584;548.99105;0.300121;28;;
342;Augusto Tiezzi;Kamera;2;18;5;0.324793;0.345992;168.862343;0.040723;14;;
343;Axel von Werner;Schnitt;2;31;4;0.388916;0.420802;587.218493;0.208054;29;;
344;Benno von Arent;Bauten;2;26;4;0.423036;0.452078;190.575481;0.334086;25;;
345;Werner Hochbaum;Regie;2;23;4;0.352941;0.377757;27.504423;0.122323;18;;
346;Werner Eisbrenner;Musik;2;21;4;0.390656;0.418681;283.811414;0.25494;21;;
347;Walter von Bonhorst;Schnitt;2;27;4;0.367118;0.396522;777.536971;0.1506;27;;
348;Carl Günther;Darsteller;2;28;4;0.376798;0.406913;407.383156;0.193047;27;;
349;Ernst Hasselbach;Drehbuch;2;24;4;0.379161;0.407019;440.255033;0.177755;24;;
350;Kurt Heuser;Drehbuch;2;30;4;0.384164;0.412426;43.966117;0.272217;22;;
351;Ernst Rotmund;Darsteller;2;25;4;0.35105;0.376484;904.319679;0.075582;23;;
352;Robert Arnoux;Darsteller;2;29;5;0.379344;0.411408;996.071672;0.237464;29;;
353;Franz Pfaudler;Darsteller;2;25;4;0.374643;0.403732;396.338008;0.168655;24;;
354;Franz Seitz Sr.;Regie;2;24;4;0.348404;0.371077;61.922569;0.112238;18;;
355;Franz Tappers;Produzent;2;31;4;0.418085;0.447943;203.273144;0.354271;28;;
356;Franz W. Schröder-Schrom;Darsteller;2;31;4;0.398378;0.43045;588.265599;0.293558;31;;
357;Franz Weihmayr;Kamera;2;25;4;0.377885;0.404474;367.652912;0.135162;22;;
358;Richard Angst;Kamera;2;12;4;0.332487;0.351569;383.399468;0.050104;12;;
359;Françoise Rosay;Darsteller;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
360;René Métain;Schnitt;2;30;4;0.398985;0.428965;426.519674;0.256383;28;;
361;Reinhold Meißner;Drehbuch;2;32;4;0.41023;0.441794;802.229171;0.29794;32;;
362;Friedrich Kayßler;Darsteller;2;28;4;0.393393;0.42324;158.319813;0.299551;26;;
363;Reinhold Bernt;Darsteller/Drehbuch;2;33;4;0.389302;0.421544;645.270706;0.225594;31;;
364;Fritz C. Mauch;Schnitt;2;28;4;0.418308;0.447731;919.221504;0.273793;27;;
365;Fritz Fromm;Produzent;2;27;4;0.390268;0.416455;64.876066;0.235429;20;;
366;Fritz Genschow;Darsteller;2;20;4;0.378613;0.404898;93.11916;0.194441;19;;
367;Fritz Kampers;Darsteller;2;26;4;0.383228;0.413486;283.570925;0.23414;26;;
368;Fritz Peter Buch;Drehbuch/Regie;2;28;4;0.376077;0.401081;0;0.16331;14;;
369;Ralph Arthur Roberts;Darsteller;2;25;4;0.387383;0.416243;177.657463;0.215808;23;;
370;Fritz Stapenhorst;Schnitt;2;23;4;0.39438;0.420271;138.638532;0.207127;20;;
371;Fritz Wendhausen;Drehbuch/Regie;2;24;4;0.362713;0.384754;0;0.100852;12;;
372;Gabriel Gabrio;Darsteller;2;26;4;0.372512;0.402884;274.236583;0.206243;26;;
373;Peter Voss;Darsteller;2;26;4;0.375358;0.404368;356.253168;0.165813;25;;
374;Peter Ostermayr;Produzent;2;26;4;0.37058;0.397159;254.80363;0.137273;23;;
376;Robert A. Dietrich;Bauten;2;25;4;0.377885;0.404474;367.652912;0.135162;22;;
377;Renate Müller;Darsteller;2;26;4;0.391434;0.419953;269.58186;0.236812;24;;
378;Robert Neppach;Produzent;2;27;4;0.387192;0.416137;120.746201;0.227316;24;;
379;Robert Wuellner;Produzent;2;33;4;0.405573;0.437023;337.564484;0.372057;31;;
380;Ewald Wenck;Darsteller;2;29;4;0.375179;0.40617;254.493942;0.208819;25;;
381;F. D. Andam;Drehbuch;2;26;4;0.382854;0.412426;240.739074;0.188311;24;;
382;Roger Le Bon;Regie;2;27;4;0.38211;0.410941;214.361186;0.270133;25;;
383;Roger Karl;Darsteller;2;27;4;0.38211;0.410941;214.361186;0.270133;25;;
384;Lothar Bühle;Schnitt;1;13;4;0.367118;0.390267;0;0.17372;13;;
385;Oskar Schnirch;Kamera;1;15;4;0.349644;0.372774;0;0.094083;15;;
386;Otto Daue;Darsteller;1;10;4;0.3498;0.369805;0;0.09035;10;;
387;Paul Hühn;Musik;1;15;4;0.363048;0.383694;0;0.118761;15;;
388;Lola Chlud;Darsteller;1;13;4;0.364057;0.38486;0;0.105039;13;;
389;Louis Rainer;Darsteller;1;15;4;0.377159;0.402248;0;0.237011;15;;
390;Pola Negri;Darsteller;1;14;4;0.35825;0.379453;0;0.121502;14;;
391;Wilhelm Bendow;Darsteller;1;7;4;0.346561;0.363974;0;0.065066;7;;
392;Lotte Lorring;Darsteller;1;12;4;0.347173;0.367366;0;0.095637;12;;
393;Lotte Neumann;Drehbuch;1;12;4;0.351521;0.37341;0;0.099541;12;;
394;Lotte Spira;Darsteller;1;9;5;0.291976;0.308609;0;0.016068;9;;
395;Willi Constantin;Darsteller;1;13;4;0.35105;0.372561;0;0.084441;12;;
396;Lizzi Holzschuh;Darsteller;1;13;5;0.351206;0.372286;0;0.104054;12;;
397;Wilhelm August Jurek;Musik;1;13;5;0.372335;0.396353;0;0.17217;13;;
398;Louis Gauthier;Darsteller;1;14;5;0.354853;0.377375;0;0.141613;14;;
399;Roger Hubert;Kamera;1;10;5;0.278526;0.294869;0;0.019915;10;;
400;Rotraut Richter;Darsteller;1;17;4;0.362379;0.38486;0;0.112084;17;;
401;Louis Ralph;Darsteller;1;13;4;0.356948;0.376272;0;0.093997;10;;
826;Hans H. Zerlett;Drehbuch/Regie;6;87;4;0.407888;0.44402;869.791574;0.421139;42;;
404;Léon Bélières;Darsteller;1;13;5;0.361379;0.386175;0;0.150718;13;;
405;Walter von Ercert;Produzent;1;17;4;0.362379;0.38486;0;0.112084;17;;
406;Weinhold;Darsteller;1;11;1;1;1;0;0.002842;6;;
407;Weiß-Ferdl;Darsteller;1;16;4;0.357273;0.378287;0;0.126738;16;;
408;Werner Bohne;Kamera;1;13;4;0.35614;0.379241;0;0.114134;12;;
409;Rudolf Fritsch;Produzent;1;13;5;0.34825;0.371353;0;0.072706;12;;
410;Werner Eplinius;Drehbuch;1;15;4;0.376077;0.401081;0;0.16331;14;;
411;Werner Finck;Darsteller;1;12;4;0.358904;0.380513;0;0.112823;12;;
412;Werner Hinz;Darsteller;1;13;4;0.348868;0.368109;0;0.10689;13;;
413;Rudolf Biebrach;Darsteller;1;7;4;0.318348;0.333015;0;0.039264;7;;
414;Ludolf Grisebach;Schnitt;1;17;4;0.362379;0.38486;0;0.112084;17;;
415;Werner Krien;Kamera;1;16;4;0.344737;0.367048;0;0.113346;15;;
416;Lucien Baroux;Darsteller;1;15;5;0.340998;0.364652;0;0.102009;15;;
417;Rudo Ritter;Drehbuch;1;12;4;0.358904;0.380513;0;0.112823;12;;
418;Line Noro;Darsteller;1;11;4;0.344586;0.36461;0;0.082079;11;;
419;Sim Viva;Darsteller;1;14;4;0.352624;0.376908;0;0.125331;13;;
844;Willy Zielke;Schnitt/Regie/Kamera/Drehbuch;4;32;5;0.286757;0.302226;0;0.013872;8;;
421;Lee Parry;Darsteller;1;12;4;0.380814;0.404156;0;0.183835;12;;
422;Winfried Zillig;Musik;1;13;5;0.34825;0.371353;0;0.072706;12;;
423;Philipp Veit;Darsteller;1;11;5;0.331646;0.350869;0;0.055122;10;;
424;Philipp Manning;Darsteller;1;15;4;0.363048;0.383694;0;0.118761;15;;
425;Wolfgang Hoffmann-Harnisch;Drehbuch;1;12;4;0.362379;0.384542;0;0.132826;11;;
426;Phil Jutzi;Regie;1;11;4;0.352308;0.372243;0;0.085054;11;;
427;Kurt Ulrich;Produzent;1;16;4;0.391434;0.416349;0;0.205141;16;;
428;Paul Rischke;Kamera;1;13;4;0.325736;0.346374;0;0.054902;13;;
429;Rolf Meyer;Drehbuch;1;14;4;0.3531;0.374576;0;0.099871;14;;
430;Roger Mercanton;Schnitt;1;15;5;0.340998;0.364652;0;0.102009;15;;
431;Wolfgang Loë-Bagier;Schnitt;1;12;4;0.362045;0.3838;0;0.116651;11;;
432;Kurt Rupli;Drehbuch;1;9;5;0.291976;0.308609;0;0.016068;9;;
433;Paul Wegener;Darsteller;1;14;4;0.369535;0.393342;0;0.182627;14;;
434;Peter Linzbach;Bauten;1;10;4;0.3498;0.369805;0;0.09035;10;;
435;Kurt Peters;Produzent;1;17;4;0.362379;0.38486;0;0.112084;17;;
436;Kurt Neubert;Kamera;1;18;4;0.373397;0.398643;0;0.195957;18;;
439;Olly von Flint;Darsteller;1;15;5;0.358577;0.384796;0;0.152313;15;;
441;Pino Locchi;Darsteller;1;12;5;0.298066;0.316858;0;0.025322;11;;
442;Willi Wolff;Produzent;1;13;5;0.351206;0.372286;0;0.104054;12;;
443;Paul Markwitz;Bauten;1;16;4;0.366947;0.389949;0;0.119452;14;;
444;Willy Engel-Berger;Musik;1;15;4;0.363048;0.383694;0;0.118761;15;;
445;Kurt Kluge;Drehbuch;1;17;4;0.368668;0.393236;0;0.215371;17;;
446;Liesl Karlstadt;Darsteller;1;16;4;0.366947;0.389949;0;0.119452;14;;
447;Willy Richartz;Musik;1;15;4;0.350893;0.371713;0;0.103489;14;;
448;Leopoldine Konstantin;Darsteller;1;13;4;0.348868;0.368109;0;0.10689;13;;
449;Leonie Duval;Darsteller;1;14;4;0.349023;0.367578;0;0.064166;13;;
450;Pierre Mingand;Darsteller;1;10;5;0.278526;0.294869;0;0.019915;10;;
451;Pierre Brasseur;Darsteller;1;10;5;0.278526;0.294869;0;0.019915;10;;
452;Philippe Richard;Darsteller;1;12;4;0.346867;0.367684;0;0.107839;12;;
453;Willy Zeyn jun.;Schnitt;1;13;4;0.348868;0.368109;0;0.10689;13;;
840;Carl Heinz Wolff;Produzent/Regie;2;24;4;0.35105;0.372561;0;0.084441;12;;
845;Frank Wysbar;Drehbuch/Regie;2;20;5;0.355978;0.376103;0;0.078581;10;;
456;Mady Berry;Darsteller;1;10;5;0.278526;0.294869;0;0.019915;10;;
457;Maly Delschaft;Darsteller;1;13;4;0.320293;0.340437;0;0.03631;12;;
458;Magdeleine Bérubet;Darsteller;1;13;5;0.361379;0.386175;0;0.150718;13;;
459;Serge de Poligny;Regie;1;13;5;0.361379;0.386175;0;0.150718;13;;
460;Max Schreck;Darsteller;1;11;5;0.286757;0.302226;0;0.013872;8;;
461;Max Schmeling;Darsteller;1;17;4;0.349333;0.370123;0;0.149595;14;;
462;Trude Marlen;Darsteller;1;14;4;0.363216;0.38645;0;0.13254;14;;
463;Max Obal;Regie;1;13;5;0.323723;0.343851;0;0.053185;13;;
464;Max Michael;Schnitt;1;13;4;0.373219;0.393766;0;0.140019;13;;
465;Otto Martini;Kamera;1;17;4;0.362379;0.38327;0;0.16417;15;;
842;Alwin Elling;Schnitt/Regie;3;37;4;0.39085;0.419423;362.805398;0.232437;24;;
467;Viggo Larsen;Darsteller;1;2;4;0.308841;0.320187;0;0.015012;2;;
468;Max Hochstetter;Darsteller;1;9;5;0.291976;0.308609;0;0.016068;9;;
469;Richard Schneider-Edenkoben;Regie;1;14;4;0.389302;0.415076;0;0.195178;14;;
470;Max A. Pflugmacher;Musik;1;16;4;0.357273;0.378287;0;0.126738;16;;
471;Maurice Escande;Darsteller;1;13;4;0.334042;0.354538;0;0.075822;13;;
472;Mathias Wieman;Darsteller;1;14;4;0.3531;0.374576;0;0.099871;14;;
473;Marthe Mellot;Darsteller;1;12;4;0.346867;0.367684;0;0.107839;12;;
474;Martha Dübber;Schnitt;1;16;4;0.379894;0.403308;0;0.196253;15;;
475;Traudl Stark;Darsteller;1;11;4;0.352308;0.372243;0;0.085054;11;;
476;Toni von Bukovics;Darsteller;1;15;5;0.36055;0.384902;0;0.155378;14;;
477;Simone Héliard;Darsteller;1;10;5;0.278526;0.294869;0;0.019915;10;;
478;O. E. Hasse;Darsteller;1;12;4;0.351521;0.37341;0;0.099541;12;;
479;Stefan Eiben;Kamera;1;13;5;0.372335;0.396353;0;0.17217;13;;
480;Stéphane Pizella;Darsteller;1;14;4;0.352624;0.376908;0;0.125331;13;;
481;Nikolaj Kolin;Darsteller;1;11;5;0.285714;0.301654;0;0.02094;10;;
482;Nicole de Rouves;Darsteller;1;15;4;0.361213;0.3838;0;0.188949;15;;
483;Suse Graf;Darsteller;1;14;4;0.361047;0.3838;0;0.139856;14;;
484;Suzanne Dantès;Darsteller;1;15;4;0.361213;0.3838;0;0.188949;15;;
485;Robert Krause;Darsteller;1;11;1;1;1;0;0.002842;6;;
486;Robert Goupil;Darsteller;1;15;5;0.340998;0.364652;0;0.102009;15;;
487;Theo Shall;Darsteller;1;16;4;0.366947;0.389949;0;0.119452;14;;
488;Robert Deggim;Darsteller;1;11;1;1;1;0;0.002842;6;;
489;Thomy Bourdelle;Darsteller;1;15;4;0.361213;0.3838;0;0.188949;15;;
490;Micheline Cheirel;Darsteller;1;16;5;0.255278;0.271183;0;0.035619;15;;
491;Michael Bohnen;Darsteller;1;12;4;0.357598;0.379029;0;0.111796;12;;
492;Maximilienne;Darsteller;1;15;4;0.355495;0.380407;0;0.129535;15;;
493;Maximilian Böttcher;Drehbuch;1;17;4;0.362379;0.38486;0;0.112084;17;;
494;Marta Eggerth;Darsteller;1;14;4;0.376978;0.399385;0;0.209074;14;;
495;Olga Engl;Darsteller;1;15;4;0.363048;0.383694;0;0.118761;15;;
496;Olga Schaub;Darsteller;1;13;5;0.323723;0.343851;0;0.053185;13;;
497;Otto Woike;Schnitt;1;13;4;0.35105;0.372561;0;0.084441;12;;
498;Walter Rilla;Darsteller;1;15;4;0.349644;0.372774;0;0.094083;15;;
499;René Deltgen;Darsteller;1;12;4;0.344284;0.364504;0;0.089036;12;;
500;Rolf Lauckner;Drehbuch;1;13;4;0.348868;0.368109;0;0.10689;13;;
501;Marguerite Templey;Darsteller;1;15;4;0.339232;0.362065;0;0.101653;14;;
502;Otto Graf;Darsteller;1;12;4;0.379161;0.40193;0;0.15944;12;;
503;Marguerite Moreno;Darsteller;1;13;5;0.322528;0.343066;0;0.070356;12;;
504;Margo Lion;Darsteller;1;13;5;0.322528;0.343066;0;0.070356;12;;
505;Margarethe Schön;Darsteller;1;14;4;0.349178;0.371289;0;0.113735;14;;
506;Margarete Steinborn;Schnitt;1;15;4;0.363048;0.383694;0;0.118761;15;;
507;Rudolf Hoch;Regie;1;1;1;1;1;0;0.000287;1;;
508;Marfa Dhervilly;Darsteller;1;14;4;0.361047;0.382422;0;0.141215;14;;
509;Marcelle Praince;Darsteller;1;14;4;0.361047;0.382422;0;0.141215;14;;
510;Marcelle Géniat;Darsteller;1;13;4;0.334042;0.354538;0;0.075822;13;;
511;Walter Wischniewsky;Schnitt;1;13;4;0.364564;0.387405;0;0.137055;13;;
512;Walter von Allwörden;Darsteller;1;15;4;0.363048;0.383694;0;0.118761;15;;
513;Robert Richter;Produzent;1;11;5;0.331646;0.350869;0;0.055122;10;;
514;Walter Ladengast;Darsteller;1;13;5;0.34825;0.371353;0;0.072706;12;;
515;Walter Jerven;Drehbuch;1;13;4;0.371456;0.394402;0;0.138049;13;;
516;Robert Rendel;Darsteller;1;14;4;0.334326;0.35528;0;0.084313;12;;
517;Marika Rökk;Darsteller;1;12;4;0.347173;0.367366;0;0.095637;12;;
518;Waldemar Gaede;Schnitt;1;15;4;0.377159;0.402248;0;0.237011;15;;
519;Waldemar Leitgeb;Darsteller;1;14;4;0.349178;0.371289;0;0.113735;14;;
520;Marianne Simson;Darsteller;1;10;4;0.32791;0.34383;0;0.02854;10;;
521;Waldemar Spann-Müller;Darsteller;1;16;4;0.357273;0.378287;0;0.126738;16;;
522;Walter Espe;Musik;1;15;5;0.36055;0.384902;0;0.155378;14;;
523;Marianne Behr;Schnitt;1;16;4;0.357273;0.378287;0;0.126738;16;;
524;Rudolf van der Noss;Regie;1;14;4;0.369535;0.393342;0;0.182627;14;;
525;Maria Paudler;Darsteller;1;11;1;1;1;0;0.002842;6;;
526;Walter Franck;Darsteller;1;11;5;0.344133;0.36338;0;0.060935;11;;
527;Walter Fredersdorf;Schnitt;1;16;4;0.344737;0.367048;0;0.113346;15;;
528;Walter Haag;Bauten;1;15;4;0.350893;0.371713;0;0.103489;14;;
529;Maria Loja;Darsteller;1;13;4;0.366947;0.389419;0;0.142659;12;;
530;Maria Beling;Darsteller;1;13;4;0.35105;0.372561;0;0.084441;12;;
531;Peter Hagen;Regie;1;10;4;0.32791;0.34383;0;0.02854;10;;
532;Henri Decoin;Regie;1;13;4;0.334042;0.354538;0;0.075822;13;;
533;Kurt Herlth;Bauten;1;14;4;0.3531;0.374576;0;0.099871;14;;
534;Erna Morena;Darsteller;1;14;4;0.3531;0.374576;0;0.099871;14;;
535;Erich Claunigk;Kamera;1;9;5;0.291976;0.308609;0;0.016068;9;;
536;Erich Ebermayer;Drehbuch;1;13;4;0.347327;0.367154;0;0.102501;12;;
537;Erich Engel;Regie;1;14;4;0.375717;0.397159;0;0.143448;14;;
834;Carl Froelich;Regie/Produzent/Drehbuch;8;98;4;0.398985;0.435008;570.918531;0.346531;39;;
541;Erich Grave;Bauten;1;13;4;0.320293;0.340437;0;0.03631;12;;
542;Erich Haußmann;Darsteller;1;13;4;0.325736;0.346374;0;0.054902;13;;
543;Erich Holder;Regie;1;14;5;0.38063;0.406637;0;0.211988;14;;
544;Erich Kröhnke;Drehbuch;1;11;4;0.351993;0.370865;0;0.084861;11;;
545;Erich Ponto;Darsteller;1;12;4;0.344284;0.364504;0;0.089036;12;;
838;Harry Piel;Darsteller/Drehbuch/Produzent/Regie;8;88;4;0.379344;0.405004;127.420996;0.177688;20;;
548;Erik Ode;Darsteller;1;18;4;0.373397;0.398643;0;0.195957;18;;
549;Erika Glässner;Darsteller;1;12;4;0.351521;0.37341;0;0.099541;12;;
550;Erhard Siedel;Darsteller;1;12;4;0.358904;0.380513;0;0.112823;12;;
551;Enzo Biliotti;Darsteller;1;12;5;0.298066;0.316858;0;0.025322;11;;
552;Emmy Wyda;Darsteller;1;15;4;0.355174;0.376802;0;0.110768;12;;
553;Edwin Jürgensen;Darsteller;1;14;4;0.369882;0.393448;0;0.14451;14;;
554;E. Freiherr von Spiegel;Drehbuch;1;15;4;0.350893;0.371713;0;0.103489;14;;
555;Eberhard Klagemann;Produzent;1;14;4;0.375717;0.397159;0;0.143448;14;;
556;Edgar S. Ziesemer;Kamera;1;12;4;0.368841;0.389207;0;0.104914;11;;
557;Edith Meinhard;Darsteller;1;17;4;0.349333;0.370123;0;0.149595;14;;
558;Edith Oss;Darsteller;1;16;4;0.357273;0.378287;0;0.126738;16;;
559;Edna Greyff;Darsteller;1;13;4;0.366776;0.388571;0;0.129167;12;;
560;Ekkehard Arendt;Darsteller;1;12;4;0.362045;0.3838;0;0.116651;11;;
561;Emmy Sonnemann;Darsteller;1;15;4;0.350893;0.371713;0;0.103489;14;;
562;Elisabeth Bechtel;Darsteller;1;9;5;0.291976;0.308609;0;0.016068;9;;
563;Elisabeth Flickenschildt;Darsteller;1;7;5;0.329284;0.348113;0;0.060274;7;;
564;Elsa Wagner;Darsteller;1;12;4;0.377885;0.400551;0;0.153481;12;;
565;Else Ehser;Darsteller;1;12;4;0.362379;0.384542;0;0.132826;11;;
566;Else Kochhan;Darsteller;1;14;4;0.376978;0.399385;0;0.209074;14;;
567;Emilia Varini;Darsteller;1;12;5;0.298066;0.316858;0;0.025322;11;;
568;Erna Fentsch;Darsteller;1;13;5;0.323723;0.343851;0;0.053185;13;;
569;Ernesto de Curtis;Musik;1;18;4;0.373397;0.398643;0;0.195957;18;;
570;Kurt Fischer-Fehling;Darsteller;1;11;4;0.372335;0.393872;0;0.127348;11;;
571;Ernst Behmer;Darsteller;1;12;4;0.340702;0.35793;0;0.050388;10;;
574;Franz Koehn;Bauten;1;15;4;0.376077;0.401081;0;0.16331;14;;
575;Franz Marszalek;Musik;1;17;4;0.398176;0.423452;0;0.273346;17;;
576;Franz Schubert;Musik;1;18;4;0.373397;0.398643;0;0.195957;18;;
577;Franz Vogel;Produzent;1;13;4;0.358413;0.380725;0;107;12;;
578;Franziska Gaal;Darsteller;1;13;5;0.372335;0.396353;0;0.17217;13;;
579;Franziska Kinz;Darsteller;1;14;4;0.35825;0.379453;0;0.121502;14;;
580;Fred Raupach;Darsteller;1;13;4;0.325736;0.346374;0;0.054902;13;;
581;Fred Sauer;Regie;1;16;4;0.357273;0.378287;0;0.126738;16;;
582;Frederik Fuglsang;Kamera;1;13;4;0.366947;0.389843;0;0.134268;12;;
583;Friedel Buckow;Schnitt;1;14;4;0.361047;0.3838;0;0.139856;14;;
584;Friedl Haerlin;Darsteller;1;11;5;0.344133;0.36338;0;0.060935;11;;
585;Friedrich Kohner;Drehbuch;1;14;4;0.3531;0.374576;0;0.099871;14;;
586;Friedrich Wilhelm Rust;Musik;1;11;5;0.355978;0.376103;0;0.078581;10;;
587;Florelle;Darsteller;1;13;5;0.322528;0.343066;0;0.070356;12;;
588;Fernand Gravey;Darsteller;1;11;5;0.285714;0.301654;0;0.02094;10;;
589;Fernand Fabre;Darsteller;1;12;4;0.346867;0.367684;0;0.107839;12;;
590;Ernst Udet;Darsteller;1;14;4;0.349023;0.367578;0;0.064166;13;;
591;Ernst Erich Buder;Musik;1;14;4;0.363216;0.38645;0;0.13254;14;;
592;Ernst Fischer;Musik;1;13;4;0.367118;0.390267;0;0.17372;13;;
593;Ernst Karchow;Darsteller;1;15;4;0.382854;0.407973;0;0.233967;15;;
594;Ernst Leenen;Musik;1;17;4;0.398176;0.423452;0;0.273346;17;;
595;Ernst Schrumpf;Darsteller;1;11;5;0.286757;0.302226;0;0.013872;8;;
596;Ernst Stahl-Nachbaur;Darsteller;1;12;4;0.353576;0.374576;0;0.075585;11;;
597;Ernst W. Fiedler;Kamera;1;16;4;0.366947;0.389949;0;0.119452;14;;
598;Felix Pfitzner;Produzent;1;15;4;0.363048;0.383694;0;0.118761;15;;
599;Erwin Offeney;Musik;1;13;4;0.320293;0.340437;0;0.03631;12;;
600;Esmond Knight;Darsteller;1;14;4;0.334326;0.35528;0;0.084313;12;;
601;Eva Maria Meier;Darsteller;1;14;4;0.364226;0.38486;0;0.109964;13;;
602;Evelyne May;Darsteller;1;14;5;0.354853;0.377375;0;0.141613;14;;
603;Ezio Polloni;Bauten;1;12;5;0.298066;0.316858;0;0.025322;11;;
604;F. B. Cortan;Drehbuch;1;13;4;0.366947;0.389843;0;0.134268;12;;
605;Dr. Lohmeyer;Drehbuch;1;16;4;0.357273;0.378287;0;0.126738;16;;
606;Dolly Haas;Darsteller;1;16;4;0.379894;0.403308;0;0.196253;15;;
607;Dinah Nelken;Drehbuch;1;17;4;0.362379;0.38327;0;0.16417;15;;
608;Dennis Hoey;Darsteller;1;14;4;0.334326;0.35528;0;0.084313;12;;
609;Annemarie Sörensen;Darsteller;1;13;5;0.351206;0.372286;0;0.104054;12;;
610;Annie Ducaux;Darsteller;1;15;4;0.361213;0.3838;0;0.188949;15;;
611;Annie Rosar;Darsteller;1;13;5;0.372335;0.396353;0;0.17217;13;;
612;Anton Edthofer;Darsteller;1;14;4;0.375717;0.397159;0;0.143448;14;;
613;Antonio Valente;Bauten;1;12;5;0.298066;0.316858;0;0.025322;11;;
614;Aribert Grimmer;Darsteller;1;10;4;0.32791;0.34383;0;0.02854;10;;
615;Aribert Mog;Darsteller;1;11;5;0.286757;0.302226;0;0.013872;8;;
616;Aribert Wäscher;Darsteller;1;17;4;0.368668;0.393236;0;0.215371;17;;
617;Armand Bernard;Darsteller;1;13;5;0.322528;0.343066;0;0.070356;12;;
618;Arnold Fanck;Regie;1;5;5;0.292846;0.308397;0;0.012282;5;;
619;Arthur Schröder;Darsteller;1;13;4;0.358413;0.380725;0;107;12;;
620;Aruth Wartan;Darsteller;1;13;4;0.325736;0.346374;0;0.054902;13;;
621;At. Timann;Drehbuch;1;11;4;0.352308;0.372243;0;0.085054;11;;
622;August Arnold;Produzent;1;11;5;0.331646;0.350869;0;0.055122;10;;
623;August Hinrichs;Drehbuch;1;14;4;0.389302;0.415076;0;0.195178;14;;
624;Annemarie Steinsieck;Darsteller;1;15;4;0.382854;0.407973;0;0.233967;15;;
625;Angela Salloker;Darsteller;1;12;4;0.344284;0.364504;0;0.089036;12;;
626;André Nicolle;Darsteller;1;15;4;0.339232;0.362065;0;0.101653;14;;
627;Alfred Adam;Darsteller;1;16;5;0.255278;0.271183;0;0.035619;15;;
