Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Barcarole,https://www.filmportal.de/film/barcarole_f765e04bfc034aefa6403e523db5b7b4,Spielfilm,1935,Deutschland,Alexander Schneider-Desnitzky,,"Robert Herlth, Walter Röhrig",,"Gustav Fröhlich: Eugen Colloredo, Lída BaarováGiacinta Zubaran, Willy Birgel: Alfredo Zubaran, Will Dohm: Colloredos Freund Motta, Elsa Wagner: Giacintas Dienerin Elvira, Hubert von Meyerinck: Fürst Lopuchin, genannt Lexi, Hilde Hildebrand: Lena Ludovisca, Emilie Unda: Wirtin, Colette Corder: Kokette, Gerhard Dammann: Austernessender Taschendieb, Harry Hardt: Hotelportier im ""Imperial"", Borwin Walth: Kellner im ""Imperial"", Michael von Newlinski: Hotelportier, Ernst Rotmund: Gondelverleiher, Otto Stoeckel: Papierbootverkäufer in Venedig, Georg Völkel: Schauspieler, Walter Doerry: Fischverkäufer, Angelo Ferrari1. Gast bei Fürst Lopuchin, Erich Harden2. Gast bei Fürst Lopuchin, Ernst Waldow3. Gast bei Fürst Lopuchin, Werner Kepich4. Gast bei Fürst Lopuchin, Edgar Pauly5. Gast bei Fürst Lopuchin, Ludwig Trautmann6. Gast bei Fürst Lopuchin, Erwin Klietsch7. Gast bei Fürst Lopuchin, Richard Ludwig8. Gast bei Fürst Lopuchin, Wolfgang Klein: Junger Mann in der Gondel, Olga Schaub: Schauspielerin, Walter Steinweg: Mann mit Papierschiffchen, Rio Nobile: Feiernder Venezianer, Marlys Varena: Kellnerin im ""Imperial"", Hertha Arp, Arthur Grosse, Alexander Moissi, Kurt Seitz, Hedy Swedenburg, Doris Varena, Dora Zitzmann",,,,Gerhard Menzel,,"Karl August Strack, Erwin Rosentreter, Fritz Strack",Günther Stapenhorst,,Friedl Behn-Grund,Franz von Klepacki,"Arno Richter, Manon Hahn (Assistenz)",,Bruno Balz,"Wilhelm Weber, Maria Jamitzky",Hans-Otto Borgmann,,,"Jacques Offenbach (Melodien aus der Oper ""Les contes de Hoffmann"")",Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Günther Stapenhorst),Erich von Neusser,,Gerhard Lamprecht,Gerhard Tandar,"Erich Düring, Heinz Schmidt",Arnfried Heyne,,Willi Klitzke,,Dr. Fritz Seidel,"Jacques Offenbach (Melodien aus der Oper ""Les contes de Hoffmann"")",,"9 Akte, 2420 m, 88 min","35mm, 1:1,37","s/w, Tobis-Klangfilm","Uraufführung (DE): 04.03.1935, Berlin, Gloria-Palast",
Barcarolle,https://www.filmportal.de/film/barcarolle_fa1fc1257ad941b9a3202d6839572b0b,Spielfilm,1935,Deutschland,,,"Robert Herlth, Walter Röhrig",,"Pierre Richard-Willm: Bianca Colloredo, Edwige Feuillère: Giacinta, Roger Karl: Alfredo Zubaran, Philippe Richard: Motta, Marthe Mellot: Elvira, Fernand Fabre: Lopuchin, Gina Manès: Lodovisca, Madeleine Guitty: Trattoria, William Aguet, Raymond Aimos, Michèle Alfa, Alsonia, Paul Cambo, Pierre Chertier, Angelo Ferrari, Edouard Hamel, Roger Legris, Charles Redgie, Georges Rollin, Nicole de Rouves",André-Paul Antoine,,,Gerhard Menzel,,,Günther Stapenhorst,,Friedl Behn-Grund,Franz von Klepacki,Arno Richter,,,,Hans-Otto Borgmann,,,"Jacques Offenbach (Melodien aus der Oper ""Les contes de Hoffmann"")",Universum-Film AG (UFA) (Berlin),,,"Gerhard Lamprecht, Roger Le Bon",,,,,Willi Klitzke,Raoul Ploquin,Dr. Fritz Seidel,"Jacques Offenbach (Melodien aus der Oper ""Les contes de Hoffmann"")",Alliance Cinématographique Européenne (A.C.E.) (Paris),"9 Akte, 2141 m, 78 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Le baron tzigane,https://www.filmportal.de/film/le-baron-tzigane_2e7c97fb9b6a48e4820d79bc24ba7b0b,Spielfilm,1935,Deutschland,Ernst Körner,,Werner Schlichting,,"Adolf Wohlbrück: Sándor Barinkay, Jacqueline Francell: Saffi, Maximilienne: Czipra, Gabriel Gabrio: Schweinefürst Kálmán Zsupan, Daniela Parola: Arséna, Henri Bosc: Graf Homonay, José Noguéro: Erno, Philippe Richard: Pali, Eugène Dumas: Kleiner Diener, Bill-Bocketts, Jean-François Martial, Louis Zellas, Pierre Labry, Edouard Hamel",André Mauprey,,,"Vineta Bastian-Klinger, Walter Supper, Tibor Yost",,"Fritz Schilling, Eduard Weinert",Bruno Duday,,"Günther Rittau, Otto Baecker","Ekkehard Kyrath, Karl Plintzner",,,,Waldemar Jabs,Alois Melichar,,Alois Melichar,Johann Strauß jr. (Melodien),Universum-Film AG (UFA) (Berlin),Bruno Duday,,"Karl Hartl, Henri Chomette",,"Alfred Schmidt, Karl Mühlberger",Milo Harbich,,Otto Schulz,Raoul Ploquin,Walter Tjaden,"Ignaz Schnitzer (Operette), Mór Jókai (Roman ""Saffi"")",Alliance Cinématographique Européenne (A.C.E.) (Paris),"10 Akte, 2882 m","35mm, 1:1,37","s/w, Ton",,
Black Roses,https://www.filmportal.de/film/black-roses_d2293f3869424df3ae0ffada475892b9,Spielfilm,1935,Deutschland,,,"Erich Kettelhut, Max Mellin",,"Lilian Harvey: Tania Fedorovna, Esmond Knight: Pavo Collin, Robert Rendel: Prince Avarov, Dennis Hoey: Niklander, Amy Veness: Annushka, Henry Wolston: Polizeichef, Beatrice Munro: Dienstmädchen",,,,"Curt J. Braun, Walter Supper, Paul Martin",,,Max Pfeiffer,,Fritz Arno Wagner,,,,,,Kurt Schröder,,,,Universum-Film AG (UFA) (Berlin),,Paul Martin,Paul Martin,,,,,,,,,,,,,,
Der blaue Diamant,https://www.filmportal.de/film/der-blaue-diamant_35342bc71e5a4b358ab70b4e40107851,Spielfilm,1935,Deutschland,,,,,"Adele Sandrock, Ursula Grabley",,,,,,,,,,,,,,,"Werner Eisbrenner, Adolf Perris (?)",,,,,,,Curt Blachnitzky,,,,,,,,,,,,,,
Die blonde Carmen,https://www.filmportal.de/film/die-blonde-carmen_0984e2d01ef942a4bca2de8c43d77c1d,Spielfilm,1935,Deutschland,,,"Erich Zander, Willi Depenau",,"Marta Eggerth: Maria Barkás, Wolfgang Liebeneiner: Josef Lechner, Schriftsteller, Ida Wüst: Ilka Födesy, Leo Slezak: Otto Bachmeier, Hans Leibelt: Max Kruse, Theaterdirektor, Else Kochhan: Paula Kannegießer, Josef Eichheimalter Stadler, Ellen Frank: Schauspielerin Lilli Costa, Kurt Vespermann: Regisseur, Ina Albrecht, Günther Brackmann, Friedel Fibelkorn, Martin Hellberg, Hill Larsen, Kitty Meinhardt, Josef Dahmen, Alfred Karen, Georg Krönlein, Willi Schur",,,,Hans H. Zerlett,,"Willi Schlick, Walter Leder",,,Reimar Kuntze,Benno Stinauer,,,"Hans H. Zerlett, Willy Dehmel","Alfred Lehmann, Frieda Lehmann",Franz Grothe,,Franz Grothe,,Cine-Allianz Tonfilm Gmb: H (Berlin),Fritz Klotzsch,"Arnold Pressburger, Gregor Rabinowitsch",Victor Janson,Karl Gillmore,"Walter König, Emil Birk",Roger von Norman,,Karl Lindner,,Adolf Jansen,,,,,,,
Campo di maggio,https://www.filmportal.de/film/campo-di-maggio_c1332737e05448cebe796fe1f5a0e412,Spielfilm,1935,Italien/Deutschland,,,"Antonio Valente, Ezio Polloni",,"Corrado Racca, Enzo Biliotti, Emilia Varini, Olga Tschechowa, Pino Locchi, Giovanni Cimara, Giorgio Capecchi",,,,Giovacchino Forzano,,,,,"Mario Albertelli, Augusto Tiezzi",,,,,,Giuseppe Becce,,,,Consorzio »Vis« Tirrenia (Rom + Berlin),,,Giovacchino Forzano,,,,,,,,,,"2820 m, 103 min","35mm, 1:1.33",s/w,,
Cavalerie légère,https://www.filmportal.de/film/cavalerie-legere_7e8a01d7ec024bd99d27f456e8476e60,Spielfilm,1935,Deutschland,,,"Erich Czerwonski, Karl Böhm",,"Mona Goya: Rosika, Gabriel Gabrio: Chérubini, Constant Rémy: Flip, Jean-Louis Allibert: Géza von Rakos, Ernest Ferny: Palato, Line Noro: Mme Palato, Marcel Vallée: Franconi, Raoul Marco: Pietro, Myno Burney: Catella, Fernand Fabre: Coloman",Roger Vitrac,,,Franz Rauch,,,Alfred Zeisler,,Bruno Timm,,Manon Hahn,,,,Hans-Otto Borgmann,,,"Franz von Suppé (Melodien aus der Operette ""Leichte Kavallerie"")",F.D.F. Fabrikation deutscher Filme Gmb: H (Berlin),Hans von Wolzogen,,Werner Hochbaum,,,,,,,,"Franz von Suppé (Melodien aus der Operette ""Leichte Kavallerie"")",Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
Le Contrôleur des wagons-lits,https://www.filmportal.de/film/le-controleur-des-wagons-lits_b2dc4195309e4b109ae132f64bf8f52a,Spielfilm,1935,Deutschland/Frankreich,"Willy Melas, Gustav Lautenbacher",,"Gustav A. Knauer, Alexander Mügge",,"Albert Préjean: Albert Bernard, contrôleur des wagons-lits, Danielle Darrieux: Annie Bourguet, Lucien Baroux: Eugène Bernard, directeur des automobiles Jupiter, Robert Arnoux: Le collègue de Albert, Alice Tissot: Adèle Bernard, Robert Goupil: Le mécanicien, Vivian Grey: Margot, Germaine Reuver: Madame Léon, Albert Broquin, Lucien Callamand, Jean Dumontier, Liliane Lesaffre, Jane Pierly, Robert Sidonac",Jean Boyer,,,"Hans F. Fischer, Hertha von Gebhardt, Werner Kortwich",,"Hermann Dor, Dorothea Saumweber",,,Karl Hasselmann,Josef Illig,,,,"Alfred Lehmann, Heinrich Beckmann","Will Meisel, Hermann Josef Schneider",,,,"Bavaria Film AG (München-Geiselgasteig), Vandor-Film (Paris)",Ernst Garden,,Richard Eichberg,Walter H. Guse,Wilhelm Lanz,Roger Mercanton,,Walter Weisse,,Friedrich Wilhelm Dustmann,"Alexandre Bisson (nach dem Bühnensstück ""Le Contrôleur des wagon-lits"" von )",,5 Akte,"35mm, 1:1.37","s/w, Tobis-Klangfilm",,
Der Dämon des Himalaya,https://www.filmportal.de/film/der-daemon-des-himalaya_3dca294a933949cead388327311a81c4,Spielfilm,1935,Schweiz/Deutschland,,,"Karl Weber, Fritz Maurischat",,"Rudolf Biebrach, Gustav Diessl",,,,,,,,,"Richard Angst, Hans Ertl, Fritz von Friedl",,,,,,,,,,,,,Günther Oskar Dyhrenfurth,,,,,,,,,,"2615 m, 96 min",35mm,"s/w, Ton","Uraufführung (DE): 16.03.1935, Zürich, Urban",
Die Katz' im Sack,https://www.filmportal.de/film/die-katz-im-sack_b3d8c80e743c4e50bdd18f9f3f0f5a19,Spielfilm,1935,Frankreich/Deutschland,Willy Melas,,Peter Linzbach,,"Magda Schneider: Irene Ferenczy, Theo Lingen: Tiwi Dollin, Dichter, ihr Vetter, Julia Serda: Gutsbesitzerin Eugenie Ferenczy, ihre Mutter, Wolf Albach-Retty: Edmund Vernon, Rennfahrer, Otto Daue: Bob, Günther Vogdt: Karl, Robert Thiem: Richard, Tina Eilers: Suzy Martin, Hubert von Meyerinck: Louis Grevenelle, Sportlehrer, Egon Brosig: Dr. Brentano, Sekretär des Sportclubs",Jan Fethke,,,Jan Fethke,,,,,Karl Hasselmann,,,,"Hans Forge (""Nur bei Czardas und Tokayerwein"", ""Mein Geschmack und Dein Geschmack"", ""Zehn kleine Negerlein"")",,Hans Sommer,,Hans Sommer,,Société Internationale Cinématographique (S.I.C.) (Paris),Pierre O'Connell,,Richard Eichberg,,,,,,,Hermann Stör,"Lászlo Szilágyi (nach dem gleichnamigen Bühnenstück von), Mihály Eisemann (nach dem gleichnamigen Bühnenstück von)",,"5 Akte, 2492 m, 91 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
