Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Die Bestie von San Silos,https://www.filmportal.de/film/die-bestie-von-san-silos_17f48220ee4148b28f1254d91cde8ebf,Spielfilm,1924,Deutschland,,,Willy Reiber,,"Jack Mylong-Münz, Manfred Köpel, Claire Kronburger",,,,,,,,,Karl Attenberger,,,,,,,,,,,,,Joe Stöckel,,,,,,,,,,"7 Akte, 2353 m","35mm, 1:1.33","s/w, stumm",,
Das blonde Hannele,https://www.filmportal.de/film/das-blonde-hannele_0f08185c832c438a851a2ed16cb70fe3,Spielfilm,1924,Deutschland,,,,,"Maria Minzenti, Carl de Vogt: Walter Bergson, Helena Makowska: Gräfin Blanche Raven, Hans Brausewetter: Christoph, Karl Falkenberg: Clary, Sekretär, Ferdinand Martini: Lindenwirt, Georg Heinrich Schnell: Fürst",,,,,,,,,"Mutz Greenbaum, Karl Attenberger",,,,,,,,,,,,,Franz Seitz Sr.,,,,,,,,,,,,,,
Die Brigantin von New York,https://www.filmportal.de/film/die-brigantin-von-new-york_1ed08f2f27c04554a83a9eb255a67b5f,Spielfilm,1924,Deutschland,,,Gustav A. Knauer,,"Lotte Neumann, Karl Beckersachs, Elisabeth Pinajeff, Hilde Jennings, Erich Poremski, Albert Paulig, Kurt von Wolowski",,,,Richard Bars,,,,,Ewald Daub,,,,,,Tilmar Springefeld,,,,Dewesti-Film Gmb: H (Berlin),,,Hans Werckmeister,,,,,,,,,,"5 Akte, 1723 m",,"s/w, Stumm",,
Claire,https://www.filmportal.de/film/claire_d545dae39a8e4f36a41de570d4f95dc7,Spielfilm,1924,Deutschland,,,Willi A. Herrmann,,"Lya de Putti, Eduard von Winterstein, Theodor Loos, Erich Kaiser-Titz, Frida Richard, Maria Peterson, Eberhard Leithoff, Alfred Haase, Hanna Zimmermann",,,,Robert Liebmann,,,,,Julius Balting,,,,,,Felix Bartsch (Kino-Musik),,,,,,,Robert Dinesen,,,,,,,,,,,"35mm, 1:1,33","s/w, Ohne Ton",,
Der Club der Totgeweihten,https://www.filmportal.de/film/der-club-der-totgeweihten_350a574750284a97a225c254ddff828b,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colibri,https://www.filmportal.de/film/colibri_65771ea0a28f498192b7864cbf41a5e5,Spielfilm,1924,Deutschland,,,Jacek Rotmil,,"Ossi Oswalda: Colibri, Victor Janson: Boddy, Bruno Kastner: Reginald, sein Neffe, Franz Egénieff: Percy F. Barrymore, Mara Markhoff: Magde, Paul Bildt: Stadnicky, Clown, Hans Junkermann: Tomaselli, Zirkusdirektor, Lydia Potechina: Arabella, seine Frau, Reinhold Hintze: Samson, Athlet, Hans Lipschütz: Marcus, M. O. Schiller: Löw, Hugo Döblin: Samuel, Althändler, Wilhelm Chandron: Wilcox, Laboratoriumsgehilfe, Erich Walter: Karmanoff, ein Russe, Tschunka Tschen: Dr. Yokito, ein Japaner",,,,Franz Rauch,,,,,"Willibald Gaebel, Marius Holdt",,,,,,,,,,Ossi Oswalda-Film (Berlin),,,Victor Janson,,,,,,,,,Universum-Film AG (UFA) (Berlin),"6 Akte, 2637 m",,stumm,,
Dekameron-Nächte,https://www.filmportal.de/film/dekameron-naechte_9a57affc8a7d43059c46090a44d31247,Spielfilm,1924,Deutschland/Großbritannien,,,Norman G. Arnold,,"Lionel Barrymore: Prinz Saladin, Ivy Duke: Prinzessin Ataliel / Perdita, Werner KraußSultan, Bernhard Goetzke: Kreuzritter Torello, Xenia Desni: Torellos Frau Teodora, Randle Ayrton: Kreuzritter Graf Riciardo, Hanna Ralph: Riciardos Frau Violante, Albert Steinrück: König von Algarve, Samson Thomas: Imliff, Georg John: Sterndeuter",,,,"Herbert Wilcox, Noel Rhys",,,,,Theodor Sparkuhl,,,,,,Giuseppe Becce (Bei der Erstaufführung),,,,"Universum-Film AG (UFA) (Berlin), Graham-Wilcox Productions Ltd. (London)",,"Erich Pommer, Herbert Wilcox",Herbert Wilcox,,,,,,,,"Robert Mc: Loughlin (Bühnenstück ""Decameron Nights""), Giovanni Boccaccio (Zwei Erzählungen aus ""Il Decamerone"")",,,35mm,"s/w, stumm",,
Deutsche Helden in schwerer Zeit,https://www.filmportal.de/film/deutsche-helden-in-schwerer-zeit_3dea9542ccda4b6fbcda82eb5c7d315f,Spielfilm,1924,Deutschland,,,,,"Leopold von Ledebur: Herzog von Braunschweig, Hansi Arnstaedt, Karl Platen: Marschall Blücher, Walter Steinbeck: Friedrich Wilhelm I., Fritz Delius, Hanspeter Peterhans, Rolf Loer",,,,,,,,,,,,,,,,,,,,,,"Curt Blachnitzky, Franz Porten",,,,,,,,,,,,stumm,,
...die sich verkaufen,https://www.filmportal.de/film/die-sich-verkaufen_fac85a3553b848ff879cc192a70b04cb,Spielfilm,1924,Deutschland,,,"Willy Reiber, Max Heilbronner",,"Lia Eibenschütz, Hanna Lierke, Carl de Vogt, Jack Mylong-Münz, Georg Heinrich Schnell, Walter Lantzsch, Emil Heyse, Karl Falkenberg, Heinzerl Greiner: Kind",,,,,,,,,Franz Koch,,,,,,,,,,,,,Fritz Greiner,,,,,,,,,,,,,,
Don Carlos und Elisabeth,https://www.filmportal.de/film/don-carlos-und-elisabeth_fe1826c776454396b00a53501d5f0b1b,Spielfilm,1924,Deutschland,,,Oskar Friedrich Werndorff,,"Conrad Veidt: Karl V. - Don Carlos, Infant von Spanien, Eugen Klöpfer: Don Philipp, Infant von Spanien - König Philipp II., Aud Egede-Nissen: Prinzessin Eboli, Wilhelm Dieterle: Marquis Posa, Adolf Klein: Der Großinquisitor Espinosa, Robert Taube: Herzog Alba, Friedrich Kühne: Don Perez, Minister des Königs, Rudolf Biebrach: Herzog von Valois, Dagny Servaes: Elisabeth von Valois, Martin Herzberg: Carlos, 10 Jahre",,,,"Richard Oswald, Ludwig Fulda (Prolog)",,,,,"Karl Hasselmann, Karl Puth, Karl Vass, Theodor Sparkuhl",,Oskar Friedrich Werndorff,,,,Willy Schmidt-Gentner (Kino-Musik - Kompilation),,,,Richard Oswald-Film AG (Berlin),,,Richard Oswald,,,,,,,,,,"3153 m, 115 min","35mm, 1:1,33","s/w, stumm",,
Dr. Wislizenus,https://www.filmportal.de/film/dr-wislizenus_3ab33169dd8a4e3ba54e823a7c69d91f,Spielfilm,1924,Deutschland,,,Robert A. Dietrich,,"Fritz Kortner: Dr. Wislizenus / Vagabund, Paul Bildt: Dichter Wohlgetan, Charlotte Ander: Lena, Jakob Tiedtke: Wirt, Marija Leiko: Vagabundin, Paul Graetz: Iltis, Siegfried Berisch: Milbe, Leon Richter: Engerling, Joachim Ringelnatz""Alte Frau""",,,,"Willy Haas, Paul Beyer",,,,,Adolf Otto Weitzenberg,,,,,,,,,,,,,Hanns Kobe,,,,,,,,Moritz Heymann (Novelle),,,,,,
Dreiklang der Nacht,https://www.filmportal.de/film/dreiklang-der-nacht_d64ae0b95ee047b7b53cd6b9fae54386,Spielfilm,1924,Deutschland,,,Willi A. Herrmann,,"Carlo Aldini: Alf Julsrud, Claire Rommer: Janna Gyttorp, Kurt Brenkendorf: Niels Gyttorp, Bankier, Max Bing: Dr. Swante, Rudolf Klein-Rohden: Efim Alepp, armenischer Edelsteinhändler, Ruth Beyer: Bella, seine Tochter, Fred Immler: Negul, Hans Sternberg: Johnston, Hans Kuhnert: Fürst Miljukin, Maria Grünke: Julsruds alte Wirtin, Ludwig Rex: Gyttorps Sekretär",,,,"Franz Schulz, Arthur Rosen",,,,,"Carl Drews, Akos Farkas",,,,,,,,,,Phoebus-Film AG (Berlin),,,Karl Gerhardt,,,,,,,,,,,,,,
"Düstere Schatten, strahlendes Glück",https://www.filmportal.de/film/duestere-schatten-strahlendes-glueck_dd473c123dd749f284ef617a511b8f31,Spielfilm,1924,Deutschland,,,Karl Machus,,"Ossip Runitsch: F. C. Morland, Ludwig Rex: Dr. West, Hella Moja: Irene Miller, Toni Wittels: Frau Miller, Max Weydner: Kurt Bratter, Martin Lindmann: Black",,,,Max Erhardt,,,,,Mutz Greenbaum,,,,,,,,,,,,,Max Erhardt,,,,,,,,,,"6 Akte, 1760 m",,"s/w, stumm",,
Dunkle Gewalten,https://www.filmportal.de/film/dunkle-gewalten_0a35d3e63fdb4d91a21f032d78cce68d,Spielfilm,1924,Deutschland,,,,,"Julius Kobler: Paul Rudolff, Plantagenbesitzer, Martha Hachmann-Zipser: Frau Johanna Brendel, seine Schwester, Friedrich Siems: Kurt, ihr Sohn, Elfriede Nissen: Edith, ihre Tochter, Marcella Halicz: Marion Tofft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8 Akte, 2740 m","35mm, 1:1.33","s/w, stumm",,
Die Egoisten. Die reich heiraten wollen,https://www.filmportal.de/film/die-egoisten-die-reich-heiraten-wollen_b8c239662aa948a4b1300c0e1c1ee685,Spielfilm,1924,Deutschland,,,Siegfried Wroblewsky,,"August Weber: Fabrikant Ferdinand Krause, Heinz Westermann: Siegfried Krause, Sohn, Katja Lana: Käthe Krause, Tochter, Herbert Hübner: Hugo Meier, Maschinist, Alfred Wötzel: Justizrat Blank, Krauses Rechtsbeistand, Hugo Steinherr: Isidor, Händler",,,,Walter Nehmer,,,,,"Paul Hummel, Hans Reinhardt",,,,,,,,,,,,,Edmund Linke,,,,,,,,,,,,,,
Der Eierheld,https://www.filmportal.de/film/der-eierheld_50178d99852b460da48b0f629150a8c2,Spielfilm,1924,Deutschland,,,,,"Sylvester Schäffer jun., Lilly Krüger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die Fahrt ins Verderben,https://www.filmportal.de/film/die-fahrt-ins-verderben_f939cdf84b724343857fa8741d99e117,Spielfilm,1924,Deutschland/Niederlande,,,Robert A. Dietrich,,"Adele Sandrock: Kniertje, Hans Adalbert Schlettow: Geert, Barbara von Annenkoff: Jo, Joseph Klein: Simon, Paula Batzer: Clementine, Erwin Biswanger: Bos, Lotte Steinhoff, Hans Mierendorff, Werner Funck, Hermann Picha, Karl Harbacher",,,,Armin Petersen,,,,,"Karl Hasselmann, Christian Pointl (Zusatzaufnahmen)",,,,,,,,,,,,,James Bauer,,,,,,,,"Herman Heijermans (Bühnenstück ""Op hoop van zegen"")",,,,,,
Der Fall Dettinger [Archivtitel],https://www.filmportal.de/film/der-fall-dettinger-archivtitel_2d5cf276bf2d441e927d589f3d1585c7,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Reinhold Schünzel,,,,,,,,,,,,,,
Fallstricke der Leidenschaft,https://www.filmportal.de/film/fallstricke-der-leidenschaft_81cac0cb58fc4dcb8fe75571ab0fa96a,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die Finanzen des Großherzogs,https://www.filmportal.de/film/die-finanzen-des-grossherzogs_7f2de4fd38994334ba401412c16c005b,Spielfilm,1924,Deutschland,Fritz Schwarz,,"Rochus Gliese, Erich Czerwonski, Edgar G. Ulmer (Assistenz (?))",,"Mady Christians: Großfürstin Olga, Robert Scholz: Großfürst, Bruder von Olga, Harry Liedtke: Großherzog Don Ramon XX., Alfred Abel: Philipp Collin alias Prof. Pelotard, Adolphe Engers: Finanzminister Don Esteban Paquero, Hermann Vallentin: Herr Bekker, Julius Falkenstein: Bankier Ernst Isaacs, Guido Herzfeld: Wucherer Semjon Marcowitz, Ilka Grüning: Leibköchin Augustine, Walter Rilla: Ehrgeiziger Verschwörer, Hans Hermann SchaufußBuckliger Verschwörer, Georg August Koch: Gefährlicher Verschwörer, Max Schreck: Unheimlicher Verschwörer, Hugo Block: Kammerdiener Joaquino, Balthasar von Campenhausen: Adjutant",,,,Thea von Harbou,,,,,"Karl Freund, Franz Planer",Robert Baberske,,,,,Ekkehard Wölk (Digitalisierte Fassung),,,,Union-Film der Universum-Film AG (Ufa) (Berlin),,Erich Pommer,F. W. Murnau,Edgar G. Ulmer,,,,,,,"Frank Heller (Roman ""Storhertigens finanser"")",,"6 Akte, 2483 m","35mm, 1:1,33","s/w, stumm",,
Die Flucht ins Paradies,https://www.filmportal.de/film/die-flucht-ins-paradies_d600a830e59c426aab36d360dff86147,Spielfilm,1924,Deutschland,,,Willy Reiber,,"Jules Strassmann: Baron Jenö von Szendy, Marga Marfels: Helene, seine Tochter, Josef Roemer: Dr. Paul Frey, Schriftsteller, Fritz Wulfert: Baron Stachus von Szendy, Stéfan Markus: Ernst Savinius, Verleger, Gerhard Amundsen: Graf Adolfo da Ruvezzo, Margarethe Sautter: Rosine, seine Frau, Ly Armbruster: Estelle Robertson, Charles Erik Schneider: Detektiv Prudentino, Heinz Sarnow: Anton Müller, Buchhändler",,,,Stéfan Markus,,,,,Edward Schulz-Keffel,,,,,,,,,,"Weser Film, W. Schütte und Ed. Schulz-Keffel (Kassel)",,Stéfan Markus,Charles Erik Schneider,,,,,,,,,,"6 Akte, 1717 m",,"s/w, stumm",,
Die Frau im Feuer,https://www.filmportal.de/film/die-frau-im-feuer_29d184db9d3b418c94e236f6188633df,Spielfilm,1924,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Asta Nielsen: Josephine, Alfred Abel: Hans Fennhofer, Grigori Chmara: Fennhofers Diener Stanislaus, Helene von Bolváry: Dirne, Lia Eibenschütz: Lisa, Valeska Goldberger: Dame, Erwin Fichtner: Fennhofers Chauffeur, Henry Bender: Regisseur Bellmann",,,,"Margarete M. Langen, Ernst B. Fey",,,,,"Hans Karl Gottschalk, Max Grix",,Walter Wesener,,,,,,,,,,,Carl Boese,,,,,,,,Georg Hirschfeld (Roman),,"5 Akte, 1969 m","35mm, 1:1.33","s/w, stumm","Uraufführung (DE): 28.12.1924, Berlin, Alhambra",
Die Frau in Versuchung,https://www.filmportal.de/film/die-frau-in-versuchung_224741aef7d54e4389c2338d28103352,Spielfilm,1924,Deutschland,,,Robert A. Dietrich,,"Alfred Abel: Albert Unna, Olga Engl: Seine Mutter, Claire Rommer: Elena, ihre Nichte, Charles Willy Kayser: Friedrich Bessel, Sascha Gura: Eva Loray, Schauspielerin, Jakob Tiedtke: Redakteur Mittenzwey, Frida Richard: Dessen Frau, Vera Skidelsky: Beider Tochter, Margarete Kupfer: Mittenzweys Freundin, Fritz Schulz: Heinrich Höther, Bankbeamter, Hermann Picha: Jerusalem, Bürochef, Leopold von Ledebur: Theaterdirektor, Rudolf Lettinger: Ortsgeistlicher",,,,Paul Beyer,,,,,Marius Holdt,,,,,,,,,,Berliner Film-AG (Berlin),,,Siegfried Philippi,,,,,,,,,,"5 Akte, 1676 m","35mm, 1:1,33","s/w, stumm",,
Frauen im Sumpf. Aus dem Leben einer Hochstaplerin,https://www.filmportal.de/film/frauen-im-sumpf-aus-dem-leben-einer-hochstaplerin_a19ef289ce814aab95503d24ebaee47e,Spielfilm,1924,Deutschland/Niederlande,,,Fritz Lederer,,"E. Paul: Graf Robert de Bertan, Helena Makowska: Judith, seine Tochter, Adolf Klein, Olga Limburg, Claire Rommer, Ernst Rückert, Heinz Salfner",,,,"Theo Frenkel, Lothar Knud Frederik",,,,,Georg Muschner,,,,,,,,,,"Turma-Film Gmb: H (Berlin), Theo Frenkel Film (Amsterdam)",,,Theo Frenkel,,,,,,,,,,,,,,
Frühlingsfluten,https://www.filmportal.de/film/fruehlingsfluten_2077fc4c87b644d78b2635a2b1af49e1,Spielfilm,1924,Deutschland,,,Victor Aden,,"Diana Karenne, Ossip Runitsch, Carl Wallauer, Lia Eibenschütz, Elsa Wagner, Herbert Nest, Max Zilzer, Erich Pabst, Gustav Adolf Semler, Harry Hardt",,,,S. Poliakoff,,,,,Emil Schünemann,,"Leopold Verch, Willi Ernst",,,,,,,,,,,Nikolai Malikoff,,,,,,,,"Iwan Sergewitsch Turgenjew (Novelle ""Weschnije wody"")",,6 Akte,,,,
Die Galgenbraut,https://www.filmportal.de/film/die-galgenbraut_dc236ae2c36347e0994789816ffa4645,Spielfilm,1924,Deutschland,,,,,"Grete Reinwald, Leopold von Ledebur, Ernst Schrumpf, Hanns Lutterbeck, Carla Ferra, Georg Margo, Wilhelm Stauffen",,,,Hermanna Barkhausen,,,,,"Franz Weihmayr, Benno Rauch",,,,,,,,,,,,,"Josef Berger, F. B. Nier",,,,,,,,,,,,,,
Garragan,https://www.filmportal.de/film/garragan_15cc86d4bc8d4d3c9180c214528cf553,Spielfilm,1924,Deutschland,,,Heinrich Beisenherz,,"Edward Burns, Carmel Myers, Julianne Johnston, Helmut Goeze, Kurt von Lessen, Adolf Bassermann, Karl Platen, Eduard von Winterstein, Eduard Rothauser, Max Maximilian, Heinrich Peer, Fritz Russ, Hans Waßmann",,,,Ludwig Wolff,,,,,"Guido Seeber, Karl Hasselmann, Reimar Kuntze",,,,,,,,,,Elwe-Film Gmb: H (Berlin),,,Ludwig Wolff,,,,,,,,,,,,,,
Gedankensünden,https://www.filmportal.de/film/gedankensuenden_84151845abf84e33bbbb8431a961ddcc,Spielfilm,1924,Deutschland,,,Siegfried Wroblewsky,,"Margit Barnay, Herbert Hübner?, Alfred Schlageter",,,,Walter Nehmer,,,,,Paul Hummel,,,,,,,,,,,,,Edmund Linke,,,,,,,,,,,,,,
Gefährliche Freundschaft,https://www.filmportal.de/film/gefaehrliche-freundschaft_5d7094b09cce4d3dbdcb6cca5ac24b60,Spielfilm,1924,Deutschland,,,Max Frick,,"Colette Brettel, Ernst Winar, Hermann Vallentin, Vera Skidelsky, Maria Forescu, Karl Elzer",,,,,,,,,Franz Stein,,,,,,,,,,,,,Gerhard Dammann,,,,,,,,,,,,,,
Gefahren der Großstadt-Straße,https://www.filmportal.de/film/gefahren-der-grossstadt-strasse_5c52616fe7e5423f9e8b2bbd0b7cebfa,Spielfilm,1924,Deutschland,,,,,,,,,Toni Attenberger,,,,,,,,,,,,,,,Cabinetfilm Toni Attenberger (München/Berlin),,,Toni Attenberger,,,,,,,,,,,,,,
Der geheime Agent,https://www.filmportal.de/film/der-geheime-agent_b013a29dbf274dbb9d3b638868c32e54,Spielfilm,1924,Deutschland,,,Erich Zander,,"Eva May: Prinzessin, Lucie Höflich: Herzogin-Mutter, Carl LamačHerzog, Max Gülstorff, Ernst Behmer, Leonhard Haskeldrei Minister, Eugen Rex: Kammerdiener, Karl Platen: Baumeister, Karl Beckersachs: Marquis, Trude Berliner: Zofe",,,,Adolf Lantz,,,,,Frederik Fuglsang,,,,,,,,,,May-Film AG (Berlin),,,Erich Schönfelder,,,,,,,,,,,,,,
Das Geheimnis der Burgruine,https://www.filmportal.de/film/das-geheimnis-der-burgruine_2061f29dcda24c51accca884bd43ac08,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Das Geheimnis der schwarzen Lucy,https://www.filmportal.de/film/das-geheimnis-der-schwarzen-lucy_4b4504fb208243f8a06ff1dc7997d2a2,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Valy Arnheim-Film Gmb: H (Berlin),,,,,,,,,,,,,,,,,
