Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Le congrès s'amuse,https://www.filmportal.de/film/le-congres-samuse_a332aba0582d4515be50b2f285f13965,Spielfilm,1931,Deutschland,,,"Robert Herlth, Walter Röhrig",,"Lilian Harvey: Christel, Henri Garat: Tsar Alexandre Ier / Uralsky, Armand Bernard: Bibikoff, Pierre Magnier: Metternich, Robert Arnoux: Pépi, Lil Dagoverla comtesse, Jean Dax: Talleyrand, Odette Talazacla princesse, Jean Sinoëlle ministre des finances, Paul Ollivierle maire de Viennne, Tarquini d'Orle chanteur",,,,"Norbert Falk, Robert Liebmann",,,,,Carl Hoffmann,,Ernst Stern,,Jean Boyer,,Werner Richard Heymann (unter Verwendung Alt-Wiener Kompositionen),,Werner Richard Heymann,,Universum-Film AG (UFA) (Berlin),Eberhard Klagemann,Erich Pommer,"Erik Charell, Jean Boyer","Paul Martin, Basil Ruminow",,Viktor Gertler,,,,Fritz Thiery,,Alliance Cinématographique Européenne (A.C.E.) (Paris),102 min,"35mm, 1:1.19","s/w, Tobis-Klangfilm",,
D-Zug 13 hat Verspätung,https://www.filmportal.de/film/d-zug-13-hat-verspaetung_4535f522082c4c5cad1b40d42d88e8e3,Spielfilm,1931,Deutschland,,,"Willi A. Herrmann, Herbert Lippschitz",,"Charlotte Susa: Dorit, Heinz Könecke: Herbert Schmitt, Fee Malten: Ella, seine Frau, Ludwig Andersen: Urban, Alfred Beierle: Caspar, Viktor Schwanneke: Terry",,,,"Rudolf Katscher, Egon Eis",,,,,"Werner Brandes, Bernhard Wentzel",,,,,Karl Weitschat,,,,,Universum-Film AG (UFA) (Berlin),Alfred Zeisler,,Alfred Zeisler,Heinz Hille,,,,,,Gerhard Goldbaum,,,"1982 m, 72 min","35mm, 1:1.19","s/w, Tobis-Klangfilm",,
Dactylo,https://www.filmportal.de/film/dactylo_3cf3288a774f45ec8f621baa98a92a19,Spielfilm,1931,Frankreich/Deutschland,,,"Otto Hunte, Franz Koehn (Assistenz), Laaser (Assistenz)",,"Marie Glory: Simone Dupré, Jean Murat: Paul Derval, Armand Bernard: Jules Fanfarel, Jean Boyer: Moreau, Albert Broquin: Chorsänger, André Michaud: Kellner im Restaurant, Marie-Antoinette Buzet: Die Sekretärin, Paul Boyer, Vony Myriame",Jean Boyer,,,Franz Schulz,,,,,"Otto Heller, Reimar Kuntze, Adolf Schlasy",,,,Jean Boyer,,Ludwig Lajtai,,Paul Abraham,,Greenbaum-Film Gmb: H (Berlin),Georg Witt,Hermann Millakowsky,Wilhelm Thiele,,,,,,,Hans Grimm,"István Békeffy (Operette ""Die Privatsekretärin"")",Pathé-Natan Cinéma (Paris),77 min,35mm,"s/w, Tobis-Klangfilm",,
Danton,https://www.filmportal.de/film/danton_6c668ae83d6d4b67986159ced173d47d,Spielfilm,1931,Deutschland,,,Julius von Borsody,,"Fritz Kortner: Danton, Lucie Mannheim: Louise Gély, Gustaf Gründgens: Robespierre, Alexander Granach: Marat, Gustav von Wangenheim: Desmoulins, Werner Schott: Saint Just, Hermann Speelmans: Legendre, Georg John: Fouquier-Tinville, Ernst Stahl-Nachbaur: Malesherbes, Verteidiger des Königs Ludwig XVI., Georg Heinrich Schnell: Herzog von Koburg, Ferdinand Hart: General Dumoriez, Carl Goetz: Ein Kleinrentner, Till Klockow: Cornelia, Robespierres Haushälterin, Friedrich GnaßSanson, der Henker von Paris, Maria Forescu, Hugo Fischer-Köppe, Gustav Püttjer, Bernd Aldor, Walter Werner",Hans Rehfisch,,,Heinz Goldberg,,,,,Nicolas Farkas,,,,,"Richard Timm, Alma Timm",Artur Guttmann,,Artur Guttmann,,Allianz-Tonfilm Gmb: H (Berlin),Wilhelm Székely,Arnold Pressburger,Hans Behrendt,,,René Métain,,,,Hermann Birkhofer,,,86 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
"Dein Elternhaus, vergiß es nie im Leben",https://www.filmportal.de/film/dein-elternhaus-vergiss-es-nie-im-leben_fb177455c1124ff3b474975c9216c7a1,Spielfilm,1931,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dienst ist Dienst,https://www.filmportal.de/film/dienst-ist-dienst_6eac1e228e2e4807a06a5ccc86e4e522,Spielfilm,1931,Deutschland,,,"Willi A. Herrmann, Artur Günther",,"Ralph Arthur Roberts: Major von Koppel, Maly Delschaft: Ilse, seine Frau, Fritz Spira: General von Hessendorf, ihr Onkel, Fritz Schulz: Kaczmarek, Offiziersbursche, Berthe Ostyn: Carola Hopkins, Soubrette, Heinrich Fuchs: Leutnant Tübinger, Adjutant, Herbert Kiper: Dr. Neumann, Reserveleutnant, Ernst Rückert: Wachtmeister Krell, Lucie Englisch: Anna, Hugo Fischer-Köppe: Schani Hofer, Komiker, Ernst Behmer: Pepi Tagsommer, Friseur",,,,"Bobby E. Lüthge, Karl Noti",,,,,"Willy Hameister, Hans Karl Gottschalk",,,,,"Bruno Heckmann, Waldemar Gericke",Artur Guttmann,,Artur Guttmann,,Aco-Film Gmb: H (Berlin),Gustav Althoff,Gustav Althoff,Carl Boese,,,,,Reinhold Draber,,Dr. Fritz Seidel,,,86 min,"35mm, 1:1,20","s/w, Tobis-Klangfilm",,
Der Draufgänger,https://www.filmportal.de/film/der-draufgaenger_da7a96363fac4b0ebfe8dd337541fa68,Spielfilm,1931,Deutschland,Willy Males,,"Jacek Rotmil, Hans Minzloff",,"Hans Albers: Hans Röder, Hafenpolizist, Marta Eggerth: Trude, Animierreiterin, Sigurd Lohde: Patterson, reicher Amerikaner, Gerda Maurus: Gloria, seine Freundin, Ernst Stahl-Nachbaur: George Brown alias Mac-Born, Gangster, Fritz Klippel: Parker, sein Komplice, Leonard Steckel: Barini, Inhaber des Hippodrom, Reinhold Bernt: Willy, Stallmeister, Alfred Beierle: Martin Timm, Hafenpolizist, Anna Müller-Lincke: Frau Pahlke, Inhaberin der Artistenpension, Eugen Burg: Andersen, Kriminalkommissar, Senta Söneland: Fräulein Schönholz, Kriminalbeamtin",,,,"Richard Eichberg, Josef Than",,,,,"Heinrich Gärtner, Bruno Mondi",,,,Kurt Schwabach,"Karl Weitschat, Robert Stritzke",Hans May,,Hans May,,Eichberg-Film Gmb: H (Berlin),Richard Eichberg,Richard Eichberg,Richard Eichberg,Géza von Cziffra,,Willy Zeunert,,Heinz Ritter,,Eugen Hrich,Franz Höllering (nach einer Novelle von),,"11 Akte, 2507 m, 92 min","35mm, 1:1,19","s/w, Tobis-Klangfilm",,
Drei Tage Liebe,https://www.filmportal.de/film/drei-tage-liebe_f32b107c63184c3598b9b402f9fa0ebc,Spielfilm,1931,Deutschland,,,Hans Jacoby,,"Hans Albers: Franz, Käthe Dorsch: Lena, Trude Berliner: Karla, Paul Samson-Körner: Emil, Hansi Arnstaedt: Frau Wernicke, Oskar GroßHerr Wernicke, Ruth Jacobsen: Freundin des Chauffeurs, Lotte Stein: Köchin, Carl Jönsson: Autobesitzer, Rudolf Platte: Chauffeur, Jakob Sinn1. Polizist, Harry Nestor2.Polizist, Fritz Odemar, Camillo Kossuth, Luigi Bernauer, Heinrich Marlow, Gillis von Rappard",,,,"Heinz Hilpert, Joe Lederer",,,,,Otto Kanturek,,,,,"Oscar Schmidt, Hermann Rosenthal",Friedrich Hollaender,,Felix Günther,,Felsom-Film Gmb: H Fellner & Somlo (Berlin),,"Josef Somlo, Hermann Fellner",Heinz Hilpert,,,,,,,"Fritz Seeger, Hans Grimm",,,101 min,"35mm, 1:1,20","s/w, Ton",,
Durand contre Durand,https://www.filmportal.de/film/durand-contre-durand_ed64edf26d9446b5b40890660feaf46e,Spielfilm,1931,Deutschland,,,Heinrich Richter,,"Jeanne Helbling: Suzy, Roger Tréville: Max Durand I, Clara Tambour: Gaby Pirouette, Mady Berry: Mme Dieudonné, Simone Simon: Eliane, Henri Kerny: Dieudonné, Paul Asselin: Max Durand II, Jules Mondos: Lévy Bloch, Doumelcoiffeur, Henri Chomette","Roger Féral, Jacques Monteux",,,Henry Gilbert,,,,,"Viktor Gluck, Georg Bruckbauer",,,,"Roger Féral, Jacques Monteux",,Leo Leux,Jim Cowler,Leo Leux,,Nowik & Roell-Film Gmb: H (Berlin),,"Nikolaus Nowik, Edgar Roell","Eugen Thiele, Léo Joannon",,,,,,,Carl-Erich Kroschke,,Société Internationale Cinématographique (S.I.C.) (Paris),85 min,"35mm, 1:1.19","s/w, Tobis-Klangfilm",,
Einer Frau muß man alles verzeih'n,https://www.filmportal.de/film/einer-frau-muss-man-alles-verzeihn_87f6141ab8074d71acbd01e9063838d8,Spielfilm,1931,Deutschland,Otto Lehmann,,Heinrich Richter,,"Fritz Schulz: Fritz Meyer, Weinreisender, Maria Paudler: Susi, seine Freundin, Jessie Vihrog: Lu, Salom Bela: Heidelberger, Lotte Stein: Emilie Heidelberger, seine Frau, Blandine Ebinger: Brunhilde, seine Tochter, Paul Morgan: Kühn, Kurt Lilien: Tucher, Willy Trenk-Trebitsch: Fritz Meyer, Konfektionsreisender, Franz Fiedler: Löwe, Klavierlehrer, Emil Hermann: Kunde, Pami Mönch: Mannequin, Aenne Görling, Charly Brock, Heddy Peters, Lili Ferenczy, Eugen Boral, Mary Johnson, Tandar, Marcel Merminod, Heinrich Gottermann",,,,"Henry Gilbert, William Karfiol",,,,,"Viktor Gluck, Georg Bruckbauer",Gerhard Brieger,,,"Charles Amberg, Eugen Thiele","Adolf Braun, Martin Gericke",Leo Leux,Jim Cowler,Leo Leux,,Nowik & Roell-Film Gmb: H (Berlin),William Karfiol,"Nikolaus Nowik, Edgar Roell",Eugen Thiele,,,Alwin Elling,,Fritz Vopel,,Carl-Erich Kroschke,,,,,,,
Das Ekel,https://www.filmportal.de/film/das-ekel_defbc150a9654c4baf84fbc7889422ee,Spielfilm,1931,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Max Adalbert: Adalbert Bulcke, Markthallenaufseher, Emilie Unda: Hermine, seine Frau, Evelyn Holt: Katharina, beider Tochter, Heinz Wagner: Egmont, beider Sohn, Heinz Könecke: Quitt, Sportlehrer, Viktor Franz: Scheelhase, Julius E. Herrmann: Weichert, Ernst Pröckl: Werndorff, Hans Hermann SchaufußSchutzmann Lemke, Alfred Abel: Richter, Paul Henckels: Amtsanwalt, Martha Ziegler: Frau Weichert, Rudolf Biebrach: Gefängniswärter, Erik Schütz, Rosa Valetti: Frau Kochanke",,,,"Emeric Pressburger, Erich Kästner",,,,,"Eugen Schüfftan, Bernhard Wentzel",,,,,"Hermann Rosenthal, Friedrich Havenstein",Herbert Lichtenstein,,,,Universum-Film AG (UFA) (Berlin),Bruno Duday,,"Franz Wenzler, Eugen Schüfftan",,,,,Otto Schulz,,Walter Tjaden,"Hans Reimann (Bühnenstück), Toni Impekoven (Bühnenstück)",,,,,,
Elisabeth von Österreich,https://www.filmportal.de/film/elisabeth-von-oesterreich_20b1c43a61b041499d1a75c52268d966,Spielfilm,1931,Deutschland,,,Franz Schroedter,,"Lil Dagover: Elisabeth von Österreich, Paul Otto: Kaiser Franz Joseph I. von Österreich, Maria Matray: Fanny Angerer, Charlotte Ander: Mary Vetsera, Ekkehard Arendt: Kronprinz Rudolf, Gert Pilari: Kronprinzessin Stefanie, Ida Perry: Erzherzogin Sophie, die Kaiserin-Mutter, Ludwig Stössel: Bratfisch, Sergius Sax: Kronprinz Ludwig von Bayern, Ida Wüst: Ilonka Törek, Kunstreiterin, Michael von Newlinski: Graf Hoyos, Olga Limburg1. Erzherzogin, Toni Tetzlaff2. Erzherzogin, Maria West: Hofdame, Gustl Stark-Gstettenbaur: Piccolo, Eugen BurgÖsterreichischer Außenminister, Robert Leffler: Nuntius, Magnus Stifter: Hofarzt, Bernd Aldor: Schweizer Arzt, Fritz Greiner: Heurigenwirt, Harry Berg, Elisabeth von Rüts",,,,"Georg C. Klaren, Adolf Lantz, Alfred Schirokauer",,,,,Frederik Fuglsang,,Leopold Verch,,,"Alfred Lehmann, Adolf Arnold",Felix Günther,,Felix Günther,,Gottschalk Tonfilm-Produktions Gmb: H (Berlin),Ludwig Gottschalk,Ludwig Gottschalk,Adolf Trotz,Rolf Eckbauer,,Géza Pollatschik,,Erich Tannigel,,Hermann Birkhofer,,,84 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Emil und die Detektive,https://www.filmportal.de/film/emil-und-die-detektive_a4a93cce49f1495286c19073e0b27c67,Spielfilm,1931,Deutschland,Erich von Neusser,,Werner Schlichting,,"Käte Haack: Friseurin Frau Tischbein, Rolf Wenkhaus: Sohn Emil Tischbein, Fritz Rasp: Grundeis, Rudolf Biebrach: Wachtmeister Jeschke, Olga Engl: Emils Großmutter, Inge Landgut: Pony Hütchen, Hans Joachim Schaufuß""Gustav mit der Hupe"", Hubert Schmitz""Der Professor"", Hans Richter""Fliegender Hirsch"", H. A. Löhr""Der kleine Dienstag"", Ernst-Eberhard Reling: Gerold, Waldemar Kupczyk: Mittenzwei, Martin Rickelt: Hotelpage, Gerhard Dammann, Rudolf Lettinger, Margarete Sachse, Georg Heinrich Schnell",,Carl Mayer (Dramaturgische Beratung - ungenannt),,"Billy Wilder, Paul Frank (ungenannt)",,,,,Werner Brandes,"Karl Drömmer, Werner Krien",,Carl Meinhard (Künstlerischer Beirat),,"Wilhelm Weber, Ernst Schülke",Allan Gray,,,,Universum-Film AG (UFA) (Berlin),Günther Stapenhorst,,Gerhard Lamprecht,,,,,Emanuel Loewenthal,,Hermann Fritzsching,Erich Kästner (Roman),,"1967 m, 72 min","35mm, 1:1,33","s/w, Tobis-Klangfilm","Uraufführung (DE): 02.12.1931, Berlin, U.T. Kurfürstendamm",
Er und sein Diener,https://www.filmportal.de/film/er-und-sein-diener_d0cf8d71418d462a817a824e634980c6,Spielfilm,1931,Ungarn/Deutschland,,,Max Heilbronner,,"Oscar Sabo  Jr.Spediteur Schneider, Else Reval: Frau Schneider, Paul Henckels: Kammerdiener Hypolit, Liselotte Schaak: Tochter Elli Schneider, Sándor Góth: Stadtrat von Werndorf, Paul Heidemann: Neffe des Stadtrats, Annie Markart: Karola, Robert T. Thoeren: Frank, Ernö Szenes: Tobias, Thea Grodyn: Julia",,,,"Karl Noti, Fritz Löhner-Beda",,,,,"Eduard Hoesch, Stefan Eiben",,,,,,Mihály Eisemann,,Ladislaus Angyal,,"Sonor-Film (Budapest), Heros Film-Verleih Gmb: H (Berlin)",,,István Székely,,,Laslo Benedek,,,,Franz Lohr,"Stefan Zagon (Buch ""Hypolit, der Lakai"")",,"2322 m, 85 min","35mm, 1:1,20","s/w, Ton",,"Zensur (DE): 17.09.1931, B.29923, Jugendverbot"
Er und seine Schwester,https://www.filmportal.de/film/er-und-seine-schwester_86b6d6da00884e26898480d556cc344f,Spielfilm,1931,Tschechoslowakei/Deutschland,,,,,"Anny Ondra, Alexander Roda-Roda, Vlasta Burian",Alexander Roda-Roda,,,Václav Wasserman,,,,,Otto Heller,,,,Charles Amberg,,,,,,"Ondra-Lamac-Film Gmb: H (Berlin), Elekta-A.B. Filmfabriken AG (Prag)",,,Carl Lamač,Lothar Wolff,,Carl Lamač,,,,,,,,,,,
Der Fall des Generalstabs-Oberst Redl,https://www.filmportal.de/film/der-fall-des-generalstabs-oberst-redl_77ab73cce9db4f38ad46011a364e9889,Spielfilm,1931,Tschechoslowakei/Deutschland,,,"Artur Berger, Emil Stepanek",,"Lil Dagover, Theodor Loos, Vladimír Majer, Magnus Stifter, Michael von Newlinski",,,,,,,,,"Václav Vích, Eduard Hoesch",,,,,,,,,,,,,Karl Anton,,,,,,,,,,,,,,
Der falsche Ehemann,https://www.filmportal.de/film/der-falsche-ehemann_f37db1576c1843a8a8079b050a88ccc7,Spielfilm,1931,Deutschland,,,"Robert Herlth, Walter Röhrig",,"Johannes Riemann: Peter und Paul Hannemann, Zwillingsbrüder, Maria Paudler: Ruth, Peters Frau, Gustav Waldau: H. H. Hardegg aus Buenos Aires, Jessie Vihrog: Ines, seine Tochter, Tibor von Halmay: Maxim Tartakoff, Geigenvirtuose, Martha Ziegler: Fräulein Schulze, Sekretärin, Fritz Strehlen: Maharadscha, Klaus Pohl, Gustl Stark-Gstettenbaur, Comedian Harmonists",,,,"Paul Frank, Billy Wilder",,,,,"Carl Hoffmann, Bernhard Wentzel",Günther Anders,,,,Ernst Schülke,Norbert Glanzberg,,,,Universum-Film AG (UFA) (Berlin),Bruno Duday,,Johannes Guter,Erich Holder,,Nikolaus Mick,,Emanuel Loewenthal,,Erich Leistner,,,"2310 m, 84 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,
Die Faschingsfee,https://www.filmportal.de/film/die-faschingsfee_12aecee098214500a1e6a8d7cd4c2d7a,Spielfilm,1931,Deutschland,,,"Heinz Fenchel, Jacek Rotmil",,"Anny Ahlers: Alexandra, Walter Janssen: Attaché v. Grefelingen, Ernö Verebes: Alfred v. Mützelburg, Camilla Spira: Lori, Viktor de Kowa: Victor Ronai, Julius Falkenstein: Graf Mereditt, Szöke Szakall: Matthias, Diener, Harry Halm: Xaver, Anna Müller-Lincke: Brigitte, Dolly Lorenz: Kitty, Fritz Oesterreicher: Richard Goetz, Kurt von Ruffin: Gideon, Wilhelm Diegelmann: Vater Andreas, Klaus Pohl: Pappritz",,,,"Rudolf Oesterreicher, Adolf Lantz",,,,,Friedl Behn-Grund,,,,,,Emmerich Kálmán,,,,Hisa-Film Gmb: H (Berlin),,,Hans Steinhoff,Louis Domke,,,,,,Hans Grimm,"Curt Wesse (Operette), Alfred Maria Willner (Libretto)",,,,,,
Feind im Blut,https://www.filmportal.de/film/feind-im-blut_3b5675eed2ab421882a8e5cd1c72a1e5,Spielfilm,1931,Schweiz/Deutschland,,,,Trudy Schoop,"Gerhard Bienert: Mechaniker, Ilse Stobrawa: Frau des Mechanikers, Wolfgang Klein: Student, Walburga Gmür: Freundin des Studenten Lili, Helmut Krauss: Freund des Studenten, Margarete Kupfer: Kurpfuscherin, Ruth Albu: Verheiratete Frau, G. Braxis, H. Kraussbauer, Zoe Walewska, Harry Berber, Max Bernhardt, W. Kraussbauer, Wilhelm Lüdecke, Paul Mette, Hugo Schwabe, Hans Thum, Trudy Schoop",,,,"Walther Ruttmann, Lazar Wechsler, Gerhard Bienert",,,,,"Georges C. Stilly, Emil Berna",,,,,Harry Krankemann,Wolfgang Zeller,,Wolfgang Zeller,,"Praesens Film AG (Zürich), Praesens-Film Gmb: H (Berlin)",,Lazar Wechsler,Walther Ruttmann,Georges C. Stilly,,"Walther Ruttmann, Georges C. Stilly",,,,"Hans Bittmann, Charles Métain",,,"2021 m, 74 min","35mm, 1:1,33","s/w, Tobis Lignose-Hörfilm System Breusing",,
La femme et le rossignol,https://www.filmportal.de/film/la-femme-et-le-rossignol_63ee0efcdabd4ad8971ecd13f5bc62f2,Spielfilm,1931,Frankreich/Deutschland,,,"Christian-Jaque, Lucien Aguettand",,"Minnie Brown, Rolla France, Marcelle Praince",,,,Jean Toulout,,,,,"Raymond Agnel, Henri Barreyre",,,,,,,,,,"André Hugon-Films (Paris), Union-Film-Co. mb: H (München)",,,André Hugon,,,,,,,,,,,"35mm, 1:1.19",,,
La fille et le garçon,https://www.filmportal.de/film/la-fille-et-le-garcon_3cd3ba66426b4cf28d484af56bf87db7,Spielfilm,1931,Deutschland/Frankreich,,,"Benno von Arent, Werner Schlichting",,"Lilian Harvey: Jenny Berger/Ria Bella, Henri Garat: Victor Berger, Mady Berry: Mme Bientôt, Lucien Baroux: Advokat, Marcel Vallée: Maurice Bientôt, Léonce Corneadvocat, Tibor von Halmay, Franz Rott",Raoul Ploquin,,,Franz Schulz,,,,,Carl Hoffmann,Günther Anders,,André Daven,Jean Boyer,,Jean Gilbert,,,,"Universum-Film AG (UFA) (Berlin), Alliance Cinématographique Européenne (A.C.E.) (Paris)",,Erich Pommer,"Wilhelm Thiele, Roger Le Bon",,,Eduard von Borsody,,,,Erich Leistner,,,,,,,
Flagrant délit,https://www.filmportal.de/film/flagrant-delit_f73d0fb5a831492d980242db7a73a053,Spielfilm,1931,Deutschland,,,Erich Kettelhut,,"Ralph Arthur Roberts: Puppenfabrikant Albert Dumontier, Blanche Montel: Renée Dumontier, Henri Garat: Jean Durant, Charles Dechamps: Baron de Sérigny, Renée Rysor: Dienstmädchen, Gustave Gallet: Diener, Fernande Albany: Hortense, Louis Baron fils: Polizeikommissar, Franz Wachsmann: Schwarzer Musiker, Louis Douglas: Tänzer, Sidney Bechet",,,,"Louis Verneuil, Robert Liebmann",,,,,"Günther Rittau, Konstantin Tschet",,Ladislaus Czettel,,Jean Boyer,,"Friedrich Hollaender, Franz Wachsmann",,Friedrich Hollaender,,Universum-Film AG (UFA) (Berlin),Max de Vaucorbeil,Erich Pommer,Hanns Schwarz,,,,,,,Fritz Thiery,"Louis Verneuil (frei nach dem Bühnenstück ""Guignol ou le cambrioleur"")",,98 min,"35mm, 1:1,33","s/w, Klangfilm",,
Die Fledermaus,https://www.filmportal.de/film/die-fledermaus_745cfdbc13a546edb93a6a40d8977db0,Spielfilm,1931,Frankreich/Deutschland,,,"Heinz Fenchel, Lucien Aguettand",,"Anny Ondra: Adele, Georg Alexander: Eisenstein, Betty Werner: Rosalinde, Oskar Sima: Falke, Hans Junkermann: Frank, Iván Petrovich: Prinz Orlofsky, Franz Felix: Alfred, Karl Etlinger: Frosch, Eugen Jensen: Hell, Jaro Fürth: Minister",,,,"Hans H. Zerlett, Karl Forest",,,,,Otto Heller,,,,"Carl Haffner, Richard Genée",,Michel Michelet,,Ferdinand Folba,Johann Strauß jr. (Opernmelodien),"Vandor-Film (Paris), Ondra-Lamac-Film Gmb: H (Berlin)",,Carl Lamač,Carl Lamač,,,,,,,,Johann Strauß jr. (Opernmelodien),,,,,,
Die Försterchristl,https://www.filmportal.de/film/die-foersterchristl_32466e6219bb449f9ac775322793de3e,Spielfilm,1931,Deutschland,,,"Heinz Fenchel, Jacek Rotmil",,"Irene Eisinger: Christl Lange, genannt ""Försterchristl"", Paul Richter: Kaiser Josef, Oskar Karlweis: Wolfgang Amadeus Mozart, André Pilot: Corporal Franzl Földessy, Tibor von Halmay: Walperl, Fritz Daghofer: Oberförster Lange, Christls Vater, Jelly Staffel: Everl, Mozarts Geliebte, Adele Sandrock: Hofdame, Max Ralf-Ostermann1. Adjutant des Kaisers, Hans Waschatko2. Adjutant des Kaisers, Gretl Bernd: Fräulein von Földessy, Lutz AltschulÖsterreichischer Offizier, Ernst Wurmser: Küchenchef der Wiener Hofburg, Heinrich Gotho: Notar, Paul Hörbiger: Der alte Baron, Sylvia Torff: Bäuerin, Alfred Frank1. Arbeiter, Rudolf Oesterreicher2. Arbeiter",,,,"Bruno Granichstaedten, Alfred Frank",,,,,"Akos Farkas, Mutz Greenbaum",,"Peter A. Becker, Hermann I. Kaufmann",,,,"Bruno Granichstaedten, Wolfgang Amadeus Mozart",,Walter Sieber,,Transocean-Film-Co. Gmb: H (Berlin),K. J. Fritzsche,K. J. Fritzsche,Friedrich Zelnik,Rolf Baum,,,,,,,,,90 min,"35mm, 1:1,20","s/w, Tobis-Klangfilm",,
Fra Diavolo,https://www.filmportal.de/film/fra-diavolo_f028fa505943413c97abfc47a1201475,Spielfilm,1931,Deutschland/Frankreich,,,Alexander Loschakoff,,"Tino Pattiera, Madeleine Bréville, Armand Bernard, Jacques Varennes, Alex Bernard, Jean d'Yd, Pierre Magnier, Germaine Kerjean, May Vincent, Nathalie de Sol",,,,"Mario Bonnard, Nunzio Malasomma, Fritz Löhner-Beda, Hedy Knorr",,,,,Nicolas Farkas,,Boris Bilinsky,,,,Giuseppe Becce,,,Daniel François Esprit Auber (Motive),,,,Mario Bonnard,,,,,,,,Daniel François Esprit Auber (Motive),,,"35mm, 1:1.19",,,
Fra Diavolo,https://www.filmportal.de/film/fra-diavolo_f09979d473354946872620d5b075aabf,Spielfilm,1931,Deutschland/Frankreich,,,,,"Tino Pattiera, Brigitte Horney, Heinrich Heilinger, Kurt Lilien, Ernst Stahl-Nachbaur, May Vincent, Philipp Manning, Jack Mylong-Münz, Friedrich Gnaß, Margarete Hruby",Kurt Braun,,,"Mario Bonnard, Nunzio Malasomma, Fritz Löhner-Beda, Hedy Knorr",,,,,Nicolas Farkas,,Boris Bilinsky,,,,Giuseppe Becce,,,"Daniel François Esprit Auber (Motiven der Oper ""Fra Diavolo"")",,,,Mario Bonnard,,,,,,,,"Daniel François Esprit Auber (Motiven der Oper ""Fra Diavolo"")",,,,,,
Die Frau - Die Nachtigall,https://www.filmportal.de/film/die-frau-die-nachtigall_ee6b617759c546f89e723233111931a3,Spielfilm,1931,Deutschland/Frankreich,,,"Christian-Jaque, Lucien Aguettand",,"Else Reval, Carl de Vogt, Alfred Beierle, Peter Ihle, Ernst Morgan, Werner Fuetterer, Fee Malten",,,,"Leo Lasko, Jean Toulout",,,,,"Raymond Agnel, Henri Barreyre",,,,,,,,,,André Hugon-Films (Paris),,André Hugon,Leo Lasko,,,,,,,,,,,,,,
"Die Frau, von der man spricht",https://www.filmportal.de/film/die-frau-von-der-man-spricht_2e42ff7971904362aea0b98cd979e37a,Spielfilm,1931,Deutschland,,,"Botho Höfer, Bernhard Schwidewski",,"Mady Christians: Vera Moretti, Hans Stüwe: René Bennett, Lilian Ellis: Diana, Szöke Szakall: Salewski, Veras Vater, Otto Wallburg: G. Greven, Carl Goetz: Dr. Wilson, Frank Günther: Severac, Ernst Dernburg: Staatsanwalt Bennett, Alexander Sascha: Marquis von Kent, Kitty Meinhardt: Louise, Harry Nestor: Robert, Chauffeur, Fritzi Schweighardt",,,,,,,,,Guido Seeber,,,,,"Arnold Jenssen, Emma Doelle",Fritz Goldschmidt,,,,Aafa-Film AG (Berlin),Rudolf Walther-Fein,Gabriel Levy,Victor Janson,,,Ladislao Vajda,,Karl Lindner,,Emil Specht,Louis Verneuil (Bühnenstück),,"2415 m, 88 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,
Les frères Karamazoff,https://www.filmportal.de/film/les-freres-karamazoff_c717b9eab09243afb13d5f907754b532,Spielfilm,1931,Frankreich/Deutschland,,,Jean Perrier,,"Fritz Kortner: Dimitri Karamazoff, Hanna Waag: Katia, Fritz Rasp: Smerdiakoff, Max Pohl: Fedor Karamazoff, Aimé Clariond: Ivan Karamazoff, André Duboscle magistrat, Bernhard Minetti: Gregori, Elisabeth Neumann-Viertel: Fenja",Paul d'Estournelles,,,"Leonhard Frank, Fedor Ozep, Victor Trivas",,,,,"Nicolas Farkas, Friedl Behn-Grund",,,,,,Karol Rathaus,,Kurt Schröder,,"Les Productions Réunies (Paris), Terra-Film AG (Berlin)",,,Fedor Ozep,George Freedland,,,,,,,,,85 min,"35mm, 1:1.19","s/w, RCA Photophone","Uraufführung (CH): 25.12.1931, Lausanne, Metropole",
