Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Amours viennoises,https://www.filmportal.de/film/amours-viennoises_afcaf2314207455aa8b64333cb1a74f2,Spielfilm,1930,Deutschland/Frankreich,,,Hermann Warm,,"Roland Toutain: Georges, Michel Duran: Pierre, Janie Marèse: Gretel, Maurice de Canonge: Muller, Lyne Clevers: Dolly",Jean Choux,,,Franz Schulz,,,,,Mutz Greenbaum,,,,,,"Franz Lehár, Otto Stransky",,Artur Guttmann,,"Roland-Film AG (Berlin), Films Sonores Tobis (Paris)",,,"Jean Choux, Robert Land",,,,,,,Hermann S. Heller,,,72 min,"35mm, 1:1.19","s/w, Tobis-Klangfilm",,
Der Andere,https://www.filmportal.de/film/der-andere_0de525fecbcb48fbb574f68e0bd8b031,Spielfilm,1930,Deutschland,Conny Carstennsen,,Ernö Metzner,,"Fritz Kortner: Staatsanwalt Hallers, Hermine Sterler: Hallers Schwester, Käthe von Nagy: Amalie Frieben, genannt ""Rote Male"", Heinrich George: Gastwirt Dickert, Ursula van Diemen: Marion, Eduard von Winterstein: Dr. Köhler, Oskar Sima: Gauner Grünspecht, Julius Falkenstein: Sekretär Bremer, Paul Bildt: Prof. Wertmann, Otto Stössel: Medizinalrat Rienhofer, Emil Heyse: Polizeikommissar, Hans Ahrens: Wachtmeister",,,,Johannes Brandt,,,,,Nicolas Farkas,Emil Papenfuß,,,"Kurt Schwabach, Friedrich Hollaender",Franz Siebert,"Friedrich Hollaender, Will Meisel, Artur Guttmann",,,,Terra-Film AG (Berlin),Max Glass,Max Glass,Robert Wiene,,,,,,,"Victor Behrens, Harry Boehmer",Paul Lindau (Bühnenstück),,"2343 m, 86 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Aschermittwoch,https://www.filmportal.de/film/aschermittwoch_5f39ae4e423e4ef9bd29187b6ef22bee,Spielfilm,1930,Deutschland,,,Willi A. Herrmann,,"Claire Rommer, Karl Ludwig Diehl, Evelyn Holt, Hans Stüwe, Hans Junkermann, Erna Morena, Lotte Spira, Ferdinand von Alten, Wolfgang Zilzer, Max Wilmsen, Erich Kestin, Melitta Klefer",,,,"Walter Wassermann, Walter Schlee",,,,,Willy Hameister,,,,,,Willy Schmidt-Gentner,,Willy Schmidt-Gentner,,Aco-Film Gmb: H (Berlin),Gustav Althoff,,Johannes Meyer,,,,,,,,,,,,,,
Barcarolle d'amour,https://www.filmportal.de/film/barcarolle-damour_20eb8f51353a469da52c12b39a7f0f3c,Spielfilm,1930,Deutschland,,,Franz Schroedter,,"Simone Cerdan: Fanny Laure, Charles Boyer: André le Kerdec, Jeanne Marie-Laurent: Mme le Kerdec, Annabella: Gisèle le Kerdec, Jim Géralddirecteur du théâtre, Maurice Lagrenée: Pierre Faber, Raymond Narleychef d'orchestre, Hector Léopoldrépétiteur, Julius Falkensteincaissier, Nini Roussell: Olympia, Fanny Clair: Berthe",Roger Ferdinand,,,"Walter Reisch, Walter Supper",,,,,"Fritz Arno Wagner, Reimar Kuntze",,,,,"Adolf Arnold, Alfred Lehmann",Hansom Milde-Meißner,,Bruno Seidler-Winkler,,Froelich-Film Gmb: H (FFG) (Berlin),,Carl Froelich,"Carl Froelich, Henry Roussell",,,,,,,"Erich Lange, Carlo Paganini, Joseph Massolle (Tontechnische Oberleitung)",,,,"35mm, 1:1.19","s/w, Tobis-Klangfilm",,
Der Bergführer von Zakopane,https://www.filmportal.de/film/der-bergfuehrer-von-zakopane_3e14c3c8ec8044c7b86eccc2d4e202ac,Spielfilm,1930,Deutschland,,,,,Alfons Fryland,,,,"Gernot Bock-Stieber, Ada van Roon",,,,,,,,,,,,,,,,,,"Domenico Gambino, Adolf Trotz, Domenico Cambino",,,,,,,,,,,,,,
Der Bettelstudent,https://www.filmportal.de/film/der-bettelstudent_be6fcf33f3ae4910a0d7a08b3d0aa04d,Spielfilm,1930,Deutschland,,,"Botho Höfer, Bernhard Schwidewski",,"Hans Heinz Bollmann: Symon, Bettelstudent, Jarmila Novotna: Laura, Truus van Aalten: Bronislawa, Fritz Schulz: Jan, Bettelstudent, Hansi Arnstaedt: Gräfin Palmatica Nowalska, Paul Westermeier: Oberst Ollendorf, Statthalter von Krakau, Hans Járay: Fähnrich Henrici, sein Neffe, Hermann Picha: Enterich, Gefängnisaufseher, Paul Biensfeldt: Nepomuk",,,,Hans H. Zerlett,,,,,Guido Seeber,,,,Artur Rebner,Otto Wustrak,Felix Günther,,Felix Günther,Carl Millöcker (Melodien),Aafa-Film AG (Berlin),Rudolf Walther-Fein,Gabriel Levy,Victor Janson,,,Ladislao Vajda,,Karl Lindner,,Emil Specht,Carl Millöcker (Melodien),,,,,,
Die blonde Nachtigall,https://www.filmportal.de/film/die-blonde-nachtigall_84146be6130341118a4244ecc47eb781,Spielfilm,1930,Deutschland,,,Willi A. Herrmann,Jens Keith,"Ernst Behmer: Gustav Schubert, Else Elster: Grete, seine Tochter, Arthur Hell: Walter Heller, Werkstudent, Walter Steiner: Bumke, Anna Müller-Lincke: Karoline, seine Frau, Erich Kestin: Karl, Kellner, Hans Hermann SchaufußBastini, Leopold von Ledebur: Scheffelberg, Berthe Ostyn: Leonie, seine Tochter, Siegfried Berisch: Goldstein, Wilhelm Bendow: Palme, Harry Halm: Dr. Drechsler, Paul Kemp: Mr. Hirschfield, W. Xandry: Hopkins, Sekretär, Corinne Williams: Fräulein Lenz, Turnlehrerin, Jens Keith: Der Tänzer, Ernst Wurmser, Alfred Zeisler",,,,"Walter Wassermann, Walter Schlee",,,,,Werner Brandes,,Penkala,,"Willi Kollo, Hans Pflanzer",,"Willi Kollo, Otto Stransky",,"Willy Schmidt-Gentner, Hans J. Salter",,Universum-Film AG (UFA) (Berlin),,,Johannes Meyer,,,,,,,Max Kagelmann,,,,,,,
The Blue Angel,https://www.filmportal.de/film/the-blue-angel_fada9db351ef4cba92b19b7b84306587,Spielfilm,1930,Deutschland,,,"Otto Hunte, Emil Hasler",,"Emil Jannings: Professor Immanuel Rath, Marlene Dietrich: Lola Lola, Kurt Gerron: Kiepert, Zauberkünstler, Hans Albers: Mazeppa, Reinhold Bernt: Clown, Eduard von Winterstein: Schuldirektor, Johannes Roth: Pedell, Rolf Müller: Gymnasiast Anst, Roland Varno: Gymnasiast Lohmann, Carl Balhaus: Gymnasiast Ertzum, Robert Klein-Lörk: Gymnasiast Goldstaub, Karl Huszar-Puffy: Wirt, Wilhelm Diegelmann: Kapitän, Gerhard Bienert: Polizist, Ilse Fürstenberg: Raths Wirtschafterin, Friedrich Hollaender: Pianist",,,,"Robert Liebmann, Josef von Sternberg",,,,,"Günther Rittau, Hans Schneeberger",,Tihamér Varady,,,"Waldemar Jabs, Oscar Schmidt",Friedrich Hollaender,,,,Universum-Film AG (UFA) (Berlin),,Erich Pommer,Josef von Sternberg,Sam Winston,,Sam Winston,,,,Fritz Thiery,,,"9583 ft = 2921 m, 107 min","35mm, 1:1,19","s/w, Tobis-Klangfilm","Trade Show (GB): 03.07.1930, London",
Bockbierfest,https://www.filmportal.de/film/bockbierfest_8bc5a17458e34842b2ba24ae8ea76830,Spielfilm,1930,Deutschland,,,Max Heilbronner,,"Ludwig Stössel: Livius Heintze, Fabrikant von Dr. Samsons poröser Unterwäsche, Margarete Kupfer: Priscilla, seine Frau, Margot Walter: Hedwig, beider Tochter, Hans Adalbert Schlettow: Seidl, Hopfenhändler, Jack Mylong-Münz: Raumert, Brauereibesitzer, Ida Wüst: Frieda Panke, Artistin, Trude Brionne: Emmi, ihre Tochter, Kurt Lilien: Caesar Duft, ihr Vater, Lucie Engelke: Mullicke, Portiersfrau, Gerti Kutschera: Soubrette, Fritz Steiner: Grotesktänzer, Gaston Briese: Bierbrauer, Gerhard Dammann: Bierbrauer, Julius Falkenstein: Antialkoholiker, Eugen Rex: Antialkoholiker, Hans Hermann SchaufußAntialkoholiker",,,,"Friedrich Raff, Julius Urgiß",,,,,"Walter Robert Lach, Hermann Birkhofer",,,,"Charles Amberg, Robert Gilbert, Ernst Neubach",,Anton Profes,,Anton Profes,,Central-Film Fett & Co Gmb: H (Berlin),Leo Meyer,,Carl Boese,,,Willy Zeunert,,,,Hermann Birkhofer,,,98 min,"35mm, 1:1,20","s/w, Ton",,
Boykott (Primanerehre),https://www.filmportal.de/film/boykott-primanerehre_ae85ef99b51b4301a64eb0c1d6d4b266,Spielfilm,1930,Deutschland,,,"Ludwig Reiber, Willy Reiber (Technische Leitung)",,"Lil Dagover: Frau Haller, Ernst Stahl-Nachbaur: Generaldirektor Haller, Rolf von Goth: Erich, Theodor Loos: Dr. Hermann, Wolfgang Zilzer: Möller, Erich Nuernbergervon Pahl, Karin Evans: Grete Möller, Harry Hertzsch: Rittmeister a.D., Austin Egen: Barsänger, Magda Schneider: Zofe",,,,"Alfred Schirokauer, Robert Land, Eugen Kürschner",,,,,Franz Koch,,,,Karl Wilczynski,,"Alexander Laszlo, Franz Grothe (Lieder)",,Alexander Laszlo,,Emelka-Konzern (München),Eugen Kürschner,,Robert Land,,,Géza Pollatschik,,,,Erich Lange,,,,,,,
Brand in der Oper,https://www.filmportal.de/film/brand-in-der-oper_c5c6abf0a0db45398682331979a73d14,Spielfilm,1930,Deutschland,,,Franz Schroedter,,"Gustav Fröhlich: Richard Faber, Gustaf Gründgens: Otto van Lingen, Alexa von Engström: Floriane Bach, Hans Peppler: Theaterdirektor, Julius Falkenstein: Kassierer, Gertrud Arnold: Frau van Lingen, Marianne Fröhlich: Ilse van Lingen, Arthur Kistenmacheralter Co-Repetitor, Ilse Nast: Berta Kranz, Choristin, Paul Mederow: Regisseur, Jarmila Novotna: Olympia, die Primadonna, Aenne Görling: Anna Riehl, Sängerin, Henrik Appels: Leo Zack, Sänger, Paul Rehkopf: Landgraf von Thüringen in ""Tannhäuser"", Georg Vöge: Wolfram von Eschenbach in ""Tannhäuser"", Werner Engels: Kammersänger, Biterolf in ""Tannhäuser"", Irmgard GroßNikolaus, Hadrian Maria Netto, Sophie Pagay, Erich Kober, Bruno Hönscherle, Arthur Winkler, Arthur Berg, Marcel Merminod, Franz Verdier, Adolf Schröder, Wilhelm Kaiser-Heyl, Bruno Seidler-Winkler",,,,"Walter Reisch, Walter Supper",,,,,"Fritz Arno Wagner, Reimar Kuntze",,,,,,Hansom Milde-Meißner,,,"Jacques Offenbach (Motive), Richard Wagner (Motive)",Froelich-Film Gmb: H (FFG) (Berlin),"Friedrich Pflughaupt, Walter Supper",Carl Froelich,Carl Froelich,,,,,,,"Erich Lange, Carlo Paganini, Joseph Massolle (Leitung)","Jacques Offenbach (Motive), Richard Wagner (Motive)",,,,,"Uraufführung (AT): 13.10.1930, Wien",
Bruder Konrads Glorie,https://www.filmportal.de/film/bruder-konrads-glorie_17e91c93c56c402b9d1a3eb082c3c076,Spielfilm,1930,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ein Burschenlied aus Heidelberg,https://www.filmportal.de/film/ein-burschenlied-aus-heidelberg_2a97b30bdd3e411297cecd465fab8e0f,Spielfilm,1930,Deutschland,"Eduard Kubat, Erich von Neusser",,"Robert Herlth, Walter Röhrig",,"Ernst Stahl-Nachbaur: Vater John Miller, Betty Bird: Elinor Miller, Willi Forst: Student Robert Dahlberg, Albert Paulig: Vater Bornemann, Hans Brausewetter: Student Bornemann, Carl Balhaus: Bornemanns Leibfuchs, Erwin Kalser: Dr. Zinker, Hermann BlaßSam Mayer, Ida Wüst: Zimmerwirtin, Paul Biensfeldt: Klubdiener, Peter Hoenselaers: Sänger, Ernst Behmer, Rudolf Biebrach, Josef Bunzl, Julius E. Herrmann, Erich Kestin, Robert Klein-Lörk, Wolfgang Kuhle, Philipp Manning, Erik Ode, Karl Platen, Klaus Pohl, Ludwig Stössel, Wolfgang von Waltershausen, Bruno Ziener, Perponchez, Schneider, Viktor Schwanneke, Wolfgang Zilzer, F. W. Perponcher",,,,"Ernst Neubach, Hans Wilhelm",,,,"Ernst Neubach, Hans Wilhelm",Carl Hoffmann,,Alexander Arnstam,,Ernst Neubach,"Wilhelm Weber, Ernst Schülke",Hans May,,Hans May,,Universum-Film AG (UFA) (Berlin),Günther Stapenhorst,,Karl Hartl,,,Karl Hartl,,,,Gerhard Goldbaum,,,"8 Akte, 2155 m, 79 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,
Un caprice de la Pompadour,https://www.filmportal.de/film/un-caprice-de-la-pompadour_5be8fa13e91e4b05ac1d3e6afc90098c,Spielfilm,1930,Deutschland,,,Robert Neppach,,,,,,"Willi Wolff, Hans Rameau",,,,,Willy Hameister,,,,,,"Robert Stolz, Rudolf Nelson, Eduard Künneke, Alfred Strasser (Orchester)",,Alfred Strasser (und Arrangement),,Ellen Richter Film Gmb: H (Berlin),,,"Willi Wolff, Joe Hamman",,,,,,,,,Établissements Jacques Haik (Paris),93 min,"35mm, 1:1.19",,,
Le chemin du paradis,https://www.filmportal.de/film/le-chemin-du-paradis_e89f4a2e377c49c3a3e79757b9faabb8,Spielfilm,1930,Deutschland,,,Otto Hunte,,"Lilian Harvey: Liane Bourcart, Henri Garat: Willy, René Lefèvre: Jean, Jacques Maury: Guy, Gaston Jacquet: Monsieur Bourcart, Olga Tschechowa: Edith de Tourkoff, Hubert Daix: Maître Dupont-Belleville, Jean Boyer: L'huissier, Georges Péclet, Leo Monosson, Comedian Harmonists: Barmixer",Louis Verneuil,,,"Franz Schulz, Paul Frank",,,,,Franz Planer,,,,Jean Boyer,,Werner Richard Heymann,Lewis Ruth,,,Universum-Film AG (UFA) (Berlin),Eberhard Klagemann,Erich Pommer,"Wilhelm Thiele, Max de Vaucorbeil",,,,,,,Hermann Fritzsching,,,98 min,"35mm, 1:1,20","s/w, Ton",,
Les chevaliers de la montagne,https://www.filmportal.de/film/les-chevaliers-de-la-montagne_f996c57b747140d1a30a48a32a23f5c1,Spielfilm,1930,Deutschland/Frankreich,,,"Robert Neppach, Emil Hasler",,"Luis Trenker, Marie Glory, Yvette Béchoff, Emmerich Albert, Karl Steiner, Jane Méa, Pierre Magnier, Michael von Newlinski, Jim Gérald, Jacques Henley, Marcel Merminod",,,,"Mario Bonnard, Nunzio Malasomma, Michael von Newlinski",,,,,"Franz Planer, Kurt Neubert, Albert Benitz",,,,,"Robert Stritzke, Franz Siebert",Giuseppe Becce,,Giuseppe Becce,,Itala-Film Gmb: H (Berlin),Marcel Hellmann,Alberto Giacalone,Mario Bonnard,,,,,,,Charles Métain,,,,"35mm, 1:1.19","s/w, Tobis-Klangfilm / Nadelton","Uraufführung (FR): Oktober 1930, Paris, Aubert-Palace",
Die Csikosbaroneß,https://www.filmportal.de/film/die-csikosbaroness_0edf1598d04a41ba852ccf571ed7425a,Spielfilm,1930,Deutschland,,,"Jacek Rotmil, Heinz Fenchel",,"Gretl Theimer: Terka von Marosicz, die Csikosbaroneß, Tibor von Mindszenty: Rittmeister Elemer Graf Ruttkai, Gutsbesitzer, Albert Paulig: Baron von Marosicz, Julius Falkenstein: Graf Kövesi, Ida Wüst: Gräfin Kövesi, Ernö Verebes: Leutnant Graf Kövesi, Berthe Ostyn: Jola Jola, Revuestar, Leo Peukert: Bürgermeister, Camilla von Hollay: Anna, Magd, Jaro Fürth: Lehrer, Emil Byron: Pfarrer, Ernst Behmer: Inspektor, Terry Rado: Komtesse Marischka, Eugen Rex: Janos, Diener",,,,"Fritz Grünbaum, Ida Jenbach, Hans H. Zerlett",,,,,"Willy Goldberger, Georg Muschner",Fritz von Friedl,,,Fritz Grünbaum,"Adolf Arnold, Otto Wustrak","Georg Jarno, Walter Jurmann, Otto Stransky, Rolf Marbot, Werner Schmidt-Boelcke",,Werner Schmidt-Boelcke,,Hegewald-Film Gmb: H (Berlin),,Liddy Hegewald,"Jakob Fleck, Luise Fleck",,,Hans von Passavant,,,,Victor Behrens,,,96 min,"35mm, 1:1,20","s/w, Ton",,
Cyankali,https://www.filmportal.de/film/cyankali_275e5f9bea104372875b26e0cca44d37,Spielfilm,1930,Deutschland,,,Franz Schroedter,,"Herma Ford: Arbeiterfrau Frau Fent, Grete Mosheim: Hete, ihre Tochter, Nico Turoff: Hetes Bräutigam Paul, Claus Clausen: Max, sein Freund, Margarete Kupfer: Madame Heye, Ludwig Andersen: Dr. Möller, Paul Henckels: Dr. Meier, Louis Ralph: Prosnick, Hausverwalter, Paul Kemp: Kuckuck, Hermann Vallentin: Kommissar, Josefine Dora: Frau Klee, Else Heller: Frau Witt, Alexander Murski: Herr Witt, Blandine Ebinger: Hinterhofsängerin, Hella Hartwich: Dame",,,,Hans Tintner,,,Helmut Schreiber,,Günther Krampf,,,,,"Georg Brabec, Friedrich Havenstein",Willy Schmidt-Gentner,,,,Atlantis-Film Gmb: H (Berlin),,,Hans Tintner,,,,,,,,"Friedrich Wolf (Bühnenstück ""Cyankali § 218"")",,,,,,"Prüfung: 04.12.1930, Verbot"
Dämon Verführer,https://www.filmportal.de/film/daemon-verfuehrer_46d3788e297d4544b01961598259a265,Spielfilm,1930,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Heine,,,,,,,,,,"6 Akte, 1737 m","35mm, 1:1.33","s/w, stumm",,
