Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Athleten,https://www.filmportal.de/film/athleten_84a1fe3234ae4fff963a936956460468,Spielfilm,1925,Deutschland,,,Alfred Junge,,"Asta Nielsen: Prinzessin Wanda Hoheneck, Arnold Korff: Fürst Erasmus von Hoheneck, Hans Sternberg: Händler Jasomirgott Stumper, Lydia Potechina: Natalie Stumper, Kurt Vespermann: Neffe Fridolin Stumper, Evi Eva: Gräfin Sternfeld geb. Stumper, Hans Albers: Graf Sternfeld, Grigori Chmara: Rechtsanwalt Dr. Kürer, Emmy Sturm: Kari Tass, Theodor Becker: Meisterboxer Tom King, Walter Brande: Tom Kings Manager Steffens",,,,"Fanny Carlsen, Hans Behrendt",,,,,Alfred Hansen,,,,,,Eduard Riemann (Kino-Musik),,,,Phoebus-Film AG (Berlin),,,Friedrich Zelnik,,,,,,,,Olga Wohlbrück (Roman),,"7 Akte, 2447 m","35mm, 1:1,33","s/w, ohne Ton",,
Ballettratten,https://www.filmportal.de/film/ballettratten_1b5ce81a409e49c8a92b25f82e9e56c4,Spielfilm,1925,Deutschland,,,,,"Carl de Vogt: König, Ernst Wurmser: Magister Branting, Claire Lotto: Inge, Jaro Fürth: Staatsminister Warborg, Hermann Picha: Ballettmeister Saltini, Josefine Doraseine Frau, Michael Varkonyi: Intendant Holberg, Tatjana Irrah: Prima Ballerina Bellini",,,,,,,,,"Otto Kanturek, Karl Vass",,,,,,,,,,,,,Arthur Günsburg,,,,,,,,,,,,,,
Der Bankkrach Unter den Linden,https://www.filmportal.de/film/der-bankkrach-unter-den-linden_5a9f4d6c91e54b688e5dc8ccad03f872,Spielfilm,1925,Deutschland,,,"Gustav A. Knauer, Andrej Andrejew (bi)",,"Ellen Heel: Irma, Anton Pointner""Baron"" Dorn, Hans Albers: Bankdirektor Fritz Bellmann, Margarete Kupfer: Frau Storchschnabel, Alfred Abel: Dr. Lothar Reimers, Carl Goetz: Martin Schoeller, ein Pfandleiher, Margarete Schlegel: Grete, Hermann Picha: Herr Storchschnabel, Ferdinand Bonn: Cellist Wolfgang Amadeus, Paul Morgan: Zeitgenosse, Gerhard Ritterband: Banklehrling, Clementine Plessner: Tante Klothilde, Bruno Ziener: Notar Dr. Schumann, Albert Paulig: Graf Perlinsky, Karl Harbacher: Balthasar Obertimpfler, Oreste Bilancia""Diplomat""",,,,"Robert Land, Paul Merzbach",,,,,Frederik Fuglsang,,,Friedrich Zelnik,,,,,,,Deutsche Vereins-Film AG (Berlin),,,Paul Merzbach,,,,,,,,,,,"35mm, 1:1,33","s/w, ohne Ton",,
Der Bastard,https://www.filmportal.de/film/der-bastard_687c003c4ae84cdeba09abd205c8a001,Spielfilm,1925,Deutschland,,,"Jacek Rotmil, Gustav A. Knauer (Schiffsbau)",,"Maria Jacobini: Maria, Erich Kaiser-Titz: Sergio Chebrun, Mary Kid: Nelly Fleurette, Rolla Norman: George Darbly, Hedwig Pauly-Winterstein: Gräfin Fleury, Marias Mutter, Albert Paul: Herzog, Marias Großvater, Heinrich Peer: Baron Laurence, Nien Sön Ling: Lu Tuan, Hilde Maroff, Oreste Bilancia",,,,Leo Birinski,,,,,"Arpad Viragh, Ubaldo Prata, Eduard von Borsody",,,,,,,,,,Phoebus-Film AG (Berlin),,,Gennaro Righelli,Mario Almirante,,,,,,,,,,,,,
Der behexte Neptun. Paulchen als Sportsmann,https://www.filmportal.de/film/der-behexte-neptun-paulchen-als-sportsmann_d34f1129544f431d9714b68d58c7f72e,Spielfilm,1925,Deutschland,,,Robert A. Dietrich,,"Paul Heidemann: Ulrich Dircks, Erra Bognar: Vicky, Julius Falkenstein: Ganewsky, Harry Grunwald: Ulrichs Onkel Timotheus, genannt Tim, Wilhelm Kaiser-Heyl: Vickys Vater Janssen, Besitzer einer Bootswerft, Erik Haffner: Vorsitzender eines Wassersportverbandes Rüstig",,,,"Rudolf Presber, Willy Rath, Willy Achsel",,,,,"Max Brinck, Hans Männling",,,,,,Giuseppe Becce,,,,,,,Willy Achsel,,,,,,,,,,"5 Akte, 2243 m, 82 min",,,,
Die Beute,https://www.filmportal.de/film/die-beute_ac84ba0f91fc4edbac1a6b84cc863f63,Spielfilm,1925,Deutschland,,,Erik S. Herz,,"Ulrich Bettac: Gilbert Waring, Gloria Hart: Yvonne Sorell, Heinrich Peer: Raoul Collin, Viktor Elgström: Isaak Andrews, Johanna Karel: Irina, seine Tochter, Paul Rehkopf: Jean Courbier, Ludwig Rex: Henrik Bark",,,,Jacques Bennet,,,,,"Harry Merrik, Eduardo Lamberti",,,,,,,,,,,,,Bruno Rahn,,,,,,,,,,,,,,
Bismarck. 1. Teil,https://www.filmportal.de/film/bismarck-1-teil_92c92a74f39046029d6156aa209215d1,Spielfilm,1925,Deutschland,,,Robert Neppach,,"Franz Ludwig: Otto von Bismarck, Ralph Ludwig: Otto von Bismarck als Knabe, Erna Morena, Adolf Klein, Leopold von Ledebur, Franz Verdier, Ernst Rückert, Hermann Picha, Bruno Ziener, Robert Leffler, Heinrich Peer, Philipp Manning, Georg John, Erich Kaiser-Titz, Albert Paul, Victor Senger, Franz Ernst Bochum, Senta Villain, Maria Santen, Hedwig Pauly-Winterstein, Franz Schönfeld, Eugen Möbius, Rio Nobile, Toni Zimmerer, Wolfgang von Schwindt, Carl de Vogt, Rudolf Lettinger",,,,Ludwig Ziehen (Manuskript),,,,,"Ernst Lüttgens, Karl Hilbiber",,Robert Neppach,,,,Winfried Wolff (Vertonung),,,,Bismarck-Film Gmb: H (Berlin),,Joseph Coböken,Ernst Wendt,,,,,,,,,,,,,,
Blitzzug der Liebe,https://www.filmportal.de/film/blitzzug-der-liebe_bbdb43f474e743b29a26cdab4ddb33b3,Spielfilm,1925,Deutschland,,,Rudi Feld,,"Ossi Oswalda: Kitty, eine Tänzerin, Willy Fritsch: Charley, ihr Jugendfreund, Lilian Hall-Davis: Lissi, eine Dame der Gesellschaft, Nigel Barrie: Fred, ihr Vetter, Jenny Jugo: Sportslady, Ernst Hofmann: Redakteur, Josefine Dora, Karl Platen, Werner Westerholt, Henry Bender, Georg John, Hans Junkermann, Dr. Hans Oberländer, Philipp Manning",,,,Robert Liebmann,,,,,Carl Hoffmann,,,,,,,,,,,,,Johannes Guter,,,,,,,,Karl Hans Strobl (Novelle),,,,,,
Die Blumenfrau vom Potsdamer Platz,https://www.filmportal.de/film/die-blumenfrau-vom-potsdamer-platz_e4468e450ba342a08bdddd4f29679db4,Spielfilm,1925,Deutschland,,,Franz Schroedter,,"Erika Glässner: Trude, Mahnkes Frau, Ralph Arthur Roberts: Dr. Egon Schmitz, Reinhold Schünzel: Stiefelputzer, Wilhelm Dieterle: August Mahnke, Frida Richard: Frau Trudes Mutter, Blandine Ebinger: Erns Buschke, Paul Morgan: Dr. Meyer VII, Rechtsanwalt, Karl Platen: Vorsitzender, Maria Kamradek: Verkäuferin, Rosa Valetti",,,,"Alfred Schirokauer, Reinhold Schünzel",,,,,Otto Kanturek,,,,,,,,,,,,,Jaap Speyer,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
"Briefe, die ihn nicht erreichten",https://www.filmportal.de/film/briefe-die-ihn-nicht-erreichten_609f6720e09c426789be3f0a5de06ddd,Spielfilm,1925,Deutschland,,,"Gustav A. Knauer, Andrej Andrejew",,"Albert Bassermann: Konsul Werner Gerling, Marcella Albani: Elena, seine Frau, Mia Pankau: Bessie, ihre Freundin, Oreste Bilancia: William Charles O’Doyle, deren Gatte, Nils Asther: Georg von Arnim, Bernhard Goetzke: Vhü-Hi-Yin, Manja Tzatschewa: Tsu-Hsi, seine Tochter, Alf Blütecher: Sir Anstrutter, Mira Brandt: Vivian, seine Schwester, Wilhelm Diegelmann: Lord Dayton, Edith Sklarzseine Tochter, Nien Sön Ling: Ta-Kwan-Li, ein Kuli",,,,"Paul Merzbach, Siegfried Philippi",,,,,Frederik Fuglsang,,,,,,,,,,Zelnik-Film Gmb: H (Berlin),,Friedrich Zelnik,Friedrich Zelnik,,,,,,,,Elisabeth von Heyking (Roman),,,,,,
Dämonische Treue,https://www.filmportal.de/film/daemonische-treue_71b5f35ee0d9469b8038a2142e6883e1,Spielfilm,1925,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 Akte, 1820 m","35mm, 1:1.33","s/w, stumm",,
Die Dame aus Berlin,https://www.filmportal.de/film/die-dame-aus-berlin_37c4c0eebdb44734ab203b82144955a8,Spielfilm,1925,Deutschland,,,Victor Trivas,,"Werner KraußAnton Zöllner, Fabrikdirektor, Lia Eibenschütz: Renate, seine Frau, Jakob Tiedtkeder alte Tormann, Wilhelm Dieterle: Wulf Tormann, Eugen Rex: Fritz Lehner, Maler, Erra Bognar: Betty, Jaro Fürth: Dr. Berger, Rechtsanwalt",,,,Henry Kosterlitz,,,,,Schlesinger von Günz,,,,,,,,,,Lorand von Kabdebo (Berlin),,,Lorand von Kabdebo,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Dein Begehren ist Sünde,https://www.filmportal.de/film/dein-begehren-ist-suende_8800a8e1a41741f69aa2130ed98cf12f,Spielfilm,1925,Deutschland,,,Max Heilbronner,,"Maria Minzenti: Schwester Beate, Jack Mylong-Münz: Felix Dubois, Otto Kramer: Henrik Kellquist, Ferdinand Martini: Dr. Moebius, Max Weydner: Georg Schnell",,,,"Franz Seitz Sr., Alfred Schirokauer",,,,,Franz Koch,,,,,,,,,,Emelka-Konzern (München),,,Franz Seitz Sr.,,,,,,,,,,,,,,
Der Demütige und die Sängerin,https://www.filmportal.de/film/der-demuetige-und-die-saengerin_1eb86536bdaf4e54a9da0a4154ff8882,Spielfilm,1925,Deutschland,,,Oskar Friedrich Werndorff,,"Lil Dagover: Toni Seidewitz, Sängerin, Hans Mierendorff: Fabrikant Liesegang, Margarete Kupfer: Frau von Bülow, Tonis Mutter, Eberhard Leithoff: Der Demütige / der Kapellmeister, Louis Ralph: Raimondi, Arzt, Gertrud de Lalsky: Frau Professor Müller-Osten, Harry Halm: Prinz, Olga Limburg: Trude Wessely, Paul Bildt: Liesegangs Diener, Martin Kettner: Theateragent, Hans Sternberg: Varietédirektor Pullmann, Arnold Korff: Intendant, Robert Garrison, Harry Lamberts-Paulsen, Georg Baselt, Adolf Edgar Licho, Karl Elzer",,,,"Max Glass, E. A. Dupont",,,,,Werner Brandes,,,,,,Giuseppe Becce (Kino-Musik),,,,Terra-Film AG (Berlin),,,E. A. Dupont,,,,,,,,"Felix Holländer (Roman der ""Berliner Illustrirten Zeitung"")",,,"35mm, 1:1,33","s/w, stumm",,
Der Liebe Leid,https://www.filmportal.de/film/der-liebe-leid_abea5f76d4834dc4a6992aa972ef248f,Spielfilm,1925,Deutschland,,,,,"Rudolf Mössmer, Magdalena Torstraaten",,,,,,,,,Karl Dorrenbach,,,,,,,,,,,,,Fred van Treek,,,,,,,,,,,,,,
Des Lebens Würfelspiel,https://www.filmportal.de/film/des-lebens-wuerfelspiel_51657ec5867f4e95877f247b85fe46ef,Spielfilm,1925,Deutschland,,,"Botho Höfer, Bernhard Schwidewski",,"Frida Richard: Frau Witwe Krüger, Hella MojaÄnne, ihre Tochter, Margarete Lanner: Lotte, Aennes Freundin, Gerhard Ritterband: Laufbursche, Arnold Korff: Kommandeur des Ulanenregiments, Paul Hartmann: Hans Frhr. v. Rhoden, Hans Brausewettersein Bursche, Wilhelm Diegelmann: Wilhelm Päsche, Ilka Grüningseine Frau, Hermann Vallentin: Kommerzienrat Reichenberg, Olga Englseine Frau, Frizzi Richard: Ilse, deren Tochter, Ferdinand von Alten: Bankier George Neumann, Karl Platensein Diener, Albert Paulig: Theaterdirektor, Rudolf Klein-Rohden: Großindustrieller Stenis, Fritz Beckmann: Stellenvermittler, Fritz Russ: Lohndiener",,,,Heinz Paul,,,,,Willy Goldberger,,,,,,,,,,Pantomim-Film AG (Berlin),,,Heinz Paul,,,,,,,,,,,,,,
Die Abenteuer des Kapitän Hasswell,https://www.filmportal.de/film/die-abenteuer-des-kapitaen-hasswell_ba3a7ce286cc4fc593a433d71bad7378,Spielfilm,1925,Deutschland,,,Gustav A. Knauer,,"Rolf Randolf: Kapitän Hasswell, Millionär, Ernst Pittschauvon Berkhof, Maria Zelenka: Gräfin Helga Scanzoni, Rudolf Hilberg: Jimmy Pitt, Weltenbummler, Ria Jende: Baronin Mary",,,,,,,,,,,,,,,,,,,,,,Rolf Randolf,,,,,,,,,,,,,,
Die abenteuerliche Hochzeit,https://www.filmportal.de/film/die-abenteuerliche-hochzeit_5c6f7a4209f54d109942b7be31c9dd7a,Spielfilm,1925,Deutschland,,,"Ludwig Reiber, Otto Völkers, Otto Voelckers",,"Hans Unterkircher: Sir Henry Lie, Maria Minzenti: Mary Wood, Alice Hechy: Ruth, Carl Walther Meyer: Frank Carabin, Jack Mylong-Münz: Fergus, Josef Berger: Lies Diener Samuel",,,,"Franz Seitz Sr., Josef Berger",,,,,"Karl Attenberger, Hans Karl Gottschalk",,,,,,,,,,Emelka-Konzern (München),,,Franz Seitz Sr.,,,,,,,,,,,,"s/w, stumm",,
Die da unten,https://www.filmportal.de/film/die-da-unten_ecd673eee1c44986a169733c2c9824f6,Spielfilm,1925,Deutschland,,,Jacek Rotmil,,"Maly Delschaft, Aud Egede-Nissen: Ilse, Walter Rilla: Andre, Alfons Fryland: Dierks, Victor Janson: Wilhelm, Nikolai Malikoff, Rosa Valetti, Karl Victor Plagge, Wilhelm Kaiser-Heyl, Hermann Picha, Hedy Searle",,,,Adolf Lantz,,,,,Carl Drews,,,,,,Giuseppe Becce (Kino-Musik),,,,,,,Victor Janson,,,,,,,,,,,,,,
Die vom anderen Ufer,https://www.filmportal.de/film/die-vom-anderen-ufer_3ff4f13bf7ad48d7b8efd6389bacd252,Spielfilm,1925,Deutschland,,,Max Knaake,,"Bruno Kastner, Maria Paudler, Colette Corda, Olaf Storm, Otto Eggerth, Julia Serda, Werner Hollmann, Hertha von Walther, Theo Siegmund, Frigga Braut, Max Winter, Nico Turoff, Gustl Körner, Sophie Pagay",,,,Luise Heilborn-Körbitz,,,,,Leopold Kutzleb,,,,,,,,,,National-Film AG (Berlin),,,Arthur Bergen,,,,,,,,,,,,,,
Die vom Niederrhein. 1. Teil,https://www.filmportal.de/film/die-vom-niederrhein-1-teil_38b7a70a59ac4c48bf8cd3f57c14bff5,Spielfilm,1925,Deutschland,,,Jacek Rotmil,,"Albert Steinrück: Philipp Steinherr, Erna Morena: Margot Steinherr, Ernst Hofmann: Hans Steinherr, Mady Christians: Bettina von Wittelsbach, Uschi Elleot: Hanne Stahl, Frida Richard: Hannes Großmutter, Erich Kaiser-Titz: Prinz Georg Wallberg, Wilhelm Dieterle: Heinz von Springe, Maler, Fritz Kampers: Oetz Honwerth, Max Mendsen: Das alte Semester, Hermann Picha: Wirt, Wilhelm Diegelmann: Maler",,,,"Ruth Goetz, Gerd Briese",,,,,"Guido Seeber, Curt Oertel",,,Rudolf Dworsky,,,,,,,Aafa-Film AG (Berlin),,Rudolf Dworsky,Rudolf Walther-Fein,,,,,,,,Rudolf Herzog,,,,,,
Die vom Niederrhein. 2. Teil,https://www.filmportal.de/film/die-vom-niederrhein-2-teil_9dfa540a9c7f42779f814262722933f1,Spielfilm,1925,Deutschland,,,Jacek Rotmil,,"Albert Steinrück: Philipp Steinherr, Erna Morena: Margot Steinherr, Ernst Hofmann: Hans Steinherr, Mady Christians: Bettina von Wittelsbach, Uschi Elleot: Hanne Stahl, Frida Richard: Hannes Großmutter, Erich Kaiser-Titz: Prinz Georg Wallberg, Wilhelm Dieterle: Heinz von Springe, Maler, Fritz Kampers: Oetz Honwerth, Max Mendsendas alte Semester, Hermann Picha: Wirt, Wilhelm Diegelmann: Maler",,,,"Ruth Goetz, Gerd Briese",,,,,"Guido Seeber, Curt Oertel",,,Rudolf Dworsky,,,,,,,Aafa-Film AG (Berlin),,Rudolf Dworsky,Rudolf Walther-Fein,,,,,,,,Rudolf Herzog,,,,,,
Die drei Portiermädel,https://www.filmportal.de/film/die-drei-portiermaedel_05b4195f198047cfbe4edf454ad4b73d,Spielfilm,1925,Deutschland,,,Robert A. Dietrich,,"Margarete Kupfer: Die Mutter, Maly Delschaft: Martha, Helga Molander: Annie, Hanni Weisse: Amelie, Hugo Fischer-Köppe: Franz, Chauffeur bei Brandstetter, Harry Halm: Emil Kummersbach, Barmixer, Bruno Kastner: Hans Brandstetter, Hermann Picha: Photograph, Jakob Tiedtke: Leopold Siedentopf",,,,Margarete M. Langen,,,,,Alfred Hansen,,,,,,Willy Schmidt-Gentner (Kino-Musik),,,,Terra-Film AG (Berlin),,,Carl Boese,,,,,,,,,,2189 m,,stumm,,
Durch Flammen zum Glück,https://www.filmportal.de/film/durch-flammen-zum-glueck_6c0ea273f9884de090ea1fdb0f960473,Spielfilm,1925,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Akte, 1674 m","35mm, 1:1.33","s/w, stumm",,
Eifersucht,https://www.filmportal.de/film/eifersucht_0064b759693f426fb2453abab2c8639e,Spielfilm,1925,Deutschland,,,Karl Görge,,"Lya de Putti: Frau, Werner KraußMann, Georg Alexander: Der Freund, Angelo Ferrari, Mary Kid",,,,Paul Czinner,,,,,Karl Hasselmann,,,,,,Eduard Trasch (Kino-Musik),,,,Stern-Film Gmb: H (Berlin),,,Karl Grune,,,,,Walter Lichtenstein,,,,,"5 Akte, 2021 m","35mm, 1:1,33","s/w, stumm",,
Die eiserne Braut,https://www.filmportal.de/film/die-eiserne-braut_3d7bbc19fb25449682ee19720f086f26,Spielfilm,1925,Deutschland,,,Karl Machus,,"Otto Gebühr, Claire Rommer, Maly Delschaft, Helmut Goeze, Erna Morena, Werner Pittschau, Ernst Dernburg, Otto Reinwald, Carl Zickner, Senta Eichstaedt, Leopold von Ledebur, Clementine Plessner",,,,Marie-Louise Droop,,,,,Karl Hasselmann,,,,,,,,,,Eiko-Film AG (Berlin),,Franz Vogel,Carl Boese,,,,,,,,,,,,,,
Elegantes Pack,https://www.filmportal.de/film/elegantes-pack_afe5bd39d1fe423d94cb5a37b6f8fd38,Spielfilm,1925,Deutschland,,,Franz Schroedter,,"Eugen Klöpfer: Anton Paudler, Bildhauer, Mary Odette: Hilde, dessen Pflegetochter, Ralph Arthur Roberts: Harry Brückner, Hanni Weisse: Erika, deine Frau, Johannes Riemann: Dr. Leo Bärenreither, Rechtsanwalt, Ilka Grüningseine Mutter, Paul Morgan: Erwin Griebel, Margarete Kupfer: Alma Kupfer, eine Dame, Mia Pankau: Else, Lissy Arna: Erna Kallweit, Frida Richard: Tante Ida, Louis Ralph: Antons Freund, Hans Brausewetter: Paul Markert, Barmixer, Adolphe Engers: Barbesitzer, Max Grünberg: Kriminalbeamter, Hermann Picha: Portier",,,,"Adolf Lantz, Heinz Goldberg",,,,,Otto Kanturek,,,,,,,,,,Domo-Film Gmb: H (München),,,Jaap Speyer,,,,,,,,,,,,,,
Entsiegelte Lippen,https://www.filmportal.de/film/entsiegelte-lippen_689508aad36247b68b03e3d510848158,Spielfilm,1925,Deutschland,,,,,"Wilhelm Diegelmann: Olim Harper, Maria Zelenka: Peggy, seine Tochter, Sybil Morel: Meggy, seine Tochter, Mabel May-Yong: Mabel, seine Tochter, Bruno Eichgrün: Vicomte Gaston de Kerdignac, Fritz Kampers: Peter Broy, Harry Nestor: Timmy Tobb",,,,M. O. Green,,,,,Heinrich Gärtner,,,,,,,,,,,,,Bruno Eichgrün,,,,,,,,,,,,,,
Die Erbin von St. Alban,https://www.filmportal.de/film/die-erbin-von-st-alban_c8788848ef694003996835b3fbdefd2b,Spielfilm,1925,Deutschland,,,Paul Lachenauer,,"Lilo Hermann, Maria Zelenka, Maria Forescu, Walter von Allwörden, Clementine Plessner, Antonie Jaeckel, Antoniette Papini, Angelo Ferrari, Paul Rehkopf, Alfred Läutner",,,,Toni Dathe,,,,,,,,,,,,,,,,,,Fid. Robbra,,,,,,,,,,"7 Akte, 1710 m","35mm, 1:1.33","s/w, stumm",,
