Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Drei Mädels und ihre Freier,https://www.filmportal.de/film/drei-maedels-und-ihre-freier_0b041a87a3a64e84853ae0794ddcc598,Spielfilm,1928,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karl Heinz Rudolph, Carl Heinz Rudolph",,,,,,,,,,,,,,
Du sollst der Kaiser meiner Seele sein,https://www.filmportal.de/film/du-sollst-der-kaiser-meiner-seele-sein_f06e39d9ba4f4495920b22f83627f7f9,Spielfilm,1928,Deutschland,,,Bernhard Schwidewski,,"Gritta Ley, Oskar Marion",,,,A. R. Hansen,,,,,Adolf Otto Weitzenberg,,,,,,Bernhard Homola (Kino-Musik),,,,,,,Valy Arnheim,,,,,,,,,,,,,,
Du sollst nicht stehlen,https://www.filmportal.de/film/du-sollst-nicht-stehlen_8c481f9c3a5440c59724d2eb81f8a929,Spielfilm,1928,Deutschland,,,Jacek Rotmil,,"Lilian Harvey: Lotte, Werner Fuetterer: Raul Warburg, Dina Gralla: Yvonne Warburg, seine Schwester, Bruno Kastner: Robert Erler, Charlotte Susa: Mary, eine Tänzerin, Erich Kaiser-Titz: Kriminalbeamter, Ernst Behmer: Franz, Diener bei Warburg, Nico Turoff: Einbrecher",,,,Robert Liebmann,,,,,"Eduard Hoesch, Walter Harvey-Pape",,,,,,Walter Winnig (Kino-Musik),,,,Eichberg-Film Gmb: H (Berlin),,Richard Eichberg,Victor Janson,,,,,,,,,Universum-Film AG (UFA) (Berlin),"6 Akte, 2181 m","35mm, 1:1,33",s/w,,
Die Durchgängerin,https://www.filmportal.de/film/die-durchgaengerin_2dac56867c724170890ea061d7baadef,Spielfilm,1928,Deutschland,,,Erich Zander,,"Käthe von Nagy: Ilsebill, Vivian Gibson: Gina, ihre Mutter, Jean Dax: Oberregierungsrat R. Thoms, ihr Vater, Hans Brausewetter: Hans Brausewetter, Mathias Wieman: Wladimir Pekoff, ein Komponist, Karl Platen: Franz, Diener im Hause Thoms, Adele Sandrock: Leokadia Spannagel, Direktorin eines Mädchenpensionats",,,,Rolf E. Vanloo,,,,,Werner Brandes (Phototechnische Leitung),,,,,,Giuseppe Becce (Kino-Musik),,,,Nero-Film AG (Berlin),,"Joe May, Seymour Nebenzahl",Hanns Schwarz,,,,,,,,Ludwig Fulda (Bühnenstück),,"6 Akte, 2306 m","35mm, 1:1.33","s/w, stumm",,
Dyckerpotts Erben,https://www.filmportal.de/film/dyckerpotts-erben_e7cf28c77ea84600b317f2586e6e64c8,Spielfilm,1928,Deutschland,,,"Oskar Friedrich Werndorff, Emil Hasler",,"Georg Alexander, Alfred Solm, Paul Westermeier, Ilka Grüning, Pepi Glöckner, Paul Biensfeldt, Paul Morgan, Hanne Brinkmann, Paul Hörbiger, Oskar Ebelsbacher",,,,"Hans Behrendt, Franz Schulz",,,,,Eduard Hoesch,,,,,,,,,,Felsom-Film Gmb: H Fellner & Somlo (Berlin),,,Hans Behrendt,,,,,,,,,Deutsche Vereins-Film AG (Berlin),,,,,
Eddy Polo im Wespennest,https://www.filmportal.de/film/eddy-polo-im-wespennest_6bd2e32570d446ecb2bdac44c90211bc,Spielfilm,1928,Deutschland,,,Karl Görge,,"Eddie Polo: Eddy Polo, Grit Haid: Ellinor van der Straaten, Heddy Waldow: Sigrid, ihre Freundin, Alfred Krafft-Lortzing: Fritz Clarens, Nico Turoff: Athletenkarl, Steffi Lorée: Nelly, seine Schwester, Max Maximilian: Stummelmaxe, Aruth Wartan: Narbenpaule, Harry Nestor: Kavalierharry, Bruno Ziener: Diener bei Clarens",,,,Richard Hutter,,,,,Eduard von Borsody,,,,,,,,,,,,,Leo Lasko,,,,,,,,,,,,,,
Eddy Polo mit Pferd und Lasso,https://www.filmportal.de/film/eddy-polo-mit-pferd-und-lasso_9e94e2f785a94793aad2893bf8656255,Spielfilm,1928,Deutschland,,,August Rinaldi,,"Eddie Polo, Ossi Oswalda",,,,Martin Gregor,,,,,Max Grix,,,,,,,,,,,,,Eddie Polo,,,,,,,,,,,,,,
Engelein,https://www.filmportal.de/film/engelein_b289f488532343e19aef6bfd860b1c60,Spielfilm,1928,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1132 m, 42 min",35mm,,,
Er geht rechts - Sie geht links,https://www.filmportal.de/film/er-geht-rechts-sie-geht-links_bb940790ebe04c449ef66984d3bba6aa,Spielfilm,1928,Deutschland,,,Kurt Richter,,"Livio C. Pavanelli: Prof. Dr. Georg Miller, Lotte Neumann: Claire, seine Frau, Georg Alexander: Hugo von Langen, Adolphe Engers: Karl, Hilde Maroff: Lissy, Carla Bartheel: Valerie de Costa, Helene von Bolváry: Baronin Kleeberg, Ellen Plessow: Amanda Primel",,,,"Walter Wassermann, Fred Sauer",,,,,Arpad Viragh,,,,,,Hansheinrich Dransmann (Kino-Musik),,,,,,,Fred Sauer,,,,,,,,,,,,,,
Der erste Kuß,https://www.filmportal.de/film/der-erste-kuss_f19b6bb182a64b38951da3696ec21bcd,Spielfilm,1928,Deutschland,,,"Carl Ludwig Kirmse, Heinrich Richter",,"Anny Ondra: Anny Cord, Eugen Burg: William Cord, der Getreidekönig, ihr Vater, Viola Garden: Bessie, seine Sekretärin, Hilde Jennings: Margit, Annys Freundin, Werner Pittschau: Walter Stolz, ein Musiker, Gaston Jacquet: Harry Peters, Teddy Bill: Präsident des Anny-Cord-Clubs, Michael Rasumny: Hoteldirektor, Josef RovenskýKuhlmann, Mia Pankau: Soubrette, seine Freundin, Hubert von Meyerinck: James Twist",,,,"Hans H. Zerlett, Fritz Oppenheimer",,,,,Otto Heller,,,,,,"Paul Dessau (Kino-Musik, Alhambra), Willy Kappelt (Kino-Musik, Prinzeß)",,,,,,,Carl Lamač,,,,,,,,,,,,,,
Eva in Seide,https://www.filmportal.de/film/eva-in-seide_4a7338174cd04c5fb103a5cdafb545b9,Spielfilm,1928,Deutschland,,,Karl Machus,,"Lissy Arna: Helene Hain, Walter Rilla: Dr. Erich Stiereß, Margarete Kupfer: Frau Hapke, Zimmervermieterin, Max Maximilian: Choko-Karl, Zeitungshändler, Carl Walther Meyer: Alfred, Gerhard Dammann: Max Bing, Pelzhändler, Kurt Vespermann: Fritz Jacobsthal, Manager, Leopold von Ledebur: Generaldirektor Dürr, Charles François Kasch: Empfangschef im Hotel Adlon, Alexander Murski: Sir James Reed, Alfred Graening: Mr. Dewey, englischer Großindustrieller, Olga Limburg: Mlle Losange, Ekkehard Arendt: Rüdiger Ottersburg",,,,"Luise Heilborn-Körbitz, Carl Boese",,,,,Karl Hasselmann,,,,,,Hansheinrich Dransmann (Kino-Musik),,,,Carl Boese-Film Gmb: H (Berlin),,Carl Boese,Carl Boese,,,,,,,,,,,,,,
Evas Töchter,https://www.filmportal.de/film/evas-toechter_de64cdd7cd7a43d4beaf0baec7d8b7e0,Spielfilm,1928,Tschechoslowakei/Deutschland/Schweiz,,,"Hanuš Gödert, Victor Trivas, W. Starke",,"Anny Ondra: Nina Laval/Anny de Lavais, Carl Lamač, Wolfgang Zilzer: Baron Hans von Stetten/Jean de Stetten, Albert Paulig: Detektiv Stechauge, Theodor Pištěk: Baron Bihl, Václav Srb: Rulák, Steffi Vida, May Manja: Maria Santo, Lydia Tridenskaja: Bünzlis Mutter, Friedel Seiler: Fischerstochter",,,,Helmuth Ortmann,,,,,"Otto Heller, Arthur Porchet","Emile Gos, Adrien Porchet",,,,,Otto Stenzeel (Kino-Musik),,,,"H. R. Sokal-Film Gmb: H (Berlin), Film AAP (Lausanne + Genf), Deglové (Prag)",,"Henry Sokal, Bratři Deglové (Prag), Paul de Vallière, Arthur Porchet",Carl Lamač,"Jacques Béranger, Adrien Porchet (Technische Leitung)",,,,,,,,,"6 Akte, 2488 m","35mm, 1:1,33","s/w, stumm",,
Der Fall des Staatsanwalts M... (Wera-Mirzewa),https://www.filmportal.de/film/der-fall-des-staatsanwalts-m-wera-mirzewa_655bc70699bb43aea8e275e36b249b04,Spielfilm,1928,Deutschland,,,Robert A. Dietrich,,"Maria Jacobini, Jean Angelo, Warwick Ward, Grigori Chmara, Felicitas Holz, Harry Frank, Ida Wüst, Elza Temáry, Natalja Rosenel', Oreste Bilancia, Julius von Szöreghy",,,,Norbert Falk,,,,,"Nicolas Farkas, Eduard von Borsody",,,,,,,,,,,,,Rudolf Meinert,,,,,,,,,,,,,,
Falschmünzer,https://www.filmportal.de/film/falschmuenzer_4ef31410cdd4459f89e609b5e2708ddf,Spielfilm,1928,UdSSR/Deutschland,,,"Vladimir Egorov, Valentina Hmeleva",,"Bernhard Goetzke: Professor Zange, Natalja Rosenel'Felicija, seine Frau, Vladimir Fogel'Baron Petiskus, Elza Temáry: Berta, Nikolaj Chmeliow: Prinz Karlstein, Sergej Komarov: Jesuit Brižezinskij, Aleksandr Tschistjakow",,,,"Anatoli Lunacarskij, Georgij Grebner",,,,,"Phil Jutzi (In der SU nicht genannt), Louis Forestier",,,,,,,,,,"Prometheus Film-Verleih und Vertrieb Gmb: H (Berlin), Mežrabpom-fil'm (Moskau)",,,Grigorij Rošal,Mihail Doller,,,,,,,,,"7 Akte, 2370 m","35mm, 1:1.33",s/w,,"Zensur (DE): 05.01.1929, B.21293, Verbot"
Der Faschingskönig,https://www.filmportal.de/film/der-faschingskoenig_fe1ff8c428d44aaea3b45f6a7e3b34df,Spielfilm,1928,Deutschland/Dänemark,,,Willi A. Herrmann,,"Henry Edwards: Carstairs, ein junger Engländer, Gabriel Gabrio: Generalkonsul, Renée Héribelseine Frau, Elga Brink: Gill, deren Schwester, Miles Mander: Borwick, ein heruntergekommener Notar, Aage Hertel, Christian Schrøder, Philip Bech, Ruth Komdrup, Aage Bendixen, Olga Svendsen",,,,"Jens Locher, Georg Jacoby",,,,,"Louis Larsen, Poul Eibye",,,,,,Walter Ulfig (Kino-Musik),,,,,,,Georg Jacoby,,,,,,,,,,,,,,
Der Faschingsprinz,https://www.filmportal.de/film/der-faschingsprinz_5ba540115f884c5b8231b637959b793b,Spielfilm,1928,Deutschland,,,"Botho Höfer, Hans Minzloff",,"Marianne Winkelstern, Harry Liedtke, Hans Junkermann, Julia Serda, Valeria Blanka, Kurt Vespermann, Hermann Picha, Antonie Jaeckel, Irene Kraus",,,,Walter Reisch,,,,,"Guido Seeber, Eduardo Lamberti",,,,,,,,,,Aafa-Film AG (Berlin),,,Rudolf Walther-Fein,,,,,,,,,,,,,,
Der fesche Husar,https://www.filmportal.de/film/der-fesche-husar_1802f212b3aa4b769ce3b283334d05af,Spielfilm,1928,Deutschland/Ungarn/Großbritannien,,,"Oskar Friedrich Werndorff, Emil Hasler",,"Evelyn Holt: Mari Toth, Elisabeth Pinajeff: Rosie Velkovicz, Ernö Verebes: Bubeniyk, Peggy Norman: Kati, Paul Hörbiger: Baron von Korporetzky, Paul Otto: Oberst von Stromm, Julius von Szöreghy: Kosehuba, Hilde Hildebrand: Vilma von Noszty, Fritz Alberti: Michael Toth, Franz Paray: Paul von Noszty",,,,"Artur Bárdos, Margarete M. Langen",,,,,Eduard Hoesch,,,,,,,,,,Felsom-Film Gmb: H Fellner & Somlo (Berlin),,,Géza von Bolváry,,,,,,,,,Deutsche Vereins-Film AG (Berlin),,,,,
Flitterwochen,https://www.filmportal.de/film/flitterwochen_35995a99ab4f4cbdbe61b966aa43de4f,Spielfilm,1928,Deutschland,,,Kurt Richter,,"Margot Walter, Harald Paulsen, Géza L. Weiss, Trude Hesterberg, Max Ehrlich: Rechtsanwalt Magnus Hirschfeld, Teddy Bill",,,,Max Ehrlich,,,,,Hans Karl Gottschalk,,,,,,Walter Ulfig (Kino-Musik),,,,,,,E. W. Emo,,,,,,,,,,,,,,
Flucht aus der Hölle,https://www.filmportal.de/film/flucht-aus-der-hoelle_1c2613ffc3884416bb8010e95551ab4b,Spielfilm,1928,Deutschland,,,Alexander Ferenczy,,"Louis Ralph: Guido Berdinetti, Gräfin Agnes Esterhazy: Celeste, seine Frau, Jean Murat: Eric Ward, Paul Heidemann: Charles Durand, Leopold von Ledebur: Celestes Vater, Fritz Alberti: Arthur Elmer, Raimondo van Riel: Kapitän der Strafkolonie, Leo Peukert: Bürgermeister",,,,Hermann Ahrens,,,,,Adolf Otto Weitzenberg,,,,,,Artur Guttmann (Kino-Musik),,,,Phönix-Film AG (Berlin),,,Georg Asagaroff,,,,,,,,,,"8 Akte, 3178 m","35mm, 1:1,33","s/w, stumm",,"Zensur (DE): 17.03.1928, B.18483, Jugendverbot"
Flucht vor Blond,https://www.filmportal.de/film/flucht-vor-blond_e17d2763f51041398c56e2663f36b81e,Spielfilm,1928,Deutschland,,,Willi A. Herrmann,,"Georg Alexander: Hochstapler, Gräfin Agnes Esterhazy, Lia Eibenschütz, Julius von Szöreghy, Trude Hesterberg, Lydia Potechina, Margarete Sachse, Ernst Stahl-Nachbaur: Kriminalkommissar",,,,Louis Ralph,,,,,Georg Muschner,,,,,,,,,,Ideal-Film Gmb: H (Berlin),,,Louis Ralph,,,,,,,,,,,,,,
Fräulein Chauffeur,https://www.filmportal.de/film/fraeulein-chauffeur_b1ca6e183af14663ab13be2c1d61cf8c,Spielfilm,1928,Deutschland,Hermann Grund,,Hans Jacoby,,"Mady Christians: Steffi Walker, Johannes Riemann: Werner Heywoldt, Lotte Lorring: Heywoldts Freundin Ellen, Hilde Maroff: Heywoldts Stubenmädchen, Fritz Kampers: Heywoldts Gärtner, Trude Lehmann: Heywoldts Köchin",,,,"Curt J. Braun, Walter Jonas",,,,,Arpad Viragh,,Modehaus M. Gerstel (Berlin) (für Mady Christians),,,,Walter Ulfig (Bei der Uraufführung),,,,Terra-Film AG (Berlin),,,Jaap Speyer,,,,,,,,,,,35mm,"s/w, stumm",,
Die Frau auf der Folter,https://www.filmportal.de/film/die-frau-auf-der-folter_ecd2112cdd344101a6f3015a9f510086,Spielfilm,1928,Deutschland,,,"Oskar Friedrich Werndorff, Emil Hasler",,"Lily Damita, Arthur Pusey, Johannes Riemann, Vivian Gibson, Helene von Bolváry, Ferdinand von Alten, Leopold Kramer",,,,Artur Bárdos,,,,,"Otto Kanturek, Bruno Timm",,,,,,,,,,Felsom-Film Gmb: H Fellner & Somlo (Berlin),,,Robert Wiene,,,,,Rudolf Brix,,,,,,,,,
Frau Holle,https://www.filmportal.de/film/frau-holle_45eb343478024f7680347c73013aa6c6,Spielfilm,1928,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,"Colonna-Film Gmb: H, Hanns Walter Kornblum (Berlin)",,,,,,,,,,,,,,,,,
Eine Frau von Format,https://www.filmportal.de/film/eine-frau-von-format_faa069aae069411f814483fa24ef89b0,Spielfilm,1928,Deutschland,,,Hans Jacoby,,"Mady Christians: Dschilly Bey, Gesandtin von Türkisien, Diana Karenne: Fürstin Petra, Hedwig Wangel: Mavre, die Vertraute der Fürstin, Peter C. Leska: Graf Géza von Tököly, Gesandter von Illyrien, Emil Heyse: Negruzzi, Reichskanzler von Silistrien, Robert Garrison: Hotelwirt",,,,"Fritz Wendhausen, Heinz Goldberg",,,,,Arpad Viragh,,,,,,Giuseppe Becce (Kino-Musik),,,,Terra-Film AG (Berlin),,,Fritz Wendhausen,,,,,,,,,,,,,,
Frauenarzt Dr. Schäfer,https://www.filmportal.de/film/frauenarzt-dr-schaefer_e659cbefdea54b24b0c6aada5477c56d,Spielfilm,1928,Deutschland,,,Max Heilbronner,,"Leopold Kramer: Professor Hausen, Evelyn Holt: Evelyn Hausen, seine Tochter, Iván Petrovich: Dr. Schäfer, Frauenarzt, Hans Albers: Dr. Greber, Agnes Petersen: Lucie Walker, Freundin Evelynens, Imre Ráday: Charleston, Professor Hausens Neffe",,,,Jane Bess,,,,,Georg Muschner,,,,,,Willy Schmidt-Gentner (Kino-Musik),,,,Hegewald-Film Gmb: H (Berlin),Liddy Hegewald,Liddy Hegewald,"Jakob Fleck, Luise Fleck",,,,,,,,,,,"35mm, 1:1,33","s/w, ohne Ton",,
Frauenraub in Marokko,https://www.filmportal.de/film/frauenraub-in-marokko_3b9efe0f63e44f3c87d669113d6d16d0,Spielfilm,1928,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Claire Rommer: Ellinor, Charlie Charlia: Bobby, Dolly Davis: Daisy, Aruth Wartan: Ras Ben Rawak",,,,"Norbert Falk, Gennaro Righelli",,,,,Mutz Greenbaum,,,,,,,,,,Lothar Stark-Film Gmb: H (Berlin),,,Gennaro Righelli,,,,,,,,,,,,,,
Freie Fahrt,https://www.filmportal.de/film/freie-fahrt_3e99e558aaf949dab9016621dd693772,Spielfilm,1928,Deutschland,,,,,"Ernst Morgan, Imre Ráday, Martha Maria Newes, Eva Schmid-Kayser, Hans Carl Müller, Sybille Schmitz, Alexander Granach",,,,,,,,,"Eduard von Borsody, Hans G. Casparius (Fotografie)",,,,,,Claus Clauberg,,,,,,,Ernö Metzner,,,,,,,,,,"7 Akte, 1540 m","35mm, 1:1.33","s/w, stumm",,
Freiwild (Der Leidensweg der Anna Riedel),https://www.filmportal.de/film/freiwild-der-leidensweg-der-anna-riedel_a0155da3aa014944b516c92181f7a73a,Spielfilm,1928,Deutschland,,,Max Knaake,,"Evelyn Holt: Anna Riedel, junge Schauspielerin, Fred Louis Lerch: Paul Rönning, Maler, Bruno Kastner: Oberleutnant von Karinski, Hilde Maroff: Pepi, Soubrette, Max Hansen: Enderle, Komiker, Gerd Briese: Leutnant Vogel, John Loder: Oberleutnant von Rohnstedt, Hugo Werner-Kahle: Schneider, Direktor, Géza L. Weiss: Theaterenthusiast, Günther Hadank: Dr. Wellner, Kurarzt, Ernst Pröckl: Balduin, erster Liebhaber, Boris Nevolin: Kassierer Kohn, Franz Stein: Regisseur Finke, Magnus Stifter: Oberst, Friedrich Carl Perponcher: Poldi Grehlinger, Jesta Berg: Zimmervermieterin",,,,"Herbert Juttke, Georg C. Klaren",,,,,Axel Graatkjær,,,,,,,,,,Hegewald-Film Gmb: H (Berlin),Liddy Hegewald,Liddy Hegewald,Holger-Madsen,,,,,,,,Arthur Schnitzler (Bühnenstück),,,"35mm, 1:1,33","s/w, stumm",,
Fünf bange Tage,https://www.filmportal.de/film/fuenf-bange-tage_f6ca3cfc17294fe0bbff0f2737dd7f5f,Spielfilm,1928,Deutschland,,,"Otto Erdmann, Hans Sohnle",,"Maria Jacobini: Maria Volkoff, Anton Pointnerihr Mann Wladimir Volkoff, Natalja Lisenko, Gabriel Gabrio: General Vorileff, Fritz Alberti: Fürst Kierowski, Harry Hardtsein Adjutant, Angelo Ferrari: Ivan Petrovich",,,,Léo Joannon,,,,,"Gustave Preiß, Akos Farkas",,,,,,,,,,Lothar Stark-Film Gmb: H (Berlin),Ernst Franzos,Lothar Stark,Gennaro Righelli,,,,,,,,,,,,,,
Die Fürstin und ihr Narr,https://www.filmportal.de/film/die-fuerstin-und-ihr-narr_9474a3e978d04489ae87b7ee27238ebe,Spielfilm,1928,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Akte, 1762 m",,"s/w, stumm",,
G'schichten aus dem Wiener Wald,https://www.filmportal.de/film/gschichten-aus-dem-wiener-wald_f1cb070e3b52415f9da19d952e73b408,Spielfilm,1928,Deutschland,,,"Willi A. Herrmann, Karl Willenbücher",,"Albert Paulig: Erzherzog Albert Paul, Magnus Stifter: Graf Rüdiger von Wiesberg, General, Eric Barclay: Rudi von Wiesberg, sein Sohn, Fritz Schulz: Baron Florian von Seebenstein-Seckendorf, Yvette Darnys: Baroneß Edith, seine Schwester, Robert Garrison: Dr. Bela Maroszy, Tierarzt, Carla Bartheel: Ilonka, seine Freundin, Albert von Kersten: Mario Menardi, Opernsänger, Vera Voronina: Lori Steinmeier, Siegfried Arno: Salo Goldblatt, Schneider, Teddy Bill: Fritz Pamplinger, Jockey, Paul Hörbiger: Alois Guschlbauer, Fiakerkutscher",,,,Rudolf Katscher,,,,,Willy Hameister,,,,,,,,,,Hegewald-Film Gmb: H (Berlin),,Liddy Hegewald,Jaap Speyer,,,,,,,,,,,,,,
Gaunerliebchen,https://www.filmportal.de/film/gaunerliebchen_002b765fb05b4d8ea86490acdd9ca736,Spielfilm,1928,Deutschland,,,Leopold Blonder,,"Charlotte Ander: Safi, Raimondo van Riel: Cremer, Hans Mierendorff: Morland, La Jana: Marie, seine Tochter, Harry Halm: Robert Goll, Siegfried Arno: Jim, Bruno Arno: Tim, Eugen Burg: Anwalt, Carl Wallauer: Kahlmeyer, Anna Müller-Linckeseine Frau, Rosa Valetti",,,,Curt J. Braun,,,,,Arthur Martinelli,,,,,,,,,,Deutsche Film-Union AG (Defu) (Berlin),,,Max Reichmann,,,,,,,,,,,,,,
Der gefesselte Polo,https://www.filmportal.de/film/der-gefesselte-polo_26e7fabc709c41b981d7807f6049ef70,Spielfilm,1928,Deutschland,,,Karl Görge,,"Eddie Polo: Eddy Polo, Harry Hardt: Harry Berger, ein Herr ohne Beruf, Oskar Ebelsbacher: Justizrat Biermann, Grit Haid: Grit, dessen Sekretärin, Werner Alberti: Herr Holt, Jenny Marba: Frau Holt, Jutta Jol: Lotte, deren Tochter, Fritz Genschow: Ottokar Kiekebusch, Lottes Verlobter, Georg Burghardtein Kommissar, Hans Ritter: Willy, Charles  François",,,,"Julius Urgiß, Leo Lasko",,,,,Ludwig Lippert,,,,,,,,,,,,,Leo Lasko,,,,,,,,,,,,,,
Der geheime Kurier,https://www.filmportal.de/film/der-geheime-kurier_78eaf69b7824494ebf43a04521dfed9d,Spielfilm,1928,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Ivan Mosjoukine: Julien, Lil Dagover: Therese Rénal, José Davert: Bürgermeister Rénal, Jean Dax, Agnes Petersen: Mathilde, Félix de Pomés: Norbert, Hubert von Meyerinck: Herzog, Dillo Lombardi: Abbé, Valeria Blanka",,,,"Curt J. Braun, Walter Jonas",,,,,Friedrich Weinmann,,,,,,Giuseppe Becce (Kino-Musik),,,,"Greenbaum-Film Gmb: H (Berlin), Terra-Film AG (Berlin)",Marcel Hellmann,,Gennaro Righelli,Richard Royce,,,,,,,,,,,,,
Geheimnisse aus Fürstenhöfen (Der Liebestod in Mayerling),https://www.filmportal.de/film/geheimnisse-aus-fuerstenhoefen-der-liebestod-in-mayerling_29db4aafa39c4a408c8e9c239f27d6e9,Spielfilm,1928,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Film-Industrie u. Handels AG (Berlin),,,,,,,,,,,,,,35mm,s/w,,
Geheimnisse des Orients,https://www.filmportal.de/film/geheimnisse-des-orients_ea01b33837b34f76bfb63bfd9daa3e58,Spielfilm,1928,Deutschland/Frankreich,,,"Alexander Loschakoff, Wladimir von Meinhardt",,"Nina Koschitz: Fatme, Frau des Ali, Nikolaj Kolin: Schuster Ali, Iván Petrovich: Prinz Achmed, Marcella Albani: Sultan Schariahs Favoritin Sobeide, D. Dimitrieff: Sultan Schariah, Agnes Petersen: Prinzessin Gylnare, Gaston Modot: Prinz Hussein, Julius Falkenstein: Astrologe am Hof des Sultans, Hermann Picha: Hofnarr des Sultans, Alexandre Vertinsky: Vezir, Dita Parlo: Sklavin der Prinzessin, Steffi Vida",,,,"Norbert Falk, Robert Liebmann, Alexander Wolkoff",,,,,"Curt Courant, Nikolai Toporkoff, Fedor Bourgassoff",,Boris Bilinsky,,,,Willy Schmidt-Gentner (Bei der Uraufführung),,,,"Universum-Film AG (UFA) (Berlin), Ciné-Alliance (Paris)","Noé Bloch, Gregor Rabinowitsch",,Alexander Wolkoff,Anatole Litvak,,,,,,,,,2600 m,"35mm, 1:1,33","s/w, stumm",,
Die Geliebte seiner Hoheit,https://www.filmportal.de/film/die-geliebte-seiner-hoheit_de133b4e1d244d1389fb85732a0d4f3d,Spielfilm,1928,Deutschland,,,Willi A. Herrmann,,"Lia Eibenschütz: Poldi, Vivian Gibson: Tänzerin Rita Tamara, Paul Richter: Egenolf, Kurt Vespermann: Achsel, Mary Kid: Mary, Karl Beckersachs: Prinz von Zypern, Hans Junkermann: Herr Block, Eugen Neufeld: Hoteldirektot",,,,"Jane Bess, Bobby E. Lüthge",,,,,Emil Schünemann,,,,,,Walter Ulfig (Kino-Musik),,,,Orplid-Film Gmb: H (Berlin),Bruno Lopinski,,"Jakob Fleck, Luise Fleck",,,,,,,,Jean Gilbert (Operette),,"6 Akte, 2272 m","35mm, 1:1,33","s/w, ohne Ton",,
Die geschenkte Loge,https://www.filmportal.de/film/die-geschenkte-loge_12de25d3cd634bd9ab7729b2d8314b43,Spielfilm,1928,Deutschland,,,Heinz Fenchel,,"Erika Dann, Ernst Behmer",,,,Armand Guerra,,,,,Herbert Körner,,,,,,,,,,,,,Armand Guerra,,,,,,,,,,"3 Akte, 1263 m",,stumm,,
Geschlecht in Fesseln (Sexualnot der Gefangenen),https://www.filmportal.de/film/geschlecht-in-fesseln-sexualnot-der-gefangenen_2f879b82a74840c49b21f695886d6d52,Spielfilm,1928,Deutschland,,,"Max Knaake, Fritz Maurischat",,"Wilhelm Dieterle: Franz Sommer, Gunnar Tolnæs: Steinau, Mary Johnson: Helene Sommer, Paul Henckels: Geheimrat, Hans Heinrich von Twardowski: Alfred, Gerd Briese: Staatsanwalt, Hugo Werner-Kahle: Abgeordneter, Carl Goetz: Gefangener, Friedrich Kurth, Arthur Duarte, Anton Pointner",,,,"Herbert Juttke, Georg C. Klaren",,,,,Walter Robert Lach,,,,,Paul Dannenberg,Pasquale Perris (Kino-Musik),,,,Essem-Film-Prod. Gmb: H (Berlin),Leo Meyer,,Wilhelm Dieterle,,,,,,,,,,,,stumm,,Prüfung: 09.11.1929
Das Gesetz der schwarzen Berge,https://www.filmportal.de/film/das-gesetz-der-schwarzen-berge_3f802d92865f465e97f23033127c7e90,Spielfilm,1928,Deutschland,,,,,"Gustav Diessl, Hertha von Walther",,,,,,,,,Arthur von Schwertführer,,,,,,,,,,,,,Romano Mengon,,,,,,,,,,,,,,
Das Geständnis der Drei,https://www.filmportal.de/film/das-gestaendnis-der-drei_0dee9f6fc4ad4fde9be1b46a404658e6,Spielfilm,1928,Deutschland,,,Robert A. Dietrich,,"Angelo Ferrari: Baron Marius von Valentini, Hertha von Walther: Baronin Valentini, Olaf Fjord: Rechtsanwalt Dr. Fritz Kerkhoff, Manfred VoßBob Kerkhoff, Julius von Szöreghy, Franz Klebusch: Kriminalkommissar Martinssen, Harry Nestor: Friseur-Emil, Betty Astor: Kitty",,,,Paul Rosenhayn,,,,,Giovanni Vitrotti,,,,,,Paul Dessau (Kino-Musik),,,,Ines Internationale Spielfilm-Gmb: H (Berlin),,,James Bauer,,,,,,,,,,,,,,
