Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
An der Weser (Hier hab ich so manches liebe Mal),https://www.filmportal.de/film/an-der-weser-hier-hab-ich-so-manches-liebe-mal_10ffcb03d4e34ffdbafe31fd76720a88,Spielfilm,1927,Deutschland,Alfred Kern,,Willi A. Herrmann,,"Grete Reinwald, Camilla Spira, Eduard von Winterstein, Ernst Rückert, Frida Richard, Olga Engl, Ernst Winar, Charles Willy Kayser, Carl Auen, Fritz Spira, Fritz Beckmann, Hermann Picha, Karl Platen, Otto Kronburger, Sophie Pagay",,,,Siegfried Philippi,,,,,Max Grix,,,,,,Felix Bartsch (Kino-Musik),,,,Albö-Film Gmb: H (Berlin),,,Siegfried Philippi,,,,,,,,,,,35mm,"s/w, stumm",,
Der Anwalt des Herzens,https://www.filmportal.de/film/der-anwalt-des-herzens_47a55cbe2c0d43d5bd2683ee23224a95,Spielfilm,1927,Deutschland,,,Alexander Ferenczy,,"Lil Dagover: June Orchard, Jean Murat: Dr. Robert Lingh, Ernst Stahl-Nachbaur: James Rigdon, Georg Baselt: Parteisekretär Wilhelm Pitt, Hans Mierendorff: Senator Jensen, Lilian WeißMimi, Victor Colani: Erster Offizier, Jaro Fürth: Monteur Jank, Gertrud Eysoldt: Seine Frau",,,,"Werner Scheff, Wilhelm Thiele",,,,,Karl Puth,,,,,,Willy Schmidt-Gentner (Kino-Musik),,,,Greenbaum-Film Gmb: H (Berlin),,,Wilhelm Thiele,,,,,,,,Georg Fröschel (Novelle),Phoebus-Film AG (Berlin),2727 m,"35mm, 1:1,33","s/w, stumm",,
Die Apachen von Paris,https://www.filmportal.de/film/die-apachen-von-paris_c6b9c8bf6a4a453493b88f7ca14056f2,Spielfilm,1927,Frankreich/Deutschland,,,"Claude Autant-Lara (1. Fassung), Wladimir von Meinhardt (2. Fassung)",,"Jaque Catelain: Mylord, Lia Eibenschütz: Winnie, Olga Limburg: Gertrude, Nikolai Malikoff: John Rumple, Bondy: La Noise, Konstantin Mic: Polka, Jakob Tiedtke: Racken, Maud de la Vault, Jean-François Martial, Pavel Pavlov",,,,Robert Reinert,,,,,"Roger Hubert, Marc Bujard (1. Fassung), Jules Krüger, Nikolai Toporkoff (2. Fassung)",,Boris Bilinsky,,,,Giuseppe Becce (Kino-Musik),,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,Nikolai Malikoff,"Georges Lampin, Marcel L'Herbier (Supervision 1. Fassung), Léonce-Henri Burel (Technische Mitarbeit)",,,,,,,,Universum-Film AG (UFA) (Berlin),"7 Akte, 2760 m","35mm, 1:1.33","s/w, stumm","Uraufführung (DE): 17.12.1927, Berlin, Gloria-Palast",
Arme kleine Colombine,https://www.filmportal.de/film/arme-kleine-colombine_5b910a00da32469f8791073c69916aa2,Spielfilm,1927,Deutschland,,,Max Heilbronner,,"Egon von Jordan: Fritz Helbig, Paul Rehkopf: Holzschnitzer Peter Lann, Hilde Jennings: Peters Tochter Ännchen, Wolfgang Zilzer: Christoph Burger, Wilhelm Diegelmann: Christophs Onkel Karl Meinert, Walter Rilla: Ernst Honsel, Charlotte Susa: Lotte Monti, Hermann Picha: Johannes Rabe, Valeska Stock: Frau Rabe, Maria Forescu: Kartenlegerin Frau Tratsch, Herta von Tucher",,,,"Alfred Schirokauer, Franz Seitz Sr.",,,,,Karl Attenberger,,,,,,,,,,Deulig Film AG (Berlin),,,Franz Seitz Sr.,,,,,,,,,,,,,,
Arme kleine Sif,https://www.filmportal.de/film/arme-kleine-sif_0748a5ce5f9d45f389f5fa126170854d,Spielfilm,1927,Deutschland,,,"Botho Höfer, August Rinaldi",,"Grete Mosheim, Paul Wegener, Frida Richard, Anton Pointner, Robert Garrison, Adele Sandrock, Olga Engl, Jakob Tiedtke, Robert Hagedorn",,,,Hermanna Barkhausen,,,,,Paul Holzki,,,,,,Hans May (Kino-Musik),,,,,,,Arthur Bergen,,,,,,,,,,,,,,
Artisten (Im Zauberbann der Manege),https://www.filmportal.de/film/artisten-im-zauberbann-der-manege_cc7a0216927b48f0bdbc7edb624269a2,Spielfilm,1927,Deutschland,,,Stefan Lhotka,,"Mary Johnson: Helga Hardt, Tanzgirl, Ernst Deutsch: Illusionist Maranoff, Werner Fuetterer: Fred Milson, Anton Edthofer: Todesfahrer Henrik Elcot, Julius von Szöreghy, Jack Mylong-Münz: Assistent Kelly, Teddy Bill: Raph, Karl Harbacher: Hans, Carl von Barany: Willy, Dillo Lombardider alte Artist Ettore Manelli",,,,Franz Schulz,,,,,Sophus Wangøe,,,,,,,,,,Jakob Karol-Film Gmb: H (Berlin),,,Géza von Bolváry,,,,,,,,,,,,,,
Aus dem Reiche des Königs der Könige,https://www.filmportal.de/film/aus-dem-reiche-des-koenigs-der-koenige_c3c0f15d7c20498ca8a6e40c64e6d8f2,Spielfilm,1927,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Grühl,,,,,,,,,,,,,,
Die Ausgestoßenen. Heimkehr des Herzens,https://www.filmportal.de/film/die-ausgestossenen-heimkehr-des-herzens_8f8719e67891400fa4bd849dc49c9923,Spielfilm,1927,Deutschland,,,Dosio Koffler,,"Maly Delschaft: Frau Nadt, Mary Johnson: Hilde Maroff, Hans Stüwe: Nadt / Dr. Themal, Fritz Kortner: Lord, Rudolf Lettinger: Maroff, Julia Serda: Seine Frau, Luigi Serventi: Graf Egglio, Andreas Behrens-Klausen: Gefangener, Johanna Hofer: Seine Frau",,,,Dosio Koffler,,,,,Franz Planer,,,,,,Felix Bartsch (Kino-Musik),,,,Martin Berger Film Gmb: H (Berlin),,,Martin Berger,,,,,,,,,,,,,,
Benno Stehkragen,https://www.filmportal.de/film/benno-stehkragen_b1cf9be26c8a4a099c49b4568a9e0d78,Spielfilm,1927,Deutschland,,,Botho Höfer,,"Margit Barnay, Bruno Arno, Käte Haack, Paul Otto, Kurt Gerron, Ferdinand von Alten, Hans Mierendorff, Walter von Allwörden, Olga Engl, Eva Speyer, Karl Harbacher, Gerhard Ritterband",,,,Robert Stahl,,,,,Willy Großstück,,,,,,,,,,Biograph-Film Gmb: H (Berlin),,,Trude Santen,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Die berühmte Frau,https://www.filmportal.de/film/die-beruehmte-frau_610067280220468cb5584653cc4f2b33,Spielfilm,1927,Deutschland,,,Oskar Friedrich Werndorff,,"Lily Damita: Sonja Litowskaja, Alfred Solm: Alfredo de Cavacante, Warwick Ward: Gerald, Lissy Arna: Zofe bei Sonja, Alexander Granach: Diener bei Alfredo, Arnold Korff: Herzog von Olivares, Mathilde Sussin: Mutter des Alfredo, Alexander Murski: Vater des Alfredo, Nikolaus von Lovrie",,,,Melchior Lengyel,,,,,Otto Kanturek,,,,,,Walter Ulfig (Kino-Musik),,,,F.P.S. Film Gmb: H (Berlin),,,Robert Wiene,,,,,,,,,,,,,,
Der Bettelstudent,https://www.filmportal.de/film/der-bettelstudent_ccbf9f6e315d42caa4bc2b81a85b7cad,Spielfilm,1927,Deutschland,,,"Botho Höfer, Hans Minzloff",,"Harry Liedtke: Simon, Student, Gräfin Agnes Esterhazy: Laura, Maria Paudler: Bronislawa, Hans Junkermann: Oberst Ollendorf, Kurt Vespermannder Kornett, sein Adjunkt, Ida Wüst: Gräfin Nowalska, Hermann Picha: Enterich, Gendarm, Ernö Verebes: Jan, Student",,,,Walter Reisch,,,,,"Guido Seeber, Eduardo Lamberti",,,Rudolf Walther-Fein,,,Felix Bartsch (Kino-Musik),,,,Aafa-Film AG (Berlin),,,"Jakob Fleck, Luise Fleck",,,,,,,,,,,,,,
Der Bettler vom Kölner Dom,https://www.filmportal.de/film/der-bettler-vom-koelner-dom_ffaf7d8994f947168d50285f40323d98,Spielfilm,1927,Deutschland,,,Gustav A. Knauer,,"Hanni Weisse, Elza Temáry, Henry Stuart, Carl de Vogt, Robert Scholz, Fritz Kampers, Harry Lamberts-Paulsen, Hermann Blaß, Karl Geppert, Rudolf Meinhardt-Jünger, Hugo Flink, Eugen Jensen, Rudolf Hilberg",,,,Emanuel Alfieri,,,,,Willy Hameister,,,,,,Hans May (Kino-Musik),,,,Internationale Film-AG (Ifa) (Berlin),,Rudolf Meinert,Rolf Randolf,,,,,Karl Lindner,,,,,,,,,
Bezwinger der 1000 Gefahren,https://www.filmportal.de/film/bezwinger-der-1000-gefahren_13f844ad3e964a078be57bb60576528e,Spielfilm,1927,Deutschland,,,Willi A. Herrmann,,"Harry Piel, Charly Berger, Friedrich Berger, Maria Asti, Gaby Ungar, Sascha Gura, Alfred Kühne, Kurt Mathé, Fritz Russ",,,,Lothar Knud Frederik,,,,,"Georg Muschner, Franz Meinecke",,,,,,,,,,Rofa-Film Gmb: H (Berlin),,,Harry Piel,,,"Robert Siodmak, Harry Piel",,,,,,,"7 Akte, 2099 m","35mm, 1:1.33","s/w, stumm",,
Bigamie,https://www.filmportal.de/film/bigamie_b67d64ca71c74d8ca34c17135ed13ae3,Spielfilm,1927,Deutschland,,,Hans Jacoby,,"Heinrich George: Otto Engel, Maria Jacobini: Ada, Anita Dorris: Elise, Ernö Verebes: Tänzer Fred, Emil Lind: Winkeladvokat, Emil Heyse: Gerichtsschreiber, Karl Etlinger: Geselle, Gerhard Ritterband: Lehrling, Maria Forescu: Artistin 1, Hans Mierendorff: Manager, Else Reval: Artistin 2, Theodor Loos: Rechtsanwalt, Georg Heinrich Schnell: Staatsanwalt",,,,Max Glass,,,,,Arpad Viragh,,,,,,Walter Ulfig (Bei der Uraufführung),,,,Terra-Film AG (Berlin),,,Jaap Speyer,,,,,,,,,,,35mm,"s/w, stumm",,
Bilderbogen der Ehe,https://www.filmportal.de/film/bilderbogen-der-ehe_7f007fba363c449c91d102fd62602258,Spielfilm,1927,Deutschland,,,"Ernst Heinrich, A. Kersting (Innenausstattung), E. Preuss (Innenausstattung)",,"Leo Peukert, Laurie Devine, Eugen Dumont",,,,Max Monato,,,,,Hans Scheib,,,,,,Felix Bartsch (Kino-Musik),,,,,,,Hansjürgen Völcker,,,,,,,,,,,,,,
Bob Strattons letzter Coup,https://www.filmportal.de/film/bob-strattons-letzter-coup_5aaea2ca12d348a2b70576786a898cf9,Spielfilm,1927,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Aafa-Film AG (Berlin),,,,,,,,,,,,,,,,,
Die Bräutigame der Babette Bomberling,https://www.filmportal.de/film/die-braeutigame-der-babette-bomberling_46e56bd9291e4566ac68ebbc1e3f733e,Spielfilm,1927,Deutschland,,,Jacek Rotmil,,"Lydia Potechina: Frau Bomberling, Jakob Tiedtkeder alte Bomberling, Xenia Desni: Babette, beider Tochter, Egon von Jordan: Hermann, der Sohn, Hanni Weisse: Mucki, Margot Walter: Hilde Werners, Ida Wüst: Baronin Pryczibilzki-Razoska, Heiratsvermittlerin, Livio C. Pavanelli: Fritz Werners, Bruno Kastner: Duce Spina-Spontelli, Hochstapler, Ferdinand Hart: Schlächtermeister Seybold, Ferdinand von Alten: Koberstein, Kurt Vespermann: Kippenbach jr., Hermann Picha: Lohndiener Schütte, Karl Elzer: Prill, ein Student",,,,"Jane Bess, Bobby E. Lüthge",,,,,Otto Kanturek,,,,,,Werner Richard Heymann (Kino-Musik),,,,"Sittarz-Film, Alfred Sittarz (Berlin)",,,Victor Janson,,,,,,,,,,,,,,
Brennende Grenze,https://www.filmportal.de/film/brennende-grenze_172aa284597f4a0dbed7570f62245c71,Spielfilm,1927,Deutschland,,,Alfred Junge,,"Jenny Hasselqvist: Junge Gutsherrin, Hubert von Meyerinck: Sohn der Gutsherrin Heino, Fritz Alberti: Regierungskommissar, Hans Adalbert Schlettow: Freischarenführer, Olga Tschechowa: Freundin des Freischarenführers Nadja, Camilla Spira: Wirtschafterin Marlene, Hugo Werner-Kahle: Adjutant des Freischarenführers Duban, Albert Steinrück: Gutsvogt, Gustav Trautschold: Alter Diener, Oskar Homolka: Matrose, Wilhelm Diegelmann: Schenkwirt, Frigga Braut: Dralle Magd, Max Maximilian: Kuhknecht, Hildegard Imhoff",,,,Ernst B. Fey,,,,,Friedl Behn-Grund,,,,,,Werner Richard Heymann (Kino-Musik),,,,Eiko-Film AG (Berlin),,,Erich Waschneck,,,,,,,,,,,"35mm, 1:1.33","s/w, stumm",,
Das brennende Schiff,https://www.filmportal.de/film/das-brennende-schiff_fe64d184face47d59f57844ef9dbf3e3,Spielfilm,1927,Deutschland/Frankreich,,,Karl Görge,,"Françoise Rosay, Mary Kid, Eric Barclay: Robert, ihr Sohn, Arthur Duarte, André Knox, Käthe von Nagy: Anni, José Davert: Steuermann des ""Kerrock"", Mathilde Sussin: Tante Marie, Albert Paulig: Konsul Brown",,,,"Ruth Goetz, Jacqueline Milliet",,,,,"André Guichard, Emil Schünemann",,,,,,,,,,,,,Constantin J. David,,,,,,,,,,,,"s/w, stumm",,
Colonialskandal,https://www.filmportal.de/film/colonialskandal_082c2611ede24351b6dfb8630fa9720c,Spielfilm,1927,Deutschland,,,"Franz Schroedter, Hermann Warm",,"Elga Brink: Elga Lee, Stewart Rome: Jack Kent, Georg Alexander: Richard Courday, Marietta Millner: Harriet Milton, Jack Trevor: Robert Elliot, Carl Meinhard: Fu-Chow, Nien Sön Lingsein Diener, Frida Richard: Wirtschafterin",,,,Alfred Schirokauer,,,,,"Emil Schünemann, Karl Vass",,,,,,Pasquale Perris (Kino-Musik),,,,Georg-Jacoby-Film Gmb: H (Berlin),,,Georg Jacoby,,,,,,,,,,,,,,
Die Csardasfürstin,https://www.filmportal.de/film/die-csardasfuerstin_13e6db8152144104a5e831692057ccec,Spielfilm,1927,Deutschland,Fritz Klotzsch,,Uwe Jens Krafft,,"Liane Haid: Sylva Varescu, die Csardasfürstin, Oskar Marion: Prinz Edwin von Weylersheim, Imre Ráday: Luftikus, Ibi Boya: Stasi, Julius Zilahy: Lebemann, Aladár Sarkadi, Ludwig Rethey, Elemért Thury, Peggy Norman, Lili Berky, Géza von Földessy, Szidi Rákosi, László Z. Molnár, Kálmán Zátony, Ferenc Vendrey, Emmy Zala, Mariska Balla",,,,"Ladislaus Vajda, Wilhelm Thiele",,,,,Curt Courant,,,,,,Artur Guttmann,,,,Peter-Ostermayr-Produktion Gmb: H (Berlin),Peter Ostermayr,,Hanns Schwarz,,,,,,,,"Emmerich Kálmán (Operette), Béla Jenbach (Libretto), Leo Stein (Libretto)",Universum-Film AG (UFA) (Berlin),"6 Akte, 2596 m","35mm, 1:1,33","s/w, stumm",,
Da hält die Welt den Atem an,https://www.filmportal.de/film/da-haelt-die-welt-den-atem-an_93ba4ea398eb40138ea6cf1efc86adf7,Spielfilm,1927,Deutschland,,,"Gustav A. Knauer, Alfred Junge",,"Marcella Albani: Adda van Royt, Sandra Milovanoff: Kitty Lerron, Werner KraußMorris Broock, Alfons Fryland: Klaus von Longard, Szöke Szakall: Theaterdirektor, Oscar Sachs: Theaterdiener, Eduard von Winterstein: Kriminalkommissar, Ferdinand Bonn: Revueautor, Karl Etlinger: Revueautor, Rudolf Lettinger: Revueautor, Arthur Schröder: Hoteldirektor, Fritz Kampers: Elektriker",,,,Julius Urgiß,,,,,Gustave Preiß,,,,,,Felix Bartsch (Kino-Musik),,,,Lothar Stark-Film Gmb: H (Berlin),,Lothar Stark,Felix Basch,,,,,,,,,Deutsch-Nordische Film-Union Gmb: H (Berlin),,,,,
Die Dame mit dem Tigerfell,https://www.filmportal.de/film/die-dame-mit-dem-tigerfell_8f0fca77a4f34e65a5db2ccd9924e5b8,Spielfilm,1927,Deutschland,,,Ernst Stern,,"Ellen Richter: Ellen Garat alias Gräfin Perpignan, Georg Alexander: Lord Abbott, Bruno Kastner: Graf Alexander Reß, Heinrich Schroth: Henry Seymour, Alfred Gerasch: Señor Santalmeda, Kurt Gerron, Mary Kid, Evi Eva",,,,Robert Liebmann,,,,,Axel Graatkjær,,,,,,,,,,Ellen Richter Film Gmb: H (Berlin),,,Willi Wolff,,,,,,,,Ernst Klein (Roman),Universum-Film AG (UFA) (Berlin),,"35mm, 1:1,33","s/w, stumm",,
Deutsche Frauen - Deutsche Treue,https://www.filmportal.de/film/deutsche-frauen-deutsche-treue_57d67cb4bb18483eb6ef41d4436c0a99,Spielfilm,1927,Deutschland,,,Artur Günther,,"Eugen Neufeld: Oberst Wolfram, Philipp Manning: Major Stürmer, Helga Thomas: Gisela, seine Tochter, Hermine Sterler: Regine Vollrath, Carl Walther Meyer: Leutnant Günther Vollrath, ihr Sohn, Géza L. Weiss: Emil, sein Bursche, Sophie Pagay: Marie, Haushälterin bei Regine, Fritz Kampers: Max Hühnerbein, Musketier, Hermann Picha: Heinrich Taube, Gastwirt, Lydia Potechina: Frau Taube, Gottfried Hagedorndeutscher Stabsarzt, Ferdinand von Alten: Vaughan, franz. Stabsarzt, Adele Sandrock: Madame Viard, Solveig Hedengran: Marcelle, ihre Enkelin",,,,Marie-Louise Droop,,,,,Eduard Hoesch,,,,,,,,,,Hegewald-Film Gmb: H (Berlin),,Liddy Hegewald,Wolfgang Neff,,,,,,,,,,,,,,
Der Diktator,https://www.filmportal.de/film/der-diktator_cf0c4009505145b7ae9423a8212df62b,Spielfilm,1927,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Amboß-Film Dworsky & Co (Berlin),,,,,,,,,,,,,,,,,
Dirnentragödie,https://www.filmportal.de/film/dirnentragoedie_ccd8f0f5c45f49ef90f527877c0431c4,Spielfilm,1927,Deutschland,Heinz Büthe,,Carl Ludwig Kirmse,,"Asta Nielsen: Alternde Dirne Auguste, Hilde Jennings: Junge Dirne Clarissa, Oskar Homolka: Zuhälter Anton, Werner Pittschau: Student Felix, Hedwig Pauly-Winterstein: Mutter, Otto Kronburger: Vater, Hermann Picha: Musiker Kauzke, Eva Speyer: Dirne, Gerhard Dammann",,,,"Ruth Goetz, Leo Heller",,,,,Guido Seeber,,,,,,Felix Bartsch (Kino-Musik),,,,Pantomim-Film AG (Berlin),,,Bruno Rahn,,,,,,,,Wilhelm Braun (Bühnenstück),,"6 Akte, 2376m",35mm,"s/w, stumm",,
Die Dollarprinzessin und ihre sechs Freier,https://www.filmportal.de/film/die-dollarprinzessin-und-ihre-sechs-freier_9ef95068da6f438e9694b50298623b43,Spielfilm,1927,Deutschland,,,Robert Neppach,,"Liane Haid: Liane, Georg Alexander: Michael Rupp, Elisabeth Pinajeff: Clarisse Cleart, Siegfried Arno: Baron, Betty Astor: Mizzi, Hans Albers: Botschafts-Sekretär, Jaro Fürth: Revisor, Leopold von Ledebur: Hoteldirektor, Josefine Dora: Köchin",,,,Walter Reisch,,,,,Willy Hameister,,,,,,,,,,Greenbaum-Film Gmb: H (Berlin),,,Felix Basch,,,,,,,,,,,"35mm, 1:1,33","s/w, ohne Ton",,
Doña Juana,https://www.filmportal.de/film/dona-juana_67bf5518eb70474a8dce06eecdfe15f0,Spielfilm,1927,Deutschland,,,"Erich Kettelhut, Leo Pasetti",,"Elisabeth Bergner: Doña Juana, Walter Rilla: Don Ramon, Hertha von Walther: Doña Ines, Elisabeth Neumann-Viertel: Ines' Freundin Clara, Fritz Greiner: Ramons Freund Osorio, Hubert von Meyerinck: Dichter Don Alfonso, Wolfgang von Schwindt: Juanas Diener Francesco, Max Schreck: Juanas Vater, Lotte Stein: Juanas Erzieherin Duena, Max Wogritsch: Don Felipe de Mendoza, Rafael Calvo: Don Pedro de Padilla",,,,"Béla Balázs, Paul Czinner",,,,,"Karl Freund (Leitung), Robert Baberske, Adolf Schlasy",,"Leo Pasetti, Edith Glück",,,,Giuseppe Becce (Bei der Uraufführung),,,,Poetic-Film Gmb: H (Berlin),,Paul Czinner,Paul Czinner,,,,,,,,"Tirso de Molina (Frei nach dem Bühnenstück ""Don Gil von den grünen Hosen"")",Universum-Film AG (UFA) (Berlin),,35mm,"s/w, stumm","Uraufführung (AT): 12.01.1928, Wien",
