Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Dr. Bessels Verwandlung,https://www.filmportal.de/film/dr-bessels-verwandlung_0ea2b8a368574dc3a5869e2197208702,Spielfilm,1927,Deutschland,,,"Franz Seemann, Bruno Lutz",,"Jakob Tiedtke: Fabrikant Julius Bessel, Sophie Pagay: Frau Bessel, Hans Stüwe: Alexander, ihr Sohn, Gräfin Agnes Esterhazy: Helene Bessel, seine Frau, Gertrud Eysoldt: Frau Pelagie Trouille, Agnes Petersen: Germaine, ihre Nichte, Kurt Gerronder Grieche Georgakopoulos, Angelo Ferrarider Spanier Pedro de Ferrante, Betty Astor: Karin Lundbye, ein Modell, Siegfried Arno: Chevallier, ein französischer Soldat, Hella Kürti: Paulette, Hotelstubenmädchen, Hermann Picha: Ein französischer Buchhändler, Max Neufeld: Ein französischer Major, Otto Wallburg: Ein französischer Sergeant, Curt Bois: Simche Regierer, Ilka Grüning: Frau Regierer, Ferdinand Bonn: Oberst Jovan Simonitsch, Lydia Potechina: Frau Simonitsch, Hertha von Walther: Eine Miß, Georg Burghardt: Ein französischer Offizier, Eva Speyer, Jaro Fürth, Hugo Döblin, Friedrich Kühne, Rosa Valetti",,,,"Georg C. Klaren, Herbert Juttke",,,,,Axel Graatkjær,,,,,,,,,,Richard Oswald-Produktion Gmb: H (Berlin),,,Richard Oswald,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Eine Dubarry von heute,https://www.filmportal.de/film/eine-dubarry-von-heute_1c5f8851b7cf4a71ad0ed9b7302a66b5,Spielfilm,1927,Deutschland,,,Oskar Friedrich Werndorff,,"Maria Korda: Toinette, Alfred Abel: Maler Sillon, Friedrich Kayßler: Milliardär Cornelius Corbett, Jean Bradin: König Sandor von Astorra, Julius von Szöreghy: General Padilla, Hans Albers: Darius Kerbellan, Alfred Gerasch: Graf Rabbatz, Albert Paulig: Clairet, Hans Waßmann: Theaterdirektor, Karl Platen: Diener, Eugen Burg: Levasseur, Marlene Dietrich: Kokotte, Hilde Radney: Juliette, Julia Serda: Tante Julie, Hedwig Wangel: Rosalie, Lotte Lorring: Mannequin, Else Reval: Mannequin-Aufsicht",,,,"Robert Liebmann, Alexander Korda, Lajos Biró, Paul Reboux",,,,,Fritz Arno Wagner,,,,,,Werner Richard Heymann (Bei der Uraufführung),,,,Felsom-Film Gmb: H Fellner & Somlo (Berlin),,"Hermann Fellner, Josef Somlo",Alexander Korda,,,,,,,,Lajos Biró (Roman),Universum-Film AG (UFA) (Berlin),,"35mm, 1:1,33","s/w, stumm",,
Der dunkle Herr in der Abendstunde,https://www.filmportal.de/film/der-dunkle-herr-in-der-abendstunde_f6745bbb1b5a4ae09921fbac87a1c89e,Spielfilm,1927,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durchlaucht Radieschen,https://www.filmportal.de/film/durchlaucht-radieschen_beca20a8e4594b4c8be21b472712d5fc,Spielfilm,1927,Deutschland,,,Kurt Richter,,"Xenia Desni: Fürstin Tinnefka, Werner Fuetterer: Graf Casimir Conjak, Hans Junkermann: Fürst Tinnefka, Kriegsminister, Valerie Jones: Natalie von Isenix, Margarete Kupfer: Frau Wuschke, Zimmervermieterin, Mia Pankau: Emma, eine Amme, Hans Sturmvon Isenix, mazzedonischer Botschafter in Wien, Hans Brausewetter: Wenzel, Bursche bei Kasimir, Robert Garrisonunheimlicher Mann, Julius von Szöreghy, Teddy Bill: Pueblo de Santa Galantos, Arthur Gerlach",,,,Hans Sturm,,,,,"Heinrich Gärtner, Bruno Mondi",,,,,,Werner Richard Heymann (Kino-Musik),,,,Eichberg-Film Gmb: H (Berlin),,Richard Eichberg,Richard Eichberg,,,,,,,,"Julius Freund (nach der gleichnamigen Posse), Victor Hollaender (nach der gleichnamigen Posse)",,"6 Akte, 2105 m","35mm, 1:1,33",s/w,,
Das edle Blut,https://www.filmportal.de/film/das-edle-blut_e9d7971694f84a138b62702036097128,Spielfilm,1927,Deutschland,,,Karl Machus,,"Eugen Burg: Major von Lingen, Hanna Ralph: Thea, seine zweite Frau, Rolf Müller: Hans-Karl, Waldemar Pottier: Joachim, seine Söhne aus erster Ehe, Harry Hardt: Leutnant von Rohndorf, Robert Scholz: Leutnant Grünung, Wolfgang Zilzervon Günsfeld, Kurt von Wolowski: Karsten, Kadetten, Sophie Pagay, Anna von Palen",,,,Franz Rauch,,,,,"Julius Balting, Walter Robert Lach",,,,,,,,,,Phoebus-Film AG (Berlin),,,Carl Boese,,,,,,,,,,,,,,
Eheferien,https://www.filmportal.de/film/eheferien_e7acd05404b64d7f92f796c02342bfd5,Spielfilm,1927,Deutschland,,,Jacek Rotmil,,"Lilian Harvey: Hella Strakosch, Harry Halm: Wenzel Strakosch, Violin-Virtuose, Jutta Jol: Erika, seine erste Frau, Hans Sturm: Carlos Torres, südamerikanisher Plantagenbesitzer, Bert Bloem: Eric, sein Sohn, Angelo Ferrari: Rudi Becker, Tenor, Else Revalseine Frau, Ida Perry: Frau Tuchel, die Schwiegermutter, Asta Gundt: Adalgisa, ihre Tochter, Harry Gondi: Hans, ein schüchterner junger Mann, Ruth Beyer: Mizzi, ein Mädchen von heute, Albert Paulig: Hoteldirektor",,,,"Hans Sturm, Robert Liebmann",,,,,Karl Vass,Walter Harvey-Pape,,,,,,,,,Eichberg-Film Gmb: H (Berlin),,Richard Eichberg,Victor Janson,,,,,,,,"Hans Sturm (nach dem Bühnenstück ""Eheringe"" von)",Universum-Film AG (UFA) (Berlin),,"35mm, 1:1,33",s/w,,
Ehekonflikte,https://www.filmportal.de/film/ehekonflikte_4dd994c2d1bc410d974088336dc85ac8,Spielfilm,1927,Deutschland,,,Carl Ludwig Kirmse,,"Werner Pittschau: Fernand, der Mann, Victor Colani: André, der Freund, Heinz Blüthe: Der Sekretär, Alfred Graening: Die alte Exzellenz, Ludwig Sachs, Neumann-Schüler, Arno Keil3 Journalisten, Arthur Winkler: Diener, Lydia Böttcher: Kokotte",,,,Erich Herzog,,,,,Guido Seeber,,,,,,Felix Bartsch (Kino-Musik),,,,Pantomim-Film AG (Berlin),,,Bruno Rahn,,,,,,,,,,,,,,
Eheskandal im Hause Fromont jun. und Risler sen.,https://www.filmportal.de/film/eheskandal-im-hause-fromont-jun-und-risler-sen_a09a965ae5bf49edb0f1ef0ae1add90a,Spielfilm,1927,Deutschland,,,"Carlo Jacobsen, Willi A. Herrmann, Bernhard Schwidewski",,"Lucy Doraine: Sidonie, Karina Bell: Desirée, Nora Gregor: Claire, Ivan Hedqvist: Wilhelm Risler, Fred Louis Lerch: Franz Risler, Peter C. Leska: Georg Fromont, Julius von Szöreghy, Sophie Pagay: Frau Delobelle, Dillo Lombardi: Planus",,,,Paul Knudsen,,,,,"Christen Jörgensen, Ewald Daub",,,,,,Walter Ulfig (Kino-Musik),,,,Deutsche Film-Union AG (Defu) (Berlin),,,Anders Wilhelm Sandberg,,,,,,,,,,,,,,
Einbruch,https://www.filmportal.de/film/einbruch_eaf03742c9f746ef9dd9f101119c2bd6,Spielfilm,1927,Deutschland,,,Max Heilbronner,,"Erika Glässner: Jutta Percha, Filmdiva, Ralph Arthur Roberts: Max Plettke, genannt ""Fassadenprinz"", Camilla von Hollay: Paula, seine Geliebte, Paul Morgan: Polenwilli, ein schwerer Junge, Kurt Gerron: Emil, ein noch schwererer Junge, Maria Forescu: Wirtin, Julius von Szöreghy, Nina Rinewa: Elfriede, seine Tochter, Julius Falkenstein: Conte Parisello, ihr Verlobter, Albert Paulig: Dr. Schmidt, Kriminalkommissar",,,,"Artur Landsberger, Alexander Alexander",,,,,Franz Planer,,,,,,Otto Stenzel (Kino-Musik),,,,,,,Franz Osten,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Einbruch in die Villa Hawarth,https://www.filmportal.de/film/einbruch-in-die-villa-hawarth_870d12ba993b43f1ae02a5983e8f2d60,Spielfilm,1927,Deutschland,,,F.W. Krohn,,"Erich Kaiser-Titz, I. Wolsky, Lydia Potechina, Hermann Picha",,,,,,,,,"Herbert Körner, Josef Dietze",,,,,,,,,,,,,Eric Tamara,,,,,,,,,,,,,,
Einer gegen Alle. Die Sensationen eines Millionärs ohne Geld,https://www.filmportal.de/film/einer-gegen-alle-die-sensationen-eines-millionaers-ohne-geld_a2e23fd2b24b420b95f643c3bbf65e89,Spielfilm,1927,Deutschland,,,Max Heilbronner,,"Carlo Aldini, Hanni Reinwald, Albert Steinrück, Carl Auen, Karl Falkenberg, Georg George, Hermann Picha, Inge Borg, Wilhelm Diegelmann, Maria Minzenti, Sylvia Torff, Michael Tschernoff",,,,Curt J. Braun,,,,,"Reimar Kuntze, Mois Safra",,,,,,Willy Schmidt-Gentner (Kino-Musik),,,,Film-Produktion Carlo Aldini Co. mb: H (Berlin),,,Nunzio Malasomma,,,,,,,,,,,,,,
Die elf Teufel,https://www.filmportal.de/film/die-elf-teufel_e26f049b0127402989f03d180391aa71,Spielfilm,1927,Deutschland,,,Max Knaake,,"Gustav Fröhlich: Tommy, der ""Mittelstürmer"", Evelyn Holt: Linda, Lissy Arna: Vivien, Fritz Alberti: Trainer Lauren, Jack Mylong-Münz: Biller, der gegenwärtige Mittelstürmer, Willi Forst: Lehrer, Harry Nestor: Kellner, Géza L. Weissein Junge",,,,Walter Reisch,,,,,"Leopold Kutzleb, Paul Holzki (Sportaufnahmen)",,,Carl Boese,,,Pasquale Perris (Kino-Musik),,,,Carl Boese-Film Gmb: H (Berlin),,,Zoltan Korda,,,,,,,,,,,,,,
Elternlos,https://www.filmportal.de/film/elternlos_89abe675bcb64c0e886cc1897318fa89,Spielfilm,1927,Deutschland,,,F.W. Krohn,,"Gerti Gerdt, Eduard von Winterstein, Ressel Orla, Billy Hofer, Ernst Rückert, Kurt Vespermann, Hermann Picha, Edda Lindborg, Fritz Russ, Philipp Malburg, Fritz Felix, Emmy Wyda, Fritz Beckmann, Charlotte Berg, Julietta Brandt, Lucie Ahrens, Imogen Orkut",,,,Franz Hofer,,,,,Ernst Krohn,,,,,,,,,,Trianon-Film Gmb: H (Berlin),,David Schratter,Franz Hofer,,,,,,,,,,,,,,
Erinnerungen einer Nonne,https://www.filmportal.de/film/erinnerungen-einer-nonne_aebca8ae763946c09a0fe6e106d24d3e,Spielfilm,1927,Deutschland,,,Ludwig Reiber,,"Werner Pittschau, Ellen Kürty, Camilla von Hollay, Mary Nolan, Georg John",,,,"Ernst Iros, Arthur Bergen",,,,,Franz Koch,,,,,,"Hans May (Kino-Musik, im Alhambra)",,,,,,,Arthur Bergen,,,,,,,,,,,,stumm,,
Das Erwachen des Weibes,https://www.filmportal.de/film/das-erwachen-des-weibes_08a73dfe35da40019faf901826d417e1,Spielfilm,1927,Deutschland,,,Kurt Richter,,"Grete Mosheim: Frida Ponath, Hilde Maroff: Emma Ponath, Hermann Vallentin: Vater Ponath, Portier, Hugo Werner-Kahle: Hausbesitzer Wille, Wolfgang Zilzer: Fritz, beider Sohn, Harry Lamberts-Paulsen: Neumann, der schöne Theodor, Lydia Potechina: Witwe Maaß, Hermann Picha: Sekretär Kraatz, Margarete Kupfer: Frau Kraatz, Sybil Morel: Fräulein Seibke, Barbara von AnnenkoffÄrztin, Max Zilzer",,,,"Walter Wassermann, Fred Sauer",,,,Curt Thomalla,Willy Goldberger,,,,,,Walter Ulfig (Kino-Musik),,,,Domo-Strauß-Film Gmb: H (Berlin),,,Fred Sauer,,,,,,,,,,"6 Akte, 2043 m","35mm, 1:1.33","s/w, stumm",,
Es steht ein Wirtshaus an der Lahn,https://www.filmportal.de/film/es-steht-ein-wirtshaus-an-der-lahn_b3175a2a3ec94b2185100178ce9d1833,Spielfilm,1927,Deutschland,,,Artur Günther,,"Olga Engl, K. Galter",,,,Ludwig Hamburger,,,,,Georg Bruckbauer,,,,,,,,,,,,,Wolfgang Neff,,,,,,,,,,,,,,
Es zogen drei Burschen ... (Drei Seelen und ein Gedanke),https://www.filmportal.de/film/es-zogen-drei-burschen-drei-seelen-und-ein-gedanke_08aea379aaea42ee91910e58e3495c5d,Spielfilm,1927,Deutschland,,,Kurt Richter,,"Hans Albersstrafversetzter Oberleutnant, Hans Junkermann: General, Eugen Burg: Spießbürger, Hertha von Walther: Tänzerin, Julia Serda: Spießbürgerin, Karl Harbacher: Soldat, Fritz Kampers: Soldat, Olga Engl, Ossi Oswalda, Hans Brausewetter, Teddy Bill, Harry Lamberts-Paulsen, Herta Müller, Emmy Wyda",,,,"Walter Wassermann, Fred Sauer",,,,,Eduard von Borsody,,,,,,Walter Ulfig,,,,,,,Carl Wilhelm,,,,,,,,,,,"35mm, 1:1,33","s/w, ohne Ton",,
Die Eule. 1. Die tollen Launen eines Millionärs,https://www.filmportal.de/film/die-eule-1-die-tollen-launen-eines-millionaers_1026d1f477f24350a0d99c257c7555df,Spielfilm,1927,Deutschland,,,F.W. Krohn,,"Eddie Polo: Jack Clifford, Erich Kaiser-Titz: O’Brian, Hans Adalbert Schlettow, Fritz Schnell: Henry Hogan, Dorothy Douglas: Alice Hogan",,,,Margarethe Schmahl,,,,,Max Grix,,,,,,,,,,,,,Eddie Polo,,,,,,,,,,,,,,
Die Eule. 2. Die Unbekannte,https://www.filmportal.de/film/die-eule-2-die-unbekannte_e15d2026eeb94fa0a4da086e2d51460d,Spielfilm,1927,Deutschland,,,F.W. Krohn,,"Eddie Polo: Jack Clifford, Erich Kaiser-Titz: O’Brian, Hans Adalbert Schlettow, Fritz Schnell: Henry Hogan, Dorothy Douglas: Alice Hogan",,,,Margarethe Schmahl,,,,,Max Grix,,,,,,,,,,,,,Eddie Polo,,,,,,,,,,,,,,
Der Fahnenträger von Sedan (Feinde von gestern),https://www.filmportal.de/film/der-fahnentraeger-von-sedan-feinde-von-gestern_53a26a231cd942149f5f98bcc5cde4cb,Spielfilm,1927,Deutschland,,,Robert A. Dietrich,,"Kurt Vespermann, Walter Slezak, Vera Schmiterlöw, Camilla von Hollay, Ernst Rückert, Anton Pointner, Maria von Wymetal, Lotte Spira, Otz Tollen, Jack Mylong-Münz, Gaston Briese, Gustav Trautschold, Karl Geppert, Martin Kosleck, H. Lombardy",,,,"Iwa Raffay, Johannes Brandt",,,,,Paul Holzki,,,,,,,,,,,,,Johannes Brandt,,,,,,,,,,,,,,
Der falsche Prinz,https://www.filmportal.de/film/der-falsche-prinz_f512323dd7b749539e6247e50d112441,Spielfilm,1927,Deutschland,,,Karl Machus,,"Harry Domela: Harry Domela, Ekkehard Arendt: Baron v. Korff, Jack Mylong-Münz: Fritz Stein, Hans Mierendorff: Wolfs Vater, Mary Kid: Wolfs Schwester, Corry Bell: Elizza, ein Füchtling, Adolphe Engers: Fabrikant Müller, Else Revalseine Frau, Alexander Murski: Baron von Raaden, Carl Auen: Legationsrat Garry, Wilhelm Bendow: Hoteldirektor, Ferdinand Bonn: Intendant, Hans Sternberg: Bürgermeister, Josefine Doraseine Frau, Maria Forescu, Herta Laurin, Trude Lehmann, Sophie Pagay, Lotte Stein, Lotte Spira, Siegfried Berisch, Karl Geppert, Wilhelm Kaiser-Heyl, Hans Leibelt, Alfred Loretto, Edgar Pauly, Paul Rehkopf, Fritz Richard, Robert Scholz",,,,"Hella Moja, Heinz Paul",,,,,Gustave Preiß,,,,,,,,,,,,,Heinz Paul,,,,,,,,,,,,,,
Familientag im Hause Prellstein,https://www.filmportal.de/film/familientag-im-hause-prellstein_3e02b4693edb4438b728ed85a62712a3,Spielfilm,1927,Deutschland,,,Leo Witlin,,"Szöke Szakall: Sami Bambus, Erika Glässner: Flora Bambus, geborene Birnbaum, Siegfried Arno: Prellstein, Paul Morgan: David Freundlich, Anton Herrnfeld: Jaromir Schestak, Karl Etlinger: Moritz Igel, Fritz Spira: Salomon Stern, Ilka Grüning: Seraphine, Max Ehrlich: Ober im Café International",,,,Viktor Klein,,,,,Curt Courant,,,,,,,,,,Rex-Film AG (Berlin),,,Hans Steinhoff,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Faschingszauber,https://www.filmportal.de/film/faschingszauber_e4df85ba46a3473faa35a7f631d695d4,Spielfilm,1927,Deutschland,,,"Hans Minzloff, Jacek Rotmil",,"Harry Liedtke: Nikolaus Carl, Grete Mosheim: Edith Vallon, Emil Rameau: Großvater, Frida Richard: Großmutter, Grit Haid: Venda Patrikk, Adolphe Engers: Priam sen., ein glühender Verehrer, Wilhelm Bendow: Priam jr., ein glühender Verehrer, Paul Biensfeldt: Kilian, Dienerehepaar, Margarete Kupfer: Kiliane, Dienerehepaar, Jaro Fürth: Arzt, Robert Leffler: Justizrat Blaeme",,,,Walter Reisch,,,,,Willy Hameister,,,Rudolf Dworsky,,,Felix Bartsch (Kino-Musik),,,,Aafa-Film AG (Berlin),,,Rudolf Walther-Fein,,,,,,,,,,,,,,
Fassadengespenst,https://www.filmportal.de/film/fassadengespenst_d17faee19f3d4bdc9204d69bdfa5799f,Spielfilm,1927,Deutschland,,,Bernhard Schwidewski,,"Hanni Reinwald, Carl Auen, Erich Kaiser-Titz, Robert Garrison, Alfred Torge, Robert Leffler, Aruth Wartan",,,,Curt J. Braun,,,,,Hans Bloch,,,,,,,,,,,,,Gernot Bock-Stieber,,,,,,,,,,,,,,
Der Feldmarschall,https://www.filmportal.de/film/der-feldmarschall_92fedf8a468f4acabd01da703901f4ff,Spielfilm,1927,Deutschland,,,August Rinaldi,,"Cilly Feindt, Harry Hardt, Arnold Korff, Paul Rehkopf, Harry Gondi, Luise Werckmeister, Manja Keller",,,,Ida Jenbach,,,,,Paul Rischke,,,,,,Hans May (Kino-Musik),,,,Filmhaus Wilhelm Feindt (Berlin),,,Romano Mengon,,,,,,,,,,,,,,
Feme,https://www.filmportal.de/film/feme_563e423c868b4b21a16ab9d586e3c06a,Spielfilm,1927,Deutschland,,,Gustav A. Knauer,,"Eduard Rothauser: Geheimrat Burthe, Mathilde Sussin: Seine Frau, Hans Stüwe: Joachim Burthe, Grete Mosheim: Charlotte Burthe, Rudolf Forster: Gregor von Askanius, Friedrich Kayßler: Minister, Adele Sandrock: Seine Mutter, Ellen Kürty: Jelena Maikowa, Bernhard Goetzke: Professor Lenzberg, Carl Walther Meyer: Assistenzarzt, Grete Reinwald: Tochter des Gärtners, Mathias Wieman: Irrsinniger, Paul Henckels: Kreisarzt, Irma Green: Dirne, Henry Bender: Schliepke, Ida Wüst: Seine Frau, Kurt Gerron: Irrenwärter, Gustav Trautschold",,,,"Herbert Juttke, Georg C. Klaren",,,,,Ewald Daub,,,,,,Walter Ulfig (Kino-Musik),,,,Richard Oswald-Produktion Gmb: H (Berlin),,,Richard Oswald,,,,,Walter Lichtenstein,,,"Vicki Baum (Roman aus der ""Berliner Illustrirten Zeitung"")",,"7 Akte, 2576 m","35mm, 1:1,33","s/w, stumm",,
Der fidele Bauer,https://www.filmportal.de/film/der-fidele-bauer_61b406a270e74b349cd2bfa514bd1ad5,Spielfilm,1927,Deutschland,"Helmut Brandis, Willi Morrée",,Willi A. Herrmann,,"André Nox, Werner KraußBauer Mathäus Reuther, Carmen Boni: Spreewälderin, André Knox: Prof. von Grumow, Hans Brausewetter, Simone Vaudry, Mathias Wieman: Sohn Stephan Reuther, Ivy Close, Leo Peukert, Szöke Szakall: Dorfpolizist, Peter Voss, Achmed Beh, Harry Frank",,,,"Charlie K. Roellinghoff, Klaus Fery",,,,,"Eduard Hoesch (Atelier), Giovanni Vitrotti (Außen)",,,Klaus Fery,,,Werner Richard Heymann (Bei der Uraufführung),,,,Fery-Film Gmb: H (Berlin),,Klaus Fery,Franz Seitz Sr.,,,,,,,,Leo Fall (Operette),Universum-Film AG (UFA) (Berlin),,"35mm, 1:1,33","s/w, stumm",,
Der Fluch der Vererbung,https://www.filmportal.de/film/der-fluch-der-vererbung_159acdd8df6f4572ba22f6da7da68a44,Spielfilm,1927,Deutschland,,,Leopold Blonder,,"Marcella Albani: Olga, Maly Delschaft: Magda, Carl de Vogt: Dr. Münchow, Leopold von Ledebur: Hartmann, Olgas Mann, Alex Alin: Franz, sein Sohn, Fritz Kampers: Karl, sein zweiter Sohn, Georg John: Portier, Irma Green: Betty, Zofe, Frida Richard: Olgas Muttger, Carla Bartheel: Krankenschwester",,,,Curt Thomalla,,,,,"Theodor Sparkuhl, Hans Männling",,,,,,Felix Bartsch (Kino-Musik),,,,Bieber-Film (Berlin),,,Adolf Trotz,,,,,,,,,,,,,,
Förseglade Läppar,https://www.filmportal.de/film/foerseglade-laeppar_ea4e1942234f4e4ab5ce8c4de2c7ae42,Spielfilm,1927,Schweden/Deutschland,,,Vilhelm Bryde,,"Jaro Fürth, Stina Berg, Hilde Maroff, Karin Swanström",,,,Paul Merzbach,,,,,Julius Jaenzon,,,,,,,,,,"National-Film AG (Berlin), A.B. Isepa (Stockholm)",,,Gustaf Molander,,,,,,,,,,,,,,
Das Fräulein von Kasse 12,https://www.filmportal.de/film/das-fraeulein-von-kasse-12_35b49c62c4ef4985ad386c601d8eb7b9,Spielfilm,1927,Deutschland,Gustav Renz,,Kurt Richter,,"Dina Gralla: Grete Schober, Kassiererin im Kaufhaus J. W. D., Werner Fuetterer: Dr. Fred Werder, Mitinhaber des ""Zeitspiegel"", Emmy Wyda: Frau Rullmaann, Gretes Wirtin, Henry Bender: Siegried Bial, Personalchef des Kaufhauses, Fritz Hirsch: Emil Süßholz, Abteilungschef im Kaufhaus, Ruth Feiner: Theodora Blau, Vorführdame für Ölsardinen, Leopold von Ledebur: Kommerzienrat Werder, Freds Onkel, Mitinhaber des ""Zeitspiegel"", Margarete Lanner: Ria Ryon, Freds Freundin, Inhaberin eines Tanzinstituts, Erich Kaiser-Titz",,,,"Alfred Halm, Wilhelm Stücklen",,,,,"Karl Vass, Walter Harvey-Pape",,,,,,,,,,Eichberg-Film Gmb: H (Berlin),,Richard Eichberg,Erich Schönfelder,Edgar Schall,,,,,,,,,"6 Akte, 1949 m","35mm, 1:1,33",s/w,,
Die Frau im Schrank,https://www.filmportal.de/film/die-frau-im-schrank_1571953c4bd3463983a91f1b79a0ae7c,Spielfilm,1927,Deutschland,,,Erich Czerwonski,,"Willy Fritsch: Dr. Richard Marechal, Fee Malten: Claire Labori, Arnold Korff: Oberst Gaston von Belford, Imre Ráday: Armand von Montagne, Harry Hardt: Rechtsanwalt Dr. Thibault, Rudolf Biebrach: Paul Labori, Claires Vater, Käthe Consée: Frau Cambert, Olga Limburg: Frau Vallière, Julius von Szöreghy",,,,Bobby E. Lüthge,,,,,Werner Brandes,,,,,,Gustav Gold (Kino-Musik),,,,,,,Rudolf Biebrach,,,,,,,,,,,,,,
Die Frau mit dem Weltrekord,https://www.filmportal.de/film/die-frau-mit-dem-weltrekord_d790b345372d4ee595daf71bb395dd5a,Spielfilm,1927,Deutschland,,,Robert A. Dietrich,,"Hans Adalbert Schlettow: Tom Wobber, Manager, Valerie Boothby, Joop von Hülsen: Dr. John Forbes, Ingenieur, Henry Stuart: Will Carry, ein Sport-Mäcen, Gerhard Ritterband: Robby, Otto Kronburger: Peter Kronburger, Freund von John und Lee",,,,"Jane Bess, Bobby E. Lüthge",,,,,Friedl Behn-Grund,,,,,,Pasquale Perris (Kino-Musik),,,,Waschneck-Film Gmb: H (Berlin),,Erich Waschneck,Erich Waschneck,,,,,,,,,Eiko-Film AG (Berlin),,,,,
Die Frau ohne Namen. 1. Teil,https://www.filmportal.de/film/die-frau-ohne-namen-1-teil_982f5908a55843268504b01142b243c6,Spielfilm,1927,Deutschland,,,"Franz Schroedter, Hermann Warm",,"Elga Brink: Violett Jeffry, Jack Trevor: Frank Milton, Georg Alexander: Bobby Dix, Marietta Millner: Vivian Reid, Stewart Rome: Bareira, Georg Baselt: Redakteur, Willy Schaeffers: Bürochef, Paul Biensfeldt: Konsul, Magnus Stifter, Jakob Tiedtke, Nien Sön Ling",,,,Hans Brennert,,,,,"Emil Schünemann, Karl Vass",,,,,,Willy Schmidt-Gentner (Kino-Musik),,,,Georg-Jacoby-Film Gmb: H (Berlin),,,Georg Jacoby,,,,,,,,,,,,,,
Die Frau ohne Namen. 2. Teil,https://www.filmportal.de/film/die-frau-ohne-namen-2-teil_c458f2af731d4ec082fc148ccb1e56e8,Spielfilm,1927,Deutschland,,,"Franz Schroedter, Hermann Warm",,"Elga Brink: Violett Jeffry, Jack Trevor: Frank Milton, Georg Alexander: Bobby Dix, Marietta Millner: Vivian Reid, Stewart Rome: Bareira, Georg Baselt: Redakteur, Willy Schaeffers: Bürochef, Paul Biensfeldt: Konsul, Magnus Stifter, Jakob Tiedtke, Nien Sön Ling",,,,Hans Brennert,,,,,"Emil Schünemann, Karl Vass",,,,,,Willy Schmidt-Gentner (Kino-Musik),,,,Georg Jacoby-Film Gmb: H (Berlin),,,Georg Jacoby,,,,,,,,,Universal Pictures Corp. mb: H (Berlin),"6 Akte, 2637 m","35mm, 1:1.33","s/w, stumm",,
Frau Sorge,https://www.filmportal.de/film/frau-sorge_e92bcf6f7e1947d4829d9b97d868f502,Spielfilm,1927,Deutschland,,,Robert Neppach,,"Mary Carr: Frau Meyhöfer, Wilhelm Dieterle: Paul, der Sohn, Grete Mosheim: Käthe, die Tochter, Fritz Kortnerder alte Meyhöfer, Carl de Vogt: Baron Douglas, Hermine Sterlerseine Frau, Vera Schmiterlöw: Elsbeth, die Tochter, Louis Ralph: Knecht Michael Raudszus, Anton Pointner: Fritz Erdmann, Max Hansen: Ulrich Erdmann",,,,Curt J. Braun,,,,,"Arthur Martinelli, Sepp Allgeier",,,,,,Walter Ulfig (Kino-Musik),,,,Deutsche Film-Union AG (Defu) (Berlin),,,Robert Land,,,,,,,,,,,,,,
"Die Frau, die nicht ""Nein"" sagen kann",https://www.filmportal.de/film/die-frau-die-nicht-nein-sagen-kann_23fccaa401c84a37b25a9530c6611b52,Spielfilm,1927,Deutschland,"Kurt Nehrke, Paul Goergens",,"Hans Sohnle, Otto Erdmann",,"Gustav Fröhlich: Edgar Jefferson, Jean Dehelly: Komischer Herr, Hans Albers: Zurückhaltender Herr, Lee Parry, Sophie Pagay, Francine Mussey, Hermann Picha, Felix Norfolk",,,,Eddy Busch,,,,,"Willy Goldberger, Georg Bruckbauer",,,,,,Willy Schmidt-Gentner (Kino-Musik),,,,Maxim-Film Ges. Ebner & Co (Berlin),,"Paul Ebner, Maxim Galitzenstein",Fred Sauer,,,,,,,,,,"6 Akte, 2014 m","35mm, 1:1,33","s/w, ohne Ton",,
