Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Blinde Passagiere,https://www.filmportal.de/film/blinde-passagiere_9c77811b14f74ccd8c1573bdccdf8e77,Spielfilm,1936,Deutschland,"Conrad Flockner, Paul Goergens, Günther Andreae (Aufnahmeleiter-Hilfe)",,"Heinrich Richter, Paul Markwitz",,"Carl Schenstrøm: Pat, Harald Madsen: Patachon, Mady Rahl: Sylvia Crantz, Rudolf Platte: Herbert Wendler alias ""Schah von Persien"", Albert Hörrmann: Don Manuele de los Sabades, Genia Nikolajewa: Sekretärin Carmen, Margarete Kupfer: Mrs. Olivia Hawkins, Paul Ceblin: Zirkusdirektor Crantz, Carl Auen: Kapitän der ""Cap Branco"", Gaston Briese: Koch, Petra Unkel: Tochter Gwendolyn Hawkins, Hans Heines: Schiffsoffizier, Egon Brosig: Fakir Ali Baba, Hans Meyer-Hanno: Tierbändiger Ursus, Paul Walker: Zwerg Goliath, Hermann Bräuer: Hafenarbeiter, Herbert Weißbach: Schiffsoffizier, Gustav Püttjer(?)  Matrose, Ernst Munck, Arthur Reinhardt, Joe Rivé, Alfred Stratmann",,,,"Max Wallner, Georg Zoch",,,Bruno Lopinski,"Jürgen von Alten, Gerhard Heydenreich",Ewald Daub,,,,,,Walter Espe,,,,Majestic-Film Gmb: H (Berlin),Bruno Lopinski,,Fred Sauer,Ernst Munck,,Martha Dübber,,Kurt Wunsch,,Ernst Schütz,,,"8 Akte, 2251 m, 82 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Boccaccio,https://www.filmportal.de/film/boccaccio_1bda0882df9d4d2fb3172099c36da873,Spielfilm,1936,Deutschland,Dietrich von Theobald,,Otto Hunte,Jens Keith,"Willy Fritsch: Stadtschreiber Petruccio, Heli Finkenzeller: Fiametta, Albrecht Schoenhals: Cesare d' Este, Herzog von Ferrara, Paul Kemp: Verleger Calandrino, Fita Benkhoff: Bianca, Gina Falckenberg: Herzogin Francesca, Albert Florath: Hauptmann Bartolomeo, Tina Eilers: Pia, Ernst Waldow: Vertrauter Ricco, Hans Hermann SchaufußOberrichter, Helmut Weiss: Kleiderhändler Geronimo, Vilma Bekendorf: Gesellschafterin der Herzogin, Rudolf Biebrach: Mann, der Boccaccio zu erkennen glaubt, Horst Birr: Calandrinos Geselle, Jac Diehl1. Druckereiarbeiter, Fred Goebel2. Druckereiarbeiter, Clemens Hasse: Student, Karl Harbacher: Beisitzender Richter, Max W. Hiller: Gerichtsschreiber, Oskar Höcker: Wachtposten, Annemarie Korff: Junge Frau aus Ferrara, Hermann Mayer-Falkow3. Druckereiarbeiter, Heinz Müller: Gerichtsschreiber, Hellmuth Passarge: Mann aus dem Volk, Klaus Pohl: Empörter Bürger Ferraras, Paul Rehkopf4. Druckereiarbeiter, Paul Schwed: Petruccios Diener, Hans Waschatko: Diener des Herzogs, Anita Düvel: Frau, die Boccaccio zu erkennen glaubt, Gert Klinkhardt: Wachoffizier, Helga Karwa1. Gesellschafterin der Herzogin, Ada Lübben2. Gesellschafterin der Herzogin, Alice Ullrich3. Gesellschafterin der Herzogin, Inge Vesten4. Gesellschafterin der Herzogin, Bernhard Kaspar1. Student, Jörn Valery2. Student, Egon Vogel3. Student, Borwin Walth: Diener des Herzogs, Hans Joachim zum Sande: Zeitungsverkäufer, Elly von Kovatsy1. junge Frau aus Ferrara, Elisabeth Neumann-Viertel2. junge Frau aus Ferrara, Nelly Ritter3. junge Frau aus Ferrara, Ilse Wendt4. junge Frau aus Ferrara, Kurt Felden: Gerichtsschreiber (?), Maria Loja",,,,"Emil Burri, Walter Forster",,"Georg Paersch, Ida Revelli, Max König",Max Pfeiffer,,Konstantin Tschet,Erich Rudolf Schmidtke,Manon Hahn,,Charles Amberg,,Franz Doelle,,Franz Doelle,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Max Pfeiffer),,,Herbert Maisch,Kurt Hoffmann,"Max Linde, Emil Freude",Carl Otto Bartning,,Willi Klitzke,,"Erich Leistner, Fritz Thiery",,,"2251 m, 82 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
La chanson du souvenir. Concert à la cour,https://www.filmportal.de/film/la-chanson-du-souvenir-concert-a-la-cour_35496a145c6f451f9745ffcd2bc39d5e,Spielfilm,1936,Deutschland,,,Fritz Maurischat,,"Marta Eggerth: Christine Holm, Max Michel: Leutnant Walter d` Arnegg, Colette Darfeuil: Mlle Pinelli, Pierre Magnier: Der Prinz, Germaine Laugier: Die Gräfin, Marcel Simon: D`Arnegg, Félix Oudart: Korsettmacher Zunder, Marie Bizet: Babette, die Kammerzofe, Paulette Noizeux: Mme de Raschkoff, Auguste Bovério: Knips, Jean Toulout: Kolonel Flumms, Camille Guérini: Veit, der Offiziersbursche, Robert Vattier: Florian, Jean Coquelin: Der Bibliothekar, Jacques de Féraudy: Der Intendant, Henri Fabert: Der Orchesterchef, Edouard Hamel: Der Fotograph, Léon Arvel: Der Arzt, Mariette Sully, André Siméon, Pierre Labry, Albert Caurat, Bill-Bocketts",Georges Neveux,,,"Franz Wallner-Basté, Detlef Sierck",,,Bruno Duday,,Franz Weihmayr,,,,,,"Edmund Nick, Ferenc Vecsey, Robert Schumann",,,,Universum-Film AG (UFA) (Berlin),Erich Holder,,"Detlef Sierck, Serge de Poligny",,,,,,,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,35mm,"s/w, Ton",,
Le coeur dispose,https://www.filmportal.de/film/le-coeur-dispose_82b1a1097f8a40eb8fdabd2cc8923db1,Spielfilm,1936,Deutschland,,,Carl Ludwig Kirmse,,"Renée Saint-Cyr: Hélène, Marguerite Templey: Mme Miran-Charville, Nicole Vattier: Lady Hamilton, Christian Gérard, Robert Vattierles prétendants, Gaston Mauger, Charles Redgie, Gabriel Farguettele petit garçon, Jacques Dumesnille baron Houzier, Pierre Palau: Parainneaux, Félix Oudart: M. Miran-Charville, Lucien Daylele parrain, Gilles Grangier",,,,"René Pujol, Michel Arnaud",,,,,Willy Winterstein,,,,,,Miguel Cortez,,,,Universum-Film AG (UFA) (Berlin),Peter Paul Brauer,,Georges Lacombe,"Gilles Grangier, Max Pellet",,,,,,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
Dahinten in der Heide,https://www.filmportal.de/film/dahinten-in-der-heide_3ccc78e04dfa49e59af1b8b66fade1d4,Spielfilm,1936,Deutschland,,,Otto Gülstorff,,"Hilde Weissner: Holde Rotermund, Hans Stüwe: Lüder Volkmann, Hermann Speelmans: Ramacker, Helmut Rudolphv. Zollin, Gutsbesitzer, Julia Serdaseine Mutter, Helmut Weissv. Dongern, Bankier, Gerhard Dammann: Pächter Lemke, Herta Saal: Lina, seine Tochter, Albert Florath: Garberding, Claire Reigbertseine Frau, Kurt Felden: Förster Lohmann, Gerhard Bienert: Pohl, Gendarm, Hans Leibelt: Freimut, Kommissar, Ernst Behmer: Kümmel, Landbriefträger, Alfred Heynisch: Landarzt, Heinz Federler: Bauernbursche, Siegfried Jäger: Sergeant, Adalbert Ludwigshausen, Friedel Müller, Reinhold Gronert, Hans Hemes, Volker Soetbeer",,,,"Ernst Hasselbach, Per Schwenzen",,,,,Georg Bruckbauer,,,,Hermann Löns,,Eduard Künneke,,,,Aco-Film Gmb: H (Berlin),Gustav Althoff,Gustav Althoff,Carl Boese,,,Anna Höllering,,,,Werner Pohl,,,"2826 m, 103 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Les deux favoris,https://www.filmportal.de/film/les-deux-favoris_b6e8bd4374e94ababcde315f61268cee,Spielfilm,1936,Deutschland,,,"Carl Ludwig Kirmse, Hanns H. Kuhnert",,"Lisette Lanvin: Marika Kandrassy, Stéphane Pizella: Josi, Viviane Romance: Illonka Graffy, Thomy Bourdelle: Tibor de Dénès, Jean-Louis Allibert, André Nicolle, Fernand Frey, André Hornez",André Hornez,,,"Rudo Ritter, L. A. C. Müller",,,Alfred Greven,,Werner Bohne,,,,,,Franz Doelle,,,,Universum-Film AG (UFA) (Berlin),,,"Georg Jacoby, André Hornez",,,,,,,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
Diener lassen bitten,https://www.filmportal.de/film/diener-lassen-bitten_9dd9f02f95764950987e4c88b146420b,Spielfilm,1936,Deutschland,,,"Karl Machus, Josef Franz Strobl",,"Hans Söhnker: Robert Spiller, Rose Stradner: Marie Potter, Fita Benkhoff: Henriette Potter, Joe Stöckel: James Potter, Ursula Deinert: Daisy, Zofe, Herbert Hübner: Lord Wimple, Gertrud de Lalsky: Lady Wimple, Hertha Guthmar: Georgia, Josef Eichheim: Lord Spiller, Arthur Schröder: Henry, Hansi Arnstaedt: Lady Spiller, Helmut Weiss: Herzog Birry-Birry, Walter Steinbeck: William, Koch, Eva Tinschmann: Anny, Köchin, Fred Becker: Gregor, Butler, Ernst Fritz Fürbringer: Charles, Kammerdiener, José Held: Jim, Reitknecht, Willy Cronauer: John, Schofför, Bruno Ziener: Jerome, Butler, Gustl Körner: Dora, Wirtschafterin, O. E. Hasse: Francis, Schofför, Erwin Biegel: Hoppy, Diener, Kurt Hagen: Schmied, Georg Irmer: Lohndiener, Arnulf Schröder: Schneidermeister Bow, Erika Staufenberg, Hans Georg Schütz, Anneliese Benz, Elsbeth Jordan, Max Weydner, Bertl Leyerer, Dominik Löscher, Hans Pössenbacher, Ludwig Wengg",,,,Hans H. Zerlett,,,,,Georg Krause,,,,Hans H. Zerlett,,Leo Leux,Hans Georg Schütz (und sein Orchester),,,Euphono-Film Gmb: H (Berlin),,Franz Vogel,Hans H. Zerlett,Erich Palme,,Lothar Bühle,,Wilhelm Kiermeier,,"Friedrich Wilhelm Dustmann, Werner Pohl",,,"2536 m, 93 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Donaumelodien,https://www.filmportal.de/film/donaumelodien_6840eb6fbb714465aa5676f7dea0d1a8,Spielfilm,1936,Deutschland,,,,,"Georg Alexander, Maria Andergast, Wolfgang Liebeneiner",,,,,,,,,Karl Hasselmann,,,,,,,,,,,,,Willy Reiber,,,,,,,,,,"2360 m, 86 min","35mm, 1:1.33",s/w,,
Una donna fra due mondi,https://www.filmportal.de/film/una-donna-fra-due-mondi_019c1a80e4aa4af2ba816b7cd2725823,Spielfilm,1936,Italien/Deutschland,,,Hans Ledersteger,,"Isa Miranda: Mira Salvati, Assia Noris: Daisy Atkins, Giulio Donadiomaharaja, Vasa Prihoda: Stefano Polgar, Mario Ferraridot. Lawburn, Olinto Cristina: Mr. Trenchman, Tatiana Pavoni: Mimi, Ernesto Sabbatini: Lord Winston, Carlo Petrangeli: Saverio Lancia",,,,"Corrado Alvaro, Georg C. Klaren",,,,,Ubaldo Arata,,,,,,Franz Grothe,,Franz Grothe,,,,,"Goffredo Alessandrini, Arthur Maria Rabenalt",Umberto Scarpelli,"Folchi (arredatore), Visci (arredatore)",Fernando Tropea,,,,Hans Bittmann,,,"2256 m, 82 min","35mm, 1:1.33",s/w,,
"Donner, Blitz und Sonnenschein",https://www.filmportal.de/film/donner-blitz-und-sonnenschein_f4e14e38a48444d6a8a4aff8c98d4f88,Spielfilm,1936,Deutschland,William Neugebauer,,"Heinrich Richter, Paul Markwitz",,"Karl Valentin: Schneidermeister Huckebein, Liesl Karlstadt: Seine Frau Barbara, Ilse Petri: Ihre Tochter Evi, Reinhold Bernt: Franzi, Gehilfe bei Huckebein, Hans Leibelt: Greizinger, Gutsbesitzer, Volker von Collande: Sein Sohn Andreas, Albert Florath: Krugwirt und Kramladenbesitzer, Käte Haack: Seine Frau Wally, Käte Merk: Ihre Nichte Rosa, Gerhard Bienert: Ingenier Poppe, Martha Ziegler: Moni, Wirtschafterin bei Greizinger, Hans Halden: Komissar, Else Wunsch1. Tanzpartner, Hans Weidecker2. Tanzpartner, Ilse Rose-Vollborn, Klaus Pohl, Walter Doerry, Gerti Ober, Lucie Euler, Hanni Weisse, Sylvia Prillinger",,,,"Max Neal, Erich Engels",,,,,Edgar S. Ziesemer,,,,,,Werner Bochmann,,,,N.F.K. Neue Film KG Erich Engels (Berlin),Otto Jahn,Erich Engels,Erich Engels,,,Johanna Schmidt,,,,Martin Müller,"Max Neal (Bühnenstück ""Der Hunderter im Westentaschl"")",,"2503 m, 91 min","35mm, 1:1.33","s/w, Tobis-Klangfilm","Uraufführung (DE): 30.10.1936, München, Atlantik-Filmpalast",
Donogoo,https://www.filmportal.de/film/donogoo_8e2abf28db624a6682b12d7bfb1fc661,Spielfilm,1936,Deutschland,,,Otto Hunte,,"Renée Saint-Cyr: Josette, Marcel Simon: Margajat, Adrien Le Gallo: Trouhadec, Pierre Alcover: Sabourin, Fred Pasquali: Junge im Café, Auguste Bovério: Rufisque, Jean Sinoël: Goujon, Mona Lys: Jeanette, Nono Le Corre, Pierre Piérade, Charles Redgie, Mila Parély, Frédéric Mariotti, Edouard Hamel, William Aguet, Lucien Laurier, Raoul Marco, Marfa Dhervilly",Georges Neveux,,,,,,Erich von Neusser,,Friedl Behn-Grund,,,,,,Werner Eisbrenner,,Werner Eisbrenner,,Universum-Film AG (UFA) (Berlin),,,"Reinhold Schünzel, Henri Chomette",Kurt Hoffmann,,,,,,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),89 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Donogoo Tonka. Die geheimnisvolle Stadt,https://www.filmportal.de/film/donogoo-tonka-die-geheimnisvolle-stadt_55c5d1fd03dc436188166a5319e218df,Spielfilm,1936,Deutschland,,,Otto Hunte,,"Anny Ondra: Josette, Viktor Staal: Pierre Lamendin, Aribert Wäscher: Bankdirektor Margajat, Oskar Sima: Broudier, Rudolf Platte: Simplou, Heinz Salfner: Trouhadec, Will Dohm: Albert, Paul Bildt: Rufisque, Albert Florath: Voisin, Tine Schneider: Sekretärin, Ewald Wenck: Beamter, Ernst Behmer: Polizist, Olga Limburg: Direktrice, Franz Weber: Verkäufer, Carl Auen, Beppo Brem, Arthur Reinhardt, Walter von Allwörden, Jac Diehl",,,,Reinhold Schünzel,,,Erich von Neusser,,Friedl Behn-Grund,,,,Charles Amberg,,"Werner Eisbrenner, Franz Doelle (Titellied)",,Werner Eisbrenner,,Universum-Film AG (UFA) (Berlin),,,Reinhold Schünzel,Kurt Hoffmann,,Arnfried Heyne,,,,Walter Rühland,"Jules Romains (Roman - Bühnenstück ""Donogoo Tonka ou Les miracles de la science"")",,,,,,
Dornröschen,https://www.filmportal.de/film/dornroeschen_e2f170a1f1d749f89c33b04b8167a0e4,Spielfilm,1936,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Märchen-Film Produktion Alfons Zengerling (Berlin),,,Alf Zengerling,,,,,,,,,,,,,,
Drei Mäderl um Schubert,https://www.filmportal.de/film/drei-maederl-um-schubert_102fe4817d884c72b85b30f9f7bb0bc6,Spielfilm,1936,Deutschland,"Hans Naundorf, Paul Goergens",,"Fritz Maurischat, Karl Weber",,"Maria Andergast: Heiderl, Gretl Theimer: Hederl, Else Elster: Hannerl, Paul Hörbiger: Franz Schubert, Gustav Waldau: Hofglasermeister Tschöll, Julia Serda: Tschölls Frau, Karl Braun: Kammersänger Vogl, Rudolf Vones: Maler Schwind, Wolfgang von Schwindt: Kupelwieser, Iván Petrovich: Furlani, Karl Hellmer: Sattlermeister Bruneder, Hilde Hofer-Pittschau: Bruneders Frau, Erich Musil: Sohn Anton, Fritz Ley: Postmeister, Hans Junkermann: Hofrat Schauerhuber, Hans Waschatko: Baron Spaun, Julius Brandt: Hofkanzleisekretär Juritsch, Josefine Dora: Hausmeisterin, Toni von Bukovics: Haushälterin",,,,"E. W. Emo, Hans Sassmann, Arthur Pohl",,,,,Eduard Hoesch,Hans Bühring,,,,,Alois Melichar,,,Franz Schubert (Melodien),Algefa-Film Gmb: H (Allgemeine Filmaufnahme- und Vertriebs-Gmb: H) (Berlin),Fred Lyssa,"Paul Hörbiger, Karl Künzel",E. W. Emo,Oskar Marion,,René Métain,,,,,Franz Schubert (Melodien),,,,,,
Drei tolle Tage,https://www.filmportal.de/film/drei-tolle-tage_38504ff5ec3b4d09a04205359a6ba7e6,Spielfilm,1936,Deutschland,Willy Laschinsky,,"Robert A. Dietrich, Gabriel Pellon",,"Jupp Hussels: Jupp Hansemann, Erik Ode: Robert Ferry, Paul Heidemann: Antonio Tabareli, Trude Hesterberg: Tante Jutta, Tina Eilers: Mary, Friedrich Ettel: Dr. Fritz Hellbach, Paul Henckels: Andreas Blume, Gertrud Boll: Lotte Sandem, Curt Ackermann: Werner Walther, Martha Ziegler: Trina, Sophie Eschenbach, Ilonka Sabban",,Alf Teichs (Chefdramaturg),,"Franz Rauch, Wilhelm Stöppler",,,,,Erich Claunigk,,,,,,Ernst Leenen,,,,Delta-Film Produktions- und Vertriebs Gmb: H (Berlin),Alfred Bittins,Hermann Schmidt,Hans Deppe,,,Lena Neumann,,,,Bruno Suckau,"Otto Schwartz (Bühnenstück ""Familie Hannemann""), Max Reimann (Bühnenstück ""Familie Hannemann"")",,"9 Akte, 2432 m, 89 min","1:1,37","s/w, Ton",,
Die Drei um Christine,https://www.filmportal.de/film/die-drei-um-christine_419fe09ea8144809a3966b5fc1a8f2a8,Spielfilm,1936,Deutschland,,,"Max Seefelder, Josef Franz Strobl",,"Fritz Kampers, Maria Andergast, Gustav Waldau, Beppo Brem, Ernst Behmer, Elise Aulinger, Käthe Braun, Justus Paris, Hans Söhnker, Lola Chlud, Kurt Hagen, Philipp Weichand, Franz Koch, Georg Vogel",,,,Marie-Louise Droop,,"Frieda Saumweber, Josef Dor",,,,Josef Illig,,,,"Max Rauffer, Heinrich Beckmann",,,,,Bavaria Film AG (München-Geiselgasteig),Otto Ernst Lubitz,,Hans Deppe,,Wilhelm Lanz,Gottlieb Madl,,Wilhelm Kiermeier,,Friedrich Wilhelm Dustmann,,,"2473 m, 90 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Du bist mein Glück,https://www.filmportal.de/film/du-bist-mein-glueck_cb225142eaab4fccb67931445dc271d7,Spielfilm,1936,Deutschland,,,"Max Seefelder, Josef Franz Strobl",,"Beniamino Gigli, Isa Miranda: Buianca, seine Frau / Mary Hofer, Gustav Waldau: Griesebach, Korrepetitor, Eric Helgar: Rudolf Heilwig, Tenor, Annie Markart: Nina, Marys Kollegin, Joe Stöckel: Portier Penzinger, Hubert von Meyerinck: Rechtsanwalt Dr. Hofreuter, Liesl Karlstadt, Elise Aulinger, Ursula Deinert, Annemarie Steinsieck, Ernst Fritz Fürbringer, Josef Eichheim, Philipp Veit, Albert Fischl, Hildegarde Ranczak, Maria Cornelius, Ludwig Weber",,,,"Walter Wassermann, Lotte Neumann",,,,,Franz Koch,,,,Hedy Knorr,,,,Giuseppe Becce,"Giuseppe Verdi (Kompositionen), Giacomo Puccini (Kompositionen), Teodoro Cottrau (Kompositionen)",Bavaria Film AG (München-Geiselgasteig),"Peter Trost, Anton Kutter",,Karlheinz Martin,Ernst Rechenmacher,,Elisabeth Neumann,,Rudolf Reißner,,Karl-Albert Keller,"Giuseppe Verdi (Kompositionen), Giacomo Puccini (Kompositionen), Teodoro Cottrau (Kompositionen)",,,,,,
Du kannst nicht treu sein,https://www.filmportal.de/film/du-kannst-nicht-treu-sein_d21ae23151af4a8ba4762028a835cc3a,Spielfilm,1936,Deutschland,,,"Max Seefelder, Josef Franz Strobl",,"Joe Stöckel: Wolfgang Radlkofer, Lucie Englisch: Katharina, Hermann Speelmans: Max Hölterlin, Otto Fassler: Martin Lauterbacher, Annemarie de Bruyn: Sophie Bratfisch, Genia Nikolajewa: Ria Matousek, Elisabeth Flickenschildt: Miss Nelly, Arnulf Schröder: Kellner, Justus Paris: Portier, Leonie Duval, Michl Lang, Elise Aulinger, Hertha Schwarz, Otto Willner, Ena Plieth, Freya Burckhardt",,,,"Joseph Dalmann, Joe Stöckel",,"Josef Dor, Frieda Saumweber",,,Franz Koch,Josef Illig,,,Gerhard Ebeler,"Heinrich Beckmann, Max Rauffer","Karl Michalsky, Hans Otten (Lieder)",,,,"Atalanta-Film Gmb: H (Berlin), Bavaria Film AG (München-Geiselgasteig)",Otto Ernst Lubitz,,Franz Seitz Sr.,,Wilhelm Lanz,Max Michel,,Wilhelm Kiermeier,,Karl-Albert Keller,,,,,,,
Engel mit kleinen Fehlern,https://www.filmportal.de/film/engel-mit-kleinen-fehlern_f5914cb1fa5b4ed2aafdf7ee5b408a8c,Spielfilm,1936,Deutschland,,,"Otto Gülstorff, Artur Günther",,"Charlott Daudert: Inge und Ursula Bauer, Ralph Arthur Roberts: Max Bauer, ihr Vater, Adele Sandrock: Tante Mary, Jack Trevor: George, Franz von Bokay: Erik, Kurt Vespermann: Manager der Eishockey-Mannschaft, Grethe Weiser: Rita Cornelli, Tänzerin, Paul Westermeier: Franz Tanneberg, Gaston Briese: Portier Schlaupe, Gerti Gerdt: Zofe, Charly Kracker: Kavalier an der Bar, Erich Bartels, Paul Ludwig Frey, Lilo Hartmann",,,,Bobby E. Lüthge,,"Maria Kühr, Wilhelm Scholz",,,Edgar S. Ziesemer,Rudolf Müller,Manon Hahn,,Charles Amberg,"Walter Pantzer, Franz Siebert","Will Meisel, Fritz Domina",,Will Meisel,,"Aco-Film Gmb: H (Berlin), Bavaria Film AG (München-Geiselgasteig) (xx)",,Gustav Althoff,Carl Boese,Karl Pawel,"Max Balzer, Otto Garden",Hildegard Grebner,,Reinhold Draber,,Joachim Thurban,,,,,,,
Die Entführung,https://www.filmportal.de/film/die-entfuehrung_90c2f3ab22ec4fa8acabd506c727fe76,Spielfilm,1936,Deutschland,,,"Emil Hasler, Artur Schwarz",,"Gustav Fröhlich: Gerard Frehel, Tiefseeforscher, Marieluise Claudius: Suzanne Merville, Walter Janssen: Georges Merville, ihr Vater, Lola Chlud: Yvonne Merville, ihre Mutter, Theo Lingen: Justin, ihr Vetter, Fritz Genschow: Bobby Biscot, Frehels Assistent, Theo Shall: Roger Giverney, Willi Schur: Max, Elsa Wagner: Celline, S. O. Schoening: Kapitän, Maria Krahn: Frau Meunier, Walter von Allwörden: Polizeibeamter",,,,Wolf Neumeister,,Hans Kothe,,,"Werner Brandes, Karl Puth","Karl Drömmer, Wilhelm Schmidt",,,Hans Fritz Beckmann,,Franz Grothe,,Franz Grothe,,Boston-Films Company mb: H (Berlin),Eduard Kubat,,Géza von Bolváry,Josef von Baky,Max Freude,Hermann Haller,,Rudolf Brix,,Erich Lange,,,"2374 m, 87 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Es geht um mein Leben,https://www.filmportal.de/film/es-geht-um-mein-leben_151423770e0a496dbb91806e80ecc4eb,Spielfilm,1936,Deutschland,Willy Melas,,"Willi A. Herrmann, Alfred Bütow",Hans Gérard,"Karl Ludwig Diehl: Dr. Lessner, Rechtsanwalt, Kitty Jantzen: Christel Galeen, Filmschauspielerin, seine Frau, Theo Lingen: Fritz Schlemke, Diener bei Dr. Lessner, Eva Tinschmann: Eva, seine Frau, Haushälterin bei Dr. Lessner, Karl Dannemann: Jastrow, Kriminalrat, Carl Auen: Holder, Kriminalkommissar, Walter Gross: Ernst Torsten, Film-Aufnahmeleiter, Harry Hardt: Juan Navarro, Stimmungssänger, Robert Dorsay: Ilja Bogroff, Stimmungssänger, Alice Treff: Franziska Koch, Verlobte Navarros, Margit Symo: Ilona Radnai, Tänzerin, Hans Zesch-Ballot: Stephan, Direktor einer Tanztruppe, Lotte Spira: Frau Fischer, Pensionsinhaberin, Anton Pointner: Karl Niemeyer, Geschäftsführer im Astoria, Gaston Briese: Franz Schulze, Taxichauffeur, Mara Jakisch: Marianne, Stubenmädchen, Eduard Bornträger: Sanitätsrat Dr. Merkel, Vilma Bekendorf: Dorina Clay, Erwin van Roy: Kolbe, Kriminalbeamter, Jens von Hagen: Krause, Kriminalbeamter, Josef Peterhans: Werner, Kriminalbeamter, Hermann Mayer-Falkow: Falke, Kriminalbeamter, Karl Karlo: Dr. Schirmbach, Polizeiarzt, Fred Goebel: Protokollführer, Charles Willy Kayser: Filmregisseur, Erika von Schaper: Stubenmädchen bei Dr. Lessner, Rosette Zobber: Regie-Sekretärin, Eva Adam: Telefonistin, Richard Westemeyer: Mitglied des Gesangsquartetts, Georg A. ProféMitglied des Filmaufnahmestabs, Illo Gutschwager: Mitglied des Filmaufnahmestabs, Max Rosenhauer: Pfandleiher im Leihhaus Nörner, Werner Bernhardy, Ly Jankowski",,,,"Hans Klaehr, Richard Eichberg","Europa-Filmverleih AG (Berlin), Tobis-Europa-Filmverleih AG (Berlin)",,Tr. Georg Wittuhn,,Reimar Kuntze,,Leopold Verch,,"Hans Fritz Beckmann (""Einmal kommt die grosse Liebe"", ""Können Sie schon fernsehen?"" und ""Liebling, wir verreisen"")",,Harald Böhmelt,,Harald Böhmelt,,Richard Eichberg-Film Gmb: H (Berlin),,Richard Eichberg,Richard Eichberg,"Ludwig Beck, Arthur Teuber",,Gustav Lohse,,"Josef Höfer, Kurt Wunsch",,Hans Rütten,"Oskar Jensen (Nach dem Roman ""Der schweigende Mund"" von)",,"4 Akte, 2338 m, 85 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Eskapade,https://www.filmportal.de/film/eskapade_d2aaab6b12a042498e378192fcb845dd,Spielfilm,1936,Deutschland,Max Paetz,,"Hans Sohnle, Otto Erdmann",Sabine Ress,"Renate Müller: Madame Hélène Polawska, polnische Patriotin, Georg Alexander: Colonel  Arthur Lenox, Grethe Weiser: Helene, seine Frau, Walter Franck: Rakowski, Chef der russischen Geheimpolizei, Martha von Kossatzky: Fürstin Palitzin, Franz Zimmermann: Sascha Graf  Weletzki, ihr Neffe, Paula Denk: Vera, seine Braut, Paul Otto: Großfürst Igantieff, Gouverneur von Polen, Harald Paulsen: Ossip Kaschejeff, russischer Nihilist, Reinhold Bernt: Prowiak, Friseur, polnischer Patriot, Harry Hardt: Woidetzki, Chef des Modesalons Brétonne, Ernst Rotmund: Von Podamsiki, polnischer Patriot in Paris, Heinz Wemper: Suboff, Agent der Geheimpolizei, Margarete Kupfer: Alte Dame im Zug, Erich Fiedler, Bernhard Goetzke, Bruno Ziener, Otto Kronburger, Agnes Kraus, Herbert Spalke, Jochen Hauer, Angelo Ferrari, Rudolf Biebrach",,,,"Carl Echtermeyer, T. Echtermeyer, Thea von Harbou (Bearbeitung), Rolf Meyer",,,Hermann Grund,,Friedl Behn-Grund,,Ilse Fehling,,,,Kurt Schröder,,,,Fanal-Filmproduktion Gmb: H (Berlin),,Erich Waschneck,Erich Waschneck,Bruno Carstens,,Munni Obal,,Karl Lindner,,Erich Lange,"Richard Henry Savage (Roman ""My Official Wife"")",,"2586 m, 94 min",35mm,"s/w, Tobis-Klangfilm",,
