Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
10 Milliarden Volt,https://www.filmportal.de/film/10-milliarden-volt_d7012f36eec94d188db689a9061d6ed0,Spielfilm,1920,Deutschland,,,,,"Peter Esser, Rudolf Forster, Jaro Fürth, Guido Herzfeld, Ellen Richter, Arthur Somlay, Emmy Wyda",,,,Willi Wolff,,,,,Arpad Viragh,,,,,,Giuseppe Becce (Kino-Musik),,Giuseppe Becce (Kino-Musik),,Ellen Richter Film Gmb: H (Berlin),,,Adolf Gärtner,,,,,,,,,,"5 Akte, 1735 m","35mm, 1:1.33","s/w, stumm",,
Die 999. Nacht,https://www.filmportal.de/film/die-999-nacht_50d218fb19724c2ba93ce4110953fffe,Spielfilm,1920,Deutschland,,,Ernst Stern,,"Erna Morena: Scherazadh, Raoul Lange: König, Bernhard Goetzke: Vezier, Lilli Lohrer: Dunyazadh, Ludwig Hartau: Kalif, Albert Paul: Minister, Hans Albers: Nureddin, sein Sohn, Jale Singerdie Herrin Sobeideh, Robert Forsch: Ibrahim, Sklavenhändler, Paul Morgan: Kämmerling",,,,Maria Ettlinger,,,,,,,,,,,,,,,,,,Fred Sauer,,,,,,,,,,,"35mm, 1:1,33","s/w, ohne Ton",,
Abend - Nacht - Morgen,https://www.filmportal.de/film/abend-nacht-morgen_2f320ba6f70c4902be0a43735bfd986d,Spielfilm,1920,Deutschland,,,Robert Neppach,,"Conrad Veidt: Brilburn, Mauds Bruder, Gertrud Welcker: Maud, eine Dame der Halbwelt, Bruno Ziener: Cheston, ein reicher Herr, Mauds Liebhaber, Otto Gebühr: Ward, ein Detektiv, Carl von Balla: Prince, ein Spieler",,,,Rudolf Schneider,,,,,Eugen Hamm,,,,,,,,,,Helios-Film Erwin Rosner (Berlin),,Erwin Rosner,F. W. Murnau,,,,,,,,,,"5 Akte, 1713 m","35mm, 1:1,33","s/w, stumm",,
Der Abenteurer von Paris,https://www.filmportal.de/film/der-abenteurer-von-paris_1ad705a394ea4a1db7eb318ce73b85c0,Spielfilm,1920,Deutschland,,,,,"Friedrich Zelnik, Sibyl Smolowa, Ilka Grüning, Else Heß, Hermann Vallentin, Heinrich Peer, Hans Walden, Harry Berber",,,,"Fred Sauer, Karl Singer, Johannes Brandt",,,,,,,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,Fred Sauer,,,,,,,,,,"6 Akte, 2047 m","35mm, 1:1.33","s/w, stumm","Uraufführung (DE): 25.08.1920, Hamburg, Reform-Kino",
Abenteurerblut,https://www.filmportal.de/film/abenteurerblut_979c90bbe339401ab3f3b67c8a935a80,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Projektions-AG Union (PAGU) (Berlin),,,,,,,,,,,,,,,,,
Der Abgrund der Seelen,https://www.filmportal.de/film/der-abgrund-der-seelen_fa2a411d974447f08018ce32cae5b37e,Spielfilm,1920,Deutschland,,,Carl Ludwig Kirmse,,"Hella Moja, Alf Blütecher, Esther Hagan, Max Gülstorff, Mary Scheller, Hermann Vallentin",,,,Urban Gad,,,,,George Greenbaum,,,,,,,,,,Hella Moja-Film Gmb: H (Berlin),,,Urban Gad,,,,,,,,,,"4 Akte, 1446 m","35mm, 1:1.33","s/w, stumm",,
Der Abtrünnige,https://www.filmportal.de/film/der-abtruennige_b859b8f6b839494aaf07e748bcc8f760,Spielfilm,1920,Deutschland,,,,,"Otto Kronburger, Mary Armster",,,,,,,,,Ewald Daub,,,,,,,,,,,,,Heinrich Valentin,,,,,,,,,,"5 Akte, 1497 m","35mm, 1:1.33","s/w, stumm",,
Achten Sie auf Meyer,https://www.filmportal.de/film/achten-sie-auf-meyer_1b0f9cbd758d40a8991d3cbab0da596d,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Karfiol-Film (Berlin),,,William Karfiol,,,,,,,,,,,,,,
Adipipopex,https://www.filmportal.de/film/adipipopex_a9c26c00f2164b4184d6cf8d14144208,Spielfilm,1920,Deutschland,,,,,Karl Victor Plagge,,,,,,,,,,,,,,,,,,,,,,Curt Wolfram Kießlich (?),,,,,,,,,,"3 Akte, 1157 m","35mm, 1:1.33","s/w, stumm",,
Die Affaire Delvaro,https://www.filmportal.de/film/die-affaire-delvaro_b8798b2990514c37962cb72f79438dfb,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
