Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Albert fürchtet sich vor der nächsten Ecke,https://www.filmportal.de/film/albert-fuerchtet-sich-vor-der-naechsten-ecke_555258ed891745cfb99bece0f694df65,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred von Ingelheims Lebensdrama,https://www.filmportal.de/film/alfred-von-ingelheims-lebensdrama_85b26924fdc341a1894c6f8e1f744de3,Spielfilm,1920,Deutschland,,,Siegfried Wroblewsky,,"Bruno Kastner: Alfred von Ingelheim, Maria Zelenka: Backfisch, Hanni Weisse: Hofdame, Leopold von Ledebur: König, Frida Richard, Vera Lossing, Maria Forescu, Ernst Rückert",,,,,,,,,Curt Courant,,,,,,,,,,Ring-Film Gmb: H (Berlin),,,Erik Lund,,,,,,,,Hugo Landsberger (Roman),,"4 Akte, 1703 m","35mm, 1:1,33","s/w, stumm",,
Algol,https://www.filmportal.de/film/algol_1f49fbe38fa44e0fbf69d43fbe7bfbaf,Spielfilm,1920,Deutschland,,,Walter Reimann,,"Emil Jannings: Grubenarbeiter Robert Herne, Ernst Hofmann: Sohn Reginald Herne, Gertrud Welcker: Leonore Nissen, Hans Adalbert Schlettow: Peter (Doppelrolle Vater & Sohn), Hanna Ralph: Maria Obal, Käte Haack: Tochter Magda Herne, Erna Morena: Yella Ward, John Gottowt: Bewohner des Planeten Algol, Sebastian Droste",,,,"Hans Brennert, Friedel Köhne",,,,,"Axel Graatkjær, Herrmann Kricheldorff (die letzten drei Drehtage)",,,,,,,,,,Deutsche Lichtbild-Gesellschaft e.V. (DLG) (Berlin),,,Hans Werckmeister,,,,,,,,,,"5 Akte, 2144 m","35mm, 1:1,33","s/w, stumm",,
Alkohol,https://www.filmportal.de/film/alkohol_37d338d88e3a4ba38dfc165b065b1524,Spielfilm,1920,Deutschland,,,Robert A. Dietrich,,"Emil Birron: Erik Elvestadt, Hanni Weisse: Erik Elevestadts Mutter, Jean Moreau: Erik Elevestadts Vater, ein Zuchthäusler, Ernst Rückert: Vater als Artist, Maria Zelenka: Hella Swendsen, Ferry Sikla: Chef, Wilhelm Diegelmann: Kellermeister, Auguste Pünkösdy, Toni Tetzlaff, Georg Heinrich Schnell",,,,"E. A. Dupont, Alfred Lind",,,,,"Charles Paulus, Karl Hasselmann (Nachaufnahmen)",,,,,,,,,,,,,"Alfred Lind, E. A. Dupont",,,,,,,,,,"6 Akte, 2185 m","35mm, 1:1.33","s/w, stumm","Voraufführung (DE): 30.12.1919, Berlin, Marmorhaus",
Alte Briefe,https://www.filmportal.de/film/alte-briefe_93a135b9d61340cf8ed7d0fc3599e065,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Willy Heß Filmges. und Filmfabrik (Berlin),,,Josef Stein,,,,,,,,,,,,,,
Am Spieltisch des Lebens,https://www.filmportal.de/film/am-spieltisch-des-lebens_0d9d8fd1ab6c4bb18e349bb472ff63cf,Spielfilm,1920,Deutschland,,,,,"Traute Trauneck: Frau Ruth, Hans Andresenihr Gatte, Alfred Möller: Fürst ""Egon"", Centa Bré, Emmeline Gadiel: Rieke, Albert Paulig: Juwilier",,,,Hans Lorenz,,,,,Jack Hermann,,,,,,,,,,,,,Alfred Möller,,,,,,,,,,,,,,
Anna Boleyn,https://www.filmportal.de/film/anna-boleyn_a4d941b1066847d9b76c66c99b1e5f03,Spielfilm,1920,Deutschland,,,Kurt Richter,,"Henny Porten: Anna Boleyn, Emil Jannings: König Heinrich VIII., Hedwig Pauly-Winterstein: Königin Katharina, Paul Hartmann: Ritter Heinrich Norris, Ludwig Hartau: Herzog von Norfolk, Aud Egede-Nissen: Johanna Seymour, Hilde Müller: Prinzessin Maria, Ferdinand von Alten: Marc Smeton, Maria Reisenhofer: Lady Rochford, Adolf Klein: Kardinal Wolsey, Wilhelm Diegelmann: Kardinal Campeggio, Friedrich Kühne: Erzbischof Cranmer, Paul Biensfeldt: Hofnarr Jester, Karl Platen: Leibarzt, Erling Hanson: Graf Percy, Sophie Pagay: Amme, Joseph Klein: Tower-Kommandant Sir William Kingston, Albert Steinrück, Friedrich Schütze",,,,"Norbert Falk, Hanns Kräly",,,,,Theodor Sparkuhl,,Ali Hubert,,,,"Hugo Riesenfeld (Kino-Musik), Dr. Hans Landsberger (Musikdirektor), Eduard Prasch (Kapellmeister), Hans Jönsson (1972), Wolfgang Sternberg (1972), Javier Pérez de Azpeitia (Digitalisierte Fassung)",,"Eduard Prasch (1920), Dr. Hans Landsberger (1920)",,"Messter-Film Gmb: H (Berlin), Projektions-AG Union (PAGU) (Berlin)",,Paul Davidson,Ernst Lubitsch,,"Marlene Moeschke-Poelzig, Hans Poelzig",,,,,,,Universum-Film AG (UFA) (Berlin) (Union-Film der Ufa),"6 Akte, 2793 m, 103 min",35mm,"s/w, ohne Ton","Uraufführung (DE): 03.12.1920, Weimar, Reform-Lichtspiele",
Anna Karenina,https://www.filmportal.de/film/anna-karenina_999c2df594274d208ae952da53fbe5b4,Spielfilm,1920,Deutschland,,,Fritz Lederer,,"Lya Mara: Anna Karenina, Johannes Riemann: Graf Vronski, Olga Engl: Fürstin Sherbatzki, Heinrich Peer: Staatsrat Karenin, Rudolf Forster: Graf Ljevin, Fritz Achterberg, Dora Schlüter, Fritz Schulz, Melitta Klefer, Martin Herzberg, Lu L'Arronge, Josef Commer",,,,Fanny Carlsen,,,,,"Willy Goldberger, Arthur Martinelli",,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,Leo Tolstoi (Roman),,"6 Akte, 1973 m","35mm, 1:1.33","s/w, stumm",,
Anna Maria,https://www.filmportal.de/film/anna-maria_57b96a8e8fae47789c4686c4800b0a48,Spielfilm,1920,Deutschland,,,Kurt Dürnhöfer,,"Lili Dominici, Hugo Flink, Adolf Edgar Licho",,,,,,,,,Georg Schubert,,,,,,,,,,,,,Josef Coenen,,,,,,,,,,"5 Akte, 1346 m","35mm, 1:1.33","s/w, stumm",,
Anständige Frauen,https://www.filmportal.de/film/anstaendige-frauen_253cfd8d75b44e6eb7cf0318ca9c199e,Spielfilm,1920,Deutschland,,,Fritz Kraencke,,"Ressel Orla, Erra Bognar, Olga Limburg, Heinrich Schroth, Paul Morgan",,,,Hans Gaus,,,,,Arpad Viragh,,,,,,,,,,Internationaler Film-Vertrieb Deitz & Co (Berlin),,,Carl Wilhelm,,,,,,,,,,"5 Akte, 1769 m","35mm, 1:1.33","s/w, stumm",,
Der Anti-Detektiv,https://www.filmportal.de/film/der-anti-detektiv_a2c40c9115ee417aadc4bccb2733201b,Spielfilm,1920,Deutschland,,,,,"Reinhold Schünzel, Maria Grimm-Einödshofer, Charlotte Gühne, Richard Senius, Erner Hübsch",,,,"Harry Berber, Hans Behrendt",,,,,Eugen Hamm,,,,,,,,,,,,,Harry Berber,,,,,,,,,,"3 Akte, 864 m","35mm, 1:1.33","s/w, stumm",,
Die antike Drahtkomode,https://www.filmportal.de/film/die-antike-drahtkomode_4b8f6269ccb84cb587241d504a592cbf,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinrich Bolten-Baeckers (?),,,,,,,,,,,,,,
Der Apachenlord,https://www.filmportal.de/film/der-apachenlord_d363d81a04be448491cae483e8d87781,Spielfilm,1920,Deutschland,,,,,"Friedrich Zelnik, Poldi Müller, Fritz Schulz, Wilhelm Diegelmann, Harry Berber, Kurt Mikulski",,,,Fanny Carlsen,,,,,,,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,"Fred Sauer, Friedrich Zelnik",,,,,,,,,,"5 Akte, 1650 m","35mm, 1:1.33","s/w, stumm",,
Die Apachenrache,https://www.filmportal.de/film/die-apachenrache_9a1ed452638a46f08e92473caf8a2342,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Akte, 1490 m","35mm, 1:1.33","s/w, stumm",,
Apachenrache. 3. Die verschwundene Million,https://www.filmportal.de/film/apachenrache-3-die-verschwundene-million_d56390fc81b94efd8e5fceda9c71f628,Spielfilm,1920,Deutschland,,,Franz Schroedter,,"Harry Frank: John Hopkins, Detektiv, Preben J. Rist: W. R. Turner George Corvin, Conrad Curt Cappi: D. I. Winsor, Fritz Falkenberg: Eddy Corvicn, Lya Sellindie schwarze Mary, Alfred Schmasow: Kommissar Sampson, Heinrich von Korff: Mat Bliß, Ludwig Rex, Sybille de Brée, Fredel Fredy",,,,Jane Bess,,,,,Hermann Saalfrank,,,,,,,,,,Hegewald-Film Gmb: H (Leipzig),,,Wolfgang Neff,,,,,,,,,,"5 Akte, 1522 m","35mm, 1:1.33",,,
Apachenrache. 4. Der Affenmensch,https://www.filmportal.de/film/apachenrache-4-der-affenmensch_369f368f24f94ff7801c95222b73aece,Spielfilm,1920,Deutschland,,,,,"Harry Frank: John Hopkins, Detektiv, Preben J. Rist: W. R. Turner George Corvin, Lya Sellindie schwarze Mary, Sybille de Brée, Fredel Fredy, Fritz Falkenberg: Eddy Corvicn, Heinrich von Korff: Mat Bliß, Alfred Schmasow: Kommissar Sampson",,,,Jane Bess,,,,,,,,,,,,,,,Hegewald-Film Gmb: H (Leipzig),,,Wolfgang Neff,,,,,,,,,,"5 Akte, 1714 m","35mm, 1:1.33","s/w, stumm",,
Die Apachin,https://www.filmportal.de/film/die-apachin_e98e8fc91f864b388a1555c6db546bf9,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Akte, 1236 m","35mm, 1:1.33","s/w, stumm",,
Arbeit ist des Lebens Würze,https://www.filmportal.de/film/arbeit-ist-des-lebens-wuerze_f2de06f3d7de4c9c904a0b3fb7e2ffd8,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnold Klein,,,,,,,,,,,,,,
Die arme Margret,https://www.filmportal.de/film/die-arme-margret_03e8a96287994aa0b6110e9eac7be611,Spielfilm,1920,Deutschland,,,,,"Traut Hadrossek: Margaret, Karl Wüstenhagen: Herliberg, Gustl Caray, Mathias Sepp, Dr. Romanoff, Michl Braun, Walther Große",,,,Alfred Graf,,,,,Fritz Biller,,,,,,,,,,,,,Karl Frey,,,,,,,,,,,,,,
Arme Violetta,https://www.filmportal.de/film/arme-violetta_863fd56e18214b01865055ca4fa211df,Spielfilm,1920,Deutschland,,,,,"Pola Negri: Violetta, Michael Varkonyi: Alfred, Marga Kierska: Flora, Paul Biensfeldt: Alfreds Vater, Guido Herzfeld: Violettas Vater, Paul Otto: Graf von Geray, Greta Schröder: Cläre, Alfreds Schwester, Alexander von Antalffy: Gaston, Ernst Bringolf, Karl Platen, Michael Bohnen",,,,Hanns Kräly,,,,,Fritz Arno Wagner,,,,,,,,,,Projektions-AG Union (PAGU) (Berlin),,,Paul Ludwig Stein,,,,,,,,,Universum-Film AG (UFA) (Berlin),"5 Akte, 2070 m, 76 min","35mm, 1:1,33","s/w, stumm",,
Armer kleiner Pierrot,https://www.filmportal.de/film/armer-kleiner-pierrot_42f00ffbbaa549d1955c91e7d9854abf,Spielfilm,1920,Deutschland,,,,,"Hans Stock: Professor Treumann, Margarete Neff: Elisabeth, seine Frau, Carl Heinz Klubertanz: Rudi, beider Sohn, Richard Ludwig: Alfred Treumann",,,,,,,,,,,,,,,,,,,BB-Film-Fabrikation Bolten-Baeckers (Berlin),,,Heinrich Bolten-Baeckers,,,,,,,,Josefa Metz (Novelle),,,,,,
Arnold auf der Brautschau,https://www.filmportal.de/film/arnold-auf-der-brautschau_a286ba3f2f224f5b9b3e5c59cc85d4ba,Spielfilm,1920,Deutschland,,,,,Arnold Rieck,,,,,,,,,,,,,,,,,,,BB-Film-Fabrikation Bolten-Baeckers (Berlin),,,,,,,,,,,,,,,,,
Asiatische Liebe oder Der Meteor im Osten,https://www.filmportal.de/film/asiatische-liebe-oder-der-meteor-im-osten_87d7bb351b45431ba3e6de538f0db679,Spielfilm,1920,Deutschland,,,,,"Helmut Lindhardt, Tschang Hai-yüan, Kuoh-Kin-tai, Tien Kung-tse",,,,Werner Kraft,,,,,,,,,,,,,,,,,,Gerd Sternberg,,,,,,,,,,,,,,
Auf den Trümmern des Paradieses,https://www.filmportal.de/film/auf-den-truemmern-des-paradieses_0347a747edc34ed9967f95407d2a481f,Spielfilm,1920,Deutschland,,,Gustav A. Knauer,,"Gustav Kirchberg: Hussein, der Enkel des Propheten Muhammed, Beate Herwigh: Hafsa, Hussein Gemahlin, Carl de Vogt: Abdul Malik, ein Krieger Husseins, Friedrich Berger: Obeidullah, ein Krieger Jesids, Meinhardt Maur: Halef, ein Krieger Jesids, Anna von Palen: Marah Durimeh, Dora Gerson: Dschana, des Prinzen Gemahlin, Claire Lotto: Benda, des Prinzen Schwester, Tronier Funder: Selim Agha, Erwin Báron: Omram",,,,Marie-Louise Droop,,,,,Joseph Rona,,,,,,,,,,Ustad-Film Dr. Droop & Co. (Berlin),,"Adolf Droop, Marie-Louise Droop (Gesamtleitung)",Josef Stein,,,,,,,,,,"6 Akte, 1968 m","35mm, 1:1.33",,,
Auf verbotenen Pfaden,https://www.filmportal.de/film/auf-verbotenen-pfaden_de0ed3c663494529b541e3fce1593a1b,Spielfilm,1920,Deutschland,,,,,"Egon Söhnlin, Jules Cürton, Helga Molander, Hans Lindegg, Carmen Marah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Akte, 1448 m","35mm, 1:1.33","s/w, stumm",,
Die Augen als Ankläger,https://www.filmportal.de/film/die-augen-als-anklaeger_bacc57a358f944bb84f313548f5ad4ad,Spielfilm,1920,Deutschland,,,Siegfried Wroblewsky,,"Evi Eva: Evi Gardener, Detektivin, Heinrich Schroth: Bill Roid, Detektiv, Preben J. Rist: Professor Rott, Chemiker, Maat St. Claire: Ricarda Polony, Tänzerin, Ernst Rückert: Paul Ramond, Fabrikdirektor, Paul Donner: Polizeikommissar",,,,Helmuth Ortmann,,,,,Joe Rive,,,,,,,,,,,,,Fritz Bernhardt,,,,,,,,"Ernst Kleber (Komödie ""Aber, erlauben Sie doch""), Emil Ferdinand Malkowsky (Komödie ""Aber, erlauben Sie doch"")",,,,,,
Die Augen der Maske,https://www.filmportal.de/film/die-augen-der-maske_1eac8aaba5af499fb0f6f46cca8deb19,Spielfilm,1920,Deutschland,,,Hermann Warm,,"Ally Kay, Hans Merkwitz, Hans Halden, Fritz Spira",,,,Wolfgang Geiger,,,,,Willy Hameister,,,,,,,,,,Decla-Film-Ges. Holz & Co. (Berlin),,Erich Pommer,Karl Gerhardt,,,,,,,,,,3 Akte,,,,
Die Augen der Welt,https://www.filmportal.de/film/die-augen-der-welt_e02b0853a81642b9a2e31938a3474375,Spielfilm,1920,Deutschland,,,Artur Günther,,"Conrad Veidt: Johannes Kay, Ressel Orla: Juliane van Derp, Henny Steinmann: Rebekka Kay, Anton Edthofer: Heinz Kay, Wilhelm Prager: Henrik van Derp, Silhouettenschneider, Emil Heyse: Justizrat ter Holt, Julius Sachs: Pfarrer Swensen, Karl Platen: Hanous, Professor der Astronomie, Berthold RoséCellini, Schauspieler, Fritz Witte-Wild: Goldschmied Klaus, Max Zilzer: Ralph Courtius, der Blinde, Fritz Rimpler: Björn, ein junger Dichter, Lotte Koopmann: Dagmar, seine Frau",,,,"Carl Wilhelm, Ruth Goetz",,,,,Carl Hoffmann,,,,,,,,,,,,,Carl Wilhelm,,,,,,,,,,"6 Akte, 2083 m","35mm, 1:1,33","s/w, stumm",,
Augen. Im Banne der Hypnose,https://www.filmportal.de/film/augen-im-banne-der-hypnose_97baf2d67a974cdfb99cd42d03749a99,Spielfilm,1920,Deutschland,,,,,"Fritz Achterberg: Henryk Hansen, Max Wilmsen: Pieter Larß, Bobby Flip: Jute Niels, Ethel Orff: Harriet, Boris Michailow: Doktor Severo, Theo Radoslawoffder schwarze Bob, P. van der Burk: Colvaros, Margrit Edion: Suzette, Emil Stammer: Hauswirt",,,,Aage Holgers,,,,,"Paul Holzki, Karl Freund (Laboratorium)",,,,,,,,,,,,,"Georg Schubert, Arthur Brenken",,,,,,,,,,"4 Akte, 1406 m",,s/w,,"Zensur (DE): 05.11.1920, B.00660, Verbot"
"Ein Augenblick, gleich fertig",https://www.filmportal.de/film/ein-augenblick-gleich-fertig_dcd0e185839a46869935c6c42893bdf0,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Hanna Henning-Film (Berlin),,,Hanna Henning,,,,,,,,,,,,,,
August der Schwache,https://www.filmportal.de/film/august-der-schwache_051324dc6eb34510b80ab8ac39b5d241,Spielfilm,1920,Deutschland,,,,,"Lia Ley, Hans Günther",,,,Robert Hellwig,,,,,Willy Goldberger,,,,,,,,,,,,,John B. Kirsch,,,,,,,,,,,,,,
Auri sacra fames (Der verfluchte Hunger nach Gold),https://www.filmportal.de/film/auri-sacra-fames-der-verfluchte-hunger-nach-gold_11bf554ddd69423f80f20e3956cf9075,Spielfilm,1920,Deutschland,,,Artur Günther,,"Werner Funck, Fritz Delius, Rosa Porten, Josef Peterhans, Gertrud Hoffman, Sophie Pagay",,,,"Rosa Porten, Otto Krack",,,,,Franz Stein,,,,,,,,,,,,,Leo Lasko,,,,,,,,,,"6 Akte, 1956 m","35mm, 1:1.33","s/w, stumm","Aufführung (DE): 04.11.1920, Hamburg, Reformkino [Pressevorführung]",
Aus Jammer und Schuld,https://www.filmportal.de/film/aus-jammer-und-schuld_4f5f13278d814c44907a7fda475147a8,Spielfilm,1920,Deutschland,,,,,,,,,Mary Basler,,,,,,,,,,,,,,,Chateau-Kunst-Film (Heidelberg),,,,,,,,,,,,,,,,,
Das ausgeschnittene Gesicht,https://www.filmportal.de/film/das-ausgeschnittene-gesicht_12786bc7aaff4a248578508dd240ff40,Spielfilm,1920,Deutschland,,,,,"Ernst Rückert, Fritz Kampers, Heinrich Peer: Detektiv Fogg, Carla Ferra: Lady Thornaby, Max Weydner",,,,Franz Seitz Sr.,,,,,Karl Attenberger,,,,,,,,,,,,,Franz Seitz Sr.,,,,,,,,,,"5 Akte, 2081 m","35mm, 1:1.33","s/w, stumm","Uraufführung (DE): 13.06.1920, München, Regina-Lichtspiele",
Baby auf Reisen,https://www.filmportal.de/film/baby-auf-reisen_a59aaca2c7b54b51a9018d70538cc2d5,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Der Badeball,https://www.filmportal.de/film/der-badeball_7da59d74aa404469b11c7e4016d19c7c,Spielfilm,1920,Deutschland,,,,,,,,,Rudolf del Zopp,,,,,,,,,,,,,,,,,,Rudolf del Zopp,,,,,,,,,,,,,,
Badebubi,https://www.filmportal.de/film/badebubi_edc5a1634a2c444f921a87ab5ff3d86c,Spielfilm,1920,Deutschland,,,,,"Paul Heidemann, Josefine Dora, Herbert Paulmüller, Alexander Grohmann, Emmy Wyda",,,,Rosa Porten,,,,,,,,,,,,,,,,,,Georg Schubert,,,,,,,,,,,,,,
Die Banditen von Asnières,https://www.filmportal.de/film/die-banditen-von-asnieres_855b12038e074bc199f7e70df9040eaf,Spielfilm,1920,Deutschland,,,Mathieu Oostermann,,"Max Landa, Hilde Wörner, Reinhold Schünzel, Willi Schur, Ferdinand von Alten",,,,,,,,,Kurt Lande,,,,,,,,,,,,,Carl Müller-Hagens,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Der Bankräuber von Pittsburg (1. Teil),https://www.filmportal.de/film/der-bankraeuber-von-pittsburg-1-teil_f7350dc4d51e4389bb809b658c97e537,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bar el Manach,https://www.filmportal.de/film/bar-el-manach_8e64d4091dc847b6a44ee63d6085957e,Spielfilm,1920,Deutschland,,,Alfred Columbus,,"Guido Herzfeld: Bar el Manach, Friedrich Berger, Alfred Läutner, Grete Reinwald, Claire Praetz, Clementine Plessner, Hyma Stanowa, Ludwig Rex, Gustav May",,,,Heinz Sarnow,,,,,August Brückner,,,,,,,,,,,,,Heinz Sarnow,,,,,,,,,,"5 Akte, 1586 m","35mm, 1:1.33","s/w, stumm",,
Das Barmädel oder der Goldfasan,https://www.filmportal.de/film/das-barmaedel-oder-der-goldfasan_d426eb2e6690451e973a018e78dc48eb,Spielfilm,1920,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,A.G. Films Arthur Günsburg (Berlin),,,,,,,,,,,,,,,,,
Bauernhaß,https://www.filmportal.de/film/bauernhass_6706e3e69ee8489eb34ce7f3e3374e77,Spielfilm,1920,Deutschland,,,,,"Grete Reinwald, Hans Fichtner",,,,,,,,,,,,,,,,,,,,,,Toni Attenberger,,,,,,,,,,,,,,
Der bayerische Hiasel,https://www.filmportal.de/film/der-bayerische-hiasel_e5696c32bf2a4dc5b1ddc42e03fbc646,Spielfilm,1920,Deutschland,,,,,"Carl Mittermayr: Hiesel, Grete Gräf: Schwarze Gundel, Fritz Kampers, Xaver Terofal, Fanny Mittermayr-Terofal, Anni Seitz, Alois Deininger, Georg Vogelsang, Michl Braun, Richard Manz, Eduard Bleitner, Ludwig Wenk, Hans Meyerle, Josef Berger",,,,"Richard Manz, Carl Mittermayr",,,,,Franz Bertl Seyr,,,,,,,,,,,,,Franz Seitz Sr.,,,,,,,,Hermann von Schmid (B),,"5 Akte, 1625 m","35mm, 1:1.33","s/w, stumm",,
