Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
"Agatoeles, der Pilot",https://www.filmportal.de/film/agatoeles-der-pilot_4fa43c62cc6d40e58838817566038d2a,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahasver,https://www.filmportal.de/film/ahasver_9ab12e1e6d914b7ca625abbb7287934a,Spielfilm,1921,Deutschland,,,"Robert A. Dietrich, Artur Günther",,"Carl de Vogt: Ahasver, Johannes Riemann: Junger Arzt Janson, Toni Zimmermann, Dora Schlüter, Sybille Binder, Helene Brahms",,,,Robert Reinert,,,,,Helmar Lerski,,,,,,,,,,,,,Robert Reinert,,,,,,,,,,"5 Akte, 1637 m","35mm, 1:1,33","s/w, ohne Ton",,
Alle Jahre nur einmal,https://www.filmportal.de/film/alle-jahre-nur-einmal_76f581cf32cc498ab97b6f004b8cf302,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alles für die Firma,https://www.filmportal.de/film/alles-fuer-die-firma_e4859a52021d46c0ad481def98c82ab8,Spielfilm,1921,Deutschland,,,,,Leo Peukert,,,,,,,,,,,,,,,,,,,BB-Film-Fabrikation (Berlin),,,Leo Peukert,,,,,,,,,,,,,,
Am Fuße des Schaffotts,https://www.filmportal.de/film/am-fusse-des-schaffotts_2eeb49d2e727445098c0aa85d143b65b,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am roten Kliff,https://www.filmportal.de/film/am-roten-kliff_be0d00ec3e3d43929798f394830d9177,Spielfilm,1921,Deutschland,,,Julian Ballenstedt,,"Fritz Kortner: Henning Rinkens, Agnes Straub: Antje, Henning Rinkens Frau, Sybil Morel: Die rote Ose, Hans Adalbert Schlettow: Geert Rantsau, Ernst Winar: Tammo Kohrsen, Ludwig Körner: Ludwig, Sohn des Pastors, Rudolf Bachmann: Pastor Nielsen, Charlotte Spira: Swea Lansing, Ellinor Wilhelms: Godewar, Sweas Tochter, Hannes Henning: Peer, Rinkens Sohn, Nikoline Petersen: Karlinken, Rinkens Tochter, Rudolf Hofbauer: Kapitän Tamen",,,,Hanna Henning,,,,,Günther Krampf,,,,,,,,,,,,,Hanna Henning,,,,,,,,Anny Wothe (Roman),,"5 Akte, 1930 m","35mm, 1:1.33","s/w, stumm",,
Am Webstuhl der Zeit. Dramatisches Zeitbild aus schweren Tagen in 6 Teilen,https://www.filmportal.de/film/am-webstuhl-der-zeit-dramatisches-zeitbild-aus-schweren-tagen-in-6-teilen,Spielfilm,1921,Deutschland,,,Carl R. Reiner,,"Erich Kaiser-Titz: Fabrikant und Forscher Hansen, Käte Haack: Frau Hansen, Marija Leiko: Hansens Assistentin  	Ruth Eisner, Adolf Klein: Hansens blinder Vater, Gustav Czimeg: Werkführer Kühne, Hans Adalbert Schlettow: Ausländischer Agitator, Dora Friese: Lungenkranke, Hans Heinrich von Twardowski, Rudolf Klein-Rohden",,,,Holger-Madsen,,,,,Werner Brandes,,,Joe May,,,,,,,May-Film Gmb: H (Berlin),,,Holger-Madsen,,,,,,,,,,"6 Akte, 1923 m, 71 min","35mm, 1:1,33","s/w, stumm",,
Die Amazone,https://www.filmportal.de/film/die-amazone_c71a870348d44c7d9201f4a6c4666c09,Spielfilm,1921,Deutschland,,,Robert Neppach,,"Eva May, Adolf Klein, Olga Engl, Ernst Stahl-Nachbaur, Alfred Haase, Rudolf Forster, Georg Heinrich Schnell, Rudolf Klein-Rohden, Hanna Gath, Josefine Dora",,,,Hans Gaus,,,,,Gustave Preiß,,,,,,,,,,,,,Richard Löwenbein,,,,,,,,,,,,,,
Amor am Steuer,https://www.filmportal.de/film/amor-am-steuer_dd2a25c7db9f43528e781d8702a04069,Spielfilm,1921,Deutschland,,,"Robert Neppach, Kurt Richter",,"Ossi Oswalda, Victor Janson, Josef Rehberger, Sophie Pagay, Jakob Tiedtke, Rudolf Forster, Rose Müller, Helga Molander, Albert Paulig",,,,"Ludwig Tell, Erich Schönfelder",,,,,Erich Waschneck,,,,,,,,,,Ossi Oswalda-Film (Berlin),,,Victor Janson,,,,,,,,,Universum-Film AG (UFA) (Berlin),"5 Akte, 1652 m","35mm, 1:1.33","s/w, stumm",,
Die Apotheke des Teufels,https://www.filmportal.de/film/die-apotheke-des-teufels_aadb4e42d04c4e4b9c03dc26d28b9db7,Spielfilm,1921,Deutschland,,,,,"Fritz Kampers, Erwin Fichtner, Charly Berger, Bruno Eichgrün: Nic Carter, Kurt Gerron: Apotheker, Edi Blumder alte Herr Hunter, Leonore Oppermann: Mabel, Kurt Katsch: Charley, Hans Wallner",,,,Harry Scheff,,,,,,,,,,,,,,,,,,Bruno Eichgrün,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Arme kleine Eva. 2. Teil,https://www.filmportal.de/film/arme-kleine-eva-2-teil_0812e96e27e54c49b4aa5523632ec60d,Spielfilm,1921,Deutschland,,,,,"Fritz Kampers, Käte Haack",,,,Walter Schmidthässler,,,,,,,,,,,,,,,,,,Rudi Bach,,,,,,,,,,"6 Akte, 1754 m","35mm, 1:1.33","s/w, stumm",,
Aschermittwoch,https://www.filmportal.de/film/aschermittwoch_9937578300204663b465052d2589af9f,Spielfilm,1921,Deutschland,,,Friedrich Winkler-Tannenberg,,"Hella Moja, Ernst Winar, Paul Otto, Rudolf Lettinger, Magnus Stifter, Dora Bergner, Emil Heyse",,,,Johannes Brandt,,,,,Max Lutze,,,,,,,,,,,,,Otto Rippert,,,,,,,,,,"5 Akte, 1485 m","35mm, 1:1.33","s/w, stumm",,
Die Asphaltrose,https://www.filmportal.de/film/die-asphaltrose_60c643b562264ae4b548cfdd6dfc4fa5,Spielfilm,1921,Deutschland,,,Siegfried Wroblewsky,,"Charlotte Böcklin: Hilde Braun, Tochter des Tischlers, die Asphaltros, Robert Leffler: Alexander Harlach, Bankier, Olga Englseine Frau, Kurt Middendorf: Fred, sein Sohn, Gustav Schmitt: Tischlermeister Braun, Auguste Prasch-Grevenbergseine Frau, Kurt Seligmannsein achtjähriger Sohn, Philipp Manning: Mister Bullok, Milliardär, Helga Molander: Flory, seine Tochter, Paul Rehkopf: Pat Jeffersen, Verbrecher, Edward Koffler: Jim Hucley, Goldgräber, Erich Ratje: Algernon, Goldgräber, Fred Grohmann: Charley Haller, Gauner, Helene Voß, Rudolf Klein-Rohdenein Mörder",,,,Hans Hyan,,,,,Conrad Wienecke,,,,,,,,,,,,,Richard Löwenbein,,,,,,,,,,,,,,
Das Attentat,https://www.filmportal.de/film/das-attentat_8b42f6a4021c4b23ab8868ffccc13858,Spielfilm,1921,Deutschland,,,,,"Sascha Gura, Hans Adalbert Schlettow, Marianne Stanior, Robert Scholz",,,,Paul Rosenhayn,,,,,,,,,,,,,,,Amboß-Film Dworsky & Co (Berlin),,,R. U. Walter (?),,,,,,,,,,"6 Akte, 2058 m","35mm, 1:1.33","s/w, stumm",,
Auf den Spuren des weißen Sklavenhandels. 1. Teil,https://www.filmportal.de/film/auf-den-spuren-des-weissen-sklavenhandels-1-teil_a2bb2e09cdcd446aacf2014a38789a22,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,"Orient-Film, Linke & Co. (Leipzig)",,,Edmund Linke,,,,,,,,,,"6 Akte, 1866 m","35mm, 1:1.33","s/w, stumm",,
Aus dem Tagebuch einer Schauspielerin,https://www.filmportal.de/film/aus-dem-tagebuch-einer-schauspielerin_d4388f20b71540eb928dafea5d6b74b5,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Oskar Einstein Gmb: H (Berlin),,,,,,,,,,,,,,,,,
Aus den Akten einer anständigen Frau,https://www.filmportal.de/film/aus-den-akten-einer-anstaendigen-frau_8afb862552f2490290308b867fff8cc7,Spielfilm,1921,Deutschland,,,Julian Ballenstedt,,"Margit Barnay: Ingeborg Andersen, Olga Engl: Olly Andersen, Mutter, Fred Immler: Preben Andersen, Ebba Holm: Helga Andersen, Fritz Beckmann: Herr Erdmann, Frieda Wrede: Frau Erdmann, Grete Sens: Tochter Erdmann, Preben J. Rist: Staatsanwalt, Ellen Isenta: Zimmervermieterin, Hermann Picha: Hausbewohner, Olaf Storm: Flanke, Privatedetektiv",,,,Franz Hofer,,,,,Kurt Lande,,,,,,,,,,Hofer-Film Gmb: H (Berlin),,,Franz Hofer,,,Franz Hofer,,,,,,,"6 Akte, 2178 m","35mm, 1:1.33","s/w, stumm",,
Aus den Memoiren einer Filmschauspielerin,https://www.filmportal.de/film/aus-den-memoiren-einer-filmschauspielerin_86b509b69b2448e5a4faa6807d1610dc,Spielfilm,1921,Deutschland,,,Fritz Lederer,,"Lya Mara, Ernst Hofmann, Wilhelm Diegelmann, Ilka Grüning, Richard Georg, Karl Huszar-Puffy, Fritz Schulz, Hermann Picha, Paul Westermeier",,,,Fanny Carlsen,,,,,Willy Goldberger,,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,,,"5 Akte, 1931 m","35mm, 1:1.33","s/w, stumm",,
Aus den Tiefen der Großstadt,https://www.filmportal.de/film/aus-den-tiefen-der-grossstadt_76b78b9ea8a24d2381d24b068f6649db,Spielfilm,1921,Deutschland,,,Fritz Lederer,,"Ilka Grüning, Wilhelm Diegelmann, Ernst Hofmann, Michael Varkonyi, Else Heß, Fred Goebel, Olga Engl, Heinrich Peer, Richard Georg, Colette Corder, Guido Herzfeld, Herma van Delden, Herbert Stock, Alfred Schmasow, Harry Berber, Georg Schmidt-Rudow, Josefine Dora, Ida Perry, Jeanne Robert",,,,Fanny Carlsen,,,,,Willy Goldberger,,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,Fred Sauer,,,,,,,,,,"6 Akte, 2146 m, 126 min","35mm, 1:1.33","s/w, stumm",,
Der Ausgestoßene,https://www.filmportal.de/film/der-ausgestossene_bd88eafd974146bd99b41da776d8da2d,Spielfilm,1921,Deutschland,,,,,"Richard Manz: Martin Hauser, Posthalter, Maria Vogelsang: Anna, seine Frau, Eduard Pleithner: Blasius Rieger, Ortsvorsteher, Else Reil: Vroni, dessen Frau, Fanny Mittermayr-Terofal: Kathl, deren Tochter, Karl Neubert: Anton Braun, Dorfdrexler, Trude Hawel: Stasi, dessen Tochter, Carl Mittermayr: Franz Tanner, Brauns Adoptivsohn, Fritz Kampers: Gustav Lengbacher, Forstgehilfe, Oswald Scheffel: Bascht, Schnapsbrenner auf dem Horn, Franz Seitz Sr.Hannes, Georg Vogelsang: Balthes, Xaver Terofal: Kaspar, Gemeindediener",,,,Carl Mittermayr,,,,,,,,,,,,,,,,,,Franz Seitz Sr.,,,,,,,,,,"4 Akte, 1125 m","35mm, 1:1.33","s/w, stumm",,
Baghira,https://www.filmportal.de/film/baghira_2826666562b54bcca399a955ac0e8b38,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfred Lampel,,,,,,,,,,,,,,
Der Bagnosträfling,https://www.filmportal.de/film/der-bagnostraefling_5f87d09958c147e487d407c801923135,Spielfilm,1921,Deutschland,,,,,"Josef Berger, Ernst Rückert, Carl Graumann, Rolf Pinegger, Hanni Reinwald, Henri Peters-Arnolds, Frau  Günther",,,,,,,,,Ewald Daub,,,,,,,,,,,,,Josef Berger,,,,,,,,,,"6 Akte, 1942 m","35mm, 1:1.33","s/w, stumm",,"Zensur (DE): 26.07.1921, M.00632, Verbot"
Banditen,https://www.filmportal.de/film/banditen_5519a73c743949a98d1e6bfad4f9ed02,Spielfilm,1921,Deutschland,,,Adolf von Marées,,"Alois Pennarini: Santanello, Oberhaupt der Banditen, Karl Geppert: Lord Roßbif, Vera Schreiber: Lady Ellis, Erner Hübsch: Serafino, Wirt der Grenzschänke, Harry Ensor: Lorenzo, sein Sohn, Unteroffizier der Grenzwache, Melitta Klefer: Marietta, eine Waise, Werner Stein: Neppo, Emil Stammer: Beppo, zwei Banditen, Juana del Soto: Zita, Zigeunermädchen, Anneliese Körner, Walter Doerry: Luigi, Postillon",,,,Carlo Emerich,,,,,Arpad Viragh,,,,,,,,,,,,,Max Agerty,,,,,,,,,,,,,,
Banditen im Frack,https://www.filmportal.de/film/banditen-im-frack_fe9b09a6d7ef4405b38615d32d6d99da,Spielfilm,1921,Deutschland,,,,,"Fred Marcussen, Mia Pankau, Erich Ziegel, Marg. Otto-Körner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banditenblut,https://www.filmportal.de/film/banditenblut_a9156a04875c4e2ba850c5d4de65ab74,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Das Banditennest. 1. Teil,https://www.filmportal.de/film/das-banditennest-1-teil_1ce30f7f310146e1ac6bcc1f5d5f824e,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600 m,,"s/w, stumm",,
Das Banditennest. 2. Teil,https://www.filmportal.de/film/das-banditennest-2-teil_24dcbaeaaa0d45e583ee3b51e138f0cd,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600 m,,,,
Der Bankräuber von Pittsburg. 2. Tod dem Verräter,https://www.filmportal.de/film/der-bankraeuber-von-pittsburg-2-tod-dem-verraeter_1355a9f36675419cbb5f3684ea348c2b,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Der Bankräuber von Pittsburg. 3. Das brennende Tal,https://www.filmportal.de/film/der-bankraeuber-von-pittsburg-3-das-brennende-tal_d57a57b1cba24bb0a8407250450cf3a1,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Der Bankspion,https://www.filmportal.de/film/der-bankspion_1b849e60e8a54174ae3610934ccf4382,Spielfilm,1921,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Das begrabene Ich,https://www.filmportal.de/film/das-begrabene-ich_926d613648d94c80b77cf1491b5d32c6,Spielfilm,1921,Deutschland,,,Fritz Lederer,,"Lia Eibenschütz, Albert Patry, Robert Scholz, Friedrich Zelnik, Fritz Schroeter, Wilhelm Diegelmann, Emmy Sturm, Josef Commer, Alexander Areuß, Paul Passarge",,,,Fanny Carlsen,,,,,Willy Goldberger,,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,Leo Lasko,,,,,,,,,,"5 Akte, 1798 m","35mm, 1:1.33","s/w, stumm",,
Die Beichte einer Gefallenen,https://www.filmportal.de/film/die-beichte-einer-gefallenen_3bc3e9da32cc49cba2ee689725b8e46b,Spielfilm,1921,Deutschland,,,Leo Wronka,,"Grita van Ryt: Dirne, Fritz Beckmann: Lokführer, Frida Fredeseine Frau, Ebba Holm, M. Seligmann, Ludwig Rex, Carl Auen, Hermann Picha: Diener, Magda Madeleine, Danny Gürtler, Olga Engl, Rudi Wehr, Richard Senius, Albert Paulig: Zuhälter, Johanna Flügel",,,,Franz Hofer,,,,,Mutz Greenbaum,,,,,,,,,,Hofer-Film Gmb: H (Berlin),,,Franz Hofer,,,Franz Hofer,,,,,,,,,,,
Die beiden Ehen des Edgar Hallinger,https://www.filmportal.de/film/die-beiden-ehen-des-edgar-hallinger_65913092789140bc860f0e766d062894,Spielfilm,1921,Deutschland,,,,,"Sibyl Smolowa: Herta Möller, Max Schiefer: Prof. Dr. Edgar Hallinger, Kurt Robert: Dr. Quisdorf, Ilse Götzen: Irene, Hertas Schwester",,,,,,,,,,,,,,,,,,,,,,Robert Leffler,,,,,,,,,,,,,,
Die Bergkatze,https://www.filmportal.de/film/die-bergkatze_f87a2b62fb664615865602f4c1c28aad,Spielfilm,1921,Deutschland,,,"Ernst Stern, Max Gronau (Ausführung)",,"Pola Negri: Rischka, genannt ""Die Bergkatze"", Paul Heidemann: Leutnant Alexis, Victor Janson: Festungskommandant, Marga Köhler: Frau des Festungskommandanten, Edith Meller: Tochter Lilli, Wilhelm Diegelmann: Räuberhauptmann Claudius, Hermann Thimig: Schüchterner Räuber Pepo, Paul Biensfeldt: Räuber Dafko, Paul Graetz: Räuber Zofano, Max Kronert: Räuber Masilio, Erwin Kopp: Räuber Tripo",,,,"Ernst Lubitsch, Hanns Kräly",,,,,Theodor Sparkuhl,,Ernst Stern,,,,Marco Dalpane (Restaurierte Fassung 2000 (i.A. von ZDF/Arte)),,Marco Dalpane,,Projektions-AG Union (PAGU) (Berlin),,Paul Davidson,Ernst Lubitsch,Walter F. Fichelscher,,,,,,,,,"4 Akte, 1947 m, 85 min bei 20 b/s","35mm, 1:1,33","s/w, stumm",,
Die Berliner Range. 6. Streich: Ihr bester Freund,https://www.filmportal.de/film/die-berliner-range-6-streich-ihr-bester-freund_2362c79937584206900764ecdfcb1764,Spielfilm,1921,Deutschland,,,,,"Hilde Wörner, Maly Delschaft: Folge nicht sicher",,,,,,,,,,,,,,,,,,,Wörner-Film (Berlin),,,Carl Müller-Hagens,,,,,,,,,,,,,,
Die Bestie im Menschen,https://www.filmportal.de/film/die-bestie-im-menschen_f45cc33934734d209190bdba15bace37,Spielfilm,1921,Deutschland,,,"Hans Strohbach, Ludwig Boris",,"Maria Orska, Eduard Rothauser, Lucie Höflich, Ilka Grüning, Eduard von Winterstein, Eugen Klöpfer, Arnold Korff, Ossip Runitsch: Jacques Lantier, Ernst Wurmser, Margarete Kupfer, Hugo Döblin, Hans Waßmann, Karl Etlinger",,,,Ludwig Wolff,,,,,,,,,,,,,,,,,,Ludwig Wolff,,,,,,,,,,,,,,
Betrüger des Volkes,https://www.filmportal.de/film/betrueger-des-volkes_26ead36fca174b3fab556a595d51b883,Spielfilm,1921,Deutschland,,,,,"Charles Willy Kayser, Rita Clermont, Margarete Schlegel, Fred Goebel, Josef Commer, Richard Georg, Kurt Brenkendorf, Ludwig Rex, Adele Hartwig",,,,Walter Wassermann,,,,,Eugen Hrich,,,,,,,,,,,,,"Carl Heinz Boese, Reinhold Schünzel",,,,,,,,,,"6 Akte, 1607 m","35mm, 1:1,33","s/w, stumm",,
