Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
"Lucas, Kapitel 15",https://www.filmportal.de/film/lucas-kapitel-15_f5d9c9985d494dda8b6018756c4a731d,Spielfilm,1919,Deutschland,,,,,"Friedrich Zelnik, Agda Nilsson, Margarete Frey, Hermann Vallentin, Alfred Abel",,,,,,,,,,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,Alfred Halm,,,,,,,,,,,,,,
Die Lüge der Pia Mahren,https://www.filmportal.de/film/die-luege-der-pia-mahren_19b9ae50578947b3ae7bc01265d4d853,Spielfilm,1919,Deutschland,,,,,"Magda Madeleine, Karl Beckersachs, Leo Connard, Frau Klein-Rohden, Rolf Nordegg, Rudolf Klein-Rohden",,,,,,,,,,,,,,,,,,,,,,Paul von Woringen,,,,,,,,,,,,,,
Der lustige Ehemann,https://www.filmportal.de/film/der-lustige-ehemann_a6e8747843fa4d8c8c27b8beed2ddc75,Spielfilm,1919,Deutschland,,,Kurt Richter,,"Victor Janson: Doppelrolle, Irmgard Bern, Marga Köhler, Heddy Jendry, Wally Koch",,,,Ernst Lubitsch,,,,,Theodor Sparkuhl,,,,,,,,,,Projektions-AG Union (PAGU) (Berlin),,,Leo Lasko,,,,,,,,,,,,,,
Luxuspflänzchen,https://www.filmportal.de/film/luxuspflaenzchen_33d43a1d7c2c4ddc9e2440779139c839,Spielfilm,1919,Deutschland,,,,,"Eugen Rex, Ludwig Rex, Frl. Queen: Elisabeth, Ada Egede-Nissen: Gerda, seine Töchter, Herr Minke: Paul von Hellmann, Alice Torning: Tante Klärchen, Georg Alexander: Manfred von Karlton, Martin Lübbert: Dr. Edgar Traundorf",,,,Else Cressin,,,,,,,,,,,,,,,Egede-Nissen-Film Comp. mb: H (Berlin),,,Georg Alexander (?),,,,,,,,,,,,,,
Lyas Flirt mit dem Heiligen,https://www.filmportal.de/film/lyas-flirt-mit-dem-heiligen_4bedfa34858549cab2954923a8fa1c96,Spielfilm,1919,Deutschland,,,,,"Lia Ley, Fritz Kampers, Ewis Borkmann, Dominik Löscher, Joe Stöckel, Maria Meierhofer, Marga Lindt, Anni Reiter",,,,Ludwig Heller,,,,,,,,,,,,,,,,,,"Ernst Reicher (?), Dr. Hans Oberländer (?)",,,,,,,,,,,,,,
Madame Dubarry,https://www.filmportal.de/film/madame-dubarry_b9cdc98e7ec34d89b2064411876f9ab2,Spielfilm,1919,Deutschland,Carl Moos,,"Kurt Richter, Karl Machus (Mitarbeit)",,"Pola Negri: Jeanne Vaubernier, später Madame Dubarry, Emil Jannings: König Louis XV., Reinhold Schünzel: Staatsminister und Herzog von Choiseul, Harry Liedtke: Medizinstudent Armand de Foix, Eduard von Winterstein: Graf Jean Dubarry, Karl Platen: Guillaume Dubarry, Paul Biensfeldt: Kammerdiener Lebelle, Magnus Stifter: Spanischer Gesandter Don Diego, Wilhelm Kaiser-Heyl: Kommandant der Schloßgarde, Elsa Berna: Herzogin von Gramont, Fred Immler: Herzog von Richelieu, Gustav Czimeg: Herzog von Aiguillon, Alexander Ekert: Schuster Paillet, Marga Köhler: Madame Labille, Bernhard Goetzke, Robert Sortsch-Pla",,,,"Hanns Kräly, Norbert Falk",,,,Norbert Falk,Theodor Sparkuhl,,Ali Hubert,,,,"Alexander Schirmann (1919), Hans Jönsson (1976), Carsten-Stephan Graf von Bothmer (Digitalisierte Fassung)",,,,Projektions-AG Union (PAGU) (Berlin),,Paul Davidson,Ernst Lubitsch,,,,,Fritz Arno Wagner,,,,Universum-Film AG (UFA) (Berlin),"7 Akte, 2493 m",35mm,"viragiert, stumm",,
Die Madonna mit den Lilien,https://www.filmportal.de/film/die-madonna-mit-den-lilien_37e266495612420ca0f3a9b01e09617e,Spielfilm,1919,Deutschland,,,,,"Friedrich Zelnik, Anneliese Halbe, Julius Brandt, Ferdinand Bonn, Heinz Stieda",,,,Alfred Halm,,,,,,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,,,,,,,
Ein Mädchen aus guter Familie,https://www.filmportal.de/film/ein-maedchen-aus-guter-familie_e8a6d8fb79eb43ac8d42a6430dfae6b2,Spielfilm,1919,Deutschland,,,,,"Alexander Ekert: Kommwerzienrat Göring, Hilde Wörner: Hilde, seine Tochter, Kurt Keller-Nebri: Robert Ernst Warburgk, Emil Ewald: Leoncavallo Timmermann, Ernesto Bing: Cabarettdirektor, Martha Seemann: Helena, seine Frau, Elsa Förster: Dorothea Hahnebutt",,,,,,,,,Kurt Lande,,,,,,,,,,,,,Georg Schubert,,,,,,,,,,,,,,
Das Mädchen mit dem fremden Herzen,https://www.filmportal.de/film/das-maedchen-mit-dem-fremden-herzen_a0a73d7b35db4495a0f466b6e0a4dcf3,Spielfilm,1919,Deutschland,,,,,"Rudi Wehr, Olga Engl, Edi Winterfeldt, Magnus Stifter, Bruno Eichgrün",,,,Franz Hofer,,,,,Hans Karl Gottschalk,,,,,,,,,,Bayerische Film-Gesellschaft Fett & Wiesel (München),,,Franz Hofer,,,,,,,,,,,,,,
Das Mädchen mit dem Goldhelm,https://www.filmportal.de/film/das-maedchen-mit-dem-goldhelm_5bf1f851269d4fbf92a949fd7c249bd3,Spielfilm,1919,Deutschland,,,,,"Gilda Langer, Margarete Kupfer, Hugo Flink, Werner Hollmann",,,,,,,,,,,,,,,,,,,Projektions-AG Union (PAGU) (Berlin),,,Victor Janson,,,,,,,,,,,,,,
Das Mädchen und die Männer,https://www.filmportal.de/film/das-maedchen-und-die-maenner_a83c181de42c408989f13344dd9e290b,Spielfilm,1919,Deutschland,,,,,"Hanne Brinkmann, Else Bäck, Alexander Ekert, Paul Hartmann, Jan von Hagen, Werner Krauß, Reinhold Schünzel, Ferry Sikla",,,,Margarete M. Langen,,,,,,,,,,,,,,,Eiko-Film Gmb: H (Berlin),,,Manfred Noa,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Der Mädchenhirt,https://www.filmportal.de/film/der-maedchenhirt_6b07dc6db8924d3bb07cafa5df2c7959,Spielfilm,1919,Deutschland,,,Karl Grune,,"Magnus Stifter: Kriminalkommissar Duschitz, Henri Peters-Arnolds: Jaroslav, Fritz Richard: Chrapot, Lotte Stein: Chrapots Frau, Paul Rehkopf: Albert Wessley, Roma Bahn: Lusie Heil, Rosa Liechtenstein: Illonka Serenity, Lo Bergner: Betka Dvorak, Alfred Kühne?, Friedrich Kühne?",,,,"Beate Schach, Karl Grune",,,,,Felix Xaver,,,,,,,,,,,,,Karl Grune,,,,,,,,Egon Erwin Kisch (Roman),,"6 Akte, 1704 m","35mm, 1:1,33","s/w, stumm",,
Das Mädel aus Japan,https://www.filmportal.de/film/das-maedel-aus-japan_90324b2adbc24f2fa6f6fb1638b8f197,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Toni Attenberger,,,,,,,,,,,,,,
"Mädel ruck, ruck, ruck",https://www.filmportal.de/film/maedel-ruck-ruck-ruck_023a3910a3fd4a23b738b7f5495a4c51,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Karl Ledermann & Co (Berlin),,,,,,,,,,,,,,,,,
Malaria. Urlaub vom Tode,https://www.filmportal.de/film/malaria-urlaub-vom-tode_e088fc3b3b0d4a03ac19638c2e22c779,Spielfilm,1919,Deutschland,,,Rochus Gliese,,"Lyda Salmonova: Solotänzerin Tatjana Sergeijowna, Emil Kühneder Pope Sergej, ihr Vater, Raoul Lange: Fürst Dimitrij, Martin Lübbert: Dr. Boris Michailowitsch Nawaschin, Ewald Bach: Dr. Fjodr Gawrilowitsch Schuwalow, Ernst Waldow: Wassjka, Laboratoriumsdiener, Adele Sandrock: Anuschka, Tatjanas Amme",,,,"Hans Brennert, Friedel Köhne",,,,,Friedrich Weinmann,,,,,,,,,,,,,Rochus Gliese,,,,,,,,,,,,,,
Mamsell Napoleon,https://www.filmportal.de/film/mamsell-napoleon_bc7e1abab3af4575bbb4f8ea99a1238a,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamsell Tunichtgut,https://www.filmportal.de/film/mamsell-tunichtgut_c5bc49878d1b4293ad951b6215f7e799,Spielfilm,1919,Deutschland,,,,,,,,,Werner Bernhardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Der Mann mit der Narbe (Wie ich ermordet wurde),https://www.filmportal.de/film/der-mann-mit-der-narbe-wie-ich-ermordet-wurde_ef33b32261804f31b006e42e26abbc4b,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis Ralph,,,,,,,,,,,,,,
Der Mann ohne Gedächtnis,https://www.filmportal.de/film/der-mann-ohne-gedaechtnis_8a4dc81217754d08b0535ce02c5e7e02,Spielfilm,1919,Deutschland,,,,,"Arnold Rieck, Grete Flohr",,,,,,,,,,,,,,,,,,,BB-Film-Fabrikation Bolten-Baeckers (Berlin),,,Heinrich Bolten-Baeckers,,,,,,,,,,,"35mm, 1:1.33",,,
Der Mann seiner Tochter,https://www.filmportal.de/film/der-mann-seiner-tochter_ce9c11edf51d4cddaae7a8cd8fbed95d,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,Curt Courant (?),,,,,,,,,,Ring-Film Gmb: H (Berlin),,,,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Manon. Das hohe Lied der Liebe,https://www.filmportal.de/film/manon-das-hohe-lied-der-liebe_587c52a2cb8840ae8b04d7d30e283d0b,Spielfilm,1919,Deutschland,,,Artur Günther,,"Lya Mara, Fred Goebel, Ferdinand Bonn, Alma Grünke, Werner Funck, Edwin Schäfer, Richard Georg, Julius Brandt",,,,"Beate Schach, Karl Grune",,,,,,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,,,,"35mm, 1:1,37","s/w, stumm",,
Margot de Plaisance,https://www.filmportal.de/film/margot-de-plaisance_55271821700a414091a4a1cbf0c5ef19,Spielfilm,1919,Deutschland,,,Jacek Rotmil,,"Fritz Dernburg: Henry de Lafitte, Lu Synd: Margot de Plaisance, Henrys Gattin, Aruth Wartan: Gaston de Lafitte, Henrys Bruder, Erich Otto: Jules Grenville, betrügerischer Notar, Arnold Czempin: Maurice Malot, internationaler Hochstapler, Kurt Middendorf: Camille Lemaitre, Hoteldieb, Käte Busch: Jeanne Gourant, Hedwig Keller: Gaby Gourant, Jeannes Tochter aus 1. Ehe, Joseph Schiller: Marcel Bourget, reicher Sonderling, Hella Tornegg, Marian Alma: Pierre Formont, taubstummer Turmwächter, Paul Conradi: Professor Verlaine",,,,Joseph Delmont,,,,,Otto Jäger,,,,,,,,,,Lu Synd-Wartan-Film Gmb: H (Berlin),,,Joseph Delmont,,,,,,,,,,,,,,
Margots Freier,https://www.filmportal.de/film/margots-freier_ff4e3c209f604af28ae89b4f3d40cf2d,Spielfilm,1919,Deutschland,,,,,"Henri Peters-Arnolds, Karl Fenz, Anna Müller-Lincke, Antonie Viator, Ewald Wenck, Vicky Werckmeister",,,,Gertrud David,,,,,,,,,,,,,,,,,,Hans Werckmeister,,,,,,,,,,,,,,
Maria Evere,https://www.filmportal.de/film/maria-evere_cafed49dd1a14a20b1d9fe400e7003b9,Spielfilm,1919,Deutschland,,,Artur Günther,,"Lya Mara: Maria Evere, Schauspielerin, Carl Amster: Hans Dekken, Werner Funck: Bob Bartling, Fred Immler: Graf Westen, Manfred Laske: Walter Kelsen, Erika Unruh: Anni von Stefen, Alexander Fleßburg: Olsen, ihr Vetter",,,,Franz W. Koebner,,,,,Max Faßbender,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Maria Magdalene,https://www.filmportal.de/film/maria-magdalene_c890f61de43e4aa9bdb3ce0a407c063f,Spielfilm,1919,Deutschland,,,Hans Dreier,,"Eduard von Winterstein: Meister Anton, Ilka Grüning: Ehefrau von Meister Anton, Lucie Höflich: Klara, Paul Hartmann: Karl, Reinhold Schünzel: Leonhard, Eugen Klöpfer: Sekretär, Jenny Marba: Ehefrau vom Sekretär, Wilhelm Diegelmann: Bürgermeister, Fritz Beckmann: Adam, Gustav Botz: Arzt, Harry Berber: Kandidat, Paul Graetz: Der alte Schneider, Martha Dibbern: Ehefrau des alte Schneider, Hans Behrendt: Totengräber, Irene Katsch, Karl Platen",,,,Bobby E. Lüthge,,,,,Max Lutze,,,,,,,,,,Cserépy-Film Co. Gmb: H (Berlin),,,Reinhold Schünzel,,,,,,,,"Friedrich Hebbel (Bühnenstück ""Maria Magdalena"")",,,"35mm, 1:1,33","s/w, stumm",,
Maria Pawlowna,https://www.filmportal.de/film/maria-pawlowna_05cbc7626ecf4a3a9ced7ad0831315e2,Spielfilm,1919,Deutschland,,,,,"Maria Fein: Maria, Ernst Rückert: Boris, Ray Walton: Alexandra, Ernst Stahl-Nachbaur: Maximowitsch, Kurt E. Walter: Sergej",,,,"Karl Singer, Rudolf Strauss",,,,,Helmar Lerski,,,,,,,,,,Emil Justitz & Co. (Berlin),,,Emil Justitz,,,,,,,,,,"4 Akte, 1590 m","35mm, 1:1,33","s/w, ohne Ton",,
Marionetten der Leidenschaft,https://www.filmportal.de/film/marionetten-der-leidenschaft_19b926a6c5764293b90ac5e45228e936,Spielfilm,1919,Deutschland,,,Hans Neirath,,"Bernd Aldor, Edith Posca, Paul Biensfeldt, Agda Nilsson",,,,"Lupu Pick, Fanny Carlsen, Gerhard Lamprecht",,,,,Ivar Petersen,,,,,,,,,,Rex-Film Gmb: H (Berlin),,,Lupu Pick,,,,,,,,,,,,,,
Marodeure der Revolution,https://www.filmportal.de/film/marodeure-der-revolution_7e7e1f54b8664f03be7d3e2441ec23ce,Spielfilm,1919,Deutschland,,,,,"Kurt Ebrle, Max Gülstorff, Leopoldine Sangora, Emil Lind, Rudolf Klix, Charlotte Schultz, Erich Otto",,,,,,,,,,,,,,,,,,,,,,Martin Berger,,,,,,,,,,,,,,
Die Marquise von O.,https://www.filmportal.de/film/die-marquise-von-o_e4a3f03e1f9e46b3a04c5a5bcae6de35,Spielfilm,1919,Deutschland,,,,,"Herta Héden: Nadine, Marquise von O., Albert Patry: Gouverneur, Hans Albers: Leutnant, Ernst Stahl-Nachbaur",,,,Robert Heymann,,,,,Ernst Plhak,,,,,,,,,,Luna-Film (Berlin),,,Paul Legband,,,,,,,,Heinrich von Kleist (Novelle),,,,,,
"Mary Wood, die Tochter des Sträflings",https://www.filmportal.de/film/mary-wood-die-tochter-des-straeflings_f7e521894b9c44ae9e32b9d048284605,Spielfilm,1919,Deutschland,,,,,"Aud Egede-Nissen, Paul Rehkopf, Kurt Keller-Nebri, Willy Curtwalter, Olga Engl, Edwin Schäfer, Käthe Liebau, Frau Dr.  Schulz, Erich Kuttner",,,,Toni Dathe,,,,,Dr. Georg Victor Mendel,,,,,,,,,,,,,Ernst Mölter,,,,,,,,,,,,,,
Die Maske,https://www.filmportal.de/film/die-maske_92e538dcaeb04cfc9d81c88e0ede21a5,Spielfilm,1919,Deutschland,,,E. A. Dupont,,"Max Landa: Detektiv, Gertrud Welcker: Lady Delia Grace, Fritz Achterberg: Bartholomäo Giardini, Eduard von Winterstein: Graf Campobello, Eva Speyer: Gräfin Campobello, Ernst Rückert: Oberleutnant Gregory, Arthur Beder: Joe Franklin, Fritz Schulz: Barneß, Gehilfe des Detektivs, Emil Rameau, Lil Dagover, Wilhelm Diegelmann",,,,E. A. Dupont,,,,,Charles Paulus,,,,,,,,,,,,,E. A. Dupont,,,,,,,,,,"4 Akte, 1435 m","35mm, 1:1,33","s/w, stumm",,
Der maskierte Schrecken,https://www.filmportal.de/film/der-maskierte-schrecken_ded9b1f2237741f18e3c4b1a0af1ecaa,Spielfilm,1919,Deutschland,,,,,"Conny Carstennsen: Tom Kay, Banknotenfälscher, Curt Schreck: Detektiv Ferry White, Ewald Stocking: Fabrikant Wodland, Gretel Mohn: Else, dessen Tochter, Kurt Felix: James Dick, Schwiegersohn Wodlands",,,,Phil Jutzi,,,,,Ernst Vachenauer,,,,,,,,,,,,,Phil Jutzi,,,,,,,,,,,,,,
Max als Juxgraf,https://www.filmportal.de/film/max-als-juxgraf_fed8df21e9df44fcb3933702db592fdf,Spielfilm,1919,Deutschland,,,,,"Mac Walten, Leonhard Haskel, Grete Diercks, Heinz Sarnow, Oskar Linke, Maria Lux, Hansi Lindenau",,,,,,,,,Kurt Lande,,,,,,,,,,Karl Ledermann & Co (Berlin),,,Leonhard Haskel,,,,,,,,,,"3 Akte, 743 m",,stumm,,"Zensur (DE): 1919, 34423, Teilweise verboten"
Mayerling,https://www.filmportal.de/film/mayerling_b9c4b39059d44bf7a2b0727ef111b130,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Gerhardt,,,,,,,,,,"5 Akte, 1800 m",35mm,s/w,,
Die Medaille der Republik,https://www.filmportal.de/film/die-medaille-der-republik_c3b7a3c093ce4eb3991b06e07ef62782,Spielfilm,1919,Deutschland,,,,,"Heinrich Peer, Richard Senius, Ida Perry, Walter Formes",,,,,,,,,,,,,,,,,,,A.G. Filmfabrikation Arthur Günsburg (Berlin),,,Lorenz Bätz,,,,,,,,,,,,,,
Meier & Sohn,https://www.filmportal.de/film/meier-sohn_8ba7e93cbefd4b55b663e14d477df480,Spielfilm,1919,Deutschland,,,,,"Karl Elzer, Rudi Wehr, Lily Hesseling, Fred Kronström",,,,Franz Hofer,,,,,Ernst Krohn,,,,,,,,,,Bayerische Film-Gesellschaft Fett & Wiesel (München),,,Franz Hofer,,,,,,,,,,,,,,
Mein Leopold,https://www.filmportal.de/film/mein-leopold_5c805026bd7c4dc495851289dfe22420,Spielfilm,1919,Deutschland,,,,,"Conrad Dreher: August Weigelt, Schuhwarenfabrikant, Sabine Impekoven: Klara, seine Tochter, Richard Ludwig: Leopold, sein Sohn, Leo Peukert: Starke, Geschäftsführer, Fritz Lion: Amtsrichter Zernikow, Leona Bergeredessen Frau, Annemarie Mörike: Marie, Melita Petri: Emma, beider Kinder, Otto Treptow: Mehlmeyer, Komponist",,,,Heinrich Bolten-Baeckers,,,,,,,,,,,,,,,BB-Film-Fabrikation Bolten-Baeckers (Berlin),,,Heinrich Bolten-Baeckers,,,,,,,,Adolphe L'Arronge (Bühnenstück),,,,,,
Mein Neffe - der Herr Baron,https://www.filmportal.de/film/mein-neffe-der-herr-baron_81628a5c61e84c7d865935d698c66d3e,Spielfilm,1919,Deutschland,,,,,"Josefine Dora, Richard Senius, Herbert Kiper",,,,,,,,,,,,,,,,,,,Karfiol-Film (Berlin),,,William Karfiol,,,,,,,,,,,,,,
Mein Wille ist Gesetz,https://www.filmportal.de/film/mein-wille-ist-gesetz_8420dcbbc3bd42bd9e5cbd3514e5468b,Spielfilm,1919,Deutschland,,,Hans Neirath,,"Bernd Aldor, Manja Tzatschewa, Alexander Ekert, Olga Engl",,,,Fanny Carlsen,,,,,Ivar Petersen,,,,,,,,,,Rex-Film Gmb: H (Berlin),,,Lupu Pick,,,,,,,,,,,,,,
"Meine Frau, die Filmschauspielerin",https://www.filmportal.de/film/meine-frau-die-filmschauspielerin_7b1d086f26b344789a91bef8a6effde3,Spielfilm,1919,Deutschland,,,Kurt Richter,,"Ossi Oswalda: Filmstar Ossi, Victor Janson: Genraldirektor der Filmgesellschaft, Hanns Kräly1. Dramaturg der Firma, Paul Biensfeldt2. Dramaturg der Firma, Julius Dewald: Baron Erich von Schwindt, Max Kronert: Hortelportier Wastel",,,,"Erich Schönfelder, Hanns Kräly, Ernst Lubitsch",,,,,Theodor Sparkuhl,,,,,,,,,,Projektions-AG Union (PAGU) (Berlin),,Paul Davidson,Ernst Lubitsch,,,,,,,,,Universum-Film AG (UFA) (Berlin),,35mm,"s/w, stumm",,
Meine offizielle Frau,https://www.filmportal.de/film/meine-offizielle-frau_01b3ac47ee83400c97b19c0977204590,Spielfilm,1919,Deutschland,,,Jack Winter,,"Ellen Richter: Sonja, Hans Schweikart: Sergei, Magnus Stifter: Großfürst, Martin Hartwig: Fürst Constantin, Gerta Böttcher: Seine Frau, Hugo Flink: Rittmeister Sascha, Emil Rameau: Baron Friedrich, Poldi Müller: Gesellschafterin, Olga Engl: Fürstin Ignatieff",,,,"Willi Wolff, Georg Jacoby",,,,,,,,,,,,,,,Projektions-AG Union (PAGU) (Berlin),,,Georg Jacoby,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Melodie des Herzens,https://www.filmportal.de/film/melodie-des-herzens_33935dfa1aa14aef9aaf1a64650e5428,Spielfilm,1919,Deutschland,,,,,"Charles Willy Kayser, Ada Svedin",,,,,,,,,,,,,,,,,,,Oskar Einstein Gmb: H (Berlin),,,"Willy Achsel, Ludwig Czerny",,,,,,,,,,,,,,
Menschen in Ketten,https://www.filmportal.de/film/menschen-in-ketten_62731eb065e64480acac9085b90fd1f7,Spielfilm,1919,Deutschland,,,Artur Günther,,"Friedrich Zelnik: Reydt, Ingenieur, Ferdinand Bonn: Van Bogaers, Werftdirektor, Wilma von Mayburg: Helene, seine Frau, Harry Berber: Arend, Schlosser, Melitta Klefer: Adele, seine Frau, Erna Thiele: Agathe, deren Schwester, Julius Brandt: Robert Kampen, Else Schreiber: Terese, dessen Frau, Edwin Schäfer: Sanders, Kriminalbeamter, Jeane Vane: Liane Gust, Alfred Graening",,,,Hans Gaus,,,,,Max Faßbender,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,Karl Grune,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
"Menschen, die das Glück verachten",https://www.filmportal.de/film/menschen-die-das-glueck-verachten_26f9c2f765c54f2eaa30814c45ba20df,Spielfilm,1919,Deutschland,,,,,"Carl Mannstädt: Alfred Milner, Besitzer einer Grammephonfabrik, Iven Andersen: Yesta, seine Frau, Nelly Guttmann: Ellen, deren Kind, Max Heppner: Borris Borowski, Gesanglehrer, Joseph Klein: Arvid Halström, Komponist, Gerda Frey: Gerta Winter, Erzieherin bei Milner",,,,Alfred Mayer-Eckhardt,,,,,,,,,,,,,,,Internationaler Film-Vertrieb Deitz & Co (Berlin),,,,,,,,,,,,,,,,,
"Menschen, die vom Wege kamen",https://www.filmportal.de/film/menschen-die-vom-wege-kamen_43a73075fecc4b128586614cbf247e0d,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,,,,,,,,,,,,,,,
Das Menuett,https://www.filmportal.de/film/das-menuett_fc4bfc2468b64765a317ab92db972a36,Spielfilm,1919,Deutschland,,,,,"Antonie Jaeckel, Jacques Wandryck",,,,,,,,,,,,,,,,,,,,,,Ludwig Czerny,,,,,,,,,,,,,,
Der Millionenbauer,https://www.filmportal.de/film/der-millionenbauer_7e33fbd29f124527914eb1745436945a,Spielfilm,1919,Deutschland,,,,,"Conrad Dreher, Leo Peukert, Ortrud Wagner",,,,,,,,,,,,,,,,,,,"BB-Film-Fabrikation Bolten-Baeckers (Berlin), Oliver-Film Gmb: H (Berlin)",,,,,,,,,,,Max Kretzer,,"4 Akte, 1525 m","35mm, 1:1,33","s/w, stumm",,Prüfung: Januar 1919
Das Millionenmädel,https://www.filmportal.de/film/das-millionenmaedel_2b8f76ce0dbb40938b53124244c9393c,Spielfilm,1919,Deutschland,,,Kurt Richter,,"Ossi Oswalda: Ossi Wittgenstein, Emilie Kurz: Auguste Löschbrand, ihre Tante, Josef Commer: Onkel Karl, Augustes Bruder, Max Kronert: Direktor Kohlhaupt, Lyzeumsdirektor, Paul Hansen: Mauritius Natter, Musiker, Marga Lindt: Metella Fierella, eine von vielen, Julius Brandt: Baron Niki Morstadt",,,,Alfred Halm,,,,,Willy Großstück,,,,,,,,,,Projektions-AG Union (PAGU) (Berlin),,,Alfred Halm,,,,,,,,,,,,,,
Miss Sarah Sampson,https://www.filmportal.de/film/miss-sarah-sampson_991f313bdfc4432a98f365ad100c097d,Spielfilm,1919,Deutschland,,,,,"Ethel Orff, Grit Hegesa, Robert Scholz, Rudolf Hofbauer",,,,"Heinrich Brandt, Johannes Brandt",,,,,,,,,,,,,,,,,,Adolf Abter,,,,,,,,,,,,,,
Die Mission eines Toten,https://www.filmportal.de/film/die-mission-eines-toten_9f0a0a5d6d7a4363aae05e767f598439,Spielfilm,1919,Deutschland,,,,,Magda Madeleine,,,,,,,,,,,,,,,,,,,,,,Friedrich Fehér,,,,,,,,,,,,,,
Mister Rubinstein,https://www.filmportal.de/film/mister-rubinstein_c16c3f552b86411e81f76855d559e115,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mit 300 PS.-Vollgas,https://www.filmportal.de/film/mit-300-ps-vollgas_0a3c7a8e4e4740b1a0299ad45af8a0ae,Spielfilm,1919,Deutschland,,,,,"Valy Arnheim: Harry Hill, Marga Lindt",,,,,,,,,,,,,,,,,,,,,,Valy Arnheim,,,,,,,,,,"4 Akte, 1245 m","35mm, 1:1,33",,,
Mit Leib und Seele eigen,https://www.filmportal.de/film/mit-leib-und-seele-eigen_cb6d61e3f2f3487594524ebbd6d3566d,Spielfilm,1919,Deutschland,,,,,"Bernhard Goetzke: Mihail, ein Bauernbursche, Gustav Adolf Semler: Sergej von Saltikow, Gustav Czimeg: Sascha, sein Freund, Richard Franz: Wassily, Kaufmann, Max Gülstorff: Iwan, Kaufmann, Alice Torning: Nadeschda Iwans Frau",,,,Max Pollaczek,,,,,Axel Graatkjær,,,,,,,,,,Internationaler Film-Vertrieb Deitz & Co (Berlin),,,Emmerich Hanus,,,,,,,,,,,,,,
Der Mitternachtsassessor,https://www.filmportal.de/film/der-mitternachtsassessor_27c09dc4af6e448fb8369b6d9131471f,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,Curt Courant (?),,,,,,,,,,Ring-Film Gmb: H (Berlin),,,Erik Lund,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Moderne Töchter,https://www.filmportal.de/film/moderne-toechter_e72baa534db542998abafeb17e873d0d,Spielfilm,1919,Deutschland,,,Karl Machus,,"Manja Tzatschewa, Max Laurence, Olga Engl, Rudolf Lettinger, Meinhardt Maur, Fritz Hartwig, Karl Falkenberg, Margarete Kupfer",,,,Margarete M. Langen,,,,,,,,,,,,,,,,,,Manfred Noa,,,,,,,,,,,,,,
Der Mohr hat seine Schuldigkeit getan,https://www.filmportal.de/film/der-mohr-hat-seine-schuldigkeit-getan_efd07391ff694368a52f6327396aea98,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Eiko-Film Gmb: H (Berlin),,,,,,,,,,,,,,,,,
