Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Ballade,https://www.filmportal.de/film/ballade_35a2764106824d1d9f3b25174e03cc22,Spielfilm,1938,Deutschland,,,Bruno Lutz,,"Jessie Vihrog: Prinzessin Dorothee, genannt Dodd, Evelin von Schöning: Prinzessin Friederike, genannt Fritz, Karl Wüstenhagen: Herzog, Alexander Engel: Vertrauter Schattenwitz, Herbert Wilk: Leutnant Joachim Giese, Rolf von Goth: Prinz Bernhard, Eduard von Winterstein: Pausin, Annemarie Steinsieck: Stiftsdame, Helene Fehdmer: Tante Luise, Fritz Klaudius: Feldkaplan, Harald Howe: Trommler, Herbert Gaidzik: Leutnant, Paul Luka: Soldat, Karl Prokot: Adjutant, Hellmuth Passarge: Soldat, Ulla Ronge: Stiftsfräulein, Aribert Grimmer: Hegemeister, Maria Seidler: Hegemeisters Frau",,,,Peter Hagen,,,Helmut Schreiber,,Bruno Timm,,,,,,Heinz-Friedel Heddenhausen,,,,Tobis-Filmkunst Gmb: H (Berlin),Alfred Bittins,,Peter Hagen,,,,,,,,,,"5 Akte, 2000 m, 74 min",35mm,Ton,,
Der Barbier von Sevilla,https://www.filmportal.de/film/der-barbier-von-sevilla_2ce92f88a4074783a8c04df7dc5ac329,Spielfilm,1938,Deutschland/Spanien,"Friedrich Kurth, Heinz Abel",,"Gustav A. Knauer, Alexander Mügge",,"Fernando de Granada: Conde de Almaviva / Graf Almaviva, Pedro Fernández Cuenca: Coronel, Noé de la Peña: Sargento, Pedro Barreto: Tabernero, José Escandell: Polizonte, Joaquín Reig: Notario, Miguel Ligero: Bartolo, Raquel Rodrigo: Rosina, Roberto Rey: Figaro, Estrellita Castro: Zigeunerin, Fernando Granada: Graf Almaviva, Tina GascóSusanna, Alberto Romea: Don Basilio","Bobby E. Lüthge (deutsche Fassung), Antonio Quintero (Spanische Fassung), K. Paul Rohnstein (?) (Deutsche Fassung)",,,Benito Perojo,,"Fritz Pietsch, Paula Hettwer","Kurt Hartmann, Helmut Beck",,Bruno Mondi,Erich Grohmann,Siegfried Bürmann (?),,,,"Gioacchino Rossini, Juan Mostazo Morales, Walter Sieber",,Juan Mostazo Morales (?),,F.D.F. Fabrikation deutscher Filme Gmb: H (Berlin),"Kurt Hartmann, Helmut Beck",Johann W. Ther,Benito Perojo,Joaquín Reig,,Johannes Lüdke (Deutsche Fassung),,Alexander Schmoll,,Adolf Jansen,"Gioacchino Rossini (Oper ""Il barbero di Sevilla"")",Hispano Film Produktion Gmb: H (Berlin + Madrid),,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Der Blaufuchs,https://www.filmportal.de/film/der-blaufuchs_481d250c6df6462fa32d3f2b2f176b50,Spielfilm,1938,Deutschland,"Alexander Schneider-Desnitzky, Viktor Eisenbach",,Werner Schlichting,,"Zarah Leander: Ilona Paulus, Willy Birgel: Flieger Tibor Vary, Paul Hörbiger: Privatdozent Stephan Paulus, Jane Tilden: Modezeichnerin Lisi, Karl Schönböck: Tenor Trill, Rudolf Platte: Kutscher Béla, Eduard Wenck: Bahnwärter Ürem, Edith Meinhard: Dienstmädchen Tilla, Franz von Bokay: Diener Josy, Erich Dunskus: Tankwart, Olga Engl: Ilonas Tante Margit, Lothar Geist: Tankstellenlehrling, Max W. Hiller: Bauer am Bahnhof, Antonie Jaeckel: Frau Rektor, Eva Klein-Donath: Professorengattin, Ingolf Kuntze: Direktor des ""Trocadero"", Marjan Lex: Magd Anuska, Gertrud de Lalsky: Professorengattin, Erich Nadler: Regisseur des ""Trocadero"", Berta Scheven: Frau des Bahnwärters, Friedel Müller: Professorengattin, Paul Rehkopf: Ungarischer Bauer",,,,Karl Georg Külb,,,Bruno Duday,,Franz Weihmayr,,,,Bruno Balz,,Lothar Brühne,,Erich Holder,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Bruno Duday),Erich Holder,,Viktor Tourjansky,Fritz Andelfinger,,Walter Fredersdorf,,,,Carlheinz Becker,"Ferenc Herczeg (Bühnenstück ""A kék róka"")",,"2765 m, 101 min","35mm, 1:1,33","s/w, Tobis-Klangfilm","Uraufführung (DE): 14.12.1938, Düsseldorf, Apollo",
Capriccio,https://www.filmportal.de/film/capriccio_0c8c4ccf6c374b1ea25384d2700c9dfb,Spielfilm,1938,Deutschland,Ludwig Kühr,,Walter Röhrig,Werner Stammer,"Lilian Harvey: Madelone alias Don Juan de Casanova, Viktor Staal: Fernand de Villeneuve, Paul Kemp: Henri de Grau, Aribert Wäscher: Präfekt Barberousse, Paul Dahlke: Madelones Vormund Cesaire, Anton Imkamp: Madelones Großvater General d' Estroux, Kate Kühl: Gräfin Mallefougasse, Margot Höpfner: Tochter Eve Mallefougasse, Hedi Höpfner: Tochter Anois Mellefougasse, Ursula Deinert: Tänzerin, Werner Stock: Page, Annemarie Holtz: Madame Hélène, Erika Raphael: Tanzmädchen, Willy Gerber: Brautwerber, Margot Erbst: Blumenmädchen Marie, Martha von Kossatzky: Barbara, Moja Petrikowsky: Kloster-Oberin, Anna von Palen: Nonne, Friedrich Gnaß1. Hahnenkämpfer, Nico Turoff2. Hahnenkämpfer, Herbert Weißbach: Gerichtsvorsitzender, Paul Schwed: Gendarm, Georg Georgi1. Wirt, Karl Hannemann2. Wirt, Margit Dörr-Humbrecht: Klosterschülerin, Gudrun Ady: Klosterschülerin, Lili Harich: Klosterschülerin, Marianne Schleif: Klosterschülerin, Elfriede Vollmer: Klosterschülerin, Elisabeth Veit: Klosterschülerin, Thea Fischer: Klosterschülerin, Josef Dahmen: Barberousses Brautwerber und Zechkumpan, Heinz Berghaus: Barberousses Brautwerber und Zechkumpan, Karl Wagner: Barberousses Brautwerber und Zechkumpan, Max W. Hiller: Barberousses Brautwerber und Zechkumpan, Wilhelm Egger-Sell: Barberousses Brautwerber und Zechkumpan, Franz Schöber: Barberousses Brautwerber und Zechkumpan, Michael von Newlinski: Barberousses Brautwerber und Zechkumpan, Leo Sloma: Zechkumpan des Generals, Kurt Getke: Zechkumpan des Generals, Arthur Reppert: Zechkumpan des Generals, Oscar Aigner: Zechkumpan des Generals, Albert Ihle: Zechkumpan des Generals, Friedrich Petermann: Zechkumpan des Generals, Adolf Schröder: Zechkumpan des Generals, Fritz Wagner: Zechkumpan des Generals, Ellen Becker: Maniküre bei Henri de Grau, Friedel Fibelkorn: Maniküre bei Henri de Grau, Max Harry Ernst: Lokalgast, Liselotte Fülster: Tänzerin im Tanzsalon, Marianne Grund: Klosterschülerin, Herr Schröder, Hilde Hohmann",,,,"Felix Lützkendorf, Rudo Ritter",,"Paul Haupt, Maria Kühr, Gertrud Wendt",Karl Ritter,,Günther Anders,"Adolf Kühn, Curt Fischer","Manon Hahn, Arno Richter",,Franz Baumann,,Alois Melichar,,Alois Melichar,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Karl Ritter),,,Karl Ritter,Gottfried Ritter,,Gottfried Ritter,,Ferdinand Rotzinger,,Ludwig Ruhe,,,"6 Akte, 2643 m, 95 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Carmen de la Triána,https://www.filmportal.de/film/carmen-de-la-triana_a2cb2785565c46ec906b8fc3a370feac,Spielfilm,1938,Deutschland/Spanien,,,Franz Schroedter,,"Imperio Argentina: Carmen, Rafael Rivelles: José Navarro, Manuel Luna: Antonio Vargas Heredia, Pedro Fernández Cuenca: Juan, Pedro Barreto: Salvador, Margit Symo: Dolores, Alberto Romea: Comandante Ramírez, Noé de la Peña: Triqui, José Prada: Sargento García, Anselmo Fernández: Miguel, Juan Laffitamulero, Julio Roos: Capitán Moraleda, Ramón Montoyaguitarrista",,,,"Florián Rey, Lothar Philipp August Mayring, Fred Andreas, Philipp Lothar Othello Mayring",,,,,Reimar Kuntze,,,,,,"José Muñoz Molleda, Juan Mostazo Morales",,Hansom Milde-Meißner,,Tonfilm-Studio Carl Froelich & Co. (Berlin),,Carl Froelich,Florián Rey,,,,,,,,,"Hispano Films (Madrid), Universum-Film AG (UFA) (Berlin)",,,,,
Dir gehört mein Herz,https://www.filmportal.de/film/dir-gehoert-mein-herz_2c5ee594a09140cc95854a10e72ba81a,Spielfilm,1938,Italien/Deutschland,,,Guido Fiorini,,"Beniamino Gigli, Carla Rust: Gloria Bakermann, Heinz Salfner: Herr Bakermann, Lucie Englisch: Nanina, Richard Romanowsky: Galli, Paul Kemp: Ricco, Theo Lingen: Luigi, Erich Kestin: Francesco, Friedrich Ettel: Astori, Romolo Costa: Frank",,,,"Otto Ernst Lubitz, Walter Forster, Rudo Ritter",,,Herbert Engelsing,,Arturo Gallea,,,,Ernst Marischka,,Alois Melichar (unter Verwendung von Opernmelodien),,,Cesare Andrea Bixio (Lied),"Itala-Film SA (Rom), Itala-Film Gmb: H (Berlin)",,Alberto Giacalone,Carmine Gallone,"Emanuele Caracciolo, Ernst Rechenmacher, Albert Minoprio",,Oswald Hafenrichter,,,,Otto Untersalmberger,Cesare Andrea Bixio (Lied),,,,,,
Diskretion - Ehrensache,https://www.filmportal.de/film/diskretion-ehrensache_d65d31498e894511b9aa64681fbf05c9,Spielfilm,1938,Deutschland,"Joseph Aschenbrenner, Oskar Sewerien (Assistenz)",,"Willi A. Herrmann, Alfred Bütow",,"Heli Finkenzeller: Mary Hopkins, Ida Wüst: Tante Carola, Fita Benkhoff: Lilian, Ralph Arthur Roberts: Mr. Hopkins, Theo Lingen: Lord Benton, Hans Holt: Peter Parker, Paul Henckels: Onkel Jerry, Rudolf Platte: Herr auf Bestellung, Hans Hermann Schaufuß1. Detektiv, Fritz Odemar: Diener, Olaf Bach: Boxer, Ernst Legal: Sergeant, Erich Kestin: Wohnwagenverkäufer, Hilla Hofer: Tänzerin, Eduard Wenck: Bürovorsteher, Max Wilmsen: Portier",,,,"H. W. Becker, G. von Großschmidt, Rolf Meyer (Bearbeitung), Kurt E. Walter (Bearbeitung)",,,,,Oskar Schnirch,Wolfgang Hofmann,,,Willy Dehmel,,Franz Grothe,,,,Cine-Allianz Tonfilm Produktion Gmb: H (Berlin),Ernst Garden,,Johannes Meyer,Auguste Barth,,Helmuth Schönnenbeck,,Eugen Klagemann,,Fritz Seeger,,,,,,,
Drei wunderschöne Tage,https://www.filmportal.de/film/drei-wunderschoene-tage_99b55bb20e3d427180db170f33228d0a,Spielfilm,1938,Deutschland,,,,,"O. E. Hasse, Annie Markart, Josef Eichheim, Otto Wernicke, Hans Richter",,,,,,,,,,,,,,,,,,,,,,Fritz Kirchhoff,,,,,,,,,,,,,,
Dreiklang,https://www.filmportal.de/film/dreiklang_096b8ff02bd241ae9998255e66b825d3,Spielfilm,1938,Deutschland,,,"Ludwig Reiber, Willi Depenau",,"Lil Dagover: Cornelia Contarini, Paul Hartmann: Hauptmann a.D. Albert von Möller, Rolf Moebius: Ulrich von Möller, Helga Marold: Monika Schramm, Walter Werner: Dr. Sitthard, Carl Günther: Bankier Henckelberg, Franz Weber: Anton, Lilli Schoenborn: Haushälterin Tina Zerbern, Otto Matthies: Hoflieferant Friedrich Wilhelm Meier, Werner Pledath: Hausbesitzer Julius Schramm, Maria Seidler: Frau Schramm, Emma Bergner, Hildegard Fränzel, Kunibert Gensichen, Hans Heinz Müller, Lotte Rausch, Ernst G. Schiffner, Leonie Stadie, Ewald Wenck",,,,"Friedrich Forster, Detlef Sierck",,"Dora Grossmann, Ida Revelli","Ernst Krüger, Hans Herbert Ulrich",,Werner Krien,Igor Oberberg,Ilse Fehling,,Bruno Hardt-Warden,"Adolf Arnold, Cilly Didzoneit",Kurt Schröder,,Kurt Schröder,,Georg Witt-Film Gmb: H (Berlin),,Georg Witt,Hans Hinrich,Rudi Hellberg,,Paul May,,Willi Weiße,,Gustav Bellers,,Universum-Film AG (UFA) (Berlin),97 min,"35mm, 1:1,37","s/w, Klangfilm",,
Dreizehn Mann und eine Kanone,https://www.filmportal.de/film/dreizehn-mann-und-eine-kanone_e3c46e4257ac4813bc09ed9a87bab86f,Spielfilm,1938,Deutschland,,,,,"Alexander Golling, Otto Wernicke, Herbert Hübner, Erich Ponto, Friedrich Kayßler, Edwin Jürgensen, Paul Wagner, Fritz Genschow, Ernst Fritz Fürbringer, Anton Pointner, Karl Dannemann, Beppo Brem, Ludwig Schmitz, Werner Pledath, Rudolf Schündler, Hans Kettler, Hans Pössenbacher, Hans Joachim Schaufuß, Walter Hillbring, Erwin van Roy, Lutz Götz, Otz Tollen, Fritz Reiff, Ernst G. Schiffner, Otto Kronburger, Anton Färber, Werner Scharf, Erich Haußmann, Willy Cronauer, Carl Graumann, Hein Burkard, Karl Schaidler",,,,"Fred Andreas, Georg Hurdalek, Peter Francke",,,,,Karl Hasselmann,,,,,,Peter Kreuder Jr.,,,,,,,Johannes Meyer,,,,,,,,,,,,,,
Du und ich,https://www.filmportal.de/film/du-und-ich_fd2d9a92fe9c4604badbc7caadc738bd,Spielfilm,1938,Deutschland,"Conny Carstennsen, Willy Laschinsky",,"Robert Herlth, Werner Schlichting, Kurt Herlth",,"Brigitte Horney: Anna Uhlig, Joachim Gottschalk: Johann Uhlig, Heinz Welzel: Otz Uhlig als Erwachsener, Werner Schott: Strumpfhändler Schütz, Elsa Wagner: Directrice bei Schütz, André Saint-Germain: Rumänischer Händler Forescu, Paul Bildt: Bankier Balke, Arthur Fritz Eugens: Otz Uhlig als Kind, Yvonne Klußmann: Friedel Schütz als Kind, Cordula Grun: Friedel Schütz als Erwachsene, Karl Hannemann: Zwischenhändler Merkner, Just Scheu: Wirkmaschinenbauer Pulvermacher, Elisabeth Eygk: Frau Pulvermacher, Eduard Wenck: Strumpfwirker Zirbel, Marga Eckardt: Klatschtante Hulda, Else Ehser: Klatschtante Nettie, Falk May: Kurt Schütz als Kind, Fritz Kösling: Kurt Schütz als Erwachsener, Borwin Walth: Alter Wirker Selbter, Richard Weimar: Wirker Tschirwitz, Otto Below: Wirker Unger, Elisabeth Bechtel: Küstersfrau, Katja Bennefeld: Kundin bei Schütz, Hella Glatzert: Verkäuferin bei Schütz, Annemarie Korff: Dame, Ruth Klaus: Verkäuferin bei Schütz, Charlotte Witthauer: Kellnerin im Gasthof ""Post"", Walter Albrecht: Vorsitzender, Gerhard Dammann: Gerichtsvollzieher, Fritz Eberth: Matrose, Karl Fochler: Wirker, Günther Hadank: Pfarrer, Wilhelm P. Krüger: Schrankenwärter, Leopold von Ledebur: Oberregierungsrat, Paul Luka: Wirker, Karl Morvilius: Sekretär bei Märkner, Hans Meyer-Hanno: Hauswirt, Dr. Prasch: Oberregierungsrat, Alf von Sivers: Ingenieur Beier, Richard Ulrich: Ministerialrat, Albert Venohr: Postwirt, Karl Vogt: Rechtsanwalt, Walter Werner: Herr Helling, Ernst G. Schiffner: Kaufmann, Franziska Dörr, Anneliese Halbe, Käthe Kamossa, Elsa Maria Köhler, Ellen Plessow, Hanna Rieke, Gerda Schaefer, Wera Schultz, Josefa Scheffel, Kurt Dremel, Rudolf Essek, Kurt Felden, Jochen Kuhlmey, Walter Kunkel, Bruno May, Kurt Mikulski, Karl Platen, Alfred Pussert, Kurt Rasquin, Herbert Weißbach, Werner von Wulfing",,,,"Eberhard Frowein, Curt J. Braun",,"Schettling, Anna Balzer",Walter Tost,,Bruno Mondi,Rudolf Bredtschneider,Ruth Wagner,,,"Ilse Siebert, Franz Siebert",Wolfgang Zeller,,,,Minerva-Tonfilm Gmb: H (Berlin),Curt Prickler,,Wolfgang Liebeneiner,Kurt Hoffmann,,Walter von Bonhorst,,Alexander Schmoll,,Ernst Otto Hoppe,"Eberhard Frowein (Roman ""Du selber bist das Rad"")",Terra-Filmkunst Gmb: H (Berlin) (Herstellungsgruppe Walter Tost),"2902 m, 106 min","35mm, 1:1,37","s/w, Ton",,
Der Edelweißkönig,https://www.filmportal.de/film/der-edelweisskoenig_af5042799a7f47f5bbca00cbc9497015,Spielfilm,1938,Deutschland,,,"Hanns H. Kuhnert, Kurt Dürnhöfer",,"Hansi Knoteck: Veverl, Paul Richter: Ferdl, Gustl Stark-Gstettenbaur: Gidi, Katharina Berger: Marianne, Ingeborg Wittmann: Hannerl, Hermann Erhardt: Valti, Viktor Gehring: Jörg, Rolf Weih: Graf Ludwig, Walter Holten: Leitnerbauer, Rolf Pinegger: Marti, Elise Aulinger: Gidis Mutter, Erik Radolf: Kommandant der Grenzwache, Otto Müller: Peperl, Margit Dicht: Lieserl, Josef Reithofer, Marta Salm, Ernst Sattler, Georg Vogelsang",,,,"Joseph Dalmann, Ludwig Schmid-Wildy",,,,,"Otto Baecker, Peter Haller",,,,,Arthur Schramm,Franz R. Friedl,,,,"Tonlicht-Film Gmb: H, Peter Ostermayr (Berlin)",,Peter Ostermayr,Paul May,,,Paul May,,,,Werner Maas,Ludwig Ganghofer (Roman),Universum-Film AG (UFA) (Berlin),"2263 m, 83 min","35mm, 1:1.33","s/w, Klangfilm","Uraufführung (DE): 01.01.1939, Stuttgart, Universum",
Das Ehesanatorium,https://www.filmportal.de/film/das-ehesanatorium_b0126476efc74f58a0f256f45e60cb4e,Spielfilm,1938,Deutschland,,,,,"Wilhelm Bendow, Käte Haack, Walter Janssen, Günther Lüders, Willy Schaeffers, Hilde Sessak, Beppo Brem, Ernst Stahl-Nachbaur, Volker von Collande, Gretl Theimer, Charlott Daudert",,,,,,,,,,,,,,,,,,,,,,Toni Huppertz,,,,,,,,,,,,,,
Es leuchten die Sterne,https://www.filmportal.de/film/es-leuchten-die-sterne_2eaa94c251f0457dafc486e4915a1ae1,Spielfilm,1938,Deutschland,"Veit Massary, Rudolf Fichtner, Fritz Brix, Ernst Braun",,"Benno von Arent (Gesamtausstattung), Karl Machus, Bruno Monden",Anthony Nellé,"Ernst Fritz Fürbringer: Filmregisseur Hans Holger, La Jana: Tänzerin, Paal Roschberg: Tänzer, Vera Bergman: Komparsin Carla Walten, Fridtjof Mjöen: Komparse Werner Baumann, Carla Rust: Mathilde Birk, Rudi Godden: Aufnahmeleiter Knutz, Paul Verhoeven: Aufnahmeleiterassistent Gebauer, Rose Rauch: Sängerin, Elisabeth Wendt: Schauspielerin Marven, Karl Stepanek: Oberbeleuchter Brandt, Else Elster: Frau Knutz, Eva Tinschmann: Frau Bökelmann, Horst Birr: Kameramann Kruse, Arthur Schröder: Direktor, Hermann Pfeiffer: Produktionsleiter, Rosita Serrano: Spanische Sängerin, Hansjakob Gröblinghoff: Kamerassistent, Ursula Deinert: Tänzerin, Fred Becker: Tänzer, Helen Burley: Tänzerin, Rudolf Schündler: Versicherungsmann, Erwin Biegel: Kellner, Erika Steenbock: Ella, Komparsin, Heinz Piper: Textdichter, Kurt Mikulski: Böckelmann, Maskenbildner, Willi Forst: Gaststar, Luis Trenker: Gaststar, Georg Alexander: Gaststar, Lil Dagover: Gaststar, Karl Ludwig Diehl: Gaststar, Käthe Dorsch: Gaststar, Gustav Fröhlich: Gaststar, Heinrich George: Gaststar, Paul Hartmann: Gaststar, Ruth Hellberg: Gaststar, Hilde Hildebrand: Gaststar, Paul Hörbiger: Gaststar, Jupp Hussels: Gaststar, Jenny Jugo: Gaststar, Harry Liedtke: Gaststar, Wolfgang Liebeneiner: Gaststar, Paul Kemp: Gaststar, Theo Lingen: Gaststar, Albert Matterstock: Gaststar, Irene von Meyendorff: Gaststar, Hans Moser: Gaststar, Anny Ondra: Gaststar, Harald Paulsen: Gaststar, Johannes Riemann: Gaststar, Ralph Arthur Roberts: Gaststar, Hans Söhnker: Gaststar, Albrecht Schoenhals: Gaststar, Olga Tschechowa: Gaststar, Luise Ullrich: Gaststar, Grethe Weiser: Gaststar, Ida Wüst: Gaststar, Max Schmeling: Gaststar, Rudolf Caracciola: Gaststar, Manfred von Brauchitsch: Gaststar, Hermann Lang: Gaststar, Paul Lincke: Gaststar, Karl Jüstel, Max Harry Ernst, Walter Steinweg, Boris Alekin, Benno Müller, Ellen Gutschmidt, Sybille Schmitz, Jörg Schöning, Leo Leux, Conrad Curt Cappi, Fritz Draeger, Terry Carlton, Eva Klein-Donath, Hilde Krüger, Eberhard Mack, Dita Mollenhauer, Klaus Pohl, Lucie Polzin, Heinz Ritter, Ilse Rose-Vollborn, Ernst Stimmel, Willy Schaeffers, Walter Gross, Georg A. Profé, Carl-August Dennert, Charles  François, Michael von Newlinski, Fred Goebel",,,,Hans H. Zerlett,,"Walter Brunck, Marie-Luise Arndt",Helmut Schreiber,,Georg Krause,Felix Nerlich,Maria Pommer-Uhlig,,"Hans H. Zerlett, Bruno Balz","Alfred Lehmann, Frieda Lehmann, Martin Gericke","Leo Leux, Paul Lincke, Matthias Perl, Ernst Kirsch, Franz R. Friedl",,Leo Leux,,Tobis-Filmkunst Gmb: H (Berlin),,,Hans H. Zerlett,"Alfons von Plessen, Max W. Kimmich","Fritz Kelch, Fritz Bollenhagen, Georg Maier, Ernst Braun",Ella Ensink,,Heinz Ritter,,Hans Rütten,,,"2735 m, 100 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
L'Étrange M. Victor,https://www.filmportal.de/film/letrange-m-victor_e834d5ac07844543b244ee21e3eaf8cd,Spielfilm,1938,Deutschland,,,"Willy Schiller, Otto Hunte",,"Madeleine Renaud: Madeleine Agardanne, Marcelle Géniatla mère de Victor, Viviane Romance: Adrienne Robineau, Odette Roger: Mme Marie, Geneviève Guitry, Raimu: Victor Agardanne, Pierre Blanchar: Bastien Robineau, Andrieux: Robert Cerani, Georges Flamant: Amédée, Marcel Maupi: Rémi, Édouard Delmont: Paroli, Jean Daniel, Armand Larcher, Charles Blavette, Vincent Hyspa, Mihalesco, Geymond Vital, Roger Peter","Marcel Achard, Charles Spaak",,,"Albert Valentin, Charles Spaak",,,,,Werner Krien,,,,,,Robert Manuel,,,,Universum-Film AG (UFA) (Berlin),,,Jean Grémillon,,,,,,,Antoine Archimbaud,,Alliance Cinématographique Européenne (A.C.E.) (Paris),113 min,"35mm, 1:1.33",s/w,"Uraufführung (FR): 04.05.1938, Paris, Champs-Elysées, Madeleine",
Fahrendes Volk,https://www.filmportal.de/film/fahrendes-volk_908ca1f9aa1241c8a146425223554ce5,Spielfilm,1938,Frankreich/Deutschland,,,"Jean d'Eaubonne, Heinrich Weidemann, Fritz Maurischat",,"Hans Albers: Fernand, Camilla Horn: Pepita, Herbert Hübner: Zirkusdirektor Edward Barlay, Hannes Stelzer: Marcel, Irene von Meyendorff: Yvonne, Ulla Gauglitz: Suzanne, Alexander Golling: Tino, Otto Stoeckel: Charlot, Aribert Mog: Gendamerieleutnant, Walter Holten: Joe, Franz Arzdorf: Präfekt, Françoise Rosay: Domteuse Madame Flora, Willem Holsboer1. Verehrer Pepitas, Herbert Weißbach2. Verehrer Pepitas, Philipp VeitÄlterer Kavalier Pepitas, Hans Alpassy: Raubtierwärter, Bob Bauer: Raubtierverkäufer, Elsa Andrée-Beyer1. Autogrammjägerin, Lilo Bergen2. Autogrammjägerin, Willy Cronauer: Inspizient im Zirkus in Paris, Eugen Schöndorfer: Kassierer bei Barlay, Reinhold Lütjohann: Fleischlieferant für die Tiere im Zirkus, Hedwig Wangel: Wirtschafterin Yvonnes im Zirkus, Erwin van Roy: Mann, der den Zirkus ankündigt, Toni Forster-Larrinaga: Lehrerin, Richard Korn: Schneidermeister bei der Zirkusparade, Friedrich GnaßBosko, Hermann Kellein: Gigolo, Magda Lena: Yvonnes Tante, Edith von Wilpert: Tanzschullehrerin, Theodolinde Müller: Tanzschülerin, Karl Platen: Registrarbeamte, Franz Schönemann: Gendarm, Tilly Wedekind: Reiche Amerikanerin, Elise Aulinger: Löwenfellgerberin, Hans Hanauer: Alter Arzt beim kranken Löwen, Louise Morland: Mädchen bei Pepita und Marcel im ""Hotel du Nord"", Rudolf Raab: Personalchef im Kaufhaus, Georg Schmieter, Franz Stick",Bernard Zimmer,,,"Jacques Viot, Jacques Feyder",,,Helmut Schreiber,,"Franz Koch, Josef Illig",,"Maria Pommer-Uhlig, Georges K. Benda",,,,Wolfgang Zeller,,,,"Films Sonores Tobis (Paris), Tobis-Filmkunst Gmb: H (Berlin)",Robert Leistenschneider,,Jacques Feyder,Otto Stephan,,Wolfgang Wehrum,,Rudolf Reißner,,Friedrich Wilhelm Dustmann,,,"2933 m, 107 min","35mm, 1:1.33","s/w, Tobis-Klangfilm","Uraufführung (DE): 01.07.1938, Hamburg, Ufa-Palast",
