Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Der Grenzjäger,https://www.filmportal.de/film/der-grenzjaeger_ec60f323ce8d4d25ac2cf7fe51932207,Spielfilm,1929,Deutschland,,,,,"Gritta Ley: Monika, Georg Scheurerder ""Schnapper"", ein Schmuggler, Monikas Vater, Max Biedermann: Hochbauer, Käthe Consée: Eulalie, dessen Wirtschafterin, Hanns Beck-Gaden: Anreiner, ein Grenzjäger, Sepp Kaser: Jockeli, Hans Witting: Josef Schmitt, Karl Demvel: Kommandant",,,,Hanns Beck-Gaden,,,,,Karl Attenberger,,,,,,,,,,Mercedes-Film (München),,,Hanns Beck-Gaden,,,,,,,,,,"7 Akte, 2755 m","35mm, 1:1.33","s/w, stumm",,
Großstadtkinder. Zwischen Spree und Panke,https://www.filmportal.de/film/grossstadtkinder-zwischen-spree-und-panke_a29c9093dbab4dfab62f8ae08d95ae4c,Spielfilm,1929,Deutschland,,,"Robert A. Dietrich, F.W. Krohn",,"Grete Reinwald, Carl Töpfer, Carl Auen, Karl Harbacher, Heinz Kleinmann, Li Hayda, Heinz Könecke, Gustl Stark-Gstettenbaur, Karl Falkenberg",,,,Arthur Haase,,,,,"Paul Holzki, Josef Dietze",,,,,,,,,,Haase-Film (Berlin),Arthur Haase,,Arthur Haase,,,,,,,,,,,,,,
Großstadtschmetterling,https://www.filmportal.de/film/grossstadtschmetterling_3a06dc819a194a83bfad1489fbfbab06,Spielfilm,1929,Deutschland/Großbritannien,Arthur Teuber,,"Willi A. Herrmann, Werner Schlichting, Fritz Maurischat (Entwurf für Schüfftan-Verfahren)",,"Anna May Wong: Mah, Nien Sön Ling: Mr. Wu, Alexander Granach: Coco, E. F. Bostwick: Mr. Working, ein Künstler aus den USA, Tilla Garden: Ellis, Workings Tochter, Gaston Jacquet: Baron de Neuve, Fred Louis Lerch: Fedja Kusmin, Szöke Szakall: Paul Bonnet, Maler, John Höxter",,,,Adolf Lantz,,,,,"Heinrich Gärtner (Fotografische Leitung), Otto Baecker",,,,,,"Max A. Pflugmacher (Kino-Musik, Universum), Hansheinrich Dransmann (Kino-Musik, Titania-Palast)",,,,"Eichberg-Film Gmb: H (Berlin), British International Pictures Ltd. (B.I.P.) (London)",,Richard Eichberg,Richard Eichberg,,,,,,,,Hans Kyser (Frei nach einer Novelle von),,"7 Akte, 2454 m","35mm, 1:1,33","s/w, ohne Ton",,
Das grüne Monokel,https://www.filmportal.de/film/das-gruene-monokel_cb4d6d844ce146a292aa0d50e3a77877,Spielfilm,1929,Deutschland,,,Robert Neppach,,"Ralph Clancy: Stuart Webbs, Fred Döderlein: Hans von Traß, Betty Bird: Christa Varell, Suzy Vernon: Inez Rion, Gaston Modot: Mc: Cornick, Livio C. Pavanelli: Miller, Paul Hörbiger: Snyder, Ferdinand Hart: Bruce, Arnold Korff: Dr. Heinzius",,,,"Curt J. Braun, Bobby E. Lüthge",,,,,"Willy Goldberger, Curt Oertel",,,,,,Hansheinrich Dransmann (Kino-Musik),,,,D.L.S. Deutsches Lichtspiel-Syndikat AG (Berlin),,Marcel Hellmann,Rudolf Meinert,Louis Domke,,,,,,,,,,,,,
Der Günstling von Schönbrunn,https://www.filmportal.de/film/der-guenstling-von-schoenbrunn_8349dbf5884845f6baf62d0680caaa76,Spielfilm,1929,Deutschland,,,"Alfred Junge, Erich Czerwonski (Ton-Sequenzen)",,"Iván Petrovich: Oberst Trenck, Lil Dagover: Kaiserin Maria Theresia, Vera Malinovskaja: Gräfin Nostiz, Henry Stuart: Kaiser Franz, Kurt Vespermann: Trencks Diener, Jack Mylong-Münz: Ordonnanz des Kaisers, Ferdinand von Alten, Valeria Blanka, Ludwig Stössel, Alexander Murski",,,,Ladislaus Vajda,,,,,Friedl Behn-Grund,,,,,,Giuseppe Becce,,,,Greenbaum-Film Gmb: H (Berlin),"Georg Witt, Guido Bagier (Tonfilm-Sequenzen)",Hermann Millakowsky,"Erich Waschneck, Max Reichmann (Ton-Sequenzen)",Géza Pollatschik,,,,,,"Karl Brodmerkel, Adolf Jansen, Fritz Seeger (Tonkamera), Max Brinck (Tonkamera)",,,100 min,"35mm, 1:1,33","s/w, stumm + Ton",,
Die Halbwüchsigen,https://www.filmportal.de/film/die-halbwuechsigen_2c4a89f4c0f7470a851818112ee3580c,Spielfilm,1929,Deutschland,,,"Gustav A. Knauer, Willy Schiller",,"Anton Pointner: Ingenieur Maxwell, Martin Herzberg: Hans, Daisy d'Ora: Else, Jaro Fürth: Bremer, Otti Dietzeseine Frau, Georgia Lind: Lissy, Angelo Ferrari: Ralph van Alst, Carla Bartheelseine Freundin, Leopold von Ledeburder Hausarzt, Otto Reinwald: Richard, Heinrich Gotho",,,,"Edmund Heuberger, Eduard Andrés",,,,,Max Grix,,,,,,Bernhard Homola (Kino-Musik),,,,Aco-Film Gmb: H (Berlin),,,Edmund Heuberger,,,,,,,,,,,,,,
Harrys Liebesnest,https://www.filmportal.de/film/harrys-liebesnest_47d5262ea4214962a6b0604ebec339a0,Spielfilm,1929,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilige oder Dirne. Nebenbuhlerinnen,https://www.filmportal.de/film/heilige-oder-dirne-nebenbuhlerinnen_b2ceb25abb15433a89429fc5d204f5c4,Spielfilm,1929,Deutschland,,,Dosio Koffler,,"Marcel Vibert: Raoul, Hilde von Stolz: Therese, dessen Nichte, Maria Korda: Lydia, Thereses Freundin, Gertrud Eysoldt: Raouls Mutter, Hans Adalbert Schlettow: Gonsalez, der Plantagenbesitzer, Lee Abèredessen Frau, Hans Albers: Varnesi, Erika Dannhoff, Paul Otto: Dr. Abrisni, Bankier, Michael Rasumny",,,,Herbert Rosenfeld,,,,,Carl Drews,,,,,, Ralph (Kino-Musik),,,,Martin Berger Film Gmb: H (Berlin),,Martin Berger,Martin Berger,,,,,,,,Georges Ohnet (Bühnenstück),,,"35mm, 1:1,33","s/w, ohne Ton",,
Der Held aller Mädchenträume,https://www.filmportal.de/film/der-held-aller-maedchentraeume_c42f3e6c07494fc0874a40818217bb25,Spielfilm,1929,Deutschland,,,Robert Neppach,,"Harry Liedtke: Gaston, Vicomte de Lormand, Marcel Vibert: Marquis de Corbé, Betty Bird: Marianne Turbon, Hermine Sterler: Madame Turbon, Jeanne Helbling: Lolotte, Gertrud Arnold, Oreste Bilancia, Karl Elzer, Karl Huszar-Puffy, Max Maximilian, Karl Platen, Anton Pointner, Rosa Valetti",,,,Walter Reisch,,,,,"Carl Drews, Gotthardt Wolf",,,,,,Walter Winnig (Kino-Musik),,,,Super-Film Gmb: H (Berlin),,"Robert Land, Julius Haimann",Robert Land,Friedel Buckow,,,,,,,,,,,,,
Helden des Tages,https://www.filmportal.de/film/helden-des-tages_26e8cbbaffe24b0c8d5602ac6fee66d9,Spielfilm,1929,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die Herrin und ihr Knecht,https://www.filmportal.de/film/die-herrin-und-ihr-knecht_dd99625d1d3c47e0a78fec400d99db7c,Spielfilm,1929,Deutschland,,,Franz Schroedter,,"Henny Porten: Johanna von Grothe, Mary Kid: Marianne, ihre Schwester, Fritz Kampers: Oberst Sassin, Igo Sym: Fürst Fergussow, Alexander Wyrubow1. Adjutant, Alexander Sascha2. Adjutant, Bruno Ziener: Baumgartner, Renée Stobrawa: Frau Matjunke, Gustl Stark-Gstettenbaur: Hans, Penka Christowa, Valy Arnheim, Alexander von Corbin",,,,Friedrich Raff,,,,,Friedl Behn-Grund,,,,,,Hansheinrich Dransmann (Kino-Musik),,,,Henny Porten-Film Produktion Gmb: H (Berlin),Wilhelm von Kaufmann,"Henny Porten, Wilhelm von Kaufmann",Richard Oswald,,,,,,,,Georg Engel,,,,,,
Hingabe,https://www.filmportal.de/film/hingabe_bb35cddc4e7a4c27835eaedfa4338e35,Spielfilm,1929,Österreich/Deutschland,,,"Artur Berger, Emil Stepanek",,"Marcella Albanidie Frau, Hans Melzerder Vater, Hans Adalbert Schlettowder Mann, Clementine Plessnerdie Mutter, Stewart Romeder Andere, Augenarzt, Mizzi Griebldie Haushälterin",,,,"Georg C. Klaren, Herbert Juttke",,,,,"Hans Theyer, Maximilian Nekut",Hans  Heinz Theyer,,,,,Walter Ulfig (Kino-Musik),,,,"Listo-Film Gmb: H (Wien), Messtro-Film Gmb: H (Berlin)",Otto Spitzer,,Guido Brignone,,,,,Heinrich Schuhmann,,,,,"6 Akte, 2300 m","35mm, 1:1.33","s/w, stumm",,
Hochverrat,https://www.filmportal.de/film/hochverrat_4f5c0d45525440aa82c285aa88370d79,Spielfilm,1929,Deutschland,Arthur Ohme,,Willi A. Herrmann,,"Gerda Maurus: Anarchistin Vera, Gustav Fröhlich: Student Wassil Gurmai, Harry Hardt: Fürst Iwan Stolin, Olga Engl: Fürstin Stolin, Leopold von Ledebur: Russischer Gouverneur Großfürst Kyrill, Rudolf Biebrach: Oberst Petroff, Ossip Darmatoff: Graf Starschenski, Félix de Pomés: Nimirski, Harry Frank: Pawel, Max Maximilian",,,,"Friedrich Raff, Alexander Alexander",,,,,"Friedrich Weinmann, Carl Hoffmann (beendet. ungenannt)",,,,,,Willy Schmidt-Gentner (Bei der Uraufführung),,,,Universum-Film AG (UFA) (Berlin),Alfred Zeisler,,Johannes Meyer,,,,,,,,"Wenzel Goldbaum (Bühnenstück ""Zürich 1917"" (1928))",,,"35mm, 1:1,33","s/w, stumm",,
Hütet euch vor leichten Frauen,https://www.filmportal.de/film/huetet-euch-vor-leichten-frauen_dba418d0553b4c5e815f5822032600fe,Spielfilm,1929,Deutschland,,,"Gustav A. Knauer, Willy Schiller",,"Rudolf Lettinger: Wilhelm Hasse, Hotelier, André Mattoni: Walter, sein Sohn, Helga Thomas: Gertrud, ihre Tochter, Julius Falkensteinder Baron, Leo Peukert: Neumann, Stadtverordneter",,,,"Julius Urgiß, Friedrich Raff",,,,,Max Grix,,,,,,,,,,Aco-Film Gmb: H (Berlin),Gustav Althoff,,Siegfried Philippi,,,,,,,,,,,,,,
Der Hund von Baskerville,https://www.filmportal.de/film/der-hund-von-baskerville_c82cb282408f4ce6aec8e735a48ee279,Spielfilm,1929,Deutschland,,,"Gustav A. Knauer, Willy Schiller (Assistenz)",,"Carlyle Blackwell Sr.Sherlock Holmes, George Seroff: Dr. Watson, sein Freund und Gehilfe, Alexander Murski: Lord Charles Baskerville, Livio C. Pavanelli: Sir Henry Baskerville, sein Erbe, Betty Bird: Beryl, Fritz Rasp: Mr. Stapleton, Valy Arnheim: Barrymore, Verwalter im Schloß Baskerville, Alma Taylor: Frau Barrymore, Carla Bartheel: Laura Lyons, Stapeltons Geliebte, Jaro Fürth: Dr. Mortimer, Hausarzt von Baskerville, Robert Garrison: Falkland, Gast auf Baskerville",,,,"Herbert Juttke, Georg C. Klaren",,,,,Frederik Fuglsang,,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,Erda-Film-Produktion Gmb: H (Berlin),Fred Lyssa,F. W. Kraemer (Gesamtleitung),Richard Oswald,,,,,Walter Lichtenstein,,,"Arthur Conan Doyle (Roman ""The Hound of the Baskervilles"")",,,"35mm, 1:1,33","s/w, stumm",,
Ich hab mein Herz im Autobus verloren,https://www.filmportal.de/film/ich-hab-mein-herz-im-autobus-verloren_57742e9cccd543a88197cb69da9e2dbc,Spielfilm,1929,Deutschland,,,Robert Basilice,,"Domenico Gambino: Tommy, Truus van Aalten, Lydia Potechina, Robert Garrison, Philipp Manning, Karl Harbacher, Karl Swinburne, Margarete Sachse, Seppl, Kai-Kai",,,,Isa Querio-Canella,,,,,Giovanni Vitrotti,,,,,,Bernhard Homola (Kino-Musik),,,,Boston-Film Co.mb: H (Berlin),Jacob Lorsch,,"Carlo Campogalliani, Domenico Gambino",,,,,,,,,,,,,,
"Ich küsse Ihre Hand, Madame",https://www.filmportal.de/film/ich-kuesse-ihre-hand-madame_dc2a6f6fa0714dff9fd5926ba2f8a938,Spielfilm,1929,Deutschland,,,Robert Neppach,,"Harry Liedtke: Jacques, Kellner, Marlene Dietrich: Laurence Gérard, Pierre de Guignand: Adolphe Gérard, ihr geschiedener Gatte, Karl Huszar-Puffy: Percy Talandier, Richard Tauber: Sänger, Hans Heinrich von Twardowski",,,,Rolf E. Vanloo,,,,,"Carl Drews, Gotthardt Wolf",Fritz Brunn,,,Fritz Rotter,,"Pasquale Perris (Kino-Musik), Ralph Erwin (Titellied)",,,,Super-Film Gmb: H (Berlin),,"Robert Land, Julius Haimann",Robert Land,Friedel Buckow,,,,,,,,,66 min,"35mm, 1:1,37","s/w, stumm + Ton",,
Ich lebe für Dich,https://www.filmportal.de/film/ich-lebe-fuer-dich_2c88e14edc054c07bcc4484c289ae4a4,Spielfilm,1929,Deutschland,,,"Max Knaake, Alfred Junge",,"Wilhelm Dieterle: Bergson, Lien Deyers: Nicoline, Olaf Fønss: Fürst Wronsky, Erna Morena: Fürstin Wronsky, Hubert von Meyerinck: Flemming, Elsa Wagner, Julius Brandt, Alexandra Schmitt, Nikolai Malikoff",,Lajos Biró,,Charlotte Hagenbruch,,,,,"Charles Stumar, Robert L. Surtees, Sepp Allgeier",,Johanna Marbach,,,Paul Dannenberg,"Willy Schmidt-Gentner (Kino-Musik), Otto Stenzeel (Kino-Musik, Dirigent)",,,,Universal Pictures Corp. mb: H (Berlin),"Joe Pasternak, Paul Kohner",Carl Laemmle,Wilhelm Dieterle,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Im Prater blühn wieder die Bäume,https://www.filmportal.de/film/im-prater-bluehn-wieder-die-baeume_50e74174da3f4907a0c53425533f6cf5,Spielfilm,1929,Deutschland,,,Julius von Borsody,,"Albert Paulig: Oberst von Rehlen, Werner Fuetterer: Oberleutnant Mucki von Rehlen, sein Neffe, Robert Thiem: Fähnrich Ferry Wiesner, Muckis Freund, Fritz Spira: Regimentsarzt Dr. Cohen, Hedwig Lehmann: Frau Huber, Wäschereibesitzerin, Lilian Ellis: Christl, ihre Tochter, Carl Auen: Pepi Stahlener, Valeria Blanka: Rita Dalmonti, Tänzerin, Géza L. Weiss: Fritz, Walter Hermann: Karl, Teddy Bill: Johann",,,,"Rudolf Katscher, Jacques Bachrach",,,,,Adolf Otto Weitzenberg,,,,,,Hansheinrich Dransmann,,,,Hegewald-Film Gmb: H (Berlin),Liddy Hegewald,,E. W. Emo,,,,,,,,,,,,,,
Im Reiche der Kalifen,https://www.filmportal.de/film/im-reiche-der-kalifen_51e3ae4e6ffd4364b50b69b420243a9f,Spielfilm,1929,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Hegewald-Film Gmb: H (Berlin),,,Fred von Bohlen,,,,,,,,,,,,,,
In einer kleinen Konditorei,https://www.filmportal.de/film/in-einer-kleinen-konditorei_e3dd7c7bf1b54af19acf47e5a61f2a65,Spielfilm,1929,Deutschland,,,Ludwig Reiber,,,,,,"Max Ferner, Robert Wohlmuth",,,,,Franz Koch,,,,Ernst Neubach,,"Fred Raymond, Werner Schmidt-Boelcke",,Werner Schmidt-Boelcke,,,,,Robert Wohlmuth,,,,,,,,,,"1806 m, 66 min",35mm,Ton,,
"Ja, ja, die Frau'n sind meine schwache Seite",https://www.filmportal.de/film/ja-ja-die-fraun-sind-meine-schwache-seite_e6dc71cfd32a4d95aaf1f0fe4e071f5f,Spielfilm,1929,Deutschland,,,"Gustav A. Knauer, Willy Schiller",,"Georgia Lind: Lilly, Bunks Tochter, Mary Parker: Hella, ihre Freundin, Hans Albers: Baron Hans Bingen jun., Eugen Burg: Baron Bingen sen., Robert Garrison: Bunk, Bingens Kompagnon, Siegfried Berisch: Sigi, Faktotum, Leopold Thoma: Reporter, Emmy Wyda, Henry Bender, Karl Harbacher, Hans Sternberg, Heinrich Gotho, Mary Mart",,,,Leopold Thoma,,,,,Max Grix,,,,,,Hansheinrich Dransmann (Kino-Musik),,,,Aco-Film Gmb: H (Berlin),Gustav Althoff,,Edmund Heuberger,,,,,,,,,,,"35mm, 1:1,33","s/w, ohne Ton",,
Jennys Bummel durch die Männer,https://www.filmportal.de/film/jennys-bummel-durch-die-maenner_61568d84087b4278933eee7967c96ea7,Spielfilm,1929,Deutschland,,,"Bernhard Klein, Bruno Lutz",,"Ferry Sikla: Dusterberg sen., Olga Limburg: Frau Dusterberg, Harry Halm: Dr. Frank Dusterberg, deren Neffe, Inge Borg: Jenny, Mannequin, Truus van Aalten: Anny, Lehrmädchen, Hubert von Meyerinck: Lorenz, Modezeichner, Eugen Burg: Mr. Pierpont Bruce, Toni Tetzlaff: Mrs. Bruce, Jack Mylong-Münz: Mr. Dinessen, Else Reval",,,,,,,,,Bruno Mondi,,,,,,Giuseppe Becce (Kino-Musik),,,,Terra-Film AG (Berlin),Julius Sternheim,,Jaap Speyer,,,,,,,,,,,,,,
Jenseits der Straße,https://www.filmportal.de/film/jenseits-der-strasse_68256316ebf74f5ba78e9f1ddbd3a78e,Spielfilm,1929,Deutschland,,,"Robert Scharfenberg, Carl Haacker",,"Lissy Arna: Dirne, Paul Rehkopf: Bettler, Fritz Genschow: Arbeitsloser, Siegfried Arno: Hehler, Friedrich GnaßMatrose, Margarete Kupfer: Wirtin, Dietrich Henckels, Jean Toulout",,,,"Jan Fethke, Willy Döll",,,,,Friedl Behn-Grund,,,,,,Pasquale Perris (Kino-Musik),,,,Prometheus Film-Verleih und Vertrieb Gmb: H (Berlin),Dimitri Roschanski,Willi Münzenberg,"Leo Mittler, Albrecht Viktor Blum",Julius Oblatt,,,,,,,,,"6 Akte, 2015 m","35mm, 1:1,33","s/w, stumm",,
Jugendsünden,https://www.filmportal.de/film/jugendsuenden_a7cc5e1423af4b68b6becbc30a9a06e2,Spielfilm,1929,Deutschland,,,"Gustav A. Knauer, Willy Schiller",,"Leopold von Ledebur: Staatsanwalt Schmette, Erna Morena: Seine Frau, Henri Peters-Arnolds: Rolf, beider Sohn, Fritz Schroeter: Privatdozent Dr. Schmette, Rina Marsa: Elsa, Tochter von Frau Richter, Carola Höhn, Hansi Dege: Bertha, Köchin, Martin Herzberg: Hugo, Sohn von Frau Richter",,,,"Toni Dathe, Carl Heinz Wolff",,,,,Max Grix,,,,,,,,,,Aco-Film Gmb: H (Berlin),Gustav Althoff,,Carl Heinz Wolff,,,,,,,,,,"6 Akte, 2011 m",,stumm,,
Jugendtragödie,https://www.filmportal.de/film/jugendtragoedie_3ff8ef0fee64484e864a180d3c35a1a5,Spielfilm,1929,Deutschland,,,Max Heilbronner,,"Roland Varno: Peter, Emmy von Nagy: Cläre, ein Fürsorgezögling, Wolfgang Zilzer: Emil, Eva Speyer: Peters Mutter, Friedrich Kurth: Franz, Fritz Kampers, Carla Bartheel, Julius Falkenstein, Jaro Fürth: Inhaber einer Zeitungsfiliale, Eberhard Macksein Sohn Erich, Kurt Brenkendorf",,,,Adolf Lantz,,,,,"Walter Robert Lach, Erwin Lachs",,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,Luna-Film (Berlin),Josef Stein,,Adolf Trotz,,,,,,,,,,,,,,
Das kalte Herz,https://www.filmportal.de/film/das-kalte-herz_f85eadba2cd8463aa865ccb1d209b700,Spielfilm,1929,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kameradschaftsehe,https://www.filmportal.de/film/kameradschaftsehe_3ca99595a384405db65aac34d0bc2301,Spielfilm,1929,Deutschland,,,Alois Mecera,,"Jindrich Lhoták: Konsul Brandes, Suzanne Marville: Frau Brandes, Sybil Moholy-Nagy: Maria, deren Tochter, Máňa ŽeníškováElli, seine Frau, Václav Norman: Hans Reimann, Student, Olaf Fjord: Walter Brunneck, Mia Tar: Tänzerin Rita, Bronislava Livia: Die ""Schöne Frau"", Ernö Verebes, Jindřich Edl, Švarc, Filip Balek-Brodský, Milka Balek-Brodská, Bretislav Faltys, Ferry Seidl, Frank Argus, Vladimir Slavínský, Leon Ratom, M. Mayerová, Theodor Pištěk",,,,"Frank Argus, Borris Lenkjo",,,,,Georg Krause,,,,,,,,,,,,,"Heinz Schall, Josef Medeotti-Bohác",,,,,,,,,,,35mm,s/w,,
Kampf ums Leben,https://www.filmportal.de/film/kampf-ums-leben_0062e0edce754acda3e7e48ad10ec4bc,Spielfilm,1929,Deutschland,,,,,"Alexander Granach: Karl Schmidt, Arbeiter, Sybil Morel: Maria Schlichting, Arbeiterin, Walter Janssen: Hellmann, Fabrikant, Leopold von Ledebur: Ebersbach, Großindustrieller, Hellmanns Schwiegerv, Elisabeth Lennartz: Frau Hellmann, Maly Delschaft: Fräulein Mieze, Franz Weber: Borrmann, ihr Freund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69 min,,,,
"Karl Valentin, der Sonderling",https://www.filmportal.de/film/karl-valentin-der-sonderling_cce4db9a806049a28c9f9085c4967d2d,Spielfilm,1929,Deutschland,,,Peter Rochelsberg,,"Karl Valentin: Karl Valentin, Schneidergeselle, Liesl Karlstadt: Paula Kuhn, Truus van Aalten: Ihre Nichte Anni, Ferdinand Martini: Friedrich Kuhn, Schneidermeister, Heinz Könecke: Herr Lechner, Annis Verehrer, Gustl Stark-Gstettenbaur: Uhrmacherlehrling Toni, Otto Welte, Karl Raab, Ulrich Verden, Georg Rückert, Adolf Gondrell, Hella Helios, Maria Byk",,,,Walter Jerven,,,,,Hans Karl Gottschalk,,,,,,Trauter (Kino-Musik),,,,Union-Film-Co. mb: H (München),Franz Osten,"Franz Osten, Walter Jerven",Walter Jerven,,,,,,,,,,"6 Akte, 2508 m","35mm, 1:1.33","s/w, stumm",,
Katharina Knie,https://www.filmportal.de/film/katharina-knie_53f4fa9db1a54ee294a57921f764620b,Spielfilm,1929,Deutschland,,,"Robert Neppach (Entwürfe), Erwin Scharf (Ausführung)",,"Eugen Klöpfer: Der alte Knie, Carmen Boni: Katharina, seine Tochter, Adele Sandrock: Bibo, Fritz Kampers: Ignaz Scheel, ein Trapezkünstler, Wladimir Sokoloff: Julius, ein Clown, Viktor de Kowa: Lorenz Knie, Ernst Busch: Fritz Knie, Peter Voss: Rothhacker, ein Gutsbesitzer, Frida Richard: Rothachers Mutter, Fränze Roloff: Magd bei Rothacker, Willi Forst: Dr. Schindler, Ilse Bachmann: Seine Freundin, Louis Treumann: Variétedirektor, Wilhelm Diegelmann: Gerichtsvollzieher, Ursula Grabley, Karl Etlinger, Otto Sauter-Sarto, Ludwig Stössel, Aribert Wäscher, Carla Bartheel, Michael von Newlinski",,,,"Franz Höllering, Karl Grune",,,,,Karl Hasselmann,,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,Karl Grune-Film Gmb: H (Berlin),Curt Prickler,Karl Grune,Karl Grune,,,,,Walter Lichtenstein,,,Carl Zuckmayer (Bühnenstück),,2602 m,"35mm, 1:1,33","s/w, stumm",,
Die Kaviarprinzessin,https://www.filmportal.de/film/die-kaviarprinzessin_130635ff43c241ceabb0796180d5a572,Spielfilm,1929,Deutschland,,,Heinrich Richter,,"Anny Ondra: Annemarie, Maria Forescuihre Tante, André Roanne: Attaché, Albert Paulig: Minister, Ida Wüstseine Frau, Josef RovenskýJazzsänger, Hans Mierendorff: Finanzmagnat, Paul Rehkopf: Schutzmann, Siegfried Arno: Dorfbursche, Carl Walther Meyer: Ein Journalist",,,,"Hans H. Zerlett, Walter Wassermann",,,,,Otto Heller,,,,,,Pasquale Perris (Kino-Musik),,,,Hom AG für Filmfabrikation (Berlin),Viktor Skutetzky,,Carl Lamač,,,,,,,,,,,,,,
Kehre zurück! Alles vergeben!,https://www.filmportal.de/film/kehre-zurueck-alles-vergeben_4bb63de77a6a4927b47b8b1a233f643b,Spielfilm,1929,Deutschland,,,"Heinrich Richter, Willi Depenau",,"Dina Gralla: Gina, Teddy Bill: Teddy, ihr Bruder, Rudolf Biebrach: Kommerzienrat Tieck, deren Vater, Emmy Wyda: Tante Hoopje aus Holland, Robin Irvine: Rolf Irwisch, Albert Paulig: Ham, 1. Ganove, Siegfried Berisch: Eggs, 2. Ganove, Anna Müller-Lincke: Frau Falkenhorst, Else Reval: Katharina Sinnlich, Hugo Werner-Kahleder Schaubudenbesitzer, Wolfgang von Schwindt: Der Mann mit der Maulsperre",,,,"Victor Abel, Karl Ritter",,,,,Axel Graatkjær,,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,Olympia-Film Gmb: H [1928-1929] (Berlin),Martin Pichert,,Erich Schönfelder,Edgar Schall,,,,,,,,,,,,,
Kennst du das kleine Haus am Michigansee?,https://www.filmportal.de/film/kennst-du-das-kleine-haus-am-michigansee_3cd2f7b44e5c4cec9acd84679bb885f7,Spielfilm,1929,Tschechoslowakei/Deutschland,,,Ludvík Hradský,,"Margot Walter: Dorotka, Saša DobrovolnáPeters Mutter, Karel Hašler: Konsul Kennedy, Božena Svobodováseine Frau, Tibor von Mindszenty: Doug Kennedy, ihr Sohn, Teddy Bill: Teddy, Dougs jüngerer Bruder, Anita JanováNatalie Kingston, Lydia Potechinaihre Tante, Jarmila KronbauerováFrau Alice, Josef Sládek: Diener des Konsuls, Milka Balek-BrodskáDorotkas Mutter, Karel Schleichert: Diener",,,,Max W. Kimmich,,,,,Franz Weihmayr,,,,,,,,,,"Gloriafilm (Prag), Liga-Film (Berlin)",Erich Cohn,,"Max W. Kimmich, Viktor Brumlík",,,,,,,,,,"7 Akte, 1967 m","35mm, 1:1.33","s/w, stumm","Uraufführung (DE): 20.09.1929, Hamburg, Capitol-Lichtspiel-Theater, Weltlichtspiele, Harmonie",
Die keusche Kokotte,https://www.filmportal.de/film/die-keusche-kokotte_30664250fe9e48199f87e5a2e4ad420c,Spielfilm,1929,Deutschland,,,Ludwig Reiber,,"Otto Gebühr: Konsul van Laaden, Maly Delschaft: Seine Frau, Alfons Fryland: Graf Sorrenti, Lia Eibenschütz: Mary Meier, Ines Monlosa",,,,Franz Weichenmayr,,,,,Franz Koch,,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,,,,Franz Seitz Sr.,,,,,,,,,,"6 Akte, 2160 m",,stumm,,"Zensur (DE): 27.02.1929, M.03150, Jugendverbot"
