Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Das Abenteuer geht weiter,https://www.filmportal.de/film/das-abenteuer-geht-weiter_3f5107db39c84371ad5c1f0bb4954f16,Spielfilm,1939,Deutschland,"Josef A. Vesely, Friedrich Reinberger",,Julius von Borsody,,"Johannes Heesters: Heinz van Zeelen, Maria von Tasnady: Helene van Zeelen, Paul Kemp: Gardrobier Hausmann, Theo Lingen: Sekretär Gepke, Gusti Wolf: Anni Heinzelbauer, Ludwig Kerscher: Gastwirt Toni Schöbinger, Richard Romanowsky: Malermeister Paul Spindler, Ernst Dumcke: Helmut von Langendorff, Karl Stepanek: Rechtsanwalt, Umberto Sacripante: Landstreicher, Diana Lande, Linda Nemec, Jan Kiepura, Annie Rosar, Viktor Braun, Felix Dombrowsky, Walter Huber, Louis Mitznegg, Alfred Neugebauer, Oskar Pouché, Reinhold Siegert, Josef Stiegler",,,,Ernst Marischka,,,,,Hans Schneeberger,,,,Ernst Marischka,"Franz Siebert, August Wukits",Franz Grothe,,,"Franz Schubert (Lied), Gaetano Donizetti (Arie aus der Oper ""L'Elisir d'amore"")",Bavaria Filmkunst Gmb: H (München-Geiselgasteig),Max G. Hüske,,Carmine Gallone,Ernst Rechenmacher,,Alice Ludwig,,Rudolf Brix,,Paul Kemetter,"Dinah Nelken (Filmnovelle ""Ein kleines Lied"")",Österreichischer Rundfunk (ORF) (Wien),"2535 m, 93 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Dein Leben gehört mir!,https://www.filmportal.de/film/dein-leben-gehoert-mir_15ec761469794aa8972f05ab0c893102,Spielfilm,1939,Deutschland,,,"Alfred Bütow, Heinrich Beisenherz",,"Karin Hardt, Dorothea Wieck, Karl Martell, Iván Petrovich, Rolf Wanka, Karl Schönböck, Harald Paulsen, Franz Schafheitlin, Hans Nielsen, Carsta Löck, Christian Kayßler, Käte Haack, Marina von Ditmar, Arthur Schröder, Ursula Deinert, Heinrich Schroth, Peter Elsholtz, Otz Tollen: Dr. Hasse, Robert Thiem, Nien Sön Ling: Chinese, Walter Bechmann, Otto Braml, Otty Eberhardt, Hugo Flink, Tamara Höcker, Willi Schur, Melitta Klefer, Erwin van Roy, Maria Seidler, Ernst Stimmel",,,,"Walter Wassermann, Lotte Neumann",,,,,Oskar Schnirch,,,,Willy Dehmel,,Anton Profes,,,,Cine-Allianz Tonfilm Produktion Gmb: H (Berlin),"Ernst Garden, Walter Lehmann",,Johannes Meyer,,,Helmuth Schönnenbeck,,,,Fritz Seeger,Frank F. Braun,,,,,,
Drei Unteroffiziere,https://www.filmportal.de/film/drei-unteroffiziere_0ed55c4011f04729b00accec6a25a8fd,Spielfilm,1939,Deutschland,,,"Willy Schiller, Carl Haacker",,"Fritz Genschow: Unteroffizier Kohlhammer, Albert Hehn: Unteroffizier Rauscher, Wilhelm H. König: Unteroffizier Struve, Christian Kayßler: Kapellmeister Dr. Lautenbach, Heinz Engelmann: Leutnant Strehl, Ruth Hellberg: Gerda, Hilde Schneider: Gymnastiklehrerin Käthe, Claire Winter: Lotte, Ingeborg von Kusserow: Lisbeth, Wilhelm Althaus: Hauptmann Gruber, Wolfgang Staudte: Hauptfeldwebel Kern, Louise Morland: Frau Werner, Hermann Pfeiffer: Hilfsregisseur Lohmann, Ferry Reich: Darsteller des ""Preysing"", Elisabeth Schwarzkopf: Darstellerin der ""Carmen"", Günther Treptow: Darsteller des ""Don José"", Sepp Rederer, Günther Ballier, Josef Gindorf, Malte Jäger, Erwin Laurenz, Günther Mackert, Paul Mehler, Hermann Mayer-Falkow, Waldemar Pottier, Herbert Reichelt, Herbert Scholz",,,,"Jacob Geis, Fred Hildenbrandt",,,"Ernst Martin, Hans Herbert Ulrich",,Werner Krien,,,,Klaus S. Richter,,Hansom Milde-Meißner,,,,Universum-Film AG (UFA) (Berlin),"Ernst Martin, Hans Herbert Ulrich",,Werner Hochbaum,Bruno Koch,,Else Baum,,Ernst Baumann,,Alfred Zunft,,,,,,,
Drei Väter um Anna,https://www.filmportal.de/film/drei-vaeter-um-anna_b792be6679f54bc6be83ec429a4d871e,Spielfilm,1939,Deutschland,,,Herbert Frohberg,,"Ilse Werner: Anna, Hans Stüwe: Dr. Bruck, Theodor Danegger: Herr Ameiser, Josefine Dora: Afra Ameiser, Beppo Brem: Herr Fenzl, Karl Stepanek: Matschek, Roma Bahn: Donka, Irmgard Hoffmann: Frau Fenzl, Georg Vogelsang: Gsodmair, Tonio Riedl: Martl, Josefine Berger: Mareile, Anneliese von Eschstruth: Gräfin Weißenfels, Lothar Glathe: Matrose Schuckert, Carla Aarnegg, Gerti Kammerzell, Walter Lieck, Franz Lichtenauer, Paul Luka, Vinzenz Prößl, Franz Schöber, Trude Singer, Otz Tollen, Willy Witte",,,,"Werner Eplinius, Gustav Kampendonk",,,Dietrich von Theobald,,Werner Bohne,"Kurt Schulz, Werner Lehmann-Tandar","Gertrud Wendt, Eduard Weinert",,Hans Fritz Beckmann,Waldemar Jabs,Hans Ebert,,Hans Ebert,,Universum-Film AG (UFA) (Berlin),,,Carl Boese,Alfred E. Sistig,,Hildegard Grebner,,Willi Klitzke,,Heinz Martin,,,,"35mm, 1:1,37","s/w, Mono",,
Drunter und drüber,https://www.filmportal.de/film/drunter-und-drueber_4b59d7b7018046a795a046a60e213602,Spielfilm,1939,Deutschland,,,"Heinrich Richter, Gabriel Pellon",,"Paul Hörbiger, Hilde Krüger, Albert Florath, Johannes Riemann, Fita Benkhoff, Curt Ackermann, Dora Schlüter, Theo Lingen, Ilse von Collani, Susi Lembach, Ruth Lommel, Gertrud Wolle, Hugo Froelich, Charly Kracker, Willi Schur, Herbert Weißbach",,,,"Georg Zoch, Hubert Marischka",,,,,"Eduard Hoesch, Günther L. Arko",,,,Aldo von Pinelli,,"Peter Igelhoff, Bruno Uher (Lieder)",,"Peter Igelhoff, Kurt Lubbe",,Algefa-Film Gmb: H (Allgemeine Filmaufnahme- und Vertriebs-Gmb: H) (Berlin),Kurt Ulrich,"Paul Hörbiger, Karl Künzel",Hubert Marischka,,,Margarete Steinborn,,,,,,,,,,,
Ehe in Dosen,https://www.filmportal.de/film/ehe-in-dosen_3705ab8f916142b3bf53de31f8c4eb08,Spielfilm,1939,Deutschland,,,"Alfred Bütow, Heinrich Beisenherz",,"Leni Marenbach: Nora Bagrat, Johannes Riemann: Peter Bagrat, Komponist, Grethe Weiser: Mausi Blanke, Ralph Arthur Roberts: Justizrat Windhorst, Hilde Weissner: Christa Andersen, Hilde Hildebrand: Frau Conradi, Ellen Hille: Jette, Hausmädchen bei Bagrat, Rudolf Platte: Karl, Diener bei Bagrat, Willi Schur: Toby, Kellner, Gerhard Dammann: Briefträger, Maria Seidler: Wirtschafterin bei Windhorst, Erich Fiedler1. Kavalier, Angelo Ferrari2. Kavalier, Arthur Schröder3. Kavalier, Ernö René4. Kavalier, Irene Pfeiffer1. Tänzerin, Hilla Hofer2. Tänzerin, Walter Ruesta, Bert Schmidt-Moris",,,,"Rudolf F. Klein, Johannes Meyer",,,,,Oskar Schnirch,,,,Willy Dehmel,,Franz Grothe,,,,Cine-Allianz Tonfilm Produktion Gmb: H (Berlin),Ernst Garden,,Johannes Meyer,,,Helmuth Schönnenbeck,,Alexander Schmoll,,Fritz Seeger,Leo Lenz (Bühnenstück),,96 min,"35mm, 1:1,37","s/w, Ton",,
Das Ekel,https://www.filmportal.de/film/das-ekel_acc9ad04b2ab4477b6a7ba23417c1f7b,Spielfilm,1939,Deutschland,Karl Sander,,"Hanns H. Kuhnert, Kurt Dürnhöfer",,"Hans Moser: Spediteur und Weingroßhändler Karl Sträubler, Josefine Dora: Karoline Sträubler, Herma Relin: Tochter Leni Sträubler, Josi Kleinpeter: Sohn Fritz Sträubler, Hans Junkermann: Weinhändler Matthias Scheibler, Kurt Meisel: Sohn Ferdinand Scheibler, Fritz Kampers: Justizoberwachtmeister August Weichert, Lotte Spira: Anna Weichert, Hans Holt: Sohn Heinrich Weichert, Leo Peukert: Friseur Anton Pitzinger, Else von Möllendorff: Tochter Gusti Pitzinger, Anton Pointner: Straßenbahninspektor Albert Hartung, Julius Brandt: Richter, Walter Schramm-Duncker: Vorsteher Specht, Ernst Waldow: Musikant Sperling, Lena Haustein: Köchin Frieda, Otto Sauter-Sarto: Gefängniswärter, Liesel Eckhardt: Luftballonverkäuferin, Harry Hardt: Lehrer / Kegelbruder, Karl Harbacher: Kegelbruder, Edmund Pouch: Gerichtssekretär, Hans Waschatko: Direktor der Straßenbahngesellschaft, Hannes Schneider",,,,"Josef Bielen, Walter F. Fichelscher",,,Walter F. Fichelscher,,Erich Claunigk,Bernhard Hellmund,,,,,Franz R. Friedl,,Franz R. Friedl,,Tobis-Filmkunst Gmb: H (Berlin) (Herstellungsgruppe Wuellner-Fichelscher),,,Hans Deppe,Alfons von Plessen,,,,Rudolf Brix,,Martin Müller,"Hans Reimann (Bühnenstück), Toni Impekoven (Bühnenstück)",,"2178 m, 79 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
L'Entraîneuse,https://www.filmportal.de/film/lentraineuse_da232630fe9c4a1193a195835bc9d703,Spielfilm,1939,Deutschland,,,"Ernst H. Albrecht, Herbert Nitzschke",,"Andrieux, René Bergeron, Michèle Morgan, Arthur Devère, Catherine Fonteney, René Génin, Gilbert Gil, Claire Gérard, Henri Guisol, Hugues Wanner, Monique Joyce, Georges Lannes, Roger Legris, Jeanne Lion, Henri Nassiet, Robert Ozanne, François Périer, Gisèle Préville, Jacqueline Roman, Félicien Tramel, Henri Vilbert",,,,Charles Spaak,,,,,Günther Rittau,,,,,,Georges Van Parys,,,,Universum-Film AG (UFA) (Berlin),,Raoul Ploquin,Albert Valentin,Louis Daquin,,,,,,,,,,,,,
Es war eine rauschende Ballnacht,https://www.filmportal.de/film/es-war-eine-rauschende-ballnacht_165da82cbb7242c1855a0456884aa144,Spielfilm,1939,Deutschland,"Kurt-Fritz Quassowski, Willy Laschinsky",,Franz Schroedter,Sabine Ress,"Zarah Leander: Katharina Alexandrowna Murakina, Marika Rökk: Tänzerin Nastassja Petrowna Jarowa, Hans Stüwe: Peter Iljitsch Tschaikowsky, Aribert Wäscher: Michael Iwanowitsch Murakin, Paul Dahlke: Musikverleger Iwan Cäsarowitsch Glykow, Leo Slezak: Prof. Maxililian Hunsinger, Fritz Rasp: Kritiker Porphyr Philippowitsch Kruglikow, Karl Haubenreißer: Konzertagent Gruda Sabowitsch, Ernst Dumcke: Dimitri Pawlowitsch Miljukin, Karl Hellmer: Diener Stephan, Karl Hannemann: Diener Pjotr, Hugo Froelich: Vater Jarow, Wolfgang von Schwindt: Onkel Jarow, Kurt Vespermann: Ferdyschtschenko, Maria Loja: Elsa Siebeneiner, Eduard Bornträger: Schwager Jarow, Grete Greef-Fabri: Mutter Jarow, Franz Stein: Dr. Ossorgin, Arnim Süssenguth: Großfürst Konstantin Konstantinowitsch, Leopold von Ledebur: General, Maria Reisenhofer: Alte Fürstin, Eva Immermann: Junge Fürstin, Claire Glib: Dicke Dame",Frank Thieß,,,Géza von Cziffra,,,,"Tr. Georg Wittuhn, Jean Victor",Franz Weihmayr,,Herbert Ploberger,,Hans Fritz Beckmann,,Theo Mackeben,Orchester der Staatsoper Berlin,Theo Mackeben,Peter Tschaikowski,Tonfilm-Studio Carl Froelich & Co. (Berlin),Friedrich Pflughaupt,Carl Froelich,Carl Froelich,"Rolf Hansen, Harald Braun",,Gustav Lohse,,"Arthur Hämmerer, Ernst Baumann",,Carlheinz Becker,Peter Tschaikowski,Universum-Film AG (UFA) (Berlin),"2579 m, 94 min","35mm, 1:1,33","s/w, Tobis-Klangfilm","Uraufführung (IT): 13.08.1939, Venedig, IFF",
Der ewige Quell,https://www.filmportal.de/film/der-ewige-quell_3c21bc52df6f48b7850469b3f8f5563f,Spielfilm,1939,Deutschland,,,"Ludwig Reiber, Rudolf Pfenninger",,"Georg Holl: Gendarm, Eugen Klöpfer: Lohhofbauer Michi Reiter, Lina Carstensseine Frau, Hannes Keppler: Ludwig, Alexander Trojan: Hannes, Käte Merk: Hannes` Braut, Louis Rainer: Wastl Lusinger, Bernhard Minetti: Wolfgang, Albert Hörrmann: Dr. Iwan Wollinsky, Carl Wery: Sprecher der Bauern, Julius Königsheim: Knecht Toni, Georg Vogelsang: Großknecht, Else Sensburg: Großmagd, Helma Knoll: Jungmagd, Konrad Feldmaier: Knecht, Fritz Wagner: Knecht, Ludwig Schmid-Wildy: Dorfwirt Krüger, Hans Hanauer: Bauer mit Pferdewagen, Erich Teibler: Bub, Otto Fassler: Herr der Regierungskommision, Charles Willy Kayser: Herr der Regierungskommision, Fritz Reiff: Der Richter, Eugen Schöndorfer: Beamter in der Pfandleihanstalt, Heinz Burkart: Juwelier, Heinrich Hauser: Goldschmied, Julius Frey: Metzger, Elise Aulinger: Moosbäurin",,,,"Felix Lützkendorf, Hans-Joachim Beyer",,,Ottmar Ostermayr,,"Franz Koch, Josef Illig",Josef Koch,,,,,Anton Profes,,,,Bavaria Filmkunst Gmb: H (München-Geiselgasteig),,,Fritz Kirchhoff,Adolf Schlyßleder,,Gottlieb Madl,,,,Hans Wunschel,Johannes Linke (Roman Lohwasser),,"5 Akte, 2380 m",35mm,"s/w, Tobis-Klangfilm","Uraufführung (DE): 19.01.1940, Goslar, Kammerspiele",
Fasching,https://www.filmportal.de/film/fasching_682e3b6e48b74cac87657662f630f2bf,Spielfilm,1939,Deutschland,,,,,"Karin Hardt: Lisa Petersen, Hilde Körber: Erika, Lotte Lang: Bildhauerin Karin Bundschuh, Hans Nielsen: Martin, Erna Morena: Direktrice in Modesalon, Gusti Wolf: Tänzerin Hedi, Josef Eichheim: Aloïs Buchner, Ernst Fritz Fürbringer: Direktor Peter Wendland, Carl Wery: Bildhauer Balthasar Huber, Josefine Dora: Stasi, Liesl Karlstadt: Buchners Frau, Gustav Waldau: Geheimrat, Hans Fitz: Portier des Opernhauses, Willem Holsboer: Verkäufer im Modesalon, Wastl Witt: Schnarcher im Zugabteil, Ernst Barthels: Obersteuersekretär",,,,Jochen Huth,,,,"Hans Schweikart, Rolf E. Vanloo",Franz Koch,,,,,,Lothar Brühne,,,,,,,Hans Schweikart,Werner Jacobs,,Werner Jacobs,,,,,,,,,,,
Der Florentiner Hut,https://www.filmportal.de/film/der-florentiner-hut_7449c7311dff45fc8185cd208b9c5488,Spielfilm,1939,Deutschland,"Veit Massary, Fritz Brix",,"Hans Sohnle, Wilhelm Vorwerg",,"Heinz Rühmann: Theo Farina, Herti Kirchner: Helene, seine Braut, Christl Mardayn: Pamela von Sarabant, Paul Henckels: Baron von Sarabant, ihr Mann, Hannsgeorg Laubenthal: Emil von Parade, ihr Geliebter, Victor Janson: Barbock, Helenes Vater, Karl Stepanek: Felix, Diener bei Farina, Gerda Maria Terno: Virginia, Zofe bei Sarabant, Helmut Weiss: Bobbi, Helenes Vetter, Hubert von Meyerinck: Herzog von Rosalba, Elsa Wagner: Baronin Champigny, Pamelas Tante, Hans Hermann SchaufußOnkel Florian, Alexa von Porembsky: Clara, Besitzerin eines Hutladens, Edith Meinhard: Zofe bei Baronin Champigny, Paul Bildt1. Beamter, Franz Weber2. Beamter, Leopold von Ledebur: Zürus, Bruno Fritz: Leierkastenmann, Ernst Legal: Dienstmann, Ilse von Collani: Brautjungfer, Fritz Eberth1. Diener der Baronin Champigny, Charles  François2. Diener der Baronin Champigny, Charlie Albert Huber3. Diener der Baronin Champigny, Willy Witte4. Diener der Baronin Champigny, Käthe Kamossa: Tante Walpurga, Walter Wollmann: Onkel Josef, Hans Sobierayski: Onkel von Helene, Else Eckersberg1. Verwandte Helenes, Ellen Huber2. Verwandte Helenes, Werner von Wulfing: Gast der Baronin",,,,"Bernd Hofmann, Horst Budjuhn",,,Heinz Rühmann,,"Carl Hoffmann (Bildtechnische Leitung), Karl Löb",,,,Erich Knauf,,Michael Jary,,,,Terra-Filmkunst Gmb: H (Berlin) (Herstellungsgruppe Heinz Rühmann),Arthur Kiekebusch,,Wolfgang Liebeneiner,Kurt Skalden,,Gottlieb Madl,,Karl Ewald,,Erich Schmidt,"Eugène Labiche (Komödie ""Un chapeau de paille d' Italie""), Marc Michel (Komödie ""Un chapeau de paille d' Italie"")",,"2514 m, 92 min","35mm, 1:1,37","s/w, Tobis-Klangfilm","Voraufführung: 03.04.1939, Kd",
Flucht ins Dunkel,https://www.filmportal.de/film/flucht-ins-dunkel_57366b33f76a417b99c015ce3f8824bd,Spielfilm,1939,Deutschland,"Werner Drake, Herbert Sennewald",,"Willi A. Herrmann, Friedrich Scheibe",Fritz Böttger,"Aribert Grimmer, Lothar Glathe, Käte Jöken-König, Josef Kamper, Charlie Cracker, Richard Ludwig, Joachim Gottschalk: Chemiker Engelbrecht, Hermann Mayer-Falkow, Ernst von Klipstein: Chemiker Dr. Paul Gildemeister, Armin Münch, Hertha Feiler: Barbara Wrede, Werner Pledath, Paul Hoffmann: Barbaras Bruder Dr. Wrede, Ernst-Albert Schaah, Siegfried Schürenberg: Werkslaborant Dr. Marlow, André Saint-Germain, Walter Werner: Prokurist Hedemeier, Ludwig Schmid-Wildy, Gerhard Dammann: Werkmeister Julius Hückebusch, Werner Schott, Gerhard Bienert: Lagerverwalter Müller, Theodor Thony, Theo Shall: Fabrikbesitzer René Laroche, Margot Thilo, Ann Marie Sauerwein: Renés Schwester Madelaine Laroche, Ingolf Kuntze: Bank-Abteilungsleiter Dr. Schmidtmann, Fritz Böttger: Nachtlokalbesitzer, Hilla Hofer: Tänzerin Rita, Franz Arzdorf: Polizeipräsident, Günther Ballier: Deutscher Adjutant",,"Alf Teichs, Hans Fischer-Gerold",,"Lothar Philipp August Mayring, Philipp Lothar Othello Mayring",,,Otto Lehmann,,Oskar Schnirch,"Wolfgang Hofmann, Bernhard Hellmund",Bert Hoppmann,,,"Arthur Schramm, Friedrich Havenstein",Hans-Martin Majewski,,,,Terra-Filmkunst Gmb: H (Berlin) (Herstellungsgruppe Otto Lehmann),,,Arthur Maria Rabenalt,Wolfgang Wehrum,,Helmuth Schönnenbeck,,Erich Tannigel,,Carl-Erich Kroschke,"Karl Unselt (Frei nach dem Roman ""Gespenst im späten Licht"")",,,35mm,"s/w, Tobis-Klangfilm",,
Fräulein,https://www.filmportal.de/film/fraeulein_d2e07b5143e3455188d31bf39a81f496,Spielfilm,1939,Deutschland,"Eberhard Schmidt, Horst Kyrath",,"Otto Hunte, Karl Vollbrecht",,"Ilse Werner: Annemarie ""Fräulein"" Tessmer, Mady Rahl: Thea, Hans Leibelt: Hermann Schilling, Erik Frey: Dr. Richard Rauh, Annemarie Holtz: Anna Schilling, Karl Schönböck: Fred Möller, Egon Müller-Franken: Kurt, Doris Krüger: Tagesmädchen Frieda, Roma Bahn: Tante Laura, Gisela Scholtz: Erika, Vera Comployer: Köchin Rosa, Vilma Bekendorf, Eduard Bornträger, Ursula Herking, Willi Schur, Erika Streithorst, Alice Treff, Helmut Weiss",,,,Walther von Hollander,,,Eberhard Schmidt,,Robert Baberske,,,,,,Werner Eisbrenner,,Werner Eisbrenner,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Eberhard Schmidt),,,Erich Waschneck,Bruno Carstens,,Arnfried Heyne,,,,Walter Rühland,Paul Enderling (Motive des Romans),,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Frau am Steuer,https://www.filmportal.de/film/frau-am-steuer_b6d69957392f4d84b662fdf30e0812ef,Spielfilm,1939,Deutschland,Heinz Karchow,,Erich Kettelhut,Fritz Böttger,"Lilian Harvey: Maria Kelemen, Willy Fritsch: Paul Banky, Leo Slezak: Generaldirektor, Georg Alexander: Dirktor Bordon, Rudolf Platte: Pauls Freund, Hans Junkermann: Diener des Generaldirektors, Lotte Spira: Marias Mutter, Ingolf Kuntze: Marias Vater, Grethe Weiser: Anni Bertok, Karl Etlinger: Bankbeamter Krafft, Ursula Deinert: Frau Krafft, Eva-Maria Behmer, Horst Birr, Josefine Dora, Margot Erbst, Max W. Hiller, Isolde Laugs, Trude Lehmann, Carl Merznicht, Eleonore Tappert, Ernst Weiser, Ewald Wenck, Dora Zitzmann",,,,"Peter Hellbracht, Paul Hellbracht, Paul Martin",,,Max Pfeiffer,,Werner Bohne,,Manon Hahn,,Richard Busch,,Harald Böhmelt,,,,Universum-Film AG (UFA) (Berlin),,,Paul Martin,Hans Gerhard Bartels,,Klaus Stapenhorst,,Ernst Baumann,,Fritz Thiery,Paul Barabás (Lustspiel),,2302 m,35mm,"s/w, Ton",,
Frau im Strom,https://www.filmportal.de/film/frau-im-strom_2e8554ee67fc46b2b11f19d32878ca03,Spielfilm,1939,Deutschland,,,Hans Ledersteger,,"Hertha Feiler: Hannerl, Attila Hörbiger: Alois Händerl, Autoschlosser, Oskar Sima: Schani, sein Kompagnon, Fritz Rasp: Wendelin, sein Kompagnon, Alexander Trojan: Franz Schatter, sein Kompagnon, Herbert Gernot: Brunner, ehemaliger Rechtsanwalt, Werner Scharf: Stefan Keryllis, Schmuggler, Hannerls Mann, Olly Holzmann: Hedi, Alois' Freundin, Eduard SpießBäugerl, Rudolf Carl: Polizeibeamter, Kurt Filipp: Junge, Ferry Wondra: Straßenbahnschaffner, Karl Forest: Angler, Oskar Wegrostek1. Wachmann, Wilhelm Hufnagl2. Wachmann, Hans Kammauf3. Wachmann, Alfred Lehner1. Liebespaar, Lisl Kinast2. Liebespaar",,,,Gerhard Menzel,,,Erich von Neusser,,Karl Hasselmann,,,,,,Giuseppe Becce,,,,Wien-Film Gmb: H (Wien),Rolf Eckbauer,Karl Hartl,Gerhard Lamprecht,Axel von Werner,,Axel von Werner,,,,Herbert Janeczka,,,"2581 m, 94 min","35mm, 1:1.33","s/w, Tobis-Klangfilm","Uraufführung (DE): 13.10.1939, Riesa",
Die Frau ohne Vergangenheit,https://www.filmportal.de/film/die-frau-ohne-vergangenheit_bee8c669bc6e4b588a45c6380b635341,Spielfilm,1939,Deutschland,,,Hans Ledersteger,,"Sybille Schmitz: Eva, Albrecht Schoenhals: Dr. Entrupp, Maria von Tasnady: Ruth Willmann, Hans Leibelt: Konsul Willmann, Bernhard Minetti: Igor Costa, Hansi Arnstaedt: Frau Willmann, Paul Bildt: Professor Halden, Hans Zesch-Ballot: Kriminalkommissar Schneidereit, Rudolf Schündler: Kriminalassistent Semmler, Erwin Biegel: Pietsch, Dorit Kreysler: Ellen, Ruths Freundin, Paul Otto: Freiherr von Ensing, Eduard von Winterstein, Margarete Kupfer, Georg Heinrich Schnell, Hermann Pfeiffer, Bruno Ziener, Oscar Sabo, Alfred Stratmann, Lucie Euler, Eva Klein-Donath, Ilse Rose-Vollborn, Arthur Schröder, Fred Goebel, Georg A. Profé, Egon Brosig, Antonie Jaeckel, Ilse Pütz, Leo Sloma, Franz Arzdorf, Conrad Curt Cappi, E. A. Schach, Albert Probeck, Hans Parge",,,,"Charles Klein, Harald G. Petersson",,,,,Willy Winterstein,,,,,,Hans Carste,,,,Euphono-Film Gmb: H (Berlin),,,Nunzio Malasomma,Hans Günther von Klöden,,Alexandra Anatra,,Josef Höfer,,Emil Specht,,,89 min,"35mm, 1:1,37","s/w, Ton",,
Eine Frau wie Du,https://www.filmportal.de/film/eine-frau-wie-du_920ee189331f4ca486116a5ba81de8b0,Spielfilm,1939,Deutschland,"Fritz Schwarz, Carl Moos",,"Julius von Borsody, Herbert Hochreiter",,"Brigitte Horney: Dr. Maria Pretorius, Joachim Gottschalk: Rechtsanwalt Dr. Manfred Thiele, Charlotte Susa: Lyda Lehmann, Hans Brausewetter: Dr. Paul Hellmer, Volker von Collande: Ingenieur Wallrodt, Kurt Meisel: Felix Petersen, Charlotte Schultz: Sekretärin Frl. Radtke, Albert Florath: Fabrikarzt, Hans Leibelt: Wachtmeister, Hubert von Meyerinck: Verkäufer im Sportgeschäft, Renée Stobrawa: Frau Haucke, Eduard Wenck: Herr Haucke, Vera Hartegg: Hilde Keller, Marjan Lex: Fabrikarbeiterin Bahlke, Heinrich Kalnberg: Angler Max Hähnchen, Hanna Lussnigg: Tänzerin Kitty, Leonie Duval: Verkäuferin im Delikatessengeschäft, Otto Sauter-Sarto: Waldhüter, Eric Helgar: Klavierspieler, Rudi Schuricke: Klavierspieler, Margarete Kupfer: Blumenfrau, Hans Waschatko: Krankenhausarzt, Fritz Eckert: Assistenzarzt, Maria Seidler: Oberschwester, Ernst Rotmund: Hotelportier in Venedig, Erich Haußmann: Gondoliere, Else Reval: Blumenfrau in der Bar, Walter Schenck: Oberkellner",,,,"Emil Burri, Peter Francke, Dinah Nelken",,"Fritz Pietsch, Anna Balzer, Paula Hettwer",Carl W. Tetting,,Karl Puth,Hermann Dey,,,,"Carl Eduard Schulz, Ernst Schülke, Ilse Siebert",Lothar Brühne,,Lothar Brühne,,Bavaria Filmkunst Gmb: H (München-Geiselgasteig) (Herstellungsgruppe Carl W. Tetting),Carl W. Tetting,,Viktor Tourjansky,Walter Fredersdorf,,"Walter Fredersdorf, Tibor von Sillay",,Walter Weisse,,Oskar Haarbrandt,"Dinah Nelken (Roman ""Ich an Dich"")",,"2544 m, 93 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Die fremde Frau,https://www.filmportal.de/film/die-fremde-frau_04443e609fe443c3ab81d25b16801aa8,Spielfilm,1939,Deutschland,,,Gustav A. Knauer,,"Eugen Klöpfer, Elisabeth Reich, Kurt Fischer-Fehling, Werner Lippert, Elisabeth Wendt, Karl Dannemann, Axel Monjé, Alexander Engel, Nikolaj Kolin, Wolfgang Staudte, Charly Kracker, Lina Lossen, Erhart Stettner, Eduard Wenck, Claire Reigbert, Eduard Wandrey, Hans Meyer-Hanno, Klaus Pohl, Rudolf Vones, Karl-Heinz Peters, Otto Klopsch, Marjan Lex, Ernst G. Schiffner, Henny Ehrichs, Hertha Neupert, Katja Bennefeld, Dorothea Thiess, Maria Hofen, Walter Bechmann, Gerhard Strezebynsky, Walter Pose, Willy Witte, Wilhelm P. Krüger, Edith von Donath",,,,"Hjalmar Fries, Renate Uhl, Hans Heise",,,Walter Tost,,Ernst W. Fiedler,,,,,,Wolfgang Zeller,,,,Terra-Filmkunst Gmb: H (Berlin),,,Roger von Norman,Hanns Mohaupt,,Anna Höllering,,Karl Ewald,,Ernst Otto Hoppe,,,,,,,
