Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Einmal eine große Dame sein,https://www.filmportal.de/film/einmal-eine-grosse-dame-sein_5992a97d6bad4c2ab2d65bf5fb0b695f,Spielfilm,1934,Deutschland,Ernst Körner,,"Hans Sohnle, Otto Erdmann",,"Käthe von Nagy: Kitty Holm, Wolf Albach-Retty: Heinz von Wolfenstein, Gretl Theimer: Ria, Werner Fuetterer: Wolf von Wolfenstein, Ida Wüst: Baronin Agathe von Wolfenstein, Gustav Waldau: Baron Adalbert von Wolfenstein, Carola Höhn: Hilde, Hans von Zedlitz: Mister Thurner, Elfriede Sander1. Student, Josef Thuis2. Student, Peter Michael3. Student, Bert Schmidt-Moris: Flugschüler, Tommy Thomas: Pfadfinder, Assy Oehm: Modenschau, Werner Finck, Hans Junkermann, Hadrian Maria Netto, Fritz Odemar, Werner Scharf, Arthur Schröder, Grethe Weiser",,,,"Josef Pelz von Felinau, Theo Halton",,"Paul Haupt, Maria Spindler, Berta Schindler",Bruno Duday,,Werner Brandes,"Karl Drömmer, Wilhelm Schmidt",,,Bruno Balz,"Emil Neumann, Wilhelm Weber, Maria Jamitzky",Franz Doelle,,Franz Doelle,,Universum-Film AG (UFA) (Berlin),Bruno Duday,,Gerhard Lamprecht,Erich Kobler,Max Linde,Erich Kobler,,Heinz Ritter,,Dr. Fritz Seidel,,,"2500 m, 91 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Elisabeth und der Narr,https://www.filmportal.de/film/elisabeth-und-der-narr_321ee2913c2d48ae9a08427e37b964e2,Spielfilm,1934,Deutschland,,,"Walter Reimann, Kurt Dürnhöfer",,"Fritz Alberti: Bankier Dietrich, Hertha Thiele: Elisabeth, seine Tochter, Theodor Loos: Thomas, Organist, Rudolf Klein-Rogge: Michele, Erna Morena: Die Äbtissin, Eduard Wesener: Edgar  Waldorf, Maler, Else Ehser: Die Haushälterin Hörnlein, Ilse Nast: Die Tänzerin, Oskar Höcker: Der Zirkusdirektor, Johanna Ewald: Die Zirkusdirektorin, Klaus Pohl: Der Clown August, Gerhard Dammann: Der Polizeikommisar, Karl Platen: Der Kanzleischreiber, Carl de Vogt",,,,Walter Reimann,,,,,Franz Weihmayr,,,,,Otto Wustrak,Gottfried Huppertz,,Werner Schmidt-Boelcke,,Edda-Film Gmb: H (Berlin),Curt Prickler,Otto Büsack,Thea von Harbou,,,"Fritz E. Nauch, Fritz C. Mauch",,Alexander Schmoll,,"Martin Müller, Hermann Birkhofer",,,"8 Akte, 2074 m, 76 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,"Zensur (DE): 12.12.1933, B.35235, Verbot"
Emil sucht seine Braut,https://www.filmportal.de/film/emil-sucht-seine-braut_5fe54a3910994f098485a09c34810a4b,Spielfilm,1934,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die englische Heirat,https://www.filmportal.de/film/die-englische-heirat_7d16232893c34b93b1655939a3751397,Spielfilm,1934,Deutschland,,,Otto Hunte,,"Adele Sandrock: Lady Mavis, Fritz Odemar: Percival, ihr Sohn, Georg Alexander: Doug, Hans Richter: Tuck, Renate Müller: Gerte Winter, Adolf Wohlbrück: Warwick Brent, Hilde Hildebrand: Bella Amery, Gertrud Wolle: Lady Buckley, Julius E. Herrmann: Sir Robert Buckley, Etta Klingenberg: Roberta Buckley, Hugo Werner-Kahle: Digby, Gertrud de Lalsky: Gertes Mutter, Anton Pointner, Ewald Wenck, Olga Engl, Meta Jäger, Else Reval",,,,"Ludwig von Wohl, Werner Kortwich (Bearbeitung)",,,,,Friedl Behn-Grund,,,,Charles Amberg,,Franz Doelle,,,,Cine-Allianz Tonfilm Gmb: H (Berlin),,"Arnold Pressburger, Gregor Rabinowitsch",Reinhold Schünzel,Kurt Hoffmann,,,,,,Martin Müller,,,93 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Das Erbe in Pretoria,https://www.filmportal.de/film/das-erbe-in-pretoria_6afc514511614d949186ac6368321b93,Spielfilm,1934,Deutschland,,,Max Seefelder,,"Charlotte Susa: Agnes, Fredersens Frau, Paul Hartmann: Bernhard Fredersen, Gustaf Gründgens: Eugen Schliebach, Paul Henckels: Petermann, Prokurist, Philipp Manning: Admiral Wiethaus, Agnes Vater, Max Weydner: William Spencer, Lilo Müller: Ines, Kurt Vespermann: Hans Joachim Förster, Walter Lantzsch: Kapitän Husemann, Richard Révy: Georg Miller, Philipp Veit: Geheimrat Klinger, Fita Benkhoff: Lilly Clausch",,,,Walter Wassermann,,,,,Karl Hasselmann,Josef Illig,,,,H. Bechmann,Hans Carste,,Hans Carste,,"Atalanta-Film Gmb: H (Berlin), Bavaria Film AG (München-Geiselgasteig)",Otto Ernst Lubitz,,Johannes Meyer,,,Gottlieb Madl,,,,Friedrich Wilhelm Dustmann,"Ludwig von Wohl (Motive des Romans ""Die Reise nach Pretoria"")",,"2588 m, 95 min","35mm, 1:1.33",s/w,,
Es tut sich was um Mitternacht,https://www.filmportal.de/film/es-tut-sich-was-um-mitternacht_912f680dd3bf4b76ba3c323c975b2932,Spielfilm,1934,Deutschland,Hans Tost,,Erich Czerwonski,,"Leopoldine Konstantin: Frau Dr. Wegener, Dolly Haas: Susanne, ihre Tochter, genannt Susi, Karl Ludwig Schreiber: Thomas, ihr Sohn, genannt Tommy, Albert Lieven: Nikolaus Durmann, Komponist, genannt Niki, Ralph Arthur Roberts: Christoph Knorr, Kapitän a.D., Theo Lingen: Egon Knorr, sein Sohn, Oskar Sima: Théophile Alcibiade Pépin, Berthe Ostyn: Fée, seine Frau, Heinz Förster-Ludwig: Liebling, Diener bei Wegeners, Wolfgang von Schwindt: Gendarm, Karl Platen: Wirt im Wirtshaus zum Spessart, Georg Völkel",,,,Robert A. Stemmle,,"Gustav Jäger, Frieda Stahl",,,Hugo von Kaweczynski,Erich Grohmann,,,"Robert A. Stemmle, Hans Martin Cremer","Frieda Lehmann, Carl Eduard Schulz",Franz Grothe,,Franz Grothe,,T. K. Tonfilm-Produktion Gmb: H (Berlin),Eberhard Klagemann,Felix Pfitzner,Robert A. Stemmle,Reinhart Steinbicker,Otto Krüerke,Hermann Haller,,Karl Lindner,,Hans Grimm,,,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Das Fähnlein der sieben Aufrechten,https://www.filmportal.de/film/das-faehnlein-der-sieben-aufrechten_29ad547698094e258cb1581cf49f3a4e,Spielfilm,1934,Deutschland/Schweiz,"Eduard Probst, Karl Buchholz, Willy Laschinsky",,"Robert A. Dietrich, Bruno Lutz",,"Heinrich George: Zimmermeister Frymann, Karin Hardt: Tochter Hermine Frymann, Paul Henckels: Schneidermeister Hediger, Lotte Spira: Frau Hediger, Albert Lieven: Sohn Karl Hediger, Karl Stepanek: Grundstücksspekulant Ruckstuhl, Hans Henninger: Spörri, Friedrich Ettel: Gastwirt Aklin, Maria Krahn: Frau Aklin, Max Holsboer: Schmied Syfrig, Annemarie Steinsieck: Frau Syfrig, Alfred Schlageter: Tischlermeister Bürgi, Käte Haack: Frau Bürgi, Armin Schweizer: Silberschmied Kuser, Ilse Fürstenberg: Frau Kuser, Eduard Wenck: Krugwirt Erismann, Carsta Löck: Frymanns Haushälterin Marta, Hans Fetscherin: Festsänger, Paul Mederow, Albert Heine, Walter Werner, Peter Erkelenz, Walter Vollmann, Herbert Quandt, Volker von Collande, Heinz Rippert, Walter Bluhm, Horst Beck, Wolf Harro, Georg A. Profé, Alfred Stratmann, Kai Möller, August Leumann",,,,"Hans Fritz Köllner, Frank Wysbar, Hans Martin Cremer (ungenannt), Hella Moja (ungenannt)",,Friedrich Wilhelm Großmann,,,"Franz Weihmayr, Hans Schneeberger, Heinz von Jaworsky",Wilhelm Schmidt,,,,Franz Siebert,"Herbert Windt, A. Hörler",,,,"Terra-Film AG (Berlin), Terra-Film AG (Zürich)",Harry Dettmann,Ralph Scotoni,Frank Wysbar,Herbert Maisch,,Lena Neumann,,Josef Höfer,,Martin Müller,Gottfried Keller (Novelle),,"2907 m, 106 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,"FSK-Prüfung (DE): 07.05.1962, 27974, ab 6 Jahre / feiertagsfrei"
Der Fall Brenken,https://www.filmportal.de/film/der-fall-brenken_fa7bfd02e9fb47d78efbe745be782732,Spielfilm,1934,Deutschland,,,"Gustav A. Knauer, Alexander Mügge",,"Walter Steinbeck: Generaldirektor Hermann Brenken, Industrieller, Rudolf Klein-Rogge: Bert Benson, Artist, Genia Nikolajewa: Inge Brandt, Schauspielerin, Hans Brausewetter: Hans Hall, Berichterstatter, Jessie Vihrog: Lotte Menzig, Telephonistin, Trude Hesterberg: Fräulein Bomst, Direktrice Gussersee-Hotel, Franz Weber: Alois Huber, Nachtportier Gussersee-Hotel, Heinz Berghaus: Der Tagportier Gussersee-Hotel, Veit Harlan: Der Unbekannte, Adele Sandrock: Die Frau Generalin",,,,"Peter Ort, Henry Kosterlitz",,,,,Karl Hasselmann,,,,,,Eduard Künneke,,Franz Marszalek,,Westdeutsche Tonfilm-Produktion Gmb: H (Westofi) (Berlin),,,Carl Lamač,,,,,,,Adolf Jansen,"P. Runge (Roman ""Pitt und die Menschlichen Verhältnisse"")",,"2407 m, 88 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Ferien vom Ich,https://www.filmportal.de/film/ferien-vom-ich_e31ce14dae7c40f08245ed21c65e1359,Spielfilm,1934,Deutschland,,,"Willi A. Herrmann, Hanns H. Kuhnert",,"Hermann Speelmans: Georges B. Steffenson, Carola Höhn: Eva von Dornberg, Georg Heinrich Schnell: Dr. Hartung, Hans Zesch-Ballot: John Stone, Ewald Wenck: Faktotum Lehmann, Hans Adalbert Schlettow: Gutsinspektor Barthel, Gina Falckenberg: Doris Stones, Walter Steinbeck: Eberhard Kreutzer, Fritz Genschow: Erich Bürger, Cilly Feindt: Elisabeth Schuhmacher, Paul Henckels: Justizrat Heinrich Stumpe, Werner Finck: Ottokar Geldern, Eduard Wesener: Robert Braun, Ernst Behmer: Sekretär August Stempel, Else Reval: Klärchen Stempel, Vilma Bekendorf, Richard Handwerk, Resi Langer, Karin Lüsebrink, Carl Walther Meyer, Marianne Mewes, Gerti Ober, Friedrichfranz Stampe, Hans Stiebner",,,,Peter Francke,,,Alfred Zeisler,,Hugo von Kaweczynski,,,,Peter Francke,,Marc Roland,,,,Olaf Fjord Film-Produktion Gmb: H (Berlin),,,Hans Deppe,Paul May,,Paul May,,,,Ludwig Ruhe,,Universum-Film AG (UFA) (Berlin),,,,,
Der Flüchtling aus Chicago,https://www.filmportal.de/film/der-fluechtling-aus-chicago_71f592ee09bd421799e32e35dd91150b,Spielfilm,1934,Deutschland,,,,,"Lil Dagover, Hubert von Meyerinck, Adele Sandrock, Luise Ullrich, Gustav Fröhlich, Paul Kemp, Will Dohm, Otto Wernicke",,,,"Max W. Kimmich, Hermann Oberländer",,,,,,,,,,,,,,,,,,Johannes Meyer,,,,,,,,,,,,,,
Fräulein Frau,https://www.filmportal.de/film/fraeulein-frau_21523de03fcf4c9ca1a1232337f0d015,Spielfilm,1934,Deutschland,,,Erich Czerwonski,,"Paul Hörbiger: Peter Valentin, Jenny Jugo: Erika, seine Frau, Olga Limburg: Erikas Mutter, Anton Pointner: Belmonte, Filmschauspieler, Fritz Odemar: Alfred, Oberkellner, Hans Hermann SchaufußHerr mit Kneifer, Karl Elzer: Mann mit Bart, Alfred Haase: Empfangschef, Kurt Getke: Glatzköpfiger, Bert Schmidt-Moris: Boy, Hilde Maris: Zofe, Hans Albin",,,,Axel Eggebrecht,,,,,Willy Winterstein,,,,Bruno Balz,,Franz Grothe,Hans Hencke (Kapelle),Franz Grothe,,T. K. Tonfilm-Produktion Gmb: H (Berlin),Eberhard Klagemann,Felix Pfitzner,Carl Boese,,Paul Gaeble,Hildegard Grebner,,,,Carl Becker,,,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Fräulein Liselott,https://www.filmportal.de/film/fraeulein-liselott_fae2f3541f714aba94d8ccb391aeba39,Spielfilm,1934,Deutschland,,,Erich Czerwonski,,"Magda Schneider: Liselotte Fischer, Albert Lieven: Peter Wendt, Architekt, Maria Sazarina: Marion Flemming, Philipp Manning: Osterloh, ihr Vormund, Günther Lüders: Ernst Hagen, Komponist, Willi Schur: Melchior Kraut, Maler, Kurt Mühlhardt: Eugen Till, Bildhauer, Oskar Sima: Jasmin, Hausverwalter, Ilse von Collani: Frieda, Liselottes Freundin, Paul Westermeier: Knoblauch, Gerichtsvollzieher, Ernst Behmer: Herr Böhmer, Chef des Berufsumstellungsbüros, Rainer Eggemann: Krauts Freund, Carl Walther Meyer: Tills Freund, Gerhard Dammann: Kolonialwarenhändler, Karl Platen: Diener bei Osterloh, Hermann Noack: Zoologe, Wera Schultz: Zofe, Willy Schaeffers",,,,"Bobby E. Lüthge, Walter Forster",,"Willi Schlick, Frieda Stahl",,,Willy Winterstein,Karl Löb,Heinz A. Schulze,,Bruno Balz,"Bruno Heckmann, Charlotte Pfefferkorn",Franz Doelle,,Franz Doelle,,Dr. V. Badal-Filmproduktion Gmb: H (Berlin),Fritz Siemund,Vahayn Badal,Johannes Guter,Franz Hofer,"Otto Krüerke, Ernst Thege",Waldemar Gaede,,Rudolf Brix,,Walter Rühland,,,,,,,
Die Frauen vom Tannhof,https://www.filmportal.de/film/die-frauen-vom-tannhof_1c6fee29a8594731a773c62abb518048,Spielfilm,1934,Deutschland,,,,,"Rudolf Klein-Rogge: Jakob Aigner, der Tannhofbauer, Paul Richter: Hans Aigner, sein Sohn, Marianne Wehmer: Agnes Baumann, Ursula Grabley: Hertha Richter, Josef Eichheim: Michel, Knecht auf dem Tannhof, Walter Holten: Max Lankes, Käte Merk: Else Lankes, seine Frau, Franz Sigg: Weinberger, Wirt des Unterkunftshauses, Rosa Kirchner-Lang: Regine, Wirtschafterin auf dem Tannhof, Josefa Braun, Maria Byk, Christine Zeilbeck",,,,Joseph Dalmann,,,,,Franz Koch,,,,,,Toni Thoms,,Toni Thoms,,Arnold & Richter Gmb: H (München),,,Franz Seitz Sr.,,,,,,,Walter Zander,,,,"35mm, 1:1,37","s/w, Ton",,
Die Freundin eines großen Mannes,https://www.filmportal.de/film/die-freundin-eines-grossen-mannes_f3240ccb97c24cb3b69bd3a20a40d840,Spielfilm,1934,Deutschland,,,"Erich Kettelhut, Max Mellin",,"Käthe von Nagy: Marga Köhler, Karl Ludwig Diehl: Peters, Fabrikant, Jessie Vihrog: Sigrid Mansfeld, Hans Brausewetter: Ulrich, Harry Frank: Willrodt, Ernst Behmer: Gärtner, Theodor Loos: Dr. Nordegg, Ernst Legal: Vorhangzieher, Werner Finck: Banz, Hans Leibelt: Bankier Rieder, Gustav Püttjer: Bühnenmeister, Hans Zesch-Ballot: Holberg, Berliner Theaterdirektor",,,,"Philipp Lothar Othello Mayring, Lothar Philipp August Mayring, Wolf Neumeister",,,Bruno Duday,,Eduard Hoesch,,,,Richard Busch,,Harald Böhmelt,,,,Universum-Film AG (UFA) (Berlin),Erich Holder,,Paul Wegener,Erich Kobler,,Willy Zeyn jun.,,,,Walter Tjaden,"Hans Lorenz (B), Alfred Möller (B)",,"2651 m, 97 min","35mm, 1:1.33","s/w, Klangfilm",,
Freut euch des Lebens,https://www.filmportal.de/film/freut-euch-des-lebens_6d3510beb0364e4b90fdb24a4bc8861b,Spielfilm,1934,Deutschland,,,Artur Günther,,"Dorit Kreysler: Gusti Melzer, Wolfgang Liebeneiner: Carl Maria Raveck, Ida Wüst: Camilla Raveck, Eugen Rex: Emil Weißberg, Anton Pointner: Igo von Lindstedt, Gertrud Wolle: Frau Senkpiel, Oskar Sima: Lokalbesitzer, Louis Ralph",,,,"Eva Leidmann, Walter Forster",,,Karl Ritter,,Konstantin Tschet,,,,,,Friedrich Wilhelm Rust,,,,Universum-Film AG (UFA) (Berlin),,,Hans Steinhoff,,,Milo Harbich,,,,Dr. Fritz Seidel,,,"2501 m, 91 min","35mm, 1:1.33","s/w, Klangfilm",,
Frühlingsmärchen. Verlieb' Dich nicht in Sizilien,https://www.filmportal.de/film/fruehlingsmaerchen-verlieb-dich-nicht-in-sizilien_2051ed91a19d4d90afefb1a614551bd4,Spielfilm,1934,Deutschland,,,"Walter Haag, Franz Schroedter",,"Claire Fuchs: Operettensängerin Claire Lehmann, Ida Wüst: Claires Mutter Martha, Maris Wetra: Tenor Manfred Norden, Livio C. Pavanelli: Gesangslehrer Professor Orbi, Julius E. Herrmann: Komponist  Arpad Jarosy, Hubert von Meyerinck: Librettist Karlchen Wolf, Jakob Tiedtke: Theaterdirektor Neuhof, Hugo Froelich: Bühnenportier Meyer, Artur Malkowsky: Großfürst Alexander Alexandrowitsch, Ernst Wulf: Leibkosak Iwan, Egon Brosig, Herti Kirchner, Hadrian Maria Netto, Else Bötticher, Erich Bartels, Erich Harden, Anton Krilla",,,,"Walter Supper, Wolfgang Hoffmann-Harnisch",,,,,Reimar Kuntze,,,,,,Hansom Milde-Meißner,,,,Froelich-Film Gmb: H (FFG) (Berlin),,,Carl Froelich,,,,,,,Hans Grimm,,,"2367 m, 87 min",35mm,s/w,,
Fürst Woronzeff,https://www.filmportal.de/film/fuerst-woronzeff_e4217494c5fa48c3a169a342bf55896e,Spielfilm,1934,Deutschland,Gerhard Tandar,,"Erich Kettelhut, Max Mellin",,"Albrecht Schoenhals: Fürst Woronzeff / Baron Franz von Naydek, Hansi Knoteck: Woronzeffs Tochter Nadja, Willy Birgel: Sekretär Petroff, Heinrich Berg: Otto von Naydek, Brigitte Helm: Diane Morell, Amanda Lindner: Tante Lydia, Fritz Odemar: Onkel Gregor, Günther Lüders: Vetter Boris, Jakob Tiedtke: Onkel Iwan, Curt FußAgent Léon, Edwin Jürgensen: Untersuchungsrichter, Wladimir Sokoloff: Petroff, Walther Ludwig: Sänger - Duett aus ""Samson und Dalida"", Fred Goebel, Elisabeth von Rüts, Adele Sandrock",,,,"Walter Supper, Artur Robison",,"Eduard Weinert, Elisabeth Kuhn",Max Pfeiffer,,"Günther Rittau, Otto Baecker","Ekkehard Kyrath, Karl Plintzner",,,Bruno Balz,Waldemar Jabs,Hans-Otto Borgmann,,Hans-Otto Borgmann,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Max Pfeiffer),Max Pfeiffer,,Artur Robison,Viktor von Struve,"Emil Freude, Arthur Schwandt",Herbert B. Fredersdorf,,Willi Klitzke,,Erich Leistner,Margot von Simpson (Roman),,"9 Akte, 2575 m, 94 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Georges et Georgette,https://www.filmportal.de/film/georges-et-georgette_b68024a804db4233a61d6e2b7b25c73c,Spielfilm,1934,Deutschland,,,,,"Julien Carette: Georges, Meg Lemonnier: Suzanne, Adolf Wohlbrück: Robert, Jenny Burnay: Elinore, Paulette Dubost: Lilian, Félix Oudart: Pokerdass, Charles Redgie: Douglas, Lise Delamare, Edmound Hamel, Gustave Huberdeau, Odette Talazac",,,,Reinhold Schünzel,,,,,Konstantin Tschet,,,,,,Franz Doelle,,,,Universum-Film AG (UFA) (Berlin),,,"Reinhold Schünzel, Roger Le Bon",Kurt Hoffmann,,,,,,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),93 min,"35mm, 1:1,37","s/w, Ton",,
Gern hab' ich die Frau'n geküßt,https://www.filmportal.de/film/gern-hab-ich-die-fraun-gekuesst_63cce7e5131246389bdcc9531581b229,Spielfilm,1934,Deutschland,Otto Jahn,,"Willi A. Herrmann, Artur Günther",,"Iván Petrovich: Geiger Paganini, Eliza Illiard: Herzogin Anna Elisa von Lucca, Theo Lingen: Hofmarschall Pimpinelli, Adele Sandrock: Hofmeisterin Gräfin Zanelli, Maja Feist: Hofdame Comtesse Jeanne d'Anvier, Rudolf Klein-Rogge: Napoleons Kurier Graf Hédouville, Aribert Wäscher: Theaterdirektor Sebaldus Manzetti, Erika Glässner: Thalia Manzetti, Maria Beling: Thalias Nichte Bella, Veit Harlan: Schauspieler Enrico Tortoni, Gustav Mahncke: Kommandant der Leibgarde der Herzogin Anna Elisa, Erich Dunskus: Gastwirt, Franz Weber: Diener, Karl Harbacher, Hans Hemes, Wolfgang von Schwindt, Egon Brosig",,,,Georg Zoch,,"Hans Dupke, Jenny Pieper",Alfred Greven,,Ewald Daub,,"Theaterkunst Gmb: H (Berlin), Peter A. Becker & Co. Gmb: H (Berlin)",,,"Paul Albert Lange, Alois Strasser",Franz Lehár,,Fritz Wenneis,,Majestic-Film Gmb: H (Berlin),Alfred Greven,"Franz Tappers, Helmut Eweler",E. W. Emo,Herbert Grünewald,,Martha Dübber,,Eigil Wangoe,,Hans Grimm,"Paul Knepler (Operette ""Paganini""), Béla Jenbach, Franz Lehár",,"2373 m, 87 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Gold,https://www.filmportal.de/film/gold_3373e96851a941878f3c43077e98cb71,Spielfilm,1934,Deutschland,Gerhard Tandar,,"Otto Hunte, Albert Berthold Henninger (Technische Beratung)",,"Hans Albers: Werner Holk, Brigitte Helm: Florence Wills, Michael Bohnen: John Wills, Lien Deyers: Margit Möller, Friedrich Kayßler: Prof. Achenbach, Ernst Karchow: Lüders, Eberhard Leithoff: Harris, Willi Schur: Pitt, Hans-Joachim Büttner: Becker, Walter Steinbeck: Brann, Heinz Wemper: Vesitsch, Rudolf Platte: Schwarz, Heinz Salfner: Direktor Sommer, Erich Haußmann: Sekretär, Rudolf Biebrach, Friedrich Ettel, Ernst Behmer, Curt Lukas, Philipp Manning, Fita Benkhoff, Elsa Wagner, Frank Günther, Wilhelm Kaiser-Heyl, Rainer Litten",,,,Rolf E. Vanloo,,"Heinrich Przygodda, Otto Sucrow, Elisabeth Kuhn",,,"Günther Rittau, Otto Baecker, Werner Bohne","Walter Pindter, Ekkehard Kyrath",,,,Waldemar Jabs,Hans-Otto Borgmann,Georg Nettelmann (Orchester),,,Universum-Film AG (UFA) (Berlin),Alfred Zeisler,,Karl Hartl,Ernst Rechenmacher,"Karl Meyer, Richard Julius",Wolfgang Becker,,,,"Erich Leistner, Bruno Suckau",,,"3297 m, 120 min","35mm, 1:1.33",s/w,,
Grenzfeuer,https://www.filmportal.de/film/grenzfeuer_ad5dd9c4afeb454dac492f6da483430e,Spielfilm,1934,Deutschland,,,,,"Hanns Beck-Gaden: Grenzjägerkommandant Behlke, Elsa Krüger: Afra, Käthe Consée: Bedienstete am Grenzhof Kathl, Rudolf Klein-Rogge: Der Einäugige, ein Schmuggler, Fritz Rasp: Grenzhofbauer Nothaas, Philipp Weichand: Jackl, ein Grenzjäger",,,,Hanns Beck-Gaden,,,,,Franz Koch,,,,,,Toni Thoms,,,,Arnold & Richter Gmb: H (München),,,Hanns Beck-Gaden,,,,,,,,,,97 min,"35mm, 1:1,20","s/w, Ton",,
Die große Chance,https://www.filmportal.de/film/die-grosse-chance_bed1007135c642748f7add464575e62d,Spielfilm,1934,Deutschland,"Conny Carstennsen, Willy Laschinsky",,"Robert A. Dietrich, Bruno Lutz",,"Hans Söhnker: Erfinder Thomas Menzel, Camilla Horn: Helga Ullmann, Walter Steinbeck: Generaldirektor Ullmann, Hansi Niese: Helene ""Lenchen"" Menzel, Jakob Tiedtke: Schrankenwärter a.D. Oskar Borke, Trude Hesterberg: Renate Rodenbeck, Hubert von Meyerinck: Sohn Georg Rodenbeck, Alfred Haase: Ullmannwerke-Teilhaber Max Wellhagen, Werner Schott: Chefingenieur Hans Raschdorf, Paul Henckels: Bürovorsteher Otto Meckeritz, Hans Nerking: Frackverleiher C. P. Engelmann, Ida Krill, Hans Albin, Hans Stock, Alfred Stratmann, Gustav Lindström",,,,Peter Francke,,"Hans Kothe, Alice Follet",Max G. Hüske,,Bruno Timm,Walter Chmillon,,,,"Carl Eda, Richard Timm",Will Meisel,,Fritz Domina,,Terra-Film AG (Berlin) (Herstellungsgruppe Max Hüske),Max G. Hüske,,Victor Janson,Roger von Norman,"Max Freude, Otto Garden",Roger von Norman,,Josef Höfer,,Fritz Seeger,"Alfred Möller (Bühnenstück), Hans Lorenz (Bühnenstück)",,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Grüß mir die Lore noch einmal,https://www.filmportal.de/film/gruess-mir-die-lore-noch-einmal_7e30e91987cb4ea3806c6ec0597b1abc,Spielfilm,1934,Deutschland,,,,,"Maria Beling, Wolf Harro, Franz W. Schröder-Schrom, Leonie Duval, Vivigenz Eickstedt, Ery Bos, Franz Klebusch, Rudolf Platte, Dina Gralla, Friedrich Ettel, Paul Beckers",,,,"Peter Francke, Hans Fritz Köllner",,,,,,,,,,,"Fritz Wenneis, Hermann Fürchtenicht",,,,Terra-Film AG (Berlin),,,Carl Heinz Wolff,,,,,,,,,,,,,,
Hanneles Himmelfahrt,https://www.filmportal.de/film/hanneles-himmelfahrt_0307151c6bad4b4390bad259f8a698c4,Spielfilm,1934,Deutschland,Walter Tost,,"Walter Reimann, Ludwig Reiber",,"Inge Landgut: Hannele, Rudolf Klein-Rogge: Mattern, ihr Stiefvater, Käte Haack: Schwester Martha, Theodor Loos: Gottwald, Lehrer, Elisabeth Wendt: Hete, Else Ehser: Tulpe, Ilse Fürstenberg: Wirtin, Paul Rehkopf: Wirt, Alfred Stratmann: Schmidt, Waldarbeiter, Hans Mitzlaff: Hanke, Klaus Pohl: Schneider, Lothar Warsitz: Todesengel, Ernst Legal: Seidel, Waldarbeiter, Karl Platen: Pleschke, Otto Sauter-Sarto: Schuster, Heinrich Schroth: Dr. Wachler, Arzt",,,,Thea von Harbou,,,,,Robert Baberske,,,,,,Gottfried Huppertz,Hans Georg Görner (Orgel),,,Aafa-Film AG (Berlin),Willy Reiber,Gabriel Levy,Thea von Harbou,,,Fritz C. Mauch,,,,"Walter Jansen, Adolf Jansen",Gerhart Hauptmann (Novelle),,"1758 m, 64 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,
