Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Die gelbe Flagge,https://www.filmportal.de/film/die-gelbe-flagge_21136fda234746f8b404f05813b610a8,Spielfilm,1937,Deutschland,"Hans Schönmetzler, Werner Drake",,Ludwig Reiber (Flugmaschine Bücker-Jungmann 131b von den Bücker-Flugzeugwerken Rangsdorf),,"Hans Albers: Peter Diercksen, ehemaliger Flieger, Olga Tschechowa: Helen Roeder, amerikanische Journalistin, Dorothea Wieck: Krankenschwester Dolores, Gothart Portloff: Alfred Gesekius, Rudolf Klein-Rogge: Ellis, Kapitän, Arthur Schröder: Benthley, Erster Offizier, Herbert Gernot: Dr. Rusby, Arzt, Heinz Evelt: Tobi, Steward, Alexander Engel: Dr. Martinez, Arzt, Hugo Werner-Kahle: Dr. Perez, Vertrauensarzt der Regierung, Erwin Klietsch: Prof. Cameron, Expeditionsleiter, Kurt Hinz: Dr. Mac: Hugh, sein Assistent, Hans Adalbert Schlettow: Major Bachmair, Kommandant der Hilfsexpedition, Lissy Arna: Pandorita, Margit Symo: Lu, Else Ehser: Mrs. Gloria Sanders, Jutta Jol: Krankenschwester Ines, Karl Hannemann: Hotelportier, Manfred Meurer: Sergeant Rossi, S. O. Schoening: Dietrichsen, Otto Stoeckel: Arzt, Albert Venohr: Mann in der Tingel-Tangel-Bar, Elisabeth Miller: Telefonierende Dame, Angelo Ferrari: Ihr Begleiter, Bruno Karl""Naturbursche"", Livia Stolp1. junge Frau, Max Harry Ernst: Schiffspassagier, Jac Diehl: Soldat, Kurt Mikulski: Tavernenwirt, Lilo Bergen2. junge Frau, Bob Bolander: Barmann, Robert Vincenti-Lieffertz: Spieler und Zuschauer am Spieltisch, Friedrich Teitge1. Schiffspassagier, Alfred Karen2. Schiffspassagier, Erik von Loewis1. Schiffssteward, Carl Krenzer, Theodor Popp2. Schiffssteward, Hermann Pfeiffer: Spielkasinodirektor, Hella Gantzert: Mexikanische Magd, Ludwig Schwartz: Zweifelhafter Kavalier, Liesel Eckhardt: Köchin, Wolf Harro1. junger Soldat, Joachim Rake2. junger Soldat, Adalbert LudwigshausenÄlterer Soldat, Viggo Larsen: Mexikanischer Ständchensänger, Claire Glib: Schiffspassagierin, Walter Brückner, Paul Ludwig Frey, Martha von Kossatzky, Edgar Pauly, Karl Jüstel, Bob Iller, Gerda Dietel, Inge Felix",,,,"Helmut Brandis, Otto Linnekogel",,,,,Franz Koch,,,,Ernst Hübner,,Giuseppe Becce,,,,Euphono-Film Gmb: H (Berlin),,Franz Vogel,Gerhard Lamprecht,Klaus Emisch,,Fritz C. Mauch,,Eugen Klagemann,,Werner Pohl,Fred Andreas (Roman),,93 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Gewitter im Mai,https://www.filmportal.de/film/gewitter-im-mai_f4c05ba8e10747f482f58c2e861e5fa4,Spielfilm,1937,Deutschland,,,"Hanns H. Kuhnert, Kurt Dürnhöfer",,"Hansi Knoteck: Dorle Weber, Ludwig Schmid-Wildy: Dorfschmied Domini, Hans Richter: Hein Andresen, Anni Seitz: Vroni, Hermine Ziegler: Dorles Mutter, Rolf Pinegger: Poldis Vater, Thea Aichbichler: Poldis Mutter, Viktor Gehring: Bürgermeister, Josef Eichheim: Gemeindediener Xaver, Willi Schur: Schiffskoch, Günther Brackmann, Gerhard Dammann, Otti Dietze: Wirtschafterin, Philipp Manning, Else Reval, Roland von Rossi, Hans Schneider, Maria Wolf",,,,Anton Graf Bossi-Fedrigotti,,"Emmi Heinke, Elisabeth Kuhn","Ernst Krüger, Hans Herbert Ulrich",,Karl Attenberger,Peter Haller,,,Rudi Keller,Arthur Schramm,Hans Ebert,,Hans Ebert,,"Tonlicht-Film Gmb: H, Peter Ostermayr (Berlin)",,Peter Ostermayr,Hans Deppe,Paul May (auch Regie-Mitarbeit),,Paul May,,Reinhold Draber,,Erich Schmidt,,Universum-Film AG (UFA) (Berlin),,,,,
Gewitterflug zu Claudia,https://www.filmportal.de/film/gewitterflug-zu-claudia_cfc26505e2bd4499998ad6997ce3b8bb,Spielfilm,1937,Deutschland,,,Carl Ludwig Kirmse,,"Willy Fritsch: Flugkapitän Droste, Jutta Freybe: Claudia, Olga Tschechowa: Frau Mainburg, Maria Koppenhöfer: Frau Imhoff, Karl Schönböck: Flugkapitän William Crossley, Jakob Tiedtke: Flugpassagier, Hans Leibelt: Inspektor Bäuerle, Gerhard Bienert: Bordmechaniker Hüber, Rudolf Schündler: Bordfunker Klömkes, Heinrich Marlow: Sir Reginald Crossley, Edwin Jürgensen: Sekretär Quist, Walter Werner: Diener James, Paul Mederow: Notar Maxwell, Philipp Manning: Arzt bei Sir Crossley, Werner Pledath: Direktor Bohlen von der Lufthansa in Berlin, Arthur Schröder: Claudias Vorgesetzter bei der Lufthansa, Ernst Dierbach: Fluglehrer, Irmgard Nowak: Verkäuferin in der Buchhandlung, Josy Holsten: Dame, die Droste bei der Ankunft am Flugplatz anspricht, Hermann Pfeiffer: Kiminalbeamter bei Drostes Verhör in Hannover, Ilse Rose-Vollborn: Gattin des Bordmechanikers Frau Hüber, Otz Tollen: Flugkapitän in Hannover, Eduard Bornträger: Buchhändler, Kurt Daehn: Beamter im Londoner Fahndungsbüro, Lothar Geist: Berliner Bolle-Junge, Rudolf Klix: Beamter der Mordkommission in Berlin, Otto Kronburger: Kriminalbeamter bei Drostes Kofferinspektion in Hannover, Erich Walter: Flugplatzangestellter in Amsterdam, Siegfried Seefeld",,,,"Karl Unselt, Christian Hallig",,"Erna Gillmore, Max König, Albert Schulze",Peter Paul Brauer,,"Robert Baberske, Heinz von Jaworsky (Spezialflugaufnahmen)","Gösta Kotulla, Bruno Stephan",,,,,Werner Eisbrenner,,Werner Eisbrenner,,Universum-Film AG (UFA) (Berlin),,,Erich Waschneck,Bruno Carstens,,Klaus Stapenhorst,,Ernst Kügler,,Walter Rühland,Karl Unselt (Roman),,,"35mm, 1: 1,37","s/w, Tobis-Klangfilm",,
Die gläserne Kugel,https://www.filmportal.de/film/die-glaeserne-kugel_534341a7ce0b4b17b3e1055af1c2ded5,Spielfilm,1937,Deutschland,,,,,"Sabine Peters, Hilde von Stolz, Paul Henckels, Theodor Loos, Ernst Dumcke, Walter Steinbeck, Curt Lukas, Ernst Legal, Karl Etlinger, Carl Auen, Otto Stoeckel, Fred Goebel, Hans Hemes, Max Hochstetter, Bruno Ziener, Willi Stasser, Erica Balqué, Anita Düvel",,,,"Fritz Rau, Mila de la Chapelle",,,,,Ernst W. Fiedler,,,,,,Hans Carste,,,,,,,Peter Stanchina,,,,,,,,,,,,,,
Die göttliche Jette,https://www.filmportal.de/film/die-goettliche-jette_4516bd5cfb1e47dbb1ab3ccd6a25863c,Spielfilm,1937,Deutschland,"Kurt Moos, Max Paetz",,"Robert A. Dietrich, Max Knaake",Jens Keith,"Grethe Weiser: Sängerin Jette Schönborn, Viktor de Kowa: Inspizient Fritz Barsch, Hansi Arnstaedt: Frau Kommerzienrat, Wilhelm Bendow: Ein alter Mime, Olga Limburg: Frau des Theaterdirektors, Kurt Meisel: Graf Eugen Opalla, Marina von Ditmar: Tänzerin Paula Schönborn, Antonie Jaeckel: Hausdame bei Graf Opalla, Hans Junkermann: Theaterdirektor, Rudolf Klein-Rogge: Stadtrat Müller, Wilhelm P. Krüger: Direktor des Amor-Theaters, Ernst Legal: Prof. Cravallo, Gerhard Dammann1. Polizist, Erich Dunskus2. Polizist, Paul Rehkopf3. Polizist, Oscar Sabo: Theateragent Fliederbusch, Alfred Schlageter: Der alte Graf Opalla, Annemarie Steinsieck: Frau Bankdirektor, Jakob Tiedtke: Kommerzienrat, Eva Tinschmann: Mutter Wilhelmine Schönborn, Elsa Wagner: Gardrobiere Kunkeln, Ernst Waldow: Theaterfriseur August Kunkeln, Paul Westermeier: Bankdirektor Arthur Körting, Otti Dietze, Eva Genschow, Wilhelm Egger-Sell, Käte Jöken-König, Jutta Jol, Georg Paulsen, Arthur Reinhardt, Willi Rose, Paul Schäfer, Hella Tornegg, Rudolf Vones, Borwin Walth, Arthur Kühn, Kurt Getke, Harry Gillmann, Werner Bernhardy, Erny Berty",,,,"Rolf Meyer, Kurt E. Walter",,"Johannes Krämer, Otto Sucrow, Margarete Sucrow",,,Friedl Behn-Grund,Franz von Klepacki,"Willi Ernst, Theaterkunst Gmb: H (Berlin)",,"Walter W. Götze, Günter Neumann, Günther Schwenn","Anton Kerberg, Max Schories",Georg Haentzschel,,,,Fanal-Filmproduktion Gmb: H (Berlin),Hermann Grund,Erich Waschneck,Erich Waschneck,Bruno Carstens,"Gerhard Busse, Helmut Deuckert",Walter Fredersdorf,,Hans Natge,,Erich Lange,,,"5 Akte, 2588 m, 94 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,"FSK-Prüfung (DE): 08.09.1949, 00142, Jugendfrei / nicht feiertagsfrei"
"Gordian, der Tyrann",https://www.filmportal.de/film/gordian-der-tyrann_95411d911c2040eb9913dd5f40d3ac1e,Spielfilm,1937,Deutschland,,,"Erich Czerwonski, Karl Böhm",,"Weiß-Ferdl: Landeshauptmann Gordian von Schwingenbeutel + Theaterdirektor Ferdinand Silbernagel, Paul Richter: Fürst, Michael von Newlinski: Adjutant des Fürsten, Trude Haefelin: Gordians Nichte Franziska, Ellen Hille: Gordians Dienstmädchen Vroni, Fred Döderlein: Assessor Hans von Planck, Josef Eichheim: Amtsdiener Högl, Leo Peukert: Sanitätsrat  Dr. Sterzinger, Marlise Ludwig: Resede Silbernagel, Irene Andor""Herzl""-Wirtin Toni, Olga Schaub: Kellnerin im ""Herzl"", Arthur Reppert: Double für Weiß-Ferdl, Maria Hofen: Nachbarin, Hans Waschatko: Stammgast im ""Ratsstüberl"", Josef Dischner: Stammgast im ""Ratsstüberl""",,,,"Reinhold Meißner, Werner P. Zibaso",,"Luise Leder, Willi Schlick",,,Ewald Daub,,,,,"Willi Grabow, Karl Hanoszek",Walter Espe,,,,"Syndikat-Film Gmb: H (Berlin), Westeuropäische Film AG (Berlin)",Hans Conradi,,Fred Sauer,Curt Blachnitzky,,Alexandra Anatra,,Rudolf Brix,,,Rudolf Greinz (Roman),,"5 Akte, 2731 m, 100 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,"FSK-Prüfung (DE): 31.01.1951, 02474, Jugendfrei / nicht feiertagsfrei"
Gribouille,https://www.filmportal.de/film/gribouille_e40f47cba9164a77a138efeda7d31ac8,Spielfilm,1937,Deutschland,,,,,"Michèle Morgan: Natalie Roguin, Jacqueline Pacaud: Françoise Morestan, Oléo: Henriette Clovisse, Jenny Carolla jeune fille au tandem, Jeanne Provost: Louise Morestan, Pauline Cartonl'autre Nathalie Roguin, Lyne Clevers: Claudette Morel, Raimu: Camille Morestan, Gilbert Gil: Claude Morestan, Jean Wormsle président, Julien Carette: Lurette, Marcel Andrél'avocat général, Jacques Grétillatl'avocat de la défense, Jacques Baumer: Marinier, Andrieux: Robert, René Bergeron: Kuhlmann, André Siméon: Guérin, Nicolas Rimskyle chauffeur de taxi, Geo Lecomteun juré, René Géninl'hôtelier, Pierre Labryl'inspecteur de police, Bernard Blierle jeune homme au tandem, Roger Caccia",,,,Marcel Achard,,,,,Georges Benoît,,,,,,Georges Auric,,,,Universum-Film AG (UFA) (Berlin),,,Marc Allégret,,,Yvonne Martin,,,,William Sivel,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
La griffe du hasard,https://www.filmportal.de/film/la-griffe-du-hasard_95a8fa7e49724215af310f408811303e,Spielfilm,1937,Deutschland,,,,,"Germaine Aussey: Simone, Reine Paulet: Eva Gilbert, Denise Jovelet: Bérangère, la petite fille, Georges Rigaud: Jacques Daroy, Pierre Larquey: M. Lappe, Marcel Simon: Burton, Pierre Alcover: Trémois, Jacques Louvigny: Hector, Henri Nassiet: Séverac, Bill-Bocketts",,,,René Pujol,,,,,,,,,,,,,,,Universum-Film AG (UFA) (Berlin),,,René Pujol,,,,,,,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,"35mm, 1:1.33",,,
Das große Abenteuer,https://www.filmportal.de/film/das-grosse-abenteuer_8901f8d34e854674b4b118a3d8758401,Spielfilm,1937,Deutschland,Joseph Aschenbrenner,,"Otto Erdmann, Hans Sohnle",,"Maria Andergast: Ju-Ju, Charlotte Susa: Maria Larsen, Paul Westermeier: Chauffeur Schliffke, Gustav Waldau: Professor Mücke, Otto Wernicke: Kriminalrat, Fritz Odemar: Theaterdirektor Hessel, Erich Fiedler: Kapellmeister Spitzinger, Erich Kestin: Inspizient Stechlin, Anton Pointner: George Derbrock, Reinhold Pasch: Ted Cowler, Olaf Bach: Boxer Sicki, Hans Richter: Zeitungsjunge, Walter Steinbeck: Klotz, Gelderns Teilhaber, Harry Hardt: Bankdirektor Faber, Ernst Legal: Kapitän der ""Paddy"", Ewald Wenck: Steuermann der ""Paddy"", Gustav Püttjer: Matrose der ""Paddy"", Carla Rust: Zimmermädchen Bertha, Franz Weber: Präsident der Brasil Corp., Elfriede Jerra, Maria Seidler, Erika Streithorst, Ernst Behmer, Gerhard Dammann, Erich Dunskus, Karl Harbacher, Karl Hellmer, Karl Platen, Josef Reithofer, Ernst Rotmund, Erwin van Roy, Bruno Ziener, Curt Lauermann, Arthur Reppert, Lilo Bergen, Alfred Karen, Ferdinand Robert, Bob Bolander, Walter Steinweg, Werner Bernhardy, Helene Fichtmüller, Max Harry Ernst, Fred Goebel, Anita Düvel, Margarete Genske, Georg A. Profé, Ellinor Zimmermann, Rosette Zobber, Charles  François, Paul Hildebrandt, Friedrich Ohse, Sergei Woischeff, Arthur Reinhardt, Hermann Mayer-Falkow, Max Rosenhauer, Tilly Lauenstein, Harry Nelson-Kleinschmidt, Albrecht Schoenhals",,,,Georg Hurdalek,,,,,Werner Brandes,,Eleanor Behm,,Hans Fritz Beckmann,,Theo Mackeben,,Theo Mackeben,,Cine-Allianz Tonfilm Produktion Gmb: H (Berlin),Ernst Garden,,Johannes Meyer,Rudolf Hilberg,,Helmuth Schönnenbeck,,Richard Wesel,,Walter Rühland,,,,,,,
Gueule d'amour,https://www.filmportal.de/film/gueule-damour_00aa7cf4bbec4046be6f75dd5e9220d1,Spielfilm,1937,Deutschland,,,"Max Mellin, Hermann Asmus",,"Jean Gabin: Lucien Bourrache, dit Gueule d'amour, Mireille Balin: Madeleine, René Lefèvre: René, Marguerite Deval: Mme Courtois, Jane Marken: Mme Cailloux, André Carnègele capitaine, Henri Poupon: M. Cailloux, Pierre Magniercommandant, Lucien Dayle, Pierre Etcheparepatron de l'hôtel, André Siméon, Paul Fournier, Maurice Baquet, Robert Casa: M. Moreau, Louis Florencie, Pierre Labry, Frédéric Mariotti, Bill-Bocketts, Jean-François Martial, Gaston Mauger, Paulette Noizeux, Sylvain Itkine, Robert Ozanne",Charles Spaak,,,,,,,,Günther Rittau,,,,,,Lothar Brühne,,,,Universum-Film AG (UFA) (Berlin),,,Jean Grémillon,"Louis Daquin, Roger Blanc",,Jean Grémillon,,,Raoul Ploquin,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
La Habanera,https://www.filmportal.de/film/la-habanera_cf47576f43974f0d9b6da9bde1dade2b,Spielfilm,1937,Deutschland,Georg Mohr,,"Anton Weber, Ernst H. Albrecht",,"Zarah Leander: Astrée Sternhjelm, Ferdinand Marian: Don Pedro de Avila, Karl Martell: Dr. Sven Nagel, Julia Serda: Tante Ana Sternhjelm, Paul Bildt: Dr. Pardway, Edwin Jürgensen: Reeder Shumann, Boris Alekin: Dr. Luis Gomez, Carl Kuhlmann: Präfekt, Michael Schulz-Dornburg: Astrées Sohn Juan, Rosita Alcaraz: Spanische Tänzerin, Lisa Helwig: Alte Amme, Géza von Földessy: Chauffeur, Franz Arzdorf: Assistenzarzt, Harry Hardt: Assistenzarzt, Roma Bahn: Schwedin Ebba, Werner Finck: Herr Söderblom, Günther Ballier: Schiffssteward, Werner Scharf: Reisebüroinhaber José Garcia Hernandez, Franz Stein: Schwedischer Fotograf, Karl Hannemann: Polizist, Werner Kepich: Polizist, Hans Kettler: Erkrankter Polizist, Ernst Rotmund: Schimpfender Polizist, Max W. Hiller: Don Pedros Pförtner, Carl Merznicht: Sänger, Bob Bauer, Max Wilhelm",,,,Gerhard Menzel,UFA-Filmverleih Gmb: H (Berlin),"Wilhelmine Spindler, Walter Salemann",Bruno Duday,,Franz Weihmayr,Bruno Stephan,Annemarie Heise,,"Bruno Balz (""Der Wind hat mir ein Lied erzählt""), Detlef Sierck (""Kinder-Lied"", ""Du kannst es nicht wissen""), Franz Baumann (""Die Habanera"")",,Lothar Brühne,,,"Georges Bizet (Melodie ""Marsch des Toreros"" aus der Oper ""Carmen"")",Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Bruno Duday),Erich Holder,,Detlef Sierck,Fritz Andelfinger,,Axel von Werner,,Willi Klitzke,,Hermann Fritzsching,"Georges Bizet (Melodie ""Marsch des Toreros"" aus der Oper ""Carmen"")",,"2692 m, 98 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,
Hahn im Korb,https://www.filmportal.de/film/hahn-im-korb_c1380f4560c343289b47ff27eb6ef450,Spielfilm,1937,Deutschland,,,,,"Georg Alexander, Ernst Waldow, Walter Steinbeck",,Alf Teichs (Chefdramaturg),,,,,,,,,,,,,,,,,,,,Heinz Paul,,,,,,,,,,"2416 m, 88 min","35mm, 1:1.33",s/w,,
Heimweh,https://www.filmportal.de/film/heimweh_0e2c38aaf857403198ccb423b8712e77,Spielfilm,1937,Deutschland,Conny Carstennsen,,"Gustav A. Knauer, Alexander Mügge",,"Gustav Knuth: Christof Peleikis, Carsta Löck: Marie Peleikis, Hilde Seipp: Evelyn Holm, Walter Franck: Knecht Hendrik Hann, Paul Westermeier: Kapitän Holm, Otto Wernicke: Pastor Stober, Fritz Odemar: Schmuggleranführer Webster, Botho Kaatz: Sohn Pit Peleikis, Horst Birr: Schiffsjunge Blake, Rudolf Koch-Riehl: Seemann Hansen, Fritz Hoopts: Knecht Mick, Ernst Karchow: Amerikanischer Bankpräsident, Wolfgang Kieling: Robby, Sohn des Bankpräsidenten, Toni von Bukovics: Frau im Leuchtturm, Helmut Brasch: Fischer",,,,Georg C. Klaren,,"Frieda Stahl, Friedrich Wilhelm Großmann",Herbert Engelsing,,Werner Bohne,Kurt Schulz,,,Hans Fritz Beckmann,"Karl Weitschat, Franz Siebert",Harold M. Kirchstein,,,,Minerva-Tonfilm Gmb: H (Berlin) (Herstellungsgruppe Herbert Engelsing),Curt Prickler,,Jürgen von Alten,Hans Günther von Klöden,,Roger von Norman,,Alexander Schmoll,,Hans Rütten,"Alfred Karrasch (Roman ""Winke, bunter Wimpel..."")",,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Heiratsinstitut Ida & Co,https://www.filmportal.de/film/heiratsinstitut-ida-co_71b8161334244469a11be273f02047fc,Spielfilm,1937,Deutschland,,,"Erich Czerwonski, Karl Böhm",,"Ida Wüst, Ralph Arthur Roberts, Theo Lingen, Carsta Löck, Rudolf Platte, Trude Haefelin, Annemarie Korff, Elisabeth Eygk, Vicky Werckmeister, Tine Schneider, Annelies Schneidereyt, Karl Etlinger, Rudolf Schündler, Julius E. Herrmann, Hermann Pfeiffer, Leo Peukert, Hella Graf, Erwin Hartung, Kurt Keller-Nebri",,,,Georg Zoch,,,,,Ewald Daub,,,,,,Harald Böhmelt,,,,Westeuropäische Film AG (Berlin),Hans Conradi,,Victor Janson,Curt Blachnitzky,,Walter Wischniewsky,,Josef Höfer,,,,,,,,,
Heiratsschwindler,https://www.filmportal.de/film/heiratsschwindler_c4c5fee4592d40b18e2396e6b7e94545,Spielfilm,1937,Deutschland,,,"Karl Vollbrecht, Bruno Monden (Kunstmaler), Max Knaake",,"Harald Paulsen: Paul Gerber alias A. Häselich, Eduard von Winterstein: Franz Buschko, Elisabeth Flickenschildt: Anne Buschko, Viktoria von Ballasko: Marianne, Kurt Waitzmann: Mathias Schröder, Heinrich Kalnberg: Pflegevater Zierlein, Friedrich Ettel: Bahnhofsvorsteher, Gerhard Bienert: Bahnassistent Obermeier, Hilde Körber: Melitta Doleschal, Alfred Maack: Wirt des bahnhofrestaurant Paaschen, Fita Benkhoff: Lisbeth Lindemann, Ernst Behmer: Kellner, Otto Kronburger: Gefängnisdirektor, Gerda Kuffner: Frau Niemeyer, Berndt Werner: Kriminalbeamter, Eva Klein-Donath: Dr. Gertrud Behrens, Hans Hemes: Gefängniswärter, Arthur Reinhardt: Gefängniswärter, Helmut Heyne, Waldemar Pottier",,,,Fritz Wendhausen,,,,,Ernst W. Fiedler,,,,,,Werner Bochmann,,,,ABC-Film Gmb: H (Berlin),"Ludwig Behrends (Herstellungsgruppe), Hans Lehmann",,Herbert Selpin,,,Lena Neumann,,Josef Höfer,,Alfred Norkus,Dr. Gertrud von Brockdorff (Roman: Die rote Mütze),,"2464 m, 90 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Der Herrscher,https://www.filmportal.de/film/der-herrscher_f769677103954fb5b3acdae90fe3e2e4,Spielfilm,1937,Deutschland,"Rudolf Fichtner, Heinz Abel",,Robert Herlth,,"Emil Jannings: Matthias Clausen, Besitzer der Clausen-Werke, Marianne Hoppe: Inken Peters, Clausens Sekretärin, Harald Paulsen: Rechtsanwalt Hanefeld, Paul Wagner: Professor Wolfgang Clausen, sein Sohn, Maria Koppenhöfer: Klothilde, seine Frau, Hilde Körber: Bettina, seine Tochter, Hannes Stelzer: Egert, sein Sohn, Käte Haack: Ottilie Klamroth, seine Tochter, Herbert Hübner: Erich Klamroth, Helene Fehdmer: Frau Peters, Inkens Mutter, Max Gülstorff: Sanitätsrat Geiger, Walter Werner: Privatsekretär Dr. Wuttke, Theodor Loos: Pastor Immoos, Paul Bildt: Clausens Diener Winter, Heinrich Schroth: Direktor Hofer, Hans Stiebner: Direktor Weißfisch, Rudolf Klein-Rogge: Direktor Bodelfing, Peter Elsholtz: Ingenieur Dr. Ehrhardt, Ursula Kurtz: Stenotypistin Biel, Heinz Wemper: Werkmeister, Lisa Lesco",,,,"Thea von Harbou, Curt J. Braun",,"Walter Schreckling, Anni Loretto",,,"Werner Brandes, Günther Anders (Außenaufnahmen Gutehoffnungshütte)",,Ilse Fehling,Emil Jannings,,,Wolfgang Zeller,,,,Tobis-Magna-Filmproduktion Gmb: H (Berlin) (Herstellungsgruppe Helmut Schreiber),Helmut Schreiber,K. J. Fritzsche,Veit Harlan,,"Johannes Vonberg, Fritz Kelch",Martha Dübber,,,,Hans Grimm,"Gerhart Hauptmann (Frei nach dem Bühnenstück ""Vor Sonnenuntergang""), Harald Bratt (Motive der Komödie ""Der Herrscher"")",,"11 Akte, 2918 m, 107 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Der Hund von Baskerville,https://www.filmportal.de/film/der-hund-von-baskerville_85f1f27c0c5c4f2ebd0698f2466df055,Spielfilm,1937,Deutschland,,,"Willi Depenau, Karl Vollbrecht",,"Peter Voss: Lord Henry Baskerville, Friedrich Kayßler: Lord Charles Baskerville, Alice Brandt: Beryl Vendeleure, Bruno Güttner: Sherlock Holmes, Fritz Odemar: Dr. Watson, Fritz Rasp: Barrymore, Lilli Schoenborn: Barrymore's Frau, Erich Ponto: Stapleton, Ernst Rotmund: Dr. Mortimer, Gertrud Wolle: Wirtin von Sherlock Holmes, Paul Rehkopf: Sträfling, Klaus Pohl: Notar, Ika Thimm: Telefonistin, Ernst-Albert Schaah: Hoteldirektor, Hanna Waag: Lady Baskerville, Artur Malkowsky: Lord Hugo Baskerville, Curt Lauermann, Horst Birr",,,,Carla von Stackelberg,,,Robert Leistenschneider,,Willy Winterstein,,,,,,Paul Hühn,,,,Ondra-Lamac-Film Gmb: H (Berlin),,"Anny Ondra, Carl Lamač",Carl Lamač,Herbert Grünewald,,Ella Ensink,,,,Carl-Erich Kroschke,"Arthur Conan Doyle (Roman ""The Hound of the Baskervilles"")",,,"35mm, 1:1,37","s/w, Mono",,
"Husaren, heraus!",https://www.filmportal.de/film/husaren-heraus_3ccee44b16014584a7cd866a924afe4f,Spielfilm,1937,Deutschland,,,,,"Maria Andergast, Hans Holt, Ida Wüst, Ralph Arthur Roberts, Mady Rahl, Jupp Hussels, Rudolf Platte, Ernst Behmer, Willi Schur, Hildegard Barko, Gertrud Wolle, Franz Arzdorf, Hugo Werner-Kahle, Marianne Bormann, Antonie Jaeckel, Dorothea Scherrhaus",,,,Wolf Neumeister,,,,,Carl Drews,,,,,,Robert Stolz,,Paul Hühn,,,,,Georg Jacoby,,,,,,,,,,,,,,
Indische Rache,https://www.filmportal.de/film/indische-rache_0b1a8e203fe3425db59022972b210e08,Spielfilm,1937,BR Deutschland,,,,,"Kitty Jantzen, La Jana, Frits van Dongen, Alexander Golling, Hans Stüwe",,,,,,,,,"Hans Schneeberger, Eduard Daub",,,,,,Harald Böhmelt,,,,Eichberg-Film Gmb: H (München),,Richard Eichberg,Richard Eichberg,,,,,,,,,,"6 Akte, 2643 m, 97 min","35mm, 1:1,37",s/w,,
"Der Kampf um den ""Stiefen Ast""",https://www.filmportal.de/film/der-kampf-um-den-stiefen-ast_690595d6df564253ac436c9c4ccb6f46,Spielfilm,1937,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
