Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Braunkohlensyndikat,https://www.filmportal.de/film/braunkohlensyndikat_dec41f56868a4f82a61c9d1271598e6b,Spielfilm,1937,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35mm, 1:1.33",,,
Brillanten,https://www.filmportal.de/film/brillanten_469822f618ae44a68ed0196f14e3126d,Spielfilm,1937,Deutschland,"Herbert Junghanns, Arthur Ullmann",,Walter Röhrig,Willem Beck,"Hansi Knoteck: Tänzerin Mimi Huygens, Hilde Körber: Tine, Viktor Staal: Piet Maartens, Hans Olden: Tänzer Viktor Lamont / Zwillingsbruder Eugen Lamont, Hans Brausewetter: Willem Teierling, Aribert Wäscher: Danes Diener Wells, Charlott Daudert: Solotänzerin Miss Howard, Valy Arnheim: Mr. Dane, Willy Schaeffers: Juwelier van Huitten, Edwin Jürgensen: Varietédirektor Bertolezza, Paul Heidemann: Regisseur, Albert Florath: Richter, Ernst Legal: Chattler, Hans Kettler: Kriminalkommissar Maastbrook, Angelo Ferrari: Miss Howards Tanzpartner, Leo Peukert: Produzent der Revue, Klaus Pohl: Inspizient, Elena Polewitzkaja: Fürstin Batjanoff, Erika Raphael: Interviewte Artistin, Else Reval: Spiritistin Miss Brown, Toni Tetzlaff: Gesellschafterin der Fürstin Batjanoff, Hanni Weisse: Mutter der interviewten Artistin, Bruno Ziener: Diener im Speisesaal, Katja Bennefeld: Junge Dame im Speisesaal, Anneliese Benz: Junge Dame im Speisesaal, Walter Buhse: Juwelierverkäufer, Carl-August Dennert1. Zuschauer bei Gerichtsverhandlung, Karl Jüstel2. Zuschauer bei Gerichtsverhandlung, Fritz Draeger: Tänzer im Hotel Ritz, Otto Sauter-Sarto: Portier im Hotel Ritz, Lothar Geist: Page, Hans Waschatko: Etagenkellner, Connie Hansen: Maniküre bei Viktor Lamont, Irmgard Petzold: Zimmermädchen, Ludwig Bernauer: Kunstschütze, Arthur Reppert: Feuerwehrmann im Revuetheater, Ferdinand Robert: Mr. Danes Spieltischnachbar, Albert Karchow: Gast im Wartesaal, Anita Düvel: Ballettgirl, Herta Heinrichs, Gerda Spießmacher",,,,"Emil Burri, Walter Forster",,"Otto Zander, Ida Revelli","Erich von Neusser, Eduard von Borsody",,Günther Anders,Adolf Kühn,"Annemarie Heise, Gertrud Steckler",,Charles Amberg,"Paul Albert Lange, Eva Weber, Wilhelm Weber",Lothar Brühne,,Lothar Brühne,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Eduard von Borsody),,,Eduard von Borsody,Erich Kobler,,Marianne Behr,,Horst von Harbou,,Alfred Zunft,,,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
The Challenge,https://www.filmportal.de/film/the-challenge_f296f931ccdb48d7b33da2601cddd646,Spielfilm,1937,Großbritannien/Deutschland,,,"Vincent Korda (Überwachung), Frederick Pusey",,"Robert Douglas: Edward Wymper, Luis Trenker: Jean-Antoine Carrel, Mary Clare: Carrel's mother, Fred Groves: Favre, Joan Gardner: Felicitas, Favres Tochter, Frank Birch: Rev. Charles Hudson, Geoffrey Wardwell: Lord Francis Douglas, Cyril Smith: Zöllner, Moran Caplat: Hadow, Lyonel Watts: F.K. Morris, Verleger, Lawrence Bascomb: Mayor Podestá, Ralph Truman: Giordano, Reginald Jarman: Minister Sella, Tony Simpson: Luc Meynet, Lloyd Pearson: Alexander Seiler, Gastwirt, Violet Howard: Mrs. Seiler, Babita Sorren: Mrs. Croz, Luis Gerold: Führer Croz, Max Holsboer: Führer Taugwalder, älter, Emmerich Albert1. Seiler, Howard Douglas2. Seiler, C. Denier Warren, D. J. Williams, Bernard Miles, Tarva Penna, Hugo Lehner, John Gerald",,,,"Patrick Kirwan, Milton Rosmer, Emeric Pressburger",,,,,"Albert Benitz (Außenaufnahmen), Georges Périnal (Atelier)",,,,,,Allan Gray,,Muir Mathieson,,"Denham Productions Ltd. (London), Luis Trenker-Film Gmb: H (Berlin)",Günther Stapenhorst,Luis Trenker,"Milton Rosmer, Luis Trenker, Alexander Korda (ungenannt)",,,Edward B. Jarvis,,,,A. W. Watkins,,London Film Productions Ltd. (London),"6826 ft = 2081 m, 76 min","35mm, 1:1.33","s/w, Western Electric Noiseless System",,
Condottieri,https://www.filmportal.de/film/condottieri_97806ed3b5594d25bf5e01e02b55a517,Spielfilm,1937,Italien/Deutschland,"Rudolf Fichtner, Hugo Lehner",,Erich Grave,,"Luis Trenker: Herzog Giovanni di Medici, Ethel Maggi: Catarina Sforza, Carla Sveva: Maria Salviati, August Eichhorn: Condottiere Malatesta, Waltraut Klein: Malatestas Kurtisane Tullia, Erwin Klietsch: Condottiere Cesare Borgia, Herbert Hübner: Herzog von Urbino, Hans Zesch-Ballot: Französischer Condottiere d'Argentière, Otto Collin: Mönch, Aribert Wäscher: Kardinal, Reinhold Pasch: Cesare Borgias Vertrauter Danielo, Aribert Grimmer: Vogt, Erich Dunskus: Bauer, Giuseppe Addobbati: Herzog von Lombardo, Ferdinand Trenker: Giovanni als Kind, Josef Kamper: Haudegen Pedro, Hans Jamnig: Haudegen Birbo, Luis Gerold: Haudegen Barbo, Umberto Sacripante: Haudegen Sanzio, Nestor Szytar: Corrado, Tito Gobbi: Troubadour Nino, Lothar Körner: Adjutant Rüschli, Viktor Gehring: Vater Salviati, Willy Brüdjam: Folterknecht, Otto Graf: Berater des Herzogs von Urbino, Karl Jüstel: Gefolgsmann Malatestas, Gerd Nadler: Junge im Lager Malatestas, Herbert Klatt: Söldner im Dienste Giovannis, Hans Proft: Schmied, Karl Prokot: Schmiedegeselle, Charlotte Schellhorn: Burgfräulein bei Maria, Livia Stolp: Gesellschaftsdame, Johanna Ewald: Tänzerin auf Malatestas Fest, Maria-Maud Biging: Edelfräulein, Ingeborg Carlsson: Edelfräulein, Elsie Fries: Edelfräulein, Eva Genschow: Edelfräulein, Margit Kastius: Junges Mädchen aus dem Volk in Florenz, Lita Louise Friede, Vega Halden, Lisa Lesco, Paul Schroeder",,,,"Luis Trenker, Kurt Heuser, Mirko Jelusich",,"Hans Kothe, Gustav Jäger",,,Albert Benitz,"Klaus von Rautenfeld, Walter Hege",Herbert Ploberger,,Hedy Knorr,"Martin Gericke, Bruno Heckmann",Giuseppe Becce,Prof. Alfred Sittard,Giuseppe Becce,,Consorzio per il film Condottieri (Rom),Max G. Hüske,Heinrich Schier,"Luis Trenker, Werner Klingler",Friedrich Neubauer,,Willy Zeyn jun.,,"Ernst Baumann, Eugen Klagemann",,Hans Rütten,Luis Trenker (Manuskript),"ENIC (Rom), Tobis-Cinema-Film AG (Berlin)","10 Akte, 2771 m, 101 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Daphne und der Diplomat,https://www.filmportal.de/film/daphne-und-der-diplomat_60cda81f5af44a839d3ec97972cf0315,Spielfilm,1937,Deutschland,,,Artur Günther,,"Karin Hardt: Daphne, Gerda Maurus: Maria Arni, Hans Nielsen: Achim Hell, Karl Schönböck: Bentley, Elsa Wagner: Frau Wachsmut, Erich Ziegel: Friedrichsen, Paul Dahlke: Dr. Kolbe, Ilse Meudtner: Mercedes, Hanna Seyferth: Terpsi, Manon Chaufour: Schleifchen, Ilselore Wöbke: Rolli, Anni Seitz: Anton, Ruth Störmer: Feo, Ingeborg von Kusserow: Matz, Waltraud von Negelein: Bianca, Lisa Czobel: Solotänzerin, Uschi Busse, Lilo Bergen, Inge Schweizer, Hilde Müller, Gisela Westerfeld: Tänzerinnen, Else Ehser: Schneiderin, Ursula Völker, Hilde Raschke, Gerda Torenburg, Eberhard Mack, Günther Langenbeck, Hermann Mayer-Falkow, Theodor Thony, Michael von Newlinski, Achim von Biel, Maria Seidler",,,,"Robert A. Stemmle, Otto Bernhard Wendler",,,"Robert Wuellner, Hans Herbert Ulrich",,Franz Weihmayr,Bruno Stephan,Ilse Fehling,,Hans Fritz Beckmann,,Theo Mackeben,,Theo Mackeben,,F.D.F. Fabrikation deutscher Filme Gmb: H (Berlin),Hans von Wolzogen,,Robert A. Stemmle,Herbert B. Fredersdorf,,Herbert B. Fredersdorf,,Willi Klitzke,,Carlheinz Becker,,Universum-Film AG (UFA) (Berlin),"2777 m, 101 min","35mm, 1:1.33","s/w, Klangfilm","Uraufführung (DE): 24.09.1937, Wiedbaden, Ufa-Palast",
Dyplomatyczna žona,https://www.filmportal.de/film/dyplomatyczna-zona_63125c59b6154b759ee5424824764822,Spielfilm,1937,Polen/Deutschland,,,"Adam Knauff, Czesław Piaskowski",,"Jadwiga Kenda: Janina Jankowska, Helena Grossówna: Wanda, Mieczyslawa Cwiklinska: Apolonia, Lena Zelichowska: Inez de Costello, Wanda Jarszewska: Besitzerin des Modesalons, Loda Halama: Tänzerin, Aleksander Zabczynski: Henryk de Fontana, Jerzy Leszynski: Botschafter de Rossi, Michal Znicz: Theaterdirektor, Wojciech Ruszkowski: Jan Wolski, Igo Sym: Tenor, Józef Kondrat: Kupka, Direktionssekretär, Tadeusz Frenkiel: Reporter",,,,"Konrad Tom, Bobby E. Lüthge",,,,,Henryk Vlassak jr.,,,,,,Michael Jary,,,,,,,"Mieczyslaw Krawicz, Carl Boese",,,,,,,,,,,"35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Ebb Tide,https://www.filmportal.de/film/ebb-tide_eb8a9a4e954544c2a923dab1963601af,Spielfilm,1937,Deutschland,,,,,"Oskar Homolka, Frances Farmer",,,,Bertram Millhauser,,,,,,,,,,,,,,,,,,James P. Hogan,,,,,,,,"Robert Louis Stevenson (Roman), Lloyd Osbourne (Roman)",,94 min,"1:1,37","Technicolor, Western Electric Noiseless Recording",,
Einmal werd' ich Dir gefallen,https://www.filmportal.de/film/einmal-werd-ich-dir-gefallen_a1687957fa9d4bb891ff11b94779dad3,Spielfilm,1937,Deutschland,,,"Gustav A. Knauer, Alexander Mügge",,"Paul Hörbiger, Rudi Godden, Marieluise Claudius, Fritz Rasp, Fritz Eberth, Carl Balhaus, Wilfried Seyferth, Ernst Behmer, Ursula Kurtz, Kurt von Wolowski, Maria Wolf, Wolfgang Müller, Eva Klein-Donath, Fitti Topp, Edith Meinel, Valerie Borstel, Gerda Zinn, Dita Mollenhauer, Eva Genschow, Marianne Patzloff, Ilse Pütz, Lilo Hartmann, Gisela Wolfsberger, Hedi Lipperer, Edith von Wilpert, Charlotte Heyden, Erika Hertramp, Andrea Beyer, Inge Burg, Anneliese Benz, Erika John, Carola Regehr, Margarete Genske, Erna Heidersdorf, Anita Düvel, Georg A. Profé, Alfred Stratmann, K. Rosenhauer, Wilhelm Kaiser-Heyl, Hans Waschatko, Heinz Müller, Willy Gerber, Gerhard Dammann, Eleonore Tappert",,,,"Hans Schweikart, Wolff von Gordon, Johannes Riemann",,,Helmut Schreiber,,"Bruno Mondi, Hugo von Kaweczynski",,,,,,Günter Neumann,,Werner Eisbrenner,,F.D.F. Fabrikation deutscher Filme Gmb: H (Berlin),"Hans von Wolzogen, Erich Palme",,Johannes Riemann,Heinz Abel,,René Métain,,Karl Lindner,,Erich Storr,,,"22514 m, 83 min",35mm,,,
Der Etappenhase,https://www.filmportal.de/film/der-etappenhase_fe9a128bd9ed4be19a25ec31f8bc6ad4,Spielfilm,1937,Deutschland,,,,,"Günther Lüders, Leni Marenbach, Eduard von Winterstein, Holmes Zimmermann",,,,,,,,,,,,,,,,,,,,,,Joe Stöckel,,,,,,,,,,,,,,
Fanny Elßler,https://www.filmportal.de/film/fanny-elssler_e3144b3a10e2437383076f2e895a5d0b,Spielfilm,1937,Deutschland,"Dietrich von Theobald, Heinz Karchow",,Erich Kettelhut,"Hubert I. Stowitts, Werner Stammer","Lilian Harvey: Fanny Elßler, Willy Birgel: Hofrat Gentz, Rolf Moebius: Herzog von Reichstadt, Paul Hoffmann: Fürst Metternich, Liselotte Schaak: Therese Elßler, Ernst Karchow: Dietrichstein, Walter Werner: Foresti, Ernst Sattler: Kammerdiener Lindner, Hubert von Meyerinck: Polizeipräfekt, Werner Kepich: Französischer Revolutionär, Hubert I. Stowitts: Prinz im Ballett, Erwin Biegel, Johannes Bergfeldt, Wolf Dietrich, Angelo Ferrari, Ursula Friese, André Saint-Germain, Albert Huber, Kurt Lenz, Ruth Nimbach, Anna von Palen, Paul Rehkopf, Bruno Ziener",,,,"Eva Leidmann, Paul Martin",,"Max König, Walter Salemann, Paul Haupt",Max Pfeiffer,,Konstantin Tschet,Erich Rudolf Schmidtke,Manon Hahn,,,,Kurt Schröder,,Kurt Schröder,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Max Pfeiffer),Max Pfeiffer,,Paul Martin,Paul Zils,,Carl Otto Bartning,,Otto Schulz,,Fritz Thiery,,,"2266 m, 83 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Die Fledermaus,https://www.filmportal.de/film/die-fledermaus_19fc202279e64cdf938d89df83f161ad,Spielfilm,1937,Deutschland,,,Emil Hasler,,"Lída BaarováFrau Maria Weigel - Rosalinde, Hans Söhnker: Kammersänger Hans Weigel - Eisenstein, Friedl Czepa: Hanni, Stubenmädchen bei Frau Weigel - Adele, Jola Jobst: Berta, Stubenmädchen bei Frau Weigel - Ida, Georg Alexander: Staatsanwalt Wentin - Frank, Robert Dorsay: Franz, Chauffeur bei Weigel - Alfred, Hans Moser: Garderobier Huber - Frosch, Harald Paulsen: Rechtsanwalt Dr. Rommel - Dr. Falke, Karl Stepanek: Attaché Baranoff - Orlovsky, Hans Stiebner: Kapellmeister, Otto Graf: Rundfunkreporter, Paul Walter: Theaterintendant, Albert Ihle: Präsident, Arthur Kistenmacher: Polizist, Erwin Werner: Bühnenarbeiter, Sergei Woischeff: Lakai bei Orlovsky, Susi Lembach1. Festteilnehmerin, Charlotte Krause-Walter2. Festteilnehmerin, Hilla Hofer: Ein Mädchen bei Eisenstein, Charly Berger1. Gast bei Orlovsky, Michael von Newlinski2. Gast bei Orlovsky, William Richter3. Gast bei Orlovsky, Theo Timmerkamp4. Gast bei Orlovsky, Fritz Draeger: Gast bei der Aufführung, Mimy Ahrend, Olly von Bongardt, Rudolf Essek, Vega Halden, Elly von Kovatsy, Friedrich Kühne, Kai Möller, Christa Thomsen",,,,"Walter Wassermann, Lotte Neumann",,,Gerhard Staab,,Bruno Mondi,,,Hans H. Zerlett,,,Johann Strauß jr.,,Alois Melichar,,Imagoton-Film Gmb: H (Berlin),Otto Ernst Lubitz,,Paul Verhoeven,Max W. Kimmich (Mitarbeit),,Roger von Norman,,,,"Carl Becker, Hermann Stör","Richard Genée (Libretto), Carl Haffner (Libretto)",Tobis-Filmkunst Gmb: H (Berlin),"2822 m, 103 min","35mm, 1:1.33","s/w, Tobis-Klangfilm","Uraufführung (DE): 30.10.1937, Hamburg, Schauburg St. Pauli",
Frauenliebe - Frauenleid,https://www.filmportal.de/film/frauenliebe-frauenleid_fce5a73beeb34e589699ff95d8219361,Spielfilm,1937,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Magda Schneider: Marie Haßler, Iván Petrovich: Hans Martenrood, Oskar Sima: Toni Huber, Anton Pointner: Kriminalkommissar Düring, Peter Bosse: Peter, Ernst Behmer: Johnson, Diener bei Martenrood, Anda Bori: Kitty Astor, Heinrich Schroth: Oberarzt, Maria Seidler: Krankenschwester, Anita Mey: Die Gnädige, Philipp Manning: Butler, Erich Fiedler: Diener, Gerhard Dammann: Inhaber des Hotels ""Miami"", Erich Kestin: Nachtportier des Hotels ""Miami"", Alexa von Porembsky: Zimmermädchen, Margarete Kupfer: Portierfrau, Else Bötticher: Frau Mengel, Claire Reigbert: Frau Brandner, Eduard Bornträger: Direktor des Konzertsaals, Maria KrahnÄltere Frau, Karl HarbacherÄlterer Herr, Lilo Bergen: Junges Mädchen, Erich Dunskus: Kassierer Müller, Walther Thiele: Konzert-Pianist, Ursula Deinert: Tänzerin",,,,Augusto Genina,,,,,Herbert Körner,,,,Hans Fritz Beckmann,,Peter Kreuder Jr.,Walther Thiele (Piano-Solo),,Peter Tschaikowski (1. Klavierkonzert in b-Moll op. 23),Cine-Allianz Tonfilm Produktion Gmb: H (Berlin),Ernst Garden,,Augusto Genina,,,Waldemar Gaede,,,,Ludwig Ruhe,Peter Tschaikowski (1. Klavierkonzert in b-Moll op. 23),,,,,,
Fremdenheim Filoda,https://www.filmportal.de/film/fremdenheim-filoda_865856ec99874be2b7f40689fce63717,Spielfilm,1937,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Richard Romanowsky: Thomas Filoda, pensionierter Buchhalter, Ida Wüst: Marie, seine Frau, Mady Rahl: Lore, beider Tochter, Franz Zimmermann: Wolf Filoda, beider Sohn, Carsta Löck: Mona Pilten, Dienstmädchen, Franz Weber: Pietsch P. Rumpe, Inhaber einer Detektei, Theo Lingen: Bully Trinkmeyer, sein Faktotum, Albert Florath: Mr. Shackleton aus Pernambuco, Paul Henckels: Rentier Schulz, Sabine Peters: Daisy Kessner, Lores Freundin, Paul Westermeier: Sticks, Kabarettdirektor, Erich Kestin: Sibulke, sein Sekretär, Rudolf Platte: Jakob Käselau, angehender Kabarettist, Eva Tinschmann: Ramona, Artistin, Egon Brosig: Mac: Intosh, Artist, Erwin Biegel: Parker, Bauchredner, Hans Richter: Führer der ""Singing Boys"", Maria Krahn: Witwe Kaltenbach, Ernst Behmer: Küster, Gerhard Dammann, Lilo Bergen, Bob Iller, Walter Steinweg, Max Vierlinger, Peter Busse, Elsbeth Heurich, Herbert Weißbach, Liesel Eckhardt, Alfred Karen, Toni Sepp Stohr",,,,Bobby E. Lüthge,,,,,Eduard Hoesch,,,,Hans Fritz Beckmann,,Anton Profes,,,,Cine-Allianz Tonfilm Produktion Gmb: H (Berlin),Ernst Garden,,Hans Hinrich,Rudolf Hilberg,,Helmuth Schönnenbeck,,Richard Wesel,,Walter Rühland,,,,,,,
"Gabriele eins, zwei, drei",https://www.filmportal.de/film/gabriele-eins-zwei-drei_f26e37924f8742a0acde2e50ba11bded,Spielfilm,1937,Deutschland,Arno Winckler,,"Franz Schroedter, Walter Haag (Assistenz)",,"Marianne Hoppe: Gabriele Brodersen, Grethe Weiser: Stewardess Fanny Flint, Gustav Fröhlich: Ingenieur Brack, Will Dohm: Gendarmeriehauptmann Bosto, Harald Paulsen: Fremdenführer Simikry, Frida Hummel: Boskos Mutter, Tatjana Sais: Odette, Jupp Hussels: Monteur Willy, Erich Dunskus: Monteur aus Ostpreußen, Franz Weilhammer: Monteur aus Bayern, Maria Loja: Mama, Renate Howe: Lissa, Paul Bildt: Konsulatsbeamter, Karl Platen: Konsulatsdiener, Ernst Legal: Polizeibeamter, Hugo Froelich: Freundlicher Polizeibeamter, Josef Reithofer: Portier des ""Grand Hotel"", Carlheinz Carell: Irrenarzt, Hermann Noack: Assistenzarzt, Ernst Rotmund: Portier des ""Miramar"", Julius E. Herrmann: Stationsvorsteher, Fritz Lafontaine: Gast im Hotel ""Stadt London"", Marga Eckardt: Krankenschwester, Manny Ziener: Zimmermädchen, Inge Burg: Tänzerin im Hafenlokal, Eugenie Dengler: Mädchen im Hotel ""Stadt London"", Käthe Kamossa: Hotelgast, Fritz Hube: Polizeibeamter, Karl Jüstel: Geschäftsführer des eleganten Restaurants, Karl Morvilius: Ober, Manfred Meurer: Fannys Begleiter im Restaurant, Theo Stolzenberg: Fannys Begleiter im Restaurant, Michael von Newlinski: Fannys Verehrer im Restaurant, Kurt Mikulski: Telegrafenbote, Alfred Pussert: Empfangschef im Hotel, Charles  François: Zimmerkellner im Hotel, Hugo Werner-Kahle: Polizist, Alfred Karen: Gast beim Abendempfang, Arthur Kistenmacher: Taxifahrer, Walter Bienenstein: Hotelpage",,,,Heinrich Spoerl,,"Anni Loretto, Edwin Stempel",Herbert Engelsing,,Reimar Kuntze,Benno Stinauer,Assy Oehm (Kostümberatung),,,Max Patyna,Hansom Milde-Meißner,,Hansom Milde-Meißner,,Tonfilm-Studio Carl Froelich & Co. (Berlin),Friedrich Pflughaupt,Carl Froelich,Rolf Hansen,Ernst Mölter,,Gustav Lohse,,Karl Lindner,,Hans Grimm,"Haireddin (Roman ""Antonie eins, zwei, drei"")",Tobis-Filmkunst Gmb: H (Berlin) (Herstellungsgruppe Herbert Engelsing),,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Die ganz großen Torheiten,https://www.filmportal.de/film/die-ganz-grossen-torheiten_181c4e8692e446c09187151b6f2e499f,Spielfilm,1937,Deutschland,,,,,"Kurt Meisel, Paula Wessely, Karl Hellmer, Rudolf Forster",,,,,,,,,,,,,Ralph Benatzky,,Ralph Benatzky,,,,Tonfilm-Studio Carl Froelich & Co. (Berlin),,Carl Froelich,Carl Froelich,Rolf Hansen,,,,,,,,,,,,,
Gasparone,https://www.filmportal.de/film/gasparone_736a6ba1330642c39e864d955b5b8cc0,Spielfilm,1937,Deutschland,"Dietrich von Theobald, Heinz Karchow",,"Erich Kettelhut, Herbert Frohberg",Sabine Ress,"Marika Rökk: Revuestar Ita, Johannes Heesters: Erminio Bondo, Heinz Schorlemmer: Sindulfo, Edith Schollwer: Gräfin Carlotta Ambrat, Oskar Sima: Massaccio - Gasparone, Leo Slezak: Statthalter Nasoni, Rudolf Platte: Gastwirt Benozzo, Elsa Wagner: Tante Zenobia, Ursula Herking: Sora, Ernst Behmer: Kutscher Sokrates, Arnim Süssenguth: Graf Jucundus, Erwin Biegel: Mann mit weißer Nelke, Paul Schwed: Polizeihauptmann, Erich Kestin: Adjutant, Max Harry Ernst: Gast im Revuetheater, Charles  François: Zivilbeamter, Egon Stief1. Mitglied der Schmuggelbande Massaccios, Walter Klam2. Mitglied der Schmuggelbande Massaccios, Ferdinand Robert: Gast bei der geplanten Verlobungsfeier, Hildegard Busse1. Gast bei der Hochzeitstafel, Fritz Draeger2. Gast bei der Hochzeitstafel",,,,"Hans Leip, Werner Eplinius, Rudo Ritter",,"Fritz Schilling, Fritz Schöning, Gertrud Wendt",Max Pfeiffer,,Konstantin Tschet,"Erich Rudolf Schmidtke, Walter Fehdmer",Manon Hahn,,Hans Fritz Beckmann,,Peter Kreuder Jr.,,,Carl Millöcker (Melodien),Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Max Pfeiffer),,,Georg Jacoby,Harald Winter,,Carl Otto Bartning,,Otto Schulz,,Fritz Thiery,Carl Millöcker (Operette),,"2565 m, 94 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Gauner im Frack. Konflikt,https://www.filmportal.de/film/gauner-im-frack-konflikt_42424ffb6d1749068a6f8e4eec4acc21,Spielfilm,1937,Deutschland,,,,,"Camilla Horn, Paul Klinger, Karl Martell, Charlott Daudert, Carl Günther, Walter Steinbeck, Erwin Biegel, Eduard Wenck, Eric Helgar, Franz Arzdorf, Josefine Dora, Hugo Flink, Ernst Rotmund, Just Scheu, Franz W. Schröder-Schrom, Liselotte Köster, Jockel Stahl, Alfred Heynisch",,,,"F. D. Andam, Walther von Hollander, Johannes Riemann",,,,,Georg Bruckbauer,,,,,,Harald Böhmelt,,,,,,,Johannes Riemann,,,,,,,,,,,,,,
Gefährliches Spiel,https://www.filmportal.de/film/gefaehrliches-spiel_c1bc4e8a535f4c97aa452e50aec09d26,Spielfilm,1937,Deutschland,"Fritz Schwarz, Werner Fischer",,"Hermann Warm, Carl Haacker",,"Jenny Jugo: Rosy von Wenden, Harry Liedtke: Vater Baron Carl Erich von Wenden, Karl Martell: Dr. Helmut Boromäus, Otto Tressler: Rosys Großvater Gustav Adolf Martini, Theo Lingen: Paul Hoffmann, Anton Pointner: Harry Caspari, Elsa Möwes: Hoteltelefonistin, Will Dohm: Rechtsanwalt Dr. Richter, Herbert Hübner: Bankier Hirt, Renée Stobrawa: Hotelgouvernante Natalie, Erika Helmke: Hotelangestellte Walpurga, Elsa Wagner: Martinis Haushälterin Hildegard, Elisabeth Dischinger: Dr. Boromäus' Sekretärin, Olga Limburg: Dr. Boromäus' Tischnachbarin, Lotte Spira: Gastgeberin Frau Dr. Klausen, Toni Tetzlaff: Freundin der Gastgeberin, Antonie Jaeckel: Freundin der Gastgeberin, Gertrud Wolle: Gardrobiere im Hotelrestaurant, Franz Arzdorf: Rosys Tischnachbar bei der Abendgesellschaft, Ernst Behmer: Schlafwagenschaffner, Karl Hannemann: Portier in Dr. Boromäus' Haus, Joe Münch-Harris: Direktor der exotischen Bar, Hildegard Fränzel: Zofe auf Gut Wenden, Friedel Müller: Köchin auf Gut Wenden, Paul Hildebrandt1. Gerichtsvollzieher, Kurt Klotz-Oberland2. Gerichtsvollzieher, Michael von Newlinski: Ober im Nachtlokal, Alfred Karen1. Gast der Abendgesellschaft, Georg A. Profé2. Gast der Abendgesellschaft, Dagmar Muthardt",,,,Ernst Marischka,,,,,Bruno Mondi,Erich Grohmann,,,,"Oscar Schmidt, Adolf Arnold",Georg Haentzschel,,,,Klagemann-Film Gmb: H (Berlin),Eberhard Klagemann,Eberhard Klagemann,Erich Engel,Horst Kyrath,"Otto Krüerke, Eduard Brenner, Fritz Kelch",René Métain,,Karl Ewald,,Fritz Seeger,"Alexander Castell (Roman ""Begegnung mit einem bösen Tier"")",,"9 Akte, 2486 m, 91 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
