Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Caprice de princesse,https://www.filmportal.de/film/caprice-de-princesse_eaf15a3dddb945a0965ebdc35b533c61,Spielfilm,1933,Deutschland,,,Werner Schlichting,,"Marie Bell: Isabelle, Germaine Roger: Henriette, Albert Préjean: André Méry, Armand Bernard: Barnabé, Roger Dann: Octave, Guy Sloux: Paul, Gaston Jacquetle contrôleur, Bill-Bocketts, Gaston Maugerle capitaine, Fernand Freyle valet Felix, Jean Sinoëlun matelot, Marcel Merminod",Henri-Georges Clouzot,,,"Irma von Cube, Karl Hartl",,,,,Franz Planer,,,,"Henri-Georges Clouzot, André Mauprey, Jacques Bousquet",,"Ralph Benatzky, Willy Schmidt-Gentner",,Willy Schmidt-Gentner,,Cine-Allianz Tonfilm Gmb: H (Berlin),,,"Karl Hartl, Henri-Georges Clouzot",,,,,,,Fritz Thiery,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
Un certain Monsieur Grant,https://www.filmportal.de/film/un-certain-monsieur-grant_0faf2cc081b1498aa8a398d0072aef57,Spielfilm,1933,Deutschland,,,Hans Sohnle,,"Jean Murat: Herr Grant, Roger Karl: Kunsthändler Tschernikoff, Germaine Aussey: Bianca Tschernikoff, Rosine Deréan: Jacqueline, Olga Tschechowa: Spionin Mme Mervin, Jean Galland: Gordon, Raymond Aimos: Charlie, Pierre Labry: Beppo, Bill-Bocketts: Mazzini, Georges Paulaisder traurige Herr, Maurice Rémy: Ingenieur, Gaston Mauger: Kapitän der Yacht, Marcel Merminod: Polizist, Claude Rivory: Wirt, Walter Rilla: Mario Landi,  Gregori",Georges Neveux,,,"Philipp Lothar Othello Mayring, Lothar Philipp August Mayring, Fritz Zeckendorf",,,,,Eduard Hoesch,,,,,,"Hermann Schulenburg, Hans-Otto Borgmann",,,,Universum-Film AG (UFA) (Berlin),,,"Gerhard Lamprecht, Roger Le Bon",,,,,,,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
Château de rêve,https://www.filmportal.de/film/chateau-de-reve_00604ee70a6a4e08bd17c25989f14502,Spielfilm,1933,Deutschland,,,Emil Hasler,,"Edith Méra: Maria Foreni, Jaque Catelainprince Mirano, Lucien Baroux: Ottoni, l'opérateur, Adrien Le Gallobaron Billichini, Danielle Darrieux: Béatrix, Roger Dann: Tonio, Marcel Andrémetteur en scène, Theodor Thony, Pierre Sergeol: Deri, Vivian Grey: Bianca, Marc Dantzer, Claude Rivory, Raymond Leboursier",Henri-Georges Clouzot,,,Hans H. Zerlett,,,Heinz Paul,,Fritz Arno Wagner,Werner Krien,Willi Ernst,,Henri-Georges Clouzot,,Franz Grothe,,,,Boston-Films Company mb: H (Berlin),,Fritz Fromm,"Géza von Bolváry, Henri-Georges Clouzot",,,Hermann Haller,,,,Ludwig Ruhe,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
Der Choral von Leuthen,https://www.filmportal.de/film/der-choral-von-leuthen_e53addd0221041d799d976c126cef27e,Spielfilm,1933,Deutschland,,,Franz Schroedter,,"Otto Gebühr: Friedrich II. von Preußen, Olga Tschechowa: Gräfin Mariann, Elga Brink: Komtesse Charlotte, Harry Frank: Hans von Wustrow, Paul Otto: Prinz Heinrich, Hans Adalbert Schlettow: Herzog Morits von Dessau, Jack Mylong-Münz: General Seydlitz, Hugo Froelich: General von Möllendorf, Werner Finck: Christian, Kandidat der Theologie, Josef Dahmen: Soldat Georg, Veit Harlan: Soldat Paul, Walter Janssen: Generalfeldmarshall Graf Daun, Paul Richter: Herzog Karl von Lothringen, Anton Pointner: Pandurenoberst Rawitsch, Otto Hartmann: Kornet, Ludwig Trautmann1. Österreichischer Offizier, Fritz Spira2. Österreichischer Offizier, Oskar Marion3. Österreichischer Offizier, Wolfgang Staudte: Sächsischer Offizier, Friedrich Gnaß",,,,"Johannes Brandt, Ilse Spath-Baron",,,,,Franz Planer,"Albrecht Viktor Blum, Hugo von Kaweczynski",,,,,Marc Roland,,,,Froelich-Film Gmb: H (FFG) (Berlin),,,"Carl Froelich, Walter Supper, Arsen von Cserépy (Mitarbeit)",,,,,,,Hans Grimm,,,,"35mm, 1:1,37","s/w, Ton",,
Des jungen Dessauers große Liebe,https://www.filmportal.de/film/des-jungen-dessauers-grosse-liebe_baeca21052204843b36b06b8c5951d2e,Spielfilm,1933,Deutschland,,,"Erich Kettelhut, Max Mellin",,"Willy Fritsch: Fürst Leopold von Anhalt-Dessau, Trude Marlen: Anneliese, Paul Hörbiger: Kaiser, Ida Wüst: Fürstin-Mutter, Gustav Waldau: Baron von Chakisac, Hermann Speelmans: Greschke, Sergeant, Jakob Tiedtke: Apotheker Froese, Alexander Engel: Kandidat Schmitt, Hubert von Meyerinck: Graf von Syringen, Walter von Allwörden1. Gesandter, Hadrian Maria Netto2. Gesandter, Hans Sternberg: Bürgermeister, Paul Mederow: Oberst Hall",,,,"Philipp Lothar Othello Mayring, Lothar Philipp August Mayring, Bobby E. Lüthge",,"Fritz Schilling, Elisabeth Kuhn",Max Pfeiffer,,Friedl Behn-Grund,Franz von Klepacki,Ilse Fehling,,Richard Kessler,Waldemar Jabs,Eduard Künneke,,Franz Marszalek,,Universum-Film AG (UFA) (Berlin),Günther Stapenhorst,,Artur Robison,Herbert B. Fredersdorf,"Heinz Hegel, Arthur Schwandt",Herbert B. Fredersdorf,,Willi Klitzke,,Carlheinz Becker,,,"2686 m, 98 min","35mm, 1:1.33","s/w, Klangfilm",,
Die vom Niederrhein,https://www.filmportal.de/film/die-vom-niederrhein_64711021d80348ac9e03ed32637d1501,Spielfilm,1933,Deutschland,,,"Ludwig Reiber, Max Knaake",,"Lien Deyers: Hanne Stahl, Helene Fischer: Hannes Großmutter, Albert Lieven: Hans Steinherr, Heinz Salfner: Hans' Vater, Erna Morena: Hans' Mutter, Fritz Kampers: Heinrich von Springe, Elisabeth Wendt: Bettina Wittelsbach, Sängerin, Fritz Alberti, Rudolf Essek, Wolfgang Klein, Heinz Rohleder",,,,"Josef Pelz von Felinau, Liselotte Gravenstein",,"Willi Schlick, Jenny Pieper",,,Guido Seeber,,,,Max Obal,"Adolf Doelle, Frieda Lehmann",Robert Küssel,,,,Aafa-Film AG (Berlin),Ludwig Reiber,Gabriel Levy,Max Obal,,,Munni Obal,,Kurt Wunsch,,Fritz Seeger,,,,,,,
Drei blaue Jungs - ein blondes Mädel,https://www.filmportal.de/film/drei-blaue-jungs-ein-blondes-maedel_0b41d5df125d49eeb1d258e21ae9ee70,Spielfilm,1933,Deutschland,,,Karl Machus,,"Charlotte Ander: Ilse Schröder, Heinz Rühmann: Heini Jäger, Matrose, Enrico Benfer: Willy Thiem, Matrose, Fritz Kampers: Hannes Butenschön, Maat, Sophie Pagay: Frau Butenschön, seine Mutter, Hans Richter: Fritz Schröder, Ilses kleiner Bruder, Gerhard Dammann, Karl Hannemann, Hans Hemes, Karl Klöckner, Hans Albin, Adolf Fischer",,,,Marie-Louise Droop,,,,,Franz Koch,,,,,,Eduard Künneke,,Franz Marszalek,,Carl Boese-Film Gmb: H (Berlin),,Carl Boese,Carl Boese,,,Putty Krafft,,,,Bruno Suckau,,,,,,,
Drei Kaiserjäger,https://www.filmportal.de/film/drei-kaiserjaeger_7bf01154972a479293f6cbb664b726ec,Spielfilm,1933,Deutschland,Otto Jahn,,"Bernhard Schwidewski, Botho Höfer",,"Paula Klär: Köchin, Paul Richter: Hans von Roth, Else Elster: Liesl von Landegger, Grit Haid: Annerl Gerghofer, Fritz Kampers: Zugführer Sonnleitner, Heinz Salfner: Oberst von Roth, Erna Morena: Frau von Roth, Fritz Alberti: Vater von Landegger, Carl Wery: Gastwirt Berghofer, Oskar Marion: Erzherzog, Heinrich Heilinger: Kaiserjäger Floria Rixner, Ludwig Auer: Radetzky-Ahndl, Albert Hörrmann: Gendarm, Albert von Kersten: Hauptmann Kranewitter, Robert Thiem: Oberleutnant von Abt, Michael von Newlinski: Leutnant Glaser, Fritz Greiner: Nuller, Otto Braml: Zeller, Jeanette Bethge: Kräuterwaberl, Gräfin Geldern-Egmont",,,,Fred A. Angermayer,,"Dora Gruner, Walter Leder",,,Bruno Mondi,Ernst W. Fiedler,,,,"Alfred Lehmann, Maria Arnold",Richard Ralf,,,,"Sirius-Farben-Film Gmb: H (Berlin), ABC-Film Gmb: H (Berlin)",Kurt von Specht,,"Robert Land, Franz Hofer",,Robert Bahr,Friedel Buckow,,Karl Lindner,,Walter Scholz,Fred A. Angermayer (Volksst),,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
"Du bist entzückend, Rosmarie",https://www.filmportal.de/film/du-bist-entzueckend-rosmarie_4afdf20e8e52408ca06a54cb221328c4,Spielfilm,1933,Deutschland,,,,,"Herta Worell: Rosl vom Traunsee, Hans Stüwe: Frank Quick, Hans Adalbert Schlettow: Holzfäller Sepp, Ery Bos: Lilian Chester, Trude Brionne: Wirtschafterin Mizzi, Olga Engl: Chefin der Quick-Autowerke Mrs. Quick, Gustl Stark-Gstettenbaur: Piccolo Peperl, Max Gülstorff: Franks Kammerdiener Grimby, Otto Kronburger: Loisl Huttenschwanderer, Paul Otto: Chef der Chester-Pneuwerke Archibald Chester, Otto Sauter-Sarto: Wirt Thomas Loibner, Robert Thiem: Tim Walker, Kurt Vespermann: Tom Chester",,,,"Hans Vietzke, Max Wallner",,,,,Herbert Körner,,,,,,"Walter Sieber, Werner Schmidt-Boelcke",,,,"Adler-Film, Herbert F.R. Schulz & Co.-Tonfilmproduktion (Berlin)",,,Hans von Wolzogen,,,,,,,,,,2594 m,35mm,"s/w, Tobis-Klangfilm",,
Du sollst nicht begehren,https://www.filmportal.de/film/du-sollst-nicht-begehren_235665c4a3714ba69d9a277d8085fb40,Spielfilm,1933,Deutschland,,,Erich Kettelhut,,"Friedel Pisetta: Nelly, Paul Klinger: Soldat Lutz, Walter Griep: Bauer Görk, Frida Richarddie alte Trud, Robert Müller: Vater, Karl Platen: Pfarrer, Ruth Ewelerjunge Mutter, Klaus Pohl: Händlerthomas, Paul Schwed: Musikant",,,,Richard Schneider-Edenkoben,,,,,Werner Bohne,,,,,,Herbert Windt,,,,Universum-Film AG (UFA) (Berlin),,,Richard Schneider-Edenkoben,,,Arnfried Heyne,,,,Walter Rühland,,,,,,,
Ein Mädel wirbelt durch die Welt,https://www.filmportal.de/film/ein-maedel-wirbelt-durch-die-welt_59601a17af2641cebcb396138ea32c3e,Spielfilm,1933,Deutschland,,,,,"Magda Schneider, Harald Paulsen, Hugo Schrader, Theo Lingen, Jakob Tiedtke, Olga Limburg, Fita Benkhoff, Hugo Fischer-Köppe, Hans Hermann Schaufuß, Gustav Püttjer",,,,"Franz Rauch, Walter Wassermann",,,,,Carl Drews,,,,,,"Theo Knobel, Walter Kiesow",,,,Schulz & Wuellner Filmfabrikation u. Vertriebs Gmb: H (Berlin),,,Georg Jacoby,,,,,,,,,,,,,,
Es gibt nur eine Liebe,https://www.filmportal.de/film/es-gibt-nur-eine-liebe_6c8aea2afec04f098370ccd22b89ebeb,Spielfilm,1933,Deutschland,,,Erich Czerwonski,,"Louis Graveure: Sir Henry Godwin, Tenor, Jenny Jugo: Paula Müller, genannt Dolores, Stenotypistin, Heinz Rühmann: Eddy Blattner, Ballettmeister, Ralph Arthur Roberts: Julius Wellenreiter, Waffen engros, Otto Stoeckel: Oberregisseur, Martha Ziegler: Lina, Haushälterin, Bruno Ziener: Kapellmeister, Margot Köchlin: Sängerin in der Oper, Friedrich Ettel: Gefangenenwärter, Willy Kaufmann: Manager, Ernst Rotmund: Schaffner, Fred Immler: Polizeikommissar, Eva Eras",,,,Georg C. Klaren,,Georg Paersch,,,Willy Winterstein,Herbert Kutschbach,,,Hans Martin Cremer,Waldemar Jabs,Eduard Künneke,,Franz Marszalek,,Dr. V. Badal-Filmproduktion Gmb: H (Berlin),Eberhard Klagemann,Vahayn Badal,Johannes Meyer,,"Otto Krüerke, Otto Arndt",Else Baum,,Fritz Vopel,,"Dr. Fritz Seidel, Walter Rühland",,,,,,,
Es war einmal ein Musikus,https://www.filmportal.de/film/es-war-einmal-ein-musikus_e14e9c0c37fc4cea8de94ecffdb06aee,Spielfilm,1933,Deutschland,,,,,"Ralph Arthur Roberts: Van Berg, Szöke Szakall: Häberlein, Viktor de Kowa: Heinz, Ernö Verebes: Rolf, Student, Heinzens Freund, Annemarie Sörensen: Lily, Trude Berliner: Eva, Julius Falkenstein: Lindner, Leopold von Ledebur: Baron von Bullenbrock, Blandine Ebinger: Frau Winter, Walter Gross: Herr Winter, Else Reval: Baronin von Bullenbrock, Hela Gerber: Vera, Harry Hardt: Der Wachmeister am Wagen Van Bergs, Fred Immler: Ein Kaffeehausgast, Hermann Krehan: Der Begleiter der feinen Dame, Hilde Maroff: Das Dienstmädchen, Josef Peterhans",,,,"Alfred Halm, Leo Lasko",,,,,Reimar Kuntze,,,,,,"Hans Sommer, Will Meisel, Friedrich Schwarz, Willy Rosen",,,,Zelnik-Film Gmb: H (Efzet-Film Gmb: H) (Berlin),,,Friedrich Zelnik,,,,,,,,,,"2344 m, 85 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
L'étoile de Valencia,https://www.filmportal.de/film/letoile-de-valencia_671546536bda4c27a2b4a1e73222d9ac,Spielfilm,1933,Deutschland,,,Otto Hunte,,"Brigitte Helm: Marion, Jean Gabin: Pedro Saveda, Simone Simon: Rita, Paul Amiot: Rustan, Thomy Bourdellele capitaine Mendoza, Lucien Dayle: Palesco, Paule Andral: Ellionor, Pierre Labry: José, Roger Karlle commissaire, Christian Casadesusle lieutenant Diaz, Pierre Sergeol: Beppo, José Alex: Diego, Paul Azaïs, Ginette Leclerc, Marcelle Irvin, Françoise Courvoisierles girls",Jean Galtier-Boissière,,,"Fritz Zeckendorf, Axel Rudolf",,,,,"Werner Brandes, Karl Puth",,,,Paul Colline,,"Richard Stauch, Hans-Otto Borgmann",,,,Universum-Film AG (UFA) (Berlin),,,Serge de Poligny,,,,,,,,,Alliance Cinématographique Européenne (A.C.E.) (Paris),,,,,
F.P. 1,https://www.filmportal.de/film/fp-1_633a15d493b048d2a7dc081f609bf2d8,Spielfilm,1933,Deutschland,,,"Erich Kettelhut, Albert Berthold Henninger (Technische Mitarbeit)",,"Conrad Veidt: Elissen, Jill Esmond: Claire Lennartz, Leslie Fenton: Droste, Donald Calthrop: Sunshine, der Fotograf, George Merritt: Lubin, Nicholas Hannen: Matthias, William Freshman: Conrad, Warwick Ward1. Offizier, Alexander Field1. Matrose, Francis L. Sullivan2. Matrose, Philipp Manning: Schiffsarzt","Robert Stephenson, Peter Mac: Farlane",,,"Walter Reisch, Kurt Siodmak",,,,,"Günther Rittau, Konstantin Tschet, Otto Baecker",,,,,,Allan Gray,,Hans-Otto Borgmann,,Universum-Film AG (UFA) (Berlin),,Erich Pommer,Karl Hartl,Ernst Rechenmacher,,Willy Zeyn jun.,,,,Fritz Thiery,,,,"35mm, 1:1,37","s/w, Ton",Uraufführung (GB): 03.04.1933,
Die Fahrt ins Grüne,https://www.filmportal.de/film/die-fahrt-ins-gruene_0a4d69016c3b4945ad6d9903d82ff6fd,Spielfilm,1933,Deutschland,,,"Ludwig Reiber, Max Knaake",,"Hermann Thimig: Robert Fink, Margarete Kupfer: Mutter Krause, Lien Deyers: Lotte, ihre Tochter, Fritz Kampers: Willi, Autoschlosser, ihr Sohn, Berthe Ostyn: Lilo Kastensen, Hans Richter: Max, Botenjunge, Harry Hardt: Gigolo, Werner Finck: Prüll, Leopold von Ledebur: Generaldirektor, Klaus Pohl: Agent",,,,Franz Rauch,,"Jenny Pieper, Paul Haupt",,,Guido Seeber,,,,,"Frieda Lehmann, Adolf Braun",Robert Küssel,,Robert Küssel,,Aafa-Film AG (Berlin),Willy Reiber,Gabriel Levy,Max Obal,,,Munni Obal,,Karl Lindner,,Fritz Seeger,,,,,,,
