Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
La fille du régiment,https://www.filmportal.de/film/la-fille-du-regiment_ba04419a38824f348d8dce1c31fe6983,Spielfilm,1933,Deutschland/Frankreich,,,Heinz Fenchel,,"Anny Ondra: Mary, Pierre Richard-Willm: Lord Robert, Marfa Dhervilly: Lady Diana, Paul Asselinsergeant Bully, Paul Clergetgénéral, Claude Dauphinlieutenant Williams, Jean Aymémayordome, Andrée Lorraine: Lady Georgia, Raymond Rognoni, José Davert",,,,Hans H. Zerlett,,,,,"Otto Heller, Kurt Neubert, Ernst Mühlrad",,,,"Jean Boyer, Guillot de Saix",,"Curt Lewinnek, Jára Beneš, Michel Michelet",,Pierre Chagnon,Gaetano Donizetti (Kompositionen),"Ondra-Lamac-Film Gmb: H (Berlin), Vandor-Film (Paris)",,"Anny Ondra, Carl Lamač, Arthur Hohenberg (Gesamtleitung), Nikolaus Nowik (Gesamtleitung)","Carl Lamač, Pierre Billon",,,Ella Ensink,,,,"Alfred Norkus, Hermann Stör",Gaetano Donizetti (Kompositionen),,90 min,"35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Die Finanzen des Großherzogs,https://www.filmportal.de/film/die-finanzen-des-grossherzogs_1998ea799f564310a1cda61f94d15aa0,Spielfilm,1933,Deutschland,Gustav Rathje,,"Walter Haug, Franz Schroedter",,"Viktor de Kowa: Großherzog Ramon Gomez von Sillorca, Hilde Weissner: Diana, Tochter des Großfürsten von Russland, Heinz Rühmann: Detektiv Pelotard, Paul Henckels: Minister Paqueno, Maria Loja: Wirtin Conchita Hernández, Hans Stiebner: Luis Hernández, Theo Lingen: Fürst Potemkin, Fritz Alberti: Großfürst Cyrill von Russland, Willi Schur: Kapitän Malossol, Ernst Rotmund: Finanzier Mircovich, Vilma Bekendorf: Zofe bei Diana, Wolfgang von Schwindt: Sergeant Quesada, Bert Schmidt-Moris: Straßenjunge, Herbert Paulmüller, Ossy Kratz-Corell: Korporal in der Leibwache des Großherzogs, Friedrich Honna, Kurt Höllger, Elisabeth von Rüts",,,,Hans Rameau,,"Luise Lehmann, Karl August Strack",,,Ewald Daub,Fritz von Friedl,,,,,Theo Mackeben,,,,Tofa Tonfilm-Fabrikations Gmb: H (Berlin),Ludwig Behrends,Guido Bagier,Gustaf Gründgens,Wolfgang Loë-Bagier,"Fritz Pietsch, Max Balzer","Carl Forcht, Wolfgang Loë-Bagier (ungenannt)",,Eigil Wangoe,,"Martin Müller, Hans Rütten","Frank Heller (Roman ""Storhertigens finanser"")",,"2241 m, 82 min",35mm,"s/w, Tobis-Klangfilm",,
Flüchtlinge,https://www.filmportal.de/film/fluechtlinge_90f8b2bce06b4cb99ae8cb771804f1fb,Spielfilm,1933,Deutschland,Otto Lehmann,,"Robert Herlth, Walter Röhrig",,"Hans Albers: Arneth, Käthe von Nagy: Laudys Schwester Kristja, Eugen Klöpfer: Laudy, Ida Wüst: Die Megele, Walter Hermann: Deutscher Delegierter, Karl Rainer: Peter, Franziska Kinz: Schwangere, Veit Harlan: Mannlinger, Hans Adalbert Schlettow: Sibirier, Friedrich GnaßHusar, Karl Meixner: Pappel, Fritz Genschow: Hermann, Josef Dahmen: Rothaariger, Rudolf Biebrach: Uhrmacher, Carsta Löck: Hellerle, Maria Koppenhöfer: Wolgadeutsche, Arthur Kühn: Weißgardist, Karl Morviliusdeutscher Dolmetscher, Andrews Engelmann: Russischer Kommissar, Hans Hermann SchaufußZwerg, Ossy Kratz-Corell, Rainer Litten, Toni Tetzlaff",,,,Gerhard Menzel,,"Otto Sucrow, Max König, Karl August Strack, Gertrud Wendt, Ida Revelli",Günther Stapenhorst,,Fritz Arno Wagner,"Werner Krien, Richard Kandler",,,Franz Baumann,"Waldemar Jabs, Wilhelm Weber, Maria Jamitzky, Emil Neumann","Herbert Windt, Ernst Erich Buder",,,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Günther Stapenhorst),Erich von Neusser,Günther Stapenhorst,Gustav Ucicky,Eduard von Borsody,"Erich Düring, Karl Mühlberger",Eduard von Borsody,,Horst von Harbou,,Hermann Fritzsching,"Gerhard Menzel (Roman ""Deutsche wollen heim"")",,"2390 m, 87 min","35mm, 1:1,37","s/w, Ton",,"Zensur (DE): 01.12.1933, B.35133, Jugendfrei"
Fräulein Hoffmanns Erzählungen,https://www.filmportal.de/film/fraeulein-hoffmanns-erzaehlungen_5daa370a13aa4e8092a6e2fc41082ff3,Spielfilm,1933,Deutschland,Gustav Lautenbacher,,"Erich Zander, Willi Depenau (Assistenz)",,"Anny Ondra: Anita Liman, Mathias Wieman: Benno Karding, Ida Wüst: Tante Hanna, Paul Otto: Dr. Paulus, Josef Eichheim: Max, Liesl Karlstadt: Frau Wendel, Carl Walther Meyer: Christoph, Georg Henrich, O. E. Hasse, Karl Neubert, Ferdinande Bethge, R. Brüggemann, Ilva Günten, Inge Schwanneke",,,,Hans H. Zerlett,,"Helene Lautenbacher, Hermann Dor",,,Otto Heller (Fotografische Leitung),Gustav Weiss,,,Hans H. Zerlett,"Heinrich Beckmann, Max Rauffer",Leo Leux,,Leo Leux,,Ondra-Lamac-Film Gmb: H (Berlin),Robert Leistenschneider,"Anny Ondra, Carl Lamač",Carl Lamač,,Wilhelm Lanz,Ella Ensink,,"Rudolf Reißner, Hermann Buchrucker",,Friedrich Wilhelm Dustmann,,,,,,,
Eine Frau wie Du,https://www.filmportal.de/film/eine-frau-wie-du_ece12ed8a8d741728ee04fa52e69aedf,Spielfilm,1933,Deutschland,,,Ludwig Reiber,,"Liane Haid: Erika, Nichte der Freifrau, Szöke Szakall: Theobald Roehn, Fabrikant, Georg Alexander: Alwin Roehn, Adele Sandrock: Freifrau von der Heyde, Fritz Kampers: Klemm-Maxe, Autodieb, Fritz Odemar: Hasso von Hohlensee, Georgia Lind: Mietze, Ganovenbraut, Fritz Fischer: Refrainsänger, Josef Eichheim: Dorfgendarm Müller III, Minna Höcker-Behrens: Frau Krause, Wirtschafterin, Max Weydner: Balder, Polizeihauptmann, Peter Kreuder Jr.Klavierspieler, Herbert Langhofer: Gastwirt, Julius Falkenstein, Liesl Karlstadt, Arthur Preiser",,,,Georg C. Klaren,,,,,"Reimar Kuntze, Franz Koch",Benno Stinauer,,,Kurt Schwabach,,Willy Engel-Berger,Lewis Ruth,Willy Engel-Berger,,Atalanta-Film Gmb: H (Berlin),,Otto Ernst Lubitz,Carl Boese,,,Hildegard Grebner,,Josef M. Rubner,,Friedrich Wilhelm Dustmann,,,"9 Akte, 2449 m, 89 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,"Zensur (DE): 30.01.1933, B.33057, Jugendverbot"
Ein gewisser Herr Gran,https://www.filmportal.de/film/ein-gewisser-herr-gran_84a17d4b666349c3b375a4e4bdabc433,Spielfilm,1933,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Hans Albers: Herr Gran, Albert Bassermann: Kunsthändler Tschernikoff, Rose Stradner: Bianca Tschernikoff, Walter Rilla: Maler Pietro Broccardo, Karin Hardt: Viola Dolleen, Olga Tschechowa: Spionin Frau Mervin, Hubert von Meyerinck: Hauptmann Gordon, Hermann Speelmans: Nica, Hans Adalbert Schlettow: Beppo, Hans Deppe: Rossi, Fritz Odemarder traurige Herr, Marcel Merminod: Polizist, Theodor Loos, Willi Schur, Friedrich Ettel, Gustav Püttjer, Bruno Eichgrün, Hans-Joachim Büttner",,,,"Philipp Lothar Othello Mayring, Lothar Philipp August Mayring, Fritz Zeckendorf",,"Otto Sucrow, Maria Spindler",Bruno Duday,,Eduard Hoesch,"Karl Hoesch, Eberhard von der Heyden",,,Hermann Schulenburg,Waldemar Jabs,Hermann Schulenburg,,Hans-Otto Borgmann,,Universum-Film AG (UFA) (Berlin),,,Gerhard Lamprecht,Erich Holder,Max Linde,,,Heinz Ritter,,Hermann Fritzsching,,,,"35mm, 1:1.37",s/w,,
Gipfelstürmer,https://www.filmportal.de/film/gipfelstuermer_c27b8b42cb784a19b7cd1814802581f5,Spielfilm,1933,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Bergsteiger Franz Schmid, Theodor Loos, Anni Trautner, Theo Lingen, Gustl Stark-Gstettenbaur, Paul Rehkopf, Emil Mtousek, Walter Krieger, Mizzl Bardorf, Traudl Ertl, Heinrich Abele, Hans Schurich",,,,"Bobby E. Lüthge, Curt J. Braun",,,,,Karl Attenberger,,,,,,Giuseppe Becce,,,,Nostra-Film Gmb: H (Berlin),Ottmar Ostermayr,"Robert Ernst, Peter Ostermayr",Franz Wenzler,,,Paul May,,,,Adolf Jansen,,,"2291 m, 84 min","35mm, 1:1,33",s/w,,
Glück im Schloß,https://www.filmportal.de/film/glueck-im-schloss_850c43e3a03545ecb3236703bb782d91,Spielfilm,1933,Deutschland,Wilhelm Sperber,,Otto Gülstorff,,"Richard Romanowsky: Baron Rudolf Egeling, Karl Platen: Haushofmeister Hofbauer, Paul Beckers: Diener Ludwig, Eduard Wesener: Sekretär Robert Leinert, Luise Ullrich: Anny, Gay Christie: Maria, Erik Ode: Georg, Friedrich Ettel: Hausarzt Dr. Heuffel, Franz Nicklisch: Karl Winter, Paul Rehkopf: Gärtner Jeckel, Rudolf Essek: Rechtsanwalt Reichert, Ilse Jahn, Gustav Püttjer, Leopoldine Sangora, Franz W. Schröder-Schrom",,,,Hans H. Zerlett,,"Johannes Krämer, Clara Landmann",,,Carl Drews,Walter von Bonhorst,,Robert Neppach,Hans H. Zerlett,"Otto Wustrak, Alois Strasser",Hans Sommer,,,,"R. N.-Filmproduktion Gmb: H, Robert Neppach (Berlin)",Adolf Essek,Robert Neppach,Hasso Preiß,,,Ella Ensink,,Josef Höfer,,"Ernst Schütz, Eugen Hrich",,,,,,,
Glückliche Reise,https://www.filmportal.de/film/glueckliche-reise_8aeb83daf1964269a74c423e694f9fc5,Spielfilm,1933,Deutschland,,,Franz Schroedter,,"Magda Schneider: Monika Brink, Carla Carlsen: Lona Vonderhoff, Max Hansen: Stefan Schwarzenberg, Ekkehard Arendt: Robert Hartenau, Paul Henckels: Fritz Homann, Adele Sandrock: Tante Henriette, Hugo Fischer-Köppe: Kapitän Brangersen, Margarete Kupfer: Frau Maschke",,,,"Georg Zoch, Bobby E. Lüthge",,,,,Adolf Otto Weitzenberg,,,,,,"Eduard Künneke, Kardosch-Sänger (DE)",,,,Victor Klein-Film Gmb: H (Berlin),Martin Pichert,Viktor Klein,Alfred Abel,,,Friedel Buckow,,,,Emil Specht,,,"2270 m, 83 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Gretel zieht das große Los,https://www.filmportal.de/film/gretel-zieht-das-grosse-los_cc3da3be6ec14c058c33080b91ebd59a,Spielfilm,1933,Deutschland,,,"Willi A. Herrmann, Mathieu Oostermann",,"Lucie Englisch: Gretel Schmidt, Verkäuferin, Leopold von Ledeburihr Chef, Jakob Tiedtkeihr Onkel, Hans Brausewetter: Willi Zinsler, Pianist, Hilde Hildebrand: Gerda, seine geschiedene Frau, Walter Steinbeck: Bankier Herklotz, Margarete Kupfer: Frau Müller, Gretels Wirtin, Josefine Dora: Aufwartefrau, Alexander Bender1. Musiker, Willy Gerber2. Musiker, Gertrud Boll, Herti Kirchner, Lilly Spatz: Gretels Freundinnen, Hans Joachim SchaufußLehrling, Ernst Behmer, Harry Berber, Fred Goebel, Heinz Klingenberg, Georg Schmieter, Grethe Weiser",,,,Carl Boese,,"Maria Helmer, Margarete Scholz",,,Willy Hameister,Willy-Peter Bloch,,,"Hans Carste, Gustav Althoff",Waldemar Jabs,"Hans Carste, Gustav Althoff",,Lewis Ruth,,Aco-Film Gmb: H (Berlin),Gustav Althoff,Gustav Althoff,Carl Boese,,,Hildegard Grebner,,Reinhold Draber,,Bruno Suckau,,,,,,,
Der große Bluff,https://www.filmportal.de/film/der-grosse-bluff_dcce78453c9d4349b910e183365a22aa,Spielfilm,1933,Deutschland,,,Erich Czerwonski (Gesamtausstattung),,"Lee Parry: Gisa Langer, Betty Amann: Marion Millner, Harald Paulsen: Harry Neuhoff, Otto Wallburg: Otto Pitt, Generaldirektor, Paul Hörbiger: Arthur Richman, Adele Sandrock: Frau Timm, Hugo Fischer-Köppe: Kommissar Keller, Walter Steinbeck: Regisseur, Theo Lingen: Pressechef, Sigurd Lohde: Regisseur, Gerti Ober: Zofe, Fred Immler: Paul, der Komplize, Alfred Beierle: Kriminalbeamter Kube, Adolf Edgar Licho: Paradieser, Ellen Blarr: Sekretärin, Gerhard Dammann: Klavierspieler, Nini Theilade: Tänzerin",,,,"Walter Wassermann, Walter Schlee",,,,,Carl Drews,,,,Fritz Rotter,,Franz Grothe,,,,,,,Georg Jacoby,,,Hanne Kuyt,,Eugen Klagemann,,Emil Specht,"Adolf Schütz, Fred Heller",,79 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Großfürstin Alexandra,https://www.filmportal.de/film/grossfuerstin-alexandra_33bf5df3cb9b4631ad3f03c75b20d386,Spielfilm,1933,Deutschland/Österreich,,,"Artur Berger, Walter Pantzer (MA)",,"Paul Hartmann: Großfürst Michail, Maria Jeritza: Gräfin Alexandra, seine Frau, Szöke Szakall: Koch Dimitri, Johannes Riemann: Richard Werner, Kapellmeister, Hans Marr: Großfürst Konstantin, Herbert Hübner: Fürst Schirbatoff, Inge List: Mädchen, das vorsingen will, Walter Janssen, Ernst Pröckl",,,,Hans Sassmann,,,,,Otto Kanturek,,,,Artur Rebner,,"Franz Lehár, Giuseppe Verdi (Melodien aus ""Aida"")",,Felix Günther,,,,,Wilhelm Thiele,,,Carl Behr,,Hans G. Casparius,,Alfred Norkus,,,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Gruß und Kuß - Veronika,https://www.filmportal.de/film/gruss-und-kuss-veronika_cd5371a931f14e338273c318e60e10c4,Spielfilm,1933,Deutschland,,,"Max Heilbronner, Kurt Dürnhöfer",,"Franziska Gaal: Veronika, Paul Hörbiger: Paul Rainer, Otto Wallburg: Max Becker, ein Geschäftsfreund, Hilde Hildebrand: Klara, dessen Frau, Margarete Kupfer: Frau Bolte, Veronikas Wirtin, Kurt Lilien: Emil, Hausdiener bei Rainer, Olga Engl: Frau Zschoch, Inhaberin des Blumengeschäfts, Ehmi Bessel: Rainers Freundin, Arthur Bergen: Sanitätsrat Scharmeister, Erika Glässner: Frau von Sanitätsrat Scharmeister , Claire Glib, Eva Busch",,,,Kurt Schwabach,,"Luise Lehmann, Otto Zander",,,Bruno Mondi,,,,Kurt Schwabach,"Karl Weitschat, Adolf Braun",Franz Wachsmann,,Helmut Wolfes,,Victor Klein-Film Gmb: H (Berlin),,Viktor Klein,Carl Boese,,,Else Baum,,Walter Lichtenstein,,Erich Lange,,,2225 m,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
La guerre des valses,https://www.filmportal.de/film/la-guerre-des-valses_9c4c635b84ce401cbe5bbafe471f47e3,Spielfilm,1933,Deutschland,,,"Robert Herlth, Walter Röhrig",,"Fernand Charpin: Joseph Lanner, Janine Crispin: Katie, Fernand Gravey: Franz, Pierre Mingand: Johann Strauß I, Arletty: Ilonka, Maximilienne: Hofdame, Madeleine Ozeray: Königin Victoria von England, François Rozet: Prinz Albert von Sachsen-Coburg-Gotha, Armand Dranem: Richter, Paul Ollivier: Kamerherr, Eric RoinéLéopold, Nane Germon: Susi, Jane Marken, Willy Rozier",Jacques Bousquet,,,"Hans Müller, Robert Liebmann",,"Eduard Weinert, Georg Paersch, Ida Revelli, Gertrud Wendt",Günther Stapenhorst,,Carl Hoffmann,"Günther Anders, Hans Georg Fehdmer",René Hubert,,Jacques Bousquet,"Wilhelm Weber, Ernst Schülke, Maria Jarnitzky, Emil Neumann, Waldemar Jabs","Alois Melichar, Franz Grothe (Lieder)",,Alois Melichar,"Johann Strauß Sr. (Motive), Josef Lanner (Motive)",Universum-Film AG (UFA) (Berlin),Eduard Kubat,,"Ludwig Berger, Raoul Ploquin",,,Willy Zeyn jun.,,Horst von Harbou,,Fritz Thiery,"Johann Strauß Sr. (Motive), Josef Lanner (Motive)",Alliance Cinématographique Européenne (A.C.E.) (Paris),"2549 m, 93 min","35mm, 1:1.33","s/w, Tobis-Klangfilm","Uraufführung (FR): 11.10.1933, Paris, Aubert-Palace [P.C.]",
Hände aus dem Dunkel,https://www.filmportal.de/film/haende-aus-dem-dunkel_58d5dc68ecd54c00a6105d43802e7ac3,Spielfilm,1933,Deutschland,,,,,"Karin Hardt: Cilly Kastor, Stenotypistin, Hans Brausewetter: Dr.Hutter, Hausdetektiv, Rolf von Goth: Gustav Wölflin, Angestellter, Walter Rilla: Direktor Leermann, Max Adalbert: Krabbe, Hausdetektiv, Margo Lion: Die lange Lotte, Hans Richter: Fritz, Laufbursche, Julius Falkenstein: Pankratz, genannt Müller, Ludwig Stössel: Generaldirektor Leon, Leonard Steckel: Fred Harras, Propagandachef, Peter Wolff: Kurt Peyer, Volontär, Martha Ziegler: Frl. Kügelmann, Stenotypistin, Reinhold Bernt: Schnabel, ein entlassener Angestellter, The Weintraub Syncopators: Kapelle",,,,"Erich Waschneck, Franz Winterstein, Hans Jacoby",,,,,Friedl Behn-Grund,,,,,,Allan Gray,,Allan Gray,,Fanal-Filmproduktion Gmb: H (Berlin),,,Erich Waschneck,,,,,,,,"Hugo M. Kritz (Roman ""Tumult im 6. Stock"")",Terra-Film AG (Berlin),"8 Akte, 2283 m, 83 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,"Zensur (DE): 14.03.1933, B.33430, Verbot"
Das häßliche Mädchen,https://www.filmportal.de/film/das-haessliche-maedchen_f85d3830faf24e85aa58efe052a6760a,Spielfilm,1933,Deutschland,,,,,"Dolly Haas: Lotte, Max Hansen: Fritz, Otto Wallburg: Direktor Mönckeberg, Julius Falkenstein: Leschke, Genia Nikolajewa: Lydia, Erich Kestin: Oskar, Marianne Stanior, Josef Peterhans, Klaus Pohl, Lewis Ruth, Henry Pleß",,,,"Felix Joachimson, Henry Kosterlitz",,,,Felix Joachimson,Robert Baberske,,,,,,Otto S. Fenes,,,,Avanti-Tonfilm Gmb: H (Berlin),,,Henry Kosterlitz,Géza von Cziffra,,Harold S. Neuberger,,,,,,,"2104 m, 77 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,
Hans Westmar. Einer von vielen. Ein deutsches Schicksal aus dem Jahre 1929,https://www.filmportal.de/film/hans-westmar-einer-von-vielen-ein-deutsches-schicksal-aus-dem-jahre-1929,Spielfilm,1933,Deutschland,Conrad Flockner,,"Hans Sohnle, Otto Erdmann",,"Emil Lohkamp: Hans Westmanr, Paul Wegener: Kuprikoff, Heinrich Heilinger: Roß, Irmgard Willers: Agnes, Otti Dietze: Frau Salm, Carla Bartheel: Maud, eine junge Amerikanerin, Gertrud de Lalsky: Frau Westmar, Hans' Mutter, Grete Reinwald: Klara, Wilhelm Diegelmann: Wirt, Heinz Salfner: Mauds Vater, Robert Thiem: Georg Beyer, Arthur Schröder: Menart, Jura-Student, Hanns Heinz Ewers: Alter Herr des Korps Normania, Carl Auen, Richard Fiedler, Hugo Gau-Hamm",,,,Hanns Heinz Ewers,,,,,Franz Weihmayr,,,Dr. Ernst Hanfstaengl (	Oberaufsicht),,"Frieda Lehmann, Maria Arnold","Giuseppe Becce (Illustrationsmusik), Dr. Ernst Hanfstaengl (Unter Verwendung verschiedener Kompositionen)",,"Giuseppe Becce, Dr. Ernst Hanfstaengl",,Volksdeutsche Film Gmb: H (Berlin),,Robert Ernst,Franz Wenzler,Werner Bruder,,Alice Ludwig,,Fritz Vopel,,Eugen Hrich,"Hanns Heinz Ewers (""Horst Wessel"" - 1932)",,"2764 m, 101 min","35mm, 1:1.33","s/w, Tobis-Klangfilm",,
Heideschulmeister Uwe Karsten,https://www.filmportal.de/film/heideschulmeister-uwe-karsten_aaf5410be99342fd8f4544720147c52d,Spielfilm,1933,Deutschland,Gerhard Tandar,,"Otto Hunte, Willy Schiller",,"Hans Schlenck: Heideschulmeister Uwe Karsten Alslew, Marianne Hoppe: Ursula Diewen, Heinrich Heilinger: Reeder Heinrich Heinsius, Brigitte Horney: Marthe Detlefsen, Olga Tschechowa: Teresa van der Straaten, Walter Steinbeck: Kaufmann Ernst Diewen, Carl Auen: Pastor Sunneby, Günther Ballier: Hilfslehrer Klaus Sundewitt, Jeanette Bethge: Uwe Karstens Mutter Frau Alslew, Eberhard Leithoff: Sohn Ludwig Diewen, Ernst Behmer: Winkelbankier Krüger, Paul Henckels: Prof. Sieveking, Maria Karsten: Frau Sundewitt, Paul Moleska: Bauer, Petra Unkel, Wolfgang Lohmeyer, Walter Wollmann, Ernst Hieber, Willi Schur",,,,Kurt Heynicke,,"Heinrich Przygodda, Charlotte Lamprecht",Alfred Zeisler,,Werner Brandes,Karl Drömmer,,,,Waldemar Jabs,Ludwig Schmidseder,,Hans-Otto Borgmann,,Universum-Film AG (UFA) (Berlin) (Herstellungsgruppe Alfred Zeisler),Alfred Zeisler,,Carl Heinz Wolff,,"Karl Meyer, Max Linde",Wolfgang Becker,,Otto Schulz,,Erich Leistner,Felicitas Rose (Roman),,"2564 m, 94 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Heimat am Rhein,https://www.filmportal.de/film/heimat-am-rhein_8a8c9091959245919aeccd05c7453667,Spielfilm,1933,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Fred Sauer,,,,,,,,,,,,,,
Heimkehr ins Glück,https://www.filmportal.de/film/heimkehr-ins-glueck_36d4d4c50d57488dbd949f99886ab1b5,Spielfilm,1933,Deutschland,"Karl Sander, Freiherr von Kayserlingk",,Franz Schroedter,,"Luise Ullrich: Liesl Pichler, Heinz Rühmann: Tierdresseur und Illusionist Amadori, Paul Hörbiger: Schuhfabrikant Gruber, Paul Heidemann: Schloßverwalter, Ludwig Stössel: Schuhmacher Pichler, Harry Gondi: Modehausbesitzer Kurt Schröder, Erika Falgar: Liane Gruber, Hans Hemes1. Jäger, Hans Albin2. Jäger, Wolfgang Staudte: Grubers Sekretär, Lis de Boy: Lianes Freundin, Ossy Kratz-Corell: Betrunkener Jodler, Richard Klick: Lehrling",,,,"Ludwig von Wohl, Graf d'Haussonville",,"Anni Loretto, Fritz Pietsch",,,Bruno Mondi,Ernst W. Fiedler,,,Richard Kessler,"Arnold Jenssen, Karl Weitschat",Eduard Künneke,,Eduard Künneke,,ABC-Film Gmb: H (Berlin),Wolf von Gudenberg,"Walter von Ercert, Kurt Peters",Carl Boese,,,Putty Krafft,,von Gutenberg,,Emil Specht,,,"9 Akte, 2345 m, 86 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Die Herren vom Maxim,https://www.filmportal.de/film/die-herren-vom-maxim_7d5898b71c474bb19dd8839cd59d725a,Spielfilm,1933,Deutschland,,,"Gustav A. Knauer, Walter Reimann",,"Manny Ziener: Laura Pikardi, Johannes Riemann: Hans Volkmann, Oskar Karlweis: Werner Radke, Jessie Vihrog: Mimi, Käte Haack: Ein Ehepaar, Ernst Behmer: Ein Ehepaar, Albert Florath, Anita Mey, Kitty Meinhardt, Julius Brandt, Erich Fiedler, Kurt Werther, Ellen Blarr",,,,"Karl Noti, Bobby E. Lüthge",,"Walter Leder, Anni Loretto",,,"Carl Drews, Heinz Kluth",Walter Essek,,,,"Adolf Doelle, Charlotte Pfefferkorn",Oscar Straus,Oscar Joost (Orchester),Franz Grothe,,T. K. Tonfilm-Produktion Gmb: H (Berlin),"Geo Bergall, Helmut Schreiber",Felix Pfitzner,Carl Boese,Karl Sander,,Hildegard Grebner,,Eugen Klagemann,,Hermann Birkhofer,,,92 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Heut kommt's drauf an,https://www.filmportal.de/film/heut-kommts-drauf-an_bbf263c8dff247b4af100a0d36c6a9a5,Spielfilm,1933,Deutschland,,,"Max Knaake, Julius von Borsody (Künstlerischer Beirat)",,"Hans Albers: Hans Eckmann, Tanzkapellmeister, Luise Rainer: Marita Costa, Dirigentin eines Damenorchesters, Oskar Karlweis: Peter Schlemm, Komponist, Oskar Sima: Basil, Maritas Impresario, Max Gülstorff: Generaldirektor Bourth, Baby Gray: Anni, die ""Puppe"", Hanna Maierzak, Loni Michelis, Mario Guido, Arthur Bergen, Teddy Bill, Albert Fischer, Max Grünberg, Oskar Höcker, Philipp Manning, Michael von Newlinski, Josef Peterhans, Werner Pledath, Ludwig Trautmann, Nico Turoff",,,,"Philipp Lothar Othello Mayring, Lothar Philipp August Mayring, Wolfgang Wilhelm",,"Maria Spindler, Otto Sucrow",,,Bruno Mondi,Erich Grohmann,,,"Fritz Rotter, Peter Kuckuck",Waldemar Jabs,"Paul Mann, Stefan Weiß, Bronislau Kaper, Walter Jurmann",,Helmut Wolfes,,Boston-Films Company mb: H (Berlin),Eugen Kürschner,,Kurt Gerron,Kurt Hoffmann,,Milo Harbich,,Otto Stein,,Erich Leistner,,,"2357 m, 86 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,
Hitlerjunge Quex. Ein Film vom Opfergeist der deutschen Jugend,https://www.filmportal.de/film/hitlerjunge-quex-ein-film-vom-opfergeist-der-deutschen-jugend_640fd019c0e5458d83f2f7b826127229,Spielfilm,1933,Deutschland,,,Artur Günther,,"Heinrich George: Vater Völker, Berta Drews: Mutter Völker, Jürgen Ohlsen: Heini Völker, Claus Clausen: Bannführer Kaß, Ramspott: Kameradschaftsführer Fritz Doerries, Helga Bodemer: Ulla Doerries, Hermann Speelmans: Kommunistischer Agitator Stoppel, Rotraut Richter: Gerda, Karl Meixner: Fanatischer Kommunist Wilde, Hans Richter: Franz, Ernst Behmer: Kowalski, Hans-Joachim Büttner: Arzt, Franziska Kinz: Krankenschwester, Karl Hannemann: Lebensmittelhändler, Ernst Rotmund: Revierwachtmeister, Rudolf Platte: Moritatensänger, Reinhold Bernt: Ausrufer, Hans Deppe: Althändler, Anna Müller-Lincke: Völkers Nachbarin, Hans Otto Stern: Kneipenwirt",,,,"Karl Aloys Schenzinger, Bobby E. Lüthge",,,Karl Ritter,,Konstantin Tschet,,,,Baldur von Schirach,,Hans-Otto Borgmann,,,,Universum-Film AG (UFA) (Berlin),,,Hans Steinhoff,,,Milo Harbich,,,,Walter Tjaden,,,,,,,
