Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
"Dr. Mabuse, der Spieler I: Der große Spieler. Ein Bild der Zeit",https://www.filmportal.de/film/dr-mabuse-der-spieler-i-der-grosse-spieler-ein-bild-der-zeit_ea758362af814a168d562307afc9b882,Spielfilm,1922,Deutschland,,,"Otto Hunte, Carl Stahl-Urach (begonnen), Erich Kettelhut (Assistenz), Karl Vollbrecht (Assistenz)",,"Rudolf Klein-Rogge: Dr. Mabuse, Bernhard Goetzke: Staatsanwalt von Wenk, Alfred Abel: Graf Told, Aud Egede-Nissen: Tänzerin Cara Carozza, Gertrud Welcker: Gräfin Dusy Told, Paul Richter: Edgar Hull, Hans Adalbert Schlettow: Mabuses Chauffeur Georg, Georg John: Mabuses Diener Pesch, Grete Berger: Mabuses Dienerin Fine, Julius Falkenstein: Wenks Freund Karsten, Robert Forster-Larrinaga: Mabuses Sekretär Spoerri, Karl Huszar-Puffy: Falschmünzer Hawasch, Julius E. Herrmann: Proprietär Schramm, Karl Platen: Tolds Diener, Anita Berber: Tänzerin im Frack, Lydia Potechina: Russin, Paul Biensfeldt: Mann mit Revolver, Heinrich Gotho: Mann im Publikum, Edgar Pauly: Dicker Zuschauer, Max Adalbert, Adele Sandrock, Gustav Botz, Auguste Prasch-Grevenberg, Leonhard Haskel, Erner Hübsch, Gottfried Huppertz, Hans Junkermann, Adolf Klein, Erich Pabst, Julietta Brandt, Hans Sternberg, Olaf Storm, Erich Walter, Ilse Arkow",,,,"Thea von Harbou, Fritz Lang (ungenannt)",Decla-Bioscop-Verleih Gmb: H (Berlin),,,,Carl Hoffmann,Bruno Timm,Vally Reinecke,,,,"Konrad Elfers (1964), Aljoscha Zimmermann (Digitalisierte Fassung)",,,,Uco-Film Gmb: H (Berlin),,Erich Pommer,Fritz Lang,,,,,,,,Norbert Jacques (Roman),Decla-Bioscop AG (Berlin),"6 Akte, 3496 m","35mm, 1:1,33","s/w, stumm",,
"Dr. Mabuse, der Spieler II: Inferno. Ein Spiel von Menschen unserer Zeit",https://www.filmportal.de/film/dr-mabuse-der-spieler-ii-inferno-ein-spiel-von-menschen-unserer-zeit,Spielfilm,1922,Deutschland,,,"Otto Hunte, Erich Kettelhut (Assistenz), Karl Vollbrecht (Assistenz)",,"Paul Richter: Hull, Rudolf Klein-Rogge: Dr. Mabuse, Bernhard Goetzke: Staatsanwalt von Wenk, Alfred Abel: Graf Told, Aud Egede-Nissen: Tänzerin Cara Carozza, Gertrud Welcker: Gräfin Dusy Told, Hans Adalbert Schlettow: Mabuses Chauffeur Georg, Georg John: Mabuses Diener Pesch, Grete Berger: Mabuses Dienerin Fine, Julius Falkenstein: Wenks Freund Karsten, Robert Forster-Larrinaga: Mabuses Sekretär Spoerri, Karl Huszar-Puffy: Falschmünzer Hawasch, Julius E. Herrmann: Proprietär Schramm, Karl Platen: Tolds Diener, Anita Berber: Tänzerin, Paul Biensfeldt: Mann mit Revolver, Lydia Potechina: Die Russin, Julietta Brandt, Auguste Prasch-Grevenberg, Max Adalbert, Gustav Botz, Adele Sandrock, Heinrich Gotho, Leonhard Haskel, Erner Hübsch, Gottfried Huppertz, Hans Junkermann, Adolf Klein, Erich Pabst, Edgar Pauly, Hans Sternberg, Olaf Storm, Erich Walter, Ilse Arkow",,,,"Thea von Harbou, Fritz Lang (ungenannt)",,,,,Carl Hoffmann,Bruno Timm,Vally Reinecke,,,,"Konrad Elfers (1964), Aljoscha Zimmermann (Digitalisierte Fassung)",,,,Uco-Film Gmb: H (Berlin),,,Fritz Lang,,,,,,,,Norbert Jacques (Roman),Decla-Bioscop AG (Berlin),"6 Akte, 2531 m","35mm, 1:1,33","s/w, stumm",,"Zensur (DE): 20.05.1922, O.B.27.22, Jugendverbot"
Die drei Marien und der Herr von Marana,https://www.filmportal.de/film/die-drei-marien-und-der-herr-von-marana_1da18ae2fc4b43dc92b8bb508c3632b1,Spielfilm,1922,Österreich/Deutschland,,,Oskar Friedrich Werndorff,,"Reinhold Schünzel: Don Juan de la Marana, Anita Berber, Lya de Putti, Olga Belajeff, Hans Sieber, Paul Kronegg, Armin Springer, Heinrich Eisenbach, Liesl Stillmark",,,,"Robert Liebmann, Reinhold Schünzel",,,,,"Josef Zeitlinger, Werner Brandes, Martin Knoops",,,,,,,,,,"Vereinigte Filmindustrie Micheluzzi & Co (Micco-Film) (Wien), Lichtbild-Fabrikation Schünzel-Film (Berlin)",,,Reinhold Schünzel,,,,,,,,,,2560 m,"35mm, 1:1,33","s/w, stumm",,
Die drei von der Straße,https://www.filmportal.de/film/die-drei-von-der-strasse_d9cdd579fd894d729f531c2d61a1cecc,Spielfilm,1922,Deutschland,,,Carl Ludwig Kirmse,,"Alexander von Antalffy, Maria Zelenka, Karl Geppert, Auguste Prasch-Grevenberg, Irma Socha, Maria Voigtsberger, Julietta Brandt, Ada van Roon",,,,Gernot Bock-Stieber,,,,,Willi Briesemann,,,,,,,,,,,,,Gernot Bock-Stieber,,,,,,,,,,,,,,
Du Mädel vom Rhein,https://www.filmportal.de/film/du-maedel-vom-rhein_2d687015efb342cf824f0eea5d36cdf5,Spielfilm,1922,Deutschland,,,,,"Fritz Russ: Dorfschulmeister Pröppke, Mizzi Schütz: Anna Pröppke, Melitta Klefer: Tochter Christl Pröppke, Paul Conradi: Weinbauer Anton Langbein, Ellen Plessow: Anton Langbein, Karl Geppert: Tochter Langbein, André Pilot: Lotse Jörg, Vera Conti: Stellenvermittlerin, Emil Stammer: Rentner Kußlich, Helene VoßLene Voß",,,,,,,,,Charles Paulus,,,,,,,,,,Sing-Film Gmb: H (Berlin),,,Hans Felsing,,,,,,,,,,,,,,
Der einzige Zeuge,https://www.filmportal.de/film/der-einzige-zeuge_6d328d6fd1cb481d917d382cb987867c,Spielfilm,1922,Deutschland,,,Fritz Kraencke,,"Friedrich Ulmer: Baron von Sinklaere, Staatssekretär, Carola Toelle: Edritha, seine Tochter, Hans Götz: Frank ten Hoven, Attaché, Max Grünberg: Maurice Auteville, Geheimagent, Ferdinand Robert: Norbert Berchtenmolden, Chef der politischen Poliz, Gustav Adolf Semler: Graf Skjärna, Alfred Abel: Knut Haller, Rechtsanwalt, Fritz Beckmann: Bankier, Hans Hellmuth Koch: Statsanwalt, Walter Tautz: Untersuchungsrichter, Hermann Picha: Gerichtsschreiber, Emil Sondermann: Gefängnisdiener, Hans Lipschütz: Gerichtsdiener, Karl Harbacher: Haushofmeistger, Lotte Stein: Wirtschafterin Franks",,,,"Hugo Huxhol, Curt Lauermann",,,,,"Ernst Plhak, Fritz Kaufmann",,,,,,,,,,,,,Kurt Neukircher,,,,,,,,,,,,,,
Elixiere des Teufels,https://www.filmportal.de/film/elixiere-des-teufels_2a69fadd8adc4acc961691d97c8ad8e1,Spielfilm,1922,Deutschland,,,"Max Faßhauer, Erich Godal",,"Meinhardt Maur, Maria Zelenka, John Gottowt, Cilly Lasary, Annie Arden, Oswald Delmor, Alfred Läutner, Erich Stolzenhayn, Robert Leffler, Fritz Beckmann, Robert Kirsch",,,,Meinhardt Maur,,,,,Karl Hilbiber,,,Adolf Abter,,,,,,,Continent-Film Gmb: H (Berlin),,,,,,,,,,,,,,,,,
Elsa oder Baronesse Fabrikarbeiterin,https://www.filmportal.de/film/elsa-oder-baronesse-fabrikarbeiterin_8c5609ed42514cd894414ca23cdaaf6e,Spielfilm,1922,Deutschland,,,,,"Josef Reitbach: Baron von Königshof, Senta Spitz: Marie, dessen Gattin, Lisa Wollen: Elsa, deren Tochter, Carl Schreiner: Graf Julius von Barowski, Karl Guttenberg: Detektiv Scharf, Julius Schreiner: Graf Eduard von Barowski, Fred R. Spitz: Hüttendirektor",,,,"Ludwig Hinytzscg, Tino Strohmeier",,,,,,,,,,,,,,,,,,"Ludwig Hynitzsch, Tino Strohmeier, Ludwig Hinytzscg",,,,,,,,,,,,,,
Erniedrigte und Beleidigte,https://www.filmportal.de/film/erniedrigte-und-beleidigte_eb7991eaaaea49e99eacc80ac88a6d5b,Spielfilm,1922,Deutschland,,,Fritz Lederer,,"Erich Kaiser-Titz, Lya Mara, Margarethe Schön, Anton Edthofer, Nikolai Malikoff, Albert Patry, Ralph Arthur Roberts, Tatjana Tarydina, Lydia Potechina, Fred Goebel",,,,Fanny Carlsen,,,,,Paul Holzki,,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,Fjodor Michailowitsch Dostojewski,,2032 m,,,,
Der erste Kreuzzug,https://www.filmportal.de/film/der-erste-kreuzzug_86875fe176104d7ea9a908ef9f6fe3ee,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Es kommt der Tag,https://www.filmportal.de/film/es-kommt-der-tag_2c2ec0ff4e7a4838b745a128f04c67bf,Spielfilm,1922,Deutschland,,,,,"Karl Beckersachs, Margit Barnay, Robert Scholz, Max Ruhbeck, Ferdinand Robert",,,,"Karl Otto Krause, Franz Rauch",,,,,Emil Schünemann,,,,,,,,,,Karl Otto Krause-Film (Berlin),,,Karl Otto Krause,,,,,,,,,,,,,,
Es leuchtet meine Liebe,https://www.filmportal.de/film/es-leuchtet-meine-liebe_45519ae5546c44d09047a437e5e3aae8,Spielfilm,1922,Deutschland,,,Walter Reimann,,"Mady Christians: Jeanne, Marquise von Chatelet, Olga Belajeff, Theodor Loos: Graf Biron, Wilhelm Dieterle: Jules Grand / St. Just, Lia Eibenschütz: Antoinetta, Zofe der Jeanne, Harry Hardt: Jacques, Soldat bei St. Just, Ilka Grüning: Mutter St. Justs, Greta Schröder",,,,"Bobby E. Lüthge, R. Meinhardt",,,,,Willibald Gaebel,,,,,,,,,,,,,Paul Ludwig Stein,,,,,,,,,,,,,,
Der Fall O'Neil,https://www.filmportal.de/film/der-fall-oneil_cf88a6969a3049f5a0e7a23598ec61f0,Spielfilm,1922,Deutschland,,,Siegfried Wroblewsky,,"Daisy Torrens: Peggy, Louis Ralph: Harry Watsen, Hans Wallner: Jim Brock, Rely Ridon: Florence Gregory, Arthur Bergen: Arthur Gregory",,,,Paul Merzbach,,,,,,,,,,,,,,,,,,Louis Ralph,,,,,,,,,,,,,,
Der falsche Dimitry,https://www.filmportal.de/film/der-falsche-dimitry_ddbe8675b7f64e54a716d8ab9737caea,Spielfilm,1922,Deutschland,,,"Walter Reimann, Alfred Junge (Assistenz)",,"Alfred Abel: Zar Iwan der Grausame, Agnes Straub: Zarin Marfa, Eugen Klöpfer: Boris Godunow, Paul Hartmann: Peter Grigory, Gina Relly: Nastja, Joseph Klein: Bojar Schuisky, Eduard von Winterstein: Bojar Bielsky, Leopold von Ledebur: Woiwode Mnisek, Hanni Weisse: Marina, seine Tochter, Friedrich Kühne: Bojar Bitjagowsky, Ilka Grüning: Amme Pawlowa, Wilhelm Diegelmann: Patriarch Hiob, Hans Albers: Graf Jaro Lenski, Harry Hardt: Fürst Leschinsky, Erhard Siedel: Bur, ein Schamanenzauberer, Arthur Bergen: Lar, ein Schamanenzauberer, Hugo Döblin: To, ein Schamanenzauberer, Wassily Wronsky: Bojar Mitislawsky, Fritz Achterberg: Leschinskys Freund Odowalsky, Heinrich Schroth: Bojar Jurjew, Hoschek: Dimitry, jung, John Gottowt: Iwans Narr, Jaro Fürth: Der Pope Nikon, Oscar Sabo: Pilski, ein polnischer Bauer, Georg Baselt: Krasinski, ein Herbergswirt, Tatjana Tarydina: Dessen Frau, Wirtin, Lothar Müthel: Boguslawski, ein polnischer Abgesandter, Heinrich Gotho4. Schamanenzauberer, Georg Heinrich Schnell: Bronsky, ein Vertrauter Bitjagows, Franz Egénieff: Sartow, ein Vertrauter Bitjagows, Hans Heinrich von Twardowski: Zarewitsch Fedor, Georg John",,,,"Hans Steinhoff, Paul Beyer",,,,,Helmar Lerski,,,,,,,,,,Gloria-Film Gmb: H (Berlin),,,Hans Steinhoff,,,,,,,,,Universum-Film AG (UFA) (Berlin),"6 Akte, 2694 m","35mm, 1:1,33","s/w, stumm",,
Der falsche Prinz,https://www.filmportal.de/film/der-falsche-prinz_d15924f11bc5439098c84a2bf43d6178,Spielfilm,1922,Deutschland,,,E. H. Zirkel,,"Anni Vara: Sultanin, Oscar Sabofalscher Prinz, Victor Colani, Bruno Zeners: Sterndeuter",,,,Ernst Krieger,,,,,"Wilhelm Prager, Curt Helling",,,,,,,,,,,,,Erwin Báron,,,,,,,,,,,,,,
Faustrecht,https://www.filmportal.de/film/faustrecht_bf3a66dcb7254a688a7033adfadb7aac,Spielfilm,1922,Deutschland,,,,,"Julius Strobl, Max Neufeld, Eugen Neufeld, Karl Ehmann, Felix Dombrowsky, Hans Rhoden: Fabrikant Langer, Mario Bergugliano: Graf Zeckendorf, Marietta Weber: Frau Langer, Trude Wessely, Dora Kaiser",,,,,,,,,,,,,,,,,,,,,,"Karl Ehmann, Max Neufeld (CKÖ)",,,,,,,,"Hugo Bettauer (Roman ""Hemmungslos"")",,"6 Akte, 2119 m, 77 min",35mm,"s/w, stumm",,
Der Favorit der Königin,https://www.filmportal.de/film/der-favorit-der-koenigin_e9b0511be4574654b6ca1115da244f28,Spielfilm,1922,Deutschland,,,Willy Reiber,,"Erich Kaiser-Titz: Lord Surrey, Hanna Ralph: Königin, Wilhelm Kaiser-Heyl: Pembroke, Alf Blütecher: Leyde, Ferdinand Martini, Carl Goetz, Elise Aulinger, Albert Patry, Oskar Marion, Otto Kronburger, Maria Minzenti",,,,"Alfred Schirokauer, Franz Seitz Sr.",,,,,"Franz Planer, Karl Attenberger",,Ludwig Kirschner,,,,,,,,,,,Franz Seitz Sr.,,,,,,,,Georg Hirschfeld (Bühnenstück „Das zweite Leben“),,109 min,"35mm, 1 1,33","s/w, stumm",,
Felicitas Grolandin,https://www.filmportal.de/film/felicitas-grolandin_2d43737913f6471fbe37db0a20a7e095,Spielfilm,1922,Deutschland,,,Gustav A. Knauer,,"Hella Moja, Hans Marr, Theodor Becker, Kurt Vespermann, Leopold von Ledebur, Carl Zickner, Rudolf Biebrach, Hans Karl Georg, Margit von Banlaky, Fritz Richard",,,,Johannes Brandt,,,,,"Julius Balting, K. Blumberg",,Ali Hubert,,,,,,,,Hella Moja-Film Gmb: H (Berlin),,Hella Moja,Rudolf Biebrach,,,,,,,,,,"5 Akte, 1774 m",,,,
Ein Fest auf Haderslevhuus,https://www.filmportal.de/film/ein-fest-auf-haderslevhuus_fe58a5ec1d874cbcbd29a1c60ffed148,Spielfilm,1922,Deutschland,,,Willy Reiber,,"Elise Aulinger, Hanna Ralph, Viktor von Stephany, Lotte Krüger, Charlotte Krüger, Olga Biedermann, Hanns Beck-Gaden, Carl Graumann, Eugen Gura, Ernst Marlith, Lenz Meisner",,,,Ernst Bassermann-Jordan,,,,,Ewald Daub,,,,,,,,,,,,,August Weigert,,,,,,,,,,"5 Akte, 1400 m",,stumm,,Prüfung: 25.04.1922
Das Feuerschiff,https://www.filmportal.de/film/das-feuerschiff_20a9788146824c889f0c3122b298bd4a,Spielfilm,1922,Deutschland,,,Jack Winter,,"Camilla von Hollay, Eduard von Winterstein, Viggo Larsen, Georg John, Gustav von Wangenheim, Wilhelm Diegelmann, Grete Diercks",,,,Rolf E. Vanloo,,,,,Conrad Wienecke,,,,,,,,,,,,,Richard Löwenbein,,,,,,,,,,"5 Akte, 2048 m","35mm, 1:1.33","s/w, stumm",,
Die Finsternis und ihr Eigentum,https://www.filmportal.de/film/die-finsternis-und-ihr-eigentum_37ed2fed6b4d4877bd98eccd968fa3d6,Spielfilm,1922,Deutschland,,,Alfred Columbus,,"Karl Etlinger: Professor, Erra Bognarseine Tochter, Daisy Torrens, Fritz Kortner: Verbrecher, Hans Adalbert Schlettow: Zuchthäusler, Waldemar Pottier, Walter Janssen: Jüngling, Rosa Valetti",,,,Artur Robison,,,,,,,,,,,,,,,,,,Martin Hartwig,,,,,,,,Anton Freiherr von Perfall (Roman),,,,,,
Firnenrausch,https://www.filmportal.de/film/firnenrausch_15cb3dbe0e4a4adba2b8c0ef19f6c99d,Spielfilm,1922,Deutschland,,,,,"Rolf Lindau-Schulz, Robert Scholz, Colette Corder, Else Reval, Sazy von Blondel, Margarethe Schön",,,,Hermann Fellner,,,,,Hans Bloch,,,,,,,,,,Lindau-Film,,,William Karfiol,,,,,,,,,,,,,,
Die Flamme,https://www.filmportal.de/film/die-flamme_d023651eff424118a23d7e9486df2957,Spielfilm,1922,Deutschland,,,"Ernst Stern, Kurt Richter, Hans Minzloff (ungenannt)",,"Pola Negri: Kokotte Yvette, Alfred Abel: Adolphes Freund Gaston, Hilde Wörner: Yvettes Freundin Louise, Hermann Thimig: Komponist Adolphe, Frida Richard: Zimmerwirtin Madame Vasal, Max Adalbert: Journalist, Jakob Tiedtke: Monsieur Borell, Ferdinand von Alten: Mann von Welt, Jenny Marba: Adolphes Mutter",,,,Hanns Kräly,,,,,"Theodor Sparkuhl, Alfred Hansen",,Ali Hubert,,,,,,,,Ernst Lubitsch-Film Gmb: H (Berlin),,"Ernst Lubitsch, Paul Davidson (Gesamtorganisation)",Ernst Lubitsch,,,,,Walter Lichtenstein,,,Hans Müller (B),Europäische Film-Allianz Gmb: H (E.F.A.) (Berlin),,"35mm, 1:1,33","s/w, stumm",,
Die Flibustier,https://www.filmportal.de/film/die-flibustier_667adf4e7e1249849cb09b9a368f626f,Spielfilm,1922,Deutschland,,,Bernhard Schwidewski,,"Sylvester Schäffer jun.Nobody, Lili Dominici: Gabriele, seine Frau, Paul Hansen: Flederwisch, beider Freund, Ernst Schmelz: Mezigue, Inhaber einer Detektiv-Instituts, Hermann Picha: Patachon, Amtsvorsteher von Valmidy, Julietta Brandt, Ludwig Rex: Mr. Pierson, Frieda Dredy: Mrs. Rierson, Walter Wolffgrambeider Sohn, Fred Goebel, Wladimir Bulatow: Konsul Hastings, Walter Doerry: Leutturmwärter, Mabel May-Yong: Flibusta, Tronier Funder: Francois Lavary",,,,,,,,,Adolf Otto Weitzenberg,,,,,,,,,,,,,"Josef Stein, Karl Gerhardt",,,,,,,,,,,,,,
Der Fluch der Vergangenheit,https://www.filmportal.de/film/der-fluch-der-vergangenheit_9c2f74f48d2a4a549bf2bac35f0a654c,Spielfilm,1922,Deutschland,,,,,"Julius Falkenstein, Paul Hartmann",,,,,,,,,,,,,,,,,,,Emmy Schaeff (Berlin),,,Georg Burghardt,,,,,,,,,,,,,,
Die Flucht in die Ehe. Der große Flirt,https://www.filmportal.de/film/die-flucht-in-die-ehe-der-grosse-flirt_28f4c5cc09364373b6f0595b3ad7246e,Spielfilm,1922,Deutschland,,,"Gustav A. Knauer, Hans Baluschek (Künstlerischer Beirat), Harry Fraser (Künstlerischer Beirat), Iwan Smith (Künstlerischer Beirat)",,"Gunnar Tolnæs: Graf, Carola Toelle: Miß, Albert Steinrück: Onkel, Fritz Schulz: Sohn, Stella Arbenina: Witwe, Artur Retzbach-Erasiny: Maler, Vera Hall: Frau des Malers, Paul Otto: Arzt, Leonhard Haskel: Wirt, Josefine Dora: Wirtin, Paul Biensfeldt: Pfarrer, Rudolf Klein-Rohden: Antiquar, Karl Victor Plagge: Hotelportier, Albert Paulig: Zuschneider, Wilhelm Diegelmann: Kutscher, Hans Junkermann: Agent",,,,"Pola Bauer-Adamara, Else Schmidt",,,,,"Friedrich Weinmann, Alexander Kwartiroff",,,,,,,,,,,,,Artur Retzbach-Erasiny,,,,,,,,,,,,,,
Das fränkische Lied,https://www.filmportal.de/film/das-fraenkische-lied_cee08c760c364fa597d64285818d1591,Spielfilm,1922,Deutschland,,,Gustav A. Knauer,,"Hedda Vernon: Burgherrin, Eduard von Wintersteinder verräterische Freund, Gerda Freydie Freundin, Artur Retzbach-Erasiny: Narr, Josef Reithofer, Hertha von Walther, Heinrich George, Ferry von Farrar, Felix Stegemann",,,,Eberhard Frowein,,,,,Toni Mülleneisen,,,,,,Hugo Moesgen (Kino-Musik),,,,Aladin-Film-Company AG (Berlin),,,"Friedrich Weissenberg, Hubert Moest",,,,,,,,,,"5 Akte, 1688 m","35mm, 1:1.33",,,
"Frau Mimis Vergangenheit, 1. Teil",https://www.filmportal.de/film/frau-mimis-vergangenheit-1-teil_a1e631096cd0471ca34dc5a41050e110,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Eiko-Film AG (Berlin),,,,,,,,,,,,,,,,,
Frau Mimis Vergangenheit. 2. Teil,https://www.filmportal.de/film/frau-mimis-vergangenheit-2-teil_33037d18f1a5447a8517ce5929e6baf0,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Eiko-Film AG (Berlin),,,,,,,,,,,,,,,,,
"Die Frau mit den 10 Masken. 3. Begebenheit: Tote, die leben",https://www.filmportal.de/film/die-frau-mit-den-10-masken-3-begebenheit-tote-die-leben_b6d74e8ca22544a7bbf73e9cd8c99b56,Spielfilm,1922,Deutschland,,,F.W. Krohn,,"Wanda Treumann: Maria Arven, Gräfin von St. Pierre, Johannes Riemann: Marc, ihr Gatte, Josef Reithofer: Bobb, Andrea Bartak: Aja, Gustav Adolf Semler: Stephan Alsen, Hans Ahrens: Polizeichef",,,,Robert Heymann,,,,,Josef Dietze,,,,,,,,,,Treumann-Larsen-Film-Vertriebs-Gmb: H (Berlin),,,Siegfried Dessauer,,,,,,,,,,,,,,
Die Frau mit den 10 Masken. 4. Begebenheit: Das Haus der Verrufenen,https://www.filmportal.de/film/die-frau-mit-den-10-masken-4-begebenheit-das-haus-der-verrufenen,Spielfilm,1922,Deutschland,,,F.W. Krohn,,"Wanda Treumann: Elisabeth von Arven / Maria von Arven / Matrosenol, Oskar Marion: Kammerherr Hasso von Arven, Karl Friedrich Grund: Erbprinz Georg, Wilhelm Kaiser-Heyl: Herzog, Ludwig Körner: Bankier Salvatini, Hans Tillo: Erbprinz Georg, Paul König",,,,Robert Heymann,,,,,Josef Dietze,,,,,,,,,,,,,Siegfried Dessauer,,,,,,,,,,,,,,
Frau Sünde,https://www.filmportal.de/film/frau-suende_504660d8c7c542af8e7684a914e31729,Spielfilm,1922,Deutschland,,,Franz Schroedter,,"Sascha Gura, Eduard von Winterstein, Kurt Gerron, Editha Seidel, Philipp Manning, Rudolf Forster, Heinrich Peer, Fritz Schulz, Max Ruhbeck",,,,,,,,,Hans Männling,,,,,,,,,,,,,Fred Sauer,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
"Frauen, die die Ehe brechen",https://www.filmportal.de/film/frauen-die-die-ehe-brechen_eb047b79496948a5a158e994a828d291,Spielfilm,1922,Deutschland,,,Alfred Columbus,,"Bruno Eichgrün: Nick Carter, Robert Scholz: Fürst Roburow, Margit Barnay: Sonja, seine Gemahlin, Ethel Orff: Tanja, das Russenmädel, Mabel May-Yong: Pula Sibierska, Promaballerina vom russ. Ballett, Paul Hardtmuth: Petrasch, Weichensteller, Margarete Kupfer: Ruschka sein Weib, Max Neumann: Konzertmeister Ford, Frieda Lehndorffseine Frau, Felix Norfolk: Camillo, beider Sohn, Helene VoßFrau Kovalovska, Hans Wolmerod: Alex, ihr Sohn, Max Ruhbeck: Nagy, Polizeiminister, Fritz Russ: Davis Moscheles, Emil Sondermann: Gepäckmeister",,,,M. O. Green,,,,,"Kurt Lande, Josef Dietze",,,,,,,,,,,,,Bruno Eichgrün,,,,,,,,,,"5 Akte, 1583 m","35mm, 1:1.33","s/w, stumm",,
Der Frauenkönig,https://www.filmportal.de/film/der-frauenkoenig_cc06226c90d84b828483727fc65332f4,Spielfilm,1922,Deutschland,,,Rudi Feld,,"Georg Alexander, Esther Carena, Stella Arbenina, Ralph Arthur Roberts, Margit Barnay, Mia Pankau, Adolphe Engers, Marija Leiko",,,,Johannes Brandt,,,,,Marius Holdt,,,,,,,,,,,,,Jaap Speyer,,,,,,,,,,,,,,
Der Frauenmarder,https://www.filmportal.de/film/der-frauenmarder_c88abbe7709142b6866b1b16096bfd64,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Akte, 1440 m",,stumm,,
Frauenopfer,https://www.filmportal.de/film/frauenopfer_b8c2c7bc0022474d8585659677d4b874,Spielfilm,1922,Deutschland,,,Paul Leni,,"Henny Porten: Maria, Frau des Malers, Wilhelm Dieterle: Maler, Albert Bassermann: Graf, Ludwig Rex: Verwalter, Frida Richard: Verwalterfrau, Adolf Edgar Licho: Alter Bohémien, Edgar Klitsch: Kunsthändler",,,,Dr. Imre Frey,,,,,Arpad Viragh,,,,,,,,,,"Henny Porten-Film Gmb: H (Berlin), Gloria-Film Gmb: H (Berlin)",,"Henny Porten, Hanns Lippmann",Karl Grune,,,,,,,,,,"4 Akte, 1839 m","35mm, 1:1,33","s/w, stumm",,
Frauenschicksal,https://www.filmportal.de/film/frauenschicksal_f0b3436af60b4ff5b3ee63af9785efcc,Spielfilm,1922,Deutschland,,,Mathieu Oostermann,,"Marcella Albani, Ernst Hofmann, Carl Auen, Ludwig Hartau, Marcello Albani, Georg John, Victor Costa, Hermann Leffler, Maria Forescu, Kurt Bobeth-Bolander",,,,Guido Schamberg,,,,,,,,,,,,,,,Nivo-Film-Comp. Gmb: H (Berlin),,,Guido Schamberg,,,,,,,,,,"6 Akte, 2195 m",,stumm,,
Frou-Frou,https://www.filmportal.de/film/frou-frou_2ad2726eac4b48629606f2656889bea8,Spielfilm,1922,Deutschland,,,,,"Helga Molander, Robert Scholz, Carl Günther, Wilhelm Diegelmann, Hertha Ruß",,,,Ludwig Marr,,,,,Adolf Otto Weitzenberg,,,,,,,,,,,,,Otto Rippert,,,,,,,,,,,,,,
Die fünf Frankfurter,https://www.filmportal.de/film/die-fuenf-frankfurter_14d46c7c00a04a18918c325cb3389bcc,Spielfilm,1922,Deutschland,,,"Robert Neppach, Rudi Feld",,"Fritz Hirsch: Maier Amschel Rothschild sen., Frida Richard: Gudula, seine Frau, Guido Herzfeld: Salomon Rothschild, Rita Burg: Charlotte, seine Tochter, Leonhard Haskel: Maier Amschel Rothschild jun., Else Bäck: Selma, seine Frau, Arthur Bergen: Karl Rothschild, Heinrich Zahdor: Nathan Rothschild, Boris Michailow: Jacob Rothschild, Karl Beckersachs: Herzog vom Taunus, Alfred Haase: Graf Fehrenbach, Ernst Behmer: Rat Ysel, Heinz Stieda: Der Kurfürst von Hessen, Berthold RoséBaruch Schnapper, Sophie Pagay: Frau Schnapper, Karl Etlinger: Bankier Nathanson, Maria Forescu: Frau Nathanson, Ulmann: Rahel, beider Tochter, Robert Scholz: Kaiser Franz I., Albert Patry: Graf Stadion, Hermine Sterler: Gräfin Stadion, Max Grünberg: Heinrich Heine, Karl Weinschenk: Rossini, Carl Rückert: Der Domprobst, Ernst Pittschau: Wellington, Fritz Schulz: Bleichröder, Emil Rameau: Friscard, Josefine Dora: Rosa, Karl Platen: Samuel, Ludwig Hartau, Hermann Vallentin, Albert Paulig, Gerhard Ritterband",,,,Max Monato,,,,,Hans Bloch,,,,,,Heinz Tiessen,,,,,,,Erich Schönfelder,,,,,,,,Carl Rössler (Bühnenstück),,"6 Akte, 2190 m","35mm, 1:1,33",s/w,,
