Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
"""1812"" (Gräfin Vandières)",https://www.filmportal.de/film/1812-graefin-vandieres_574182cca9134ef8a68bb4a0136a5026,Spielfilm,1923,Deutschland,,,Karl Machus,,"Dary Holm, Rudolf Basil, Rolf Pinegger, Jack Mylong-Münz, Julius Berger",,,,Robert Heymann,,,,,Fritz Biller,,,,,,,,,,,,,Josef Berger,,,,,,,,,,,,,,
Abenteuer einer Nacht,https://www.filmportal.de/film/abenteuer-einer-nacht_c18ea4933f084d698a30db7ee3bb9a9b,Spielfilm,1923,Deutschland,,,"Kurt Richter, Edmund Heuberger (Künstlerischer Beirat)",,"Harry Piel, Lissy Arna, Friedrich Kühne, Fred Immler",,,,"Max Bauer, Harry Piel",,,,,Georg Muschner,,,,,,,,,,,,"Harry Piel, Heinrich Nebenzahl",Harry Piel,,,,,,,,,,,,,,
Adam und Eva,https://www.filmportal.de/film/adam-und-eva_5787a1f508734aea9624d2b8ded144db,Spielfilm,1923,Deutschland,,,"Tell, von Weybrecht",,"Werner Krauß, Dagny Servaes, Rudolf Forster, Hermann Picha, Loni Pyrmont, Ruth Weyher",,,,Friedrich Porges,,,,,"Guido Seeber, Reimar Kuntze",,,,,,,,,,,,,"Friedrich Porges, Reinhold Schünzel",,,,,,,,,,,,,,
Die Affäre der Baronesse Orlowska,https://www.filmportal.de/film/die-affaere-der-baronesse-orlowska_593bd45f4152464d9b79fe69f9cb6722,Spielfilm,1923,Deutschland,,,Max Gronau,,"Wilhelm Kaiser-Heyl: Baron v. Orlowska, Dary Holm: Marion, seine Tochter, Viktor Gehring: Graf Arsen Praschma, Rosa Pategg: Marions Amme, Boris Michailow: Franz, ihr Sohn, Gärtner, Bernd Aldor: Stefan Peratoner, Sybil Morel: Stella, Tänzerin",,,,"Hugo Landsberger, Hans Werckmeister",,,,,Conrad Wienecke,,,,,,,,,,,,,Hans Werckmeister,,,,,,,,,,"5 Akte, 1768,5 m",35mm,"s/w, Stumm",,
Alles für Geld,https://www.filmportal.de/film/alles-fuer-geld_f85f597e35a2495ea801edec89954778,Spielfilm,1923,Deutschland,,,Kurt Richter,,"Emil Jannings: S. I. Rupp, Ulrich Bettac: Fred Rupp, Walter Rilla: Henry von Platen, Hedwig von Winterstein: Astas Mutter, Martin Herzberg: Hans, Ursula Nest: Egede, Curt Goetz: Graf Erhardt, Paul Biensfeldt: Kammerdiener Pitt, Dagny Servaes: Asta, Maria Kamradek: Cissy, Ernst Stahl-Nachbaur: Direktor der Goliath-Werke, Heinrich Schroth: Direktor der Phönix-Werke, Reinhold Schünzel: Schieber, Max Kronert: Nachtwächter, Ferry Sikla: Juwelier",,,,"Hanns Kräly, Rudolf Stratz",,,,,"Alfred Hansen, Ludwig Lippert",,,,,,,,,,Emil Jannings-Film Gmb: H (Berlin),,,Reinhold Schünzel,,,,,,,,,,"6 Akte, 2821 m","35mm, 1:1,33","s/w, stumm",,
Der allmächtige Dollar,https://www.filmportal.de/film/der-allmaechtige-dollar_1749238e2851462eb372eef8b21e7341,Spielfilm,1923,Deutschland,,,Siegfried Wroblewsky,,"Charles Willy Kayser, Eduard von Winterstein, Fred Immler, Albert Paulig, Paul Rehkopf, Margarete Kupfer, Olga Engl, Mia Pankau, Lena Amsel",,,,,,,,,Heinrich Gärtner,,,,,,Oswald Stiller (Kino-Musik),,,,,,,Jaap Speyer,,,,,,,,,,,,,,
Alt-Heidelberg,https://www.filmportal.de/film/alt-heidelberg_99dea7af8ff9482ea6df1c358a139d28,Spielfilm,1923,Deutschland,,,Ernö Metzner,,"Paul Hartmann: Karl Heinz, Eva May: Käte, Werner KraußDr. Jüttner, Eugen Burg: Kammerdiener Lutz, Eugen Rex: Corpsdiener Kellermann, Willy Prager, Karl Harbacher,  Gregori, Fritz Wendhausen, Victor Colani, Albert Bassermann",,,,Hans Behrendt,,,,,Guido Seeber,,,,,,,,,,Cserépy-Film Co. Gmb: H (Berlin),,,Hans Behrendt,,,,,,,,,,,,,,
Das alte Gesetz,https://www.filmportal.de/film/das-alte-gesetz_ea0c73f3c30f43f6b1ba840f6492c474,Spielfilm,1923,Deutschland,,,"Alfred Junge, Curt Kahle",,"Ernst Deutsch: Baruch, Henny Porten: Erzherzogin Elisabeth Theresa, Ruth Weyher: Hofdame, Hermann Vallentin: Heinrich Laube, Avrom Morewsky: Rabbiner Mayer, Grete Berger: Rabbinerin, Robert Garrison: Ruben Pick, Werner KraußNathan, der Professor, Margarete Schlegel: Esther, Jakob Tiedtke: Theaterdirektor, Olga Limburg: Frau des Theaterdirektors, Alice Hechy: Tochter des Theaterdirektors, Julius Brandt: Ein alter Komödiant, Fritz Richard: Nathan, der Schulklopfer, Wolfgang Zilzer: Page, Kálmán Zátony: Joseph Wagner, Dominik Löscher, Philipp Manning, Alfred Krafft-Lortzing, Robert Scholz",,,,Paul Reno,,,,,Theodor Sparkuhl,,Ali Hubert,,,,"Donald Sosin (Rekonstruierte Fassung 2018), Philippe Schoeller (Rekonstruierte Fassung 2018)",,,,,,,E. A. Dupont,,,,,,,,,,"7 Akte, 3028 m","35mm, 1:1,33","s/w, stumm",,"Zensur (DE): 05.10.1923, B.V.75., Genehmigt"
Am Narrenseil. [1-teilige Fassung],https://www.filmportal.de/film/am-narrenseil-1-teilige-fassung_15c2f4f4ef54497cb729ffa968e1244c,Spielfilm,1923,Deutschland,,,,,"Grete Reinwald, Max Schreck, Ma de Jongh, Julius Stetter, Walter Wolff",,,,Josef Firmans,,,,,,,,,,,,,,,,,,Josef Firmans,,,,,,,,,,,,,,
Arme Sünderin,https://www.filmportal.de/film/arme-suenderin_b5d1597df36542df9ccf23f039fe0e3e,Spielfilm,1923,Deutschland,,,,,"Diana Karenne: Nell, Alfred Abel, Fritz Kortner: Canary",,,,Pier Antonio Gariazzo,,,,,,,,,,,,,,,,,,Pier Antonio Gariazzo,,,,,,,,,,,,,,
Auferstehung. Katjuscha Maslowa,https://www.filmportal.de/film/auferstehung-katjuscha-maslowa_44cb2779544b4b2991c5e06f80d7c9c5,Spielfilm,1923,Deutschland,,,,,"Lya Mara, Rudolf Forster, Lydia Potechina, Paul Graetz, Olga Engl, Maria Peterson, Lilly Alexandra, Leonhard Haskel, Albert Patry, Ilka Grüning, Karl Falkenberg, Rudolf Klein-Rohden, Maria Forescu, Josef Commer, Lydia Tridenskaja",,,,"Fanny Carlsen, Ofrassimoff",,,,,Otto Tober,,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,,,,,,,
